time,New York,pts.away,score,pts.home,Milwaukee
5:58.0,J. Grant enters the game for L. Galloway,,79-91,,
5:51.0,A. Afflalo misses 3-pt shot from 25 ft,,79-91,,
5:50.0,,,79-91,,Defensive rebound by G. Monroe
5:36.0,,,79-93,2,M. Carter-Williams makes 2-pt shot from 7 ft
5:26.0,A. Afflalo makes 2-pt shot at rim,2,81-93,,
5:11.0,,,81-96,3,O. Mayo makes 3-pt shot from 26 ft (assist by M. Carter-Williams)
5:01.0,,,81-96,,Personal foul by G. Monroe (drawn by R. Lopez)
5:01.0,R. Lopez misses free throw 1 of 2,,81-96,,
5:01.0,Offensive rebound by Team,,81-96,,
5:01.0,L. Galloway enters the game for J. Calderon,,81-96,,
5:01.0,R. Lopez makes free throw 2 of 2,1,82-96,,
4:49.0,,,82-98,2,M. Carter-Williams makes 2-pt shot from 4 ft
4:49.0,New York full timeout,,82-98,,
4:49.0,K. Seraphin enters the game for R. Lopez,,82-98,,
4:38.0,Turnover by A. Afflalo (step out of bounds),,82-98,,
4:23.0,,,82-98,,Turnover by J. Parker (lost ball)
4:05.0,A. Afflalo makes 2-pt shot from 12 ft (assist by K. Seraphin),2,84-98,,
3:45.0,,,84-98,,Shooting foul by C. Anthony (drawn by J. Parker)
3:45.0,,,84-98,,J. Parker misses free throw 1 of 2
3:45.0,,,84-98,,Offensive rebound by Team
3:45.0,,,84-99,1,J. Parker makes free throw 2 of 2
3:25.0,J. Grant makes 3-pt shot from 28 ft,3,87-99,,
3:10.0,,,87-99,,Turnover by M. Carter-Williams (bad pass; steal by L. Galloway)
3:05.0,Shooting foul by M. Carter-Williams (drawn by K. Seraphin),,87-99,,
3:05.0,K. Seraphin makes free throw 1 of 2,1,88-99,,
3:05.0,,,88-99,,K. Middleton enters the game for J. Parker
3:05.0,K. Seraphin makes free throw 2 of 2,1,89-99,,
2:55.0,,,89-101,2,M. Carter-Williams makes 2-pt shot from 2 ft
2:39.0,Offensive charge foul by C. Anthony,,89-101,,
2:39.0,Turnover by C. Anthony (offensive foul),,89-101,,
2:23.0,,,89-103,2,M. Carter-Williams makes 2-pt shot from 11 ft (assist by G. Antetokounmpo)
2:11.0,C. Anthony misses 3-pt shot from 25 ft,,89-103,,
2:10.0,,,89-103,,Defensive rebound by K. Middleton
1:53.0,,,89-103,,Turnover by G. Monroe (traveling)
1:37.0,J. Grant misses 3-pt shot from 26 ft,,89-103,,
1:35.0,,,89-103,,Defensive rebound by G. Monroe
1:15.0,,,89-105,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by K. Middleton)
1:07.0,J. Grant misses 2-pt shot from 3 ft (block by G. Antetokounmpo),,89-105,,
1:04.0,,,89-105,,Defensive rebound by K. Middleton
0:51.0,Personal foul by C. Anthony (drawn by G. Antetokounmpo),,89-105,,
0:51.0,Technical foul by C. Anthony (drawn by G. Antetokounmpo),,89-105,,
0:51.0,,,89-105,,K. Middleton misses technical free throw
0:51.0,,,89-105,,Offensive rebound by Team
0:51.0,,,89-105,,G. Antetokounmpo misses free throw 1 of 2
0:51.0,,,89-105,,Offensive rebound by Team
0:51.0,L. Thomas enters the game for C. Anthony,,89-105,,
0:51.0,,,89-106,1,G. Antetokounmpo makes free throw 2 of 2
0:40.0,J. Grant misses 2-pt shot from 2 ft (block by G. Monroe),,89-106,,
0:37.0,,,89-106,,Defensive rebound by G. Antetokounmpo
0:23.0,,,89-106,,G. Antetokounmpo misses 2-pt shot at rim
0:21.0,Defensive rebound by J. Grant,,89-106,,
0:18.0,Shooting foul by O. Mayo (drawn by L. Galloway),,89-106,,
0:18.0,L. Galloway makes free throw 1 of 2,1,90-106,,
0:18.0,L. Galloway makes free throw 2 of 2,1,91-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
