time,Cleveland,pts.away,score,pts.home,Golden State
6:15.0,Defensive rebound by K. Love,,13-16,,
5:56.0,L. James misses 2-pt shot from 2 ft,,13-16,,
5:55.0,Offensive rebound by T. Thompson,,13-16,,
5:54.0,T. Thompson makes 2-pt shot from 2 ft,2,15-16,,
5:50.0,,,15-16,,Golden State full timeout
5:50.0,,,15-16,,A. Iguodala enters the game for H. Barnes
5:50.0,,,15-16,,F. Ezeli enters the game for A. Bogut
5:44.0,,,15-16,,Turnover by S. Curry (lost ball)
5:21.0,K. Love misses 3-pt shot from 23 ft,,15-16,,
5:21.0,,,15-16,,Defensive rebound by F. Ezeli
5:12.0,,,15-18,2,F. Ezeli makes 2-pt shot at rim (assist by A. Iguodala)
4:59.0,Turnover by K. Irving (lost ball; steal by F. Ezeli),,15-18,,
4:51.0,Personal foul by J. Smith,,15-18,,
4:40.0,,,15-18,,A. Iguodala misses 2-pt shot from 4 ft
4:39.0,,,15-18,,Offensive rebound by A. Iguodala
4:34.0,,,15-21,3,D. Green makes 3-pt shot from 25 ft (assist by S. Curry)
4:10.0,L. James makes 2-pt shot from 2 ft,2,17-21,,
3:52.0,,,17-24,3,S. Curry makes 3-pt shot from 25 ft (assist by D. Green)
3:27.0,K. Irving misses 2-pt shot from 12 ft,,17-24,,
3:26.0,,,17-24,,Defensive rebound by K. Thompson
3:18.0,,,17-24,,S. Livingston enters the game for K. Thompson
3:07.0,,,17-24,,D. Green misses 3-pt shot from 27 ft
3:07.0,Defensive rebound by L. James,,17-24,,
2:58.0,T. Thompson misses 2-pt shot from 4 ft (block by D. Green),,17-24,,
2:57.0,Offensive rebound by T. Thompson,,17-24,,
2:42.0,Turnover by Team (shot clock),,17-24,,
2:42.0,C. Frye enters the game for K. Love,,17-24,,
2:35.0,Personal foul by K. Irving,,17-24,,
2:35.0,,,17-24,,H. Barnes enters the game for F. Ezeli
2:27.0,,,17-24,,Turnover by S. Curry (lost ball; steal by K. Irving)
2:18.0,L. James makes 2-pt shot from 1 ft,2,19-24,,
2:10.0,,,19-24,,D. Green misses 2-pt shot from 2 ft
2:10.0,Defensive rebound by T. Thompson,,19-24,,
2:02.0,C. Frye misses 3-pt shot from 26 ft,,19-24,,
2:01.0,,,19-24,,Defensive rebound by S. Livingston
1:48.0,,,19-26,2,S. Livingston makes 2-pt shot from 9 ft (assist by S. Curry)
1:46.0,Cleveland full timeout,,19-26,,
1:46.0,I. Shumpert enters the game for L. James,,19-26,,
1:27.0,I. Shumpert makes 3-pt shot from 23 ft (assist by J. Smith),3,22-26,,
1:20.0,,,22-26,,A. Varejao enters the game for D. Green
1:01.0,,,22-26,,H. Barnes misses 2-pt shot from 17 ft
0:59.0,Defensive rebound by K. Irving,,22-26,,
0:54.0,K. Irving makes 2-pt shot from 2 ft,2,24-26,,
0:42.0,,,24-26,,S. Curry misses 3-pt shot from 23 ft
0:41.0,Defensive rebound by T. Thompson,,24-26,,
0:32.0,Turnover by K. Irving (lost ball; steal by H. Barnes),,24-26,,
0:12.0,,,24-28,2,S. Livingston makes 2-pt shot from 16 ft (assist by H. Barnes)
0:01.0,K. Irving misses 2-pt shot from 1 ft,,24-28,,
0:00.0,Offensive rebound by Team,,24-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,,,24-28,,Personal foul by S. Livingston
11:35.0,L. James misses 2-pt shot from 3 ft,,24-28,,
11:34.0,Offensive rebound by L. James,,24-28,,
11:31.0,L. James misses 2-pt shot from 2 ft,,24-28,,
11:30.0,Offensive rebound by L. James,,24-28,,
11:29.0,L. James misses 2-pt shot from 2 ft,,24-28,,
11:29.0,Offensive rebound by Team,,24-28,,
11:29.0,K. Love enters the game for C. Frye,,24-28,,
11:29.0,Jump ball: D. Green vs. L. James (R. Jefferson gains possession),,,,Jump ball: D. Green vs. L. James (R. Jefferson gains possession)
11:15.0,Offensive foul by K. Love,,24-28,,
11:15.0,Turnover by K. Love (offensive foul),,24-28,,
10:55.0,,,24-30,2,L. Barbosa makes 2-pt shot from 8 ft (assist by D. Green)
10:35.0,M. Dellavedova makes 2-pt shot from 10 ft (assist by K. Love),2,26-30,,
10:23.0,,,26-32,2,S. Livingston makes 2-pt shot from 16 ft
9:59.0,K. Love makes 2-pt shot from 14 ft,2,28-32,,
9:44.0,,,28-34,2,D. Green makes 2-pt shot from 17 ft
9:18.0,L. James misses 2-pt shot from 14 ft,,28-34,,
9:17.0,,,28-34,,Defensive rebound by L. Barbosa
9:07.0,,,28-36,2,L. Barbosa makes 2-pt shot from 2 ft
9:01.0,Cleveland full timeout,,28-36,,
9:01.0,,,28-36,,K. Thompson enters the game for H. Barnes
8:50.0,M. Dellavedova misses 3-pt shot from 26 ft,,28-36,,
8:48.0,,,28-36,,Defensive rebound by D. Green
8:41.0,,,28-36,,S. Livingston misses 2-pt shot from 12 ft
8:39.0,Defensive rebound by K. Love,,28-36,,
8:24.0,K. Love misses 2-pt shot from 2 ft,,28-36,,
8:24.0,Offensive rebound by K. Love,,28-36,,
8:22.0,K. Love misses 2-pt shot from 3 ft,,28-36,,
8:19.0,Offensive rebound by R. Jefferson,,28-36,,
8:19.0,R. Jefferson misses 2-pt shot from 2 ft,,28-36,,
8:18.0,,,28-36,,Defensive rebound by D. Green
8:13.0,,,28-39,3,L. Barbosa makes 3-pt shot from 24 ft (assist by A. Iguodala)
7:56.0,Shooting foul by L. Barbosa (drawn by L. James),,28-39,,
7:56.0,L. James makes free throw 1 of 2,1,29-39,,
7:56.0,K. Irving enters the game for M. Dellavedova,,29-39,,
7:56.0,J. Smith enters the game for R. Jefferson,,29-39,,
7:56.0,L. James misses free throw 2 of 2,,29-39,,
7:54.0,,,29-39,,Defensive rebound by D. Green
7:38.0,,,29-39,,Turnover by D. Green (lost ball; steal by L. James)
7:24.0,Turnover by K. Love (bad pass),,29-39,,
7:18.0,,,29-39,,Golden State full timeout
7:18.0,,,29-39,,S. Curry enters the game for S. Livingston
7:18.0,,,29-39,,H. Barnes enters the game for L. Barbosa
7:11.0,,,29-41,2,K. Thompson makes 2-pt shot from 4 ft
7:11.0,,,29-41,,Shooting foul by J. Smith (drawn by K. Thompson)
7:11.0,,,29-41,,K. Thompson misses free throw 1 of 1
7:10.0,Defensive rebound by L. James,,29-41,,
6:58.0,,,29-41,,Personal foul by K. Thompson
6:47.0,Turnover by L. James (lost ball; steal by A. Iguodala),,29-41,,
6:37.0,,,29-41,,H. Barnes misses 2-pt shot from 7 ft (block by L. James)
6:36.0,Defensive rebound by K. Irving,,29-41,,
6:27.0,K. Irving misses 2-pt shot from 2 ft (block by A. Iguodala),,29-41,,
6:26.0,,,29-41,,Defensive rebound by S. Curry
6:22.0,,,29-43,2,K. Thompson makes 2-pt shot from 2 ft (assist by S. Curry)
6:10.0,,,29-43,,Personal foul by K. Thompson
6:10.0,K. Irving misses free throw 1 of 2,,29-43,,
6:10.0,Offensive rebound by Team,,29-43,,
6:10.0,,,29-43,,I. Clark enters the game for K. Thompson
6:10.0,T. Thompson enters the game for I. Shumpert,,29-43,,
6:10.0,K. Irving makes free throw 2 of 2,1,30-43,,
5:54.0,,,30-43,,D. Green misses 2-pt shot from 3 ft
5:52.0,Defensive rebound by K. Love,,30-43,,
5:48.0,K. Irving misses 3-pt shot from 26 ft,,30-43,,
5:46.0,Offensive rebound by T. Thompson,,30-43,,
5:45.0,T. Thompson misses 2-pt shot from 4 ft,,30-43,,
5:42.0,Offensive rebound by K. Irving,,30-43,,
5:41.0,T. Thompson makes 2-pt shot from 2 ft (assist by K. Irving),2,32-43,,
5:20.0,,,32-43,,S. Curry misses 2-pt shot from 17 ft
5:18.0,,,32-43,,Offensive rebound by A. Iguodala
5:18.0,,,32-45,2,A. Iguodala makes 2-pt shot at rim
5:04.0,,,32-45,,Def 3 sec tech foul by D. Green
5:04.0,K. Irving makes technical free throw,1,33-45,,
5:04.0,,,33-45,,A. Bogut enters the game for I. Clark
5:04.0,,,33-45,,S. Livingston enters the game for D. Green
4:50.0,K. Irving misses 2-pt shot from 19 ft,,33-45,,
4:49.0,,,33-45,,Defensive rebound by H. Barnes
4:39.0,,,33-45,,S. Curry misses 3-pt shot from 29 ft
4:38.0,Defensive rebound by K. Love,,33-45,,
4:25.0,K. Irving makes 3-pt shot from 27 ft (assist by L. James),3,36-45,,
4:01.0,,,36-47,2,H. Barnes makes 2-pt shot from 20 ft (assist by A. Bogut)
3:33.0,K. Irving misses 2-pt shot from 2 ft,,36-47,,
3:33.0,,,36-47,,Defensive rebound by A. Bogut
3:24.0,,,36-47,,H. Barnes misses 3-pt shot from 27 ft
3:23.0,Defensive rebound by T. Thompson,,36-47,,
3:15.0,Shooting foul by A. Bogut (drawn by K. Irving),,36-47,,
3:15.0,K. Irving makes free throw 1 of 2,1,37-47,,
3:15.0,K. Irving makes free throw 2 of 2,1,38-47,,
2:53.0,,,38-47,,S. Curry misses 2-pt shot from 20 ft
2:52.0,,,38-47,,Offensive rebound by A. Bogut
2:51.0,,,38-49,2,A. Bogut makes 2-pt shot from 1 ft
2:39.0,K. Irving misses 2-pt shot from 18 ft,,38-49,,
2:39.0,Offensive rebound by L. James,,38-49,,
2:27.0,K. Love makes 3-pt shot from 26 ft (assist by K. Irving),3,41-49,,
2:06.0,,,41-49,,A. Iguodala misses 3-pt shot from 26 ft
2:06.0,Defensive rebound by K. Love,,41-49,,
1:52.0,J. Smith misses 3-pt shot from 25 ft,,41-49,,
1:51.0,,,41-49,,Defensive rebound by A. Iguodala
1:46.0,,,41-49,,Golden State full timeout
1:46.0,Official timeout,,41-49,,
1:46.0,,,41-49,,D. Green enters the game for H. Barnes
1:33.0,Personal foul by T. Thompson,,41-49,,
1:33.0,I. Shumpert enters the game for J. Smith,,41-49,,
1:33.0,,,41-49,,A. Varejao enters the game for A. Bogut
1:33.0,C. Frye enters the game for T. Thompson,,41-49,,
1:24.0,,,41-49,,S. Livingston misses 2-pt shot from 12 ft
1:22.0,Defensive rebound by L. James,,41-49,,
1:07.0,Turnover by K. Love (offensive foul),,41-49,,
1:07.0,Offensive charge foul by K. Love,,41-49,,
1:07.0,,,41-49,,H. Barnes enters the game for A. Varejao
1:07.0,R. Jefferson enters the game for K. Love,,41-49,,
0:59.0,,,41-49,,S. Curry misses 2-pt shot from 4 ft
0:59.0,Defensive rebound by Team,,41-49,,
0:59.0,,,41-49,,Loose ball foul by D. Green
0:59.0,L. James makes free throw 1 of 2,1,42-49,,
0:59.0,L. James makes free throw 2 of 2,1,43-49,,
0:43.0,,,43-52,3,D. Green makes 3-pt shot from 26 ft (assist by H. Barnes)
0:29.0,K. Irving misses 3-pt shot from 25 ft,,43-52,,
0:28.0,,,43-52,,Defensive rebound by D. Green
0:08.0,,,43-52,,S. Curry misses 3-pt shot from 27 ft
0:08.0,Defensive rebound by I. Shumpert,,43-52,,
0:00.0,R. Jefferson misses 3-pt shot from 29 ft,,43-52,,
0:00.0,Offensive rebound by Team,,43-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,Turnover by K. Irving (lost ball; steal by D. Green),,43-52,,
11:31.0,,,43-52,,K. Thompson misses 2-pt shot from 20 ft
11:30.0,Defensive rebound by J. Smith,,43-52,,
11:14.0,J. Smith misses 3-pt shot from 25 ft,,43-52,,
11:10.0,,,43-52,,Defensive rebound by S. Curry
10:59.0,,,43-52,,S. Curry misses 2-pt shot from 5 ft
10:57.0,,,43-52,,Offensive rebound by S. Curry
10:57.0,,,43-52,,S. Curry misses 2-pt shot from 3 ft
10:55.0,Defensive rebound by T. Thompson,,43-52,,
10:46.0,L. James makes 2-pt shot from 12 ft,2,45-52,,
10:31.0,,,45-54,2,A. Bogut makes 2-pt shot from 5 ft (assist by S. Curry)
10:06.0,K. Irving misses 2-pt shot from 11 ft,,45-54,,
10:05.0,Offensive rebound by T. Thompson,,45-54,,
10:05.0,T. Thompson misses 2-pt shot from 1 ft,,45-54,,
10:03.0,,,45-54,,Defensive rebound by K. Thompson
9:57.0,,,45-56,2,D. Green makes 2-pt shot from 1 ft (assist by K. Thompson)
9:57.0,Cleveland full timeout,,45-56,,
9:40.0,K. Irving makes 2-pt shot from 16 ft,2,47-56,,
9:22.0,,,47-56,,H. Barnes misses 3-pt shot from 24 ft
9:21.0,Defensive rebound by K. Love,,47-56,,
9:17.0,Turnover by L. James (offensive foul),,47-56,,
9:17.0,Offensive charge foul by L. James,,47-56,,
9:07.0,,,47-56,,K. Thompson misses 2-pt shot from 4 ft (block by T. Thompson)
9:06.0,Defensive rebound by T. Thompson,,47-56,,
9:06.0,,,47-56,,Personal foul by A. Bogut
8:51.0,K. Love misses 3-pt shot from 23 ft,,47-56,,
8:51.0,,,47-56,,Defensive rebound by K. Thompson
8:38.0,,,47-56,,A. Bogut misses 2-pt shot from 4 ft
8:36.0,Defensive rebound by L. James,,47-56,,
8:33.0,K. Irving makes 2-pt shot from 3 ft (assist by L. James),2,49-56,,
8:33.0,Shooting foul by H. Barnes (drawn by K. Irving),,49-56,,
8:33.0,K. Irving makes free throw 1 of 1,1,50-56,,
8:24.0,,,50-56,,Turnover by S. Curry (lost ball; steal by K. Irving)
8:07.0,K. Love misses 2-pt shot from 6 ft,,50-56,,
8:05.0,Offensive rebound by T. Thompson,,50-56,,
8:04.0,T. Thompson makes 2-pt shot from 4 ft,2,52-56,,
8:03.0,,,52-56,,Golden State full timeout
8:03.0,,,52-56,,A. Iguodala enters the game for H. Barnes
7:39.0,,,52-59,3,A. Iguodala makes 3-pt shot from 24 ft (assist by K. Thompson)
7:18.0,L. James misses 2-pt shot from 4 ft (block by K. Thompson),,52-59,,
7:18.0,,,52-59,,Defensive rebound by Team
7:07.0,,,52-59,,A. Iguodala misses 3-pt shot from 26 ft
7:06.0,Defensive rebound by K. Love,,52-59,,
6:58.0,L. James makes 3-pt shot from 26 ft,3,55-59,,
6:34.0,,,55-59,,A. Iguodala misses 2-pt shot from 3 ft
6:34.0,,,55-59,,Offensive rebound by A. Iguodala
6:31.0,,,55-61,2,K. Thompson makes 2-pt shot from 2 ft (assist by A. Iguodala)
6:16.0,Shooting foul by S. Curry (drawn by K. Irving),,55-61,,
6:16.0,K. Irving makes free throw 1 of 2,1,56-61,,
6:16.0,,,56-61,,F. Ezeli enters the game for A. Bogut
6:16.0,I. Shumpert enters the game for J. Smith,,56-61,,
6:16.0,K. Irving makes free throw 2 of 2,1,57-61,,
6:01.0,,,57-61,,K. Thompson misses 3-pt shot from 26 ft
6:00.0,Defensive rebound by Team,,57-61,,
5:50.0,K. Irving misses 2-pt shot from 15 ft,,57-61,,
5:49.0,,,57-61,,Defensive rebound by A. Iguodala
5:42.0,,,57-61,,Shooting foul by L. James (drawn by D. Green)
5:42.0,,,57-62,1,D. Green makes free throw 1 of 2
5:42.0,,,57-63,1,D. Green makes free throw 2 of 2
5:29.0,T. Thompson makes 2-pt shot at rim (assist by L. James),2,59-63,,
5:13.0,,,59-63,,F. Ezeli misses 2-pt shot from 8 ft
5:13.0,Defensive rebound by K. Love,,59-63,,
5:04.0,L. James misses 3-pt shot from 26 ft,,59-63,,
5:03.0,,,59-63,,Defensive rebound by F. Ezeli
4:50.0,,,59-63,,Turnover by S. Curry (lost ball; steal by L. James)
4:36.0,K. Love makes 2-pt shot from 3 ft (assist by L. James),2,61-63,,
4:36.0,Shooting foul by F. Ezeli (drawn by K. Love),,61-63,,
4:36.0,K. Love makes free throw 1 of 1,1,62-63,,
4:27.0,Personal foul by T. Thompson,,62-63,,
4:27.0,M. Dellavedova enters the game for K. Irving,,62-63,,
4:27.0,,,62-63,,S. Livingston enters the game for K. Thompson
4:24.0,Personal foul by I. Shumpert,,62-63,,
4:19.0,,,62-63,,D. Green misses 3-pt shot from 26 ft
4:18.0,Defensive rebound by K. Love,,62-63,,
4:02.0,K. Love misses 2-pt shot from 6 ft,,62-63,,
4:00.0,Offensive rebound by T. Thompson,,62-63,,
4:00.0,T. Thompson misses 2-pt shot from 2 ft,,62-63,,
3:58.0,Offensive rebound by K. Love,,62-63,,
3:57.0,K. Love makes 2-pt shot from 2 ft,2,64-63,,
3:42.0,,,64-65,2,D. Green makes 2-pt shot at rim (assist by A. Iguodala)
3:18.0,T. Thompson makes 2-pt shot at rim (assist by M. Dellavedova),2,66-65,,
2:58.0,,,66-67,2,S. Livingston makes 2-pt shot from 11 ft (assist by A. Iguodala)
2:34.0,L. James misses 3-pt shot from 25 ft,,66-67,,
2:33.0,Offensive rebound by Team,,66-67,,
2:33.0,J. Smith enters the game for K. Love,,66-67,,
2:12.0,L. James makes 2-pt shot from 1 ft,2,68-67,,
1:50.0,,,68-67,,F. Ezeli misses 2-pt shot from 1 ft
1:49.0,Defensive rebound by T. Thompson,,68-67,,
1:35.0,M. Dellavedova misses 2-pt shot from 12 ft,,68-67,,
1:35.0,,,68-67,,Defensive rebound by D. Green
1:29.0,,,68-67,,S. Curry misses 3-pt shot from 27 ft
1:28.0,,,68-67,,Offensive rebound by S. Livingston
1:27.0,,,68-69,2,S. Livingston makes 2-pt shot from 3 ft
1:03.0,L. James misses 2-pt shot from 19 ft,,68-69,,
1:02.0,,,68-69,,Defensive rebound by D. Green
0:55.0,,,68-71,2,S. Curry makes 2-pt shot from 5 ft
0:39.0,Turnover by M. Dellavedova (lost ball; steal by D. Green),,68-71,,
0:34.0,Personal foul by M. Dellavedova,,68-71,,
0:34.0,,,68-71,,H. Barnes enters the game for F. Ezeli
0:34.0,K. Irving enters the game for L. James,,68-71,,
0:27.0,,,68-74,3,A. Iguodala makes 3-pt shot from 26 ft (assist by S. Livingston)
0:10.0,K. Irving misses 2-pt shot from 11 ft,,68-74,,
0:10.0,,,68-74,,Defensive rebound by S. Curry
0:01.0,,,68-74,,S. Curry misses 3-pt shot from 37 ft
0:00.0,,,68-74,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,68-76,2,A. Iguodala makes 2-pt shot from 19 ft (assist by S. Livingston)
11:21.0,K. Irving misses 2-pt shot from 18 ft,,68-76,,
11:20.0,,,68-76,,Defensive rebound by A. Iguodala
11:11.0,,,68-78,2,L. Barbosa makes 2-pt shot from 20 ft (assist by D. Green)
11:10.0,Cleveland full timeout,,68-78,,
11:10.0,,,68-78,,A. Varejao enters the game for D. Green
11:04.0,Offensive foul by I. Shumpert,,68-78,,
11:04.0,Turnover by I. Shumpert (offensive foul),,68-78,,
10:51.0,,,68-80,2,S. Livingston makes 2-pt shot from 14 ft
10:38.0,,,68-80,,Personal foul by A. Varejao
10:38.0,K. Love enters the game for I. Shumpert,,68-80,,
10:20.0,K. Love misses 2-pt shot from 8 ft,,68-80,,
10:19.0,,,68-80,,Defensive rebound by S. Livingston
10:14.0,,,68-80,,A. Varejao misses 2-pt shot from 10 ft (block by J. Smith)
10:13.0,,,68-80,,Offensive rebound by A. Varejao
10:11.0,,,68-82,2,L. Barbosa makes 2-pt shot from 9 ft (assist by A. Varejao)
10:00.0,K. Irving makes 2-pt shot from 2 ft,2,70-82,,
9:43.0,,,70-84,2,S. Livingston makes 2-pt shot from 11 ft
9:37.0,,,70-84,,Personal foul by A. Iguodala
9:37.0,L. James enters the game for T. Thompson,,70-84,,
9:37.0,R. Jefferson enters the game for M. Dellavedova,,70-84,,
9:37.0,,,70-84,,D. Green enters the game for A. Varejao
9:24.0,K. Love makes 2-pt shot from 20 ft (assist by L. James),2,72-84,,
9:06.0,,,72-86,2,H. Barnes makes 2-pt shot from 1 ft (assist by S. Livingston)
8:49.0,K. Love misses 2-pt shot from 3 ft,,72-86,,
8:48.0,Offensive rebound by R. Jefferson,,72-86,,
8:44.0,L. James misses 2-pt shot from 3 ft,,72-86,,
8:43.0,Offensive rebound by L. James,,72-86,,
8:43.0,L. James misses 2-pt shot from 3 ft,,72-86,,
8:41.0,,,72-86,,Defensive rebound by A. Iguodala
8:35.0,,,72-88,2,S. Livingston makes 2-pt shot from 15 ft (assist by A. Iguodala)
8:34.0,Cleveland full timeout,,72-88,,
8:23.0,L. James makes 2-pt shot from 1 ft (assist by K. Love),2,74-88,,
8:07.0,,,74-88,,D. Green misses 3-pt shot from 25 ft
8:06.0,Defensive rebound by Team,,74-88,,
7:44.0,K. Love misses 2-pt shot from 9 ft,,74-88,,
7:43.0,,,74-88,,Defensive rebound by S. Livingston
7:35.0,,,74-90,2,H. Barnes makes 2-pt shot at rim (assist by D. Green)
7:10.0,K. Irving makes 2-pt shot from 2 ft (assist by L. James),2,76-90,,
6:49.0,,,76-90,,Shooting foul by J. Smith (drawn by S. Livingston)
6:49.0,,,76-91,1,S. Livingston makes free throw 1 of 2
6:49.0,,,76-91,,K. Thompson enters the game for L. Barbosa
6:49.0,,,76-92,1,S. Livingston makes free throw 2 of 2
6:26.0,Turnover by K. Love (lost ball; steal by D. Green),,76-92,,
6:24.0,Personal foul by K. Irving,,76-92,,
6:08.0,,,76-92,,Shooting foul by J. Smith (drawn by D. Green)
6:08.0,,,76-93,1,D. Green makes free throw 1 of 2
6:08.0,,,76-93,,S. Curry enters the game for S. Livingston
6:08.0,,,76-94,1,D. Green makes free throw 2 of 2
5:51.0,L. James misses 2-pt shot from 2 ft,,76-94,,
5:50.0,,,76-94,,Defensive rebound by D. Green
5:44.0,,,76-96,2,A. Iguodala makes 2-pt shot at rim (assist by S. Curry)
5:43.0,Cleveland full timeout,,76-96,,
5:29.0,R. Jefferson makes 2-pt shot from 2 ft (assist by L. James),2,78-96,,
5:29.0,Shooting foul by S. Curry (drawn by R. Jefferson),,78-96,,
5:29.0,R. Jefferson makes free throw 1 of 1,1,79-96,,
5:13.0,,,79-96,,K. Thompson misses 3-pt shot from 27 ft
5:13.0,Defensive rebound by L. James,,79-96,,
4:58.0,K. Irving misses 2-pt shot from 19 ft,,79-96,,
4:56.0,,,79-96,,Defensive rebound by D. Green
4:52.0,,,79-96,,Turnover by D. Green (lost ball; steal by K. Love)
4:43.0,J. Smith makes 3-pt shot from 26 ft (assist by K. Irving),3,82-96,,
4:43.0,,,82-96,,Golden State full timeout
4:43.0,,,82-96,,S. Livingston enters the game for H. Barnes
4:27.0,,,82-96,,S. Curry misses 2-pt shot from 2 ft
4:25.0,Defensive rebound by K. Love,,82-96,,
4:13.0,Turnover by L. James (lost ball; steal by S. Livingston),,82-96,,
3:55.0,,,82-96,,K. Thompson misses 2-pt shot from 2 ft
3:55.0,Defensive rebound by L. James,,82-96,,
3:45.0,L. James makes 3-pt shot from 26 ft,3,85-96,,
3:32.0,,,85-96,,Shooting foul by J. Smith (drawn by S. Livingston)
3:32.0,,,85-97,1,S. Livingston makes free throw 1 of 2
3:32.0,,,85-98,1,S. Livingston makes free throw 2 of 2
3:23.0,Shooting foul by S. Livingston (drawn by K. Irving),,85-98,,
3:23.0,K. Irving makes free throw 1 of 2,1,86-98,,
3:23.0,K. Irving makes free throw 2 of 2,1,87-98,,
3:12.0,,,87-98,,Turnover by S. Curry (lost ball; steal by K. Irving)
3:08.0,Turnover by L. James (lost ball; steal by D. Green),,87-98,,
2:54.0,,,87-101,3,S. Curry makes 3-pt shot from 27 ft
2:34.0,K. Irving misses 2-pt shot from 6 ft,,87-101,,
2:33.0,,,87-101,,Defensive rebound by D. Green
2:25.0,,,87-104,3,K. Thompson makes 3-pt shot from 27 ft (assist by S. Curry)
2:24.0,Cleveland full timeout,,87-104,,
2:24.0,D. Jones enters the game for L. James,,87-104,,
2:24.0,M. Williams enters the game for K. Love,,87-104,,
2:24.0,T. Mozgov enters the game for J. Smith,,87-104,,
2:24.0,C. Frye enters the game for K. Irving,,87-104,,
2:24.0,J. Jones enters the game for R. Jefferson,,87-104,,
2:08.0,M. Williams misses 2-pt shot from 16 ft,,87-104,,
2:07.0,,,87-104,,Defensive rebound by S. Curry
2:01.0,,,87-104,,M. Speights enters the game for A. Iguodala
1:53.0,,,87-104,,M. Speights misses 3-pt shot from 23 ft
1:53.0,Defensive rebound by T. Mozgov,,87-104,,
1:32.0,M. Williams misses 3-pt shot from 25 ft,,87-104,,
1:32.0,,,87-104,,Defensive rebound by K. Thompson
1:32.0,,,87-104,,Golden State full timeout
1:32.0,,,87-104,,B. Rush enters the game for D. Green
1:32.0,,,87-104,,I. Clark enters the game for K. Thompson
1:32.0,,,87-104,,F. Ezeli enters the game for S. Curry
1:32.0,,,87-104,,L. Barbosa enters the game for S. Livingston
1:14.0,,,87-104,,M. Speights misses 2-pt shot from 22 ft
1:14.0,Defensive rebound by T. Mozgov,,87-104,,
1:09.0,Shooting foul by M. Speights (drawn by C. Frye),,87-104,,
1:09.0,C. Frye makes free throw 1 of 2,1,88-104,,
1:09.0,C. Frye makes free throw 2 of 2,1,89-104,,
0:51.0,,,89-104,,Turnover by I. Clark (lost ball; steal by M. Williams)
0:44.0,Turnover by M. Williams (lost ball; steal by B. Rush),,89-104,,
