time,Memphis,pts.away,score,pts.home,Golden State
5:46.0,,,14-18,2,K. Thompson makes 2-pt shot from 2 ft (assist by A. Iguodala)
5:41.0,Memphis full timeout,,14-18,,
5:25.0,Z. Randolph makes 2-pt shot from 7 ft (assist by V. Carter),2,16-18,,
5:08.0,,,16-18,,K. Thompson misses 2-pt shot from 9 ft
5:06.0,Defensive rebound by M. Barnes,,16-18,,
4:59.0,,,16-18,,Personal foul by A. Bogut
4:59.0,X. Munford enters the game for J. Farmar,,16-18,,
4:52.0,V. Carter misses 2-pt shot from 16 ft,,16-18,,
4:51.0,,,16-18,,Defensive rebound by S. Curry
4:44.0,,,16-21,3,S. Curry makes 3-pt shot from 31 ft
4:28.0,L. Stephenson misses 2-pt shot from 2 ft (block by A. Bogut),,16-21,,
4:27.0,,,16-21,,Defensive rebound by K. Thompson
4:21.0,,,16-24,3,S. Curry makes 3-pt shot from 26 ft (assist by D. Green)
3:56.0,Z. Randolph misses 2-pt shot from 16 ft,,16-24,,
3:55.0,,,16-24,,Defensive rebound by A. Iguodala
3:47.0,,,16-27,3,S. Curry makes 3-pt shot from 27 ft (assist by A. Iguodala)
3:47.0,Memphis full timeout,,16-27,,
3:47.0,,,16-27,,S. Livingston enters the game for K. Thompson
3:47.0,,,16-27,,F. Ezeli enters the game for A. Bogut
3:41.0,,,16-27,,Personal foul by S. Curry
3:29.0,V. Carter misses 2-pt shot from 17 ft,,16-27,,
3:28.0,,,16-27,,Defensive rebound by S. Curry
3:21.0,,,16-27,,S. Curry misses 3-pt shot from 29 ft
3:20.0,,,16-27,,Offensive rebound by F. Ezeli
3:05.0,,,16-27,,Turnover by D. Green (lost ball; steal by Z. Randolph)
3:00.0,Turnover by Z. Randolph (bad pass),,16-27,,
2:50.0,Personal foul by X. Munford,,16-27,,
2:50.0,,,16-27,,Golden State full timeout
2:50.0,J. Green enters the game for Z. Randolph,,16-27,,
2:39.0,,,16-27,,F. Ezeli misses 2-pt shot from 7 ft
2:38.0,Defensive rebound by M. Barnes,,16-27,,
2:24.0,L. Stephenson makes 2-pt shot from 2 ft,2,18-27,,
2:13.0,,,18-27,,Turnover by S. Curry (lost ball; steal by L. Stephenson)
2:07.0,M. Barnes misses 3-pt shot from 22 ft,,18-27,,
2:07.0,,,18-27,,Defensive rebound by F. Ezeli
1:56.0,,,18-30,3,D. Green makes 3-pt shot from 28 ft (assist by S. Livingston)
1:33.0,L. Stephenson makes 2-pt shot from 14 ft,2,20-30,,
1:19.0,,,20-32,2,S. Livingston makes 2-pt shot from 8 ft (assist by D. Green)
1:02.0,X. Munford makes 2-pt shot from 15 ft,2,22-32,,
0:48.0,,,22-35,3,S. Curry makes 3-pt shot from 25 ft (assist by A. Iguodala)
0:32.0,,,22-35,,Def 3 sec tech foul by F. Ezeli
0:32.0,M. Barnes makes technical free throw,1,23-35,,
0:22.0,V. Carter misses 2-pt shot from 7 ft,,23-35,,
0:21.0,,,23-35,,Defensive rebound by F. Ezeli
0:07.0,,,23-35,,S. Curry misses 3-pt shot from 31 ft
0:06.0,,,23-35,,Offensive rebound by F. Ezeli
0:06.0,,,23-37,2,F. Ezeli makes 2-pt shot from 1 ft
0:03.0,M. Barnes misses 2-pt shot from 3 ft (block by F. Ezeli),,23-37,,
0:01.0,Offensive rebound by Team,,23-37,,
0:01.0,,,23-37,,L. Barbosa enters the game for S. Curry
0:01.0,X. Munford misses 2-pt shot from 12 ft,,23-37,,
0:00.0,Offensive rebound by Team,,23-37,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,L. Stephenson makes 3-pt shot from 25 ft (assist by J. Green),3,26-37,,
11:25.0,,,26-39,2,F. Ezeli makes 2-pt shot at rim (assist by S. Livingston)
11:09.0,J. Green misses 2-pt shot from 17 ft,,26-39,,
11:09.0,,,26-39,,Defensive rebound by H. Barnes
11:00.0,,,26-39,,Turnover by L. Barbosa (lost ball; steal by J. Martin)
10:44.0,,,26-39,,Def 3 sec tech foul by F. Ezeli
10:44.0,L. Stephenson makes technical free throw,1,27-39,,
10:35.0,L. Stephenson misses 2-pt shot from 6 ft,,27-39,,
10:35.0,,,27-39,,Defensive rebound by F. Ezeli
10:27.0,,,27-41,2,S. Livingston makes 2-pt shot from 16 ft
10:13.0,X. Munford misses 2-pt shot from 17 ft,,27-41,,
10:13.0,,,27-41,,Defensive rebound by S. Livingston
10:06.0,,,27-41,,S. Livingston misses 2-pt shot from 14 ft
10:04.0,,,27-41,,Offensive rebound by L. Barbosa
10:04.0,,,27-41,,L. Barbosa misses 2-pt shot from 1 ft
10:02.0,Defensive rebound by P. Hairston,,27-41,,
9:58.0,X. Munford misses 2-pt shot from 6 ft,,27-41,,
9:57.0,Offensive rebound by J. Green,,27-41,,
9:57.0,J. Green makes 2-pt shot at rim,2,29-41,,
9:47.0,,,29-44,3,L. Barbosa makes 3-pt shot from 23 ft (assist by S. Livingston)
9:23.0,L. Stephenson misses 2-pt shot from 5 ft,,29-44,,
9:22.0,,,29-44,,Defensive rebound by H. Barnes
9:04.0,,,29-44,,L. Barbosa misses 3-pt shot from 22 ft
9:03.0,Defensive rebound by J. Green,,29-44,,
8:51.0,P. Hairston misses 3-pt shot from 24 ft,,29-44,,
8:51.0,Offensive rebound by J. Green,,29-44,,
8:49.0,Shooting foul by H. Barnes (drawn by J. Green),,29-44,,
8:49.0,Official timeout,,29-44,,
8:49.0,,,29-44,,M. Speights enters the game for F. Ezeli
8:49.0,J. Farmar enters the game for X. Munford,,29-44,,
8:49.0,J. Green makes free throw 1 of 2,1,30-44,,
8:49.0,J. Green misses free throw 2 of 2,,30-44,,
8:49.0,,,30-44,,Defensive rebound by A. Iguodala
8:36.0,,,30-46,2,H. Barnes makes 2-pt shot from 20 ft (assist by S. Livingston)
8:24.0,Offensive foul by J. Martin,,30-46,,
8:24.0,Turnover by J. Martin (offensive foul),,30-46,,
8:10.0,,,30-46,,Shooting foul by J. Martin (drawn by M. Speights)
8:10.0,,,30-47,1,M. Speights makes free throw 1 of 2
8:10.0,,,30-48,1,M. Speights makes free throw 2 of 2
7:58.0,,,30-48,,Personal foul by L. Barbosa
7:58.0,,,30-48,,K. Thompson enters the game for A. Iguodala
7:51.0,L. Stephenson makes 2-pt shot at rim (assist by J. Green),2,32-48,,
7:30.0,,,32-50,2,M. Speights makes 2-pt shot from 17 ft (assist by S. Livingston)
7:17.0,P. Hairston misses 3-pt shot from 29 ft,,32-50,,
7:16.0,,,32-50,,Defensive rebound by H. Barnes
7:15.0,,,32-50,,Turnover by H. Barnes (bad pass)
7:04.0,Shooting foul by K. Thompson (drawn by L. Stephenson),,32-50,,
7:04.0,L. Stephenson makes free throw 1 of 2,1,33-50,,
7:04.0,L. Stephenson makes free throw 2 of 2,1,34-50,,
6:56.0,,,34-50,,S. Livingston misses 2-pt shot from 15 ft
6:56.0,Defensive rebound by Team,,34-50,,
6:36.0,J. Green makes 2-pt shot from 3 ft (assist by L. Stephenson),2,36-50,,
6:36.0,Shooting foul by M. Speights (drawn by J. Green),,36-50,,
6:36.0,J. Green makes free throw 1 of 1,1,37-50,,
6:21.0,,,37-50,,M. Speights misses 2-pt shot from 13 ft
6:21.0,Defensive rebound by P. Hairston,,37-50,,
6:13.0,J. Farmar misses 3-pt shot from 25 ft,,37-50,,
6:12.0,,,37-50,,Defensive rebound by S. Livingston
6:00.0,,,37-50,,Turnover by H. Barnes (lost ball; steal by P. Hairston)
5:55.0,Turnover by J. Green (lost ball; steal by M. Speights),,37-50,,
5:47.0,,,37-53,3,K. Thompson makes 3-pt shot from 28 ft (assist by L. Barbosa)
5:47.0,Memphis full timeout,,37-53,,
5:47.0,,,37-53,,S. Curry enters the game for S. Livingston
5:47.0,,,37-53,,D. Green enters the game for L. Barbosa
5:40.0,Turnover by J. Green (lost ball; steal by M. Speights),,37-53,,
5:35.0,,,37-55,2,M. Speights makes 2-pt shot at rim (assist by D. Green)
5:13.0,J. Green makes 2-pt shot from 7 ft (assist by J. Farmar),2,39-55,,
4:56.0,,,39-58,3,K. Thompson makes 3-pt shot from 26 ft (assist by D. Green)
4:44.0,J. Green misses 2-pt shot from 19 ft,,39-58,,
4:44.0,,,39-58,,Defensive rebound by M. Speights
4:31.0,Personal foul by J. Green,,39-58,,
4:31.0,Z. Randolph enters the game for L. Stephenson,,39-58,,
4:31.0,M. Barnes enters the game for J. Green,,39-58,,
4:26.0,,,39-58,,M. Speights misses 3-pt shot from 26 ft
4:26.0,Defensive rebound by J. Martin,,39-58,,
4:11.0,J. Martin makes 2-pt shot from 14 ft (assist by J. Farmar),2,41-58,,
4:04.0,,,41-61,3,K. Thompson makes 3-pt shot from 27 ft (assist by S. Curry)
3:41.0,Z. Randolph misses 2-pt shot from 8 ft,,41-61,,
3:41.0,Offensive rebound by Team,,41-61,,
3:41.0,,,41-61,,A. Iguodala enters the game for M. Speights
3:41.0,X. Munford enters the game for P. Hairston,,41-61,,
3:37.0,Shooting foul by A. Iguodala (drawn by J. Martin),,41-61,,
3:37.0,J. Martin misses free throw 1 of 2,,41-61,,
3:37.0,Offensive rebound by Team,,41-61,,
3:37.0,J. Martin makes free throw 2 of 2,1,42-61,,
3:26.0,,,42-61,,Turnover by S. Curry (bad pass)
3:12.0,J. Martin misses 2-pt shot from 15 ft,,42-61,,
3:11.0,,,42-61,,Defensive rebound by D. Green
3:04.0,,,42-61,,S. Curry misses 3-pt shot from 27 ft
3:04.0,Defensive rebound by J. Farmar,,42-61,,
2:55.0,Turnover by M. Barnes (lost ball; steal by D. Green),,42-61,,
2:48.0,,,42-64,3,S. Curry makes 3-pt shot from 26 ft (assist by A. Iguodala)
2:40.0,X. Munford makes 2-pt shot from 9 ft (assist by J. Farmar),2,44-64,,
2:40.0,Shooting foul by S. Curry (drawn by X. Munford),,44-64,,
2:40.0,,,44-64,,Golden State full timeout
2:40.0,V. Carter enters the game for J. Farmar,,44-64,,
2:40.0,X. Munford misses free throw 1 of 1,,44-64,,
2:35.0,,,44-64,,Defensive rebound by D. Green
2:22.0,,,44-64,,Turnover by A. Iguodala (bad pass)
2:22.0,,,44-64,,A. Bogut enters the game for H. Barnes
2:05.0,Z. Randolph makes 2-pt shot from 16 ft (assist by M. Barnes),2,46-64,,
1:42.0,,,46-67,3,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry)
1:20.0,Z. Randolph makes 2-pt shot from 2 ft,2,48-67,,
1:10.0,,,48-67,,Shooting foul by V. Carter (drawn by A. Iguodala)
1:10.0,,,48-67,,A. Iguodala misses free throw 1 of 2
1:10.0,,,48-67,,Offensive rebound by Team
1:10.0,,,48-68,1,A. Iguodala makes free throw 2 of 2
0:57.0,Z. Randolph misses 2-pt shot from 7 ft,,48-68,,
0:57.0,Offensive rebound by J. Martin,,48-68,,
0:57.0,J. Martin makes 2-pt shot at rim,2,50-68,,
0:43.0,,,50-70,2,S. Curry makes 2-pt shot from 2 ft (assist by A. Iguodala)
0:21.0,X. Munford misses 3-pt shot from 27 ft,,50-70,,
0:18.0,,,50-70,,Defensive rebound by A. Iguodala
0:18.0,,,50-70,,Turnover by A. Iguodala (lost ball; steal by Z. Randolph)
0:16.0,Z. Randolph misses 3-pt shot from 25 ft,,50-70,,
0:14.0,Offensive rebound by J. Martin,,50-70,,
0:14.0,J. Martin misses 2-pt shot from 1 ft (block by A. Bogut),,50-70,,
0:13.0,,,50-70,,Defensive rebound by D. Green
0:08.0,,,50-70,,S. Curry misses 3-pt shot from 30 ft
0:06.0,,,50-70,,Offensive rebound by A. Iguodala
0:02.0,,,50-70,,S. Curry misses 3-pt shot from 26 ft
0:00.0,,,50-70,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,V. Carter makes 3-pt shot from 25 ft (assist by Z. Randolph),3,53-70,,
11:17.0,,,53-73,3,S. Curry makes 3-pt shot from 23 ft (assist by A. Bogut)
11:00.0,J. Farmar misses 3-pt shot from 26 ft,,53-73,,
10:59.0,,,53-73,,Defensive rebound by D. Green
10:49.0,,,53-73,,H. Barnes misses 3-pt shot from 27 ft
10:48.0,,,53-73,,Offensive rebound by A. Bogut
10:39.0,,,53-75,2,S. Curry makes 2-pt shot from 2 ft (assist by H. Barnes)
10:19.0,M. Barnes makes 2-pt shot from 11 ft (assist by J. Farmar),2,55-75,,
10:09.0,,,55-75,,Turnover by D. Green (lost ball; steal by M. Barnes)
10:04.0,Offensive foul by J. Farmar,,55-75,,
10:04.0,Turnover by J. Farmar (offensive foul),,55-75,,
9:54.0,,,55-75,,Turnover by D. Green (lost ball; steal by J. Farmar)
9:43.0,M. Barnes misses 3-pt shot from 24 ft,,55-75,,
9:42.0,,,55-75,,Defensive rebound by A. Bogut
9:34.0,,,55-78,3,S. Curry makes 3-pt shot from 30 ft
9:20.0,V. Carter makes 3-pt shot from 26 ft (assist by Z. Randolph),3,58-78,,
9:05.0,,,58-80,2,S. Curry makes 2-pt shot from 8 ft
9:05.0,Memphis full timeout,,58-80,,
9:05.0,L. Stephenson enters the game for C. Andersen,,58-80,,
8:56.0,Z. Randolph misses 2-pt shot from 19 ft,,58-80,,
8:55.0,Offensive rebound by M. Barnes,,58-80,,
8:45.0,J. Farmar makes 2-pt shot from 18 ft,2,60-80,,
8:25.0,,,60-80,,K. Thompson misses 3-pt shot from 26 ft
8:25.0,Defensive rebound by V. Carter,,60-80,,
8:16.0,V. Carter misses 2-pt shot from 2 ft,,60-80,,
8:15.0,,,60-80,,Defensive rebound by H. Barnes
8:10.0,,,60-80,,Turnover by D. Green (lost ball; steal by M. Barnes)
8:04.0,M. Barnes misses 2-pt shot from 1 ft,,60-80,,
8:04.0,Offensive rebound by Team,,60-80,,
8:04.0,,,60-80,,Loose ball foul by D. Green
7:46.0,M. Barnes makes 2-pt shot from 2 ft (assist by Z. Randolph),2,62-80,,
7:31.0,,,62-82,2,A. Bogut makes 2-pt shot from 1 ft (assist by S. Curry)
7:20.0,L. Stephenson misses 2-pt shot from 15 ft,,62-82,,
7:19.0,Offensive rebound by Z. Randolph,,62-82,,
7:19.0,Z. Randolph misses 2-pt shot from 1 ft,,62-82,,
7:18.0,Offensive rebound by Z. Randolph,,62-82,,
7:16.0,Z. Randolph makes 2-pt shot at rim,2,64-82,,
6:57.0,,,64-82,,S. Curry misses 3-pt shot from 24 ft
6:55.0,Defensive rebound by M. Barnes,,64-82,,
6:42.0,J. Farmar misses 2-pt shot from 1 ft (block by D. Green),,64-82,,
6:41.0,Offensive rebound by M. Barnes,,64-82,,
6:38.0,Z. Randolph makes 2-pt shot from 21 ft (assist by M. Barnes),2,66-82,,
6:27.0,Personal foul by J. Farmar,,66-82,,
6:17.0,,,66-82,,Turnover by A. Bogut (bad pass)
6:03.0,Shooting foul by A. Bogut (drawn by Z. Randolph),,66-82,,
6:03.0,Z. Randolph makes free throw 1 of 2,1,67-82,,
6:03.0,,,67-82,,Golden State full timeout
6:03.0,,,67-82,,A. Iguodala enters the game for H. Barnes
6:03.0,Z. Randolph makes free throw 2 of 2,1,68-82,,
5:45.0,,,68-82,,K. Thompson misses 3-pt shot from 29 ft
5:44.0,,,68-82,,Offensive rebound by S. Curry
5:43.0,,,68-84,2,S. Curry makes 2-pt shot from 2 ft
5:20.0,Z. Randolph makes 2-pt shot from 1 ft,2,70-84,,
5:08.0,,,70-84,,Turnover by A. Bogut (lost ball; steal by L. Stephenson)
5:03.0,Turnover by L. Stephenson (lost ball; steal by A. Iguodala),,70-84,,
5:00.0,Personal foul by Z. Randolph,,70-84,,
4:55.0,,,70-86,2,A. Bogut makes 2-pt shot at rim (assist by D. Green)
4:26.0,J. Farmar misses 2-pt shot from 2 ft,,70-86,,
4:26.0,,,70-86,,Defensive rebound by A. Bogut
4:19.0,,,70-86,,Turnover by D. Green (lost ball; steal by J. Farmar)
4:12.0,J. Farmar makes 2-pt shot from 11 ft,2,72-86,,
3:57.0,,,72-88,2,A. Iguodala makes 2-pt shot at rim (assist by S. Curry)
3:41.0,,,72-88,,Personal foul by A. Bogut
3:41.0,,,72-88,,S. Livingston enters the game for A. Bogut
3:41.0,X. Munford enters the game for J. Farmar,,72-88,,
3:41.0,J. Green enters the game for V. Carter,,72-88,,
3:27.0,M. Barnes misses 2-pt shot from 10 ft,,72-88,,
3:26.0,Offensive rebound by Z. Randolph,,72-88,,
3:26.0,Z. Randolph misses 2-pt shot from 2 ft,,72-88,,
3:24.0,Offensive rebound by J. Green,,72-88,,
3:23.0,J. Green makes 2-pt shot from 3 ft,2,74-88,,
3:13.0,,,74-88,,Shooting foul by X. Munford (drawn by S. Curry)
3:13.0,,,74-89,1,S. Curry makes free throw 1 of 2
3:13.0,,,74-89,,F. Ezeli enters the game for K. Thompson
3:13.0,,,74-90,1,S. Curry makes free throw 2 of 2
2:54.0,Turnover by Z. Randolph (lost ball),,74-90,,
2:43.0,,,74-90,,S. Curry misses 3-pt shot from 30 ft
2:42.0,Defensive rebound by M. Barnes,,74-90,,
2:38.0,Turnover by Z. Randolph (lost ball; steal by S. Curry),,74-90,,
2:30.0,,,74-90,,Shooting foul by M. Barnes (drawn by S. Curry)
2:30.0,Violation by Team (jump ball),,74-90,,
2:30.0,,,74-91,1,S. Curry makes free throw 1 of 2
2:30.0,,,74-92,1,S. Curry makes free throw 2 of 2
2:14.0,Z. Randolph makes 2-pt shot from 2 ft,2,76-92,,
1:54.0,,,76-94,2,D. Green makes 2-pt shot from 1 ft (assist by S. Livingston)
1:40.0,X. Munford misses 3-pt shot from 27 ft,,76-94,,
1:39.0,,,76-94,,Defensive rebound by F. Ezeli
1:27.0,,,76-96,2,S. Curry makes 2-pt shot from 2 ft
1:22.0,L. Stephenson makes 2-pt shot from 2 ft (assist by M. Barnes),2,78-96,,
1:06.0,,,78-99,3,D. Green makes 3-pt shot from 28 ft (assist by S. Livingston)
0:49.0,Shooting foul by S. Livingston (drawn by M. Barnes),,78-99,,
0:49.0,M. Barnes misses free throw 1 of 2,,78-99,,
0:49.0,Offensive rebound by Team,,78-99,,
0:49.0,M. Barnes makes free throw 2 of 2,1,79-99,,
0:33.0,,,79-99,,S. Curry misses 3-pt shot from 27 ft
0:32.0,Defensive rebound by L. Stephenson,,79-99,,
0:27.0,Z. Randolph makes 2-pt shot from 1 ft (assist by X. Munford),2,81-99,,
0:05.0,,,81-102,3,S. Curry makes 3-pt shot from 24 ft (assist by S. Livingston)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:54.0,,,81-102,,Turnover by S. Livingston (step out of bounds)
11:37.0,J. Green makes 2-pt shot from 18 ft (assist by X. Munford),2,83-102,,
11:19.0,,,83-104,2,H. Barnes makes 2-pt shot from 17 ft
10:56.0,J. Martin misses 2-pt shot from 16 ft,,83-104,,
10:54.0,,,83-104,,Defensive rebound by H. Barnes
10:45.0,,,83-104,,A. Iguodala misses 3-pt shot from 23 ft
10:44.0,Defensive rebound by M. Barnes,,83-104,,
10:37.0,L. Stephenson makes 3-pt shot from 25 ft (assist by M. Barnes),3,86-104,,
10:15.0,,,86-104,,Shooting foul by J. Martin (drawn by S. Livingston)
10:15.0,,,86-105,1,S. Livingston makes free throw 1 of 2
10:15.0,,,86-106,1,S. Livingston makes free throw 2 of 2
10:04.0,L. Stephenson makes 3-pt shot from 25 ft (assist by X. Munford),3,89-106,,
9:49.0,,,89-106,,A. Iguodala misses 3-pt shot from 25 ft
9:47.0,Defensive rebound by J. Green,,89-106,,
9:33.0,M. Barnes misses 3-pt shot from 24 ft,,89-106,,
9:33.0,,,89-106,,Defensive rebound by S. Livingston
9:23.0,,,89-109,3,H. Barnes makes 3-pt shot from 22 ft (assist by A. Iguodala)
9:07.0,L. Stephenson misses 2-pt shot from 12 ft,,89-109,,
9:06.0,,,89-109,,Defensive rebound by L. Barbosa
8:52.0,,,89-109,,H. Barnes misses 3-pt shot from 25 ft
8:52.0,,,89-109,,Offensive rebound by Team
8:49.0,Official timeout,,89-109,,
8:49.0,,,89-109,,M. Speights enters the game for F. Ezeli
8:49.0,P. Hairston enters the game for M. Barnes,,89-109,,
8:34.0,,,89-111,2,H. Barnes makes 2-pt shot from 8 ft
8:20.0,Shooting foul by M. Speights (drawn by J. Martin),,89-111,,
8:20.0,J. Martin makes free throw 1 of 2,1,90-111,,
8:20.0,J. Martin makes free throw 2 of 2,1,91-111,,
8:09.0,Personal foul by L. Stephenson,,91-111,,
7:56.0,,,91-113,2,H. Barnes makes 2-pt shot from 16 ft (assist by S. Livingston)
7:41.0,,,91-113,,K. Thompson enters the game for A. Iguodala
7:37.0,P. Hairston misses 2-pt shot from 3 ft (block by K. Thompson),,91-113,,
7:35.0,,,91-113,,Defensive rebound by L. Barbosa
7:32.0,,,91-113,,L. Barbosa misses 2-pt shot from 5 ft (block by X. Munford)
7:30.0,Defensive rebound by X. Munford,,91-113,,
7:23.0,X. Munford misses 2-pt shot from 5 ft,,91-113,,
7:23.0,,,91-113,,Defensive rebound by M. Speights
7:23.0,Personal foul by X. Munford,,91-113,,
7:15.0,,,91-113,,Turnover by S. Livingston (lost ball; steal by X. Munford)
7:06.0,P. Hairston makes 3-pt shot from 23 ft (assist by L. Stephenson),3,94-113,,
6:47.0,,,94-113,,M. Speights misses 2-pt shot from 11 ft
6:47.0,Defensive rebound by J. Martin,,94-113,,
6:36.0,J. Martin makes 2-pt shot from 1 ft (assist by L. Stephenson),2,96-113,,
6:19.0,Personal foul by J. Green,,96-113,,
6:11.0,,,96-113,,Golden State full timeout
6:09.0,,,96-115,2,L. Barbosa makes 2-pt shot at rim (assist by S. Livingston)
5:52.0,L. Stephenson makes 2-pt shot from 19 ft (assist by X. Munford),2,98-115,,
5:37.0,Personal foul by L. Stephenson,,98-115,,
5:37.0,,,98-116,1,H. Barnes makes free throw 1 of 2
5:37.0,,,98-116,,H. Barnes misses free throw 2 of 2
5:37.0,Defensive rebound by P. Hairston,,98-116,,
5:19.0,L. Stephenson misses 2-pt shot from 17 ft,,98-116,,
5:19.0,,,98-116,,Defensive rebound by K. Thompson
5:08.0,,,98-116,,K. Thompson misses 3-pt shot from 26 ft
5:08.0,Defensive rebound by X. Munford,,98-116,,
5:01.0,Turnover by J. Martin (lost ball; steal by S. Livingston),,98-116,,
4:53.0,,,98-116,,H. Barnes misses 2-pt shot at rim
4:52.0,,,98-116,,Offensive rebound by M. Speights
4:51.0,,,98-118,2,M. Speights makes 2-pt shot from 5 ft
4:38.0,X. Munford misses 2-pt shot from 2 ft (block by L. Barbosa),,98-118,,
4:38.0,Offensive rebound by Team,,98-118,,
4:35.0,P. Hairston misses 3-pt shot from 25 ft,,98-118,,
4:34.0,,,98-118,,Defensive rebound by L. Barbosa
4:18.0,,,98-120,2,M. Speights makes 2-pt shot from 1 ft (assist by K. Thompson)
4:18.0,,,98-120,,B. Rush enters the game for K. Thompson
4:18.0,,,98-120,,A. Iguodala enters the game for S. Livingston
4:18.0,Memphis full timeout,,98-120,,
4:09.0,J. Martin makes 2-pt shot at rim (assist by L. Stephenson),2,100-120,,
3:46.0,,,100-120,,Turnover by L. Barbosa (lost ball; steal by X. Munford)
3:31.0,P. Hairston makes 2-pt shot from 2 ft,2,102-120,,
3:04.0,,,102-122,2,M. Speights makes 2-pt shot from 15 ft
2:56.0,,,102-122,,Technical foul by L. Barbosa
2:56.0,Technical foul by X. Munford,,102-122,,
2:56.0,,,102-122,,J. McAdoo enters the game for H. Barnes
2:44.0,J. Martin misses 2-pt shot from 2 ft,,102-122,,
2:44.0,,,102-122,,Defensive rebound by L. Barbosa
2:33.0,,,102-122,,J. McAdoo misses 2-pt shot from 7 ft
