time,Sacramento,pts.away,score,pts.home,Oklahoma City
6:35.0,,,9-13,,D. Waiters enters the game for S. Ibaka
6:35.0,O. Casspi misses free throw 2 of 2,,9-13,,
6:34.0,,,9-13,,Defensive rebound by S. Adams
6:24.0,,,9-13,,Turnover by K. Durant (lost ball; steal by D. Cousins)
6:20.0,O. Casspi makes 2-pt shot at rim (assist by R. Rondo),2,11-13,,
6:06.0,,,11-13,,R. Westbrook misses 3-pt shot from 24 ft
6:06.0,Defensive rebound by Team,,11-13,,
5:54.0,D. Cousins makes 2-pt shot from 18 ft (assist by R. Rondo),2,13-13,,
5:29.0,,,13-15,2,K. Durant makes 2-pt shot from 9 ft (assist by R. Westbrook)
5:21.0,,,13-15,,Personal foul by R. Westbrook (drawn by R. Rondo)
5:21.0,,,13-15,,Oklahoma City full timeout
5:21.0,R. Rondo makes free throw 1 of 2,1,14-15,,
5:21.0,R. Rondo misses free throw 2 of 2,,14-15,,
5:20.0,,,14-15,,Defensive rebound by R. Westbrook
4:55.0,,,14-15,,D. Waiters misses 2-pt shot from 6 ft
4:54.0,,,14-15,,Offensive rebound by S. Adams
4:54.0,,,14-17,2,S. Adams makes 2-pt shot from 1 ft
4:31.0,R. Gay misses 2-pt shot from 14 ft,,14-17,,
4:30.0,Offensive rebound by R. Gay,,14-17,,
4:27.0,R. Gay makes 2-pt shot from 1 ft,2,16-17,,
4:16.0,,,16-19,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
4:01.0,,,16-19,,Personal foul by S. Adams (drawn by D. Cousins)
4:01.0,D. Cousins makes free throw 1 of 2,1,17-19,,
4:01.0,M. Belinelli enters the game for B. McLemore,,17-19,,
4:01.0,D. Cousins misses free throw 2 of 2,,17-19,,
4:01.0,,,17-19,,Defensive rebound by A. Roberson
3:52.0,,,17-19,,Shooting foul by R. Rondo (drawn by R. Westbrook)
3:52.0,,,17-20,1,R. Westbrook makes free throw 1 of 2
3:52.0,K. Koufos enters the game for D. Cousins,,17-20,,
3:52.0,,,17-21,1,R. Westbrook makes free throw 2 of 2
3:37.0,O. Casspi makes 2-pt shot from 1 ft,2,19-21,,
3:23.0,,,19-23,2,K. Durant makes 2-pt shot at rim
3:05.0,Turnover by M. Belinelli (traveling),,19-23,,
3:05.0,D. Collison enters the game for O. Casspi,,19-23,,
3:05.0,,,19-23,,E. Kanter enters the game for S. Adams
3:05.0,,,19-23,,D. Augustin enters the game for R. Westbrook
2:40.0,,,19-25,2,E. Kanter makes 2-pt shot from 5 ft
2:21.0,R. Rondo makes 2-pt shot from 2 ft,2,21-25,,
2:06.0,,,21-25,,D. Waiters misses 3-pt shot from 24 ft
2:05.0,Defensive rebound by R. Gay,,21-25,,
1:58.0,Turnover by R. Gay (lost ball),,21-25,,
1:58.0,Sacramento full timeout,,21-25,,
1:58.0,,,21-25,,C. Payne enters the game for A. Roberson
1:39.0,,,21-25,,D. Augustin misses 3-pt shot from 24 ft
1:38.0,Defensive rebound by M. Belinelli,,21-25,,
1:30.0,R. Gay misses 3-pt shot from 24 ft,,21-25,,
1:30.0,,,21-25,,Defensive rebound by K. Durant
1:20.0,,,21-28,3,C. Payne makes 3-pt shot from 24 ft
1:05.0,M. Belinelli makes 2-pt shot from 18 ft (assist by R. Rondo),2,23-28,,
0:43.0,,,23-28,,E. Kanter misses 2-pt shot from 1 ft (block by K. Koufos)
0:43.0,Defensive rebound by Team,,23-28,,
0:43.0,J. Anderson enters the game for M. Belinelli,,23-28,,
0:29.0,R. Gay misses 2-pt shot at rim,,23-28,,
0:29.0,,,23-28,,Defensive rebound by C. Payne
0:22.0,,,23-28,,D. Augustin misses 3-pt shot from 24 ft
0:21.0,Defensive rebound by R. Gay,,23-28,,
0:02.0,R. Rondo misses 2-pt shot from 1 ft,,23-28,,
0:01.0,Offensive rebound by K. Koufos,,23-28,,
0:00.0,K. Koufos makes 2-pt shot at rim,2,25-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,M. Belinelli misses 3-pt shot from 24 ft,,25-28,,
11:47.0,,,25-28,,Defensive rebound by E. Kanter
11:37.0,,,25-28,,D. Waiters misses 2-pt shot from 1 ft
11:36.0,,,25-28,,Offensive rebound by E. Kanter
11:36.0,,,25-28,,E. Kanter misses 2-pt shot from 1 ft
11:36.0,,,25-28,,Offensive rebound by Team
11:36.0,D. Cousins enters the game for K. Koufos,,25-28,,
11:34.0,,,25-28,,C. Payne misses 2-pt shot from 12 ft
11:33.0,Defensive rebound by D. Cousins,,25-28,,
11:29.0,M. Belinelli makes 2-pt shot from 2 ft (assist by D. Collison),2,27-28,,
11:25.0,,,27-28,,Turnover by E. Kanter (inbound)
11:20.0,D. Cousins misses 2-pt shot at rim,,27-28,,
11:20.0,,,27-28,,Defensive rebound by C. Payne
11:14.0,,,27-28,,Turnover by C. Payne (bad pass)
11:04.0,,,27-28,,Personal foul by K. Singler (drawn by R. Gay)
11:04.0,O. Casspi enters the game for R. Gay,,27-28,,
10:52.0,D. Collison misses 3-pt shot from 24 ft,,27-28,,
10:52.0,,,27-28,,Defensive rebound by C. Payne
10:42.0,,,27-28,,Turnover by D. Waiters (bad pass; steal by D. Collison)
10:38.0,D. Collison misses 2-pt shot from 2 ft,,27-28,,
10:37.0,Offensive rebound by D. Collison,,27-28,,
10:31.0,D. Collison misses 2-pt shot from 8 ft,,27-28,,
10:30.0,,,27-28,,Defensive rebound by E. Kanter
10:25.0,,,27-28,,Oklahoma City full timeout
10:12.0,,,27-28,,D. Waiters misses 2-pt shot from 1 ft
10:12.0,,,27-28,,Offensive rebound by E. Kanter
10:12.0,,,27-28,,E. Kanter misses 2-pt shot from 1 ft
10:11.0,Defensive rebound by J. Anderson,,27-28,,
10:02.0,J. Anderson misses 2-pt shot from 4 ft,,27-28,,
10:01.0,,,27-28,,Defensive rebound by K. Singler
9:50.0,,,27-28,,C. Payne misses 3-pt shot from 23 ft
9:49.0,Defensive rebound by O. Casspi,,27-28,,
9:29.0,Shooting foul by K. Singler (drawn by O. Casspi),,27-28,,
9:29.0,O. Casspi makes free throw 1 of 2,1,28-28,,
9:29.0,,,28-28,,R. Westbrook enters the game for C. Payne
9:29.0,,,28-28,,A. Roberson enters the game for D. Augustin
9:29.0,O. Casspi misses free throw 2 of 2,,28-28,,
9:29.0,,,28-28,,Defensive rebound by E. Kanter
9:15.0,,,28-30,2,E. Kanter makes 2-pt shot from 12 ft (assist by R. Westbrook)
9:07.0,Shooting foul by E. Kanter (drawn by D. Cousins),,28-30,,
9:07.0,D. Cousins misses free throw 1 of 2,,28-30,,
9:07.0,Offensive rebound by Team,,28-30,,
9:07.0,,,28-30,,S. Adams enters the game for E. Kanter
9:07.0,D. Cousins makes free throw 2 of 2,1,29-30,,
8:54.0,,,29-30,,D. Waiters misses 2-pt shot from 13 ft
8:53.0,,,29-30,,Offensive rebound by K. Singler
8:53.0,,,29-32,2,K. Singler makes 2-pt shot from 1 ft
8:53.0,,,29-32,,Shooting foul by O. Casspi (drawn by K. Singler)
8:53.0,,,29-32,,K. Singler misses free throw 1 of 1
8:52.0,Defensive rebound by D. Cousins,,29-32,,
8:33.0,J. Anderson misses 2-pt shot from 6 ft,,29-32,,
8:33.0,,,29-32,,Defensive rebound by K. Singler
8:26.0,,,29-34,2,R. Westbrook makes 2-pt shot from 13 ft
8:26.0,,,29-34,,Shooting foul by J. Anderson (drawn by R. Westbrook)
8:26.0,,,29-35,1,R. Westbrook makes free throw 1 of 1
8:09.0,D. Collison makes 2-pt shot from 3 ft,2,31-35,,
7:47.0,,,31-35,,D. Waiters misses 2-pt shot from 16 ft
7:46.0,Defensive rebound by D. Cousins,,31-35,,
7:41.0,Turnover by M. Belinelli (bad pass; steal by K. Singler),,31-35,,
7:27.0,,,31-35,,Turnover by K. Singler (traveling)
7:27.0,,,31-35,,K. Durant enters the game for D. Waiters
7:18.0,Shooting foul by K. Singler (drawn by D. Collison),,31-35,,
7:18.0,D. Collison makes free throw 1 of 2,1,32-35,,
7:18.0,,,32-35,,A. Morrow enters the game for K. Singler
7:18.0,D. Collison makes free throw 2 of 2,1,33-35,,
6:58.0,,,33-37,2,K. Durant makes 2-pt shot from 12 ft
6:40.0,D. Cousins misses 2-pt shot from 16 ft,,33-37,,
6:40.0,,,33-37,,Defensive rebound by R. Westbrook
6:33.0,,,33-37,,Shooting foul by O. Casspi (drawn by A. Morrow)
6:33.0,,,33-38,1,A. Morrow makes free throw 1 of 2
6:33.0,,,33-38,,A. Morrow misses free throw 2 of 2
6:32.0,Defensive rebound by M. Belinelli,,33-38,,
6:11.0,M. Belinelli misses 3-pt shot from 24 ft,,33-38,,
6:08.0,Offensive rebound by O. Casspi,,33-38,,
6:08.0,O. Casspi misses 2-pt shot from 1 ft,,33-38,,
6:07.0,,,33-38,,Defensive rebound by R. Westbrook
6:01.0,,,33-40,2,A. Morrow makes 2-pt shot from 9 ft (assist by R. Westbrook)
5:58.0,Sacramento full timeout,,33-40,,
5:58.0,R. Gay enters the game for O. Casspi,,33-40,,
5:58.0,B. McLemore enters the game for M. Belinelli,,33-40,,
5:58.0,R. Rondo enters the game for J. Anderson,,33-40,,
5:44.0,R. Gay makes 2-pt shot from 7 ft,2,35-40,,
5:23.0,Personal foul by D. Collison (drawn by R. Westbrook),,35-40,,
5:14.0,,,35-40,,R. Westbrook misses 2-pt shot from 15 ft
5:12.0,Defensive rebound by Team,,35-40,,
5:03.0,D. Cousins misses 3-pt shot from 25 ft,,35-40,,
5:03.0,,,35-40,,Defensive rebound by K. Durant
5:00.0,,,35-40,,Turnover by K. Durant (bad pass; steal by D. Cousins)
4:52.0,R. Gay misses 3-pt shot from 27 ft,,35-40,,
4:51.0,,,35-40,,Defensive rebound by R. Westbrook
4:29.0,,,35-42,2,K. Durant makes 2-pt shot from 12 ft (assist by R. Westbrook)
4:14.0,B. McLemore misses 2-pt shot from 19 ft,,35-42,,
4:13.0,,,35-42,,Defensive rebound by S. Adams
4:03.0,,,35-42,,Turnover by K. Durant (lost ball; steal by R. Gay)
3:59.0,R. Gay makes 2-pt shot at rim,2,37-42,,
3:32.0,,,37-42,,A. Morrow misses 2-pt shot from 7 ft
3:32.0,Defensive rebound by R. Rondo,,37-42,,
3:23.0,,,37-42,,Personal foul by S. Adams (drawn by D. Cousins)
3:23.0,D. Cousins makes free throw 1 of 2,1,38-42,,
3:23.0,,,38-42,,E. Kanter enters the game for S. Adams
3:23.0,D. Cousins misses free throw 2 of 2,,38-42,,
3:22.0,Offensive rebound by R. Rondo,,38-42,,
3:12.0,D. Cousins makes 2-pt shot from 2 ft (assist by R. Gay),2,40-42,,
3:02.0,,,40-42,,Turnover by A. Roberson (lost ball)
2:52.0,D. Cousins makes 2-pt shot from 19 ft,2,42-42,,
2:37.0,,,42-42,,Offensive charge foul by R. Westbrook
2:37.0,,,42-42,,Turnover by R. Westbrook (offensive foul)
2:37.0,Official timeout,,42-42,,
2:24.0,R. Rondo misses 2-pt shot from 2 ft (block by A. Roberson),,42-42,,
2:23.0,,,42-42,,Defensive rebound by K. Durant
2:19.0,,,42-42,,A. Morrow misses 3-pt shot from 25 ft
2:18.0,,,42-42,,Offensive rebound by A. Roberson
2:00.0,,,42-44,2,A. Morrow makes 2-pt shot from 6 ft
2:00.0,,,42-44,,Shooting foul by D. Cousins (drawn by A. Morrow)
2:00.0,,,42-45,1,A. Morrow makes free throw 1 of 1
1:46.0,D. Cousins misses 2-pt shot from 11 ft,,42-45,,
1:45.0,,,42-45,,Defensive rebound by R. Westbrook
1:35.0,,,42-45,,A. Morrow misses 2-pt shot from 11 ft
1:35.0,Defensive rebound by R. Rondo,,42-45,,
1:29.0,R. Gay makes 2-pt shot from 1 ft (assist by R. Rondo),2,44-45,,
1:08.0,,,44-48,3,K. Durant makes 3-pt shot from 25 ft (assist by R. Westbrook)
0:57.0,,,44-48,,Personal foul by A. Roberson (drawn by D. Collison)
0:57.0,D. Collison makes free throw 1 of 2,1,45-48,,
0:57.0,D. Collison makes free throw 2 of 2,1,46-48,,
0:45.0,,,46-51,3,A. Morrow makes 3-pt shot from 22 ft (assist by K. Durant)
0:31.0,R. Rondo misses 3-pt shot from 24 ft,,46-51,,
0:30.0,,,46-51,,Defensive rebound by E. Kanter
0:06.0,,,46-51,,Turnover by R. Westbrook (bad pass; steal by D. Cousins)
0:02.0,,,46-51,,Loose ball foul by A. Roberson (drawn by R. Gay)
0:02.0,R. Gay makes free throw 1 of 2,1,47-51,,
0:02.0,R. Gay makes free throw 2 of 2,1,48-51,,
0:00.0,,,48-51,,A. Morrow misses 3-pt shot from 35 ft
0:00.0,,,48-51,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,O. Casspi misses 3-pt shot from 24 ft,,48-51,,
11:43.0,,,48-51,,Defensive rebound by S. Adams
11:19.0,,,48-51,,K. Durant misses 3-pt shot from 24 ft
11:15.0,,,48-51,,Offensive rebound by S. Ibaka
11:12.0,,,48-51,,Turnover by A. Roberson (lost ball)
11:01.0,R. Rondo misses 2-pt shot from 2 ft,,48-51,,
11:00.0,,,48-51,,Defensive rebound by S. Ibaka
10:55.0,,,48-51,,R. Westbrook misses 2-pt shot from 16 ft
10:53.0,,,48-51,,Offensive rebound by S. Ibaka
10:48.0,,,48-53,2,R. Westbrook makes 2-pt shot from 1 ft (assist by K. Durant)
10:35.0,R. Gay makes 3-pt shot from 24 ft,3,51-53,,
10:10.0,,,51-53,,A. Roberson misses 2-pt shot from 15 ft
10:08.0,Defensive rebound by Team,,51-53,,
9:56.0,O. Casspi misses 2-pt shot from 21 ft,,51-53,,
9:55.0,,,51-53,,Defensive rebound by K. Durant
9:44.0,,,51-53,,Turnover by K. Durant (bad pass; steal by R. Gay)
9:38.0,Turnover by R. Gay (lost ball; steal by K. Durant),,51-53,,
9:31.0,,,51-53,,Shooting foul by B. McLemore (drawn by A. Roberson)
9:31.0,,,51-53,,A. Roberson misses free throw 1 of 2
9:31.0,,,51-53,,Offensive rebound by Team
9:31.0,,,51-54,1,A. Roberson makes free throw 2 of 2
9:19.0,R. Rondo misses 2-pt shot from 11 ft,,51-54,,
9:18.0,,,51-54,,Defensive rebound by R. Westbrook
9:11.0,,,51-54,,Turnover by K. Durant (bad pass)
8:58.0,D. Cousins misses 2-pt shot from 18 ft,,51-54,,
8:58.0,,,51-54,,Defensive rebound by A. Roberson
8:46.0,,,51-54,,R. Westbrook misses 2-pt shot from 14 ft
8:46.0,Defensive rebound by O. Casspi,,51-54,,
8:26.0,D. Cousins misses 2-pt shot from 5 ft,,51-54,,
8:26.0,,,51-54,,Defensive rebound by S. Ibaka
8:24.0,,,51-54,,Oklahoma City full timeout
8:13.0,,,51-54,,K. Durant misses 3-pt shot from 25 ft
8:13.0,,,51-54,,Offensive rebound by S. Ibaka
8:10.0,,,51-54,,S. Ibaka misses 2-pt shot from 3 ft
8:08.0,,,51-54,,Offensive rebound by S. Ibaka
8:08.0,,,51-56,2,S. Ibaka makes 2-pt shot from 1 ft
7:52.0,Turnover by O. Casspi (lost ball),,51-56,,
7:35.0,,,51-58,2,S. Ibaka makes 2-pt shot from 3 ft (assist by R. Westbrook)
7:28.0,Turnover by B. McLemore (lost ball; steal by R. Westbrook),,51-58,,
7:20.0,,,51-58,,A. Roberson misses 2-pt shot at rim (block by D. Cousins)
7:20.0,,,51-58,,Offensive rebound by Team
7:20.0,K. Koufos enters the game for O. Casspi,,51-58,,
7:20.0,Jump ball: S. Adams vs. D. Cousins (S. Ibaka gains possession),,,,Jump ball: S. Adams vs. D. Cousins (S. Ibaka gains possession)
6:59.0,,,51-60,2,S. Ibaka makes 2-pt shot from 16 ft (assist by K. Durant)
6:51.0,D. Cousins misses 2-pt shot from 1 ft (block by S. Ibaka),,51-60,,
6:50.0,,,51-60,,Defensive rebound by R. Westbrook
6:48.0,,,51-60,,Turnover by R. Westbrook (bad pass; steal by R. Rondo)
6:36.0,R. Gay misses 2-pt shot from 3 ft,,51-60,,
6:35.0,,,51-60,,Defensive rebound by R. Westbrook
6:33.0,Personal foul by R. Gay (drawn by R. Westbrook),,51-60,,
6:16.0,,,51-60,,S. Ibaka misses 2-pt shot from 18 ft
6:15.0,,,51-60,,Offensive rebound by A. Roberson
6:13.0,,,51-62,2,A. Roberson makes 2-pt shot from 2 ft
6:10.0,Sacramento full timeout,,51-62,,
6:10.0,D. Collison enters the game for B. McLemore,,51-62,,
5:52.0,R. Gay misses 3-pt shot from 24 ft,,51-62,,
5:52.0,Offensive rebound by Team,,51-62,,
5:52.0,,,51-62,,Loose ball foul by S. Ibaka (drawn by K. Koufos)
5:30.0,D. Collison misses 2-pt shot from 17 ft,,51-62,,
5:30.0,,,51-62,,Defensive rebound by S. Adams
5:07.0,,,51-62,,A. Roberson misses 2-pt shot at rim
5:07.0,Defensive rebound by D. Cousins,,51-62,,
5:01.0,Shooting foul by K. Durant (drawn by K. Koufos),,51-62,,
5:01.0,K. Koufos misses free throw 1 of 2,,51-62,,
5:01.0,Offensive rebound by Team,,51-62,,
5:01.0,,,51-62,,E. Kanter enters the game for S. Ibaka
5:01.0,K. Koufos makes free throw 2 of 2,1,52-62,,
4:51.0,M. Belinelli enters the game for K. Koufos,,52-62,,
4:45.0,,,52-62,,Shooting foul by R. Rondo (drawn by K. Durant)
4:45.0,,,52-63,1,K. Durant makes free throw 1 of 2
4:45.0,,,52-63,,D. Waiters enters the game for S. Adams
4:45.0,K. Koufos enters the game for R. Rondo,,52-63,,
4:45.0,,,52-64,1,K. Durant makes free throw 2 of 2
4:28.0,Turnover by M. Belinelli (bad pass; steal by A. Roberson),,52-64,,
4:17.0,,,52-64,,Turnover by A. Roberson (step out of bounds)
4:09.0,Turnover by D. Collison (bad pass; steal by R. Westbrook),,52-64,,
4:05.0,,,52-66,2,R. Westbrook makes 2-pt shot at rim
4:04.0,Sacramento full timeout,,52-66,,
4:04.0,,,52-66,,K. Singler enters the game for A. Roberson
4:04.0,Violation by Team (delay of game),,52-66,,
4:04.0,O. Casspi enters the game for D. Cousins,,52-66,,
3:48.0,K. Koufos makes 2-pt shot from 2 ft (assist by M. Belinelli),2,54-66,,
3:27.0,,,54-66,,Shooting foul by O. Casspi (drawn by E. Kanter)
3:27.0,,,54-67,1,E. Kanter makes free throw 1 of 2
3:27.0,,,54-68,1,E. Kanter makes free throw 2 of 2
3:12.0,M. Belinelli misses 2-pt shot from 23 ft,,54-68,,
3:11.0,,,54-68,,Defensive rebound by E. Kanter
3:02.0,,,54-71,3,D. Waiters makes 3-pt shot from 24 ft (assist by R. Westbrook)
2:46.0,O. Casspi makes 3-pt shot from 24 ft (assist by D. Collison),3,57-71,,
2:31.0,,,57-71,,Shooting foul by K. Koufos (drawn by E. Kanter)
2:31.0,,,57-72,1,E. Kanter makes free throw 1 of 2
2:31.0,,,57-73,1,E. Kanter makes free throw 2 of 2
2:23.0,R. Gay makes 2-pt shot from 21 ft,2,59-73,,
1:56.0,,,59-73,,Turnover by K. Durant (bad pass)
1:56.0,J. Anderson enters the game for R. Gay,,59-73,,
1:56.0,,,59-73,,D. Augustin enters the game for R. Westbrook
1:47.0,K. Koufos makes 2-pt shot at rim (assist by D. Collison),2,61-73,,
1:28.0,,,61-73,,E. Kanter misses 2-pt shot at rim (block by O. Casspi)
1:25.0,,,61-73,,Offensive rebound by E. Kanter
1:25.0,,,61-73,,E. Kanter misses 2-pt shot from 1 ft (block by K. Koufos)
1:24.0,Defensive rebound by D. Collison,,61-73,,
1:11.0,Turnover by D. Collison (bad pass),,61-73,,
1:00.0,,,61-73,,K. Singler misses 2-pt shot from 2 ft (block by K. Koufos)
0:59.0,Defensive rebound by O. Casspi,,61-73,,
0:54.0,D. Collison misses 2-pt shot from 21 ft,,61-73,,
0:53.0,,,61-73,,Defensive rebound by E. Kanter
0:51.0,Personal foul by K. Koufos (drawn by E. Kanter),,61-73,,
0:51.0,,,61-73,,E. Kanter misses free throw 1 of 2
0:51.0,,,61-73,,Offensive rebound by Team
0:51.0,,,61-74,1,E. Kanter makes free throw 2 of 2
0:40.0,Shooting foul by K. Singler (drawn by M. Belinelli),,61-74,,
0:40.0,M. Belinelli makes 2-pt shot from 18 ft (assist by D. Collison),2,63-74,,
0:40.0,M. Belinelli makes free throw 1 of 1,1,64-74,,
0:25.0,,,64-74,,Turnover by K. Durant (lost ball; steal by D. Collison)
0:20.0,Turnover by J. Anderson (bad pass; steal by K. Singler),,64-74,,
0:16.0,,,64-76,2,E. Kanter makes 2-pt shot at rim (assist by D. Waiters)
0:00.0,M. Belinelli misses 3-pt shot from 24 ft,,64-76,,
0:00.0,Offensive rebound by Team,,64-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,64-76,,D. Waiters misses 2-pt shot from 15 ft
11:46.0,Defensive rebound by K. Koufos,,64-76,,
11:28.0,K. Koufos misses 2-pt shot from 3 ft,,64-76,,
11:26.0,Offensive rebound by Team,,64-76,,
11:14.0,Shooting foul by E. Kanter (drawn by K. Koufos),,64-76,,
11:14.0,K. Koufos misses free throw 1 of 2,,64-76,,
11:14.0,Offensive rebound by Team,,64-76,,
11:14.0,K. Koufos makes free throw 2 of 2,1,65-76,,
10:57.0,,,65-76,,Shooting foul by J. Anderson (drawn by D. Waiters)
10:57.0,,,65-77,1,D. Waiters makes free throw 1 of 2
10:57.0,,,65-78,1,D. Waiters makes free throw 2 of 2
10:44.0,O. Casspi misses 2-pt shot at rim,,65-78,,
10:43.0,Offensive rebound by K. Koufos,,65-78,,
10:43.0,K. Koufos makes 2-pt shot from 1 ft,2,67-78,,
10:32.0,,,67-78,,Turnover by D. Augustin (step out of bounds)
10:32.0,R. Rondo enters the game for J. Anderson,,67-78,,
10:21.0,Shooting foul by D. Waiters (drawn by M. Belinelli),,67-78,,
10:21.0,M. Belinelli makes free throw 1 of 2,1,68-78,,
10:21.0,M. Belinelli makes free throw 2 of 2,1,69-78,,
9:57.0,,,69-78,,D. Waiters misses 2-pt shot from 17 ft
9:56.0,,,69-78,,Offensive rebound by E. Kanter
9:53.0,,,69-78,,K. Singler misses 2-pt shot from 2 ft
9:53.0,Defensive rebound by Team,,69-78,,
9:37.0,Shooting foul by D. Augustin (drawn by D. Collison),,69-78,,
9:37.0,D. Collison makes free throw 1 of 2,1,70-78,,
9:37.0,D. Collison makes free throw 2 of 2,1,71-78,,
9:24.0,,,71-78,,Shooting foul by K. Koufos (drawn by E. Kanter)
9:24.0,,,71-78,,E. Kanter misses free throw 1 of 2
9:24.0,,,71-78,,Offensive rebound by Team
9:24.0,,,71-78,,R. Westbrook enters the game for D. Augustin
9:24.0,,,71-79,1,E. Kanter makes free throw 2 of 2
9:14.0,D. Collison makes 2-pt shot at rim,2,73-79,,
9:02.0,,,73-82,3,D. Waiters makes 3-pt shot from 25 ft (assist by R. Westbrook)
8:48.0,,,73-82,,Violation by E. Kanter (kicked ball)
8:48.0,Sacramento full timeout,,73-82,,
8:48.0,,,73-82,,A. Roberson enters the game for K. Singler
8:48.0,,,73-82,,S. Ibaka enters the game for A. Morrow
8:48.0,D. Cousins enters the game for K. Koufos,,73-82,,
8:38.0,D. Cousins misses 2-pt shot from 4 ft (block by E. Kanter),,73-82,,
8:37.0,,,73-82,,Defensive rebound by D. Waiters
8:24.0,,,73-82,,D. Waiters misses 3-pt shot from 22 ft
8:23.0,Defensive rebound by R. Rondo,,73-82,,
7:58.0,O. Casspi makes 3-pt shot from 24 ft (assist by D. Collison),3,76-82,,
7:44.0,,,76-82,,R. Westbrook misses 3-pt shot from 24 ft
7:43.0,Defensive rebound by R. Rondo,,76-82,,
7:29.0,D. Cousins misses 3-pt shot from 24 ft,,76-82,,
7:29.0,,,76-82,,Defensive rebound by R. Westbrook
7:14.0,,,76-84,2,E. Kanter makes 2-pt shot from 1 ft
7:14.0,,,76-84,,Shooting foul by D. Cousins (drawn by E. Kanter)
7:14.0,,,76-84,,K. Durant enters the game for D. Waiters
7:14.0,R. Gay enters the game for O. Casspi,,76-84,,
7:14.0,,,76-84,,E. Kanter misses free throw 1 of 1
7:14.0,Defensive rebound by R. Rondo,,76-84,,
6:58.0,M. Belinelli makes 2-pt shot from 16 ft (assist by R. Rondo),2,78-84,,
6:47.0,,,78-84,,K. Durant misses 3-pt shot from 24 ft
6:47.0,Defensive rebound by M. Belinelli,,78-84,,
