time,Charlotte,pts.away,score,pts.home,Toronto
6:39.0,,,9-12,,J. Valanciunas misses 2-pt shot at rim
6:38.0,Defensive rebound by J. Lin,,9-12,,
6:30.0,K. Walker misses 3-pt shot from 26 ft,,9-12,,
6:29.0,,,9-12,,Defensive rebound by K. Lowry
6:14.0,,,9-12,,L. Scola misses 3-pt shot from 25 ft
6:14.0,,,9-12,,Offensive rebound by Team
6:14.0,Loose ball foul by C. Zeller,,9-12,,
6:14.0,A. Jefferson enters the game for C. Zeller,,9-12,,
6:05.0,,,9-14,2,D. DeRozan makes 2-pt shot from 14 ft
5:45.0,A. Jefferson makes 2-pt shot from 15 ft (assist by J. Lin),2,11-14,,
5:28.0,,,11-14,,D. DeRozan misses 3-pt shot from 24 ft
5:28.0,Defensive rebound by C. Lee,,11-14,,
5:18.0,,,11-14,,Personal foul by N. Powell
5:18.0,,,11-14,,T. Ross enters the game for N. Powell
5:06.0,A. Jefferson misses 2-pt shot from 4 ft,,11-14,,
5:05.0,,,11-14,,Defensive rebound by Team
4:48.0,,,11-16,2,J. Valanciunas makes 2-pt shot from 5 ft
4:48.0,,,11-16,,Shooting foul by A. Jefferson (drawn by J. Valanciunas)
4:48.0,F. Kaminsky enters the game for M. Williams,,11-16,,
4:48.0,J. Lamb enters the game for J. Lin,,11-16,,
4:48.0,,,11-16,,P. Patterson enters the game for L. Scola
4:48.0,,,11-16,,J. Valanciunas misses free throw 1 of 1
4:47.0,Defensive rebound by J. Lamb,,11-16,,
4:31.0,C. Lee misses 2-pt shot from 20 ft,,11-16,,
4:31.0,,,11-16,,Defensive rebound by J. Valanciunas
4:10.0,,,11-18,2,J. Valanciunas makes 2-pt shot at rim (assist by K. Lowry)
3:46.0,C. Lee makes 2-pt shot from 1 ft (assist by A. Jefferson),2,13-18,,
3:27.0,,,13-18,,D. DeRozan misses 2-pt shot from 6 ft
3:27.0,Defensive rebound by A. Jefferson,,13-18,,
3:09.0,J. Lamb makes 2-pt shot from 3 ft (assist by A. Jefferson),2,15-18,,
3:01.0,,,15-18,,Toronto full timeout
3:01.0,,,15-18,,B. Biyombo enters the game for J. Valanciunas
3:01.0,,,15-18,,C. Joseph enters the game for K. Lowry
2:45.0,,,15-18,,D. DeRozan misses 2-pt shot from 8 ft
2:45.0,,,15-18,,Offensive rebound by Team
2:45.0,Personal foul by A. Jefferson,,15-18,,
2:30.0,,,15-18,,C. Joseph misses 3-pt shot from 24 ft
2:29.0,Defensive rebound by Team,,15-18,,
2:21.0,Charlotte full timeout,,15-18,,
2:14.0,J. Lamb misses 3-pt shot from 24 ft,,15-18,,
2:13.0,,,15-18,,Defensive rebound by B. Biyombo
1:56.0,,,15-20,2,D. DeRozan makes 2-pt shot from 2 ft
1:39.0,,,15-20,,Def 3 sec tech foul by D. DeRozan
1:39.0,K. Walker makes technical free throw,1,16-20,,
1:30.0,A. Jefferson misses 2-pt shot from 3 ft,,16-20,,
1:30.0,,,16-20,,Defensive rebound by B. Biyombo
1:11.0,,,16-22,2,D. DeRozan makes 2-pt shot at rim (assist by P. Patterson)
0:59.0,Turnover by K. Walker (lost ball; steal by D. DeRozan),,16-22,,
0:55.0,,,16-24,2,T. Ross makes 2-pt shot at rim (assist by D. DeRozan)
0:42.0,F. Kaminsky misses 3-pt shot from 25 ft,,16-24,,
0:41.0,,,16-24,,Defensive rebound by T. Ross
0:30.0,,,16-26,2,C. Joseph makes 2-pt shot from 18 ft (assist by P. Patterson)
0:10.0,K. Walker misses 3-pt shot from 25 ft,,16-26,,
0:10.0,,,16-26,,Defensive rebound by T. Ross
0:00.0,,,16-26,,D. DeRozan misses 2-pt shot from 21 ft
0:00.0,,,16-26,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,J. Lin makes 3-pt shot from 25 ft (assist by A. Jefferson),3,19-26,,
11:22.0,,,19-26,,Shooting foul by M. Williams (drawn by T. Ross)
11:22.0,,,19-27,1,T. Ross makes free throw 1 of 3
11:22.0,,,19-27,,T. Ross misses free throw 2 of 3
11:22.0,,,19-27,,Offensive rebound by Team
11:22.0,,,19-28,1,T. Ross makes free throw 3 of 3
11:09.0,M. Williams misses 2-pt shot from 22 ft,,19-28,,
11:09.0,,,19-28,,Defensive rebound by P. Patterson
10:58.0,,,19-28,,Turnover by P. Patterson (lost ball; steal by M. Williams)
10:49.0,J. Lamb misses 3-pt shot from 23 ft,,19-28,,
10:48.0,Offensive rebound by J. Lin,,19-28,,
10:48.0,J. Lamb misses 3-pt shot from 23 ft,,19-28,,
10:43.0,,,19-28,,Defensive rebound by Team
10:28.0,,,19-28,,K. Lowry misses 3-pt shot from 26 ft
10:27.0,,,19-28,,Offensive rebound by B. Biyombo
10:20.0,,,19-30,2,C. Joseph makes 2-pt shot from 21 ft (assist by P. Patterson)
10:06.0,F. Kaminsky makes 3-pt shot from 27 ft (assist by J. Lin),3,22-30,,
9:43.0,,,22-32,2,P. Patterson makes 2-pt shot at rim (assist by K. Lowry)
9:29.0,Turnover by J. Lin (lost ball; steal by P. Patterson),,22-32,,
9:20.0,,,22-32,,K. Lowry misses 2-pt shot from 10 ft
9:20.0,Defensive rebound by A. Jefferson,,22-32,,
9:05.0,J. Lamb misses 2-pt shot from 1 ft (block by B. Biyombo),,22-32,,
9:03.0,Offensive rebound by M. Williams,,22-32,,
9:01.0,M. Williams misses 2-pt shot at rim,,22-32,,
9:00.0,Offensive rebound by A. Jefferson,,22-32,,
8:58.0,A. Jefferson misses 2-pt shot from 1 ft,,22-32,,
8:57.0,Offensive rebound by M. Williams,,22-32,,
8:55.0,M. Williams makes 2-pt shot from 1 ft,2,24-32,,
8:39.0,,,24-32,,B. Biyombo misses 2-pt shot from 13 ft
8:39.0,Defensive rebound by J. Lamb,,24-32,,
8:29.0,Shooting foul by P. Patterson (drawn by F. Kaminsky),,24-32,,
8:29.0,Official timeout,,24-32,,
8:29.0,S. Hawes enters the game for A. Jefferson,,24-32,,
8:29.0,F. Kaminsky misses free throw 1 of 2,,24-32,,
8:29.0,Offensive rebound by Team,,24-32,,
8:29.0,F. Kaminsky makes free throw 2 of 2,1,25-32,,
8:17.0,,,25-32,,K. Lowry misses 3-pt shot from 24 ft
8:17.0,,,25-32,,Offensive rebound by C. Joseph
8:07.0,,,25-32,,P. Patterson misses 2-pt shot from 6 ft
8:06.0,,,25-32,,Offensive rebound by P. Patterson
8:06.0,,,25-34,2,P. Patterson makes 2-pt shot from 6 ft
8:06.0,,,25-34,,Shooting foul by J. Lin (drawn by P. Patterson)
8:06.0,,,25-35,1,P. Patterson makes free throw 1 of 1
7:57.0,Turnover by S. Hawes (lost ball; steal by P. Patterson),,25-35,,
7:44.0,,,25-35,,P. Patterson misses 3-pt shot from 24 ft
7:43.0,Defensive rebound by S. Hawes,,25-35,,
7:34.0,,,25-35,,Personal foul by C. Joseph
7:27.0,Shooting foul by B. Biyombo (drawn by J. Lin),,25-35,,
7:27.0,J. Lin misses free throw 1 of 2,,25-35,,
7:27.0,Offensive rebound by Team,,25-35,,
7:27.0,,,25-35,,N. Powell enters the game for C. Joseph
7:27.0,J. Lin makes free throw 2 of 2,1,26-35,,
7:11.0,,,26-35,,B. Biyombo misses 2-pt shot from 3 ft (block by S. Hawes)
7:10.0,,,26-35,,Offensive rebound by B. Biyombo
7:10.0,,,26-35,,Shooting foul by S. Hawes (drawn by B. Biyombo)
7:10.0,,,26-35,,B. Biyombo misses free throw 1 of 2
7:10.0,,,26-35,,Offensive rebound by Team
7:10.0,,,26-35,,B. Biyombo misses free throw 2 of 2
7:10.0,Defensive rebound by F. Kaminsky,,26-35,,
6:54.0,J. Lamb misses 2-pt shot from 18 ft,,26-35,,
6:54.0,Offensive rebound by M. Williams,,26-35,,
6:39.0,M. Williams makes 3-pt shot from 22 ft (assist by J. Lin),3,29-35,,
6:26.0,,,29-37,2,B. Biyombo makes 2-pt shot from 2 ft (assist by K. Lowry)
6:04.0,F. Kaminsky makes 3-pt shot from 25 ft (assist by M. Williams),3,32-37,,
5:58.0,,,32-37,,Toronto full timeout
5:58.0,,,32-37,,J. Valanciunas enters the game for T. Ross
5:58.0,,,32-37,,D. DeRozan enters the game for B. Biyombo
5:58.0,C. Lee enters the game for J. Lin,,32-37,,
5:58.0,K. Walker enters the game for J. Lamb,,32-37,,
5:47.0,,,32-39,2,K. Lowry makes 2-pt shot from 18 ft
5:25.0,Turnover by C. Lee (lost ball; steal by N. Powell),,32-39,,
5:15.0,Personal foul by M. Williams,,32-39,,
5:15.0,J. Lin enters the game for M. Williams,,32-39,,
5:08.0,,,32-39,,Turnover by N. Powell (traveling)
4:54.0,J. Lin makes 3-pt shot from 26 ft (assist by S. Hawes),3,35-39,,
4:34.0,,,35-39,,Shooting foul by F. Kaminsky (drawn by J. Valanciunas)
4:34.0,,,35-40,1,J. Valanciunas makes free throw 1 of 2
4:34.0,,,35-40,,J. Thompson enters the game for P. Patterson
4:34.0,,,35-41,1,J. Valanciunas makes free throw 2 of 2
4:21.0,S. Hawes misses 3-pt shot from 22 ft,,35-41,,
4:20.0,Offensive rebound by F. Kaminsky,,35-41,,
4:19.0,F. Kaminsky misses 2-pt shot from 1 ft (block by J. Valanciunas),,35-41,,
4:19.0,Offensive rebound by Team,,35-41,,
4:11.0,F. Kaminsky misses 3-pt shot from 26 ft,,35-41,,
4:11.0,,,35-41,,Defensive rebound by D. DeRozan
4:02.0,,,35-41,,Shooting foul by C. Lee (drawn by D. DeRozan)
4:02.0,,,35-42,1,D. DeRozan makes free throw 1 of 2
4:02.0,,,35-43,1,D. DeRozan makes free throw 2 of 2
3:43.0,S. Hawes misses 2-pt shot from 3 ft (block by J. Thompson),,35-43,,
3:41.0,,,35-43,,Defensive rebound by J. Valanciunas
3:26.0,,,35-43,,Turnover by D. DeRozan (lost ball; steal by K. Walker)
3:24.0,C. Lee misses 2-pt shot from 2 ft (block by K. Lowry),,35-43,,
3:24.0,Offensive rebound by Team,,35-43,,
3:21.0,F. Kaminsky makes 2-pt shot from 21 ft (assist by J. Lin),2,37-43,,
3:06.0,,,37-46,3,D. DeRozan makes 3-pt shot from 23 ft (assist by J. Thompson)
2:51.0,C. Lee misses 2-pt shot from 8 ft,,37-46,,
2:50.0,,,37-46,,Defensive rebound by D. DeRozan
2:44.0,,,37-49,3,K. Lowry makes 3-pt shot from 26 ft (assist by D. DeRozan)
2:32.0,Charlotte full timeout,,37-49,,
2:32.0,,,37-49,,C. Joseph enters the game for K. Lowry
2:22.0,F. Kaminsky misses 3-pt shot from 24 ft,,37-49,,
2:22.0,,,37-49,,Defensive rebound by J. Thompson
2:04.0,,,37-49,,N. Powell misses 3-pt shot from 25 ft
2:03.0,Defensive rebound by K. Walker,,37-49,,
1:58.0,J. Lin makes 3-pt shot from 25 ft (assist by K. Walker),3,40-49,,
1:30.0,,,40-52,3,C. Joseph makes 3-pt shot from 24 ft (assist by N. Powell)
1:12.0,S. Hawes makes 2-pt shot at rim (assist by J. Lin),2,42-52,,
0:49.0,,,42-52,,J. Thompson misses 2-pt shot from 19 ft
0:48.0,Defensive rebound by S. Hawes,,42-52,,
0:41.0,K. Walker misses 3-pt shot from 25 ft,,42-52,,
0:40.0,,,42-52,,Defensive rebound by D. DeRozan
0:36.0,Shooting block foul by C. Lee (drawn by D. DeRozan),,42-52,,
0:36.0,,,42-53,1,D. DeRozan makes free throw 1 of 2
0:36.0,,,42-53,,T. Ross enters the game for N. Powell
0:36.0,,,42-54,1,D. DeRozan makes free throw 2 of 2
0:13.0,F. Kaminsky misses 3-pt shot from 23 ft,,42-54,,
0:13.0,,,42-54,,Defensive rebound by J. Valanciunas
0:01.0,,,42-56,2,D. DeRozan makes 2-pt shot from 17 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,K. Walker misses 2-pt shot from 5 ft,,42-56,,
11:47.0,,,42-56,,Defensive rebound by K. Lowry
11:39.0,,,42-56,,N. Powell misses 3-pt shot from 22 ft
11:39.0,,,42-56,,Offensive rebound by N. Powell
11:14.0,,,42-56,,N. Powell misses 3-pt shot from 25 ft
11:14.0,Defensive rebound by M. Williams,,42-56,,
10:58.0,C. Lee misses 3-pt shot from 25 ft,,42-56,,
10:57.0,,,42-56,,Defensive rebound by D. DeRozan
10:40.0,,,42-56,,D. DeRozan misses 2-pt shot from 3 ft (block by C. Lee)
10:38.0,Defensive rebound by J. Lin,,42-56,,
10:28.0,,,42-56,,Personal foul by J. Valanciunas
10:18.0,Shooting foul by K. Lowry (drawn by M. Williams),,42-56,,
10:18.0,M. Williams makes free throw 1 of 2,1,43-56,,
10:18.0,M. Williams makes free throw 2 of 2,1,44-56,,
10:08.0,,,44-56,,Shooting foul by C. Zeller (drawn by D. DeRozan)
10:08.0,,,44-57,1,D. DeRozan makes free throw 1 of 2
10:08.0,,,44-58,1,D. DeRozan makes free throw 2 of 2
9:46.0,K. Walker misses 3-pt shot from 27 ft,,44-58,,
9:45.0,Offensive rebound by C. Zeller,,44-58,,
9:41.0,Turnover by J. Lin (lost ball; steal by N. Powell),,44-58,,
9:39.0,Personal foul by K. Walker,,44-58,,
9:20.0,,,44-58,,Turnover by J. Valanciunas (lost ball; steal by M. Williams)
9:13.0,J. Lin misses 2-pt shot from 19 ft,,44-58,,
9:12.0,,,44-58,,Defensive rebound by N. Powell
8:57.0,,,44-58,,D. DeRozan misses 2-pt shot from 13 ft
8:56.0,Defensive rebound by C. Zeller,,44-58,,
8:43.0,C. Zeller misses 2-pt shot from 20 ft,,44-58,,
8:43.0,,,44-58,,Defensive rebound by L. Scola
8:26.0,,,44-58,,Shooting foul by C. Lee (drawn by D. DeRozan)
8:26.0,,,44-59,1,D. DeRozan makes free throw 1 of 2
8:26.0,,,44-60,1,D. DeRozan makes free throw 2 of 2
8:08.0,J. Lin misses 2-pt shot from 3 ft,,44-60,,
8:07.0,,,44-60,,Defensive rebound by J. Valanciunas
8:01.0,,,44-60,,D. DeRozan misses 2-pt shot from 2 ft (block by C. Zeller)
8:01.0,,,44-60,,Offensive rebound by Team
7:51.0,,,44-62,2,N. Powell makes 2-pt shot from 14 ft
7:36.0,K. Walker misses 2-pt shot from 16 ft,,44-62,,
7:36.0,,,44-62,,Defensive rebound by D. DeRozan
7:24.0,,,44-62,,K. Lowry misses 3-pt shot from 25 ft
7:24.0,Defensive rebound by C. Lee,,44-62,,
7:03.0,C. Lee makes 2-pt shot from 20 ft,2,46-62,,
6:40.0,,,46-62,,L. Scola misses 3-pt shot from 24 ft
6:39.0,Defensive rebound by C. Zeller,,46-62,,
6:32.0,Shooting foul by K. Lowry (drawn by C. Zeller),,46-62,,
6:32.0,C. Zeller makes free throw 1 of 2,1,47-62,,
6:32.0,,,47-62,,Toronto full timeout
6:32.0,C. Zeller misses free throw 2 of 2,,47-62,,
6:31.0,,,47-62,,Defensive rebound by J. Valanciunas
6:11.0,,,47-64,2,J. Valanciunas makes 2-pt shot from 3 ft (assist by D. DeRozan)
5:55.0,M. Williams makes 2-pt shot from 4 ft,2,49-64,,
5:39.0,,,49-64,,D. DeRozan misses 2-pt shot from 17 ft
5:39.0,Defensive rebound by K. Walker,,49-64,,
5:29.0,C. Lee misses 3-pt shot from 24 ft,,49-64,,
5:26.0,,,49-64,,Defensive rebound by Team
5:26.0,A. Jefferson enters the game for C. Zeller,,49-64,,
5:05.0,,,49-66,2,L. Scola makes 2-pt shot from 2 ft (assist by K. Lowry)
5:05.0,,,49-66,,Shooting foul by A. Jefferson (drawn by L. Scola)
5:05.0,,,49-67,1,L. Scola makes free throw 1 of 1
4:42.0,J. Lin misses 3-pt shot from 25 ft,,49-67,,
4:41.0,,,49-67,,Defensive rebound by K. Lowry
4:31.0,,,49-67,,Turnover by K. Lowry (lost ball; steal by J. Lin)
4:24.0,M. Williams misses 3-pt shot from 26 ft,,49-67,,
4:23.0,,,49-67,,Defensive rebound by J. Valanciunas
4:16.0,,,49-67,,Turnover by J. Valanciunas (lost ball)
4:16.0,F. Kaminsky enters the game for M. Williams,,49-67,,
4:02.0,A. Jefferson misses 2-pt shot from 3 ft (block by J. Valanciunas),,49-67,,
4:01.0,Offensive rebound by A. Jefferson,,49-67,,
4:01.0,Shooting foul by J. Valanciunas (drawn by A. Jefferson),,49-67,,
4:01.0,A. Jefferson makes free throw 1 of 2,1,50-67,,
4:01.0,,,50-67,,B. Biyombo enters the game for J. Valanciunas
4:01.0,,,50-67,,P. Patterson enters the game for L. Scola
4:01.0,A. Jefferson misses free throw 2 of 2,,50-67,,
4:00.0,,,50-67,,Defensive rebound by B. Biyombo
3:45.0,,,50-69,2,D. DeRozan makes 2-pt shot from 20 ft (assist by K. Lowry)
3:25.0,C. Lee makes 2-pt shot from 1 ft (assist by A. Jefferson),2,52-69,,
3:13.0,,,52-71,2,P. Patterson makes 2-pt shot from 6 ft
3:04.0,,,52-71,,Personal foul by P. Patterson
3:04.0,C. Lee misses free throw 1 of 2,,52-71,,
3:04.0,Offensive rebound by Team,,52-71,,
3:04.0,J. Lamb enters the game for J. Lin,,52-71,,
3:04.0,C. Lee makes free throw 2 of 2,1,53-71,,
2:44.0,,,53-71,,Turnover by K. Lowry (traveling)
2:44.0,Charlotte full timeout,,53-71,,
2:44.0,,,53-71,,T. Ross enters the game for N. Powell
2:44.0,,,53-71,,C. Joseph enters the game for K. Lowry
2:31.0,F. Kaminsky misses 3-pt shot from 26 ft,,53-71,,
2:31.0,,,53-71,,Defensive rebound by T. Ross
2:15.0,Personal foul by F. Kaminsky,,53-71,,
2:15.0,,,53-72,1,B. Biyombo makes free throw 1 of 2
2:15.0,,,53-72,,B. Biyombo misses free throw 2 of 2
2:15.0,Defensive rebound by A. Jefferson,,53-72,,
1:59.0,J. Lamb misses 2-pt shot from 6 ft,,53-72,,
1:59.0,Offensive rebound by A. Jefferson,,53-72,,
1:57.0,A. Jefferson misses 2-pt shot at rim,,53-72,,
1:57.0,Offensive rebound by A. Jefferson,,53-72,,
1:55.0,A. Jefferson misses 2-pt shot at rim,,53-72,,
1:54.0,,,53-72,,Defensive rebound by T. Ross
1:44.0,,,53-72,,P. Patterson misses 2-pt shot from 12 ft
1:44.0,Defensive rebound by A. Jefferson,,53-72,,
1:22.0,C. Lee makes 2-pt shot from 11 ft (assist by F. Kaminsky),2,55-72,,
1:06.0,,,55-72,,T. Ross misses 3-pt shot from 24 ft
1:05.0,Defensive rebound by F. Kaminsky,,55-72,,
0:58.0,A. Jefferson makes 2-pt shot at rim (assist by K. Walker),2,57-72,,
0:44.0,,,57-72,,D. DeRozan misses 2-pt shot from 4 ft
0:44.0,,,57-72,,Offensive rebound by Team
0:44.0,Loose ball foul by C. Lee,,57-72,,
0:44.0,,,57-72,,B. Biyombo misses free throw 1 of 2
0:44.0,,,57-72,,Offensive rebound by Team
0:44.0,J. Lin enters the game for C. Lee,,57-72,,
0:44.0,,,57-72,,B. Biyombo misses free throw 2 of 2
0:43.0,Defensive rebound by J. Lamb,,57-72,,
0:26.0,K. Walker makes 2-pt shot from 2 ft,2,59-72,,
0:14.0,,,59-75,3,P. Patterson makes 3-pt shot from 23 ft (assist by C. Joseph)
0:00.0,K. Walker misses 2-pt shot from 21 ft,,59-75,,
0:00.0,Offensive rebound by A. Jefferson,,59-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,59-75,,P. Patterson misses 3-pt shot from 24 ft
11:45.0,Defensive rebound by Team,,59-75,,
11:37.0,Shooting foul by K. Lowry (drawn by J. Lin),,59-75,,
11:37.0,J. Lin makes free throw 1 of 2,1,60-75,,
11:37.0,J. Lin makes free throw 2 of 2,1,61-75,,
11:27.0,,,61-75,,K. Lowry misses 2-pt shot from 19 ft
11:27.0,Defensive rebound by F. Kaminsky,,61-75,,
11:08.0,J. Lamb makes 2-pt shot from 16 ft,2,63-75,,
10:50.0,,,63-75,,P. Patterson misses 2-pt shot from 12 ft
10:49.0,Defensive rebound by J. Lamb,,63-75,,
10:33.0,J. Lamb makes 3-pt shot from 25 ft,3,66-75,,
10:27.0,,,66-75,,Toronto full timeout
10:05.0,,,66-75,,C. Joseph misses 2-pt shot from 22 ft
10:04.0,Defensive rebound by F. Kaminsky,,66-75,,
9:45.0,A. Jefferson misses 2-pt shot from 5 ft,,66-75,,
9:44.0,,,66-75,,Defensive rebound by B. Biyombo
9:33.0,,,66-75,,B. Biyombo misses 2-pt shot from 2 ft (block by F. Kaminsky)
9:31.0,Defensive rebound by A. Jefferson,,66-75,,
9:18.0,F. Kaminsky misses 2-pt shot at rim (block by B. Biyombo),,66-75,,
9:17.0,,,66-75,,Defensive rebound by K. Lowry
9:10.0,,,66-75,,K. Lowry misses 3-pt shot from 25 ft
9:10.0,Defensive rebound by F. Kaminsky,,66-75,,
8:58.0,J. Lin misses 2-pt shot from 12 ft (block by B. Biyombo),,66-75,,
8:56.0,,,66-75,,Defensive rebound by C. Joseph
8:47.0,,,66-75,,Turnover by T. Ross (step out of bounds)
8:29.0,J. Lamb misses 2-pt shot from 5 ft,,66-75,,
8:28.0,,,66-75,,Defensive rebound by C. Joseph
8:11.0,,,66-75,,K. Lowry misses 2-pt shot from 3 ft
8:11.0,Defensive rebound by A. Jefferson,,66-75,,
7:56.0,J. Lin misses 3-pt shot from 23 ft,,66-75,,
7:56.0,,,66-75,,Defensive rebound by B. Biyombo
7:38.0,,,66-77,2,C. Joseph makes 2-pt shot from 5 ft
7:12.0,J. Lamb misses 3-pt shot from 27 ft,,66-77,,
7:12.0,Offensive rebound by Team,,66-77,,
7:12.0,Turnover by Team (shot clock),,66-77,,
7:01.0,,,66-79,2,K. Lowry makes 2-pt shot from 14 ft
7:01.0,Charlotte full timeout,,66-79,,
7:01.0,C. Zeller enters the game for A. Jefferson,,66-79,,
7:01.0,C. Lee enters the game for J. Lamb,,66-79,,
6:47.0,Shooting foul by C. Joseph (drawn by J. Lin),,66-79,,
6:47.0,J. Lin makes free throw 1 of 2,1,67-79,,
6:47.0,J. Lin makes free throw 2 of 2,1,68-79,,
6:35.0,Shooting block foul by J. Lin (drawn by K. Lowry),,68-79,,
6:35.0,,,68-80,1,K. Lowry makes free throw 1 of 2
6:35.0,,,68-81,1,K. Lowry makes free throw 2 of 2
6:20.0,C. Zeller makes 2-pt shot from 2 ft (assist by C. Lee),2,70-81,,
6:02.0,,,70-81,,P. Patterson misses 3-pt shot from 26 ft
6:01.0,Defensive rebound by M. Williams,,70-81,,
5:51.0,Turnover by J. Lin (lost ball; steal by C. Joseph),,70-81,,
5:41.0,,,70-81,,B. Biyombo misses 2-pt shot from 2 ft (block by C. Zeller)
5:41.0,,,70-81,,Offensive rebound by Team
5:41.0,K. Walker enters the game for M. Williams,,70-81,,
5:41.0,,,70-81,,J. Valanciunas enters the game for T. Ross
5:41.0,,,70-81,,D. DeRozan enters the game for B. Biyombo
5:25.0,,,70-83,2,K. Lowry makes 2-pt shot from 18 ft (assist by D. DeRozan)
4:59.0,J. Lin makes 2-pt shot from 3 ft,2,72-83,,
4:32.0,,,72-85,2,J. Valanciunas makes 2-pt shot from 4 ft (assist by K. Lowry)
4:17.0,C. Zeller makes 2-pt shot at rim (assist by J. Lin),2,74-85,,
3:51.0,,,74-85,,Turnover by K. Lowry (lost ball; steal by C. Lee)
3:45.0,K. Walker misses 2-pt shot from 3 ft,,74-85,,
3:45.0,,,74-85,,Defensive rebound by J. Valanciunas
3:32.0,,,74-88,3,K. Lowry makes 3-pt shot from 28 ft (assist by C. Joseph)
3:19.0,K. Walker misses 2-pt shot from 3 ft (block by J. Valanciunas),,74-88,,
3:19.0,Offensive rebound by Team,,74-88,,
3:19.0,M. Williams enters the game for F. Kaminsky,,74-88,,
3:16.0,M. Williams makes 3-pt shot from 23 ft (assist by C. Lee),3,77-88,,
2:53.0,,,77-91,3,K. Lowry makes 3-pt shot from 23 ft
2:41.0,K. Walker makes 3-pt shot from 27 ft,3,80-91,,
2:24.0,,,80-91,,J. Valanciunas misses 2-pt shot from 2 ft (block by K. Walker)
2:24.0,Defensive rebound by Team,,80-91,,
2:24.0,,,80-91,,Loose ball foul by J. Valanciunas
2:24.0,Official timeout,,80-91,,
2:10.0,M. Williams misses 3-pt shot from 25 ft,,80-91,,
2:09.0,,,80-91,,Defensive rebound by J. Valanciunas
1:47.0,,,80-91,,D. DeRozan misses 2-pt shot from 17 ft
1:47.0,Defensive rebound by Team,,80-91,,
1:39.0,C. Zeller makes 2-pt shot at rim (assist by K. Walker),2,82-91,,
1:16.0,,,82-91,,D. DeRozan misses 2-pt shot from 18 ft
1:16.0,Defensive rebound by J. Lin,,82-91,,
1:09.0,M. Williams makes 3-pt shot from 25 ft (assist by J. Lin),3,85-91,,
1:09.0,,,85-91,,Toronto full timeout
