time,Utah,pts.away,score,pts.home,Minnesota
3:00.0,Defensive rebound by G. Hayward,,44-57,,
2:51.0,T. Burke misses 2-pt shot from 12 ft,,44-57,,
2:49.0,Offensive rebound by J. Withey,,44-57,,
2:49.0,J. Withey misses 2-pt shot at rim,,44-57,,
2:48.0,,,44-57,,Defensive rebound by G. Dieng
2:31.0,,,44-57,,Turnover by K. Towns (bad pass; steal by J. Withey)
2:27.0,Shooting foul by S. Muhammad (drawn by T. Booker),,44-57,,
2:27.0,T. Booker misses free throw 1 of 2,,44-57,,
2:27.0,Offensive rebound by Team,,44-57,,
2:27.0,R. Hood enters the game for J. Withey,,44-57,,
2:27.0,,,44-57,,A. Payne enters the game for K. Towns
2:27.0,,,44-57,,T. Jones enters the game for R. Rubio
2:27.0,T. Booker misses free throw 2 of 2,,44-57,,
2:27.0,,,44-57,,Defensive rebound by G. Dieng
2:07.0,,,44-57,,Shooting foul by R. Hood (drawn by A. Wiggins)
2:07.0,,,44-57,,A. Wiggins misses free throw 1 of 2
2:07.0,,,44-57,,Offensive rebound by Team
2:07.0,,,44-58,1,A. Wiggins makes free throw 2 of 2
1:49.0,J. Ingles misses 3-pt shot from 24 ft,,44-58,,
1:48.0,Offensive rebound by T. Booker,,44-58,,
1:46.0,G. Hayward makes 3-pt shot from 24 ft (assist by T. Booker),3,47-58,,
1:33.0,,,47-58,,Turnover by T. Jones (bad pass; steal by T. Burke)
1:30.0,Turnover by T. Booker (bad pass),,47-58,,
1:20.0,Personal foul by G. Hayward (drawn by A. Wiggins),,47-58,,
1:20.0,,,47-59,1,A. Wiggins makes free throw 1 of 2
1:20.0,,,47-60,1,A. Wiggins makes free throw 2 of 2
1:05.0,T. Burke makes 2-pt shot from 20 ft,2,49-60,,
0:49.0,,,49-60,,T. Jones misses 2-pt shot from 10 ft (block by J. Ingles)
0:48.0,Defensive rebound by Team,,49-60,,
0:34.0,J. Ingles misses 3-pt shot from 23 ft,,49-60,,
0:33.0,,,49-60,,Defensive rebound by S. Muhammad
0:14.0,,,49-60,,Shooting foul by J. Ingles (drawn by G. Dieng)
0:14.0,,,49-61,1,G. Dieng makes free throw 1 of 2
0:14.0,,,49-62,1,G. Dieng makes free throw 2 of 2
0:02.0,T. Burke makes 3-pt shot from 26 ft,3,52-62,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,52-64,2,K. Towns makes 2-pt shot from 17 ft
11:23.0,T. Burke makes 2-pt shot from 9 ft,2,54-64,,
11:18.0,,,54-64,,Minnesota full timeout
11:17.0,Personal foul by T. Booker (drawn by A. Payne),,54-64,,
10:57.0,,,54-64,,T. Jones misses 2-pt shot from 21 ft (block by T. Burke)
10:56.0,,,54-64,,Offensive rebound by A. Wiggins
10:56.0,,,54-64,,Turnover by Team (shot clock)
10:43.0,Turnover by R. Hood (lost ball; steal by T. Jones),,54-64,,
10:38.0,,,54-66,2,A. Wiggins makes 2-pt shot at rim (assist by T. Jones)
10:23.0,T. Burke makes 3-pt shot from 26 ft (assist by R. Hood),3,57-66,,
10:10.0,,,57-66,,A. Wiggins misses 2-pt shot from 14 ft
10:09.0,Defensive rebound by J. Withey,,57-66,,
9:57.0,R. Hood misses 3-pt shot from 25 ft,,57-66,,
9:55.0,Offensive rebound by Team,,57-66,,
9:55.0,,,57-66,,R. Rubio enters the game for T. Jones
9:39.0,T. Burke misses 3-pt shot from 26 ft,,57-66,,
9:36.0,,,57-66,,Defensive rebound by Team
9:19.0,,,57-66,,A. Payne misses 2-pt shot from 10 ft (block by J. Withey)
9:18.0,,,57-66,,Offensive rebound by A. Payne
9:18.0,Personal foul by T. Booker (drawn by A. Payne),,57-66,,
9:18.0,G. Hayward enters the game for C. Johnson,,57-66,,
9:04.0,,,57-66,,K. Towns misses 2-pt shot from 6 ft
9:03.0,,,57-66,,Offensive rebound by K. Towns
9:02.0,,,57-68,2,K. Towns makes 2-pt shot from 1 ft
8:52.0,,,57-68,,Personal foul by A. Wiggins (drawn by G. Hayward)
8:52.0,Utah full timeout,,57-68,,
8:52.0,C. Johnson enters the game for R. Hood,,57-68,,
8:38.0,T. Burke makes 2-pt shot from 21 ft,2,59-68,,
8:17.0,,,59-68,,R. Rubio misses 3-pt shot from 24 ft
8:15.0,Defensive rebound by J. Withey,,59-68,,
8:06.0,G. Hayward makes 2-pt shot at rim,2,61-68,,
7:54.0,,,61-70,2,K. Towns makes 2-pt shot from 19 ft (assist by R. Rubio)
7:44.0,J. Withey makes 2-pt shot at rim (assist by T. Burke),2,63-70,,
7:33.0,,,63-70,,Minnesota full timeout
7:33.0,,,63-70,,K. Garnett enters the game for A. Payne
7:33.0,,,63-70,,T. Prince enters the game for S. Muhammad
7:17.0,,,63-72,2,K. Garnett makes 2-pt shot from 20 ft (assist by R. Rubio)
6:51.0,T. Booker makes 3-pt shot from 23 ft (assist by G. Hayward),3,66-72,,
6:26.0,,,66-74,2,A. Wiggins makes 2-pt shot from 10 ft (assist by R. Rubio)
6:08.0,T. Burke misses 2-pt shot from 10 ft,,66-74,,
6:06.0,,,66-74,,Defensive rebound by K. Towns
6:03.0,,,66-74,,Turnover by R. Rubio (lost ball; steal by C. Johnson)
5:59.0,T. Burke makes 2-pt shot from 1 ft,2,68-74,,
5:32.0,,,68-74,,Shooting foul by J. Withey (drawn by K. Towns)
5:32.0,,,68-74,,K. Towns misses free throw 1 of 2
5:32.0,,,68-74,,Offensive rebound by Team
5:32.0,,,68-74,,K. Towns misses free throw 2 of 2
5:32.0,,,68-74,,Offensive rebound by T. Prince
5:29.0,,,68-74,,Minnesota full timeout
5:17.0,,,68-74,,Turnover by R. Rubio (bad pass; steal by G. Hayward)
5:14.0,Jump ball: C. Johnson vs. R. Rubio (G. Hayward gains possession),,,,Jump ball: C. Johnson vs. R. Rubio (G. Hayward gains possession)
4:53.0,G. Hayward misses 3-pt shot from 26 ft,,68-74,,
4:52.0,,,68-74,,Defensive rebound by K. Towns
4:44.0,,,68-76,2,T. Prince makes 2-pt shot at rim (assist by R. Rubio)
4:43.0,Utah full timeout,,68-76,,
4:35.0,,,68-76,,Personal foul by K. Garnett (drawn by T. Booker)
4:26.0,J. Withey misses 2-pt shot from 5 ft,,68-76,,
4:24.0,,,68-76,,Defensive rebound by Team
4:06.0,,,68-78,2,K. Towns makes 2-pt shot from 1 ft (assist by A. Wiggins)
3:52.0,T. Burke makes 3-pt shot from 25 ft (assist by T. Booker),3,71-78,,
