time,Dallas,pts.away,score,pts.home,Houston
5:34.0,,,12-19,,Offensive rebound by P. Beverley
5:30.0,,,12-21,2,P. Beverley makes 2-pt shot from 2 ft
5:20.0,Shooting foul by T. Jones (drawn by C. Parsons),,12-21,,
5:20.0,C. Parsons makes free throw 1 of 2,1,13-21,,
5:20.0,C. Parsons misses free throw 2 of 2,,13-21,,
5:20.0,,,13-21,,Defensive rebound by C. Capela
5:04.0,,,13-23,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
4:54.0,C. Parsons makes 3-pt shot from 25 ft,3,16-23,,
4:39.0,,,16-26,3,T. Ariza makes 3-pt shot from 23 ft (assist by T. Jones)
4:23.0,C. Parsons misses 2-pt shot from 2 ft,,16-26,,
4:22.0,,,16-26,,Defensive rebound by J. Harden
4:19.0,Shooting block foul by D. Williams (drawn by J. Harden),,16-26,,
4:19.0,,,16-27,1,J. Harden makes free throw 1 of 2
4:19.0,,,16-27,,T. Lawson enters the game for P. Beverley
4:19.0,,,16-27,,J. Smith enters the game for C. Capela
4:19.0,,,16-28,1,J. Harden makes free throw 2 of 2
4:08.0,D. Williams misses 2-pt shot from 17 ft,,16-28,,
4:07.0,Offensive rebound by S. Mejri,,16-28,,
4:07.0,S. Mejri makes 2-pt shot at rim,2,18-28,,
3:51.0,,,18-28,,J. Smith misses 3-pt shot from 25 ft
3:50.0,Defensive rebound by R. Felton,,18-28,,
3:41.0,C. Parsons makes 2-pt shot from 2 ft (assist by D. Williams),2,20-28,,
3:41.0,,,20-28,,Houston full timeout
3:26.0,,,20-28,,T. Ariza misses 3-pt shot from 26 ft
3:25.0,Defensive rebound by W. Matthews,,20-28,,
3:03.0,W. Matthews makes 3-pt shot from 24 ft,3,23-28,,
2:54.0,,,23-31,3,J. Harden makes 3-pt shot from 24 ft
2:37.0,D. Williams misses 2-pt shot from 19 ft,,23-31,,
2:36.0,Offensive rebound by S. Mejri,,23-31,,
2:22.0,C. Parsons misses 2-pt shot from 20 ft,,23-31,,
2:21.0,,,23-31,,Defensive rebound by Team
2:21.0,Loose ball foul by S. Mejri (drawn by J. Smith),,23-31,,
2:21.0,,,23-31,,M. Thornton enters the game for J. Harden
2:21.0,D. Nowitzki enters the game for C. Parsons,,23-31,,
2:21.0,J. Barea enters the game for D. Williams,,23-31,,
2:21.0,D. Harris enters the game for S. Mejri,,23-31,,
2:21.0,C. Villanueva enters the game for W. Matthews,,23-31,,
1:58.0,,,23-31,,J. Smith misses 3-pt shot from 23 ft
1:56.0,Jump ball: R. Felton vs. T. Lawson,,,,Jump ball: R. Felton vs. T. Lawson
1:56.0,,,23-31,,Offensive rebound by Team
1:41.0,,,23-31,,Shooting foul by C. Villanueva (drawn by T. Jones)
1:41.0,,,23-31,,T. Jones misses free throw 1 of 2
1:41.0,,,23-31,,Offensive rebound by Team
1:41.0,,,23-32,1,T. Jones makes free throw 2 of 2
1:26.0,J. Barea misses 2-pt shot at rim,,23-32,,
1:25.0,,,23-32,,Defensive rebound by M. Thornton
1:24.0,,,23-32,,Turnover by M. Thornton (bad pass)
1:24.0,,,23-32,,C. Brewer enters the game for T. Ariza
1:09.0,C. Villanueva misses 3-pt shot from 25 ft,,23-32,,
1:09.0,,,23-32,,Defensive rebound by Team
0:59.0,,,23-32,,M. Thornton misses 3-pt shot from 24 ft
0:58.0,Defensive rebound by D. Nowitzki,,23-32,,
0:50.0,R. Felton makes 2-pt shot from 2 ft,2,25-32,,
0:50.0,Shooting foul by M. Thornton (drawn by R. Felton),,25-32,,
0:50.0,R. Felton makes free throw 1 of 1,1,26-32,,
0:40.0,,,26-32,,Shooting foul by C. Villanueva (drawn by J. Smith)
0:40.0,,,26-33,1,J. Smith makes free throw 1 of 2
0:40.0,D. Powell enters the game for C. Villanueva,,26-33,,
0:40.0,,,26-34,1,J. Smith makes free throw 2 of 2
0:32.0,D. Nowitzki makes 3-pt shot from 25 ft (assist by R. Felton),3,29-34,,
0:13.0,,,29-34,,C. Brewer misses 3-pt shot from 22 ft
0:12.0,,,29-34,,Offensive rebound by M. Thornton
0:00.0,,,29-36,2,J. Smith makes 2-pt shot from 14 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:53.0,,,29-36,,Personal foul by M. Thornton (drawn by D. Harris)
11:42.0,R. Felton misses 2-pt shot from 3 ft (block by C. Brewer),,29-36,,
11:42.0,Offensive rebound by Team,,29-36,,
11:38.0,D. Nowitzki misses 2-pt shot from 8 ft,,29-36,,
11:37.0,Offensive rebound by D. Powell,,29-36,,
11:22.0,J. Barea makes 3-pt shot from 23 ft (assist by D. Harris),3,32-36,,
11:02.0,,,32-38,2,J. Smith makes 2-pt shot from 2 ft
10:51.0,D. Powell makes 2-pt shot at rim (assist by J. Barea),2,34-38,,
10:31.0,,,34-38,,J. Smith misses 3-pt shot from 25 ft
10:30.0,Defensive rebound by D. Harris,,34-38,,
10:26.0,Shooting foul by T. Lawson (drawn by D. Powell),,34-38,,
10:26.0,D. Powell makes 2-pt shot from 2 ft (assist by D. Harris),2,36-38,,
10:26.0,,,36-38,,C. Capela enters the game for T. Jones
10:26.0,D. Powell misses free throw 1 of 1,,36-38,,
10:25.0,Offensive rebound by Team,,36-38,,
10:11.0,D. Nowitzki makes 3-pt shot from 24 ft (assist by J. Barea),3,39-38,,
10:11.0,,,39-38,,Houston full timeout
9:52.0,,,39-38,,J. Smith misses 2-pt shot from 7 ft
9:51.0,Defensive rebound by R. Felton,,39-38,,
9:39.0,D. Powell misses 2-pt shot from 19 ft,,39-38,,
9:38.0,,,39-38,,Defensive rebound by J. Smith
9:30.0,,,39-38,,M. Thornton misses 2-pt shot from 3 ft
9:30.0,Defensive rebound by Team,,39-38,,
9:20.0,,,39-38,,Personal foul by C. Brewer (drawn by D. Nowitzki)
9:20.0,,,39-38,,P. Beverley enters the game for T. Lawson
9:10.0,D. Nowitzki makes 2-pt shot from 2 ft (assist by J. Barea),2,41-38,,
9:10.0,,,41-38,,Turnover by M. Thornton (lost ball)
9:00.0,,,41-38,,Loose ball foul by M. Thornton (drawn by D. Harris)
9:00.0,,,41-38,,J. Harden enters the game for M. Thornton
9:00.0,,,41-38,,Violation by Team (delay of game)
9:00.0,,,41-38,,T. Ariza enters the game for J. Smith
8:42.0,D. Nowitzki misses 3-pt shot from 23 ft,,41-38,,
8:41.0,,,41-38,,Defensive rebound by P. Beverley
8:34.0,Personal foul by D. Harris (drawn by P. Beverley),,41-38,,
8:22.0,,,41-38,,Turnover by J. Harden (bad pass; steal by R. Felton)
8:10.0,D. Nowitzki makes 2-pt shot from 13 ft,2,43-38,,
7:55.0,,,43-38,,C. Brewer misses 3-pt shot from 22 ft
7:54.0,Defensive rebound by R. Felton,,43-38,,
7:50.0,R. Felton makes 2-pt shot from 2 ft,2,45-38,,
7:49.0,,,45-38,,Houston full timeout
7:49.0,,,45-38,,J. Terry enters the game for C. Brewer
7:49.0,C. Parsons enters the game for D. Nowitzki,,45-38,,
7:49.0,D. Williams enters the game for J. Barea,,45-38,,
7:49.0,S. Mejri enters the game for D. Powell,,45-38,,
7:34.0,,,45-38,,J. Harden misses 3-pt shot from 25 ft
7:33.0,Defensive rebound by D. Harris,,45-38,,
7:24.0,Turnover by D. Harris (lost ball),,45-38,,
6:59.0,,,45-38,,P. Beverley misses 2-pt shot from 15 ft
6:58.0,Defensive rebound by S. Mejri,,45-38,,
6:46.0,R. Felton misses 3-pt shot from 23 ft,,45-38,,
6:45.0,,,45-38,,Defensive rebound by C. Capela
6:39.0,,,45-40,2,J. Terry makes 2-pt shot from 12 ft (assist by J. Harden)
6:23.0,Turnover by D. Harris (bad pass; steal by T. Ariza),,45-40,,
6:19.0,,,45-42,2,T. Ariza makes 2-pt shot at rim
6:19.0,Dallas full timeout,,45-42,,
6:19.0,W. Matthews enters the game for D. Harris,,45-42,,
6:00.0,S. Mejri misses 2-pt shot from 2 ft,,45-42,,
5:59.0,,,45-42,,Defensive rebound by J. Harden
5:54.0,,,45-42,,J. Harden misses 2-pt shot from 1 ft (block by S. Mejri)
5:53.0,Defensive rebound by C. Parsons,,45-42,,
5:50.0,,,45-42,,Personal foul by C. Capela (drawn by D. Williams)
5:50.0,D. Williams makes free throw 1 of 2,1,46-42,,
5:50.0,D. Williams makes free throw 2 of 2,1,47-42,,
5:26.0,,,47-42,,P. Beverley misses 3-pt shot from 24 ft
5:26.0,Defensive rebound by S. Mejri,,47-42,,
5:13.0,C. Parsons misses 2-pt shot from 3 ft,,47-42,,
5:13.0,,,47-42,,Defensive rebound by Team
5:01.0,,,47-42,,Shooting foul by W. Matthews (drawn by J. Harden)
5:01.0,,,47-43,1,J. Harden makes free throw 1 of 2
5:01.0,,,47-44,1,J. Harden makes free throw 2 of 2
4:43.0,R. Felton makes 2-pt shot from 2 ft,2,49-44,,
4:36.0,,,49-44,,J. Terry misses 3-pt shot from 23 ft
4:35.0,Defensive rebound by C. Parsons,,49-44,,
4:20.0,Offensive foul by W. Matthews,,49-44,,
4:20.0,Turnover by W. Matthews (offensive foul),,49-44,,
4:03.0,,,49-44,,J. Harden misses 2-pt shot from 11 ft
4:02.0,,,49-44,,Offensive rebound by T. Ariza
3:48.0,,,49-46,2,J. Harden makes 2-pt shot from 20 ft
3:22.0,W. Matthews misses 2-pt shot from 7 ft,,49-46,,
3:21.0,,,49-46,,Defensive rebound by J. Harden
3:12.0,,,49-46,,Shooting foul by S. Mejri (drawn by C. Capela)
3:12.0,,,49-46,,C. Capela misses free throw 1 of 2
3:12.0,,,49-46,,Offensive rebound by Team
3:12.0,D. Nowitzki enters the game for R. Felton,,49-46,,
3:12.0,,,49-46,,C. Capela misses free throw 2 of 2
3:12.0,Defensive rebound by S. Mejri,,49-46,,
2:48.0,D. Williams misses 3-pt shot from 26 ft,,49-46,,
2:45.0,Offensive rebound by S. Mejri,,49-46,,
2:38.0,C. Parsons makes 3-pt shot from 25 ft,3,52-46,,
2:20.0,,,52-48,2,C. Capela makes 2-pt shot from 2 ft (assist by P. Beverley)
2:20.0,,,52-48,,Shooting foul by D. Williams (drawn by C. Capela)
2:20.0,Official timeout,,52-48,,
2:20.0,D. Harris enters the game for S. Mejri,,52-48,,
2:20.0,,,52-48,,C. Capela misses free throw 1 of 1
2:20.0,Defensive rebound by D. Williams,,52-48,,
2:11.0,Turnover by D. Williams (offensive foul),,52-48,,
2:11.0,Offensive foul by D. Williams,,52-48,,
2:11.0,,,52-48,,T. Jones enters the game for C. Capela
2:11.0,R. Felton enters the game for D. Williams,,52-48,,
1:49.0,,,52-48,,J. Harden misses 3-pt shot from 24 ft
1:48.0,Defensive rebound by D. Nowitzki,,52-48,,
1:35.0,W. Matthews makes 3-pt shot from 23 ft (assist by C. Parsons),3,55-48,,
1:11.0,,,55-48,,P. Beverley misses 3-pt shot from 22 ft
1:11.0,,,55-48,,Offensive rebound by J. Harden
1:10.0,,,55-48,,J. Harden misses 2-pt shot from 1 ft
1:09.0,,,55-48,,Offensive rebound by Team
1:01.0,,,55-50,2,J. Harden makes 2-pt shot from 5 ft
0:41.0,R. Felton misses 3-pt shot from 25 ft,,55-50,,
0:41.0,,,55-50,,Defensive rebound by J. Harden
0:33.0,,,55-50,,J. Harden misses 2-pt shot from 17 ft
0:32.0,Defensive rebound by D. Harris,,55-50,,
0:12.0,,,55-50,,Personal foul by T. Jones (drawn by C. Parsons)
0:12.0,C. Parsons makes free throw 1 of 3,1,56-50,,
0:12.0,C. Parsons makes free throw 2 of 3,1,57-50,,
0:12.0,D. Powell enters the game for D. Nowitzki,,57-50,,
0:12.0,C. Parsons makes free throw 3 of 3,1,58-50,,
0:00.0,,,58-50,,J. Harden misses 3-pt shot from 24 ft
0:00.0,,,58-50,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,C. Parsons makes 2-pt shot from 21 ft,2,60-50,,
11:09.0,,,60-50,,Turnover by Team (shot clock)
10:59.0,Offensive foul by S. Mejri,,60-50,,
10:59.0,Turnover by S. Mejri (offensive foul),,60-50,,
10:47.0,,,60-53,3,J. Harden makes 3-pt shot from 24 ft (assist by C. Capela)
10:33.0,Turnover by D. Williams (bad pass; steal by C. Brewer),,60-53,,
10:27.0,,,60-55,2,J. Harden makes 2-pt shot at rim (assist by P. Beverley)
10:00.0,D. Nowitzki misses 2-pt shot from 8 ft (block by P. Beverley),,60-55,,
9:58.0,,,60-55,,Defensive rebound by T. Ariza
9:49.0,,,60-55,,Turnover by P. Beverley (bad pass; steal by C. Parsons)
9:44.0,C. Parsons makes 2-pt shot from 1 ft,2,62-55,,
9:38.0,Violation by S. Mejri (def goaltending),,62-55,,
9:38.0,,,62-57,2,C. Brewer makes 2-pt shot at rim
9:19.0,D. Nowitzki misses 2-pt shot from 9 ft,,62-57,,
9:18.0,,,62-57,,Defensive rebound by J. Harden
9:12.0,,,62-57,,C. Capela misses 2-pt shot at rim (block by S. Mejri)
9:11.0,,,62-57,,Offensive rebound by P. Beverley
9:09.0,,,62-57,,C. Capela misses 2-pt shot from 3 ft
9:08.0,Defensive rebound by Team,,62-57,,
9:08.0,,,62-57,,Loose ball foul by C. Capela (drawn by S. Mejri)
8:52.0,W. Matthews makes 3-pt shot from 27 ft,3,65-57,,
8:40.0,,,65-57,,Shooting foul by C. Parsons (drawn by C. Brewer)
8:40.0,,,65-58,1,C. Brewer makes free throw 1 of 2
8:40.0,,,65-59,1,C. Brewer makes free throw 2 of 2
8:18.0,D. Williams misses 2-pt shot from 6 ft,,65-59,,
8:17.0,Offensive rebound by S. Mejri,,65-59,,
8:16.0,Turnover by S. Mejri (lost ball; steal by C. Brewer),,65-59,,
8:13.0,,,65-59,,Offensive foul by J. Harden
8:13.0,,,65-59,,Turnover by J. Harden (offensive foul)
7:52.0,D. Williams makes 2-pt shot from 7 ft,2,67-59,,
7:46.0,,,67-59,,C. Brewer misses 3-pt shot from 25 ft
7:45.0,Defensive rebound by C. Parsons,,67-59,,
7:36.0,D. Nowitzki makes 3-pt shot from 24 ft (assist by C. Parsons),3,70-59,,
7:36.0,,,70-59,,Houston full timeout
7:24.0,,,70-62,3,J. Harden makes 3-pt shot from 24 ft (assist by T. Ariza)
7:04.0,D. Nowitzki misses 3-pt shot from 24 ft,,70-62,,
7:03.0,,,70-62,,Defensive rebound by J. Harden
6:56.0,,,70-64,2,J. Harden makes 2-pt shot from 15 ft
6:42.0,,,70-64,,Personal foul by P. Beverley (drawn by D. Williams)
6:42.0,R. Felton enters the game for W. Matthews,,70-64,,
6:42.0,,,70-64,,J. Terry enters the game for C. Brewer
6:28.0,W. Matthews enters the game for D. Nowitzki,,70-64,,
6:28.0,Turnover by Team (shot clock),,70-64,,
6:15.0,,,70-64,,P. Beverley misses 3-pt shot from 24 ft
6:14.0,Defensive rebound by Team,,70-64,,
5:52.0,C. Parsons misses 3-pt shot from 25 ft,,70-64,,
5:52.0,Offensive rebound by S. Mejri,,70-64,,
5:43.0,C. Parsons makes 3-pt shot from 24 ft (assist by D. Williams),3,73-64,,
5:36.0,,,73-64,,Shooting foul by W. Matthews (drawn by J. Harden)
5:36.0,,,73-65,1,J. Harden makes free throw 1 of 2
5:36.0,,,73-65,,J. Smith enters the game for C. Capela
5:36.0,,,73-66,1,J. Harden makes free throw 2 of 2
5:24.0,W. Matthews makes 3-pt shot from 24 ft (assist by D. Williams),3,76-66,,
5:04.0,,,76-69,3,T. Ariza makes 3-pt shot from 24 ft (assist by J. Harden)
4:45.0,W. Matthews misses 3-pt shot from 25 ft,,76-69,,
4:44.0,,,76-69,,Defensive rebound by P. Beverley
4:34.0,,,76-72,3,P. Beverley makes 3-pt shot from 23 ft (assist by J. Smith)
4:34.0,Dallas full timeout,,76-72,,
4:34.0,,,76-72,,T. Lawson enters the game for P. Beverley
4:10.0,D. Williams misses 2-pt shot from 7 ft (block by J. Harden),,76-72,,
4:09.0,,,76-72,,Defensive rebound by J. Harden
4:00.0,Personal foul by S. Mejri (drawn by J. Harden),,76-72,,
4:00.0,D. Powell enters the game for S. Mejri,,76-72,,
3:53.0,Violation by D. Powell (kicked ball),,76-72,,
3:40.0,,,76-72,,J. Smith misses 3-pt shot from 25 ft
3:39.0,Defensive rebound by R. Felton,,76-72,,
3:29.0,Shooting foul by J. Smith (drawn by W. Matthews),,76-72,,
3:29.0,W. Matthews makes free throw 1 of 2,1,77-72,,
3:29.0,W. Matthews misses free throw 2 of 2,,77-72,,
3:29.0,,,77-72,,Defensive rebound by J. Harden
3:10.0,,,77-72,,J. Smith misses 2-pt shot from 2 ft
3:09.0,,,77-72,,Offensive rebound by J. Smith
3:08.0,,,77-72,,J. Smith misses 2-pt shot from 2 ft (block by C. Parsons)
3:08.0,,,77-72,,Offensive rebound by Team
3:08.0,,,77-72,,C. Brewer enters the game for T. Ariza
3:03.0,,,77-74,2,J. Smith makes 2-pt shot at rim
2:45.0,C. Parsons misses 2-pt shot from 20 ft,,77-74,,
2:44.0,,,77-74,,Defensive rebound by J. Harden
2:39.0,,,77-76,2,C. Brewer makes 2-pt shot from 1 ft (assist by J. Harden)
2:39.0,Dallas full timeout,,77-76,,
2:39.0,D. Nowitzki enters the game for C. Parsons,,77-76,,
2:23.0,R. Felton makes 2-pt shot from 15 ft,2,79-76,,
2:08.0,,,79-78,2,C. Brewer makes 2-pt shot from 2 ft
2:08.0,,,79-78,,Shooting foul by D. Nowitzki (drawn by C. Brewer)
2:08.0,,,79-79,1,C. Brewer makes free throw 1 of 1
1:53.0,,,79-79,,Def 3 sec tech foul by J. Smith
1:53.0,D. Nowitzki makes technical free throw,1,80-79,,
1:44.0,Turnover by R. Felton (bad pass; steal by J. Smith),,80-79,,
1:39.0,,,80-81,2,C. Brewer makes 2-pt shot from 1 ft (assist by J. Terry)
1:16.0,D. Nowitzki makes 2-pt shot from 14 ft,2,82-81,,
0:58.0,,,82-84,3,T. Lawson makes 3-pt shot from 23 ft (assist by C. Brewer)
0:34.0,R. Felton makes 3-pt shot from 25 ft (assist by D. Powell),3,85-84,,
0:12.0,,,85-84,,J. Harden misses 3-pt shot from 25 ft
0:11.0,Defensive rebound by D. Nowitzki,,85-84,,
0:00.0,Turnover by D. Williams (bad pass; steal by J. Smith),,85-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,Violation by D. Powell (def goaltending),,85-84,,
11:41.0,,,85-86,2,T. Lawson makes 2-pt shot from 2 ft
11:21.0,D. Powell misses 2-pt shot from 2 ft (block by J. Smith),,85-86,,
11:20.0,Offensive rebound by R. Felton,,85-86,,
11:19.0,R. Felton misses 2-pt shot from 3 ft,,85-86,,
11:16.0,,,85-86,,Defensive rebound by J. Smith
11:09.0,,,85-86,,T. Lawson misses 2-pt shot from 21 ft
11:09.0,Defensive rebound by C. Parsons,,85-86,,
11:01.0,C. Parsons makes 2-pt shot from 2 ft,2,87-86,,
10:49.0,,,87-89,3,T. Ariza makes 3-pt shot from 25 ft (assist by T. Lawson)
10:33.0,J. Barea misses 2-pt shot from 7 ft,,87-89,,
10:32.0,,,87-89,,Defensive rebound by T. Lawson
10:26.0,,,87-92,3,J. Terry makes 3-pt shot from 23 ft (assist by C. Brewer)
10:26.0,Dallas full timeout,,87-92,,
10:26.0,S. Mejri enters the game for D. Powell,,87-92,,
10:06.0,Shooting foul by J. Smith (drawn by S. Mejri),,87-92,,
10:06.0,S. Mejri makes free throw 1 of 2,1,88-92,,
10:06.0,S. Mejri makes free throw 2 of 2,1,89-92,,
9:56.0,,,89-95,3,J. Smith makes 3-pt shot from 24 ft (assist by T. Lawson)
9:39.0,,,89-95,,Personal foul by J. Smith (drawn by C. Parsons)
9:26.0,Turnover by R. Felton (bad pass; steal by T. Ariza),,89-95,,
9:22.0,,,89-95,,T. Ariza misses 2-pt shot from 1 ft
9:22.0,Defensive rebound by Team,,89-95,,
9:22.0,,,89-95,,Loose ball foul by C. Brewer (drawn by D. Nowitzki)
9:14.0,J. Barea misses 2-pt shot from 4 ft (block by J. Smith),,89-95,,
9:13.0,,,89-95,,Defensive rebound by T. Lawson
9:06.0,,,89-97,2,T. Lawson makes 2-pt shot from 1 ft
9:06.0,,,89-97,,Shooting foul by S. Mejri (drawn by T. Lawson)
9:06.0,W. Matthews enters the game for S. Mejri,,89-97,,
9:06.0,,,89-98,1,T. Lawson makes free throw 1 of 1
9:00.0,J. Barea misses 2-pt shot from 4 ft (block by T. Lawson),,89-98,,
9:00.0,Offensive rebound by Team,,89-98,,
8:47.0,C. Parsons makes 2-pt shot from 2 ft,2,91-98,,
8:30.0,,,91-101,3,J. Terry makes 3-pt shot from 23 ft (assist by J. Smith)
8:13.0,J. Barea misses 3-pt shot from 25 ft,,91-101,,
8:12.0,,,91-101,,Defensive rebound by C. Brewer
8:02.0,,,91-103,2,J. Smith makes 2-pt shot from 7 ft
8:01.0,Dallas full timeout,,91-103,,
8:01.0,S. Mejri enters the game for D. Nowitzki,,91-103,,
8:01.0,D. Williams enters the game for J. Barea,,91-103,,
7:47.0,Shooting foul by C. Brewer (drawn by C. Parsons),,91-103,,
7:47.0,C. Parsons misses free throw 1 of 2,,91-103,,
7:47.0,Offensive rebound by Team,,91-103,,
7:47.0,C. Parsons makes free throw 2 of 2,1,92-103,,
7:25.0,,,92-105,2,T. Ariza makes 2-pt shot from 2 ft
7:11.0,W. Matthews makes 2-pt shot from 10 ft,2,94-105,,
6:50.0,,,94-105,,J. Terry misses 3-pt shot from 23 ft
6:49.0,Defensive rebound by R. Felton,,94-105,,
6:37.0,Turnover by S. Mejri (bad pass; steal by C. Brewer),,94-105,,
6:25.0,,,94-108,3,J. Smith makes 3-pt shot from 25 ft (assist by T. Ariza)
6:11.0,Shooting foul by T. Lawson (drawn by C. Parsons),,94-108,,
6:11.0,C. Parsons makes free throw 1 of 2,1,95-108,,
6:11.0,,,95-108,,P. Beverley enters the game for C. Brewer
6:11.0,,,95-108,,J. Harden enters the game for J. Terry
6:11.0,C. Parsons misses free throw 2 of 2,,95-108,,
6:11.0,,,95-108,,Defensive rebound by T. Ariza
5:50.0,,,95-108,,T. Ariza misses 3-pt shot from 25 ft
5:49.0,Defensive rebound by C. Parsons,,95-108,,
5:40.0,W. Matthews misses 3-pt shot from 25 ft,,95-108,,
5:40.0,Offensive rebound by S. Mejri,,95-108,,
5:37.0,S. Mejri misses 2-pt shot from 1 ft (block by J. Harden),,95-108,,
5:35.0,,,95-108,,Defensive rebound by P. Beverley
5:30.0,,,95-108,,Turnover by J. Smith (bad pass; steal by W. Matthews)
5:20.0,W. Matthews misses 2-pt shot from 2 ft,,95-108,,
5:19.0,,,95-108,,Defensive rebound by J. Harden
5:13.0,,,95-108,,T. Lawson misses 3-pt shot from 23 ft
5:12.0,,,95-108,,Offensive rebound by Team
5:12.0,Loose ball foul by R. Felton (drawn by J. Smith),,95-108,,
5:12.0,,,95-108,,Houston full timeout
4:53.0,,,95-108,,J. Harden misses 3-pt shot from 25 ft
4:52.0,Defensive rebound by R. Felton,,95-108,,
4:39.0,W. Matthews misses 2-pt shot from 21 ft,,95-108,,
4:39.0,,,95-108,,Defensive rebound by J. Harden
4:32.0,,,95-110,2,T. Lawson makes 2-pt shot from 2 ft (assist by J. Harden)
4:21.0,D. Williams misses 2-pt shot from 10 ft,,95-110,,
4:19.0,,,95-110,,Defensive rebound by P. Beverley
4:16.0,,,95-112,2,T. Ariza makes 2-pt shot at rim (assist by P. Beverley)
4:16.0,Dallas full timeout,,95-112,,
4:03.0,D. Williams misses 3-pt shot from 24 ft,,95-112,,
4:03.0,,,95-112,,Defensive rebound by Team
4:03.0,Loose ball foul by C. Parsons (drawn by T. Ariza),,95-112,,
3:48.0,,,95-112,,P. Beverley misses 3-pt shot from 24 ft
3:47.0,Defensive rebound by S. Mejri,,95-112,,
3:41.0,C. Parsons makes 3-pt shot from 24 ft,3,98-112,,
3:11.0,,,98-112,,Shooting foul by D. Williams (drawn by T. Ariza)
3:11.0,,,98-112,,T. Ariza misses free throw 1 of 2
3:11.0,,,98-112,,Offensive rebound by Team
3:11.0,C. Villanueva enters the game for C. Parsons,,98-112,,
3:11.0,J. Barea enters the game for D. Williams,,98-112,,
3:11.0,J. Anderson enters the game for W. Matthews,,98-112,,
3:11.0,D. Powell enters the game for S. Mejri,,98-112,,
3:11.0,,,98-113,1,T. Ariza makes free throw 2 of 2
