time,New Orleans,pts.away,score,pts.home,San Antonio
11:03.0,,,29-32,,M. Ginobili misses 3-pt shot from 24 ft
11:02.0,Defensive rebound by R. Anderson,,29-32,,
10:49.0,B. Dejean-Jones makes 2-pt shot from 18 ft,2,31-32,,
10:27.0,,,31-35,3,P. Mills makes 3-pt shot from 23 ft (assist by K. Anderson)
10:11.0,J. Holiday makes 2-pt shot from 13 ft,2,33-35,,
10:01.0,,,33-37,2,D. Green makes 2-pt shot at rim (assist by P. Mills)
9:44.0,Shooting foul by K. Anderson (drawn by J. Holiday),,33-37,,
9:44.0,J. Holiday makes free throw 1 of 2,1,34-37,,
9:44.0,J. Holiday makes free throw 2 of 2,1,35-37,,
9:33.0,Personal foul by T. Douglas (drawn by P. Mills),,35-37,,
9:33.0,,,35-37,,B. Diaw enters the game for D. West
9:22.0,,,35-37,,D. Green misses 2-pt shot from 1 ft
9:21.0,Defensive rebound by O. Asik,,35-37,,
9:11.0,B. Dejean-Jones misses 2-pt shot from 1 ft,,35-37,,
9:10.0,,,35-37,,Defensive rebound by M. Ginobili
9:01.0,,,35-37,,B. Diaw misses 2-pt shot from 4 ft
9:00.0,Defensive rebound by B. Dejean-Jones,,35-37,,
8:52.0,R. Anderson misses 3-pt shot from 25 ft,,35-37,,
8:49.0,,,35-37,,Defensive rebound by D. Green
8:47.0,,,35-37,,San Antonio full timeout
8:47.0,,,35-37,,K. Leonard enters the game for M. Ginobili
8:35.0,,,35-39,2,K. Leonard makes 2-pt shot from 1 ft (assist by K. Anderson)
8:22.0,J. Holiday makes 2-pt shot from 11 ft,2,37-39,,
8:06.0,,,37-39,,P. Mills misses 2-pt shot from 3 ft
8:05.0,Defensive rebound by R. Anderson,,37-39,,
7:47.0,R. Anderson misses 2-pt shot from 19 ft,,37-39,,
7:45.0,,,37-39,,Defensive rebound by D. Green
7:37.0,,,37-39,,B. Diaw misses 2-pt shot at rim
7:36.0,Defensive rebound by O. Asik,,37-39,,
7:26.0,T. Douglas misses 3-pt shot from 24 ft,,37-39,,
7:25.0,,,37-39,,Defensive rebound by K. Leonard
7:23.0,Personal foul by B. Dejean-Jones (drawn by K. Leonard),,37-39,,
7:23.0,,,37-39,,L. Aldridge enters the game for K. Anderson
7:23.0,A. Davis enters the game for O. Asik,,37-39,,
7:09.0,,,37-39,,K. Leonard misses 2-pt shot from 13 ft
7:09.0,Defensive rebound by A. Davis,,37-39,,
7:09.0,,,37-39,,Loose ball foul by D. Green (drawn by A. Davis)
7:09.0,,,37-39,,T. Parker enters the game for P. Mills
6:58.0,B. Dejean-Jones misses 3-pt shot from 23 ft,,37-39,,
6:58.0,,,37-39,,Defensive rebound by Team
6:45.0,Personal foul by B. Dejean-Jones (drawn by K. Leonard),,37-39,,
6:45.0,A. Gee enters the game for B. Dejean-Jones,,37-39,,
6:36.0,,,37-39,,Turnover by D. Green (lost ball; steal by T. Douglas)
6:32.0,Turnover by A. Davis (offensive goaltending),,37-39,,
6:21.0,,,37-41,2,L. Aldridge makes 2-pt shot from 19 ft (assist by T. Parker)
5:53.0,A. Davis misses 2-pt shot from 13 ft,,37-41,,
5:51.0,,,37-41,,Defensive rebound by K. Leonard
5:40.0,,,37-43,2,K. Leonard makes 2-pt shot at rim (assist by D. Green)
5:21.0,R. Anderson misses 3-pt shot from 24 ft,,37-43,,
5:21.0,,,37-43,,Defensive rebound by B. Diaw
5:08.0,,,37-43,,L. Aldridge misses 2-pt shot from 14 ft
5:06.0,Defensive rebound by R. Anderson,,37-43,,
4:55.0,J. Holiday makes 2-pt shot from 1 ft (assist by A. Davis),2,39-43,,
4:37.0,Official timeout,,39-43,,
4:37.0,N. Cole enters the game for T. Douglas,,39-43,,
4:37.0,B. Dejean-Jones enters the game for J. Holiday,,39-43,,
4:37.0,,,39-43,,K. Anderson enters the game for B. Diaw
4:25.0,,,39-43,,K. Anderson misses 2-pt shot from 16 ft
4:24.0,Defensive rebound by A. Davis,,39-43,,
4:02.0,B. Dejean-Jones misses 3-pt shot from 24 ft,,39-43,,
4:01.0,,,39-43,,Defensive rebound by D. Green
3:53.0,,,39-43,,D. Green misses 3-pt shot from 24 ft
3:52.0,,,39-43,,Offensive rebound by Team
3:52.0,,,39-43,,M. Ginobili enters the game for D. Green
3:38.0,,,39-43,,K. Anderson misses 2-pt shot from 8 ft
3:38.0,Defensive rebound by N. Cole,,39-43,,
3:13.0,Turnover by Team (shot clock),,39-43,,
3:01.0,,,39-43,,Shooting foul by N. Cole (drawn by L. Aldridge)
3:01.0,,,39-44,1,L. Aldridge makes free throw 1 of 2
3:01.0,,,39-45,1,L. Aldridge makes free throw 2 of 2
2:51.0,B. Dejean-Jones misses 3-pt shot from 24 ft,,39-45,,
2:50.0,,,39-45,,Defensive rebound by L. Aldridge
2:39.0,,,39-45,,M. Ginobili misses 2-pt shot from 2 ft
2:38.0,Defensive rebound by A. Davis,,39-45,,
2:31.0,N. Cole misses 2-pt shot from 21 ft,,39-45,,
2:30.0,Offensive rebound by R. Anderson,,39-45,,
2:29.0,,,39-45,,Personal foul by T. Parker (drawn by R. Anderson)
2:29.0,New Orleans full timeout,,39-45,,
2:22.0,Turnover by B. Dejean-Jones (lost ball),,39-45,,
2:11.0,,,39-47,2,L. Aldridge makes 2-pt shot at rim (assist by M. Ginobili)
1:55.0,A. Davis makes 2-pt shot from 10 ft,2,41-47,,
1:43.0,,,41-47,,Shooting foul by A. Gee (drawn by K. Leonard)
1:43.0,,,41-48,1,K. Leonard makes free throw 1 of 2
1:43.0,,,41-49,1,K. Leonard makes free throw 2 of 2
1:28.0,A. Davis makes 2-pt shot from 6 ft (assist by N. Cole),2,43-49,,
1:02.0,,,43-51,2,L. Aldridge makes 2-pt shot at rim (assist by M. Ginobili)
0:52.0,N. Cole makes 2-pt shot from 16 ft,2,45-51,,
0:37.0,,,45-51,,Turnover by M. Ginobili (bad pass; steal by A. Davis)
0:31.0,A. Gee misses 2-pt shot from 8 ft (block by K. Leonard),,45-51,,
0:31.0,Offensive rebound by Team,,45-51,,
0:31.0,,,45-51,,D. West enters the game for L. Aldridge
0:31.0,Turnover by A. Gee (bad pass),,45-51,,
0:31.0,,,45-51,,D. Green enters the game for K. Anderson
0:31.0,,,45-51,,P. Mills enters the game for T. Parker
0:13.0,Personal foul by B. Dejean-Jones (drawn by D. West),,45-51,,
0:13.0,,,45-52,1,D. West makes free throw 1 of 2
0:13.0,,,45-52,,T. Parker enters the game for P. Mills
0:13.0,T. Douglas enters the game for B. Dejean-Jones,,45-52,,
0:13.0,,,45-53,1,D. West makes free throw 2 of 2
0:06.0,,,45-53,,Personal take foul by T. Parker (drawn by N. Cole)
0:00.0,R. Anderson misses 2-pt shot from 19 ft,,45-53,,
0:00.0,Offensive rebound by T. Douglas,,45-53,,
0:00.0,T. Douglas misses 2-pt shot from 1 ft,,45-53,,
0:00.0,Offensive rebound by Team,,45-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,A. Davis misses 2-pt shot from 18 ft (block by D. West),,45-53,,
11:36.0,Offensive rebound by Team,,45-53,,
11:36.0,Turnover by Team (shot clock),,45-53,,
11:26.0,Personal foul by A. Gee (drawn by K. Leonard),,45-53,,
11:19.0,,,45-55,2,K. Leonard makes 2-pt shot from 15 ft (assist by D. West)
11:06.0,N. Cole misses 2-pt shot from 18 ft,,45-55,,
11:05.0,Offensive rebound by O. Asik,,45-55,,
11:02.0,A. Davis misses 2-pt shot from 9 ft,,45-55,,
11:01.0,,,45-55,,Defensive rebound by D. Green
10:50.0,,,45-58,3,D. Green makes 3-pt shot from 24 ft (assist by D. West)
10:48.0,New Orleans full timeout,,45-58,,
10:48.0,D. Cunningham enters the game for A. Gee,,45-58,,
10:32.0,Turnover by A. Davis (lost ball; steal by K. Leonard),,45-58,,
10:25.0,,,45-60,2,K. Leonard makes 2-pt shot from 7 ft
10:14.0,A. Davis makes 2-pt shot from 7 ft (assist by N. Cole),2,47-60,,
9:59.0,,,47-62,2,L. Aldridge makes 2-pt shot from 20 ft (assist by T. Parker)
9:33.0,O. Asik makes 2-pt shot from 1 ft (assist by B. Dejean-Jones),2,49-62,,
9:33.0,Shooting foul by D. West (drawn by O. Asik),,49-62,,
9:33.0,O. Asik misses free throw 1 of 1,,49-62,,
9:32.0,,,49-62,,Defensive rebound by L. Aldridge
9:21.0,,,49-62,,L. Aldridge misses 2-pt shot from 14 ft
9:20.0,Defensive rebound by N. Cole,,49-62,,
9:05.0,A. Davis misses 2-pt shot from 14 ft,,49-62,,
9:04.0,Offensive rebound by O. Asik,,49-62,,
8:52.0,A. Davis misses 2-pt shot from 1 ft,,49-62,,
8:51.0,Offensive rebound by A. Davis,,49-62,,
8:51.0,A. Davis makes 2-pt shot from 1 ft,2,51-62,,
8:34.0,,,51-62,,Turnover by T. Parker (bad pass; steal by N. Cole)
8:29.0,D. Cunningham makes 2-pt shot at rim (assist by N. Cole),2,53-62,,
8:18.0,,,53-62,,K. Leonard misses 2-pt shot from 8 ft
8:17.0,Defensive rebound by O. Asik,,53-62,,
8:07.0,N. Cole makes 2-pt shot from 8 ft,2,55-62,,
8:07.0,,,55-62,,San Antonio full timeout
7:53.0,,,55-62,,L. Aldridge misses 2-pt shot from 4 ft (block by A. Davis)
7:52.0,,,55-62,,Offensive rebound by L. Aldridge
7:51.0,,,55-62,,Turnover by L. Aldridge (lost ball)
7:40.0,O. Asik makes 2-pt shot from 1 ft (assist by N. Cole),2,57-62,,
7:26.0,,,57-64,2,D. West makes 2-pt shot from 19 ft (assist by T. Parker)
7:26.0,,,57-64,,Technical foul by Team
7:26.0,A. Davis makes technical free throw,1,58-64,,
7:16.0,N. Cole makes 2-pt shot from 7 ft,2,60-64,,
7:00.0,,,60-66,2,L. Aldridge makes 2-pt shot from 1 ft (assist by T. Parker)
6:44.0,Turnover by O. Asik (lost ball; steal by L. Aldridge),,60-66,,
6:34.0,,,60-66,,D. West misses 2-pt shot from 16 ft
6:32.0,Defensive rebound by B. Dejean-Jones,,60-66,,
6:19.0,A. Davis misses 2-pt shot from 17 ft,,60-66,,
6:18.0,,,60-66,,Defensive rebound by T. Parker
6:10.0,,,60-68,2,L. Aldridge makes 2-pt shot from 3 ft (assist by T. Parker)
5:50.0,N. Cole makes 2-pt shot from 15 ft,2,62-68,,
5:38.0,,,62-68,,L. Aldridge misses 2-pt shot from 4 ft (block by A. Davis)
5:37.0,Defensive rebound by N. Cole,,62-68,,
5:31.0,B. Dejean-Jones makes 3-pt shot from 25 ft (assist by N. Cole),3,65-68,,
5:12.0,,,65-68,,K. Leonard misses 2-pt shot from 3 ft
5:11.0,Defensive rebound by O. Asik,,65-68,,
5:06.0,N. Cole misses 2-pt shot from 1 ft (block by D. Green),,65-68,,
5:06.0,Offensive rebound by Team,,65-68,,
5:06.0,,,65-68,,P. Mills enters the game for T. Parker
5:06.0,,,65-68,,M. Ginobili enters the game for D. Green
5:06.0,J. Holiday enters the game for B. Dejean-Jones,,65-68,,
5:06.0,R. Anderson enters the game for O. Asik,,65-68,,
5:06.0,,,65-68,,K. Anderson enters the game for D. West
4:55.0,R. Anderson makes 2-pt shot from 2 ft (assist by A. Davis),2,67-68,,
4:35.0,,,67-68,,Turnover by K. Leonard (offensive foul)
4:35.0,,,67-68,,Offensive foul by K. Leonard
4:26.0,Turnover by N. Cole (bad pass),,67-68,,
4:26.0,Loose ball foul by N. Cole (drawn by M. Ginobili),,67-68,,
4:13.0,,,67-68,,M. Ginobili misses 2-pt shot from 1 ft (block by A. Davis)
4:12.0,Defensive rebound by A. Davis,,67-68,,
4:05.0,Turnover by J. Holiday (bad pass),,67-68,,
3:56.0,,,67-68,,Turnover by K. Anderson (bad pass; steal by A. Davis)
3:39.0,Shooting foul by P. Mills (drawn by A. Davis),,67-68,,
3:39.0,A. Davis makes free throw 1 of 2,1,68-68,,
3:39.0,A. Davis makes free throw 2 of 2,1,69-68,,
3:24.0,,,69-70,2,L. Aldridge makes 2-pt shot from 2 ft (assist by K. Anderson)
3:04.0,J. Holiday makes 2-pt shot from 5 ft,2,71-70,,
2:54.0,,,71-73,3,K. Leonard makes 3-pt shot from 24 ft (assist by P. Mills)
2:43.0,A. Davis makes 2-pt shot from 1 ft (assist by J. Holiday),2,73-73,,
2:38.0,,,73-73,,Turnover by K. Anderson (bad pass; steal by A. Davis)
2:35.0,Turnover by A. Davis (lost ball; steal by P. Mills),,73-73,,
2:32.0,Personal foul by J. Holiday (drawn by L. Aldridge),,73-73,,
2:25.0,,,73-75,2,L. Aldridge makes 2-pt shot at rim (assist by P. Mills)
2:18.0,Offensive charge foul by J. Holiday,,73-75,,
2:18.0,Turnover by J. Holiday (offensive foul),,73-75,,
2:18.0,,,73-75,,D. Green enters the game for K. Leonard
2:18.0,A. Ajinca enters the game for A. Davis,,73-75,,
2:18.0,,,73-75,,D. West enters the game for L. Aldridge
2:01.0,,,73-75,,Turnover by M. Ginobili (bad pass; steal by J. Holiday)
1:42.0,R. Anderson makes 2-pt shot from 14 ft (assist by J. Holiday),2,75-75,,
1:21.0,,,75-77,2,D. West makes 2-pt shot from 1 ft (assist by M. Ginobili)
1:06.0,N. Cole misses 2-pt shot from 8 ft,,75-77,,
1:05.0,,,75-77,,Defensive rebound by Team
1:05.0,Loose ball foul by A. Ajinca (drawn by D. West),,75-77,,
0:55.0,,,75-80,3,D. Green makes 3-pt shot from 22 ft (assist by D. West)
0:46.0,Shooting foul by M. Ginobili (drawn by R. Anderson),,75-80,,
0:46.0,R. Anderson makes free throw 1 of 2,1,76-80,,
0:46.0,R. Anderson makes free throw 2 of 2,1,77-80,,
0:30.0,,,77-83,3,M. Ginobili makes 3-pt shot from 24 ft
0:10.0,A. Ajinca makes 2-pt shot from 1 ft (assist by J. Holiday),2,79-83,,
0:01.0,,,79-83,,M. Ginobili misses 2-pt shot from 21 ft
0:01.0,,,79-83,,Offensive rebound by K. Anderson
0:00.0,,,79-83,,K. Anderson misses 2-pt shot from 14 ft
0:00.0,,,79-83,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,79-83,,D. Green misses 3-pt shot from 23 ft
11:44.0,Defensive rebound by R. Anderson,,79-83,,
11:29.0,J. Holiday makes 2-pt shot from 15 ft,2,81-83,,
11:19.0,,,81-86,3,P. Mills makes 3-pt shot from 24 ft
11:01.0,Turnover by A. Ajinca (lost ball; steal by M. Ginobili),,81-86,,
10:41.0,,,81-86,,M. Ginobili misses 2-pt shot from 1 ft
10:40.0,Defensive rebound by R. Anderson,,81-86,,
10:37.0,Turnover by J. Holiday (dbl dribble),,81-86,,
10:33.0,Personal block foul by R. Anderson (drawn by P. Mills),,81-86,,
10:23.0,Personal foul by A. Ajinca (drawn by M. Ginobili),,81-86,,
10:15.0,,,81-86,,D. West misses 2-pt shot at rim
10:13.0,Defensive rebound by R. Anderson,,81-86,,
10:02.0,T. Douglas makes 3-pt shot from 24 ft (assist by D. Cunningham),3,84-86,,
9:41.0,,,84-86,,Turnover by M. Ginobili (bad pass; steal by J. Holiday)
9:35.0,T. Douglas misses 3-pt shot from 25 ft,,84-86,,
9:34.0,,,84-86,,Defensive rebound by K. Anderson
9:19.0,,,84-88,2,D. West makes 2-pt shot from 4 ft (assist by M. Ginobili)
9:08.0,,,84-88,,Personal foul by D. Green (drawn by R. Anderson)
9:08.0,,,84-88,,K. Leonard enters the game for M. Ginobili
9:01.0,J. Holiday misses 2-pt shot from 6 ft (block by D. West),,84-88,,
8:59.0,,,84-88,,Defensive rebound by K. Leonard
8:51.0,,,84-90,2,K. Leonard makes 2-pt shot from 14 ft
8:38.0,A. Ajinca makes 2-pt shot from 18 ft (assist by T. Douglas),2,86-90,,
8:21.0,,,86-90,,D. Green misses 3-pt shot from 24 ft
8:20.0,Defensive rebound by A. Ajinca,,86-90,,
8:08.0,Official timeout,,86-90,,
8:08.0,,,86-90,,L. Aldridge enters the game for D. West
8:08.0,,,86-90,,T. Parker enters the game for K. Anderson
8:08.0,A. Davis enters the game for A. Ajinca,,86-90,,
7:58.0,J. Holiday misses 2-pt shot from 18 ft,,86-90,,
7:57.0,Offensive rebound by R. Anderson,,86-90,,
7:47.0,A. Davis misses 3-pt shot from 23 ft,,86-90,,
7:47.0,,,86-90,,Defensive rebound by T. Parker
7:39.0,,,86-90,,K. Leonard misses 3-pt shot from 25 ft
7:38.0,Defensive rebound by T. Douglas,,86-90,,
7:18.0,D. Cunningham misses 3-pt shot from 25 ft,,86-90,,
7:17.0,,,86-90,,Defensive rebound by P. Mills
7:00.0,,,86-92,2,L. Aldridge makes 2-pt shot from 17 ft (assist by K. Leonard)
6:39.0,R. Anderson makes 2-pt shot from 18 ft,2,88-92,,
6:23.0,,,88-92,,L. Aldridge misses 2-pt shot from 15 ft
6:22.0,Defensive rebound by J. Holiday,,88-92,,
6:07.0,J. Holiday misses 2-pt shot from 3 ft,,88-92,,
6:06.0,Offensive rebound by A. Davis,,88-92,,
6:06.0,A. Davis misses 2-pt shot from 2 ft (block by L. Aldridge),,88-92,,
6:05.0,Offensive rebound by J. Holiday,,88-92,,
6:02.0,J. Holiday misses 2-pt shot from 2 ft,,88-92,,
6:00.0,,,88-92,,Defensive rebound by D. Green
5:50.0,,,88-94,2,K. Leonard makes 2-pt shot from 3 ft (assist by T. Parker)
5:27.0,J. Holiday misses 2-pt shot from 4 ft,,88-94,,
5:26.0,,,88-94,,Defensive rebound by D. Green
5:18.0,,,88-94,,Shooting foul by D. Cunningham (drawn by L. Aldridge)
5:18.0,,,88-94,,San Antonio full timeout
5:18.0,N. Cole enters the game for R. Anderson,,88-94,,
5:18.0,,,88-95,1,L. Aldridge makes free throw 1 of 2
5:18.0,,,88-96,1,L. Aldridge makes free throw 2 of 2
5:08.0,Shooting foul by L. Aldridge (drawn by A. Davis),,88-96,,
5:08.0,A. Davis makes free throw 1 of 2,1,89-96,,
5:08.0,A. Davis misses free throw 2 of 2,,89-96,,
5:07.0,,,89-96,,Defensive rebound by K. Leonard
4:51.0,,,89-96,,K. Leonard misses 2-pt shot from 3 ft
4:49.0,,,89-96,,Offensive rebound by L. Aldridge
4:49.0,,,89-98,2,L. Aldridge makes 2-pt shot at rim
4:37.0,N. Cole misses 3-pt shot from 25 ft,,89-98,,
4:36.0,,,89-98,,Defensive rebound by L. Aldridge
4:24.0,,,89-100,2,K. Leonard makes 2-pt shot from 7 ft
3:57.0,D. Cunningham makes 2-pt shot from 3 ft (assist by N. Cole),2,91-100,,
3:42.0,,,91-100,,Shooting foul by T. Douglas (drawn by L. Aldridge)
3:42.0,,,91-101,1,L. Aldridge makes free throw 1 of 2
3:42.0,,,91-101,,M. Ginobili enters the game for P. Mills
3:42.0,,,91-102,1,L. Aldridge makes free throw 2 of 2
3:30.0,Turnover by A. Davis (lost ball; steal by D. Green),,91-102,,
3:18.0,,,91-102,,Shooting foul by D. Cunningham (drawn by L. Aldridge)
3:18.0,,,91-103,1,L. Aldridge makes free throw 1 of 2
3:18.0,R. Anderson enters the game for D. Cunningham,,91-103,,
3:18.0,,,91-104,1,L. Aldridge makes free throw 2 of 2
3:02.0,R. Anderson makes 2-pt shot from 13 ft (assist by J. Holiday),2,93-104,,
2:46.0,,,93-104,,D. Green misses 3-pt shot from 25 ft
2:45.0,Defensive rebound by R. Anderson,,93-104,,
2:26.0,Offensive foul by R. Anderson,,93-104,,
2:26.0,Turnover by R. Anderson (offensive foul),,93-104,,
2:26.0,New Orleans full timeout,,93-104,,
2:26.0,,,93-104,,P. Mills enters the game for M. Ginobili
2:10.0,,,93-104,,Shooting foul by A. Davis (drawn by L. Aldridge)
2:10.0,,,93-105,1,L. Aldridge makes free throw 1 of 2
2:10.0,,,93-106,1,L. Aldridge makes free throw 2 of 2
1:48.0,A. Davis misses 2-pt shot from 9 ft,,93-106,,
1:47.0,,,93-106,,Defensive rebound by P. Mills
1:31.0,,,93-106,,Turnover by T. Parker (bad pass; steal by T. Douglas)
1:24.0,J. Holiday misses 3-pt shot from 25 ft,,93-106,,
1:22.0,Offensive rebound by J. Holiday,,93-106,,
1:21.0,J. Holiday misses 3-pt shot from 26 ft,,93-106,,
