time,New Orleans,pts.away,score,pts.home,Charlotte
3:35.0,,,18-27,,Defensive rebound by M. Williams
3:28.0,,,18-30,3,K. Walker makes 3-pt shot from 24 ft (assist by J. Lamb)
3:14.0,A. Davis misses 2-pt shot from 15 ft,,18-30,,
3:12.0,Offensive rebound by Team,,18-30,,
3:12.0,,,18-30,,F. Kaminsky enters the game for M. Williams
3:03.0,A. Davis makes 2-pt shot from 1 ft (assist by R. Anderson),2,20-30,,
2:48.0,,,20-30,,Shooting foul by T. Douglas (drawn by K. Walker)
2:48.0,,,20-30,,Charlotte full timeout
2:48.0,A. Gee enters the game for D. Cunningham,,20-30,,
2:48.0,,,20-31,1,K. Walker makes free throw 1 of 2
2:48.0,,,20-31,,K. Walker misses free throw 2 of 2
2:47.0,Defensive rebound by A. Davis,,20-31,,
2:27.0,J. Holiday misses 2-pt shot from 1 ft,,20-31,,
2:26.0,Offensive rebound by A. Gee,,20-31,,
2:26.0,A. Gee makes 2-pt shot from 1 ft,2,22-31,,
2:19.0,Personal foul by J. Holiday,,22-31,,
2:19.0,O. Johnson enters the game for J. Holiday,,22-31,,
2:09.0,,,22-31,,F. Kaminsky misses 2-pt shot at rim (block by A. Davis)
2:09.0,,,22-31,,Offensive rebound by Team
2:06.0,,,22-33,2,F. Kaminsky makes 2-pt shot from 19 ft (assist by J. Lamb)
1:51.0,T. Douglas misses 2-pt shot from 21 ft,,22-33,,
1:50.0,Offensive rebound by T. Douglas,,22-33,,
1:40.0,O. Johnson makes 2-pt shot from 1 ft (assist by T. Douglas),2,24-33,,
1:33.0,,,24-33,,Charlotte full timeout
1:24.0,,,24-36,3,F. Kaminsky makes 3-pt shot from 25 ft (assist by K. Walker)
1:10.0,T. Douglas makes 2-pt shot from 18 ft,2,26-36,,
0:56.0,,,26-39,3,K. Walker makes 3-pt shot from 28 ft
0:47.0,A. Davis misses 3-pt shot from 25 ft,,26-39,,
0:46.0,,,26-39,,Defensive rebound by K. Walker
0:36.0,,,26-39,,K. Walker misses 2-pt shot from 17 ft
0:33.0,Defensive rebound by A. Davis,,26-39,,
0:28.0,Shooting foul by A. Jefferson (drawn by A. Davis),,26-39,,
0:28.0,A. Davis makes free throw 1 of 2,1,27-39,,
0:28.0,A. Davis makes free throw 2 of 2,1,28-39,,
0:03.0,,,28-39,,J. Lin misses 3-pt shot from 23 ft
0:02.0,Defensive rebound by R. Anderson,,28-39,,
0:00.0,R. Anderson misses 3-pt shot from 59 ft,,28-39,,
0:00.0,Offensive rebound by Team,,28-39,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,,,28-39,,F. Kaminsky misses 2-pt shot from 2 ft
11:35.0,Defensive rebound by R. Anderson,,28-39,,
11:21.0,O. Johnson misses 2-pt shot from 1 ft (block by A. Jefferson),,28-39,,
11:19.0,,,28-39,,Defensive rebound by A. Jefferson
11:05.0,,,28-41,2,F. Kaminsky makes 2-pt shot from 1 ft (assist by N. Batum)
10:54.0,A. Davis misses 2-pt shot from 20 ft,,28-41,,
10:51.0,,,28-41,,Defensive rebound by F. Kaminsky
10:37.0,,,28-43,2,A. Jefferson makes 2-pt shot from 7 ft
10:26.0,Shooting foul by J. Lamb (drawn by A. Davis),,28-43,,
10:26.0,A. Davis makes free throw 1 of 2,1,29-43,,
10:26.0,A. Davis makes free throw 2 of 2,1,30-43,,
10:09.0,,,30-43,,Shooting foul by A. Davis (drawn by A. Jefferson)
10:09.0,,,30-44,1,A. Jefferson makes free throw 1 of 2
10:09.0,K. Perkins enters the game for A. Davis,,30-44,,
10:09.0,,,30-45,1,A. Jefferson makes free throw 2 of 2
10:00.0,Turnover by T. Douglas (lost ball; steal by F. Kaminsky),,30-45,,
9:55.0,,,30-45,,J. Lamb misses 2-pt shot from 1 ft
9:55.0,,,30-45,,Offensive rebound by Team
9:51.0,,,30-47,2,J. Lamb makes 2-pt shot from 10 ft
9:42.0,,,30-47,,Def 3 sec tech foul by A. Jefferson
9:42.0,R. Anderson makes technical free throw,1,31-47,,
9:31.0,Shooting foul by A. Jefferson (drawn by R. Anderson),,31-47,,
9:31.0,R. Anderson makes free throw 1 of 2,1,32-47,,
9:31.0,,,32-47,,C. Zeller enters the game for A. Jefferson
9:31.0,R. Anderson makes free throw 2 of 2,1,33-47,,
9:17.0,,,33-47,,J. Lin misses 3-pt shot from 22 ft
9:15.0,Defensive rebound by A. Gee,,33-47,,
9:08.0,T. Douglas misses 3-pt shot from 27 ft,,33-47,,
9:07.0,,,33-47,,Defensive rebound by C. Zeller
8:58.0,,,33-47,,Turnover by J. Lamb (lost ball; steal by A. Gee)
8:52.0,T. Douglas makes 2-pt shot from 1 ft (assist by A. Gee),2,35-47,,
8:45.0,,,35-47,,Shooting foul by K. Perkins (drawn by C. Zeller)
8:45.0,Official timeout,,35-47,,
8:45.0,,,35-47,,C. Zeller misses free throw 1 of 2
8:45.0,,,35-47,,Offensive rebound by Team
8:45.0,,,35-48,1,C. Zeller makes free throw 2 of 2
8:30.0,R. Anderson misses 2-pt shot from 18 ft,,35-48,,
8:27.0,Offensive rebound by K. Perkins,,35-48,,
8:14.0,T. Douglas misses 3-pt shot from 23 ft,,35-48,,
8:12.0,,,35-48,,Defensive rebound by C. Zeller
7:56.0,,,35-50,2,J. Lin makes 2-pt shot from 6 ft
7:50.0,Shooting foul by J. Lamb (drawn by O. Johnson),,35-50,,
7:50.0,O. Johnson makes free throw 1 of 2,1,36-50,,
7:50.0,O. Johnson misses free throw 2 of 2,,36-50,,
7:48.0,,,36-50,,Defensive rebound by N. Batum
7:34.0,,,36-50,,Shooting foul by R. Anderson (drawn by J. Lin)
7:34.0,,,36-51,1,J. Lin makes free throw 1 of 2
7:34.0,,,36-51,,C. Lee enters the game for J. Lamb
7:34.0,,,36-52,1,J. Lin makes free throw 2 of 2
7:11.0,T. Douglas misses 2-pt shot from 10 ft,,36-52,,
7:09.0,Offensive rebound by K. Perkins,,36-52,,
7:09.0,K. Perkins makes 2-pt shot from 1 ft,2,38-52,,
6:50.0,,,38-52,,F. Kaminsky misses 2-pt shot from 1 ft
6:49.0,Defensive rebound by O. Johnson,,38-52,,
6:29.0,R. Anderson misses 2-pt shot from 1 ft (block by F. Kaminsky),,38-52,,
6:27.0,,,38-52,,Defensive rebound by F. Kaminsky
6:19.0,,,38-55,3,C. Lee makes 3-pt shot from 23 ft (assist by F. Kaminsky)
6:07.0,T. Douglas makes 3-pt shot from 25 ft,3,41-55,,
5:56.0,,,41-55,,J. Lin misses 3-pt shot from 25 ft
5:54.0,Defensive rebound by K. Perkins,,41-55,,
5:44.0,O. Johnson misses 3-pt shot from 27 ft,,41-55,,
5:43.0,,,41-55,,Defensive rebound by C. Zeller
5:32.0,,,41-55,,C. Zeller misses 2-pt shot from 1 ft (block by K. Perkins)
5:30.0,Defensive rebound by K. Perkins,,41-55,,
5:29.0,A. Gee makes 2-pt shot from 1 ft (assist by K. Perkins),2,43-55,,
5:29.0,,,43-55,,Charlotte full timeout
5:29.0,,,43-55,,M. Williams enters the game for J. Lin
5:29.0,,,43-55,,K. Walker enters the game for F. Kaminsky
5:29.0,A. Davis enters the game for O. Johnson,,43-55,,
5:29.0,J. Holiday enters the game for K. Perkins,,43-55,,
5:14.0,,,43-57,2,C. Lee makes 2-pt shot from 1 ft
5:01.0,R. Anderson misses 3-pt shot from 25 ft,,43-57,,
5:00.0,,,43-57,,Defensive rebound by K. Walker
4:53.0,,,43-57,,Turnover by N. Batum (lost ball)
4:43.0,A. Davis misses 2-pt shot from 17 ft,,43-57,,
4:42.0,,,43-57,,Defensive rebound by C. Lee
4:26.0,,,43-57,,N. Batum misses 3-pt shot from 25 ft
4:24.0,Defensive rebound by A. Gee,,43-57,,
4:12.0,J. Holiday makes 2-pt shot from 13 ft (assist by A. Gee),2,45-57,,
4:00.0,Violation by A. Davis (kicked ball),,45-57,,
3:56.0,,,45-60,3,N. Batum makes 3-pt shot from 25 ft (assist by M. Williams)
3:41.0,J. Holiday makes 3-pt shot from 24 ft (assist by A. Davis),3,48-60,,
3:22.0,,,48-60,,Turnover by C. Zeller (offensive goaltending)
3:18.0,D. Cunningham enters the game for A. Gee,,48-60,,
3:12.0,J. Holiday misses 2-pt shot at rim (block by C. Zeller),,48-60,,
3:09.0,Offensive rebound by A. Davis,,48-60,,
3:00.0,Turnover by A. Davis (lost ball; steal by K. Walker),,48-60,,
2:57.0,,,48-60,,Shooting foul by R. Anderson (drawn by K. Walker)
2:57.0,New Orleans full timeout,,48-60,,
2:57.0,,,48-61,1,K. Walker makes free throw 1 of 2
2:57.0,,,48-62,1,K. Walker makes free throw 2 of 2
2:48.0,J. Holiday misses 2-pt shot from 13 ft,,48-62,,
2:47.0,,,48-62,,Defensive rebound by K. Walker
2:34.0,,,48-62,,Shooting foul by T. Douglas (drawn by M. Williams)
2:34.0,,,48-63,1,M. Williams makes free throw 1 of 2
2:34.0,,,48-64,1,M. Williams makes free throw 2 of 2
2:25.0,R. Anderson misses 3-pt shot from 25 ft,,48-64,,
2:23.0,,,48-64,,Defensive rebound by K. Walker
2:15.0,,,48-64,,K. Walker misses 3-pt shot from 25 ft
2:14.0,Defensive rebound by J. Holiday,,48-64,,
2:01.0,T. Douglas makes 2-pt shot from 17 ft (assist by A. Davis),2,50-64,,
2:01.0,Shooting foul by K. Walker (drawn by T. Douglas),,50-64,,
2:01.0,T. Douglas makes free throw 1 of 1,1,51-64,,
1:47.0,,,51-66,2,C. Zeller makes 2-pt shot at rim (assist by K. Walker)
1:40.0,A. Davis makes 2-pt shot at rim,2,53-66,,
1:40.0,Shooting foul by C. Zeller (drawn by A. Davis),,53-66,,
1:40.0,A. Davis makes free throw 1 of 1,1,54-66,,
1:27.0,,,54-68,2,N. Batum makes 2-pt shot from 18 ft (assist by M. Williams)
1:07.0,D. Cunningham misses 2-pt shot from 1 ft,,54-68,,
1:06.0,,,54-68,,Defensive rebound by C. Lee
0:59.0,Personal foul by D. Cunningham,,54-68,,
0:59.0,,,54-68,,C. Zeller misses free throw 1 of 2
0:59.0,,,54-68,,Offensive rebound by Team
0:59.0,,,54-69,1,C. Zeller makes free throw 2 of 2
0:46.0,D. Cunningham misses 3-pt shot from 23 ft,,54-69,,
0:45.0,,,54-69,,Defensive rebound by C. Zeller
0:39.0,,,54-71,2,K. Walker makes 2-pt shot from 1 ft
0:39.0,,,54-71,,Technical foul by Team
0:39.0,A. Davis makes technical free throw,1,55-71,,
0:31.0,A. Davis makes 2-pt shot at rim (assist by J. Holiday),2,57-71,,
0:14.0,,,57-71,,N. Batum misses 2-pt shot from 6 ft
0:13.0,Defensive rebound by R. Anderson,,57-71,,
0:00.0,A. Davis makes 3-pt shot from 26 ft (assist by T. Douglas),3,60-71,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,60-73,2,C. Lee makes 2-pt shot from 1 ft
11:25.0,Shooting foul by C. Zeller (drawn by A. Davis),,60-73,,
11:25.0,A. Davis misses free throw 1 of 2,,60-73,,
11:25.0,Offensive rebound by Team,,60-73,,
11:25.0,A. Davis makes free throw 2 of 2,1,61-73,,
11:08.0,,,61-73,,C. Lee misses 2-pt shot from 18 ft
11:06.0,Defensive rebound by A. Gee,,61-73,,
10:56.0,T. Douglas makes 3-pt shot from 25 ft (assist by A. Davis),3,64-73,,
10:33.0,,,64-75,2,C. Zeller makes 2-pt shot at rim (assist by M. Williams)
10:16.0,J. Holiday makes 2-pt shot from 2 ft,2,66-75,,
10:16.0,Shooting foul by C. Lee (drawn by J. Holiday),,66-75,,
10:16.0,J. Holiday makes free throw 1 of 1,1,67-75,,
10:01.0,,,67-75,,Shooting foul by T. Douglas (drawn by C. Zeller)
10:01.0,,,67-76,1,C. Zeller makes free throw 1 of 2
10:01.0,,,67-77,1,C. Zeller makes free throw 2 of 2
9:53.0,J. Holiday makes 3-pt shot from 27 ft (assist by T. Douglas),3,70-77,,
9:53.0,,,70-77,,Charlotte full timeout
9:40.0,,,70-80,3,C. Lee makes 3-pt shot from 24 ft (assist by K. Walker)
9:21.0,A. Davis makes 2-pt shot at rim (assist by J. Holiday),2,72-80,,
9:00.0,,,72-82,2,M. Williams makes 2-pt shot from 3 ft
8:50.0,A. Davis misses 3-pt shot from 24 ft,,72-82,,
8:49.0,,,72-82,,Defensive rebound by K. Walker
8:44.0,,,72-82,,K. Walker misses 3-pt shot from 24 ft
8:41.0,Defensive rebound by A. Gee,,72-82,,
8:36.0,T. Douglas misses 3-pt shot from 25 ft,,72-82,,
8:34.0,,,72-82,,Defensive rebound by C. Lee
8:20.0,Personal foul by A. Gee,,72-82,,
8:11.0,,,72-82,,M. Williams misses 2-pt shot from 20 ft
8:10.0,Defensive rebound by A. Davis,,72-82,,
7:57.0,J. Holiday makes 3-pt shot from 25 ft (assist by A. Davis),3,75-82,,
7:38.0,,,75-82,,N. Batum misses 3-pt shot from 25 ft
7:37.0,Defensive rebound by A. Gee,,75-82,,
7:13.0,A. Davis makes 2-pt shot from 8 ft,2,77-82,,
7:02.0,,,77-82,,Shooting foul by D. Cunningham (drawn by K. Walker)
7:02.0,,,77-83,1,K. Walker makes free throw 1 of 2
7:02.0,,,77-83,,K. Walker misses free throw 2 of 2
7:01.0,Defensive rebound by A. Davis,,77-83,,
6:46.0,,,77-83,,Personal foul by C. Lee
6:34.0,A. Davis makes 2-pt shot from 15 ft (assist by J. Holiday),2,79-83,,
6:12.0,,,79-83,,N. Batum misses 3-pt shot from 25 ft
6:11.0,Defensive rebound by A. Gee,,79-83,,
6:04.0,Turnover by T. Douglas (step out of bounds),,79-83,,
5:49.0,,,79-83,,C. Lee misses 2-pt shot from 8 ft
5:48.0,Defensive rebound by J. Holiday,,79-83,,
5:34.0,A. Davis misses 2-pt shot from 11 ft,,79-83,,
5:33.0,,,79-83,,Defensive rebound by C. Zeller
5:20.0,,,79-86,3,C. Lee makes 3-pt shot from 25 ft (assist by N. Batum)
5:03.0,A. Davis makes 2-pt shot from 18 ft (assist by J. Holiday),2,81-86,,
4:52.0,,,81-86,,Shooting foul by T. Douglas (drawn by K. Walker)
4:52.0,,,81-87,1,K. Walker makes free throw 1 of 2
4:52.0,K. Perkins enters the game for D. Cunningham,,81-87,,
4:52.0,,,81-87,,J. Lin enters the game for C. Zeller
4:52.0,,,81-87,,A. Jefferson enters the game for C. Lee
4:52.0,,,81-87,,K. Walker misses free throw 2 of 2
4:50.0,Defensive rebound by K. Perkins,,81-87,,
4:42.0,Shooting foul by A. Jefferson (drawn by J. Holiday),,81-87,,
4:42.0,J. Holiday makes free throw 1 of 2,1,82-87,,
4:42.0,O. Johnson enters the game for T. Douglas,,82-87,,
4:42.0,J. Holiday makes free throw 2 of 2,1,83-87,,
4:28.0,,,83-87,,J. Lin misses 2-pt shot from 6 ft
4:27.0,Defensive rebound by K. Perkins,,83-87,,
4:19.0,J. Holiday makes 3-pt shot from 25 ft,3,86-87,,
4:06.0,Personal foul by K. Perkins,,86-87,,
4:06.0,,,86-87,,A. Jefferson misses free throw 1 of 2
4:06.0,,,86-87,,Offensive rebound by Team
4:06.0,,,86-88,1,A. Jefferson makes free throw 2 of 2
3:54.0,J. Holiday misses 3-pt shot from 24 ft,,86-88,,
3:53.0,,,86-88,,Defensive rebound by N. Batum
3:34.0,,,86-90,2,M. Williams makes 2-pt shot from 7 ft (assist by N. Batum)
3:22.0,Turnover by J. Holiday (palming),,86-90,,
3:09.0,,,86-92,2,N. Batum makes 2-pt shot from 1 ft (assist by A. Jefferson)
2:49.0,J. Holiday misses 2-pt shot from 1 ft,,86-92,,
2:49.0,Offensive rebound by Team,,86-92,,
2:49.0,Turnover by J. Holiday (traveling),,86-92,,
2:49.0,New Orleans full timeout,,86-92,,
2:49.0,,,86-92,,J. Lamb enters the game for N. Batum
2:49.0,,,86-92,,F. Kaminsky enters the game for M. Williams
2:49.0,R. Anderson enters the game for A. Davis,,86-92,,
2:42.0,Violation by J. Holiday (kicked ball),,86-92,,
2:27.0,,,86-92,,J. Lamb misses 2-pt shot from 8 ft
2:26.0,Defensive rebound by K. Perkins,,86-92,,
2:03.0,J. Holiday misses 2-pt shot from 15 ft,,86-92,,
2:01.0,,,86-92,,Defensive rebound by J. Lin
1:52.0,,,86-92,,J. Lin misses 2-pt shot from 1 ft
1:52.0,,,86-92,,Offensive rebound by Team
1:42.0,,,86-92,,K. Walker misses 2-pt shot from 2 ft
1:42.0,Defensive rebound by Team,,86-92,,
1:42.0,,,86-92,,Loose ball foul by A. Jefferson
1:42.0,K. Perkins misses free throw 1 of 2,,86-92,,
1:42.0,Offensive rebound by Team,,86-92,,
1:42.0,K. Perkins misses free throw 2 of 2,,86-92,,
1:39.0,,,86-92,,Defensive rebound by A. Jefferson
1:23.0,,,86-95,3,F. Kaminsky makes 3-pt shot from 26 ft (assist by K. Walker)
1:07.0,J. Holiday makes 2-pt shot from 10 ft,2,88-95,,
0:48.0,,,88-95,,J. Lamb misses 3-pt shot from 26 ft
0:46.0,Defensive rebound by O. Johnson,,88-95,,
0:39.0,J. Holiday makes 2-pt shot from 17 ft,2,90-95,,
0:28.0,,,90-98,3,K. Walker makes 3-pt shot from 24 ft
0:08.0,R. Anderson misses 3-pt shot from 24 ft,,90-98,,
0:07.0,,,90-98,,Defensive rebound by J. Lin
0:01.0,,,90-98,,Shooting foul by O. Johnson (drawn by K. Walker)
0:01.0,,,90-98,,K. Walker misses free throw 1 of 2
0:01.0,,,90-98,,Offensive rebound by Team
0:01.0,,,90-99,1,K. Walker makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,O. Johnson makes 2-pt shot from 9 ft,2,92-99,,
11:22.0,Personal foul by K. Perkins,,92-99,,
11:14.0,,,92-101,2,J. Lin makes 2-pt shot from 1 ft
10:58.0,O. Johnson misses 3-pt shot from 26 ft,,92-101,,
10:57.0,,,92-101,,Defensive rebound by F. Kaminsky
10:48.0,,,92-103,2,J. Lin makes 2-pt shot at rim
10:48.0,New Orleans full timeout,,92-103,,
10:48.0,A. Davis enters the game for O. Johnson,,92-103,,
10:48.0,J. Holiday enters the game for R. Anderson,,92-103,,
10:38.0,A. Davis makes 2-pt shot from 18 ft,2,94-103,,
10:21.0,,,94-103,,Shooting foul by K. Perkins (drawn by J. Lin)
10:21.0,,,94-104,1,J. Lin makes free throw 1 of 2
10:21.0,,,94-105,1,J. Lin makes free throw 2 of 2
10:09.0,J. Holiday misses 3-pt shot from 26 ft,,94-105,,
10:08.0,,,94-105,,Defensive rebound by F. Kaminsky
9:58.0,,,94-105,,F. Kaminsky misses 3-pt shot from 25 ft
9:56.0,Defensive rebound by J. Holiday,,94-105,,
9:39.0,A. Davis makes 3-pt shot from 25 ft (assist by T. Douglas),3,97-105,,
9:18.0,,,97-105,,J. Lin misses 2-pt shot from 4 ft (block by T. Douglas)
9:16.0,Defensive rebound by A. Davis,,97-105,,
9:15.0,Shooting foul by J. Lamb (drawn by J. Holiday),,97-105,,
9:15.0,J. Holiday makes free throw 1 of 2,1,98-105,,
9:15.0,J. Holiday makes free throw 2 of 2,1,99-105,,
9:00.0,,,99-105,,A. Jefferson misses 2-pt shot from 14 ft
8:58.0,Defensive rebound by A. Davis,,99-105,,
8:47.0,Turnover by J. Holiday (lost ball; steal by F. Kaminsky),,99-105,,
8:38.0,,,99-105,,N. Batum misses 3-pt shot from 25 ft
8:37.0,Defensive rebound by A. Davis,,99-105,,
8:25.0,A. Davis misses 2-pt shot from 15 ft,,99-105,,
8:24.0,,,99-105,,Defensive rebound by J. Lamb
8:12.0,,,99-105,,A. Jefferson misses 2-pt shot from 11 ft
8:11.0,Defensive rebound by A. Davis,,99-105,,
7:51.0,T. Douglas misses 2-pt shot from 13 ft,,99-105,,
7:50.0,,,99-105,,Defensive rebound by A. Jefferson
7:39.0,,,99-105,,J. Lamb misses 3-pt shot from 25 ft
7:37.0,Defensive rebound by A. Davis,,99-105,,
7:30.0,,,99-105,,Personal foul by F. Kaminsky
7:30.0,O. Asik enters the game for K. Perkins,,99-105,,
7:26.0,,,99-105,,C. Lee enters the game for A. Jefferson
7:26.0,,,99-105,,C. Zeller enters the game for J. Lamb
7:20.0,A. Davis misses 2-pt shot from 16 ft,,99-105,,
7:19.0,,,99-105,,Defensive rebound by F. Kaminsky
7:15.0,,,99-105,,Shooting foul by O. Asik (drawn by J. Lin)
7:15.0,,,99-106,1,J. Lin makes free throw 1 of 2
7:15.0,R. Anderson enters the game for O. Asik,,99-106,,
7:15.0,,,99-107,1,J. Lin makes free throw 2 of 2
6:59.0,A. Davis makes 2-pt shot from 19 ft,2,101-107,,
6:41.0,,,101-107,,Turnover by C. Zeller (3 sec)
6:27.0,,,101-107,,Personal foul by C. Zeller
6:27.0,,,101-107,,M. Williams enters the game for F. Kaminsky
6:27.0,,,101-107,,K. Walker enters the game for J. Lin
6:20.0,Turnover by A. Davis (traveling),,101-107,,
5:55.0,,,101-107,,C. Lee misses 2-pt shot from 18 ft
5:54.0,Defensive rebound by R. Anderson,,101-107,,
5:44.0,D. Cunningham makes 2-pt shot from 2 ft,2,103-107,,
5:44.0,Shooting foul by M. Williams (drawn by D. Cunningham),,103-107,,
5:44.0,Official timeout,,103-107,,
5:44.0,D. Cunningham makes free throw 1 of 1,1,104-107,,
5:23.0,,,104-109,2,M. Williams makes 2-pt shot from 9 ft
4:57.0,A. Davis misses 3-pt shot from 24 ft,,104-109,,
4:56.0,,,104-109,,Defensive rebound by N. Batum
4:44.0,,,104-109,,M. Williams misses 3-pt shot from 24 ft
4:42.0,Defensive rebound by R. Anderson,,104-109,,
4:29.0,Jump ball: J. Holiday vs. C. Lee (M. Williams gains possession),,,,Jump ball: J. Holiday vs. C. Lee (M. Williams gains possession)
4:29.0,Turnover by J. Holiday (lost ball; steal by C. Lee),,104-109,,
4:08.0,,,104-109,,K. Walker misses 3-pt shot from 25 ft
4:06.0,,,104-109,,Offensive rebound by C. Lee
3:58.0,,,104-109,,C. Lee misses 3-pt shot from 23 ft
3:57.0,,,104-109,,Offensive rebound by K. Walker
3:50.0,,,104-109,,K. Walker misses 2-pt shot at rim
3:49.0,Defensive rebound by A. Davis,,104-109,,
3:43.0,Shooting foul by K. Walker (drawn by A. Davis),,104-109,,
3:43.0,A. Davis makes free throw 1 of 2,1,105-109,,
3:43.0,A. Davis makes free throw 2 of 2,1,106-109,,
3:31.0,,,106-109,,M. Williams misses 3-pt shot from 25 ft
3:31.0,Defensive rebound by Team,,106-109,,
3:17.0,T. Douglas makes 3-pt shot from 25 ft (assist by J. Holiday),3,109-109,,
3:07.0,,,109-109,,K. Walker misses 3-pt shot from 24 ft
3:05.0,,,109-109,,Offensive rebound by M. Williams
2:50.0,,,109-111,2,K. Walker makes 2-pt shot from 18 ft
2:36.0,A. Davis misses 3-pt shot from 25 ft,,109-111,,
2:35.0,,,109-111,,Defensive rebound by K. Walker
2:24.0,,,109-111,,Shooting foul by R. Anderson (drawn by K. Walker)
