time,Miami,pts.away,score,pts.home,Toronto
5:31.0,Offensive rebound by G. Dragic,,77-73,,
5:14.0,G. Green makes 2-pt shot from 1 ft (assist by J. Johnson),2,79-73,,
4:56.0,,,79-73,,T. Ross misses 3-pt shot from 23 ft
4:56.0,,,79-73,,Offensive rebound by D. Carroll
4:54.0,,,79-73,,D. Carroll misses 2-pt shot at rim
4:54.0,,,79-73,,Offensive rebound by Team
4:54.0,Loose ball foul by H. Whiteside,,79-73,,
4:54.0,,,79-73,,D. Carroll misses free throw 1 of 2
4:54.0,,,79-73,,Offensive rebound by Team
4:54.0,D. Wade enters the game for J. Johnson,,79-73,,
4:54.0,,,79-74,1,D. Carroll makes free throw 2 of 2
4:38.0,Jump ball: J. Valanciunas vs. H. Whiteside (D. DeRozan gains possession),,,,Jump ball: J. Valanciunas vs. H. Whiteside (D. DeRozan gains possession)
4:38.0,Turnover by H. Whiteside (lost ball; steal by J. Valanciunas),,79-74,,
4:27.0,,,79-74,,K. Lowry misses 3-pt shot from 25 ft
4:26.0,Defensive rebound by G. Green,,79-74,,
4:15.0,Shooting foul by D. Carroll (drawn by D. Wade),,79-74,,
4:15.0,D. Wade misses free throw 1 of 2,,79-74,,
4:15.0,Offensive rebound by Team,,79-74,,
4:15.0,D. Wade makes free throw 2 of 2,1,80-74,,
3:56.0,,,80-76,2,J. Valanciunas makes 2-pt shot from 4 ft
3:40.0,L. Deng misses 3-pt shot from 26 ft,,80-76,,
3:40.0,,,80-76,,Defensive rebound by D. Carroll
3:20.0,,,80-76,,K. Lowry misses 2-pt shot from 10 ft
3:20.0,,,80-76,,Offensive rebound by J. Valanciunas
3:18.0,,,80-78,2,J. Valanciunas makes 2-pt shot from 1 ft
2:53.0,G. Green misses 2-pt shot from 9 ft,,80-78,,
2:53.0,,,80-78,,Defensive rebound by T. Ross
2:40.0,,,80-78,,D. DeRozan misses 2-pt shot from 5 ft
2:39.0,Defensive rebound by D. Wade,,80-78,,
2:26.0,D. Wade misses 2-pt shot from 9 ft,,80-78,,
2:26.0,Offensive rebound by H. Whiteside,,80-78,,
2:24.0,H. Whiteside misses 2-pt shot at rim,,80-78,,
2:23.0,,,80-78,,Defensive rebound by J. Valanciunas
2:20.0,,,80-78,,Toronto full timeout
2:20.0,Official timeout,,80-78,,
2:20.0,J. Johnson enters the game for G. Green,,80-78,,
2:01.0,,,80-80,2,T. Ross makes 2-pt shot from 13 ft
1:37.0,J. Johnson misses 2-pt shot from 3 ft,,80-80,,
1:36.0,,,80-80,,Defensive rebound by D. Carroll
1:23.0,,,80-80,,Shooting foul by L. Deng (drawn by D. DeRozan)
1:23.0,,,80-80,,D. DeRozan misses free throw 1 of 2
1:23.0,,,80-80,,Offensive rebound by Team
1:23.0,,,80-80,,C. Joseph enters the game for T. Ross
1:23.0,,,80-80,,D. DeRozan misses free throw 2 of 2
1:23.0,,,80-80,,Offensive rebound by J. Valanciunas
1:22.0,,,80-80,,J. Valanciunas misses 2-pt shot from 1 ft
1:22.0,,,80-80,,Offensive rebound by J. Valanciunas
1:22.0,,,80-82,2,J. Valanciunas makes 2-pt shot from 1 ft
1:05.0,D. Wade misses 2-pt shot from 13 ft,,80-82,,
1:05.0,,,80-82,,Defensive rebound by C. Joseph
0:46.0,,,80-84,2,K. Lowry makes 2-pt shot from 17 ft
0:45.0,Miami full timeout,,80-84,,
0:38.0,D. Wade makes 3-pt shot from 25 ft,3,83-84,,
0:38.0,,,83-84,,Toronto full timeout
0:38.0,,,83-84,,T. Ross enters the game for C. Joseph
0:15.0,,,83-86,2,K. Lowry makes 2-pt shot from 20 ft
0:15.0,Miami full timeout,,83-86,,
0:15.0,,,83-86,,N. Powell enters the game for T. Ross
0:15.0,J. Richardson enters the game for H. Whiteside,,83-86,,
0:15.0,,,83-86,,C. Joseph enters the game for J. Valanciunas
0:11.0,G. Dragic makes 3-pt shot from 25 ft (assist by J. Johnson),3,86-86,,
0:11.0,,,86-86,,Toronto full timeout
0:11.0,,,86-86,,T. Ross enters the game for N. Powell
0:11.0,,,86-86,,J. Valanciunas enters the game for C. Joseph
0:11.0,U. Haslem enters the game for G. Dragic,,86-86,,
0:00.0,,,86-86,,K. Lowry misses 3-pt shot from 28 ft
0:00.0,,,86-86,,Offensive rebound by Team
