time,LA Clippers,pts.away,score,pts.home,Utah
2:02.0,P. Prigioni misses 3-pt shot from 26 ft,,21-19,,
2:01.0,Offensive rebound by J. Green,,21-19,,
1:53.0,,,21-19,,Personal foul by J. Ingles
1:53.0,C. Wilcox makes free throw 1 of 2,1,22-19,,
1:53.0,J. Crawford enters the game for P. Prigioni,,22-19,,
1:53.0,,,22-19,,A. Burks enters the game for J. Ingles
1:53.0,C. Wilcox makes free throw 2 of 2,1,23-19,,
1:30.0,,,23-19,,R. Neto misses 3-pt shot from 25 ft (block by J. Crawford)
1:29.0,,,23-19,,Offensive rebound by D. Favors
1:27.0,,,23-21,2,D. Favors makes 2-pt shot from 3 ft
1:00.0,Turnover by Team (shot clock),,23-21,,
0:45.0,,,23-21,,D. Favors misses 2-pt shot from 13 ft
0:43.0,Defensive rebound by C. Wilcox,,23-21,,
0:35.0,J. Green misses 2-pt shot from 2 ft,,23-21,,
0:35.0,,,23-21,,Defensive rebound by G. Hayward
0:29.0,,,23-21,,T. Booker misses 2-pt shot from 2 ft
0:29.0,,,23-21,,Offensive rebound by G. Hayward
0:29.0,,,23-23,2,G. Hayward makes 2-pt shot from 1 ft
0:08.0,J. Crawford makes 2-pt shot from 15 ft,2,25-23,,
0:00.0,,,25-26,3,T. Booker makes 3-pt shot from 22 ft (assist by G. Hayward)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,J. Crawford misses 3-pt shot from 24 ft,,25-26,,
11:39.0,,,25-26,,Defensive rebound by G. Hayward
11:31.0,,,25-29,3,A. Burks makes 3-pt shot from 23 ft (assist by G. Hayward)
11:05.0,P. Pierce makes 3-pt shot from 25 ft,3,28-29,,
10:43.0,,,28-29,,Shooting foul by J. Ayres (drawn by D. Favors)
10:43.0,,,28-30,1,D. Favors makes free throw 1 of 2
10:43.0,,,28-30,,D. Favors misses free throw 2 of 2
10:43.0,Defensive rebound by J. Ayres,,28-30,,
10:30.0,Turnover by P. Pierce (lost ball; steal by R. Neto),,28-30,,
10:25.0,,,28-32,2,R. Neto makes 2-pt shot from 1 ft
10:10.0,J. Green makes 2-pt shot from 1 ft,2,30-32,,
9:52.0,,,30-32,,Turnover by T. Booker (lost ball; steal by C. Wilcox)
9:47.0,Shooting foul by R. Neto (drawn by J. Crawford),,30-32,,
9:47.0,J. Crawford makes free throw 1 of 2,1,31-32,,
9:47.0,,,31-32,,R. Hood enters the game for A. Burks
9:47.0,,,31-32,,T. Lyles enters the game for T. Booker
9:47.0,J. Crawford makes free throw 2 of 2,1,32-32,,
9:33.0,,,32-34,2,T. Lyles makes 2-pt shot from 12 ft (assist by R. Hood)
9:15.0,Turnover by P. Pierce (lost ball; steal by R. Neto),,32-34,,
9:10.0,,,32-36,2,R. Hood makes 2-pt shot at rim (assist by R. Neto)
8:52.0,LA Clippers full timeout,,32-36,,
8:49.0,P. Pierce misses 2-pt shot from 19 ft,,32-36,,
8:48.0,,,32-36,,Defensive rebound by T. Lyles
8:28.0,,,32-36,,G. Hayward misses 2-pt shot from 17 ft
8:28.0,Defensive rebound by J. Ayres,,32-36,,
8:17.0,J. Ayres misses 2-pt shot from 2 ft,,32-36,,
8:16.0,,,32-36,,Defensive rebound by D. Favors
8:03.0,,,32-38,2,R. Neto makes 2-pt shot from 4 ft
7:37.0,J. Green misses 3-pt shot from 25 ft,,32-38,,
7:37.0,,,32-38,,Defensive rebound by G. Hayward
7:24.0,Personal foul by J. Green,,32-38,,
7:24.0,,,32-38,,R. Gobert enters the game for D. Favors
7:24.0,P. Prigioni enters the game for C. Wilcox,,32-38,,
7:24.0,C. Aldrich enters the game for J. Ayres,,32-38,,
7:24.0,L. Mbah a Moute enters the game for P. Pierce,,32-38,,
7:12.0,,,32-38,,T. Lyles misses 3-pt shot from 24 ft
7:12.0,Defensive rebound by P. Prigioni,,32-38,,
7:03.0,J. Crawford makes 2-pt shot from 15 ft,2,34-38,,
6:40.0,,,34-41,3,G. Hayward makes 3-pt shot from 23 ft (assist by R. Neto)
6:26.0,LA Clippers full timeout,,34-41,,
6:26.0,,,34-41,,S. Mack enters the game for R. Neto
6:13.0,J. Crawford misses 3-pt shot from 24 ft,,34-41,,
6:13.0,,,34-41,,Defensive rebound by T. Lyles
5:55.0,,,34-43,2,G. Hayward makes 2-pt shot from 21 ft
5:30.0,Turnover by Team (shot clock),,34-43,,
5:16.0,,,34-43,,Shooting foul by L. Mbah a Moute (drawn by S. Mack)
5:16.0,,,34-44,1,S. Mack makes free throw 1 of 2
5:16.0,P. Pierce enters the game for J. Green,,34-44,,
5:16.0,,,34-45,1,S. Mack makes free throw 2 of 2
4:54.0,Turnover by P. Pierce (bad pass),,34-45,,
4:36.0,,,34-45,,G. Hayward misses 2-pt shot from 3 ft
4:36.0,Defensive rebound by C. Aldrich,,34-45,,
4:22.0,C. Aldrich makes 2-pt shot from 2 ft,2,36-45,,
4:05.0,,,36-47,2,T. Lyles makes 2-pt shot from 15 ft
3:50.0,J. Crawford makes 2-pt shot from 19 ft,2,38-47,,
3:41.0,,,38-47,,Turnover by R. Gobert (lost ball; steal by C. Aldrich)
3:29.0,C. Aldrich misses 2-pt shot from 4 ft,,38-47,,
3:28.0,,,38-47,,Defensive rebound by Team
3:28.0,,,38-47,,J. Ingles enters the game for R. Hood
3:04.0,,,38-47,,S. Mack misses 2-pt shot from 4 ft
3:04.0,Defensive rebound by P. Pierce,,38-47,,
3:04.0,,,38-47,,Personal foul by S. Mack
2:54.0,J. Crawford misses 2-pt shot from 20 ft,,38-47,,
2:53.0,,,38-47,,Defensive rebound by G. Hayward
2:46.0,,,38-47,,Shooting foul by C. Aldrich (drawn by G. Hayward)
2:46.0,,,38-47,,Utah full timeout
2:46.0,,,38-47,,G. Hayward misses free throw 1 of 2
2:46.0,,,38-47,,Offensive rebound by Team
2:46.0,,,38-48,1,G. Hayward makes free throw 2 of 2
2:26.0,P. Pierce makes 3-pt shot from 24 ft (assist by P. Prigioni),3,41-48,,
2:10.0,,,41-48,,T. Lyles misses 2-pt shot from 4 ft
2:10.0,Defensive rebound by L. Mbah a Moute,,41-48,,
2:05.0,J. Crawford makes 2-pt shot from 5 ft,2,43-48,,
2:05.0,Shooting foul by J. Ingles (drawn by J. Crawford),,43-48,,
2:05.0,,,43-48,,R. Hood enters the game for J. Ingles
2:05.0,J. Crawford makes free throw 1 of 1,1,44-48,,
1:49.0,,,44-48,,T. Lyles misses 2-pt shot from 4 ft
1:49.0,Defensive rebound by C. Aldrich,,44-48,,
1:31.0,P. Pierce misses 2-pt shot from 15 ft,,44-48,,
1:31.0,,,44-48,,Defensive rebound by T. Lyles
1:11.0,,,44-48,,S. Mack misses 3-pt shot from 23 ft
1:11.0,,,44-48,,Offensive rebound by Team
1:10.0,,,44-48,,D. Favors enters the game for T. Lyles
1:00.0,,,44-50,2,R. Hood makes 2-pt shot from 12 ft
0:46.0,Shooting foul by R. Hood (drawn by J. Crawford),,44-50,,
0:46.0,J. Crawford misses free throw 1 of 2,,44-50,,
0:46.0,Offensive rebound by Team,,44-50,,
0:46.0,J. Crawford makes free throw 2 of 2,1,45-50,,
0:34.0,,,45-52,2,G. Hayward makes 2-pt shot from 9 ft
0:12.0,P. Pierce makes 2-pt shot from 11 ft,2,47-52,,
0:07.0,Personal take foul by P. Prigioni,,47-52,,
0:07.0,,,47-52,,R. Gobert misses free throw 1 of 2
0:07.0,,,47-52,,Offensive rebound by Team
0:07.0,J. Green enters the game for C. Aldrich,,47-52,,
0:07.0,,,47-52,,T. Booker enters the game for D. Favors
0:07.0,LA Clippers full timeout,,47-52,,
0:07.0,C. Wilcox enters the game for L. Mbah a Moute,,47-52,,
0:07.0,Violation by Team (jump ball),,47-52,,
0:07.0,,,47-52,,R. Gobert misses free throw 2 of 2
0:07.0,Defensive rebound by J. Crawford,,47-52,,
0:01.0,J. Crawford misses 3-pt shot from 28 ft,,47-52,,
0:00.0,Offensive rebound by Team,,47-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,P. Prigioni misses 3-pt shot from 24 ft,,47-52,,
11:39.0,,,47-52,,Defensive rebound by G. Hayward
11:32.0,,,47-52,,Turnover by D. Favors (lost ball; steal by P. Pierce)
11:14.0,P. Pierce misses 2-pt shot from 18 ft,,47-52,,
11:13.0,,,47-52,,Defensive rebound by R. Hood
11:01.0,Personal foul by P. Prigioni,,47-52,,
10:46.0,,,47-52,,R. Hood misses 3-pt shot from 24 ft
10:45.0,Defensive rebound by J. Crawford,,47-52,,
10:35.0,P. Pierce makes 3-pt shot from 25 ft (assist by J. Crawford),3,50-52,,
10:17.0,,,50-52,,D. Favors misses 2-pt shot from 15 ft
10:17.0,,,50-52,,Offensive rebound by R. Gobert
10:16.0,,,50-52,,Shooting foul by J. Crawford (drawn by R. Gobert)
10:16.0,,,50-53,1,R. Gobert makes free throw 1 of 2
10:16.0,,,50-53,,T. Booker enters the game for D. Favors
10:16.0,,,50-53,,R. Gobert misses free throw 2 of 2
10:15.0,Defensive rebound by C. Aldrich,,50-53,,
9:53.0,P. Prigioni misses 3-pt shot from 24 ft,,50-53,,
9:52.0,Offensive rebound by C. Aldrich,,50-53,,
9:46.0,P. Prigioni makes 3-pt shot from 23 ft (assist by C. Aldrich),3,53-53,,
9:34.0,Personal foul by L. Mbah a Moute,,53-53,,
9:22.0,,,53-56,3,G. Hayward makes 3-pt shot from 24 ft (assist by S. Mack)
8:58.0,C. Aldrich makes 2-pt shot from 2 ft (assist by P. Pierce),2,55-56,,
8:44.0,,,55-56,,S. Mack misses 3-pt shot from 24 ft
8:44.0,Defensive rebound by C. Aldrich,,55-56,,
8:33.0,J. Crawford misses 2-pt shot from 14 ft,,55-56,,
8:32.0,,,55-56,,Defensive rebound by G. Hayward
8:09.0,,,55-56,,T. Booker misses 2-pt shot from 20 ft
8:08.0,,,55-56,,Offensive rebound by R. Gobert
8:07.0,,,55-58,2,R. Gobert makes 2-pt shot from 2 ft
7:49.0,C. Aldrich makes 2-pt shot from 4 ft (assist by P. Prigioni),2,57-58,,
7:33.0,,,57-58,,Turnover by G. Hayward (lost ball; steal by C. Aldrich)
7:18.0,P. Pierce makes 3-pt shot from 23 ft (assist by P. Prigioni),3,60-58,,
7:17.0,,,60-58,,Utah full timeout
7:17.0,,,60-58,,D. Favors enters the game for R. Gobert
7:01.0,,,60-58,,Turnover by G. Hayward (lost ball; steal by P. Pierce)
6:56.0,P. Pierce misses 2-pt shot from 2 ft (block by T. Booker),,60-58,,
6:55.0,Offensive rebound by J. Crawford,,60-58,,
6:52.0,J. Crawford makes 2-pt shot from 11 ft,2,62-58,,
6:36.0,,,62-58,,Turnover by G. Hayward (lost ball; steal by C. Aldrich)
6:28.0,J. Crawford makes 3-pt shot from 24 ft (assist by P. Prigioni),3,65-58,,
6:12.0,,,65-58,,R. Hood misses 2-pt shot from 10 ft
6:12.0,Defensive rebound by C. Aldrich,,65-58,,
6:07.0,LA Clippers full timeout,,65-58,,
6:07.0,J. Green enters the game for P. Pierce,,65-58,,
6:00.0,Shooting foul by S. Mack (drawn by J. Crawford),,65-58,,
6:00.0,J. Crawford makes 3-pt shot from 24 ft,3,68-58,,
6:00.0,J. Crawford misses free throw 1 of 1,,68-58,,
5:59.0,,,68-58,,Defensive rebound by D. Favors
5:50.0,,,68-58,,R. Hood misses 3-pt shot from 24 ft
5:48.0,Defensive rebound by C. Aldrich,,68-58,,
5:39.0,L. Mbah a Moute misses 2-pt shot from 2 ft (block by D. Favors),,68-58,,
5:38.0,,,68-58,,Defensive rebound by T. Booker
5:26.0,,,68-60,2,D. Favors makes 2-pt shot from 7 ft
5:08.0,Shooting foul by T. Booker (drawn by J. Green),,68-60,,
5:08.0,J. Green makes free throw 1 of 2,1,69-60,,
5:08.0,J. Green misses free throw 2 of 2,,69-60,,
5:07.0,,,69-60,,Defensive rebound by G. Hayward
4:52.0,,,69-62,2,G. Hayward makes 2-pt shot from 7 ft
4:36.0,J. Green misses 2-pt shot from 3 ft (block by D. Favors),,69-62,,
4:35.0,,,69-62,,Defensive rebound by G. Hayward
4:28.0,,,69-62,,S. Mack misses 3-pt shot from 22 ft
4:27.0,Defensive rebound by C. Aldrich,,69-62,,
4:11.0,C. Aldrich makes 2-pt shot from 1 ft (assist by J. Crawford),2,71-62,,
3:55.0,,,71-64,2,D. Favors makes 2-pt shot from 3 ft
3:36.0,,,71-64,,Personal foul by S. Mack
3:36.0,P. Prigioni makes free throw 1 of 3,1,72-64,,
3:36.0,P. Prigioni makes free throw 2 of 3,1,73-64,,
3:36.0,C. Wilcox enters the game for J. Crawford,,73-64,,
3:36.0,,,73-64,,R. Neto enters the game for S. Mack
3:36.0,P. Prigioni makes free throw 3 of 3,1,74-64,,
3:22.0,,,74-66,2,G. Hayward makes 2-pt shot from 22 ft (assist by R. Neto)
2:52.0,J. Green misses 3-pt shot from 29 ft,,74-66,,
2:51.0,,,74-66,,Defensive rebound by G. Hayward
2:41.0,,,74-66,,R. Hood misses 2-pt shot from 19 ft
2:41.0,,,74-66,,Offensive rebound by Team
2:41.0,Loose ball foul by P. Prigioni,,74-66,,
2:41.0,,,74-66,,T. Lyles enters the game for T. Booker
2:34.0,,,74-66,,G. Hayward misses 2-pt shot from 4 ft
2:33.0,Defensive rebound by P. Prigioni,,74-66,,
2:19.0,C. Aldrich misses 2-pt shot from 4 ft (block by D. Favors),,74-66,,
2:18.0,Offensive rebound by C. Aldrich,,74-66,,
2:09.0,C. Aldrich misses 2-pt shot from 2 ft,,74-66,,
2:07.0,,,74-66,,Defensive rebound by D. Favors
2:01.0,,,74-66,,Turnover by G. Hayward (lost ball; steal by L. Mbah a Moute)
1:47.0,J. Green misses 2-pt shot from 17 ft,,74-66,,
1:46.0,,,74-66,,Defensive rebound by D. Favors
1:29.0,,,74-66,,D. Favors misses 2-pt shot from 18 ft
1:28.0,Defensive rebound by J. Green,,74-66,,
1:09.0,J. Green misses 2-pt shot from 4 ft,,74-66,,
1:08.0,,,74-66,,Defensive rebound by G. Hayward
1:01.0,,,74-66,,R. Hood misses 3-pt shot from 23 ft
1:00.0,Defensive rebound by C. Aldrich,,74-66,,
0:54.0,LA Clippers full timeout,,74-66,,
0:54.0,,,74-66,,J. Ingles enters the game for R. Hood
0:54.0,P. Pierce enters the game for C. Aldrich,,74-66,,
0:54.0,J. Crawford enters the game for P. Prigioni,,74-66,,
0:54.0,J. Ayres enters the game for L. Mbah a Moute,,74-66,,
0:47.0,C. Wilcox misses 2-pt shot from 22 ft,,74-66,,
0:46.0,,,74-66,,Defensive rebound by R. Neto
0:38.0,Personal foul by J. Crawford,,74-66,,
0:38.0,,,74-67,1,R. Neto makes free throw 1 of 2
0:38.0,,,74-68,1,R. Neto makes free throw 2 of 2
0:35.0,Offensive foul by J. Ayres,,74-68,,
0:35.0,Turnover by J. Ayres (offensive foul),,74-68,,
0:32.0,,,74-68,,Shooting foul by C. Wilcox (drawn by G. Hayward)
0:32.0,,,74-68,,G. Hayward misses free throw 1 of 2
0:32.0,,,74-68,,Offensive rebound by Team
0:32.0,,,74-69,1,G. Hayward makes free throw 2 of 2
0:13.0,Shooting foul by T. Lyles (drawn by J. Crawford),,74-69,,
0:13.0,J. Crawford makes free throw 1 of 2,1,75-69,,
0:13.0,J. Crawford makes free throw 2 of 2,1,76-69,,
0:01.0,,,76-72,3,G. Hayward makes 3-pt shot from 24 ft
0:00.0,Turnover by P. Pierce (lost ball; steal by D. Favors),,76-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,Personal foul by C. Wilcox,,76-72,,
11:33.0,,,76-72,,Turnover by R. Neto (back court)
11:33.0,,,76-72,,R. Hood enters the game for J. Ingles
11:27.0,Turnover by J. Crawford (lost ball; steal by D. Favors),,76-72,,
11:21.0,,,76-72,,R. Neto misses 2-pt shot from 2 ft (block by J. Green)
11:19.0,Defensive rebound by C. Wilcox,,76-72,,
11:02.0,J. Green misses 3-pt shot from 23 ft,,76-72,,
11:02.0,,,76-72,,Defensive rebound by R. Hood
10:48.0,,,76-72,,R. Hood misses 2-pt shot from 4 ft
10:47.0,,,76-72,,Offensive rebound by D. Favors
10:40.0,,,76-74,2,A. Burks makes 2-pt shot from 2 ft
10:22.0,J. Green misses 2-pt shot from 9 ft,,76-74,,
10:21.0,,,76-74,,Defensive rebound by T. Lyles
10:10.0,,,76-74,,Turnover by R. Neto (lost ball; steal by J. Green)
10:05.0,J. Green misses 2-pt shot from 2 ft,,76-74,,
10:04.0,,,76-74,,Defensive rebound by R. Hood
9:59.0,,,76-77,3,A. Burks makes 3-pt shot from 24 ft (assist by R. Neto)
9:59.0,LA Clippers full timeout,,76-77,,
9:59.0,,,76-77,,J. Ingles enters the game for R. Neto
9:42.0,J. Crawford misses 2-pt shot from 22 ft,,76-77,,
9:42.0,,,76-77,,Defensive rebound by D. Favors
9:26.0,,,76-77,,T. Lyles misses 2-pt shot from 17 ft
9:25.0,Defensive rebound by J. Green,,76-77,,
9:17.0,J. Green makes 2-pt shot from 13 ft,2,78-77,,
9:05.0,,,78-77,,Turnover by D. Favors (offensive foul)
9:05.0,,,78-77,,Offensive foul by D. Favors
9:05.0,,,78-77,,G. Hayward enters the game for T. Lyles
8:53.0,C. Wilcox misses 3-pt shot from 24 ft,,78-77,,
8:52.0,,,78-77,,Defensive rebound by G. Hayward
8:40.0,,,78-79,2,D. Favors makes 2-pt shot from 2 ft (assist by G. Hayward)
8:22.0,J. Green misses 2-pt shot from 5 ft (block by G. Hayward),,78-79,,
8:20.0,,,78-79,,Defensive rebound by D. Favors
8:17.0,,,78-79,,Turnover by G. Hayward (lost ball; steal by J. Crawford)
8:09.0,J. Ayres misses 2-pt shot from 4 ft,,78-79,,
8:06.0,Offensive rebound by C. Wilcox,,78-79,,
8:06.0,,,78-79,,Personal foul by A. Burks
8:06.0,P. Prigioni enters the game for C. Wilcox,,78-79,,
8:06.0,C. Aldrich enters the game for J. Ayres,,78-79,,
8:06.0,,,78-79,,S. Mack enters the game for A. Burks
7:57.0,J. Green makes 3-pt shot from 22 ft (assist by P. Prigioni),3,81-79,,
7:41.0,,,81-79,,J. Ingles misses 3-pt shot from 22 ft
7:40.0,Defensive rebound by P. Prigioni,,81-79,,
7:29.0,,,81-79,,Personal foul by S. Mack
7:29.0,,,81-79,,R. Gobert enters the game for D. Favors
7:20.0,J. Green makes 2-pt shot from 5 ft,2,83-79,,
7:14.0,,,83-79,,G. Hayward misses 2-pt shot from 1 ft
7:14.0,Defensive rebound by P. Prigioni,,83-79,,
6:49.0,P. Prigioni makes 2-pt shot from 4 ft,2,85-79,,
6:44.0,,,85-79,,Shooting foul by C. Aldrich (drawn by S. Mack)
6:44.0,,,85-80,1,S. Mack makes free throw 1 of 3
6:44.0,,,85-81,1,S. Mack makes free throw 2 of 3
6:44.0,,,85-82,1,S. Mack makes free throw 3 of 3
6:44.0,Technical foul by Team,,85-82,,
6:44.0,,,85-83,1,S. Mack makes technical free throw
6:26.0,C. Aldrich misses 2-pt shot from 6 ft,,85-83,,
6:26.0,,,85-83,,Defensive rebound by G. Hayward
6:17.0,,,85-86,3,S. Mack makes 3-pt shot from 24 ft (assist by G. Hayward)
6:01.0,J. Crawford misses 3-pt shot from 24 ft,,85-86,,
6:00.0,,,85-86,,Defensive rebound by Team
5:46.0,,,85-89,3,R. Hood makes 3-pt shot from 25 ft (assist by G. Hayward)
5:45.0,LA Clippers full timeout,,85-89,,
5:31.0,Turnover by C. Aldrich (offensive foul),,85-89,,
5:31.0,Offensive foul by C. Aldrich,,85-89,,
5:11.0,,,85-89,,G. Hayward misses 3-pt shot from 24 ft
5:10.0,Defensive rebound by C. Aldrich,,85-89,,
4:55.0,,,85-89,,D. Favors enters the game for R. Gobert
4:47.0,P. Pierce misses 3-pt shot from 27 ft,,85-89,,
4:47.0,,,85-89,,Defensive rebound by R. Hood
4:27.0,,,85-89,,R. Hood misses 3-pt shot from 24 ft
4:26.0,Defensive rebound by P. Pierce,,85-89,,
4:16.0,Turnover by P. Prigioni (lost ball; steal by J. Ingles),,85-89,,
4:12.0,,,85-91,2,J. Ingles makes 2-pt shot at rim
4:08.0,Technical foul by P. Prigioni,,85-91,,
4:08.0,,,85-92,1,G. Hayward makes technical free throw
3:57.0,J. Green misses 3-pt shot from 23 ft,,85-92,,
3:57.0,,,85-92,,Defensive rebound by D. Favors
3:33.0,,,85-92,,S. Mack misses 3-pt shot from 24 ft
3:32.0,Defensive rebound by C. Aldrich,,85-92,,
3:19.0,Turnover by P. Pierce (lost ball; steal by J. Ingles),,85-92,,
3:03.0,,,85-92,,D. Favors misses 2-pt shot from 1 ft
3:03.0,Defensive rebound by C. Aldrich,,85-92,,
2:56.0,J. Crawford misses 3-pt shot from 26 ft,,85-92,,
2:54.0,,,85-92,,Defensive rebound by S. Mack
2:54.0,,,85-92,,Turnover by S. Mack (step out of bounds)
2:54.0,LA Clippers full timeout,,85-92,,
2:54.0,C. Wilcox enters the game for P. Pierce,,85-92,,
2:47.0,J. Green misses 2-pt shot from 8 ft,,85-92,,
2:46.0,,,85-92,,Defensive rebound by R. Hood
2:35.0,,,85-92,,Turnover by D. Favors (traveling)
2:13.0,J. Green makes 3-pt shot from 25 ft (assist by J. Crawford),3,88-92,,
1:57.0,,,88-92,,Turnover by G. Hayward (lost ball)
1:45.0,Turnover by J. Green (lost ball; steal by J. Ingles),,88-92,,
1:25.0,,,88-92,,G. Hayward misses 3-pt shot from 24 ft
1:24.0,Defensive rebound by P. Prigioni,,88-92,,
1:10.0,C. Aldrich makes 2-pt shot at rim (assist by P. Prigioni),2,90-92,,
0:54.0,,,90-92,,Shooting foul by J. Green (drawn by G. Hayward)
0:54.0,,,90-93,1,G. Hayward makes free throw 1 of 2
0:54.0,,,90-94,1,G. Hayward makes free throw 2 of 2
0:46.0,Shooting foul by S. Mack (drawn by J. Crawford),,90-94,,
0:46.0,J. Crawford makes free throw 1 of 2,1,91-94,,
0:46.0,L. Mbah a Moute enters the game for C. Wilcox,,91-94,,
0:46.0,J. Crawford makes free throw 2 of 2,1,92-94,,
0:27.0,,,92-94,,R. Hood misses 2-pt shot from 2 ft (block by C. Aldrich)
0:25.0,Defensive rebound by J. Crawford,,92-94,,
0:19.0,LA Clippers full timeout,,92-94,,
0:19.0,P. Pierce enters the game for L. Mbah a Moute,,92-94,,
0:05.0,C. Aldrich misses 2-pt shot from 1 ft,,92-94,,
0:03.0,Offensive rebound by C. Aldrich,,92-94,,
0:02.0,C. Aldrich makes 2-pt shot from 2 ft,2,94-94,,
0:02.0,,,94-94,,Utah full timeout
0:02.0,L. Mbah a Moute enters the game for J. Crawford,,94-94,,
0:00.0,,,94-94,,G. Hayward misses 2-pt shot from 17 ft
0:00.0,,,94-94,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:47.0,,,94-94,,R. Hood misses 2-pt shot from 6 ft
