time,Milwaukee,pts.away,score,pts.home,Atlanta
7:15.0,,,10-12,,J. Teague misses 2-pt shot from 18 ft
7:13.0,,,10-12,,Offensive rebound by P. Millsap
7:11.0,,,10-12,,P. Millsap misses 2-pt shot at rim
7:10.0,,,10-12,,Offensive rebound by P. Millsap
7:07.0,,,10-12,,Turnover by P. Millsap (lost ball; steal by J. Bayless)
6:54.0,J. Bayless misses 3-pt shot from 24 ft,,10-12,,
6:53.0,,,10-12,,Defensive rebound by P. Millsap
6:43.0,,,10-12,,J. Teague misses 3-pt shot from 24 ft
6:40.0,Defensive rebound by J. Parker,,10-12,,
6:36.0,Offensive charge foul by J. Parker,,10-12,,
6:36.0,Turnover by J. Parker (offensive foul),,10-12,,
6:36.0,,,10-12,,K. Humphries enters the game for A. Horford
6:28.0,,,10-12,,Turnover by K. Bazemore (lost ball; steal by J. Bayless)
6:22.0,J. Parker makes 2-pt shot at rim (assist by J. Bayless),2,12-12,,
6:14.0,,,12-12,,Atlanta full timeout
6:14.0,,,12-12,,T. Sefolosha enters the game for K. Bazemore
6:07.0,,,12-12,,Turnover by P. Millsap (lost ball)
5:44.0,G. Antetokounmpo misses 2-pt shot from 19 ft,,12-12,,
5:42.0,,,12-12,,Defensive rebound by K. Korver
5:25.0,,,12-15,3,T. Sefolosha makes 3-pt shot from 23 ft (assist by K. Humphries)
4:59.0,G. Monroe makes 2-pt shot from 1 ft (assist by K. Middleton),2,14-15,,
4:39.0,,,14-18,3,K. Humphries makes 3-pt shot from 24 ft (assist by J. Teague)
4:26.0,K. Middleton misses 2-pt shot from 16 ft,,14-18,,
4:24.0,,,14-18,,Defensive rebound by K. Humphries
4:11.0,,,14-18,,Turnover by K. Humphries (bad pass)
4:11.0,,,14-18,,T. Hardaway enters the game for K. Korver
4:11.0,,,14-18,,D. Schroder enters the game for J. Teague
3:57.0,J. Parker misses 2-pt shot from 16 ft,,14-18,,
3:55.0,,,14-18,,Defensive rebound by T. Sefolosha
3:37.0,,,14-18,,K. Humphries misses 2-pt shot from 2 ft (block by G. Antetokounmpo)
3:35.0,Defensive rebound by J. Parker,,14-18,,
3:32.0,,,14-18,,Personal foul by T. Sefolosha
3:32.0,T. Ennis enters the game for J. Bayless,,14-18,,
3:25.0,Shooting foul by K. Humphries (drawn by G. Monroe),,14-18,,
3:25.0,G. Monroe misses free throw 1 of 2,,14-18,,
3:25.0,Offensive rebound by Team,,14-18,,
3:25.0,J. Cunningham enters the game for K. Middleton,,14-18,,
3:25.0,G. Monroe makes free throw 2 of 2,1,15-18,,
3:17.0,,,15-18,,K. Humphries misses 3-pt shot from 24 ft
3:15.0,,,15-18,,Offensive rebound by P. Millsap
3:10.0,,,15-18,,D. Schroder misses 2-pt shot from 21 ft
3:08.0,,,15-18,,Offensive rebound by Team
3:01.0,,,15-20,2,D. Schroder makes 2-pt shot from 1 ft (assist by P. Millsap)
3:01.0,,,15-20,,Shooting foul by T. Ennis (drawn by D. Schroder)
3:01.0,,,15-21,1,D. Schroder makes free throw 1 of 1
2:45.0,G. Antetokounmpo makes 2-pt shot at rim,2,17-21,,
2:26.0,,,17-21,,T. Hardaway misses 3-pt shot from 24 ft
2:25.0,Defensive rebound by G. Antetokounmpo,,17-21,,
2:21.0,Milwaukee full timeout,,17-21,,
2:21.0,,,17-21,,M. Scott enters the game for P. Millsap
2:21.0,M. Plumlee enters the game for G. Monroe,,17-21,,
2:21.0,J. Henson enters the game for G. Antetokounmpo,,17-21,,
2:11.0,J. Parker misses 2-pt shot from 15 ft,,17-21,,
2:10.0,Offensive rebound by M. Plumlee,,17-21,,
2:06.0,Turnover by M. Plumlee (lost ball; steal by D. Schroder),,17-21,,
2:01.0,,,17-23,2,D. Schroder makes 2-pt shot from 1 ft
1:47.0,T. Ennis misses 2-pt shot from 10 ft,,17-23,,
1:45.0,Offensive rebound by T. Ennis,,17-23,,
1:44.0,T. Ennis makes 2-pt shot at rim,2,19-23,,
1:30.0,,,19-26,3,T. Hardaway makes 3-pt shot from 25 ft (assist by M. Scott)
1:30.0,,,19-26,,Shooting foul by J. Cunningham (drawn by T. Hardaway)
1:30.0,,,19-26,,A. Horford enters the game for K. Humphries
1:30.0,,,19-27,1,T. Hardaway makes free throw 1 of 1
1:19.0,J. Cunningham misses 2-pt shot from 7 ft (block by A. Horford),,19-27,,
1:15.0,,,19-27,,Defensive rebound by M. Scott
1:09.0,,,19-29,2,A. Horford makes 2-pt shot at rim (assist by T. Sefolosha)
0:51.0,J. Cunningham misses 2-pt shot from 1 ft (block by M. Scott),,19-29,,
0:50.0,,,19-29,,Defensive rebound by A. Horford
0:45.0,,,19-29,,T. Sefolosha misses 2-pt shot from 2 ft
0:45.0,,,19-29,,Offensive rebound by M. Scott
0:44.0,,,19-29,,M. Scott misses 2-pt shot from 1 ft
0:43.0,Defensive rebound by J. Cunningham,,19-29,,
0:29.0,T. Ennis makes 2-pt shot from 13 ft,2,21-29,,
0:08.0,,,21-29,,M. Scott misses 3-pt shot from 27 ft
0:06.0,Defensive rebound by J. Cunningham,,21-29,,
0:01.0,Turnover by T. Ennis (bad pass),,21-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,,,21-29,,Shooting foul by J. Bayless (drawn by D. Schroder)
11:51.0,,,21-30,1,D. Schroder makes free throw 1 of 2
11:51.0,,,21-30,,T. Sefolosha enters the game for K. Korver
11:51.0,,,21-31,1,D. Schroder makes free throw 2 of 2
11:40.0,J. Henson misses 2-pt shot from 7 ft,,21-31,,
11:38.0,,,21-31,,Defensive rebound by T. Sefolosha
11:31.0,,,21-31,,D. Schroder misses 3-pt shot from 24 ft
11:29.0,Defensive rebound by M. Plumlee,,21-31,,
11:13.0,K. Middleton makes 2-pt shot from 17 ft,2,23-31,,
10:52.0,,,23-33,2,A. Horford makes 2-pt shot at rim (assist by T. Sefolosha)
10:40.0,Shooting foul by D. Schroder (drawn by J. Bayless),,23-33,,
10:40.0,J. Bayless makes free throw 1 of 2,1,24-33,,
10:40.0,J. Bayless makes free throw 2 of 2,1,25-33,,
10:27.0,,,25-33,,T. Sefolosha misses 3-pt shot from 24 ft
10:25.0,Defensive rebound by J. Bayless,,25-33,,
10:19.0,Shooting foul by D. Schroder (drawn by J. Bayless),,25-33,,
10:19.0,J. Bayless makes free throw 1 of 2,1,26-33,,
10:19.0,J. Bayless makes free throw 2 of 2,1,27-33,,
9:58.0,,,27-33,,T. Sefolosha misses 3-pt shot from 25 ft
9:56.0,Defensive rebound by J. Bayless,,27-33,,
9:50.0,Turnover by J. Bayless (lost ball; steal by D. Schroder),,27-33,,
9:50.0,Personal foul by J. Bayless,,27-33,,
9:33.0,,,27-33,,D. Schroder misses 2-pt shot from 18 ft (block by J. Henson)
9:31.0,Defensive rebound by M. Plumlee,,27-33,,
9:17.0,J. Bayless misses 2-pt shot from 22 ft,,27-33,,
9:14.0,,,27-33,,Defensive rebound by T. Sefolosha
9:04.0,,,27-33,,D. Schroder misses 3-pt shot from 24 ft
9:02.0,Defensive rebound by K. Middleton,,27-33,,
8:52.0,J. Henson makes 2-pt shot at rim,2,29-33,,
8:45.0,,,29-33,,Atlanta full timeout
8:45.0,,,29-33,,K. Bazemore enters the game for T. Sefolosha
8:27.0,,,29-33,,K. Bazemore misses 2-pt shot from 10 ft
8:26.0,,,29-33,,Offensive rebound by M. Scott
8:26.0,,,29-33,,M. Scott misses 2-pt shot from 1 ft
8:24.0,,,29-33,,Offensive rebound by A. Horford
8:13.0,,,29-36,3,M. Scott makes 3-pt shot from 22 ft (assist by A. Horford)
7:46.0,M. Plumlee misses 2-pt shot from 7 ft,,29-36,,
7:44.0,,,29-36,,Defensive rebound by A. Horford
7:41.0,,,29-38,2,M. Scott makes 2-pt shot at rim (assist by T. Hardaway)
7:25.0,G. Antetokounmpo misses 2-pt shot from 7 ft,,29-38,,
7:23.0,Offensive rebound by M. Plumlee,,29-38,,
7:23.0,M. Plumlee makes 2-pt shot at rim,2,31-38,,
7:06.0,,,31-38,,T. Hardaway misses 3-pt shot from 23 ft
7:06.0,Defensive rebound by Team,,31-38,,
7:06.0,,,31-38,,Loose ball foul by M. Scott
7:06.0,,,31-38,,P. Millsap enters the game for A. Horford
7:06.0,,,31-38,,J. Teague enters the game for T. Hardaway
7:06.0,,,31-38,,K. Humphries enters the game for D. Schroder
7:06.0,,,31-38,,K. Korver enters the game for M. Scott
6:46.0,J. Bayless makes 2-pt shot from 9 ft,2,33-38,,
6:33.0,,,33-38,,K. Korver misses 3-pt shot from 24 ft
6:32.0,,,33-38,,Offensive rebound by Team
6:31.0,,,33-38,,K. Bazemore misses 2-pt shot at rim (block by J. Bayless)
6:31.0,,,33-38,,Offensive rebound by Team
6:31.0,G. Monroe enters the game for M. Plumlee,,33-38,,
6:29.0,,,33-40,2,K. Korver makes 2-pt shot from 17 ft (assist by J. Teague)
6:13.0,G. Antetokounmpo misses 2-pt shot at rim,,33-40,,
6:12.0,Offensive rebound by J. Henson,,33-40,,
6:12.0,J. Henson makes 2-pt shot at rim,2,35-40,,
6:12.0,Violation by Team (jump ball),,35-40,,
5:57.0,,,35-40,,J. Teague misses 3-pt shot from 24 ft
5:55.0,Defensive rebound by K. Middleton,,35-40,,
5:47.0,K. Middleton makes 2-pt shot from 22 ft,2,37-40,,
5:22.0,,,37-40,,K. Humphries misses 3-pt shot from 23 ft
5:21.0,Defensive rebound by G. Antetokounmpo,,37-40,,
5:14.0,G. Antetokounmpo makes 2-pt shot from 21 ft,2,39-40,,
4:59.0,,,39-42,2,K. Bazemore makes 2-pt shot at rim
4:44.0,J. Henson makes 2-pt shot from 1 ft (assist by K. Middleton),2,41-42,,
4:35.0,,,41-42,,Turnover by J. Teague (bad pass)
4:35.0,Official timeout,,41-42,,
4:35.0,J. Parker enters the game for J. Henson,,41-42,,
4:26.0,Turnover by K. Middleton (lost ball; steal by P. Millsap),,41-42,,
4:21.0,,,41-44,2,J. Teague makes 2-pt shot from 1 ft
3:56.0,K. Middleton misses 3-pt shot from 24 ft,,41-44,,
3:55.0,,,41-44,,Defensive rebound by K. Humphries
3:45.0,,,41-46,2,J. Teague makes 2-pt shot from 15 ft
3:24.0,J. Parker misses 2-pt shot from 10 ft,,41-46,,
3:23.0,,,41-46,,Defensive rebound by K. Bazemore
3:20.0,,,41-46,,Shooting foul by G. Monroe (drawn by K. Bazemore)
3:20.0,,,41-46,,K. Bazemore misses free throw 1 of 2
3:20.0,,,41-46,,Offensive rebound by Team
3:20.0,,,41-46,,A. Horford enters the game for P. Millsap
3:20.0,J. Cunningham enters the game for J. Bayless,,41-46,,
3:20.0,,,41-47,1,K. Bazemore makes free throw 2 of 2
3:02.0,,,41-47,,Personal foul by K. Humphries
2:50.0,Turnover by G. Monroe (lost ball),,41-47,,
2:50.0,Milwaukee full timeout,,41-47,,
2:50.0,,,41-47,,P. Millsap enters the game for K. Humphries
2:26.0,,,41-47,,P. Millsap misses 2-pt shot from 10 ft (block by G. Antetokounmpo)
2:24.0,,,41-47,,Offensive rebound by K. Bazemore
2:22.0,,,41-47,,K. Bazemore misses 2-pt shot from 12 ft
2:21.0,,,41-47,,Offensive rebound by P. Millsap
2:21.0,,,41-47,,P. Millsap misses 2-pt shot at rim
2:18.0,,,41-47,,Offensive rebound by P. Millsap
2:18.0,,,41-49,2,P. Millsap makes 2-pt shot at rim
2:07.0,,,41-49,,Personal foul by A. Horford
2:07.0,G. Monroe makes free throw 1 of 2,1,42-49,,
2:07.0,G. Monroe misses free throw 2 of 2,,42-49,,
2:04.0,,,42-49,,Defensive rebound by K. Bazemore
1:53.0,,,42-49,,Turnover by J. Teague (lost ball; steal by K. Middleton)
1:52.0,,,42-49,,Personal foul by J. Teague
1:52.0,K. Middleton makes free throw 1 of 2,1,43-49,,
1:52.0,K. Middleton makes free throw 2 of 2,1,44-49,,
1:37.0,,,44-49,,P. Millsap misses 2-pt shot from 20 ft
1:35.0,Defensive rebound by J. Parker,,44-49,,
1:18.0,J. Parker makes 2-pt shot from 16 ft,2,46-49,,
1:06.0,,,46-49,,J. Teague misses 2-pt shot from 1 ft
1:06.0,,,46-49,,Offensive rebound by Team
0:55.0,,,46-51,2,J. Teague makes 2-pt shot at rim
0:41.0,K. Middleton misses 2-pt shot from 19 ft,,46-51,,
0:38.0,Offensive rebound by G. Monroe,,46-51,,
0:38.0,G. Monroe misses 2-pt shot at rim,,46-51,,
0:38.0,,,46-51,,Defensive rebound by P. Millsap
0:38.0,Personal foul by G. Monroe,,46-51,,
0:38.0,,,46-51,,T. Sefolosha enters the game for K. Bazemore
0:28.0,,,46-51,,Offensive charge foul by J. Teague
0:28.0,,,46-51,,Turnover by J. Teague (offensive foul)
0:28.0,,,46-51,,D. Schroder enters the game for J. Teague
0:28.0,,,46-51,,K. Bazemore enters the game for K. Korver
0:12.0,G. Antetokounmpo misses 2-pt shot from 9 ft,,46-51,,
0:10.0,,,46-51,,Defensive rebound by T. Sefolosha
0:02.0,,,46-51,,D. Schroder misses 3-pt shot from 24 ft
0:01.0,Defensive rebound by J. Cunningham,,46-51,,
0:00.0,J. Cunningham misses 3-pt shot from 46 ft,,46-51,,
0:00.0,Offensive rebound by Team,,46-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,46-51,,Turnover by J. Teague (lost ball; steal by G. Antetokounmpo)
11:37.0,K. Middleton makes 2-pt shot from 1 ft,2,48-51,,
11:18.0,,,48-53,2,P. Millsap makes 2-pt shot from 1 ft (assist by A. Horford)
11:02.0,J. Parker makes 2-pt shot at rim (assist by G. Monroe),2,50-53,,
10:33.0,,,50-55,2,K. Bazemore makes 2-pt shot at rim (assist by A. Horford)
10:12.0,J. Parker misses 2-pt shot from 18 ft,,50-55,,
10:11.0,,,50-55,,Defensive rebound by K. Korver
10:05.0,,,50-57,2,A. Horford makes 2-pt shot at rim (assist by J. Teague)
9:48.0,K. Middleton makes 2-pt shot from 15 ft (assist by G. Monroe),2,52-57,,
9:33.0,,,52-57,,A. Horford misses 2-pt shot from 16 ft
9:32.0,Defensive rebound by G. Antetokounmpo,,52-57,,
9:24.0,J. Bayless makes 3-pt shot from 24 ft (assist by G. Antetokounmpo),3,55-57,,
9:07.0,Personal foul by G. Antetokounmpo,,55-57,,
8:54.0,,,55-57,,J. Teague misses 3-pt shot from 24 ft
8:52.0,,,55-57,,Offensive rebound by A. Horford
8:49.0,,,55-57,,K. Bazemore misses 2-pt shot from 20 ft
8:47.0,,,55-57,,Offensive rebound by A. Horford
8:40.0,,,55-59,2,K. Bazemore makes 2-pt shot from 1 ft
8:23.0,G. Antetokounmpo makes 2-pt shot from 20 ft (assist by G. Monroe),2,57-59,,
7:54.0,,,57-61,2,A. Horford makes 2-pt shot from 5 ft (assist by P. Millsap)
7:41.0,Shooting foul by K. Korver (drawn by J. Parker),,57-61,,
7:41.0,J. Parker misses free throw 1 of 2,,57-61,,
7:41.0,Offensive rebound by Team,,57-61,,
7:41.0,J. Parker makes free throw 2 of 2,1,58-61,,
7:34.0,,,58-61,,P. Millsap misses 2-pt shot at rim (block by G. Antetokounmpo)
7:34.0,Defensive rebound by Team,,58-61,,
7:21.0,G. Monroe misses 2-pt shot from 1 ft (block by P. Millsap),,58-61,,
7:21.0,Offensive rebound by Team,,58-61,,
7:16.0,J. Parker makes 2-pt shot from 10 ft (assist by G. Antetokounmpo),2,60-61,,
7:02.0,,,60-61,,A. Horford misses 3-pt shot from 24 ft
7:01.0,Defensive rebound by G. Antetokounmpo,,60-61,,
6:54.0,J. Bayless misses 3-pt shot from 25 ft,,60-61,,
6:53.0,,,60-61,,Defensive rebound by Team
6:35.0,,,60-61,,A. Horford misses 2-pt shot from 8 ft
6:35.0,,,60-61,,Offensive rebound by Team
6:33.0,,,60-63,2,K. Bazemore makes 2-pt shot from 1 ft (assist by K. Korver)
6:14.0,G. Antetokounmpo makes 2-pt shot from 14 ft,2,62-63,,
6:06.0,,,62-65,2,A. Horford makes 2-pt shot at rim (assist by J. Teague)
5:48.0,Turnover by G. Antetokounmpo (lost ball; steal by K. Bazemore),,62-65,,
5:35.0,,,62-65,,K. Korver misses 3-pt shot from 24 ft
5:34.0,Defensive rebound by J. Parker,,62-65,,
5:34.0,Milwaukee full timeout,,62-65,,
5:34.0,,,62-65,,D. Schroder enters the game for K. Bazemore
5:34.0,,,62-65,,T. Sefolosha enters the game for A. Horford
5:34.0,,,62-65,,K. Humphries enters the game for J. Teague
5:18.0,Shooting foul by K. Humphries (drawn by G. Monroe),,62-65,,
5:18.0,G. Monroe misses free throw 1 of 2,,62-65,,
5:18.0,Offensive rebound by Team,,62-65,,
5:18.0,G. Monroe makes free throw 2 of 2,1,63-65,,
5:07.0,,,63-65,,D. Schroder misses 2-pt shot from 1 ft (block by K. Middleton)
5:05.0,Defensive rebound by K. Middleton,,63-65,,
5:04.0,,,63-65,,Personal block foul by D. Schroder
4:52.0,Shooting foul by P. Millsap (drawn by J. Parker),,63-65,,
4:52.0,J. Parker misses free throw 1 of 2,,63-65,,
4:52.0,Offensive rebound by Team,,63-65,,
4:52.0,J. Parker makes free throw 2 of 2,1,64-65,,
4:48.0,Personal foul by G. Antetokounmpo,,64-65,,
4:40.0,,,64-67,2,T. Sefolosha makes 2-pt shot from 1 ft (assist by K. Korver)
4:21.0,G. Monroe misses 2-pt shot from 8 ft,,64-67,,
4:20.0,,,64-67,,Defensive rebound by P. Millsap
4:10.0,,,64-69,2,D. Schroder makes 2-pt shot from 1 ft
3:56.0,G. Monroe misses 2-pt shot from 1 ft,,64-69,,
3:54.0,,,64-69,,Defensive rebound by P. Millsap
3:47.0,,,64-71,2,P. Millsap makes 2-pt shot from 2 ft (assist by D. Schroder)
3:47.0,Milwaukee full timeout,,64-71,,
3:47.0,,,64-71,,T. Hardaway enters the game for K. Korver
3:47.0,J. Henson enters the game for J. Parker,,64-71,,
3:47.0,M. Plumlee enters the game for G. Monroe,,64-71,,
3:47.0,T. Ennis enters the game for J. Bayless,,64-71,,
3:27.0,K. Middleton misses 2-pt shot from 22 ft,,64-71,,
3:25.0,,,64-71,,Defensive rebound by T. Sefolosha
3:05.0,,,64-71,,T. Sefolosha misses 3-pt shot from 22 ft
3:03.0,Defensive rebound by G. Antetokounmpo,,64-71,,
2:42.0,J. Henson misses 2-pt shot from 8 ft,,64-71,,
2:41.0,Offensive rebound by Team,,64-71,,
2:35.0,Turnover by K. Middleton (lost ball),,64-71,,
2:27.0,,,64-73,2,K. Humphries makes 2-pt shot from 18 ft (assist by T. Hardaway)
2:11.0,Shooting foul by D. Schroder (drawn by J. Henson),,64-73,,
2:11.0,J. Henson makes free throw 1 of 2,1,65-73,,
2:11.0,J. Cunningham enters the game for K. Middleton,,65-73,,
2:11.0,J. Henson makes free throw 2 of 2,1,66-73,,
1:57.0,,,66-73,,Shooting foul by J. Henson (drawn by K. Humphries)
1:57.0,,,66-74,1,K. Humphries makes free throw 1 of 2
1:57.0,,,66-74,,A. Horford enters the game for P. Millsap
1:57.0,,,66-75,1,K. Humphries makes free throw 2 of 2
1:32.0,G. Antetokounmpo misses 2-pt shot from 18 ft,,66-75,,
1:32.0,Offensive rebound by Team,,66-75,,
1:32.0,Turnover by Team (shot clock),,66-75,,
1:18.0,,,66-75,,A. Horford misses 2-pt shot from 18 ft
1:16.0,,,66-75,,Offensive rebound by T. Sefolosha
1:13.0,,,66-75,,T. Hardaway misses 3-pt shot from 24 ft
1:12.0,Defensive rebound by G. Antetokounmpo,,66-75,,
1:10.0,,,66-75,,Shooting block foul by D. Schroder (drawn by G. Antetokounmpo)
1:10.0,G. Antetokounmpo makes free throw 1 of 2,1,67-75,,
1:10.0,,,67-75,,M. Scott enters the game for K. Humphries
1:10.0,,,67-75,,J. Teague enters the game for D. Schroder
1:10.0,G. Antetokounmpo misses free throw 2 of 2,,67-75,,
1:08.0,,,67-75,,Defensive rebound by T. Hardaway
0:52.0,,,67-75,,Turnover by A. Horford (lost ball)
0:34.0,J. Cunningham makes 3-pt shot from 23 ft (assist by T. Ennis),3,70-75,,
0:27.0,,,70-75,,M. Scott misses 3-pt shot from 25 ft
0:26.0,Defensive rebound by M. Plumlee,,70-75,,
0:07.0,,,70-75,,Personal foul by T. Sefolosha
0:07.0,T. Ennis makes free throw 1 of 2,1,71-75,,
0:07.0,,,71-75,,K. Korver enters the game for T. Sefolosha
0:07.0,T. Ennis misses free throw 2 of 2,,71-75,,
0:05.0,Offensive rebound by J. Henson,,71-75,,
0:00.0,G. Antetokounmpo misses 2-pt shot from 11 ft,,71-75,,
0:00.0,Offensive rebound by J. Henson,,71-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:52.0,T. Ennis misses 2-pt shot from 4 ft (block by A. Horford),,71-75,,
11:50.0,,,71-75,,Defensive rebound by T. Sefolosha
11:32.0,,,71-75,,M. Scott misses 3-pt shot from 23 ft
11:30.0,Defensive rebound by M. Plumlee,,71-75,,
11:19.0,T. Ennis makes 2-pt shot from 16 ft,2,73-75,,
10:58.0,,,73-77,2,A. Horford makes 2-pt shot from 20 ft (assist by T. Sefolosha)
10:31.0,Turnover by M. Plumlee (lost ball),,73-77,,
10:31.0,,,73-77,,K. Bazemore enters the game for T. Sefolosha
10:11.0,,,73-77,,M. Scott misses 2-pt shot from 12 ft
10:08.0,Defensive rebound by J. Parker,,73-77,,
10:04.0,Turnover by J. Parker (lost ball; steal by T. Hardaway),,73-77,,
9:58.0,,,73-79,2,T. Hardaway makes 2-pt shot at rim (assist by M. Scott)
9:38.0,T. Ennis misses 2-pt shot from 15 ft,,73-79,,
9:37.0,Offensive rebound by T. Ennis,,73-79,,
9:30.0,,,73-79,,Personal foul by K. Bazemore
9:20.0,J. Henson misses 2-pt shot from 2 ft,,73-79,,
9:19.0,,,73-79,,Defensive rebound by Team
9:06.0,,,73-79,,K. Bazemore misses 3-pt shot from 24 ft
9:05.0,Defensive rebound by J. Parker,,73-79,,
8:58.0,J. Henson makes 2-pt shot from 1 ft (assist by T. Ennis),2,75-79,,
8:58.0,Shooting foul by T. Hardaway (drawn by J. Henson),,75-79,,
8:58.0,Official timeout,,75-79,,
8:58.0,J. Henson misses free throw 1 of 1,,75-79,,
8:55.0,,,75-79,,Defensive rebound by A. Horford
8:37.0,,,75-79,,M. Scott misses 3-pt shot from 23 ft
8:34.0,Defensive rebound by J. Cunningham,,75-79,,
8:21.0,J. Henson makes 2-pt shot from 5 ft,2,77-79,,
7:57.0,,,77-79,,Shooting foul by T. Ennis (drawn by T. Hardaway)
7:57.0,,,77-80,1,T. Hardaway makes free throw 1 of 3
7:57.0,,,77-80,,T. Hardaway misses free throw 2 of 3
7:57.0,,,77-80,,Offensive rebound by Team
7:57.0,,,77-80,,P. Millsap enters the game for M. Scott
7:57.0,,,77-80,,K. Korver enters the game for K. Bazemore
7:57.0,,,77-80,,T. Hardaway misses free throw 3 of 3
7:55.0,Defensive rebound by J. Henson,,77-80,,
7:42.0,T. Ennis misses 3-pt shot from 23 ft,,77-80,,
7:40.0,,,77-80,,Defensive rebound by Team
7:32.0,,,77-80,,Offensive charge foul by J. Teague
7:32.0,,,77-80,,Turnover by J. Teague (offensive foul)
7:32.0,,,77-80,,T. Sefolosha enters the game for T. Hardaway
7:21.0,Turnover by J. Henson (lost ball; steal by J. Teague),,77-80,,
7:12.0,,,77-82,2,T. Sefolosha makes 2-pt shot from 2 ft (assist by P. Millsap)
6:53.0,J. Parker misses 2-pt shot from 1 ft,,77-82,,
6:51.0,Offensive rebound by M. Plumlee,,77-82,,
6:51.0,M. Plumlee makes 2-pt shot at rim,2,79-82,,
6:47.0,,,79-84,2,J. Teague makes 2-pt shot from 1 ft
6:47.0,Violation by M. Plumlee (def goaltending),,79-84,,
6:32.0,J. Parker misses 2-pt shot from 9 ft,,79-84,,
6:30.0,,,79-84,,Defensive rebound by A. Horford
6:26.0,,,79-86,2,J. Teague makes 2-pt shot from 8 ft
6:26.0,,,79-86,,Shooting foul by T. Ennis (drawn by J. Teague)
6:26.0,,,79-86,,K. Humphries enters the game for A. Horford
6:26.0,,,79-87,1,J. Teague makes free throw 1 of 1
6:10.0,J. Henson misses 2-pt shot from 1 ft,,79-87,,
6:08.0,Offensive rebound by J. Henson,,79-87,,
6:08.0,J. Henson makes 2-pt shot at rim,2,81-87,,
5:55.0,,,81-89,2,J. Teague makes 2-pt shot at rim
5:55.0,,,81-89,,Shooting foul by T. Ennis (drawn by J. Teague)
5:55.0,,,81-89,,Atlanta full timeout
5:55.0,J. Bayless enters the game for T. Ennis,,81-89,,
5:55.0,K. Middleton enters the game for J. Cunningham,,81-89,,
5:55.0,G. Antetokounmpo enters the game for M. Plumlee,,81-89,,
5:55.0,,,81-90,1,J. Teague makes free throw 1 of 1
5:41.0,Turnover by J. Parker (lost ball; steal by T. Sefolosha),,81-90,,
5:27.0,,,81-90,,K. Korver misses 3-pt shot from 25 ft
5:25.0,Defensive rebound by J. Bayless,,81-90,,
5:04.0,J. Henson makes 2-pt shot at rim (assist by J. Bayless),2,83-90,,
5:04.0,Shooting foul by P. Millsap (drawn by J. Henson),,83-90,,
5:04.0,J. Henson makes free throw 1 of 1,1,84-90,,
