time,Washington,pts.away,score,pts.home,Orlando
3:08.0,G. Temple misses 2-pt shot from 1 ft (block by V. Oladipo),,21-17,,
3:07.0,,,21-17,,Defensive rebound by N. Vucevic
2:58.0,Personal foul by M. Gortat (drawn by N. Vucevic),,21-17,,
2:58.0,Washington full timeout,,21-17,,
2:58.0,R. Sessions enters the game for J. Wall,,21-17,,
2:58.0,,,21-17,,M. Hezonja enters the game for E. Fournier
2:58.0,,,21-17,,S. Napier enters the game for V. Oladipo
2:53.0,,,21-17,,Turnover by T. Harris (lost ball; steal by K. Oubre)
2:38.0,J. Dudley misses 2-pt shot from 14 ft,,21-17,,
2:37.0,Offensive rebound by M. Gortat,,21-17,,
2:36.0,M. Gortat makes 2-pt shot from 1 ft,2,23-17,,
2:16.0,,,23-17,,S. Napier misses 2-pt shot from 7 ft
2:15.0,Defensive rebound by J. Dudley,,23-17,,
2:11.0,G. Temple misses 2-pt shot from 1 ft (block by M. Hezonja),,23-17,,
2:10.0,Offensive rebound by Team,,23-17,,
2:10.0,,,23-17,,J. Smith enters the game for N. Vucevic
2:10.0,O. Porter enters the game for J. Dudley,,23-17,,
2:10.0,G. Neal enters the game for G. Temple,,23-17,,
1:59.0,R. Sessions misses 2-pt shot from 11 ft,,23-17,,
1:59.0,,,23-17,,Defensive rebound by T. Harris
1:35.0,,,23-17,,Turnover by S. Napier (lost ball; steal by M. Gortat)
1:30.0,O. Porter makes 2-pt shot from 1 ft (assist by R. Sessions),2,25-17,,
1:13.0,,,25-17,,J. Smith misses 2-pt shot from 18 ft
1:12.0,Defensive rebound by M. Gortat,,25-17,,
0:55.0,Turnover by K. Oubre (lost ball; steal by A. Gordon),,25-17,,
0:49.0,,,25-17,,M. Hezonja misses 2-pt shot from 2 ft (block by G. Neal)
0:47.0,,,25-17,,Offensive rebound by M. Hezonja
0:34.0,,,25-17,,S. Napier misses 3-pt shot from 25 ft
0:32.0,,,25-17,,Offensive rebound by M. Hezonja
0:26.0,,,25-17,,A. Gordon misses 3-pt shot from 23 ft
0:26.0,Defensive rebound by M. Gortat,,25-17,,
0:02.0,G. Neal makes 2-pt shot from 21 ft,2,27-17,,
0:00.0,,,27-17,,S. Napier misses 3-pt shot from 25 ft
0:00.0,,,27-17,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,Personal foul by K. Oubre (drawn by J. Smith),,27-17,,
11:43.0,,,27-18,1,J. Smith makes free throw 1 of 2
11:43.0,,,27-19,1,J. Smith makes free throw 2 of 2
11:27.0,R. Sessions misses 2-pt shot from 5 ft,,27-19,,
11:27.0,,,27-19,,Defensive rebound by S. Napier
11:17.0,Personal foul by G. Neal (drawn by J. Smith),,27-19,,
11:09.0,,,27-19,,J. Smith misses 2-pt shot from 18 ft
11:09.0,Defensive rebound by K. Oubre,,27-19,,
10:58.0,Shooting foul by J. Smith (drawn by R. Sessions),,27-19,,
10:58.0,R. Sessions makes free throw 1 of 2,1,28-19,,
10:58.0,R. Sessions makes free throw 2 of 2,1,29-19,,
10:45.0,,,29-19,,Shooting foul by K. Oubre (drawn by M. Hezonja)
10:45.0,,,29-20,1,M. Hezonja makes free throw 1 of 2
10:45.0,,,29-20,,V. Oladipo enters the game for S. Napier
10:45.0,,,29-21,1,M. Hezonja makes free throw 2 of 2
10:24.0,D. Gooden makes 2-pt shot from 20 ft (assist by G. Neal),2,31-21,,
10:05.0,,,31-23,2,J. Smith makes 2-pt shot from 11 ft
9:54.0,D. Gooden makes 3-pt shot from 24 ft (assist by R. Sessions),3,34-23,,
9:38.0,Personal foul by D. Gooden (drawn by J. Smith),,34-23,,
9:29.0,,,34-23,,J. Smith misses 2-pt shot from 19 ft
9:27.0,,,34-23,,Offensive rebound by A. Gordon
9:27.0,,,34-25,2,A. Gordon makes 2-pt shot from 1 ft
9:14.0,D. Gooden misses 3-pt shot from 24 ft,,34-25,,
9:13.0,,,34-25,,Defensive rebound by A. Gordon
9:07.0,,,34-27,2,A. Gordon makes 2-pt shot at rim (assist by M. Hezonja)
9:00.0,Washington full timeout,,34-27,,
9:00.0,G. Temple enters the game for K. Oubre,,34-27,,
8:55.0,Turnover by R. Sessions (lost ball; steal by J. Smith),,34-27,,
8:49.0,,,34-27,,Shooting foul by G. Neal (drawn by V. Oladipo)
8:49.0,,,34-27,,V. Oladipo misses free throw 1 of 2
8:49.0,,,34-27,,Offensive rebound by Team
8:49.0,J. Wall enters the game for R. Sessions,,34-27,,
8:49.0,,,34-28,1,V. Oladipo makes free throw 2 of 2
8:28.0,J. Wall makes 3-pt shot from 23 ft (assist by G. Temple),3,37-28,,
8:11.0,,,37-28,,V. Oladipo misses 2-pt shot from 1 ft (block by D. Gooden)
8:10.0,Defensive rebound by G. Temple,,37-28,,
8:03.0,O. Porter makes 3-pt shot from 23 ft (assist by G. Neal),3,40-28,,
7:42.0,,,40-31,3,A. Gordon makes 3-pt shot from 22 ft (assist by M. Hezonja)
7:38.0,Turnover by G. Neal (lost ball; steal by A. Gordon),,40-31,,
7:38.0,Jump ball: A. Gordon vs. G. Neal (J. Smith gains possession),,,,Jump ball: A. Gordon vs. G. Neal (J. Smith gains possession)
7:26.0,Personal foul by G. Temple (drawn by V. Oladipo),,40-31,,
7:26.0,,,40-32,1,V. Oladipo makes free throw 1 of 2
7:26.0,,,40-32,,T. Harris enters the game for M. Hezonja
7:26.0,,,40-33,1,V. Oladipo makes free throw 2 of 2
7:04.0,J. Wall misses 3-pt shot from 27 ft,,40-33,,
7:03.0,,,40-33,,Defensive rebound by Team
7:03.0,J. Dudley enters the game for O. Porter,,40-33,,
6:47.0,,,40-33,,A. Gordon misses 2-pt shot from 3 ft
6:46.0,Defensive rebound by D. Gooden,,40-33,,
6:34.0,J. Dudley makes 2-pt shot from 21 ft (assist by G. Neal),2,42-33,,
6:09.0,,,42-33,,A. Gordon misses 2-pt shot from 22 ft
6:08.0,Defensive rebound by J. Wall,,42-33,,
5:59.0,Official timeout,,42-33,,
5:59.0,M. Gortat enters the game for D. Gooden,,42-33,,
5:59.0,,,42-33,,C. Frye enters the game for A. Gordon
5:59.0,,,42-33,,N. Vucevic enters the game for J. Smith
5:51.0,G. Neal makes 2-pt shot from 20 ft,2,44-33,,
5:47.0,,,44-33,,Turnover by V. Oladipo (lost ball; steal by J. Wall)
5:40.0,Turnover by J. Wall (bad pass),,44-33,,
5:30.0,,,44-36,3,C. Frye makes 3-pt shot from 25 ft (assist by N. Vucevic)
5:12.0,J. Dudley makes 3-pt shot from 25 ft (assist by G. Temple),3,47-36,,
4:47.0,,,47-38,2,E. Fournier makes 2-pt shot from 10 ft
4:37.0,J. Dudley makes 3-pt shot from 26 ft (assist by J. Wall),3,50-38,,
4:21.0,,,50-40,2,C. Frye makes 2-pt shot from 15 ft
4:01.0,G. Temple makes 2-pt shot from 2 ft (assist by J. Dudley),2,52-40,,
3:50.0,,,52-40,,N. Vucevic misses 2-pt shot from 19 ft
3:49.0,Defensive rebound by J. Wall,,52-40,,
3:42.0,J. Wall makes 2-pt shot from 1 ft,2,54-40,,
3:18.0,,,54-42,2,C. Frye makes 2-pt shot from 18 ft
3:03.0,J. Wall misses 2-pt shot from 17 ft,,54-42,,
3:02.0,,,54-42,,Defensive rebound by T. Harris
2:56.0,,,54-42,,Orlando full timeout
2:44.0,Personal foul by J. Dudley (drawn by C. Frye),,54-42,,
2:44.0,,,54-42,,C. Frye misses free throw 1 of 2
2:44.0,,,54-42,,Offensive rebound by Team
2:44.0,,,54-43,1,C. Frye makes free throw 2 of 2
2:29.0,G. Neal misses 2-pt shot from 5 ft,,54-43,,
2:29.0,,,54-43,,Defensive rebound by C. Frye
2:14.0,,,54-43,,T. Harris misses 2-pt shot at rim
2:14.0,,,54-43,,Offensive rebound by T. Harris
2:14.0,,,54-45,2,T. Harris makes 2-pt shot at rim
1:56.0,Turnover by J. Wall (back court),,54-45,,
1:56.0,O. Porter enters the game for G. Neal,,54-45,,
1:40.0,,,54-47,2,E. Fournier makes 2-pt shot from 1 ft
1:29.0,,,54-47,,Personal foul by C. Frye (drawn by J. Dudley)
1:22.0,J. Wall misses 3-pt shot from 24 ft,,54-47,,
1:21.0,,,54-47,,Defensive rebound by T. Harris
1:02.0,,,54-49,2,T. Harris makes 2-pt shot from 19 ft (assist by E. Fournier)
0:39.0,J. Wall makes 2-pt shot at rim (assist by J. Dudley),2,56-49,,
0:39.0,Shooting foul by N. Vucevic (drawn by J. Wall),,56-49,,
0:39.0,K. Oubre enters the game for J. Dudley,,56-49,,
0:39.0,J. Wall makes free throw 1 of 1,1,57-49,,
0:24.0,,,57-49,,Turnover by N. Vucevic (offensive goaltending)
0:24.0,Washington full timeout,,57-49,,
0:24.0,G. Neal enters the game for K. Oubre,,57-49,,
0:03.0,O. Porter misses 3-pt shot from 23 ft,,57-49,,
0:02.0,Offensive rebound by M. Gortat,,57-49,,
0:00.0,G. Neal makes 3-pt shot from 25 ft (assist by M. Gortat),3,60-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,60-49,,V. Oladipo misses 2-pt shot from 17 ft
11:47.0,,,60-49,,Offensive rebound by N. Vucevic
11:47.0,,,60-49,,N. Vucevic misses 2-pt shot at rim
11:45.0,Defensive rebound by J. Wall,,60-49,,
11:29.0,M. Gortat makes 2-pt shot from 13 ft (assist by J. Wall),2,62-49,,
11:08.0,,,62-49,,Shooting foul by O. Porter (drawn by T. Harris)
11:08.0,,,62-50,1,T. Harris makes free throw 1 of 2
11:08.0,,,62-51,1,T. Harris makes free throw 2 of 2
10:54.0,G. Temple makes 2-pt shot from 1 ft (assist by J. Wall),2,64-51,,
10:37.0,,,64-53,2,N. Vucevic makes 2-pt shot from 21 ft (assist by V. Oladipo)
10:18.0,J. Dudley misses 2-pt shot from 18 ft,,64-53,,
10:17.0,,,64-53,,Defensive rebound by V. Oladipo
10:03.0,,,64-53,,C. Frye misses 2-pt shot from 18 ft
10:02.0,Defensive rebound by M. Gortat,,64-53,,
9:43.0,J. Wall misses 3-pt shot from 25 ft,,64-53,,
9:43.0,,,64-53,,Defensive rebound by E. Fournier
9:22.0,,,64-55,2,N. Vucevic makes 2-pt shot from 21 ft (assist by E. Fournier)
9:09.0,G. Temple makes 2-pt shot at rim (assist by J. Dudley),2,66-55,,
8:54.0,,,66-55,,Turnover by V. Oladipo (bad pass; steal by J. Wall)
8:49.0,J. Wall makes 2-pt shot at rim (assist by O. Porter),2,68-55,,
8:49.0,,,68-55,,Orlando full timeout
8:38.0,,,68-55,,E. Fournier misses 2-pt shot from 18 ft
8:37.0,,,68-55,,Offensive rebound by N. Vucevic
8:35.0,,,68-57,2,N. Vucevic makes 2-pt shot from 1 ft
8:15.0,O. Porter misses 2-pt shot from 2 ft,,68-57,,
8:14.0,,,68-57,,Defensive rebound by N. Vucevic
8:10.0,Personal foul by J. Wall (drawn by N. Vucevic),,68-57,,
8:03.0,,,68-57,,N. Vucevic misses 2-pt shot from 18 ft
8:01.0,Defensive rebound by J. Wall,,68-57,,
7:48.0,J. Dudley makes 3-pt shot from 24 ft (assist by O. Porter),3,71-57,,
7:23.0,,,71-57,,Turnover by V. Oladipo (traveling)
7:23.0,,,71-57,,M. Hezonja enters the game for E. Fournier
7:11.0,,,71-57,,Flagrant foul type 1 by N. Vucevic (drawn by M. Gortat)
7:11.0,M. Gortat misses flagrant free throw 1 of 2,,71-57,,
7:11.0,Offensive rebound by Team,,71-57,,
7:11.0,M. Gortat misses flagrant free throw 2 of 2,,71-57,,
7:11.0,Offensive rebound by Team,,71-57,,
6:57.0,,,71-57,,Personal foul by V. Oladipo (drawn by M. Gortat)
6:54.0,,,71-57,,Personal foul by M. Hezonja (drawn by M. Gortat)
6:54.0,,,71-57,,A. Gordon enters the game for C. Frye
6:41.0,Turnover by J. Wall (back court),,71-57,,
6:30.0,,,71-57,,N. Vucevic misses 2-pt shot from 6 ft
6:29.0,Defensive rebound by M. Gortat,,71-57,,
6:10.0,O. Porter makes 3-pt shot from 23 ft (assist by J. Wall),3,74-57,,
5:59.0,Personal foul by G. Temple (drawn by M. Hezonja),,74-57,,
5:43.0,,,74-59,2,N. Vucevic makes 2-pt shot from 20 ft (assist by V. Oladipo)
5:39.0,Turnover by J. Wall (bad pass; steal by M. Hezonja),,74-59,,
5:17.0,,,74-61,2,N. Vucevic makes 2-pt shot from 18 ft (assist by M. Hezonja)
4:57.0,M. Gortat makes 2-pt shot from 1 ft (assist by J. Dudley),2,76-61,,
4:47.0,,,76-61,,Turnover by V. Oladipo (lost ball)
4:29.0,G. Temple misses 3-pt shot from 25 ft,,76-61,,
4:29.0,,,76-61,,Defensive rebound by N. Vucevic
4:23.0,Personal foul by J. Wall (drawn by V. Oladipo),,76-61,,
4:10.0,,,76-64,3,V. Oladipo makes 3-pt shot from 24 ft
3:53.0,M. Gortat misses 2-pt shot from 16 ft,,76-64,,
3:52.0,,,76-64,,Defensive rebound by A. Gordon
3:40.0,Personal foul by O. Porter (drawn by T. Harris),,76-64,,
3:40.0,,,76-64,,T. Harris misses free throw 1 of 2
3:40.0,,,76-64,,Offensive rebound by Team
3:40.0,,,76-65,1,T. Harris makes free throw 2 of 2
3:28.0,J. Wall misses 2-pt shot from 17 ft,,76-65,,
3:27.0,,,76-65,,Defensive rebound by N. Vucevic
3:19.0,Personal foul by J. Dudley (drawn by A. Gordon),,76-65,,
3:19.0,,,76-65,,A. Gordon misses free throw 1 of 2
3:19.0,,,76-65,,Offensive rebound by Team
3:19.0,,,76-66,1,A. Gordon makes free throw 2 of 2
3:01.0,O. Porter makes 2-pt shot from 18 ft (assist by J. Wall),2,78-66,,
2:46.0,,,78-66,,N. Vucevic misses 2-pt shot from 9 ft
2:46.0,Defensive rebound by G. Temple,,78-66,,
2:41.0,O. Porter makes 2-pt shot from 2 ft (assist by G. Temple),2,80-66,,
2:18.0,,,80-66,,T. Harris misses 3-pt shot from 23 ft
2:18.0,Defensive rebound by M. Gortat,,80-66,,
2:13.0,Offensive foul by G. Temple,,80-66,,
2:13.0,Turnover by G. Temple (offensive foul),,80-66,,
2:13.0,Washington full timeout,,80-66,,
2:13.0,K. Oubre enters the game for G. Temple,,80-66,,
2:13.0,R. Sessions enters the game for J. Dudley,,80-66,,
2:13.0,G. Neal enters the game for J. Wall,,80-66,,
2:03.0,Personal foul by M. Gortat (drawn by N. Vucevic),,80-66,,
2:03.0,,,80-67,1,N. Vucevic makes free throw 1 of 2
2:03.0,,,80-68,1,N. Vucevic makes free throw 2 of 2
1:50.0,G. Neal misses 2-pt shot from 16 ft,,80-68,,
1:49.0,,,80-68,,Defensive rebound by A. Gordon
1:30.0,,,80-68,,Turnover by A. Gordon (lost ball; steal by O. Porter)
1:15.0,M. Gortat misses 2-pt shot from 13 ft,,80-68,,
1:15.0,,,80-68,,Defensive rebound by A. Gordon
1:02.0,,,80-68,,T. Harris misses 2-pt shot from 1 ft
1:02.0,Defensive rebound by Team,,80-68,,
1:02.0,,,80-68,,E. Fournier enters the game for T. Harris
0:50.0,G. Neal makes 3-pt shot from 25 ft (assist by R. Sessions),3,83-68,,
0:32.0,,,83-68,,V. Oladipo misses 3-pt shot from 24 ft
0:32.0,,,83-68,,Offensive rebound by A. Gordon
0:28.0,,,83-68,,E. Fournier misses 3-pt shot from 25 ft
0:26.0,,,83-68,,Offensive rebound by N. Vucevic
0:05.0,,,83-70,2,N. Vucevic makes 2-pt shot from 7 ft (assist by E. Fournier)
0:05.0,,,83-70,,Shooting foul by O. Porter (drawn by N. Vucevic)
0:05.0,J. Wall enters the game for K. Oubre,,83-70,,
0:05.0,,,83-70,,N. Vucevic misses free throw 1 of 1
0:05.0,Defensive rebound by O. Porter,,83-70,,
0:00.0,J. Wall makes 2-pt shot from 20 ft,2,85-70,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,G. Neal misses 2-pt shot from 10 ft,,85-70,,
11:40.0,,,85-70,,Defensive rebound by J. Smith
11:28.0,Personal foul by K. Oubre (drawn by S. Napier),,85-70,,
11:28.0,D. Gooden enters the game for M. Gortat,,85-70,,
11:20.0,,,85-72,2,J. Smith makes 2-pt shot from 18 ft (assist by S. Napier)
10:57.0,Turnover by D. Gooden (bad pass; steal by J. Smith),,85-72,,
10:52.0,,,85-74,2,E. Fournier makes 2-pt shot from 1 ft (assist by A. Gordon)
10:36.0,R. Sessions makes 2-pt shot from 11 ft,2,87-74,,
10:36.0,Shooting foul by S. Napier (drawn by R. Sessions),,87-74,,
10:36.0,R. Sessions makes free throw 1 of 1,1,88-74,,
10:11.0,,,88-74,,J. Smith misses 2-pt shot from 18 ft
10:10.0,,,88-74,,Offensive rebound by A. Gordon
9:57.0,,,88-76,2,A. Gordon makes 2-pt shot at rim
9:42.0,R. Sessions misses 2-pt shot from 13 ft,,88-76,,
9:41.0,Offensive rebound by Team,,88-76,,
9:31.0,G. Neal makes 2-pt shot from 6 ft (assist by R. Sessions),2,90-76,,
9:12.0,,,90-78,2,J. Smith makes 2-pt shot from 19 ft (assist by S. Napier)
8:52.0,G. Neal makes 2-pt shot from 8 ft,2,92-78,,
8:41.0,Personal foul by R. Sessions (drawn by S. Napier),,92-78,,
8:41.0,Official timeout,,92-78,,
8:41.0,,,92-78,,V. Oladipo enters the game for S. Napier
8:32.0,,,92-80,2,E. Fournier makes 2-pt shot from 1 ft (assist by V. Oladipo)
8:09.0,G. Neal makes 2-pt shot from 19 ft,2,94-80,,
7:54.0,,,94-80,,Turnover by M. Hezonja (bad pass)
7:44.0,J. Dudley misses 3-pt shot from 24 ft,,94-80,,
7:43.0,,,94-80,,Defensive rebound by V. Oladipo
7:27.0,,,94-80,,Shooting foul by J. Dudley (drawn by M. Hezonja)
7:27.0,,,94-80,,M. Hezonja misses free throw 1 of 2
7:27.0,,,94-80,,Offensive rebound by Team
7:27.0,,,94-80,,N. Vucevic enters the game for J. Smith
7:27.0,J. Wall enters the game for R. Sessions,,94-80,,
7:27.0,M. Gortat enters the game for D. Gooden,,94-80,,
7:27.0,,,94-81,1,M. Hezonja makes free throw 2 of 2
7:02.0,G. Neal misses 2-pt shot from 19 ft,,94-81,,
7:01.0,,,94-81,,Defensive rebound by A. Gordon
6:50.0,O. Porter enters the game for K. Oubre,,94-81,,
6:50.0,,,94-81,,T. Harris enters the game for M. Hezonja
6:39.0,,,94-81,,N. Vucevic misses 2-pt shot from 13 ft
6:38.0,Defensive rebound by J. Wall,,94-81,,
6:28.0,J. Wall misses 2-pt shot from 20 ft,,94-81,,
6:28.0,Offensive rebound by O. Porter,,94-81,,
6:22.0,Turnover by J. Wall (bad pass; steal by T. Harris),,94-81,,
6:14.0,,,94-84,3,V. Oladipo makes 3-pt shot from 24 ft (assist by T. Harris)
5:52.0,G. Neal misses 2-pt shot from 17 ft,,94-84,,
5:51.0,,,94-84,,Defensive rebound by N. Vucevic
5:41.0,,,94-84,,V. Oladipo misses 2-pt shot from 17 ft
5:41.0,Defensive rebound by G. Neal,,94-84,,
5:27.0,G. Neal misses 2-pt shot from 16 ft,,94-84,,
5:26.0,,,94-84,,Defensive rebound by A. Gordon
5:14.0,,,94-86,2,T. Harris makes 2-pt shot from 1 ft (assist by N. Vucevic)
5:14.0,Washington full timeout,,94-86,,
5:14.0,G. Temple enters the game for G. Neal,,94-86,,
5:00.0,Offensive charge foul by M. Gortat,,94-86,,
5:00.0,Turnover by M. Gortat (offensive foul),,94-86,,
4:51.0,Personal foul by G. Temple (drawn by E. Fournier),,94-86,,
4:48.0,,,94-86,,Offensive foul by N. Vucevic
4:48.0,,,94-86,,Turnover by N. Vucevic (offensive foul)
4:48.0,D. Gooden enters the game for M. Gortat,,94-86,,
4:34.0,J. Dudley makes 3-pt shot from 23 ft (assist by J. Wall),3,97-86,,
4:09.0,,,97-88,2,T. Harris makes 2-pt shot from 4 ft (assist by V. Oladipo)
3:50.0,J. Wall makes 3-pt shot from 25 ft,3,100-88,,
3:37.0,,,100-90,2,V. Oladipo makes 2-pt shot from 21 ft
3:11.0,D. Gooden misses 2-pt shot from 19 ft,,100-90,,
3:10.0,,,100-90,,Defensive rebound by A. Gordon
2:57.0,,,100-90,,N. Vucevic misses 2-pt shot from 17 ft
2:56.0,Defensive rebound by G. Temple,,100-90,,
2:35.0,J. Wall makes 3-pt shot from 29 ft (assist by D. Gooden),3,103-90,,
2:35.0,,,103-90,,Orlando full timeout
2:11.0,,,103-90,,Turnover by E. Fournier (bad pass; steal by O. Porter)
1:53.0,O. Porter misses 3-pt shot from 22 ft,,103-90,,
1:52.0,,,103-90,,Defensive rebound by N. Vucevic
1:45.0,,,103-92,2,N. Vucevic makes 2-pt shot from 6 ft (assist by V. Oladipo)
1:45.0,,,103-92,,Shooting foul by J. Dudley (drawn by N. Vucevic)
1:45.0,,,103-92,,M. Hezonja enters the game for E. Fournier
1:45.0,,,103-92,,S. Napier enters the game for V. Oladipo
1:45.0,,,103-92,,A. Nicholson enters the game for T. Harris
1:45.0,,,103-93,1,N. Vucevic makes free throw 1 of 1
1:20.0,D. Gooden misses 3-pt shot from 23 ft,,103-93,,
1:20.0,,,103-93,,Defensive rebound by A. Nicholson
1:00.0,,,103-95,2,N. Vucevic makes 2-pt shot from 7 ft
0:37.0,J. Wall makes 2-pt shot from 19 ft,2,105-95,,
0:37.0,,,105-95,,Orlando full timeout
0:37.0,,,105-95,,D. Dedmon enters the game for N. Vucevic
0:33.0,,,105-97,2,M. Hezonja makes 2-pt shot from 1 ft (assist by D. Dedmon)
0:29.0,Washington full timeout,,105-97,,
0:29.0,Washington full timeout,,105-97,,
0:29.0,G. Neal enters the game for G. Temple,,105-97,,
0:29.0,Washington full timeout,,105-97,,
0:23.0,,,105-97,,Personal take foul by A. Nicholson (drawn by J. Wall)
0:07.0,J. Dudley misses 2-pt shot from 17 ft,,105-97,,
0:07.0,,,105-97,,Defensive rebound by M. Hezonja
0:01.0,Violation by J. Wall (def goaltending),,105-97,,
0:01.0,,,105-99,2,M. Hezonja makes 2-pt shot from 2 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
