time,LA Clippers,pts.away,score,pts.home,Golden State
4:29.0,,,87-100,,S. Livingston enters the game for B. Rush
4:10.0,C. Paul misses 3-pt shot from 26 ft,,87-100,,
4:09.0,,,87-100,,Defensive rebound by H. Barnes
4:00.0,Personal foul by D. Jordan,,87-100,,
4:00.0,,,87-101,1,S. Curry makes free throw 1 of 2
4:00.0,,,87-102,1,S. Curry makes free throw 2 of 2
3:42.0,A. Rivers makes 2-pt shot from 11 ft (assist by C. Paul),2,89-102,,
3:27.0,,,89-105,3,S. Curry makes 3-pt shot from 27 ft
3:16.0,,,89-105,,Personal foul by S. Curry
3:16.0,,,89-105,,Technical foul by S. Curry
3:16.0,C. Paul makes technical free throw,1,90-105,,
3:16.0,C. Paul misses free throw 1 of 2,,90-105,,
3:16.0,Offensive rebound by Team,,90-105,,
3:16.0,C. Paul makes free throw 2 of 2,1,91-105,,
2:56.0,,,91-105,,S. Curry misses 3-pt shot from 23 ft
2:54.0,,,91-105,,Offensive rebound by S. Livingston
2:53.0,Personal foul by J. Redick,,91-105,,
2:53.0,,,91-106,1,S. Livingston makes free throw 1 of 2
2:53.0,P. Prigioni enters the game for C. Paul,,91-106,,
2:53.0,W. Johnson enters the game for D. Jordan,,91-106,,
2:53.0,,,91-106,,S. Livingston misses free throw 2 of 2
2:52.0,Defensive rebound by J. Crawford,,91-106,,
2:30.0,J. Crawford misses 2-pt shot from 10 ft,,91-106,,
2:29.0,,,91-106,,Defensive rebound by D. Green
2:29.0,Technical foul by J. Crawford,,91-106,,
2:29.0,,,91-107,1,S. Curry makes technical free throw
2:29.0,J. Green enters the game for J. Crawford,,91-107,,
2:29.0,J. Ayres enters the game for J. Redick,,91-107,,
2:08.0,,,91-107,,H. Barnes misses 3-pt shot from 25 ft
2:06.0,Defensive rebound by A. Rivers,,91-107,,
2:00.0,P. Prigioni makes 3-pt shot from 24 ft (assist by A. Rivers),3,94-107,,
1:40.0,,,94-107,,K. Thompson misses 2-pt shot from 15 ft
1:40.0,Defensive rebound by J. Green,,94-107,,
1:24.0,J. Green misses 2-pt shot from 12 ft,,94-107,,
1:23.0,,,94-107,,Defensive rebound by K. Thompson
1:08.0,,,94-109,2,S. Curry makes 2-pt shot at rim
0:58.0,P. Prigioni misses 2-pt shot from 10 ft,,94-109,,
0:58.0,Offensive rebound by J. Ayres,,94-109,,
0:57.0,J. Ayres makes 2-pt shot from 2 ft,2,96-109,,
0:41.0,,,96-111,2,S. Curry makes 2-pt shot from 1 ft
0:33.0,A. Rivers makes 2-pt shot from 17 ft,2,98-111,,
0:19.0,,,98-114,3,K. Thompson makes 3-pt shot from 26 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
