time,New Orleans,pts.away,score,pts.home,Portland
8:09.0,E. Gordon makes 3-pt shot from 24 ft (assist by A. Gee),3,7-10,,
7:49.0,,,7-10,,Shooting foul by J. Holiday (drawn by D. Lillard)
7:49.0,,,7-11,1,D. Lillard makes free throw 1 of 2
7:49.0,,,7-12,1,D. Lillard makes free throw 2 of 2
7:41.0,Offensive foul by A. Gee,,7-12,,
7:41.0,Turnover by A. Gee (offensive foul),,7-12,,
7:34.0,,,7-15,3,C. McCollum makes 3-pt shot from 29 ft (assist by D. Lillard)
7:22.0,A. Davis misses 2-pt shot from 3 ft,,7-15,,
7:21.0,Offensive rebound by K. Perkins,,7-15,,
7:21.0,,,7-15,,Personal foul by M. Leonard (drawn by K. Perkins)
7:13.0,A. Davis makes 2-pt shot from 14 ft (assist by E. Gordon),2,9-15,,
7:05.0,,,9-17,2,M. Plumlee makes 2-pt shot from 7 ft (assist by D. Lillard)
7:05.0,,,9-17,,Shooting foul by A. Davis (drawn by M. Plumlee)
7:05.0,,,9-17,,M. Plumlee misses free throw 1 of 1
7:04.0,Defensive rebound by A. Gee,,9-17,,
6:54.0,,,9-17,,Personal foul by C. McCollum (drawn by J. Holiday)
6:44.0,K. Perkins misses 2-pt shot at rim (block by M. Leonard),,9-17,,
6:42.0,,,9-17,,Defensive rebound by A. Aminu
6:34.0,,,9-20,3,C. McCollum makes 3-pt shot from 24 ft (assist by D. Lillard)
6:27.0,New Orleans full timeout,,9-20,,
6:27.0,R. Anderson enters the game for K. Perkins,,9-20,,
6:27.0,I. Smith enters the game for J. Holiday,,9-20,,
6:19.0,,,9-20,,Personal foul by M. Plumlee (drawn by A. Davis)
6:04.0,A. Davis misses 2-pt shot from 9 ft,,9-20,,
6:03.0,,,9-20,,Defensive rebound by A. Aminu
5:59.0,,,9-20,,A. Aminu misses 2-pt shot from 1 ft
5:57.0,Defensive rebound by R. Anderson,,9-20,,
5:43.0,E. Gordon misses 2-pt shot from 19 ft,,9-20,,
5:43.0,,,9-20,,Defensive rebound by C. McCollum
5:36.0,,,9-22,2,C. McCollum makes 2-pt shot from 2 ft
5:28.0,A. Gee misses 2-pt shot from 2 ft (block by A. Aminu),,9-22,,
5:28.0,Offensive rebound by Team,,9-22,,
5:28.0,,,9-22,,A. Crabbe enters the game for C. McCollum
5:23.0,R. Anderson makes 2-pt shot from 19 ft (assist by A. Gee),2,11-22,,
5:10.0,,,11-22,,M. Plumlee misses 2-pt shot from 2 ft
5:08.0,,,11-22,,Offensive rebound by M. Plumlee
5:08.0,,,11-24,2,M. Plumlee makes 2-pt shot at rim
4:57.0,R. Anderson misses 3-pt shot from 25 ft,,11-24,,
4:57.0,,,11-24,,Defensive rebound by A. Crabbe
4:45.0,,,11-24,,A. Aminu misses 3-pt shot from 22 ft
4:44.0,Defensive rebound by E. Gordon,,11-24,,
4:39.0,Shooting foul by M. Plumlee (drawn by E. Gordon),,11-24,,
4:39.0,E. Gordon misses free throw 1 of 2,,11-24,,
4:39.0,Offensive rebound by Team,,11-24,,
4:39.0,,,11-24,,E. Davis enters the game for M. Plumlee
4:39.0,E. Gordon makes free throw 2 of 2,1,12-24,,
4:29.0,,,12-26,2,D. Lillard makes 2-pt shot from 17 ft
4:10.0,R. Anderson misses 2-pt shot from 5 ft,,12-26,,
4:09.0,,,12-26,,Defensive rebound by A. Aminu
4:02.0,,,12-26,,D. Lillard misses 3-pt shot from 24 ft
4:02.0,Defensive rebound by A. Davis,,12-26,,
3:56.0,Turnover by I. Smith (bad pass; steal by M. Leonard),,12-26,,
3:50.0,,,12-26,,D. Lillard misses 3-pt shot from 25 ft
3:49.0,,,12-26,,Offensive rebound by M. Leonard
3:47.0,,,12-26,,M. Leonard misses 2-pt shot from 1 ft
3:47.0,,,12-26,,Offensive rebound by E. Davis
3:47.0,,,12-26,,Shooting foul by I. Smith (drawn by E. Davis)
3:47.0,,,12-27,1,E. Davis makes free throw 1 of 2
3:47.0,,,12-27,,N. Vonleh enters the game for M. Leonard
3:47.0,,,12-27,,M. Harkless enters the game for A. Aminu
3:47.0,A. Ajinca enters the game for A. Davis,,12-27,,
3:47.0,,,12-28,1,E. Davis makes free throw 2 of 2
3:44.0,New Orleans full timeout,,12-28,,
3:33.0,R. Anderson misses 2-pt shot from 1 ft,,12-28,,
3:31.0,Offensive rebound by A. Ajinca,,12-28,,
3:31.0,A. Ajinca misses 2-pt shot from 2 ft,,12-28,,
3:30.0,,,12-28,,Defensive rebound by M. Harkless
3:25.0,,,12-30,2,D. Lillard makes 2-pt shot from 6 ft
3:00.0,I. Smith misses 2-pt shot from 16 ft,,12-30,,
3:00.0,,,12-30,,Defensive rebound by D. Lillard
2:50.0,,,12-30,,Turnover by A. Crabbe (lost ball; steal by I. Smith)
2:48.0,A. Gee makes 2-pt shot at rim (assist by I. Smith),2,14-30,,
2:48.0,Shooting foul by D. Lillard (drawn by A. Gee),,14-30,,
2:48.0,,,14-30,,C. McCollum enters the game for D. Lillard
2:48.0,A. Gee makes free throw 1 of 1,1,15-30,,
2:33.0,,,15-32,2,A. Crabbe makes 2-pt shot from 1 ft (assist by C. McCollum)
2:26.0,Turnover by I. Smith (bad pass; steal by A. Crabbe),,15-32,,
2:22.0,,,15-32,,A. Crabbe misses 2-pt shot from 1 ft
2:20.0,,,15-32,,Offensive rebound by C. McCollum
2:20.0,,,15-34,2,C. McCollum makes 2-pt shot from 1 ft
2:01.0,E. Gordon makes 2-pt shot from 10 ft,2,17-34,,
2:01.0,Shooting foul by A. Crabbe (drawn by E. Gordon),,17-34,,
2:01.0,E. Gordon makes free throw 1 of 1,1,18-34,,
1:36.0,,,18-34,,M. Harkless misses 3-pt shot from 23 ft
1:35.0,Defensive rebound by A. Ajinca,,18-34,,
1:22.0,A. Gee misses 3-pt shot from 24 ft (block by M. Harkless),,18-34,,
1:22.0,Offensive rebound by Team,,18-34,,
1:15.0,I. Smith misses 2-pt shot from 5 ft,,18-34,,
1:12.0,,,18-34,,Defensive rebound by E. Davis
1:06.0,,,18-34,,Shooting foul by A. Ajinca (drawn by C. McCollum)
1:06.0,,,18-35,1,C. McCollum makes free throw 1 of 2
1:06.0,N. Robinson enters the game for E. Gordon,,18-35,,
1:06.0,,,18-36,1,C. McCollum makes free throw 2 of 2
0:55.0,A. Ajinca misses 2-pt shot from 16 ft,,18-36,,
0:53.0,,,18-36,,Defensive rebound by A. Crabbe
0:38.0,,,18-39,3,C. McCollum makes 3-pt shot from 27 ft
0:38.0,,,18-39,,Shooting foul by I. Smith (drawn by C. McCollum)
0:38.0,,,18-40,1,C. McCollum makes free throw 1 of 1
0:18.0,A. Ajinca misses 2-pt shot from 4 ft,,18-40,,
0:15.0,,,18-40,,Defensive rebound by M. Harkless
0:05.0,,,18-43,3,C. McCollum makes 3-pt shot from 25 ft
0:00.0,I. Smith misses 2-pt shot from 19 ft,,18-43,,
0:00.0,Offensive rebound by Team,,18-43,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,R. Anderson makes 3-pt shot from 24 ft (assist by I. Smith),3,21-43,,
11:33.0,,,21-43,,A. Crabbe misses 2-pt shot from 20 ft
11:32.0,Defensive rebound by R. Anderson,,21-43,,
11:17.0,I. Smith misses 2-pt shot from 4 ft,,21-43,,
11:17.0,Offensive rebound by Team,,21-43,,
11:17.0,,,21-43,,Loose ball foul by N. Vonleh (drawn by A. Ajinca)
11:08.0,R. Anderson makes 3-pt shot from 26 ft (assist by I. Smith),3,24-43,,
10:48.0,,,24-45,2,C. McCollum makes 2-pt shot from 5 ft
10:31.0,R. Anderson misses 2-pt shot from 15 ft,,24-45,,
10:29.0,,,24-45,,Defensive rebound by E. Davis
10:22.0,Personal foul by A. Ajinca (drawn by M. Harkless),,24-45,,
10:22.0,A. Davis enters the game for A. Ajinca,,24-45,,
10:22.0,D. Cunningham enters the game for A. Gee,,24-45,,
10:19.0,,,24-45,,Offensive foul by N. Vonleh
10:19.0,,,24-45,,Turnover by N. Vonleh (offensive foul)
10:00.0,R. Anderson makes 3-pt shot from 26 ft (assist by N. Robinson),3,27-45,,
9:49.0,,,27-45,,C. McCollum misses 2-pt shot from 19 ft
9:49.0,Defensive rebound by R. Anderson,,27-45,,
9:39.0,Turnover by R. Anderson (lost ball; steal by E. Davis),,27-45,,
9:30.0,,,27-45,,C. McCollum misses 2-pt shot from 8 ft
9:30.0,Defensive rebound by A. Davis,,27-45,,
9:22.0,I. Smith misses 3-pt shot from 23 ft,,27-45,,
9:21.0,,,27-45,,Defensive rebound by M. Harkless
9:00.0,,,27-45,,A. Crabbe misses 3-pt shot from 24 ft
8:59.0,Defensive rebound by D. Cunningham,,27-45,,
8:51.0,Shooting foul by E. Davis (drawn by A. Davis),,27-45,,
8:51.0,Official timeout,,27-45,,
8:51.0,,,27-45,,M. Leonard enters the game for N. Vonleh
8:51.0,E. Gordon enters the game for N. Robinson,,27-45,,
8:51.0,A. Davis misses free throw 1 of 2,,27-45,,
8:51.0,Offensive rebound by Team,,27-45,,
8:51.0,A. Davis makes free throw 2 of 2,1,28-45,,
8:37.0,,,28-45,,Turnover by M. Harkless (traveling)
8:24.0,A. Davis misses 2-pt shot from 10 ft,,28-45,,
8:22.0,,,28-45,,Defensive rebound by A. Crabbe
8:16.0,,,28-45,,C. McCollum misses 2-pt shot from 11 ft
8:14.0,Defensive rebound by R. Anderson,,28-45,,
8:02.0,E. Gordon misses 3-pt shot from 24 ft,,28-45,,
8:01.0,Offensive rebound by E. Gordon,,28-45,,
7:58.0,E. Gordon misses 3-pt shot from 24 ft,,28-45,,
7:57.0,,,28-45,,Defensive rebound by M. Harkless
7:42.0,,,28-47,2,M. Harkless makes 2-pt shot from 1 ft (assist by A. Crabbe)
7:27.0,A. Davis makes 2-pt shot at rim (assist by I. Smith),2,30-47,,
6:56.0,,,30-49,2,E. Davis makes 2-pt shot from 3 ft
6:42.0,D. Cunningham misses 3-pt shot from 23 ft,,30-49,,
6:42.0,,,30-49,,Defensive rebound by Team
6:42.0,,,30-49,,M. Plumlee enters the game for C. McCollum
6:42.0,,,30-49,,D. Lillard enters the game for E. Davis
6:42.0,,,30-49,,A. Aminu enters the game for M. Harkless
6:25.0,,,30-49,,M. Leonard misses 2-pt shot from 12 ft
6:24.0,Defensive rebound by I. Smith,,30-49,,
6:12.0,R. Anderson makes 2-pt shot at rim,2,32-49,,
6:12.0,Shooting foul by M. Plumlee (drawn by R. Anderson),,32-49,,
6:12.0,,,32-49,,E. Davis enters the game for M. Plumlee
6:12.0,R. Anderson misses free throw 1 of 1,,32-49,,
6:10.0,,,32-49,,Defensive rebound by E. Davis
5:58.0,,,32-49,,Turnover by D. Lillard (bad pass; steal by I. Smith)
5:58.0,,,32-49,,Personal foul by A. Crabbe (drawn by I. Smith)
5:58.0,,,32-49,,Portland full timeout
5:51.0,,,32-49,,Personal foul by M. Leonard (drawn by A. Davis)
5:51.0,A. Davis misses free throw 1 of 2,,32-49,,
5:51.0,Offensive rebound by Team,,32-49,,
5:51.0,A. Davis makes free throw 2 of 2,1,33-49,,
5:37.0,Personal foul by D. Cunningham (drawn by A. Aminu),,33-49,,
5:37.0,A. Gee enters the game for D. Cunningham,,33-49,,
5:29.0,,,33-49,,M. Leonard misses 3-pt shot from 26 ft
5:28.0,Defensive rebound by I. Smith,,33-49,,
5:16.0,A. Davis misses 2-pt shot from 2 ft,,33-49,,
5:15.0,,,33-49,,Defensive rebound by M. Leonard
5:11.0,,,33-51,2,D. Lillard makes 2-pt shot from 3 ft
4:45.0,A. Davis misses 2-pt shot from 11 ft,,33-51,,
4:44.0,,,33-51,,Defensive rebound by M. Leonard
4:35.0,,,33-53,2,M. Leonard makes 2-pt shot from 19 ft (assist by D. Lillard)
4:12.0,E. Gordon makes 2-pt shot from 1 ft,2,35-53,,
4:03.0,,,35-55,2,E. Davis makes 2-pt shot at rim (assist by D. Lillard)
3:41.0,,,35-55,,Personal foul by A. Crabbe (drawn by I. Smith)
3:41.0,I. Smith misses free throw 1 of 2,,35-55,,
3:41.0,Offensive rebound by Team,,35-55,,
3:41.0,,,35-55,,C. McCollum enters the game for A. Crabbe
3:41.0,I. Smith misses free throw 2 of 2,,35-55,,
3:40.0,,,35-55,,Defensive rebound by M. Leonard
3:32.0,,,35-55,,D. Lillard misses 2-pt shot at rim
3:31.0,,,35-55,,Offensive rebound by E. Davis
3:31.0,,,35-57,2,E. Davis makes 2-pt shot at rim
3:19.0,Turnover by I. Smith (bad pass; steal by D. Lillard),,35-57,,
3:16.0,,,35-57,,Turnover by D. Lillard (bad pass; steal by R. Anderson)
3:10.0,I. Smith makes 3-pt shot from 22 ft (assist by R. Anderson),3,38-57,,
3:06.0,,,38-57,,Portland full timeout
3:06.0,J. Holiday enters the game for I. Smith,,38-57,,
2:56.0,,,38-59,2,M. Leonard makes 2-pt shot at rim (assist by D. Lillard)
2:43.0,R. Anderson misses 3-pt shot from 24 ft,,38-59,,
2:42.0,,,38-59,,Defensive rebound by E. Davis
2:38.0,Personal foul by J. Holiday (drawn by D. Lillard),,38-59,,
2:26.0,,,38-61,2,D. Lillard makes 2-pt shot from 2 ft
2:08.0,Turnover by J. Holiday (bad pass; steal by C. McCollum),,38-61,,
2:06.0,Personal foul by A. Gee (drawn by A. Aminu),,38-61,,
1:57.0,,,38-61,,D. Lillard misses 3-pt shot from 24 ft
1:56.0,Defensive rebound by J. Holiday,,38-61,,
1:51.0,J. Holiday misses 2-pt shot at rim (block by A. Aminu),,38-61,,
1:49.0,,,38-61,,Defensive rebound by D. Lillard
1:44.0,,,38-61,,C. McCollum misses 3-pt shot from 25 ft
1:43.0,,,38-61,,Offensive rebound by M. Leonard
1:38.0,,,38-64,3,D. Lillard makes 3-pt shot from 28 ft (assist by M. Leonard)
1:23.0,E. Gordon makes 2-pt shot from 12 ft,2,40-64,,
1:06.0,,,40-64,,A. Aminu misses 2-pt shot from 1 ft
1:03.0,Defensive rebound by A. Davis,,40-64,,
1:00.0,J. Holiday misses 3-pt shot from 25 ft,,40-64,,
1:00.0,,,40-64,,Defensive rebound by C. McCollum
0:53.0,,,40-66,2,C. McCollum makes 2-pt shot from 2 ft
0:40.0,,,40-66,,Personal foul by C. McCollum (drawn by E. Gordon)
0:40.0,E. Gordon misses free throw 1 of 2,,40-66,,
0:40.0,Offensive rebound by Team,,40-66,,
0:40.0,A. Ajinca enters the game for A. Davis,,40-66,,
0:40.0,E. Gordon makes free throw 2 of 2,1,41-66,,
0:34.0,,,41-68,2,C. McCollum makes 2-pt shot from 18 ft
0:26.0,J. Holiday misses 2-pt shot from 6 ft,,41-68,,
0:25.0,,,41-68,,Defensive rebound by E. Davis
0:21.0,,,41-68,,Turnover by M. Leonard (step out of bounds)
0:13.0,New Orleans full timeout,,41-68,,
0:13.0,,,41-68,,M. Harkless enters the game for M. Leonard
0:10.0,Turnover by J. Holiday (lost ball; steal by D. Lillard),,41-68,,
0:08.0,,,41-70,2,D. Lillard makes 2-pt shot at rim
0:01.0,Shooting foul by E. Davis (drawn by A. Ajinca),,41-70,,
0:01.0,,,41-70,,Portland full timeout
0:01.0,,,41-70,,M. Leonard enters the game for M. Harkless
0:01.0,A. Ajinca makes free throw 1 of 2,1,42-70,,
0:01.0,A. Ajinca makes free throw 2 of 2,1,43-70,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,43-70,,Personal foul by D. Lillard (drawn by J. Holiday)
11:37.0,J. Holiday misses 2-pt shot from 18 ft,,43-70,,
11:35.0,,,43-70,,Defensive rebound by A. Aminu
11:22.0,,,43-73,3,M. Leonard makes 3-pt shot from 26 ft (assist by D. Lillard)
11:05.0,A. Davis misses 3-pt shot from 25 ft,,43-73,,
11:05.0,,,43-73,,Defensive rebound by D. Lillard
10:52.0,,,43-73,,D. Lillard misses 3-pt shot from 26 ft
10:51.0,Defensive rebound by D. Cunningham,,43-73,,
10:43.0,E. Gordon makes 3-pt shot from 25 ft,3,46-73,,
10:24.0,,,46-73,,Turnover by A. Aminu (lost ball; steal by A. Davis)
10:15.0,A. Davis misses 3-pt shot from 27 ft,,46-73,,
10:14.0,,,46-73,,Defensive rebound by A. Aminu
9:59.0,,,46-75,2,A. Aminu makes 2-pt shot from 2 ft (assist by M. Plumlee)
9:37.0,Turnover by E. Gordon (bad pass),,46-75,,
9:21.0,,,46-75,,Turnover by A. Aminu (bad pass; steal by A. Davis)
9:21.0,,,46-75,,Loose ball foul by M. Plumlee (drawn by A. Davis)
9:21.0,R. Anderson enters the game for K. Perkins,,46-75,,
9:21.0,,,46-75,,E. Davis enters the game for M. Plumlee
9:02.0,J. Holiday misses 3-pt shot from 25 ft,,46-75,,
9:02.0,,,46-75,,Defensive rebound by C. McCollum
8:50.0,,,46-75,,C. McCollum misses 3-pt shot from 25 ft
8:50.0,Defensive rebound by R. Anderson,,46-75,,
8:43.0,Shooting foul by E. Davis (drawn by E. Gordon),,46-75,,
8:43.0,E. Gordon makes free throw 1 of 2,1,47-75,,
8:43.0,E. Gordon makes free throw 2 of 2,1,48-75,,
8:19.0,,,48-75,,C. McCollum misses 2-pt shot from 14 ft
8:18.0,Defensive rebound by D. Cunningham,,48-75,,
8:04.0,J. Holiday makes 2-pt shot from 13 ft (assist by D. Cunningham),2,50-75,,
7:42.0,,,50-77,2,A. Aminu makes 2-pt shot at rim (assist by M. Leonard)
7:16.0,R. Anderson makes 2-pt shot from 16 ft,2,52-77,,
6:57.0,,,52-79,2,D. Lillard makes 2-pt shot from 1 ft
6:48.0,Turnover by A. Davis (bad pass; steal by A. Aminu),,52-79,,
6:26.0,,,52-79,,A. Aminu misses 3-pt shot from 22 ft
6:26.0,Defensive rebound by Team,,52-79,,
6:12.0,J. Holiday makes 2-pt shot at rim,2,54-79,,
6:10.0,,,54-79,,Portland full timeout
6:10.0,I. Smith enters the game for J. Holiday,,54-79,,
5:52.0,,,54-79,,Turnover by A. Aminu (lost ball; steal by D. Cunningham)
5:29.0,I. Smith misses 2-pt shot from 21 ft,,54-79,,
5:28.0,,,54-79,,Defensive rebound by E. Davis
5:14.0,,,54-81,2,E. Davis makes 2-pt shot at rim (assist by D. Lillard)
4:57.0,I. Smith misses 2-pt shot from 4 ft,,54-81,,
4:56.0,,,54-81,,Defensive rebound by C. McCollum
4:56.0,Personal foul by I. Smith (drawn by C. McCollum),,54-81,,
4:56.0,,,54-81,,A. Crabbe enters the game for C. McCollum
4:56.0,,,54-81,,M. Harkless enters the game for A. Aminu
4:44.0,,,54-81,,Turnover by M. Leonard (bad pass; steal by E. Gordon)
4:35.0,R. Anderson misses 2-pt shot at rim,,54-81,,
4:35.0,,,54-81,,Defensive rebound by Team
4:19.0,,,54-81,,D. Lillard misses 2-pt shot from 18 ft
4:18.0,Defensive rebound by R. Anderson,,54-81,,
4:08.0,E. Gordon misses 3-pt shot from 24 ft,,54-81,,
4:07.0,,,54-81,,Defensive rebound by E. Davis
3:59.0,,,54-81,,Turnover by D. Lillard (traveling)
3:59.0,,,54-81,,N. Vonleh enters the game for M. Leonard
3:46.0,I. Smith makes 2-pt shot from 3 ft,2,56-81,,
3:21.0,,,56-81,,M. Harkless misses 2-pt shot at rim
3:20.0,Defensive rebound by A. Davis,,56-81,,
3:07.0,A. Davis makes 2-pt shot at rim (assist by I. Smith),2,58-81,,
2:48.0,,,58-81,,N. Vonleh misses 3-pt shot from 26 ft
2:48.0,Defensive rebound by A. Davis,,58-81,,
2:41.0,,,58-81,,Personal foul by E. Davis (drawn by I. Smith)
2:41.0,New Orleans full timeout,,58-81,,
2:41.0,,,58-81,,M. Plumlee enters the game for E. Davis
2:29.0,A. Davis makes 2-pt shot from 17 ft (assist by E. Gordon),2,60-81,,
2:15.0,,,60-81,,D. Lillard misses 3-pt shot from 26 ft
2:14.0,Defensive rebound by A. Davis,,60-81,,
1:59.0,E. Gordon makes 3-pt shot from 25 ft,3,63-81,,
1:35.0,,,63-81,,M. Harkless misses 2-pt shot from 3 ft (block by A. Davis)
1:33.0,Defensive rebound by I. Smith,,63-81,,
1:27.0,A. Davis makes 2-pt shot at rim (assist by I. Smith),2,65-81,,
1:11.0,,,65-84,3,M. Harkless makes 3-pt shot from 24 ft (assist by M. Plumlee)
1:01.0,I. Smith makes 2-pt shot from 3 ft,2,67-84,,
0:51.0,Personal foul by R. Anderson (drawn by M. Plumlee),,67-84,,
0:51.0,,,67-84,,M. Plumlee misses free throw 1 of 2
0:51.0,,,67-84,,Offensive rebound by Team
0:51.0,,,67-85,1,M. Plumlee makes free throw 2 of 2
0:38.0,E. Gordon misses 3-pt shot from 22 ft,,67-85,,
0:38.0,,,67-85,,Defensive rebound by D. Lillard
0:29.0,,,67-87,2,N. Vonleh makes 2-pt shot from 12 ft (assist by M. Plumlee)
0:05.0,I. Smith misses 2-pt shot from 13 ft,,67-87,,
0:02.0,,,67-87,,Defensive rebound by M. Plumlee
0:01.0,,,67-87,,N. Vonleh misses 2-pt shot from 15 ft
0:00.0,,,67-87,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,67-89,2,A. Crabbe makes 2-pt shot from 15 ft (assist by M. Plumlee)
11:27.0,J. Holiday makes 2-pt shot from 3 ft,2,69-89,,
11:27.0,Shooting foul by C. McCollum (drawn by J. Holiday),,69-89,,
11:27.0,J. Holiday makes free throw 1 of 1,1,70-89,,
11:07.0,,,70-89,,A. Crabbe misses 3-pt shot from 22 ft
11:06.0,Defensive rebound by A. Davis,,70-89,,
10:56.0,R. Anderson makes 2-pt shot from 17 ft (assist by E. Gordon),2,72-89,,
10:38.0,,,72-89,,C. McCollum misses 3-pt shot from 25 ft
10:37.0,Defensive rebound by R. Anderson,,72-89,,
10:25.0,R. Anderson makes 2-pt shot from 20 ft,2,74-89,,
10:04.0,,,74-91,2,M. Plumlee makes 2-pt shot from 4 ft
9:50.0,J. Holiday makes 2-pt shot from 2 ft,2,76-91,,
9:37.0,,,76-94,3,M. Harkless makes 3-pt shot from 26 ft (assist by M. Plumlee)
9:21.0,J. Holiday makes 3-pt shot from 22 ft,3,79-94,,
9:10.0,,,79-94,,N. Vonleh misses 2-pt shot from 3 ft
9:09.0,Defensive rebound by Team,,79-94,,
9:09.0,,,79-94,,M. Leonard enters the game for N. Vonleh
9:09.0,,,79-94,,A. Aminu enters the game for A. Crabbe
8:54.0,J. Holiday misses 2-pt shot from 5 ft,,79-94,,
8:52.0,Offensive rebound by A. Davis,,79-94,,
8:42.0,D. Cunningham misses 3-pt shot from 24 ft,,79-94,,
8:41.0,Offensive rebound by Team,,79-94,,
8:41.0,Official timeout,,79-94,,
8:41.0,Jump ball: A. Aminu vs. A. Davis (D. Cunningham gains possession),,,,Jump ball: A. Aminu vs. A. Davis (D. Cunningham gains possession)
8:35.0,Turnover by R. Anderson (traveling),,79-94,,
8:25.0,,,79-96,2,C. McCollum makes 2-pt shot from 16 ft
8:11.0,R. Anderson misses 3-pt shot from 26 ft,,79-96,,
8:10.0,,,79-96,,Defensive rebound by M. Plumlee
8:00.0,Personal foul by E. Gordon (drawn by M. Leonard),,79-96,,
8:00.0,,,79-96,,D. Lillard enters the game for M. Harkless
8:00.0,I. Smith enters the game for E. Gordon,,79-96,,
7:50.0,,,79-96,,D. Lillard misses 3-pt shot from 25 ft
7:50.0,Defensive rebound by D. Cunningham,,79-96,,
7:31.0,A. Davis makes 3-pt shot from 26 ft (assist by I. Smith),3,82-96,,
7:13.0,,,82-98,2,M. Leonard makes 2-pt shot from 18 ft (assist by D. Lillard)
6:59.0,A. Davis makes 3-pt shot from 26 ft (assist by J. Holiday),3,85-98,,
6:36.0,,,85-98,,D. Lillard misses 2-pt shot from 16 ft
6:34.0,Defensive rebound by D. Cunningham,,85-98,,
6:18.0,A. Davis makes 2-pt shot from 2 ft (assist by J. Holiday),2,87-98,,
6:18.0,,,87-98,,Portland full timeout
6:18.0,,,87-98,,E. Davis enters the game for M. Plumlee
6:18.0,E. Gordon enters the game for J. Holiday,,87-98,,
6:02.0,,,87-98,,Shooting foul by I. Smith (drawn by D. Lillard)
6:02.0,,,87-99,1,D. Lillard makes free throw 1 of 2
6:02.0,,,87-100,1,D. Lillard makes free throw 2 of 2
5:48.0,R. Anderson misses 3-pt shot from 28 ft,,87-100,,
5:47.0,,,87-100,,Defensive rebound by D. Lillard
5:38.0,,,87-100,,M. Leonard misses 3-pt shot from 23 ft
5:37.0,Defensive rebound by A. Davis,,87-100,,
5:27.0,R. Anderson misses 3-pt shot from 24 ft,,87-100,,
5:26.0,,,87-100,,Defensive rebound by M. Leonard
5:21.0,Personal take foul by I. Smith (drawn by D. Lillard),,87-100,,
5:21.0,New Orleans full timeout,,87-100,,
5:13.0,,,87-100,,D. Lillard misses 2-pt shot from 20 ft
5:12.0,Defensive rebound by D. Cunningham,,87-100,,
4:51.0,I. Smith misses 2-pt shot from 17 ft,,87-100,,
4:50.0,,,87-100,,Defensive rebound by A. Aminu
4:37.0,,,87-100,,E. Davis misses 2-pt shot from 3 ft
4:35.0,Defensive rebound by R. Anderson,,87-100,,
4:25.0,R. Anderson makes 2-pt shot from 5 ft,2,89-100,,
4:03.0,,,89-100,,D. Lillard misses 2-pt shot from 15 ft
4:01.0,Defensive rebound by R. Anderson,,89-100,,
3:52.0,A. Davis makes 3-pt shot from 27 ft (assist by I. Smith),3,92-100,,
