time,Indiana,pts.away,score,pts.home,Washington
2:35.0,,,117-104,,Turnover by B. Beal (lost ball)
2:17.0,Turnover by P. George (bad pass),,117-104,,
2:01.0,,,117-104,,G. Neal misses 3-pt shot from 26 ft
2:00.0,Defensive rebound by I. Mahinmi,,117-104,,
1:51.0,Shooting foul by J. Wall (drawn by C. Miles),,117-104,,
1:51.0,C. Miles makes free throw 1 of 2,1,118-104,,
1:51.0,C. Miles makes free throw 2 of 2,1,119-104,,
1:43.0,,,119-104,,Shooting foul by M. Ellis (drawn by G. Neal)
1:43.0,,,119-105,1,G. Neal makes free throw 1 of 2
1:43.0,,,119-105,,R. Sessions enters the game for J. Wall
1:43.0,,,119-105,,D. Blair enters the game for M. Gortat
1:43.0,,,119-105,,K. Oubre enters the game for B. Beal
1:43.0,,,119-105,,G. Temple enters the game for O. Porter
1:43.0,,,119-106,1,G. Neal makes free throw 2 of 2
1:31.0,M. Ellis misses 2-pt shot from 18 ft,,119-106,,
1:30.0,,,119-106,,Defensive rebound by G. Neal
1:21.0,,,119-106,,K. Oubre misses 3-pt shot from 23 ft
1:20.0,Defensive rebound by M. Ellis,,119-106,,
1:00.0,P. George makes 2-pt shot from 17 ft,2,121-106,,
0:49.0,,,121-106,,G. Temple misses 2-pt shot from 4 ft
0:48.0,Defensive rebound by I. Mahinmi,,121-106,,
0:42.0,Indiana full timeout,,121-106,,
0:42.0,J. Young enters the game for C. Miles,,121-106,,
0:42.0,S. Hill enters the game for P. George,,121-106,,
0:42.0,G. Robinson enters the game for I. Mahinmi,,121-106,,
0:42.0,C. Budinger enters the game for M. Ellis,,121-106,,
0:42.0,L. Allen enters the game for G. Hill,,121-106,,
0:33.0,L. Allen makes 2-pt shot from 18 ft (assist by J. Young),2,123-106,,
0:22.0,,,123-106,,D. Blair misses 2-pt shot from 19 ft
0:21.0,Defensive rebound by J. Young,,123-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
