time,New Orleans,pts.away,score,pts.home,Washington
7:56.0,,,6-9,,J. Wall misses 2-pt shot from 17 ft
7:55.0,,,6-9,,Offensive rebound by M. Gortat
7:53.0,,,6-9,,M. Gortat misses 2-pt shot from 6 ft
7:52.0,Defensive rebound by A. Davis,,6-9,,
7:37.0,B. Dejean-Jones misses 3-pt shot from 25 ft,,6-9,,
7:36.0,,,6-9,,Defensive rebound by J. Wall
7:22.0,,,6-9,,G. Temple misses 3-pt shot from 27 ft
7:21.0,Defensive rebound by A. Davis,,6-9,,
7:12.0,N. Cole makes 2-pt shot from 6 ft,2,8-9,,
6:49.0,,,8-9,,M. Gortat misses 2-pt shot from 16 ft
6:48.0,Defensive rebound by B. Dejean-Jones,,8-9,,
6:35.0,Turnover by K. Perkins (bad pass; steal by J. Dudley),,8-9,,
6:30.0,,,8-9,,G. Temple misses 2-pt shot from 2 ft (block by D. Cunningham)
6:29.0,,,8-9,,Offensive rebound by G. Temple
6:26.0,,,8-9,,G. Temple misses 2-pt shot from 1 ft
6:26.0,Defensive rebound by N. Cole,,8-9,,
6:20.0,N. Cole misses 2-pt shot at rim (block by M. Gortat),,8-9,,
6:18.0,,,8-9,,Defensive rebound by O. Porter
6:12.0,,,8-12,3,O. Porter makes 3-pt shot from 24 ft (assist by J. Wall)
5:42.0,N. Cole misses 2-pt shot from 20 ft,,8-12,,
5:41.0,,,8-12,,Defensive rebound by G. Temple
5:30.0,,,8-14,2,M. Gortat makes 2-pt shot from 1 ft (assist by G. Temple)
5:24.0,New Orleans full timeout,,8-14,,
5:24.0,,,8-14,,B. Beal enters the game for G. Temple
5:24.0,J. Holiday enters the game for N. Cole,,8-14,,
5:24.0,A. Ajinca enters the game for K. Perkins,,8-14,,
5:17.0,Shooting foul by O. Porter (drawn by J. Holiday),,8-14,,
5:17.0,J. Holiday makes free throw 1 of 2,1,9-14,,
5:17.0,,,9-14,,G. Temple enters the game for O. Porter
5:17.0,J. Holiday makes free throw 2 of 2,1,10-14,,
5:00.0,,,10-16,2,G. Temple makes 2-pt shot at rim (assist by B. Beal)
4:42.0,J. Holiday misses 2-pt shot from 22 ft,,10-16,,
4:40.0,,,10-16,,Defensive rebound by J. Wall
4:17.0,,,10-16,,B. Beal misses 2-pt shot from 5 ft
4:16.0,Defensive rebound by A. Ajinca,,10-16,,
4:09.0,J. Holiday makes 2-pt shot from 1 ft (assist by A. Ajinca),2,12-16,,
3:49.0,,,12-16,,B. Beal misses 2-pt shot from 15 ft
3:48.0,,,12-16,,Offensive rebound by M. Gortat
3:47.0,,,12-18,2,M. Gortat makes 2-pt shot from 1 ft
3:26.0,A. Davis makes 2-pt shot at rim (assist by J. Holiday),2,14-18,,
3:16.0,Shooting block foul by A. Ajinca (drawn by J. Wall),,14-18,,
3:16.0,,,14-19,1,J. Wall makes free throw 1 of 2
3:16.0,,,14-19,,M. Morris enters the game for J. Dudley
3:16.0,R. Anderson enters the game for A. Ajinca,,14-19,,
3:16.0,,,14-20,1,J. Wall makes free throw 2 of 2
3:07.0,,,14-20,,N. Hilario enters the game for M. Gortat
2:56.0,J. Holiday makes 2-pt shot from 17 ft (assist by R. Anderson),2,16-20,,
2:56.0,Shooting foul by G. Temple (drawn by J. Holiday),,16-20,,
2:56.0,,,16-20,,Washington full timeout
2:56.0,,,16-20,,K. Oubre enters the game for G. Temple
2:56.0,J. Holiday misses free throw 1 of 1,,16-20,,
2:54.0,,,16-20,,Defensive rebound by N. Hilario
2:34.0,,,16-20,,J. Wall misses 2-pt shot from 1 ft
2:33.0,,,16-20,,Offensive rebound by Team
2:33.0,,,16-20,,R. Sessions enters the game for J. Wall
2:33.0,T. Douglas enters the game for B. Dejean-Jones,,16-20,,
2:30.0,,,16-20,,K. Oubre misses 2-pt shot from 20 ft
2:30.0,,,16-20,,Offensive rebound by Team
2:30.0,,,16-20,,Turnover by Team (shot clock)
2:19.0,J. Holiday misses 2-pt shot from 18 ft,,16-20,,
2:18.0,,,16-20,,Defensive rebound by K. Oubre
2:07.0,,,16-20,,Shooting foul by T. Douglas (drawn by R. Sessions)
2:07.0,,,16-20,,R. Sessions misses free throw 1 of 2
2:07.0,,,16-20,,Offensive rebound by Team
2:07.0,,,16-20,,R. Sessions misses free throw 2 of 2
2:06.0,Defensive rebound by A. Davis,,16-20,,
1:48.0,T. Douglas misses 3-pt shot from 28 ft,,16-20,,
1:47.0,Offensive rebound by Team,,16-20,,
1:37.0,Turnover by D. Cunningham (step out of bounds),,16-20,,
1:37.0,A. Gee enters the game for D. Cunningham,,16-20,,
1:18.0,,,16-22,2,M. Morris makes 2-pt shot from 11 ft
1:05.0,J. Holiday misses 3-pt shot from 25 ft,,16-22,,
1:04.0,,,16-22,,Defensive rebound by K. Oubre
0:59.0,,,16-24,2,K. Oubre makes 2-pt shot from 9 ft
0:56.0,A. Ajinca enters the game for A. Davis,,16-24,,
0:35.0,R. Anderson makes 2-pt shot from 22 ft,2,18-24,,
0:29.0,,,18-24,,R. Sessions misses 2-pt shot from 4 ft
0:29.0,Defensive rebound by R. Anderson,,18-24,,
0:09.0,Shooting foul by N. Hilario (drawn by A. Ajinca),,18-24,,
0:09.0,A. Ajinca misses free throw 1 of 2,,18-24,,
0:09.0,Offensive rebound by Team,,18-24,,
0:09.0,,,18-24,,J. Wall enters the game for K. Oubre
0:09.0,A. Ajinca makes free throw 2 of 2,1,19-24,,
0:01.0,,,19-24,,M. Morris misses 3-pt shot from 25 ft
0:00.0,,,19-24,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,J. Holiday makes 2-pt shot from 15 ft,2,21-24,,
11:29.0,,,21-24,,B. Beal misses 2-pt shot from 13 ft
11:28.0,Defensive rebound by R. Anderson,,21-24,,
11:17.0,R. Anderson makes 3-pt shot from 27 ft (assist by J. Holiday),3,24-24,,
10:54.0,,,24-24,,M. Morris misses 3-pt shot from 25 ft
10:53.0,Defensive rebound by T. Douglas,,24-24,,
10:41.0,A. Gee misses 3-pt shot from 22 ft,,24-24,,
10:40.0,Offensive rebound by A. Ajinca,,24-24,,
10:28.0,A. Ajinca misses 2-pt shot from 8 ft,,24-24,,
10:26.0,,,24-24,,Defensive rebound by N. Hilario
10:18.0,,,24-24,,R. Sessions misses 2-pt shot from 6 ft
10:17.0,,,24-24,,Offensive rebound by Team
10:07.0,,,24-26,2,N. Hilario makes 2-pt shot from 16 ft
10:01.0,A. Gee makes 2-pt shot at rim (assist by J. Holiday),2,26-26,,
10:01.0,Shooting foul by K. Oubre (drawn by A. Gee),,26-26,,
10:01.0,A. Gee misses free throw 1 of 1,,26-26,,
10:00.0,,,26-26,,Defensive rebound by N. Hilario
9:46.0,,,26-28,2,M. Morris makes 2-pt shot from 14 ft
9:40.0,,,26-28,,Shooting block foul by M. Morris (drawn by J. Holiday)
9:40.0,A. Gee makes free throw 1 of 2,1,27-28,,
9:40.0,K. Perkins enters the game for A. Ajinca,,27-28,,
9:40.0,A. Gee misses free throw 2 of 2,,27-28,,
9:39.0,,,27-28,,Defensive rebound by R. Sessions
9:35.0,,,27-28,,Turnover by R. Sessions (bad pass; steal by R. Anderson)
9:20.0,T. Douglas misses 3-pt shot from 26 ft,,27-28,,
9:19.0,,,27-28,,Defensive rebound by N. Hilario
9:08.0,,,27-28,,Turnover by K. Oubre (bad pass; steal by A. Gee)
9:04.0,Shooting foul by M. Morris (drawn by T. Douglas),,27-28,,
9:04.0,T. Douglas makes free throw 1 of 2,1,28-28,,
9:04.0,,,28-28,,J. Wall enters the game for K. Oubre
9:04.0,T. Douglas makes free throw 2 of 2,1,29-28,,
8:52.0,,,29-30,2,R. Sessions makes 2-pt shot at rim (assist by B. Beal)
8:52.0,,,29-30,,Shooting foul by J. Holiday (drawn by R. Sessions)
8:52.0,Official timeout,,29-30,,
8:52.0,,,29-31,1,R. Sessions makes free throw 1 of 1
8:38.0,R. Anderson makes 2-pt shot from 6 ft,2,31-31,,
8:12.0,,,31-33,2,B. Beal makes 2-pt shot from 1 ft (assist by J. Wall)
8:00.0,J. Holiday misses 3-pt shot from 25 ft,,31-33,,
8:00.0,Offensive rebound by R. Anderson,,31-33,,
7:59.0,R. Anderson makes 2-pt shot from 2 ft,2,33-33,,
7:48.0,,,33-33,,M. Morris misses 2-pt shot from 1 ft
7:45.0,Defensive rebound by K. Perkins,,33-33,,
7:33.0,A. Gee misses 2-pt shot from 15 ft,,33-33,,
7:32.0,,,33-33,,Defensive rebound by N. Hilario
7:23.0,,,33-35,2,B. Beal makes 2-pt shot from 20 ft (assist by M. Morris)
7:02.0,J. Holiday misses 3-pt shot from 27 ft,,33-35,,
7:00.0,,,33-35,,Defensive rebound by N. Hilario
6:50.0,,,33-37,2,R. Sessions makes 2-pt shot at rim (assist by M. Morris)
6:39.0,Shooting foul by J. Wall (drawn by T. Douglas),,33-37,,
6:39.0,T. Douglas makes free throw 1 of 2,1,34-37,,
6:39.0,,,34-37,,J. Dudley enters the game for B. Beal
6:39.0,,,34-37,,M. Gortat enters the game for M. Morris
6:39.0,,,34-37,,O. Porter enters the game for N. Hilario
6:39.0,A. Davis enters the game for K. Perkins,,34-37,,
6:39.0,T. Douglas makes free throw 2 of 2,1,35-37,,
6:31.0,,,35-37,,J. Wall misses 2-pt shot from 15 ft
6:30.0,Defensive rebound by A. Davis,,35-37,,
6:14.0,J. Holiday makes 2-pt shot at rim (assist by R. Anderson),2,37-37,,
5:58.0,,,37-37,,J. Dudley misses 2-pt shot from 15 ft
5:57.0,Defensive rebound by J. Holiday,,37-37,,
5:46.0,R. Anderson misses 3-pt shot from 27 ft,,37-37,,
5:45.0,,,37-37,,Defensive rebound by M. Gortat
5:35.0,,,37-37,,R. Sessions misses 3-pt shot from 24 ft
5:34.0,Defensive rebound by T. Douglas,,37-37,,
5:16.0,T. Douglas makes 3-pt shot from 27 ft (assist by A. Davis),3,40-37,,
5:09.0,,,40-39,2,M. Gortat makes 2-pt shot at rim (assist by J. Wall)
4:52.0,J. Holiday misses 2-pt shot from 1 ft,,40-39,,
4:51.0,,,40-39,,Defensive rebound by J. Wall
4:36.0,,,40-39,,J. Dudley misses 3-pt shot from 25 ft
4:34.0,,,40-39,,Offensive rebound by M. Gortat
4:31.0,,,40-39,,J. Wall misses 3-pt shot from 26 ft
4:30.0,Defensive rebound by A. Davis,,40-39,,
4:21.0,A. Davis makes 2-pt shot from 18 ft (assist by J. Holiday),2,42-39,,
4:15.0,,,42-39,,Washington full timeout
4:15.0,,,42-39,,B. Beal enters the game for R. Sessions
4:07.0,,,42-39,,J. Wall misses 2-pt shot from 4 ft
4:06.0,Defensive rebound by A. Davis,,42-39,,
3:57.0,A. Davis misses 2-pt shot at rim,,42-39,,
3:55.0,,,42-39,,Defensive rebound by J. Dudley
3:50.0,,,42-42,3,J. Dudley makes 3-pt shot from 26 ft (assist by J. Wall)
3:41.0,Turnover by A. Gee (lost ball; steal by O. Porter),,42-42,,
3:35.0,,,42-44,2,M. Gortat makes 2-pt shot at rim (assist by J. Dudley)
3:16.0,R. Anderson makes 3-pt shot from 24 ft,3,45-44,,
3:04.0,,,45-44,,Turnover by J. Dudley (bad pass; steal by T. Douglas)
3:03.0,,,45-44,,Personal take foul by J. Dudley (drawn by A. Gee)
3:03.0,A. Gee misses free throw 1 of 2,,45-44,,
3:03.0,Offensive rebound by Team,,45-44,,
3:03.0,N. Cole enters the game for J. Holiday,,45-44,,
3:03.0,A. Gee makes free throw 2 of 2,1,46-44,,
2:45.0,,,46-46,2,M. Gortat makes 2-pt shot from 7 ft
2:28.0,T. Douglas misses 3-pt shot from 24 ft,,46-46,,
2:27.0,,,46-46,,Defensive rebound by M. Gortat
2:14.0,,,46-46,,Shooting foul by T. Douglas (drawn by J. Wall)
2:14.0,New Orleans full timeout,,46-46,,
2:14.0,D. Cunningham enters the game for A. Gee,,46-46,,
2:14.0,A. Ajinca enters the game for R. Anderson,,46-46,,
2:14.0,,,46-46,,J. Wall misses free throw 1 of 2
2:14.0,,,46-46,,Offensive rebound by Team
2:14.0,,,46-46,,J. Wall misses free throw 2 of 2
2:13.0,Defensive rebound by A. Davis,,46-46,,
1:59.0,N. Cole misses 2-pt shot from 16 ft,,46-46,,
1:58.0,,,46-46,,Defensive rebound by J. Wall
1:45.0,,,46-49,3,J. Dudley makes 3-pt shot from 26 ft (assist by J. Wall)
1:22.0,D. Cunningham makes 3-pt shot from 26 ft (assist by T. Douglas),3,49-49,,
1:15.0,,,49-49,,B. Beal misses 2-pt shot from 1 ft (block by D. Cunningham)
1:15.0,,,49-49,,Offensive rebound by Team
1:02.0,,,49-49,,B. Beal misses 2-pt shot at rim
1:01.0,Defensive rebound by A. Davis,,49-49,,
0:57.0,N. Cole makes 2-pt shot from 3 ft,2,51-49,,
0:55.0,Clear path foul by A. Davis,,51-49,,
0:55.0,,,51-50,1,B. Beal makes clear path free throw 1 of 2
0:55.0,,,51-51,1,B. Beal makes clear path free throw 2 of 2
0:41.0,,,51-51,,J. Wall misses 2-pt shot from 15 ft
0:40.0,Defensive rebound by Team,,51-51,,
0:26.0,D. Cunningham misses 3-pt shot from 26 ft,,51-51,,
0:25.0,,,51-51,,Defensive rebound by J. Dudley
0:22.0,Violation by D. Cunningham (def goaltending),,51-51,,
0:22.0,,,51-53,2,J. Wall makes 2-pt shot at rim (assist by J. Dudley)
0:22.0,,,51-53,,Shooting foul by N. Cole (drawn by J. Wall)
0:22.0,R. Anderson enters the game for D. Cunningham,,51-53,,
0:22.0,,,51-53,,K. Oubre enters the game for O. Porter
0:22.0,,,51-54,1,J. Wall makes free throw 1 of 1
0:14.0,New Orleans full timeout,,51-54,,
0:14.0,,,51-54,,M. Morris enters the game for K. Oubre
0:03.0,R. Anderson misses 3-pt shot from 28 ft,,51-54,,
0:02.0,,,51-54,,Defensive rebound by J. Wall
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,A. Ajinca misses 2-pt shot from 5 ft,,51-54,,
11:46.0,,,51-54,,Defensive rebound by J. Wall
11:32.0,,,51-54,,J. Wall misses 2-pt shot from 13 ft
11:31.0,Defensive rebound by A. Davis,,51-54,,
11:16.0,,,51-54,,Personal foul by J. Wall (drawn by A. Ajinca)
11:02.0,Turnover by Team (shot clock),,51-54,,
10:52.0,Personal foul by B. Dejean-Jones (drawn by G. Temple),,51-54,,
10:40.0,,,51-54,,J. Wall misses 2-pt shot from 14 ft
10:38.0,Defensive rebound by A. Davis,,51-54,,
10:28.0,B. Dejean-Jones misses 2-pt shot from 21 ft,,51-54,,
10:27.0,,,51-54,,Defensive rebound by Team
10:18.0,,,51-57,3,J. Dudley makes 3-pt shot from 27 ft (assist by J. Wall)
10:17.0,New Orleans full timeout,,51-57,,
10:04.0,Turnover by A. Ajinca (3 sec),,51-57,,
9:45.0,,,51-59,2,M. Gortat makes 2-pt shot at rim (assist by J. Dudley)
9:33.0,T. Douglas misses 2-pt shot from 14 ft,,51-59,,
9:32.0,,,51-59,,Defensive rebound by O. Porter
9:18.0,,,51-62,3,J. Dudley makes 3-pt shot from 26 ft (assist by J. Wall)
9:16.0,New Orleans full timeout,,51-62,,
9:16.0,K. Perkins enters the game for A. Ajinca,,51-62,,
9:16.0,J. Holiday enters the game for T. Douglas,,51-62,,
9:04.0,J. Holiday misses 3-pt shot from 23 ft,,51-62,,
9:03.0,,,51-62,,Defensive rebound by G. Temple
8:57.0,,,51-62,,Turnover by J. Dudley (bad pass)
8:46.0,D. Cunningham misses 3-pt shot from 27 ft,,51-62,,
8:45.0,Offensive rebound by A. Davis,,51-62,,
8:37.0,Turnover by D. Cunningham (bad pass; steal by J. Wall),,51-62,,
8:31.0,,,51-65,3,J. Dudley makes 3-pt shot from 27 ft (assist by J. Wall)
8:14.0,D. Cunningham misses 2-pt shot from 8 ft,,51-65,,
8:13.0,,,51-65,,Defensive rebound by J. Wall
8:06.0,,,51-65,,J. Dudley misses 3-pt shot from 28 ft
8:05.0,,,51-65,,Offensive rebound by O. Porter
8:02.0,,,51-68,3,J. Wall makes 3-pt shot from 25 ft (assist by O. Porter)
7:42.0,R. Anderson enters the game for B. Dejean-Jones,,51-68,,
7:33.0,J. Holiday misses 2-pt shot from 14 ft,,51-68,,
7:32.0,,,51-68,,Defensive rebound by J. Wall
7:25.0,,,51-68,,J. Dudley misses 3-pt shot from 27 ft
7:24.0,Defensive rebound by A. Davis,,51-68,,
7:17.0,D. Cunningham makes 2-pt shot from 19 ft (assist by J. Holiday),2,53-68,,
6:50.0,,,53-68,,M. Gortat misses 2-pt shot from 9 ft
6:49.0,Defensive rebound by A. Davis,,53-68,,
6:41.0,R. Anderson makes 2-pt shot from 9 ft (assist by J. Holiday),2,55-68,,
6:22.0,,,55-68,,J. Wall misses 2-pt shot from 19 ft
6:21.0,Defensive rebound by J. Holiday,,55-68,,
6:15.0,Turnover by J. Holiday (lost ball),,55-68,,
6:00.0,,,55-68,,O. Porter misses 3-pt shot from 26 ft
5:59.0,,,55-68,,Offensive rebound by M. Gortat
5:57.0,,,55-70,2,M. Gortat makes 2-pt shot from 2 ft
5:43.0,J. Holiday makes 2-pt shot at rim,2,57-70,,
5:38.0,,,57-70,,Shooting foul by K. Perkins (drawn by O. Porter)
5:38.0,,,57-71,1,O. Porter makes free throw 1 of 2
5:38.0,,,57-71,,B. Beal enters the game for G. Temple
5:38.0,,,57-71,,O. Porter misses free throw 2 of 2
5:38.0,Defensive rebound by K. Perkins,,57-71,,
5:27.0,A. Davis misses 2-pt shot from 8 ft,,57-71,,
5:26.0,,,57-71,,Defensive rebound by O. Porter
5:10.0,,,57-73,2,O. Porter makes 2-pt shot from 14 ft (assist by B. Beal)
4:57.0,A. Davis makes 2-pt shot from 2 ft (assist by J. Holiday),2,59-73,,
4:50.0,,,59-73,,Offensive foul by M. Gortat
4:50.0,,,59-73,,Turnover by M. Gortat (offensive foul)
4:34.0,Turnover by K. Perkins (lost ball; steal by M. Gortat),,59-73,,
4:29.0,,,59-75,2,M. Gortat makes 2-pt shot at rim (assist by J. Wall)
4:28.0,New Orleans full timeout,,59-75,,
4:28.0,N. Cole enters the game for K. Perkins,,59-75,,
4:19.0,J. Holiday misses 2-pt shot from 4 ft,,59-75,,
4:18.0,,,59-75,,Defensive rebound by J. Wall
4:13.0,,,59-75,,Turnover by B. Beal (lost ball)
3:57.0,Turnover by R. Anderson (lost ball; steal by J. Wall),,59-75,,
3:48.0,,,59-75,,J. Wall misses 2-pt shot from 21 ft
3:47.0,Defensive rebound by A. Davis,,59-75,,
3:39.0,A. Davis misses 3-pt shot from 27 ft,,59-75,,
3:38.0,,,59-75,,Defensive rebound by J. Dudley
3:19.0,,,59-75,,Turnover by J. Wall (bad pass; steal by A. Davis)
3:16.0,Shooting foul by J. Dudley (drawn by A. Davis),,59-75,,
3:16.0,A. Davis makes free throw 1 of 2,1,60-75,,
3:16.0,,,60-75,,R. Sessions enters the game for J. Wall
3:16.0,A. Davis misses free throw 2 of 2,,60-75,,
3:15.0,,,60-75,,Defensive rebound by M. Gortat
3:05.0,Personal foul by D. Cunningham (drawn by B. Beal),,60-75,,
2:57.0,,,60-75,,M. Gortat misses 2-pt shot from 1 ft (block by A. Davis)
2:57.0,,,60-75,,Offensive rebound by Team
2:49.0,,,60-75,,B. Beal misses 2-pt shot from 21 ft
2:48.0,Defensive rebound by R. Anderson,,60-75,,
2:34.0,R. Anderson misses 2-pt shot from 6 ft,,60-75,,
2:33.0,,,60-75,,Defensive rebound by J. Dudley
2:23.0,,,60-75,,Turnover by R. Sessions (bad pass; steal by N. Cole)
2:20.0,,,60-75,,Shooting block foul by J. Dudley (drawn by N. Cole)
2:20.0,N. Cole makes free throw 1 of 2,1,61-75,,
2:20.0,,,61-75,,N. Hilario enters the game for M. Gortat
2:20.0,,,61-75,,M. Morris enters the game for J. Dudley
2:20.0,N. Cole makes free throw 2 of 2,1,62-75,,
2:03.0,,,62-77,2,N. Hilario makes 2-pt shot from 2 ft
1:54.0,Turnover by J. Holiday (bad pass; steal by N. Hilario),,62-77,,
1:49.0,,,62-79,2,R. Sessions makes 2-pt shot from 1 ft
1:49.0,,,62-79,,Shooting foul by D. Cunningham (drawn by R. Sessions)
1:49.0,A. Gee enters the game for D. Cunningham,,62-79,,
1:49.0,,,62-80,1,R. Sessions makes free throw 1 of 1
1:35.0,J. Holiday makes 2-pt shot from 2 ft,2,64-80,,
1:35.0,Shooting foul by B. Beal (drawn by J. Holiday),,64-80,,
1:35.0,J. Holiday makes free throw 1 of 1,1,65-80,,
1:22.0,,,65-80,,M. Morris misses 2-pt shot from 13 ft
1:21.0,Defensive rebound by A. Davis,,65-80,,
1:15.0,Turnover by A. Gee (bad pass),,65-80,,
1:15.0,K. Perkins enters the game for A. Davis,,65-80,,
1:15.0,,,65-80,,Washington full timeout
1:15.0,B. Dejean-Jones enters the game for J. Holiday,,65-80,,
0:58.0,,,65-80,,N. Hilario misses 2-pt shot from 6 ft
0:56.0,Defensive rebound by B. Dejean-Jones,,65-80,,
0:41.0,B. Dejean-Jones misses 2-pt shot from 16 ft,,65-80,,
0:40.0,,,65-80,,Defensive rebound by N. Hilario
0:32.0,,,65-83,3,B. Beal makes 3-pt shot from 24 ft
0:15.0,R. Anderson misses 2-pt shot from 20 ft,,65-83,,
0:14.0,,,65-83,,Defensive rebound by N. Hilario
0:03.0,,,65-85,2,N. Hilario makes 2-pt shot at rim (assist by B. Beal)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,65-85,,B. Beal misses 2-pt shot from 16 ft
11:44.0,Defensive rebound by J. Holiday,,65-85,,
11:28.0,Turnover by J. Holiday (bad pass; steal by O. Porter),,65-85,,
11:11.0,,,65-85,,N. Hilario misses 2-pt shot from 19 ft
11:11.0,Defensive rebound by A. Davis,,65-85,,
11:01.0,N. Cole misses 2-pt shot from 5 ft,,65-85,,
11:01.0,Offensive rebound by Team,,65-85,,
11:01.0,,,65-85,,Loose ball foul by M. Morris (drawn by A. Davis)
11:01.0,,,65-85,,G. Temple enters the game for O. Porter
10:52.0,N. Cole makes 3-pt shot from 26 ft (assist by A. Davis),3,68-85,,
10:37.0,,,68-85,,Turnover by G. Temple (lost ball; steal by R. Anderson)
10:27.0,Turnover by A. Davis (bad pass; steal by M. Morris),,68-85,,
10:21.0,,,68-87,2,M. Morris makes 2-pt shot at rim (assist by B. Beal)
10:11.0,Shooting foul by B. Beal (drawn by A. Davis),,68-87,,
10:11.0,A. Davis makes free throw 1 of 2,1,69-87,,
10:11.0,A. Davis makes free throw 2 of 2,1,70-87,,
9:56.0,,,70-89,2,R. Sessions makes 2-pt shot at rim (assist by N. Hilario)
9:45.0,R. Anderson makes 2-pt shot from 1 ft (assist by A. Davis),2,72-89,,
9:40.0,,,72-89,,Offensive foul by N. Hilario
9:40.0,,,72-89,,Turnover by N. Hilario (offensive foul)
9:31.0,J. Holiday misses 2-pt shot from 10 ft,,72-89,,
9:29.0,Offensive rebound by A. Davis,,72-89,,
9:27.0,A. Davis misses 2-pt shot from 2 ft,,72-89,,
9:26.0,,,72-89,,Defensive rebound by M. Morris
9:10.0,Personal foul by R. Anderson (drawn by N. Hilario),,72-89,,
9:03.0,,,72-91,2,N. Hilario makes 2-pt shot from 1 ft
8:44.0,B. Dejean-Jones misses 3-pt shot from 23 ft,,72-91,,
8:43.0,,,72-91,,Defensive rebound by N. Hilario
8:28.0,,,72-91,,Turnover by N. Hilario (lost ball; steal by A. Davis)
8:16.0,N. Cole misses 2-pt shot from 11 ft,,72-91,,
8:14.0,,,72-91,,Defensive rebound by R. Sessions
8:14.0,Personal foul by J. Holiday (drawn by R. Sessions),,72-91,,
8:14.0,Official timeout,,72-91,,
8:14.0,K. Perkins enters the game for B. Dejean-Jones,,72-91,,
8:14.0,T. Douglas enters the game for N. Cole,,72-91,,
8:14.0,D. Cunningham enters the game for R. Anderson,,72-91,,
7:54.0,,,72-91,,N. Hilario misses 2-pt shot from 13 ft
7:53.0,Defensive rebound by J. Holiday,,72-91,,
7:36.0,Turnover by A. Davis (lost ball; steal by M. Morris),,72-91,,
7:30.0,,,72-91,,R. Sessions misses 2-pt shot from 4 ft
7:29.0,Defensive rebound by T. Douglas,,72-91,,
7:18.0,T. Douglas makes 2-pt shot from 1 ft,2,74-91,,
7:18.0,Shooting foul by N. Hilario (drawn by T. Douglas),,74-91,,
7:18.0,,,74-91,,J. Wall enters the game for B. Beal
7:18.0,,,74-91,,M. Gortat enters the game for N. Hilario
7:18.0,T. Douglas makes free throw 1 of 1,1,75-91,,
6:59.0,,,75-91,,M. Morris misses 3-pt shot from 25 ft
6:58.0,,,75-91,,Offensive rebound by M. Gortat
6:54.0,,,75-94,3,J. Wall makes 3-pt shot from 27 ft (assist by M. Gortat)
6:41.0,Offensive foul by K. Perkins,,75-94,,
6:41.0,Turnover by K. Perkins (offensive foul),,75-94,,
