time,LA Clippers,pts.away,score,pts.home,Indiana
1:21.0,J. Crawford makes 3-pt shot from 23 ft (assist by W. Johnson),3,23-23,,
1:00.0,,,23-23,,M. Ellis misses 2-pt shot from 20 ft
1:00.0,Defensive rebound by P. Prigioni,,23-23,,
0:49.0,Shooting foul by M. Turner (drawn by C. Aldrich),,23-23,,
0:49.0,C. Aldrich misses free throw 1 of 2,,23-23,,
0:49.0,Offensive rebound by Team,,23-23,,
0:49.0,C. Aldrich misses free throw 2 of 2,,23-23,,
0:49.0,,,23-23,,Defensive rebound by M. Turner
0:33.0,,,23-23,,M. Ellis misses 2-pt shot from 16 ft
0:32.0,,,23-23,,Offensive rebound by J. Hill
0:29.0,,,23-25,2,M. Turner makes 2-pt shot from 7 ft (assist by J. Hill)
0:11.0,A. Rivers makes 2-pt shot from 3 ft,2,25-25,,
0:09.0,Personal take foul by A. Rivers (drawn by M. Ellis),,25-25,,
0:01.0,,,25-25,,Turnover by J. Young (bad pass)
0:00.0,J. Crawford misses 3-pt shot from 59 ft,,25-25,,
0:00.0,Offensive rebound by Team,,25-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,25-25,,Turnover by J. Young (bad pass; steal by P. Prigioni)
11:38.0,,,25-25,,Shooting block foul by C. Miles (drawn by J. Crawford)
11:38.0,J. Crawford makes free throw 1 of 2,1,26-25,,
11:38.0,J. Crawford makes free throw 2 of 2,1,27-25,,
11:23.0,,,27-25,,Turnover by G. Robinson (lost ball; steal by A. Rivers)
11:17.0,C. Aldrich misses 2-pt shot from 5 ft,,27-25,,
11:16.0,,,27-25,,Defensive rebound by J. Hill
11:02.0,,,27-27,2,C. Miles makes 2-pt shot from 15 ft
10:35.0,J. Crawford misses 3-pt shot from 24 ft,,27-27,,
10:35.0,,,27-27,,Defensive rebound by M. Turner
10:27.0,,,27-27,,Shooting foul by W. Johnson (drawn by M. Turner)
10:27.0,,,27-27,,M. Turner misses free throw 1 of 2
10:27.0,,,27-27,,Offensive rebound by Team
10:27.0,,,27-27,,M. Turner misses free throw 2 of 2
10:26.0,,,27-27,,Offensive rebound by J. Young
10:20.0,,,27-29,2,C. Miles makes 2-pt shot from 2 ft
10:08.0,A. Rivers makes 2-pt shot from 3 ft,2,29-29,,
9:50.0,,,29-31,2,M. Turner makes 2-pt shot from 1 ft (assist by C. Miles)
9:26.0,J. Crawford misses 3-pt shot from 23 ft,,29-31,,
9:26.0,,,29-31,,Defensive rebound by M. Turner
9:16.0,,,29-31,,J. Young misses 3-pt shot from 24 ft
9:15.0,Defensive rebound by C. Aldrich,,29-31,,
9:09.0,Shooting foul by G. Robinson (drawn by J. Crawford),,29-31,,
9:09.0,J. Crawford makes free throw 1 of 2,1,30-31,,
9:09.0,J. Crawford makes free throw 2 of 2,1,31-31,,
8:55.0,,,31-33,2,M. Turner makes 2-pt shot from 18 ft (assist by J. Young)
8:31.0,A. Rivers misses 2-pt shot from 15 ft,,31-33,,
8:29.0,,,31-33,,Defensive rebound by C. Miles
8:20.0,,,31-33,,Shooting foul by C. Aldrich (drawn by C. Miles)
8:20.0,Official timeout,,31-33,,
8:20.0,D. Jordan enters the game for C. Aldrich,,31-33,,
8:20.0,,,31-34,1,C. Miles makes free throw 1 of 2
8:20.0,,,31-34,,C. Miles misses free throw 2 of 2
8:19.0,Defensive rebound by J. Crawford,,31-34,,
7:58.0,W. Johnson makes 3-pt shot from 25 ft (assist by J. Crawford),3,34-34,,
7:47.0,Personal foul by P. Prigioni,,34-34,,
7:38.0,,,34-36,2,J. Young makes 2-pt shot from 10 ft
7:20.0,J. Crawford misses 2-pt shot from 18 ft,,34-36,,
7:18.0,Offensive rebound by D. Jordan,,34-36,,
7:17.0,Shooting foul by M. Turner (drawn by D. Jordan),,34-36,,
7:17.0,D. Jordan misses free throw 1 of 2,,34-36,,
7:17.0,Offensive rebound by Team,,34-36,,
7:17.0,,,34-36,,G. Hill enters the game for J. Young
7:17.0,C. Paul enters the game for P. Prigioni,,34-36,,
7:17.0,J. Redick enters the game for J. Crawford,,34-36,,
7:17.0,D. Jordan misses free throw 2 of 2,,34-36,,
7:17.0,,,34-36,,Defensive rebound by C. Miles
7:04.0,,,34-38,2,M. Turner makes 2-pt shot from 1 ft (assist by C. Miles)
6:48.0,J. Redick misses 2-pt shot from 15 ft,,34-38,,
6:47.0,,,34-38,,Defensive rebound by J. Hill
6:38.0,,,34-38,,Shooting foul by W. Johnson (drawn by M. Turner)
6:38.0,,,34-39,1,M. Turner makes free throw 1 of 2
6:38.0,P. Pierce enters the game for A. Rivers,,34-39,,
6:38.0,,,34-40,1,M. Turner makes free throw 2 of 2
6:28.0,,,34-40,,Personal foul by C. Miles (drawn by D. Jordan)
6:28.0,,,34-40,,P. George enters the game for M. Turner
6:19.0,J. Redick makes 2-pt shot from 21 ft (assist by C. Paul),2,36-40,,
6:09.0,,,36-40,,Indiana full timeout
6:09.0,,,36-40,,I. Mahinmi enters the game for G. Robinson
5:59.0,,,36-40,,Turnover by C. Miles (step out of bounds)
5:46.0,J. Redick misses 2-pt shot from 21 ft,,36-40,,
5:46.0,,,36-40,,Defensive rebound by C. Miles
5:37.0,,,36-40,,J. Hill misses 2-pt shot from 15 ft
5:36.0,Defensive rebound by C. Paul,,36-40,,
5:17.0,C. Paul makes 2-pt shot from 19 ft,2,38-40,,
4:59.0,,,38-42,2,P. George makes 2-pt shot from 18 ft
4:34.0,W. Johnson misses 3-pt shot from 25 ft,,38-42,,
4:33.0,,,38-42,,Defensive rebound by Team
4:33.0,,,38-42,,L. Allen enters the game for J. Hill
4:33.0,,,38-42,,M. Ellis enters the game for C. Miles
4:25.0,Def 3 sec tech foul by D. Jordan,,38-42,,
4:25.0,,,38-42,,P. George misses technical free throw
4:25.0,,,38-42,,Offensive rebound by Team
4:11.0,,,38-42,,P. George misses 2-pt shot from 12 ft
4:11.0,Defensive rebound by D. Jordan,,38-42,,
4:00.0,C. Paul misses 2-pt shot from 17 ft,,38-42,,
4:00.0,,,38-42,,Defensive rebound by M. Ellis
3:42.0,,,38-42,,I. Mahinmi misses 2-pt shot from 7 ft
3:42.0,Defensive rebound by D. Jordan,,38-42,,
3:33.0,C. Paul misses 2-pt shot from 1 ft,,38-42,,
3:32.0,,,38-42,,Defensive rebound by I. Mahinmi
3:22.0,,,38-42,,Shooting foul by W. Johnson (drawn by I. Mahinmi)
3:22.0,LA Clippers full timeout,,38-42,,
3:22.0,L. Mbah a Moute enters the game for W. Johnson,,38-42,,
3:22.0,,,38-42,,I. Mahinmi misses free throw 1 of 2
3:22.0,,,38-42,,Offensive rebound by Team
3:22.0,,,38-43,1,I. Mahinmi makes free throw 2 of 2
3:05.0,P. Pierce misses 2-pt shot from 2 ft,,38-43,,
3:04.0,,,38-43,,Defensive rebound by L. Allen
2:56.0,,,38-43,,Indiana full timeout
2:43.0,,,38-43,,P. George misses 2-pt shot from 9 ft
2:43.0,Defensive rebound by C. Paul,,38-43,,
2:30.0,C. Paul makes 2-pt shot from 15 ft,2,40-43,,
2:13.0,,,40-43,,G. Hill misses 3-pt shot from 24 ft
2:13.0,,,40-43,,Offensive rebound by P. George
2:13.0,,,40-43,,P. George misses 3-pt shot from 24 ft
2:12.0,Defensive rebound by D. Jordan,,40-43,,
2:02.0,J. Redick makes 3-pt shot from 24 ft (assist by D. Jordan),3,43-43,,
1:43.0,,,43-43,,G. Hill misses 3-pt shot from 24 ft
1:42.0,,,43-43,,Offensive rebound by I. Mahinmi
1:35.0,,,43-43,,M. Ellis misses 2-pt shot from 10 ft
1:35.0,Defensive rebound by Team,,43-43,,
1:19.0,J. Redick misses 3-pt shot from 25 ft,,43-43,,
1:17.0,Offensive rebound by P. Pierce,,43-43,,
1:14.0,J. Redick misses 3-pt shot from 25 ft,,43-43,,
1:13.0,,,43-43,,Defensive rebound by P. George
1:06.0,,,43-45,2,G. Hill makes 2-pt shot from 17 ft
1:06.0,,,43-45,,Shooting foul by C. Paul (drawn by G. Hill)
1:06.0,,,43-46,1,G. Hill makes free throw 1 of 1
0:47.0,C. Paul makes 3-pt shot from 24 ft (assist by J. Redick),3,46-46,,
0:40.0,Personal foul by P. Pierce (drawn by I. Mahinmi),,46-46,,
0:40.0,,,46-47,1,I. Mahinmi makes free throw 1 of 2
0:40.0,J. Crawford enters the game for L. Mbah a Moute,,46-47,,
0:40.0,,,46-47,,I. Mahinmi misses free throw 2 of 2
0:40.0,Defensive rebound by P. Pierce,,46-47,,
0:30.0,C. Paul misses 2-pt shot from 18 ft,,46-47,,
0:30.0,,,46-47,,Defensive rebound by P. George
0:10.0,,,46-47,,P. George misses 2-pt shot from 1 ft
0:09.0,,,46-47,,Offensive rebound by P. George
0:09.0,,,46-49,2,P. George makes 2-pt shot from 1 ft
0:01.0,J. Crawford misses 2-pt shot from 14 ft,,46-49,,
0:01.0,,,46-49,,Defensive rebound by Team
0:01.0,Loose ball foul by D. Jordan (drawn by I. Mahinmi),,46-49,,
0:01.0,Technical foul by D. Jordan (drawn by I. Mahinmi),,46-49,,
0:01.0,,,46-50,1,G. Hill makes technical free throw
0:01.0,,,46-50,,I. Mahinmi misses free throw 1 of 2
0:01.0,,,46-50,,Offensive rebound by Team
0:01.0,,,46-51,1,I. Mahinmi makes free throw 2 of 2
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,46-53,2,M. Ellis makes 2-pt shot from 17 ft
11:30.0,J. Redick misses 3-pt shot from 26 ft,,46-53,,
11:30.0,Offensive rebound by J. Redick,,46-53,,
11:17.0,D. Jordan makes 2-pt shot from 3 ft (assist by P. Pierce),2,48-53,,
11:01.0,,,48-56,3,G. Hill makes 3-pt shot from 26 ft (assist by L. Allen)
10:38.0,P. Pierce makes 3-pt shot from 23 ft (assist by C. Paul),3,51-56,,
10:25.0,Shooting block foul by P. Pierce (drawn by I. Mahinmi),,51-56,,
10:25.0,,,51-56,,I. Mahinmi misses free throw 1 of 2
10:25.0,,,51-56,,Offensive rebound by Team
10:25.0,,,51-57,1,I. Mahinmi makes free throw 2 of 2
10:02.0,C. Paul makes 3-pt shot from 26 ft,3,54-57,,
9:40.0,,,54-57,,G. Hill misses 2-pt shot from 11 ft
9:40.0,Defensive rebound by C. Paul,,54-57,,
9:24.0,C. Paul makes 2-pt shot from 15 ft,2,56-57,,
9:07.0,,,56-59,2,L. Allen makes 2-pt shot from 1 ft (assist by I. Mahinmi)
8:55.0,Offensive foul by P. Pierce,,56-59,,
8:55.0,Turnover by P. Pierce (offensive foul),,56-59,,
8:35.0,,,56-59,,G. Hill misses 2-pt shot from 13 ft
8:34.0,Defensive rebound by L. Mbah a Moute,,56-59,,
8:22.0,C. Paul misses 2-pt shot from 10 ft,,56-59,,
8:20.0,,,56-59,,Defensive rebound by L. Allen
8:15.0,Personal foul by P. Pierce (drawn by I. Mahinmi),,56-59,,
8:15.0,W. Johnson enters the game for P. Pierce,,56-59,,
8:09.0,,,56-59,,L. Allen misses 2-pt shot from 14 ft
8:08.0,Defensive rebound by J. Redick,,56-59,,
8:04.0,,,56-59,,Shooting block foul by P. George (drawn by L. Mbah a Moute)
8:04.0,L. Mbah a Moute misses free throw 1 of 2,,56-59,,
8:04.0,Offensive rebound by Team,,56-59,,
8:04.0,L. Mbah a Moute makes free throw 2 of 2,1,57-59,,
7:53.0,,,57-59,,L. Allen misses 2-pt shot from 2 ft
7:52.0,,,57-59,,Offensive rebound by I. Mahinmi
7:52.0,,,57-61,2,I. Mahinmi makes 2-pt shot from 1 ft
7:32.0,J. Redick makes 2-pt shot from 19 ft,2,59-61,,
7:15.0,,,59-61,,M. Ellis misses 2-pt shot from 20 ft
7:15.0,Defensive rebound by D. Jordan,,59-61,,
7:02.0,Turnover by C. Paul (bad pass; steal by I. Mahinmi),,59-61,,
6:59.0,,,59-61,,Turnover by M. Ellis (bad pass; steal by W. Johnson)
6:46.0,C. Paul makes 3-pt shot from 24 ft,3,62-61,,
6:25.0,,,62-61,,M. Ellis misses 2-pt shot from 21 ft
6:25.0,Defensive rebound by C. Paul,,62-61,,
6:15.0,C. Paul misses 3-pt shot from 24 ft,,62-61,,
6:14.0,,,62-61,,Defensive rebound by L. Allen
5:55.0,,,62-61,,P. George misses 3-pt shot from 25 ft
5:55.0,,,62-61,,Offensive rebound by I. Mahinmi
5:47.0,,,62-61,,Indiana full timeout
5:35.0,,,62-61,,G. Hill misses 2-pt shot from 19 ft
5:34.0,,,62-61,,Offensive rebound by I. Mahinmi
5:33.0,,,62-61,,I. Mahinmi misses 2-pt shot from 2 ft (block by D. Jordan)
5:31.0,Defensive rebound by D. Jordan,,62-61,,
5:18.0,Turnover by C. Paul (bad pass; steal by I. Mahinmi),,62-61,,
5:12.0,,,62-63,2,I. Mahinmi makes 2-pt shot from 1 ft (assist by M. Ellis)
4:49.0,Turnover by J. Redick (bad pass; steal by L. Allen),,62-63,,
4:43.0,,,62-65,2,P. George makes 2-pt shot from 1 ft
4:34.0,W. Johnson makes 3-pt shot from 23 ft (assist by C. Paul),3,65-65,,
4:19.0,,,65-65,,Shooting foul by J. Redick (drawn by P. George)
4:19.0,,,65-66,1,P. George makes free throw 1 of 2
4:19.0,,,65-66,,M. Turner enters the game for I. Mahinmi
4:19.0,A. Rivers enters the game for C. Paul,,65-66,,
4:19.0,,,65-67,1,P. George makes free throw 2 of 2
4:04.0,W. Johnson makes 3-pt shot from 22 ft (assist by J. Redick),3,68-67,,
3:45.0,,,68-69,2,M. Ellis makes 2-pt shot from 3 ft
3:29.0,W. Johnson misses 2-pt shot from 19 ft,,68-69,,
3:28.0,Offensive rebound by D. Jordan,,68-69,,
3:25.0,D. Jordan misses 2-pt shot from 4 ft,,68-69,,
3:25.0,,,68-69,,Defensive rebound by P. George
3:14.0,,,68-69,,M. Turner misses 2-pt shot from 15 ft
3:14.0,Defensive rebound by A. Rivers,,68-69,,
3:05.0,Turnover by A. Rivers (bad pass; steal by M. Ellis),,68-69,,
3:01.0,,,68-71,2,P. George makes 2-pt shot from 1 ft (assist by G. Hill)
3:01.0,,,68-71,,Shooting foul by W. Johnson (drawn by P. George)
3:01.0,,,68-71,,J. Young enters the game for M. Ellis
3:01.0,,,68-71,,J. Hill enters the game for L. Allen
3:01.0,J. Crawford enters the game for W. Johnson,,68-71,,
3:01.0,,,68-72,1,P. George makes free throw 1 of 1
2:41.0,J. Redick misses 3-pt shot from 25 ft,,68-72,,
2:41.0,,,68-72,,Defensive rebound by M. Turner
2:21.0,,,68-72,,G. Hill misses 3-pt shot from 24 ft
2:20.0,Defensive rebound by D. Jordan,,68-72,,
2:05.0,Shooting foul by J. Hill (drawn by A. Rivers),,68-72,,
2:05.0,LA Clippers full timeout,,68-72,,
2:05.0,W. Johnson enters the game for L. Mbah a Moute,,68-72,,
2:05.0,,,68-72,,C. Miles enters the game for P. George
2:05.0,A. Rivers makes free throw 1 of 2,1,69-72,,
2:05.0,A. Rivers misses free throw 2 of 2,,69-72,,
2:05.0,,,69-72,,Defensive rebound by C. Miles
1:52.0,,,69-72,,M. Turner misses 2-pt shot from 19 ft
1:50.0,Defensive rebound by D. Jordan,,69-72,,
1:34.0,J. Redick makes 3-pt shot from 25 ft,3,72-72,,
1:13.0,,,72-72,,M. Turner misses 2-pt shot from 16 ft
1:13.0,Defensive rebound by D. Jordan,,72-72,,
0:56.0,Shooting foul by C. Miles (drawn by D. Jordan),,72-72,,
0:56.0,D. Jordan makes free throw 1 of 2,1,73-72,,
0:56.0,,,73-72,,G. Robinson enters the game for J. Hill
0:56.0,D. Jordan misses free throw 2 of 2,,73-72,,
0:56.0,,,73-72,,Defensive rebound by M. Turner
0:41.0,,,73-72,,Turnover by G. Hill (bad pass)
0:41.0,P. Prigioni enters the game for W. Johnson,,73-72,,
0:31.0,Shooting foul by G. Robinson (drawn by D. Jordan),,73-72,,
0:31.0,D. Jordan misses free throw 1 of 2,,73-72,,
0:31.0,Offensive rebound by Team,,73-72,,
0:31.0,D. Jordan makes free throw 2 of 2,1,74-72,,
0:07.0,,,74-72,,G. Robinson misses 2-pt shot from 20 ft
0:06.0,Defensive rebound by D. Jordan,,74-72,,
0:00.0,J. Crawford misses 3-pt shot from 44 ft,,74-72,,
0:00.0,Offensive rebound by Team,,74-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,Shooting foul by M. Ellis (drawn by J. Crawford),,74-72,,
11:49.0,J. Crawford misses free throw 1 of 2,,74-72,,
11:49.0,Offensive rebound by Team,,74-72,,
11:49.0,J. Crawford makes free throw 2 of 2,1,75-72,,
11:42.0,Personal foul by P. Prigioni,,75-72,,
11:42.0,,,75-72,,Turnover by J. Young (bad pass; steal by P. Prigioni)
11:41.0,P. Prigioni makes 2-pt shot from 1 ft,2,77-72,,
11:36.0,,,77-72,,Offensive foul by J. Young
11:36.0,,,77-72,,Turnover by J. Young (offensive foul)
11:36.0,,,77-72,,G. Robinson enters the game for J. Young
11:26.0,C. Paul misses 3-pt shot from 23 ft,,77-72,,
11:26.0,,,77-72,,Defensive rebound by M. Ellis
11:22.0,Personal foul by P. Prigioni (drawn by C. Miles),,77-72,,
11:07.0,,,77-72,,P. George misses 2-pt shot from 1 ft (block by D. Jordan)
11:06.0,Defensive rebound by J. Crawford,,77-72,,
11:04.0,Turnover by J. Crawford (bad pass),,77-72,,
10:48.0,,,77-72,,M. Turner misses 2-pt shot from 17 ft
10:48.0,Defensive rebound by A. Rivers,,77-72,,
10:41.0,D. Jordan misses 2-pt shot from 3 ft,,77-72,,
10:40.0,,,77-72,,Defensive rebound by C. Miles
10:39.0,,,77-72,,Turnover by C. Miles (lost ball; steal by C. Paul)
10:36.0,C. Paul makes 2-pt shot from 3 ft,2,79-72,,
10:36.0,,,79-72,,Indiana full timeout
10:36.0,,,79-72,,G. Hill enters the game for G. Robinson
10:17.0,,,79-72,,P. George misses 2-pt shot from 4 ft
10:16.0,Defensive rebound by D. Jordan,,79-72,,
10:11.0,J. Crawford misses 2-pt shot from 16 ft,,79-72,,
10:10.0,Offensive rebound by P. Prigioni,,79-72,,
9:58.0,P. Prigioni misses 3-pt shot from 26 ft,,79-72,,
9:58.0,,,79-72,,Defensive rebound by P. George
9:49.0,,,79-72,,C. Miles misses 3-pt shot from 24 ft (block by J. Crawford)
9:48.0,Defensive rebound by D. Jordan,,79-72,,
9:39.0,Turnover by C. Paul (offensive foul),,79-72,,
9:39.0,Offensive charge foul by C. Paul,,79-72,,
9:26.0,,,79-72,,M. Ellis misses 2-pt shot from 5 ft
9:25.0,Defensive rebound by P. Prigioni,,79-72,,
9:11.0,Turnover by P. Prigioni (bad pass),,79-72,,
8:52.0,,,79-72,,C. Miles misses 2-pt shot from 9 ft
8:51.0,,,79-72,,Offensive rebound by C. Miles
8:48.0,,,79-72,,C. Miles misses 2-pt shot from 3 ft
8:48.0,,,79-72,,Offensive rebound by Team
8:48.0,,,79-72,,I. Mahinmi enters the game for M. Turner
8:41.0,,,79-72,,Turnover by P. George (bad pass)
8:23.0,J. Crawford misses 3-pt shot from 25 ft,,79-72,,
8:22.0,,,79-72,,Defensive rebound by M. Ellis
8:13.0,,,79-72,,P. George misses 2-pt shot from 18 ft
8:13.0,Defensive rebound by D. Jordan,,79-72,,
7:59.0,LA Clippers full timeout,,79-72,,
7:50.0,A. Rivers misses 2-pt shot from 1 ft,,79-72,,
7:50.0,,,79-72,,Defensive rebound by C. Miles
7:42.0,,,79-72,,C. Miles misses 3-pt shot from 26 ft
7:41.0,,,79-72,,Offensive rebound by I. Mahinmi
7:36.0,,,79-72,,Turnover by C. Miles (lost ball)
7:16.0,C. Paul makes 2-pt shot from 19 ft,2,81-72,,
6:49.0,,,81-72,,G. Hill misses 2-pt shot from 15 ft
6:48.0,Defensive rebound by P. Prigioni,,81-72,,
6:35.0,A. Rivers misses 3-pt shot from 22 ft,,81-72,,
6:34.0,,,81-72,,Defensive rebound by P. George
6:27.0,,,81-74,2,P. George makes 2-pt shot from 1 ft
6:06.0,,,81-74,,Personal foul by P. George (drawn by J. Crawford)
6:06.0,J. Redick enters the game for P. Prigioni,,81-74,,
6:06.0,,,81-74,,L. Allen enters the game for C. Miles
5:56.0,C. Paul misses 2-pt shot from 16 ft,,81-74,,
5:54.0,Offensive rebound by D. Jordan,,81-74,,
5:54.0,D. Jordan misses 2-pt shot from 1 ft,,81-74,,
5:53.0,,,81-74,,Defensive rebound by Team
5:40.0,,,81-76,2,P. George makes 2-pt shot from 17 ft
5:22.0,Shooting foul by I. Mahinmi (drawn by J. Redick),,81-76,,
5:22.0,J. Redick misses free throw 1 of 2,,81-76,,
5:22.0,Offensive rebound by Team,,81-76,,
5:22.0,P. Pierce enters the game for J. Crawford,,81-76,,
5:22.0,J. Redick makes free throw 2 of 2,1,82-76,,
5:11.0,,,82-79,3,P. George makes 3-pt shot from 24 ft (assist by G. Hill)
4:53.0,J. Redick misses 3-pt shot from 25 ft,,82-79,,
4:52.0,,,82-79,,Defensive rebound by I. Mahinmi
4:39.0,,,82-79,,L. Allen misses 2-pt shot from 4 ft (block by D. Jordan)
4:37.0,Defensive rebound by A. Rivers,,82-79,,
4:26.0,Turnover by P. Pierce (bad pass),,82-79,,
4:15.0,,,82-79,,P. George misses 2-pt shot from 14 ft
4:14.0,,,82-79,,Offensive rebound by I. Mahinmi
4:13.0,,,82-79,,I. Mahinmi misses 2-pt shot from 2 ft
4:13.0,,,82-79,,Offensive rebound by Team
4:07.0,,,82-79,,Shooting foul by C. Paul (drawn by I. Mahinmi)
4:07.0,,,82-79,,I. Mahinmi misses free throw 1 of 2
4:07.0,,,82-79,,Offensive rebound by Team
4:07.0,,,82-79,,I. Mahinmi misses free throw 2 of 2
4:07.0,Defensive rebound by D. Jordan,,82-79,,
3:52.0,C. Paul makes 2-pt shot from 10 ft,2,84-79,,
3:35.0,,,84-81,2,M. Ellis makes 2-pt shot from 3 ft
3:21.0,,,84-81,,Personal block foul by P. George (drawn by C. Paul)
