time,Dallas,pts.away,score,pts.home,Houston
2:51.0,D. Harris makes 2-pt shot from 3 ft,2,26-15,,
2:51.0,,,26-15,,Houston full timeout
2:51.0,Dallas full timeout,,26-15,,
2:51.0,,,26-15,,J. Terry enters the game for T. Jones
2:51.0,,,26-15,,M. Harrell enters the game for T. Lawson
2:51.0,J. Evans enters the game for C. Villanueva,,26-15,,
2:39.0,,,26-15,,J. Harden misses 3-pt shot from 24 ft
2:39.0,Defensive rebound by Team,,26-15,,
2:26.0,Turnover by J. Jenkins (lost ball; steal by M. Harrell),,26-15,,
2:19.0,,,26-15,,M. Thornton misses 3-pt shot from 24 ft
2:18.0,Defensive rebound by D. Powell,,26-15,,
2:08.0,J. Jenkins makes 3-pt shot from 24 ft (assist by J. Barea),3,29-15,,
1:55.0,,,29-15,,J. Harden misses 2-pt shot from 5 ft
1:54.0,,,29-15,,Offensive rebound by J. Harden
1:52.0,,,29-15,,J. Harden misses 2-pt shot from 4 ft
1:52.0,,,29-15,,Offensive rebound by M. Harrell
1:52.0,,,29-15,,Shooting foul by J. Evans (drawn by M. Harrell)
1:52.0,,,29-16,1,M. Harrell makes free throw 1 of 2
1:52.0,,,29-16,,M. Harrell misses free throw 2 of 2
1:52.0,Defensive rebound by D. Powell,,29-16,,
1:36.0,J. Barea misses 2-pt shot from 19 ft,,29-16,,
1:35.0,,,29-16,,Defensive rebound by M. Harrell
1:24.0,,,29-16,,Shooting foul by J. Evans (drawn by J. Harden)
1:24.0,,,29-17,1,J. Harden makes free throw 1 of 2
1:24.0,,,29-18,1,J. Harden makes free throw 2 of 2
1:07.0,J. Jenkins misses 3-pt shot from 25 ft,,29-18,,
1:07.0,,,29-18,,Defensive rebound by M. Thornton
1:00.0,,,29-20,2,M. Thornton makes 2-pt shot from 2 ft (assist by M. Harrell)
0:47.0,J. Jenkins misses 3-pt shot from 22 ft,,29-20,,
0:47.0,,,29-20,,Defensive rebound by Team
0:37.0,,,29-20,,Turnover by J. Harden (lost ball; steal by J. Barea)
0:34.0,Shooting foul by J. Terry (drawn by D. Harris),,29-20,,
0:34.0,D. Harris makes 2-pt shot from 4 ft (assist by J. Barea),2,31-20,,
0:34.0,D. Harris makes free throw 1 of 1,1,32-20,,
0:26.0,,,32-20,,J. Terry misses 3-pt shot from 23 ft
0:26.0,,,32-20,,Offensive rebound by J. Harden
0:01.0,,,32-20,,Turnover by Team (shot clock)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,J. Evans makes 2-pt shot at rim (assist by D. Harris),2,34-20,,
11:27.0,,,34-20,,C. Brewer misses 3-pt shot from 23 ft
11:26.0,Defensive rebound by D. Harris,,34-20,,
11:19.0,,,34-20,,Personal foul by T. Ariza (drawn by J. Evans)
11:19.0,,,34-20,,J. Harden enters the game for T. Ariza
11:09.0,Turnover by J. Barea (lost ball; steal by T. Lawson),,34-20,,
11:05.0,,,34-22,2,C. Brewer makes 2-pt shot from 1 ft (assist by T. Lawson)
10:49.0,D. Powell makes 2-pt shot from 21 ft (assist by J. Evans),2,36-22,,
10:40.0,,,36-22,,T. Lawson misses 2-pt shot from 19 ft
10:40.0,Defensive rebound by J. Evans,,36-22,,
10:23.0,D. Powell makes 2-pt shot from 14 ft (assist by J. Barea),2,38-22,,
10:14.0,,,38-22,,C. Brewer misses 2-pt shot from 3 ft
10:14.0,,,38-22,,Offensive rebound by C. Brewer
10:13.0,,,38-22,,C. Brewer misses 2-pt shot from 3 ft
10:12.0,Defensive rebound by J. Evans,,38-22,,
10:08.0,D. Harris makes 2-pt shot from 2 ft (assist by J. Barea),2,40-22,,
9:50.0,,,40-22,,J. Harden misses 2-pt shot from 7 ft
9:50.0,Defensive rebound by J. Barea,,40-22,,
9:36.0,J. Barea misses 3-pt shot from 25 ft,,40-22,,
9:35.0,,,40-22,,Defensive rebound by M. Thornton
9:28.0,,,40-25,3,T. Lawson makes 3-pt shot from 24 ft (assist by C. Brewer)
9:13.0,D. Powell makes 2-pt shot from 2 ft (assist by J. Barea),2,42-25,,
9:12.0,,,42-25,,Houston full timeout
9:03.0,,,42-25,,Turnover by T. Lawson (bad pass; steal by D. Harris)
8:59.0,D. Harris makes 2-pt shot at rim,2,44-25,,
8:38.0,,,44-25,,T. Jones misses 2-pt shot from 3 ft
8:38.0,Defensive rebound by D. Harris,,44-25,,
8:38.0,,,44-25,,Personal foul by T. Jones (drawn by D. Harris)
8:38.0,,,44-25,,C. Capela enters the game for M. Thornton
8:20.0,J. Evans makes 2-pt shot at rim (assist by J. Barea),2,46-25,,
8:05.0,,,46-25,,T. Jones misses 3-pt shot from 24 ft
8:04.0,,,46-25,,Offensive rebound by T. Lawson
8:02.0,,,46-25,,T. Lawson misses 2-pt shot from 2 ft (block by J. Barea)
8:00.0,Defensive rebound by D. Powell,,46-25,,
7:48.0,J. Jenkins misses 3-pt shot from 26 ft,,46-25,,
7:47.0,,,46-25,,Defensive rebound by J. Harden
7:41.0,D. Williams enters the game for D. Harris,,46-25,,
7:34.0,,,46-25,,J. Harden misses 2-pt shot from 5 ft (block by J. Evans)
7:34.0,,,46-25,,Offensive rebound by Team
7:27.0,,,46-25,,J. Harden misses 2-pt shot from 14 ft
7:27.0,,,46-25,,Offensive rebound by C. Capela
7:25.0,,,46-25,,C. Capela misses 2-pt shot from 1 ft
7:24.0,Defensive rebound by D. Powell,,46-25,,
7:13.0,D. Williams misses 3-pt shot from 24 ft,,46-25,,
7:12.0,,,46-25,,Defensive rebound by C. Capela
7:01.0,,,46-25,,Turnover by J. Harden (bad pass; steal by J. Barea)
6:56.0,J. Barea makes 2-pt shot from 3 ft,2,48-25,,
6:56.0,,,48-25,,Houston full timeout
6:34.0,,,48-25,,C. Brewer misses 2-pt shot from 17 ft
6:33.0,Defensive rebound by D. Powell,,48-25,,
6:15.0,J. Jenkins makes 2-pt shot from 19 ft (assist by D. Powell),2,50-25,,
6:03.0,,,50-25,,J. Harden misses 2-pt shot from 16 ft
6:01.0,Defensive rebound by J. Jenkins,,50-25,,
5:45.0,D. Powell misses 2-pt shot from 20 ft,,50-25,,
5:43.0,,,50-25,,Defensive rebound by T. Jones
5:39.0,,,50-25,,C. Brewer misses 2-pt shot at rim (block by D. Powell)
5:39.0,,,50-25,,Offensive rebound by Team
5:39.0,Z. Pachulia enters the game for D. Powell,,50-25,,
5:39.0,,,50-25,,M. Thornton enters the game for C. Brewer
5:39.0,,,50-25,,J. Terry enters the game for J. Harden
5:39.0,R. Felton enters the game for J. Barea,,50-25,,
5:34.0,,,50-25,,Turnover by T. Jones (lost ball)
5:13.0,R. Felton misses 3-pt shot from 22 ft,,50-25,,
5:12.0,Offensive rebound by J. Evans,,50-25,,
5:00.0,R. Felton misses 2-pt shot from 9 ft,,50-25,,
4:59.0,,,50-25,,Defensive rebound by M. Thornton
4:41.0,,,50-25,,T. Lawson misses 3-pt shot from 25 ft
4:40.0,,,50-25,,Offensive rebound by C. Capela
4:32.0,,,50-25,,T. Jones misses 2-pt shot from 5 ft
4:32.0,Defensive rebound by R. Felton,,50-25,,
4:29.0,,,50-25,,Personal foul by J. Terry (drawn by R. Felton)
4:29.0,,,50-25,,M. Harrell enters the game for T. Jones
4:11.0,J. Jenkins misses 2-pt shot from 7 ft,,50-25,,
4:10.0,,,50-25,,Defensive rebound by C. Capela
3:56.0,,,50-25,,M. Thornton misses 2-pt shot from 14 ft
3:54.0,,,50-25,,Offensive rebound by C. Capela
3:54.0,,,50-25,,Shooting foul by J. Evans (drawn by C. Capela)
3:54.0,,,50-26,1,C. Capela makes free throw 1 of 2
3:54.0,J. Anderson enters the game for J. Jenkins,,50-26,,
3:54.0,C. Villanueva enters the game for J. Evans,,50-26,,
3:54.0,,,50-26,,C. Capela misses free throw 2 of 2
3:54.0,Defensive rebound by C. Villanueva,,50-26,,
3:33.0,R. Felton makes 2-pt shot from 2 ft,2,52-26,,
3:25.0,,,52-29,3,J. Terry makes 3-pt shot from 25 ft (assist by T. Lawson)
3:05.0,C. Villanueva misses 3-pt shot from 22 ft,,52-29,,
3:04.0,Offensive rebound by C. Villanueva,,52-29,,
3:01.0,C. Villanueva makes 2-pt shot at rim,2,54-29,,
2:50.0,,,54-29,,M. Thornton misses 3-pt shot from 24 ft
2:50.0,,,54-29,,Offensive rebound by Team
2:50.0,,,54-29,,Houston full timeout
2:50.0,,,54-29,,T. Jones enters the game for C. Capela
2:34.0,,,54-31,2,T. Jones makes 2-pt shot from 2 ft
2:20.0,,,54-31,,Def 3 sec tech foul by T. Jones
2:20.0,D. Williams makes technical free throw,1,55-31,,
2:03.0,R. Felton misses 2-pt shot from 14 ft,,55-31,,
2:03.0,Offensive rebound by Team,,55-31,,
2:03.0,,,55-31,,Loose ball foul by T. Jones (drawn by Z. Pachulia)
1:47.0,J. Anderson misses 3-pt shot from 24 ft,,55-31,,
1:46.0,,,55-31,,Defensive rebound by T. Lawson
1:31.0,,,55-31,,J. Terry misses 3-pt shot from 25 ft
1:30.0,Defensive rebound by Z. Pachulia,,55-31,,
1:30.0,D. Harris enters the game for J. Anderson,,55-31,,
1:18.0,D. Harris misses 3-pt shot from 25 ft,,55-31,,
1:17.0,,,55-31,,Defensive rebound by M. Thornton
1:09.0,,,55-31,,C. Capela enters the game for T. Jones
1:05.0,,,55-31,,Shooting foul by C. Villanueva (drawn by C. Capela)
1:05.0,,,55-31,,C. Capela misses free throw 1 of 2
1:05.0,,,55-31,,Offensive rebound by Team
1:05.0,,,55-32,1,C. Capela makes free throw 2 of 2
0:50.0,C. Villanueva misses 3-pt shot from 24 ft,,55-32,,
0:49.0,,,55-32,,Defensive rebound by M. Harrell
0:40.0,,,55-32,,Turnover by J. Terry (bad pass)
0:34.0,C. Villanueva makes 2-pt shot from 1 ft (assist by Z. Pachulia),2,57-32,,
0:15.0,,,57-34,2,M. Harrell makes 2-pt shot from 5 ft
0:02.0,D. Williams misses 2-pt shot from 3 ft (block by M. Harrell),,57-34,,
0:01.0,Offensive rebound by Z. Pachulia,,57-34,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,C. Villanueva makes 2-pt shot from 7 ft (assist by D. Williams),2,59-34,,
11:16.0,,,59-34,,Shooting foul by C. Villanueva (drawn by C. Capela)
11:16.0,,,59-34,,C. Capela misses free throw 1 of 2
11:16.0,,,59-34,,Offensive rebound by Team
11:16.0,,,59-35,1,C. Capela makes free throw 2 of 2
11:04.0,J. Anderson misses 3-pt shot from 24 ft,,59-35,,
11:02.0,,,59-35,,Defensive rebound by C. Capela
10:55.0,,,59-37,2,T. Lawson makes 2-pt shot from 14 ft
10:38.0,Turnover by C. Villanueva (bad pass; steal by T. Ariza),,59-37,,
10:29.0,,,59-37,,T. Ariza misses 3-pt shot from 24 ft
10:28.0,Defensive rebound by R. Felton,,59-37,,
10:16.0,R. Felton misses 3-pt shot from 24 ft,,59-37,,
10:15.0,,,59-37,,Defensive rebound by T. Ariza
10:02.0,,,59-40,3,T. Ariza makes 3-pt shot from 25 ft (assist by J. Harden)
9:54.0,Dallas full timeout,,59-40,,
9:54.0,D. Harris enters the game for J. Anderson,,59-40,,
9:36.0,R. Felton misses 2-pt shot from 12 ft,,59-40,,
9:35.0,,,59-40,,Defensive rebound by Team
9:24.0,,,59-40,,T. Jones misses 2-pt shot from 2 ft (block by C. Villanueva)
9:23.0,,,59-40,,Offensive rebound by C. Capela
9:20.0,,,59-40,,J. Harden misses 2-pt shot from 4 ft (block by C. Villanueva)
9:19.0,,,59-40,,Offensive rebound by J. Harden
9:19.0,Jump ball: J. Harden vs. Z. Pachulia (C. Capela gains possession),,,,Jump ball: J. Harden vs. Z. Pachulia (C. Capela gains possession)
9:12.0,,,59-40,,T. Ariza misses 3-pt shot from 26 ft
9:12.0,Defensive rebound by Z. Pachulia,,59-40,,
8:54.0,Shooting foul by T. Ariza (drawn by D. Williams),,59-40,,
8:54.0,D. Williams makes free throw 1 of 2,1,60-40,,
8:54.0,D. Williams makes free throw 2 of 2,1,61-40,,
8:38.0,,,61-40,,T. Lawson misses 3-pt shot from 24 ft
8:38.0,Defensive rebound by R. Felton,,61-40,,
8:19.0,Z. Pachulia makes 2-pt shot from 2 ft,2,63-40,,
8:08.0,,,63-42,2,J. Harden makes 2-pt shot from 5 ft
7:57.0,C. Villanueva makes 3-pt shot from 25 ft (assist by Z. Pachulia),3,66-42,,
7:38.0,,,66-44,2,T. Jones makes 2-pt shot from 17 ft (assist by J. Harden)
7:22.0,Z. Pachulia misses 2-pt shot from 3 ft,,66-44,,
7:21.0,,,66-44,,Defensive rebound by J. Harden
7:15.0,,,66-44,,Shooting foul by D. Williams (drawn by J. Harden)
7:15.0,,,66-45,1,J. Harden makes free throw 1 of 2
7:15.0,,,66-46,1,J. Harden makes free throw 2 of 2
7:00.0,D. Harris misses 2-pt shot from 2 ft,,66-46,,
6:58.0,,,66-46,,Defensive rebound by T. Jones
6:44.0,,,66-46,,Turnover by T. Jones (bad pass; steal by D. Williams)
6:25.0,Z. Pachulia makes 2-pt shot at rim (assist by D. Williams),2,68-46,,
6:15.0,,,68-48,2,T. Jones makes 2-pt shot from 2 ft (assist by T. Lawson)
6:15.0,,,68-48,,Shooting foul by C. Villanueva (drawn by T. Jones)
6:15.0,,,68-48,,T. Jones misses free throw 1 of 1
6:15.0,Defensive rebound by Z. Pachulia,,68-48,,
5:55.0,C. Villanueva misses 3-pt shot from 24 ft,,68-48,,
5:54.0,,,68-48,,Defensive rebound by T. Ariza
5:48.0,,,68-48,,Shooting foul by R. Felton (drawn by J. Harden)
5:48.0,,,68-49,1,J. Harden makes free throw 1 of 2
5:48.0,,,68-49,,M. Harrell enters the game for C. Capela
5:48.0,,,68-49,,J. Terry enters the game for T. Ariza
5:48.0,,,68-50,1,J. Harden makes free throw 2 of 2
5:29.0,D. Williams misses 3-pt shot from 28 ft,,68-50,,
5:27.0,,,68-50,,Defensive rebound by T. Lawson
5:19.0,,,68-52,2,T. Jones makes 2-pt shot from 1 ft (assist by T. Lawson)
5:19.0,,,68-52,,Shooting foul by C. Villanueva (drawn by T. Jones)
5:19.0,D. Powell enters the game for C. Villanueva,,68-52,,
5:19.0,,,68-53,1,T. Jones makes free throw 1 of 1
5:05.0,,,68-53,,Personal foul by M. Harrell (drawn by D. Powell)
4:53.0,D. Harris makes 2-pt shot from 1 ft (assist by D. Williams),2,70-53,,
4:35.0,,,70-55,2,T. Jones makes 2-pt shot at rim (assist by T. Lawson)
4:18.0,Turnover by D. Williams (traveling),,70-55,,
4:07.0,,,70-55,,J. Harden misses 2-pt shot from 18 ft
4:06.0,,,70-55,,Offensive rebound by M. Harrell
4:06.0,,,70-55,,M. Harrell misses 2-pt shot from 1 ft (block by D. Powell)
4:06.0,,,70-55,,Offensive rebound by Team
4:02.0,,,70-55,,J. Harden misses 2-pt shot from 3 ft
4:02.0,Defensive rebound by Team,,70-55,,
3:39.0,Z. Pachulia makes 2-pt shot from 2 ft,2,72-55,,
3:28.0,,,72-58,3,J. Terry makes 3-pt shot from 23 ft (assist by J. Harden)
3:07.0,Z. Pachulia makes 2-pt shot from 8 ft (assist by D. Harris),2,74-58,,
2:55.0,,,74-60,2,M. Harrell makes 2-pt shot at rim (assist by J. Terry)
2:47.0,Dallas full timeout,,74-60,,
2:47.0,,,74-60,,M. Thornton enters the game for T. Jones
2:47.0,,,74-60,,C. Capela enters the game for T. Lawson
2:47.0,J. Barea enters the game for D. Williams,,74-60,,
2:36.0,D. Powell misses 2-pt shot from 18 ft,,74-60,,
2:35.0,Offensive rebound by Z. Pachulia,,74-60,,
2:32.0,,,74-60,,Flagrant foul type 1 by J. Terry (drawn by D. Powell)
2:32.0,D. Powell makes flagrant free throw 1 of 2,1,75-60,,
2:32.0,D. Powell makes flagrant free throw 2 of 2,1,76-60,,
2:20.0,D. Harris makes 2-pt shot from 2 ft (assist by D. Powell),2,78-60,,
2:08.0,,,78-62,2,J. Harden makes 2-pt shot from 1 ft
2:05.0,,,78-62,,Personal take foul by J. Harden (drawn by R. Felton)
2:05.0,,,78-62,,T. Jones enters the game for M. Harrell
1:46.0,D. Harris misses 3-pt shot from 24 ft,,78-62,,
1:46.0,,,78-62,,Defensive rebound by T. Jones
1:37.0,,,78-65,3,J. Harden makes 3-pt shot from 25 ft
1:12.0,J. Barea makes 2-pt shot from 12 ft,2,80-65,,
1:00.0,,,80-67,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
0:53.0,Turnover by J. Barea (bad pass; steal by C. Capela),,80-67,,
0:46.0,,,80-67,,M. Thornton misses 3-pt shot from 25 ft
0:45.0,Defensive rebound by Team,,80-67,,
0:29.0,D. Powell makes 2-pt shot from 12 ft (assist by R. Felton),2,82-67,,
0:05.0,,,82-67,,Turnover by Team (shot clock)
0:05.0,J. Jenkins enters the game for Z. Pachulia,,82-67,,
0:00.0,D. Harris misses 3-pt shot from 29 ft,,82-67,,
0:00.0,Offensive rebound by Team,,82-67,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,Personal foul by D. Harris (drawn by J. Harden),,82-67,,
11:33.0,,,82-67,,M. Thornton misses 2-pt shot from 20 ft
11:32.0,Defensive rebound by J. Evans,,82-67,,
11:21.0,D. Powell misses 2-pt shot from 17 ft,,82-67,,
11:21.0,,,82-67,,Defensive rebound by Team
11:13.0,,,82-70,3,J. Terry makes 3-pt shot from 24 ft (assist by J. Harden)
10:46.0,D. Williams makes 3-pt shot from 26 ft (assist by J. Barea),3,85-70,,
10:35.0,,,85-70,,Shooting foul by D. Harris (drawn by J. Harden)
10:35.0,,,85-71,1,J. Harden makes free throw 1 of 2
10:35.0,,,85-71,,T. Ariza enters the game for M. Thornton
10:35.0,,,85-72,1,J. Harden makes free throw 2 of 2
10:16.0,J. Evans misses 2-pt shot from 2 ft (block by T. Jones),,85-72,,
10:15.0,,,85-72,,Defensive rebound by T. Jones
10:01.0,,,85-72,,J. Harden misses 3-pt shot from 26 ft
10:00.0,,,85-72,,Offensive rebound by T. Ariza
9:50.0,,,85-72,,T. Ariza misses 3-pt shot from 25 ft
9:49.0,Defensive rebound by J. Evans,,85-72,,
9:32.0,J. Barea misses 3-pt shot from 24 ft,,85-72,,
9:31.0,,,85-72,,Defensive rebound by T. Jones
9:22.0,,,85-72,,Shooting foul by D. Williams (drawn by T. Jones)
9:22.0,,,85-73,1,T. Jones makes free throw 1 of 2
9:22.0,R. Felton enters the game for D. Harris,,85-73,,
9:22.0,,,85-73,,T. Jones misses free throw 2 of 2
9:22.0,Defensive rebound by D. Powell,,85-73,,
9:09.0,J. Evans misses 2-pt shot from 5 ft,,85-73,,
9:08.0,Offensive rebound by D. Powell,,85-73,,
9:08.0,D. Powell makes 2-pt shot at rim,2,87-73,,
8:47.0,,,87-75,2,C. Brewer makes 2-pt shot from 1 ft (assist by T. Jones)
8:37.0,,,87-75,,Personal foul by C. Brewer (drawn by R. Felton)
8:37.0,Dallas full timeout,,87-75,,
8:37.0,C. Villanueva enters the game for J. Evans,,87-75,,
8:36.0,Turnover by C. Villanueva (step out of bounds),,87-75,,
8:27.0,,,87-75,,T. Ariza misses 3-pt shot from 24 ft
8:26.0,Defensive rebound by R. Felton,,87-75,,
8:08.0,D. Williams misses 2-pt shot from 17 ft,,87-75,,
8:06.0,,,87-75,,Defensive rebound by T. Ariza
7:52.0,,,87-77,2,J. Terry makes 2-pt shot from 6 ft (assist by J. Harden)
7:26.0,C. Villanueva makes 2-pt shot from 8 ft,2,89-77,,
7:18.0,Personal foul by J. Barea,,89-77,,
7:14.0,,,89-77,,Offensive foul by J. Harden
7:14.0,,,89-77,,Turnover by J. Harden (offensive foul)
6:56.0,R. Felton makes 2-pt shot from 11 ft,2,91-77,,
6:44.0,,,91-77,,Flagrant foul type 1 by J. Harden (drawn by R. Felton)
6:44.0,,,91-77,,Turnover by J. Harden (offensive foul)
6:44.0,R. Felton makes flagrant free throw 1 of 2,1,92-77,,
6:44.0,R. Felton makes flagrant free throw 2 of 2,1,93-77,,
6:36.0,J. Barea makes 2-pt shot from 6 ft,2,95-77,,
6:36.0,Shooting foul by J. Terry (drawn by J. Barea),,95-77,,
6:36.0,J. Barea makes free throw 1 of 1,1,96-77,,
6:24.0,,,96-80,3,J. Terry makes 3-pt shot from 24 ft (assist by J. Harden)
6:10.0,J. Barea misses 2-pt shot from 9 ft,,96-80,,
6:10.0,,,96-80,,Defensive rebound by Team
6:07.0,Personal block foul by J. Barea,,96-80,,
6:07.0,,,96-81,1,J. Harden makes free throw 1 of 2
6:07.0,,,96-82,1,J. Harden makes free throw 2 of 2
5:52.0,C. Villanueva misses 2-pt shot from 3 ft,,96-82,,
5:51.0,Offensive rebound by C. Villanueva,,96-82,,
5:47.0,C. Villanueva misses 2-pt shot from 6 ft,,96-82,,
5:45.0,,,96-82,,Defensive rebound by T. Jones
5:42.0,,,96-84,2,J. Harden makes 2-pt shot from 2 ft
5:42.0,Dallas full timeout,,96-84,,
5:42.0,Z. Pachulia enters the game for D. Williams,,96-84,,
5:42.0,D. Harris enters the game for D. Powell,,96-84,,
5:18.0,R. Felton misses 3-pt shot from 24 ft,,96-84,,
5:16.0,,,96-84,,Defensive rebound by T. Ariza
5:10.0,,,96-84,,J. Harden misses 3-pt shot from 25 ft
5:07.0,Defensive rebound by J. Barea,,96-84,,
4:46.0,R. Felton makes 3-pt shot from 26 ft,3,99-84,,
4:29.0,,,99-87,3,T. Jones makes 3-pt shot from 25 ft (assist by J. Harden)
4:14.0,J. Barea misses 2-pt shot from 6 ft (block by J. Harden),,99-87,,
4:13.0,,,99-87,,Defensive rebound by J. Harden
4:08.0,,,99-87,,J. Terry misses 3-pt shot from 26 ft
4:08.0,Defensive rebound by Team,,99-87,,
