time,LA Lakers,pts.away,score,pts.home,LA Clippers
8:08.0,,,31-39,,Defensive rebound by B. Griffin
7:57.0,,,31-41,2,C. Aldrich makes 2-pt shot from 1 ft (assist by B. Griffin)
7:35.0,R. Kelly makes 2-pt shot from 10 ft,2,33-41,,
7:17.0,,,33-41,,B. Griffin misses 2-pt shot from 20 ft
7:16.0,Defensive rebound by R. Kelly,,33-41,,
6:59.0,J. Clarkson misses 3-pt shot from 26 ft,,33-41,,
6:58.0,,,33-41,,Defensive rebound by J. Green
6:46.0,,,33-41,,A. Rivers misses 2-pt shot from 17 ft
6:43.0,Defensive rebound by J. Randle,,33-41,,
6:38.0,Turnover by R. Kelly (lost ball; steal by A. Rivers),,33-41,,
6:33.0,,,33-41,,A. Rivers misses 2-pt shot from 2 ft (block by J. Randle)
6:33.0,,,33-41,,Offensive rebound by Team
6:33.0,K. Bryant enters the game for R. Kelly,,33-41,,
6:33.0,,,33-41,,J. Redick enters the game for J. Crawford
6:33.0,,,33-41,,L. Mbah a Moute enters the game for J. Green
6:33.0,,,33-41,,C. Paul enters the game for A. Rivers
6:33.0,,,33-41,,D. Jordan enters the game for C. Aldrich
6:33.0,R. Hibbert enters the game for T. Black,,33-41,,
6:33.0,D. Russell enters the game for M. Huertas,,33-41,,
6:29.0,,,33-43,2,J. Redick makes 2-pt shot from 1 ft (assist by C. Paul)
6:07.0,D. Russell misses 3-pt shot from 27 ft,,33-43,,
6:06.0,,,33-43,,Defensive rebound by L. Mbah a Moute
5:53.0,,,33-43,,Shooting foul by R. Hibbert (drawn by D. Jordan)
5:53.0,,,33-43,,LA Clippers full timeout
5:53.0,,,33-43,,D. Jordan misses free throw 1 of 2
5:53.0,,,33-43,,Offensive rebound by Team
5:53.0,,,33-43,,D. Jordan misses free throw 2 of 2
5:52.0,Defensive rebound by D. Russell,,33-43,,
5:32.0,K. Bryant misses 3-pt shot from 26 ft,,33-43,,
5:31.0,,,33-43,,Defensive rebound by D. Jordan
5:23.0,,,33-43,,J. Redick misses 3-pt shot from 27 ft
5:21.0,Defensive rebound by J. Randle,,33-43,,
5:15.0,D. Russell makes 3-pt shot from 25 ft (assist by J. Randle),3,36-43,,
4:55.0,,,36-43,,B. Griffin misses 2-pt shot from 20 ft
4:54.0,,,36-43,,Offensive rebound by Team
4:43.0,,,36-43,,J. Redick misses 3-pt shot from 28 ft
4:42.0,Defensive rebound by J. Randle,,36-43,,
4:21.0,J. Clarkson misses 3-pt shot from 26 ft,,36-43,,
4:20.0,,,36-43,,Defensive rebound by C. Paul
4:10.0,,,36-45,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
3:48.0,J. Clarkson misses 2-pt shot from 4 ft,,36-45,,
3:48.0,,,36-45,,Defensive rebound by D. Jordan
3:48.0,Personal foul by K. Bryant,,36-45,,
3:48.0,T. Black enters the game for R. Hibbert,,36-45,,
3:27.0,,,36-45,,Turnover by B. Griffin (lost ball; steal by K. Bryant)
3:18.0,K. Bryant misses 2-pt shot from 9 ft,,36-45,,
3:17.0,Offensive rebound by J. Randle,,36-45,,
3:17.0,J. Randle misses 2-pt shot from 1 ft,,36-45,,
3:13.0,,,36-45,,Defensive rebound by C. Paul
3:08.0,,,36-45,,Turnover by J. Redick (lost ball; steal by T. Black)
3:00.0,,,36-45,,Personal foul by J. Redick
3:00.0,,,36-45,,J. Green enters the game for B. Griffin
2:52.0,D. Russell misses 3-pt shot from 23 ft,,36-45,,
2:51.0,,,36-45,,Defensive rebound by D. Jordan
2:34.0,,,36-45,,C. Paul misses 2-pt shot from 17 ft
2:32.0,Defensive rebound by T. Black,,36-45,,
2:20.0,K. Bryant makes 2-pt shot from 12 ft,2,38-45,,
2:08.0,Personal foul by J. Clarkson,,38-45,,
2:08.0,LA Lakers full timeout,,38-45,,
1:59.0,,,38-47,2,D. Jordan makes 2-pt shot at rim (assist by J. Redick)
1:40.0,D. Russell misses 2-pt shot from 9 ft,,38-47,,
1:37.0,Offensive rebound by T. Black,,38-47,,
1:36.0,T. Black makes 2-pt shot at rim,2,40-47,,
1:16.0,,,40-49,2,J. Redick makes 2-pt shot from 17 ft (assist by J. Green)
1:03.0,J. Clarkson makes 2-pt shot from 8 ft,2,42-49,,
0:42.0,,,42-52,3,J. Green makes 3-pt shot from 23 ft (assist by D. Jordan)
0:33.0,J. Clarkson misses 2-pt shot from 18 ft,,42-52,,
0:30.0,Offensive rebound by T. Black,,42-52,,
0:27.0,D. Russell misses 2-pt shot from 20 ft,,42-52,,
0:25.0,Offensive rebound by K. Bryant,,42-52,,
0:24.0,K. Bryant makes 2-pt shot from 1 ft,2,44-52,,
0:24.0,,,44-52,,LA Clippers full timeout
0:24.0,,,44-52,,J. Crawford enters the game for L. Mbah a Moute
0:02.0,,,44-52,,C. Paul misses 3-pt shot from 25 ft
0:01.0,Defensive rebound by Team,,44-52,,
0:01.0,J. Clarkson misses 2-pt shot from 14 ft,,44-52,,
0:00.0,Offensive rebound by Team,,44-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,Turnover by R. Hibbert (lost ball; steal by C. Paul),,44-52,,
11:26.0,,,44-52,,Offensive foul by D. Jordan
11:26.0,,,44-52,,Turnover by D. Jordan (offensive foul)
11:12.0,Turnover by D. Russell (lost ball; steal by B. Griffin),,44-52,,
11:12.0,Personal foul by J. Randle,,44-52,,
11:01.0,Personal foul by D. Russell,,44-52,,
10:47.0,,,44-52,,Shooting foul by D. Russell (drawn by B. Griffin)
10:47.0,,,44-53,1,B. Griffin makes free throw 1 of 2
10:47.0,,,44-54,1,B. Griffin makes free throw 2 of 2
10:36.0,Turnover by J. Randle (lost ball),,44-54,,
10:30.0,,,44-56,2,C. Paul makes 2-pt shot from 18 ft
10:09.0,J. Clarkson makes 3-pt shot from 25 ft (assist by J. Randle),3,47-56,,
9:51.0,,,47-58,2,C. Paul makes 2-pt shot from 20 ft
9:34.0,D. Russell misses 2-pt shot from 17 ft,,47-58,,
9:32.0,,,47-58,,Defensive rebound by B. Griffin
9:30.0,,,47-58,,Turnover by B. Griffin (lost ball; steal by J. Clarkson)
9:27.0,Turnover by J. Clarkson (bad pass),,47-58,,
9:26.0,Personal foul by D. Russell,,47-58,,
9:15.0,,,47-60,2,C. Paul makes 2-pt shot from 15 ft
9:14.0,LA Lakers full timeout,,47-60,,
8:59.0,Turnover by J. Randle (lost ball; steal by C. Paul),,47-60,,
8:54.0,,,47-60,,D. Jordan misses 2-pt shot from 1 ft (block by D. Russell)
8:54.0,,,47-60,,Offensive rebound by Team
8:52.0,,,47-62,2,L. Mbah a Moute makes 2-pt shot from 17 ft (assist by C. Paul)
8:26.0,K. Bryant misses 2-pt shot from 16 ft,,47-62,,
8:24.0,,,47-62,,Defensive rebound by C. Paul
8:19.0,,,47-62,,Turnover by B. Griffin (lost ball; steal by K. Bryant)
8:11.0,D. Russell misses 2-pt shot from 12 ft,,47-62,,
8:09.0,Offensive rebound by J. Randle,,47-62,,
7:57.0,R. Hibbert misses 2-pt shot from 6 ft,,47-62,,
7:54.0,,,47-62,,Defensive rebound by J. Redick
7:43.0,,,47-65,3,C. Paul makes 3-pt shot from 24 ft (assist by B. Griffin)
7:26.0,,,47-65,,Personal foul by C. Paul
7:12.0,J. Clarkson misses 3-pt shot from 24 ft,,47-65,,
7:11.0,,,47-65,,Defensive rebound by B. Griffin
6:55.0,,,47-68,3,C. Paul makes 3-pt shot from 26 ft (assist by B. Griffin)
6:40.0,Turnover by K. Bryant (bad pass),,47-68,,
6:40.0,,,47-68,,J. Green enters the game for B. Griffin
6:18.0,,,47-68,,C. Paul misses 2-pt shot from 14 ft
6:18.0,Defensive rebound by Team,,47-68,,
6:18.0,M. Huertas enters the game for D. Russell,,47-68,,
6:07.0,K. Bryant misses 2-pt shot from 20 ft,,47-68,,
6:05.0,,,47-68,,Defensive rebound by L. Mbah a Moute
5:50.0,,,47-68,,Shooting foul by J. Randle (drawn by D. Jordan)
5:50.0,,,47-68,,D. Jordan misses free throw 1 of 2
5:50.0,,,47-68,,Offensive rebound by Team
5:50.0,,,47-69,1,D. Jordan makes free throw 2 of 2
5:34.0,J. Clarkson misses 2-pt shot from 3 ft,,47-69,,
5:32.0,Offensive rebound by R. Hibbert,,47-69,,
5:32.0,R. Hibbert misses 2-pt shot from 3 ft,,47-69,,
5:31.0,Offensive rebound by R. Hibbert,,47-69,,
5:30.0,R. Hibbert misses 2-pt shot from 3 ft,,47-69,,
5:27.0,,,47-69,,Defensive rebound by J. Green
5:15.0,,,47-71,2,D. Jordan makes 2-pt shot at rim (assist by J. Green)
4:52.0,J. Randle misses 2-pt shot from 17 ft,,47-71,,
4:49.0,,,47-71,,Defensive rebound by D. Jordan
4:39.0,,,47-71,,J. Green misses 3-pt shot from 24 ft
4:38.0,Defensive rebound by R. Hibbert,,47-71,,
4:31.0,Shooting foul by J. Green (drawn by M. Huertas),,47-71,,
4:31.0,,,47-71,,LA Clippers full timeout
4:31.0,R. Kelly enters the game for K. Bryant,,47-71,,
4:31.0,T. Black enters the game for J. Randle,,47-71,,
4:31.0,M. World Peace enters the game for R. Hibbert,,47-71,,
4:31.0,,,47-71,,J. Crawford enters the game for L. Mbah a Moute
4:31.0,,,47-71,,W. Johnson enters the game for J. Redick
4:31.0,,,47-71,,A. Rivers enters the game for C. Paul
4:31.0,M. Huertas makes free throw 1 of 2,1,48-71,,
4:31.0,M. Huertas makes free throw 2 of 2,1,49-71,,
4:12.0,,,49-74,3,W. Johnson makes 3-pt shot from 23 ft (assist by D. Jordan)
3:52.0,M. World Peace misses 2-pt shot from 1 ft (block by J. Green),,49-74,,
3:49.0,,,49-74,,Defensive rebound by D. Jordan
3:38.0,,,49-76,2,J. Crawford makes 2-pt shot from 5 ft
3:18.0,M. Huertas misses 3-pt shot from 28 ft,,49-76,,
3:17.0,,,49-76,,Defensive rebound by J. Green
3:11.0,,,49-76,,Turnover by J. Green (lost ball; steal by M. World Peace)
3:05.0,M. Huertas makes 2-pt shot from 2 ft (assist by M. World Peace),2,51-76,,
2:48.0,,,51-78,2,J. Green makes 2-pt shot from 2 ft
2:28.0,R. Kelly makes 2-pt shot from 20 ft (assist by M. Huertas),2,53-78,,
2:12.0,,,53-78,,A. Rivers misses 3-pt shot from 25 ft
2:10.0,Defensive rebound by M. World Peace,,53-78,,
1:52.0,R. Kelly misses 2-pt shot from 10 ft,,53-78,,
1:50.0,,,53-78,,Defensive rebound by D. Jordan
1:43.0,,,53-78,,Turnover by J. Crawford (lost ball; steal by J. Clarkson)
1:37.0,M. World Peace makes 2-pt shot from 2 ft (assist by J. Clarkson),2,55-78,,
1:09.0,,,55-80,2,J. Crawford makes 2-pt shot from 19 ft
0:53.0,R. Kelly makes 2-pt shot from 20 ft (assist by M. Huertas),2,57-80,,
0:37.0,,,57-82,2,J. Green makes 2-pt shot from 20 ft (assist by A. Rivers)
0:33.0,J. Clarkson makes 3-pt shot from 25 ft,3,60-82,,
0:15.0,,,60-82,,Turnover by J. Crawford (lost ball; steal by M. Huertas)
0:05.0,M. World Peace misses 2-pt shot from 1 ft,,60-82,,
0:04.0,,,60-82,,Defensive rebound by A. Rivers
0:01.0,,,60-82,,Shooting foul by R. Kelly (drawn by A. Rivers)
0:01.0,,,60-83,1,A. Rivers makes free throw 1 of 2
0:01.0,,,60-84,1,A. Rivers makes free throw 2 of 2
0:00.0,M. Huertas misses 3-pt shot from 64 ft,,60-84,,
0:00.0,Offensive rebound by Team,,60-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,60-84,,J. Green misses 2-pt shot from 2 ft
11:43.0,,,60-84,,Offensive rebound by C. Aldrich
11:35.0,,,60-84,,Turnover by C. Aldrich (lost ball; steal by R. Kelly)
11:30.0,Turnover by R. Kelly (lost ball; steal by W. Johnson),,60-84,,
11:20.0,Personal foul by T. Black,,60-84,,
11:13.0,,,60-84,,Turnover by A. Rivers (lost ball; steal by T. Black)
10:55.0,Shooting foul by J. Green (drawn by T. Black),,60-84,,
10:55.0,T. Black makes free throw 1 of 2,1,61-84,,
10:55.0,D. Russell enters the game for J. Clarkson,,61-84,,
10:55.0,T. Black makes free throw 2 of 2,1,62-84,,
10:39.0,,,62-84,,A. Rivers misses 2-pt shot from 15 ft
10:37.0,Defensive rebound by D. Russell,,62-84,,
10:29.0,M. Huertas misses 2-pt shot from 4 ft,,62-84,,
10:26.0,,,62-84,,Defensive rebound by C. Aldrich
10:19.0,,,62-84,,J. Crawford misses 2-pt shot from 12 ft
10:16.0,Defensive rebound by R. Kelly,,62-84,,
10:05.0,R. Kelly makes 2-pt shot from 18 ft,2,64-84,,
9:43.0,,,64-84,,A. Rivers misses 2-pt shot from 13 ft
9:43.0,Defensive rebound by Team,,64-84,,
9:43.0,,,64-84,,LA Clippers full timeout
9:25.0,D. Russell misses 2-pt shot from 15 ft,,64-84,,
9:25.0,,,64-84,,Defensive rebound by Team
9:25.0,Loose ball foul by R. Kelly,,64-84,,
9:09.0,,,64-86,2,A. Rivers makes 2-pt shot from 3 ft (assist by W. Johnson)
8:55.0,T. Black misses 2-pt shot from 2 ft,,64-86,,
8:53.0,,,64-86,,Defensive rebound by C. Aldrich
8:41.0,,,64-86,,W. Johnson misses 2-pt shot from 19 ft
8:40.0,Defensive rebound by T. Black,,64-86,,
8:27.0,Turnover by D. Russell (bad pass),,64-86,,
8:27.0,,,64-86,,P. Prigioni enters the game for J. Crawford
8:27.0,R. Sacre enters the game for T. Black,,64-86,,
8:14.0,,,64-86,,A. Rivers misses 2-pt shot from 11 ft
8:13.0,Defensive rebound by R. Sacre,,64-86,,
8:04.0,M. Huertas makes 2-pt shot from 6 ft,2,66-86,,
8:04.0,Shooting foul by C. Aldrich (drawn by M. Huertas),,66-86,,
8:04.0,M. Huertas makes free throw 1 of 1,1,67-86,,
7:51.0,,,67-86,,W. Johnson misses 2-pt shot from 19 ft
7:49.0,Defensive rebound by M. World Peace,,67-86,,
7:39.0,M. World Peace misses 3-pt shot from 27 ft,,67-86,,
7:38.0,,,67-86,,Defensive rebound by A. Rivers
7:21.0,,,67-86,,J. Green misses 2-pt shot from 3 ft (block by M. World Peace)
7:19.0,Defensive rebound by R. Kelly,,67-86,,
7:06.0,Turnover by M. World Peace (lost ball; steal by W. Johnson),,67-86,,
7:06.0,Personal take foul by M. Huertas,,67-86,,
7:06.0,,,67-86,,C. Wilcox enters the game for A. Rivers
6:55.0,,,67-86,,Shooting foul by R. Sacre (drawn by J. Green)
6:55.0,,,67-87,1,J. Green makes free throw 1 of 2
6:55.0,,,67-87,,J. Ayres enters the game for C. Aldrich
6:55.0,,,67-88,1,J. Green makes free throw 2 of 2
6:40.0,D. Russell misses 2-pt shot from 5 ft,,67-88,,
6:38.0,,,67-88,,Defensive rebound by J. Ayres
6:32.0,Personal foul by D. Russell,,67-88,,
6:32.0,,,67-89,1,C. Wilcox makes free throw 1 of 2
6:32.0,J. Randle enters the game for M. World Peace,,67-89,,
6:32.0,,,67-89,,C. Aldrich enters the game for W. Johnson
6:32.0,,,67-89,,C. Wilcox misses free throw 2 of 2
6:31.0,Defensive rebound by R. Sacre,,67-89,,
6:15.0,Turnover by J. Randle (lost ball; steal by C. Wilcox),,67-89,,
6:09.0,,,67-91,2,C. Wilcox makes 2-pt shot from 2 ft (assist by P. Prigioni)
5:56.0,D. Russell misses 2-pt shot from 15 ft,,67-91,,
5:56.0,Offensive rebound by R. Sacre,,67-91,,
5:56.0,Shooting foul by C. Aldrich (drawn by R. Sacre),,67-91,,
5:56.0,Official timeout,,67-91,,
5:56.0,LA Lakers full timeout,,67-91,,
5:56.0,R. Sacre makes free throw 1 of 2,1,68-91,,
5:56.0,R. Sacre makes free throw 2 of 2,1,69-91,,
5:37.0,,,69-93,2,C. Aldrich makes 2-pt shot from 4 ft (assist by P. Prigioni)
5:11.0,J. Randle misses 2-pt shot from 22 ft,,69-93,,
5:10.0,,,69-93,,Defensive rebound by J. Ayres
5:04.0,,,69-93,,J. Green misses 3-pt shot from 24 ft
5:02.0,,,69-93,,Offensive rebound by C. Aldrich
4:39.0,,,69-93,,C. Wilcox misses 2-pt shot from 7 ft
4:36.0,Defensive rebound by J. Randle,,69-93,,
4:18.0,M. Huertas makes 2-pt shot from 14 ft,2,71-93,,
4:00.0,,,71-93,,Shooting foul by R. Sacre (drawn by J. Green)
4:00.0,,,71-93,,J. Green misses free throw 1 of 2
4:00.0,,,71-93,,Offensive rebound by Team
4:00.0,,,71-94,1,J. Green makes free throw 2 of 2
3:44.0,R. Sacre makes 2-pt shot from 10 ft,2,73-94,,
3:25.0,Personal foul by D. Russell,,73-94,,
3:25.0,,,73-95,1,J. Green makes free throw 1 of 2
3:25.0,,,73-95,,J. Green misses free throw 2 of 2
3:24.0,Defensive rebound by J. Randle,,73-95,,
3:10.0,Turnover by M. Huertas (lost ball; steal by P. Prigioni),,73-95,,
2:50.0,,,73-95,,P. Prigioni misses 2-pt shot from 2 ft
2:48.0,,,73-95,,Offensive rebound by J. Ayres
2:47.0,,,73-97,2,J. Ayres makes 2-pt shot from 2 ft
2:30.0,M. Huertas misses 3-pt shot from 23 ft,,73-97,,
2:29.0,,,73-97,,Defensive rebound by C. Aldrich
2:08.0,,,73-99,2,J. Green makes 2-pt shot from 16 ft
