time,Golden State,pts.away,score,pts.home,Sacramento
8:02.0,Personal foul by H. Barnes (drawn by J. Anderson),,4-7,,
7:49.0,,,4-7,,Turnover by R. Rondo (bad pass; steal by H. Barnes)
7:44.0,H. Barnes misses 2-pt shot from 3 ft,,4-7,,
7:43.0,,,4-7,,Defensive rebound by K. Koufos
7:31.0,,,4-7,,K. Koufos misses 2-pt shot from 4 ft (block by F. Ezeli)
7:29.0,Defensive rebound by F. Ezeli,,4-7,,
7:25.0,Shooting foul by K. Koufos (drawn by D. Green),,4-7,,
7:25.0,D. Green makes free throw 1 of 2,1,5-7,,
7:25.0,D. Green makes free throw 2 of 2,1,6-7,,
7:02.0,,,6-7,,J. Anderson misses 2-pt shot from 4 ft
7:00.0,,,6-7,,Offensive rebound by K. Koufos
7:00.0,,,6-7,,Turnover by Team (shot clock)
6:50.0,Turnover by D. Green (bad pass),,6-7,,
6:25.0,,,6-7,,K. Koufos misses 2-pt shot from 7 ft
6:24.0,Defensive rebound by S. Curry,,6-7,,
6:15.0,H. Barnes misses 3-pt shot from 23 ft,,6-7,,
6:14.0,,,6-7,,Defensive rebound by R. Rondo
6:11.0,,,6-7,,Turnover by R. Rondo (bad pass; steal by H. Barnes)
6:01.0,H. Barnes misses 2-pt shot from 4 ft (block by K. Koufos),,6-7,,
6:00.0,Offensive rebound by Team,,6-7,,
6:00.0,,,6-7,,Sacramento full timeout
6:00.0,,,6-7,,M. Belinelli enters the game for J. Anderson
5:56.0,S. Curry misses 2-pt shot from 19 ft,,6-7,,
5:56.0,,,6-7,,Defensive rebound by Q. Acy
5:33.0,,,6-9,2,Q. Acy makes 2-pt shot from 6 ft
5:16.0,K. Thompson misses 3-pt shot from 25 ft,,6-9,,
5:14.0,Offensive rebound by F. Ezeli,,6-9,,
5:14.0,F. Ezeli misses 2-pt shot from 1 ft,,6-9,,
5:13.0,,,6-9,,Defensive rebound by Q. Acy
5:02.0,,,6-9,,R. Gay misses 2-pt shot from 17 ft
5:01.0,Defensive rebound by S. Curry,,6-9,,
4:55.0,Turnover by S. Curry (bad pass; steal by R. Gay),,6-9,,
4:43.0,,,6-9,,R. Rondo misses 2-pt shot from 5 ft
4:43.0,,,6-9,,Offensive rebound by Team
4:43.0,Loose ball foul by D. Green (drawn by K. Koufos),,6-9,,
4:43.0,A. Iguodala enters the game for H. Barnes,,6-9,,
4:43.0,,,6-9,,W. Cauley-Stein enters the game for K. Koufos
4:35.0,,,6-9,,M. Belinelli misses 2-pt shot from 17 ft (block by K. Thompson)
4:33.0,,,6-9,,Offensive rebound by M. Belinelli
4:32.0,,,6-9,,M. Belinelli misses 2-pt shot from 9 ft
4:31.0,,,6-9,,Offensive rebound by R. Gay
4:25.0,,,6-9,,R. Gay misses 2-pt shot from 1 ft
4:24.0,Defensive rebound by K. Thompson,,6-9,,
4:18.0,Shooting foul by W. Cauley-Stein (drawn by F. Ezeli),,6-9,,
4:18.0,F. Ezeli makes free throw 1 of 2,1,7-9,,
4:18.0,,,7-9,,O. Casspi enters the game for R. Gay
4:18.0,S. Livingston enters the game for K. Thompson,,7-9,,
4:18.0,F. Ezeli misses free throw 2 of 2,,7-9,,
4:17.0,,,7-9,,Defensive rebound by Q. Acy
4:01.0,,,7-9,,Turnover by M. Belinelli (bad pass; steal by D. Green)
3:52.0,F. Ezeli makes 2-pt shot at rim (assist by D. Green),2,9-9,,
3:44.0,J. Thompson enters the game for F. Ezeli,,9-9,,
3:35.0,,,9-11,2,R. Rondo makes 2-pt shot from 1 ft
3:12.0,J. Thompson misses 2-pt shot from 6 ft,,9-11,,
3:11.0,Offensive rebound by S. Curry,,9-11,,
3:09.0,S. Curry makes 2-pt shot from 2 ft,2,11-11,,
2:48.0,,,11-11,,Shooting foul by S. Livingston (drawn by Q. Acy)
2:48.0,Golden State full timeout,,11-11,,
2:48.0,,,11-11,,Q. Acy misses free throw 1 of 2
2:48.0,,,11-11,,Offensive rebound by Team
2:48.0,,,11-12,1,Q. Acy makes free throw 2 of 2
2:34.0,D. Green misses 3-pt shot from 25 ft,,11-12,,
2:33.0,,,11-12,,Defensive rebound by Team
2:33.0,,,11-12,,C. Butler enters the game for Q. Acy
2:13.0,,,11-12,,Turnover by M. Belinelli (lost ball; steal by D. Green)
2:05.0,A. Iguodala makes 3-pt shot from 24 ft (assist by S. Livingston),3,14-12,,
1:55.0,,,14-12,,R. Rondo misses 2-pt shot from 4 ft
1:55.0,Defensive rebound by A. Iguodala,,14-12,,
1:48.0,S. Curry misses 3-pt shot from 26 ft,,14-12,,
1:48.0,Offensive rebound by J. Thompson,,14-12,,
1:46.0,J. Thompson makes 2-pt shot from 1 ft,2,16-12,,
1:26.0,,,16-12,,Turnover by O. Casspi (bad pass; steal by A. Iguodala)
1:22.0,S. Livingston makes 2-pt shot at rim (assist by A. Iguodala),2,18-12,,
1:05.0,,,18-12,,C. Butler misses 2-pt shot from 19 ft
1:05.0,Defensive rebound by J. Thompson,,18-12,,
0:54.0,S. Curry misses 3-pt shot from 24 ft,,18-12,,
0:53.0,,,18-12,,Defensive rebound by R. Rondo
0:46.0,,,18-14,2,W. Cauley-Stein makes 2-pt shot at rim (assist by R. Rondo)
0:39.0,H. Barnes enters the game for D. Green,,18-14,,
0:34.0,Turnover by A. Iguodala (bad pass; steal by W. Cauley-Stein),,18-14,,
0:14.0,,,18-14,,Turnover by M. Belinelli (lost ball; steal by S. Livingston)
0:10.0,A. Iguodala makes 2-pt shot at rim (assist by S. Livingston),2,20-14,,
0:00.0,,,20-14,,R. Rondo misses 3-pt shot from 25 ft
0:00.0,,,20-14,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,S. Livingston misses 2-pt shot from 17 ft,,20-14,,
11:49.0,,,20-14,,Defensive rebound by O. Casspi
11:32.0,,,20-14,,Shooting foul by S. Livingston (drawn by C. Butler)
11:32.0,,,20-14,,C. Butler misses free throw 1 of 2
11:32.0,,,20-14,,Offensive rebound by Team
11:32.0,,,20-15,1,C. Butler makes free throw 2 of 2
11:11.0,L. Barbosa misses 3-pt shot from 25 ft,,20-15,,
11:07.0,,,20-15,,Defensive rebound by M. Belinelli
10:55.0,,,20-17,2,W. Cauley-Stein makes 2-pt shot at rim (assist by R. Rondo)
10:35.0,L. Barbosa makes 2-pt shot from 17 ft (assist by H. Barnes),2,22-17,,
10:10.0,,,22-17,,C. Butler misses 2-pt shot from 16 ft
10:10.0,,,22-17,,Offensive rebound by W. Cauley-Stein
10:05.0,,,22-17,,Turnover by W. Cauley-Stein (lost ball; steal by L. Barbosa)
10:02.0,H. Barnes makes 2-pt shot at rim (assist by L. Barbosa),2,24-17,,
9:45.0,Personal foul by L. Barbosa (drawn by M. Belinelli),,24-17,,
9:45.0,,,24-17,,R. Gay enters the game for R. Rondo
9:45.0,,,24-17,,K. Koufos enters the game for W. Cauley-Stein
9:33.0,,,24-17,,C. Butler misses 2-pt shot from 12 ft
9:33.0,Defensive rebound by J. Thompson,,24-17,,
9:25.0,A. Iguodala makes 2-pt shot from 10 ft (assist by L. Barbosa),2,26-17,,
9:12.0,,,26-17,,M. Belinelli misses 2-pt shot from 11 ft
9:12.0,Defensive rebound by L. Barbosa,,26-17,,
9:09.0,Turnover by L. Barbosa (lost ball; steal by K. Koufos),,26-17,,
9:04.0,Personal foul by J. Thompson (drawn by K. Koufos),,26-17,,
8:49.0,,,26-17,,Turnover by O. Casspi (bad pass)
8:49.0,Official timeout,,26-17,,
8:49.0,,,26-17,,B. McLemore enters the game for C. Butler
8:49.0,M. Speights enters the game for J. Thompson,,26-17,,
8:49.0,Violation by Team (delay of game),,26-17,,
8:26.0,H. Barnes misses 2-pt shot from 11 ft,,26-17,,
8:25.0,Offensive rebound by L. Barbosa,,26-17,,
8:20.0,S. Livingston misses 3-pt shot from 24 ft,,26-17,,
8:17.0,,,26-17,,Defensive rebound by O. Casspi
8:10.0,,,26-19,2,R. Gay makes 2-pt shot from 1 ft (assist by O. Casspi)
7:44.0,H. Barnes misses 3-pt shot from 25 ft,,26-19,,
7:43.0,,,26-19,,Defensive rebound by O. Casspi
7:35.0,,,26-19,,Turnover by R. Gay (bad pass; steal by A. Iguodala)
7:32.0,A. Iguodala makes 2-pt shot at rim,2,28-19,,
7:21.0,,,28-19,,Turnover by B. McLemore (bad pass; steal by M. Speights)
7:17.0,L. Barbosa makes 2-pt shot from 1 ft (assist by A. Iguodala),2,30-19,,
7:17.0,,,30-19,,Sacramento full timeout
7:17.0,K. Thompson enters the game for H. Barnes,,30-19,,
7:17.0,D. Green enters the game for A. Iguodala,,30-19,,
7:17.0,S. Curry enters the game for S. Livingston,,30-19,,
7:17.0,,,30-19,,R. Rondo enters the game for M. Belinelli
7:08.0,Personal foul by K. Thompson (drawn by R. Gay),,30-19,,
6:56.0,,,30-19,,R. Gay misses 2-pt shot from 17 ft
6:55.0,,,30-19,,Offensive rebound by K. Koufos
6:50.0,,,30-19,,B. McLemore misses 3-pt shot from 25 ft
6:50.0,,,30-19,,Offensive rebound by R. Gay
6:36.0,,,30-21,2,R. Gay makes 2-pt shot from 9 ft
6:23.0,M. Speights misses 2-pt shot from 18 ft,,30-21,,
6:22.0,Offensive rebound by D. Green,,30-21,,
6:18.0,L. Barbosa misses 3-pt shot from 24 ft,,30-21,,
6:17.0,,,30-21,,Defensive rebound by R. Rondo
6:14.0,,,30-23,2,B. McLemore makes 2-pt shot at rim (assist by R. Rondo)
5:50.0,M. Speights makes 2-pt shot from 19 ft (assist by K. Thompson),2,32-23,,
5:39.0,,,32-25,2,R. Gay makes 2-pt shot from 10 ft
5:39.0,,,32-25,,Shooting foul by D. Green (drawn by R. Gay)
5:39.0,F. Ezeli enters the game for M. Speights,,32-25,,
5:39.0,,,32-26,1,R. Gay makes free throw 1 of 1
5:23.0,L. Barbosa misses 3-pt shot from 24 ft,,32-26,,
5:22.0,,,32-26,,Defensive rebound by R. Rondo
5:16.0,,,32-26,,R. Gay misses 3-pt shot from 25 ft
5:16.0,Defensive rebound by K. Thompson,,32-26,,
5:09.0,D. Green makes 2-pt shot from 2 ft (assist by L. Barbosa),2,34-26,,
5:00.0,,,34-26,,R. Rondo misses 2-pt shot from 20 ft
4:59.0,,,34-26,,Offensive rebound by K. Koufos
4:54.0,,,34-26,,O. Casspi misses 3-pt shot from 27 ft
4:54.0,Defensive rebound by F. Ezeli,,34-26,,
4:43.0,F. Ezeli makes 2-pt shot from 5 ft (assist by K. Thompson),2,36-26,,
4:43.0,Shooting foul by K. Koufos (drawn by F. Ezeli),,36-26,,
4:43.0,A. Iguodala enters the game for L. Barbosa,,36-26,,
4:43.0,,,36-26,,Q. Acy enters the game for O. Casspi
4:43.0,F. Ezeli makes free throw 1 of 1,1,37-26,,
4:25.0,,,37-26,,B. McLemore misses 2-pt shot from 17 ft
4:24.0,Defensive rebound by S. Curry,,37-26,,
4:20.0,Turnover by K. Thompson (bad pass),,37-26,,
4:05.0,,,37-26,,Turnover by R. Rondo (lost ball; steal by S. Curry)
3:55.0,D. Green misses 3-pt shot from 25 ft,,37-26,,
3:54.0,,,37-26,,Defensive rebound by K. Koufos
3:45.0,Violation by A. Iguodala (kicked ball),,37-26,,
3:35.0,,,37-26,,B. McLemore misses 2-pt shot from 5 ft
3:34.0,,,37-26,,Offensive rebound by K. Koufos
3:32.0,,,37-28,2,K. Koufos makes 2-pt shot from 2 ft
3:24.0,K. Thompson misses 3-pt shot from 25 ft,,37-28,,
3:23.0,,,37-28,,Defensive rebound by R. Rondo
3:02.0,,,37-30,2,R. Gay makes 2-pt shot from 11 ft
2:46.0,K. Thompson makes 3-pt shot from 23 ft (assist by D. Green),3,40-30,,
2:29.0,,,40-32,2,R. Gay makes 2-pt shot from 8 ft (assist by R. Rondo)
2:25.0,,,40-32,,Personal foul by B. McLemore (drawn by S. Curry)
2:25.0,Golden State full timeout,,40-32,,
2:25.0,,,40-32,,M. Belinelli enters the game for Q. Acy
2:16.0,K. Thompson misses 3-pt shot from 23 ft,,40-32,,
2:15.0,,,40-32,,Defensive rebound by R. Gay
2:04.0,,,40-32,,R. Gay misses 2-pt shot from 10 ft
2:03.0,Defensive rebound by F. Ezeli,,40-32,,
1:57.0,S. Curry misses 3-pt shot from 25 ft,,40-32,,
1:56.0,,,40-32,,Defensive rebound by M. Belinelli
1:45.0,,,40-32,,R. Rondo misses 2-pt shot from 15 ft
1:44.0,Defensive rebound by D. Green,,40-32,,
1:37.0,K. Thompson makes 2-pt shot from 14 ft (assist by D. Green),2,42-32,,
1:13.0,,,42-32,,Turnover by R. Gay (lost ball)
1:00.0,K. Thompson makes 3-pt shot from 24 ft (assist by A. Iguodala),3,45-32,,
0:48.0,,,45-32,,Turnover by B. McLemore (bad pass)
0:44.0,,,45-32,,Personal foul by B. McLemore (drawn by D. Green)
0:44.0,,,45-32,,Q. Acy enters the game for R. Gay
0:39.0,,,45-32,,Personal foul by K. Koufos (drawn by S. Curry)
0:39.0,S. Curry misses free throw 1 of 2,,45-32,,
0:39.0,Offensive rebound by Team,,45-32,,
0:39.0,,,45-32,,W. Cauley-Stein enters the game for K. Koufos
0:39.0,H. Barnes enters the game for D. Green,,45-32,,
0:39.0,S. Curry makes free throw 2 of 2,1,46-32,,
0:34.0,,,46-35,3,M. Belinelli makes 3-pt shot from 25 ft (assist by R. Rondo)
0:15.0,Turnover by S. Curry (traveling),,46-35,,
0:15.0,,,46-35,,R. Gay enters the game for Q. Acy
0:04.0,,,46-35,,Shooting foul by K. Thompson (drawn by M. Belinelli)
0:04.0,,,46-36,1,M. Belinelli makes free throw 1 of 3
0:04.0,,,46-37,1,M. Belinelli makes free throw 2 of 3
0:04.0,,,46-37,,Q. Acy enters the game for R. Gay
0:04.0,,,46-38,1,M. Belinelli makes free throw 3 of 3
0:00.0,H. Barnes misses 3-pt shot from 23 ft,,46-38,,
0:00.0,Offensive rebound by Team,,46-38,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,Turnover by D. Green (bad pass; steal by R. Rondo),,46-38,,
11:32.0,,,46-40,2,K. Koufos makes 2-pt shot from 7 ft (assist by R. Gay)
11:08.0,K. Thompson misses 2-pt shot from 18 ft,,46-40,,
11:07.0,,,46-40,,Defensive rebound by R. Rondo
10:57.0,,,46-42,2,K. Koufos makes 2-pt shot from 9 ft (assist by R. Rondo)
10:33.0,Turnover by K. Thompson (bad pass; steal by R. Rondo),,46-42,,
10:24.0,,,46-44,2,K. Koufos makes 2-pt shot from 8 ft (assist by Q. Acy)
10:24.0,Golden State full timeout,,46-44,,
10:24.0,A. Iguodala enters the game for F. Ezeli,,46-44,,
10:08.0,H. Barnes makes 2-pt shot at rim (assist by D. Green),2,48-44,,
9:49.0,,,48-44,,Turnover by R. Gay (lost ball; steal by A. Iguodala)
9:49.0,,,48-44,,Personal foul by R. Gay (drawn by D. Green)
9:37.0,S. Curry makes 2-pt shot from 22 ft (assist by K. Thompson),2,50-44,,
9:25.0,,,50-44,,M. Belinelli enters the game for Q. Acy
9:18.0,,,50-44,,Turnover by J. Anderson (palming)
9:02.0,H. Barnes misses 3-pt shot from 23 ft,,50-44,,
9:02.0,,,50-44,,Defensive rebound by K. Koufos
8:56.0,,,50-46,2,J. Anderson makes 2-pt shot from 1 ft (assist by R. Rondo)
8:42.0,Shooting foul by J. Anderson (drawn by H. Barnes),,50-46,,
8:42.0,H. Barnes makes free throw 1 of 2,1,51-46,,
8:42.0,H. Barnes misses free throw 2 of 2,,51-46,,
8:41.0,,,51-46,,Defensive rebound by R. Gay
8:25.0,,,51-48,2,R. Rondo makes 2-pt shot from 21 ft (assist by M. Belinelli)
8:19.0,Turnover by D. Green (traveling),,51-48,,
7:59.0,,,51-50,2,R. Gay makes 2-pt shot from 9 ft
7:51.0,S. Curry makes 2-pt shot from 7 ft,2,53-50,,
7:46.0,Personal foul by H. Barnes (drawn by R. Gay),,53-50,,
7:31.0,,,53-52,2,K. Koufos makes 2-pt shot from 1 ft (assist by J. Anderson)
7:21.0,S. Curry misses 3-pt shot from 23 ft,,53-52,,
7:20.0,,,53-52,,Defensive rebound by K. Koufos
7:05.0,,,53-52,,R. Rondo misses 3-pt shot from 25 ft
7:05.0,Defensive rebound by A. Iguodala,,53-52,,
6:58.0,H. Barnes misses 2-pt shot from 5 ft (block by J. Anderson),,53-52,,
6:56.0,,,53-52,,Defensive rebound by R. Gay
6:48.0,,,53-55,3,M. Belinelli makes 3-pt shot from 24 ft (assist by J. Anderson)
6:22.0,Jump ball: D. Green vs. R. Rondo (H. Barnes gains possession),,,,Jump ball: D. Green vs. R. Rondo (H. Barnes gains possession)
6:18.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry),3,56-55,,
5:58.0,,,56-55,,R. Gay misses 3-pt shot from 25 ft
5:57.0,,,56-55,,Offensive rebound by K. Koufos
5:53.0,,,56-55,,M. Belinelli misses 3-pt shot from 25 ft
5:52.0,Defensive rebound by S. Curry,,56-55,,
5:47.0,S. Curry makes 2-pt shot from 2 ft,2,58-55,,
5:38.0,,,58-55,,R. Rondo misses 2-pt shot from 16 ft
5:38.0,Defensive rebound by K. Thompson,,58-55,,
5:31.0,S. Curry misses 3-pt shot from 23 ft,,58-55,,
5:29.0,Offensive rebound by D. Green,,58-55,,
5:29.0,D. Green misses 2-pt shot from 3 ft,,58-55,,
5:28.0,Offensive rebound by D. Green,,58-55,,
5:23.0,S. Curry misses 3-pt shot from 24 ft,,58-55,,
5:20.0,Offensive rebound by A. Iguodala,,58-55,,
5:19.0,,,58-55,,O. Casspi enters the game for K. Koufos
5:17.0,K. Thompson makes 2-pt shot from 2 ft (assist by S. Curry),2,60-55,,
4:57.0,,,60-55,,R. Rondo misses 2-pt shot from 3 ft
4:57.0,Defensive rebound by H. Barnes,,60-55,,
4:52.0,K. Thompson misses 3-pt shot from 26 ft,,60-55,,
4:52.0,Offensive rebound by Team,,60-55,,
4:52.0,,,60-55,,Loose ball foul by O. Casspi (drawn by H. Barnes)
4:52.0,S. Livingston enters the game for H. Barnes,,60-55,,
4:52.0,,,60-55,,B. McLemore enters the game for R. Rondo
4:46.0,D. Green makes 2-pt shot at rim (assist by S. Livingston),2,62-55,,
4:45.0,,,62-55,,Sacramento full timeout
4:20.0,,,62-55,,O. Casspi misses 2-pt shot from 6 ft
4:20.0,,,62-55,,Offensive rebound by O. Casspi
4:16.0,,,62-55,,R. Gay misses 3-pt shot from 24 ft
4:15.0,Defensive rebound by A. Iguodala,,62-55,,
4:09.0,S. Curry makes 2-pt shot from 2 ft,2,64-55,,
4:09.0,Shooting foul by O. Casspi (drawn by S. Curry),,64-55,,
4:09.0,S. Curry makes free throw 1 of 1,1,65-55,,
3:51.0,,,65-55,,O. Casspi misses 3-pt shot from 26 ft
3:50.0,Defensive rebound by S. Livingston,,65-55,,
3:47.0,Offensive foul by D. Green,,65-55,,
3:47.0,Turnover by D. Green (offensive foul),,65-55,,
3:47.0,,,65-55,,W. Cauley-Stein enters the game for J. Anderson
3:47.0,,,65-55,,R. Rondo enters the game for R. Gay
3:31.0,,,65-55,,Turnover by B. McLemore (lost ball; steal by S. Curry)
3:27.0,S. Curry makes 2-pt shot at rim,2,67-55,,
3:04.0,,,67-55,,Turnover by B. McLemore (traveling)
3:04.0,Violation by Team (delay of game),,67-55,,
3:04.0,Technical foul by Team,,67-55,,
3:04.0,,,67-55,,B. McLemore misses technical free throw
3:04.0,Offensive rebound by Team,,67-55,,
2:53.0,Turnover by S. Curry (bad pass),,67-55,,
2:33.0,,,67-58,3,O. Casspi makes 3-pt shot from 23 ft (assist by M. Belinelli)
2:21.0,S. Livingston makes 2-pt shot from 2 ft,2,69-58,,
2:06.0,,,69-58,,Turnover by M. Belinelli (traveling)
1:51.0,A. Iguodala makes 3-pt shot from 23 ft (assist by D. Green),3,72-58,,
1:37.0,,,72-61,3,M. Belinelli makes 3-pt shot from 25 ft (assist by W. Cauley-Stein)
1:25.0,Turnover by K. Thompson (bad pass; steal by M. Belinelli),,72-61,,
1:16.0,,,72-63,2,O. Casspi makes 2-pt shot from 4 ft (assist by R. Rondo)
1:11.0,Turnover by S. Curry (lost ball; steal by R. Rondo),,72-63,,
1:00.0,,,72-63,,M. Belinelli misses 3-pt shot from 25 ft
1:00.0,,,72-63,,Offensive rebound by B. McLemore
0:55.0,,,72-66,3,O. Casspi makes 3-pt shot from 25 ft (assist by R. Rondo)
0:42.0,Turnover by S. Livingston (bad pass; steal by B. McLemore),,72-66,,
0:37.0,,,72-66,,Shooting foul by S. Curry (drawn by M. Belinelli)
0:37.0,,,72-67,1,M. Belinelli makes free throw 1 of 2
0:37.0,L. Barbosa enters the game for K. Thompson,,72-67,,
0:37.0,,,72-68,1,M. Belinelli makes free throw 2 of 2
0:21.0,S. Curry misses 3-pt shot from 24 ft,,72-68,,
0:20.0,Offensive rebound by L. Barbosa,,72-68,,
0:01.0,A. Iguodala misses 2-pt shot from 20 ft,,72-68,,
0:01.0,,,72-68,,Defensive rebound by O. Casspi
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,72-70,2,O. Casspi makes 2-pt shot from 3 ft (assist by R. Rondo)
11:19.0,H. Barnes makes 2-pt shot from 14 ft,2,74-70,,
11:03.0,,,74-70,,W. Cauley-Stein misses 2-pt shot from 5 ft
11:02.0,Defensive rebound by F. Ezeli,,74-70,,
10:49.0,,,74-70,,Personal foul by O. Casspi (drawn by H. Barnes)
10:44.0,L. Barbosa misses 2-pt shot from 10 ft,,74-70,,
10:43.0,Offensive rebound by L. Barbosa,,74-70,,
10:36.0,S. Livingston makes 2-pt shot from 15 ft,2,76-70,,
10:16.0,,,76-70,,R. Rondo misses 2-pt shot from 18 ft
10:16.0,,,76-70,,Offensive rebound by R. Rondo
10:13.0,,,76-72,2,R. Rondo makes 2-pt shot from 2 ft
9:54.0,H. Barnes misses 2-pt shot from 16 ft,,76-72,,
9:53.0,,,76-72,,Defensive rebound by R. Rondo
9:43.0,,,76-74,2,M. Belinelli makes 2-pt shot from 2 ft (assist by R. Rondo)
9:23.0,A. Iguodala misses 3-pt shot from 23 ft,,76-74,,
9:22.0,Offensive rebound by F. Ezeli,,76-74,,
9:17.0,L. Barbosa misses 3-pt shot from 25 ft,,76-74,,
9:17.0,Offensive rebound by F. Ezeli,,76-74,,
9:17.0,Shooting foul by R. Rondo (drawn by F. Ezeli),,76-74,,
9:17.0,F. Ezeli makes free throw 1 of 2,1,77-74,,
9:17.0,K. Thompson enters the game for A. Iguodala,,77-74,,
9:17.0,,,77-74,,R. Gay enters the game for B. McLemore
9:17.0,F. Ezeli makes free throw 2 of 2,1,78-74,,
8:56.0,,,78-76,2,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by R. Rondo)
8:41.0,F. Ezeli misses 2-pt shot from 5 ft,,78-76,,
8:41.0,,,78-76,,Defensive rebound by O. Casspi
8:33.0,,,78-76,,R. Gay misses 2-pt shot from 6 ft
8:32.0,Defensive rebound by F. Ezeli,,78-76,,
8:09.0,H. Barnes misses 3-pt shot from 23 ft,,78-76,,
8:09.0,,,78-76,,Defensive rebound by R. Rondo
7:58.0,,,78-76,,R. Rondo misses 2-pt shot from 17 ft
7:57.0,,,78-76,,Offensive rebound by R. Rondo
7:55.0,,,78-76,,R. Rondo misses 2-pt shot from 9 ft
7:54.0,Defensive rebound by F. Ezeli,,78-76,,
7:52.0,Turnover by F. Ezeli (lost ball; steal by R. Rondo),,78-76,,
7:51.0,,,78-76,,R. Rondo misses 2-pt shot from 5 ft
7:51.0,,,78-76,,Offensive rebound by Team
7:51.0,Loose ball foul by H. Barnes (drawn by O. Casspi),,78-76,,
7:51.0,Official timeout,,78-76,,
7:51.0,D. Green enters the game for S. Livingston,,78-76,,
7:51.0,S. Curry enters the game for L. Barbosa,,78-76,,
7:51.0,,,78-76,,Violation by Team (delay of game)
7:37.0,,,78-76,,R. Gay misses 2-pt shot from 11 ft
7:36.0,Defensive rebound by F. Ezeli,,78-76,,
7:19.0,Turnover by S. Curry (lost ball),,78-76,,
7:08.0,,,78-76,,Shooting foul by K. Thompson (drawn by M. Belinelli)
7:08.0,,,78-77,1,M. Belinelli makes free throw 1 of 2
7:08.0,,,78-77,,M. Belinelli misses free throw 2 of 2
7:07.0,Defensive rebound by D. Green,,78-77,,
6:49.0,K. Thompson misses 3-pt shot from 23 ft,,78-77,,
6:49.0,,,78-77,,Defensive rebound by Team
6:37.0,,,78-79,2,R. Rondo makes 2-pt shot from 18 ft
6:24.0,F. Ezeli misses 2-pt shot from 3 ft,,78-79,,
6:24.0,Offensive rebound by Team,,78-79,,
6:24.0,A. Iguodala enters the game for H. Barnes,,78-79,,
6:21.0,Turnover by S. Curry (step out of bounds),,78-79,,
6:06.0,,,78-79,,Turnover by R. Gay (lost ball)
5:50.0,S. Curry misses 2-pt shot from 15 ft,,78-79,,
5:49.0,Offensive rebound by Team,,78-79,,
5:49.0,,,78-79,,Loose ball foul by W. Cauley-Stein (drawn by D. Green)
5:49.0,,,78-79,,Sacramento full timeout
5:49.0,H. Barnes enters the game for F. Ezeli,,78-79,,
