time,Philadelphia,pts.away,score,pts.home,Washington
3:56.0,,,12-24,,Offensive rebound by B. Beal
3:55.0,,,12-24,,B. Beal misses 2-pt shot from 4 ft
3:54.0,Defensive rebound by J. Grant,,12-24,,
3:36.0,J. Okafor misses 2-pt shot from 2 ft,,12-24,,
3:35.0,,,12-24,,Defensive rebound by M. Gortat
3:30.0,,,12-26,2,J. Wall makes 2-pt shot at rim
3:22.0,Philadelphia full timeout,,12-26,,
3:22.0,,,12-26,,D. Gooden enters the game for J. Dudley
3:22.0,,,12-26,,G. Neal enters the game for B. Beal
3:22.0,I. Canaan enters the game for R. Covington,,12-26,,
3:07.0,I. Smith misses 2-pt shot from 20 ft,,12-26,,
3:06.0,,,12-26,,Defensive rebound by M. Gortat
2:46.0,,,12-28,2,D. Gooden makes 2-pt shot from 6 ft
2:31.0,J. Okafor makes 2-pt shot from 12 ft (assist by I. Canaan),2,14-28,,
2:19.0,,,14-31,3,J. Wall makes 3-pt shot from 26 ft
2:05.0,H. Thompson misses 3-pt shot from 26 ft,,14-31,,
2:04.0,Offensive rebound by J. Okafor,,14-31,,
1:56.0,,,14-31,,Washington full timeout
1:56.0,T. McConnell enters the game for I. Smith,,14-31,,
1:56.0,,,14-31,,R. Sessions enters the game for J. Wall
1:43.0,,,14-31,,Personal foul by R. Sessions (drawn by T. McConnell)
1:37.0,Shooting foul by D. Gooden (drawn by J. Grant),,14-31,,
1:37.0,J. Grant makes free throw 1 of 2,1,15-31,,
1:37.0,J. Grant makes free throw 2 of 2,1,16-31,,
1:17.0,,,16-31,,Shooting foul by J. Okafor (drawn by G. Neal)
1:17.0,,,16-32,1,G. Neal makes free throw 1 of 2
1:17.0,C. Landry enters the game for J. Okafor,,16-32,,
1:17.0,,,16-32,,G. Neal misses free throw 2 of 2
1:16.0,Defensive rebound by C. Landry,,16-32,,
1:04.0,I. Canaan misses 2-pt shot from 19 ft,,16-32,,
1:03.0,,,16-32,,Defensive rebound by G. Neal
0:56.0,,,16-34,2,G. Neal makes 2-pt shot from 19 ft
0:45.0,T. McConnell misses 2-pt shot from 12 ft,,16-34,,
0:44.0,,,16-34,,Defensive rebound by D. Gooden
0:27.0,,,16-36,2,G. Temple makes 2-pt shot from 10 ft (assist by M. Gortat)
0:05.0,C. Landry makes 2-pt shot from 2 ft (assist by J. Grant),2,18-36,,
0:01.0,,,18-38,2,G. Neal makes 2-pt shot from 13 ft (assist by R. Sessions)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,18-38,,Shooting foul by T. McConnell (drawn by D. Blair)
11:45.0,,,18-38,,D. Blair misses free throw 1 of 2
11:45.0,,,18-38,,Offensive rebound by Team
11:45.0,N. Noel enters the game for C. Landry,,18-38,,
11:45.0,,,18-38,,D. Blair misses free throw 2 of 2
11:44.0,Defensive rebound by I. Canaan,,18-38,,
11:31.0,H. Thompson makes 2-pt shot from 3 ft,2,20-38,,
11:25.0,Shooting block foul by J. Grant (drawn by G. Temple),,20-38,,
11:25.0,,,20-38,,G. Temple misses free throw 1 of 2
11:25.0,,,20-38,,Offensive rebound by Team
11:25.0,,,20-39,1,G. Temple makes free throw 2 of 2
11:14.0,,,20-39,,Def 3 sec tech foul by G. Temple
11:14.0,I. Canaan makes technical free throw,1,21-39,,
11:04.0,N. Noel makes 2-pt shot at rim (assist by T. McConnell),2,23-39,,
10:51.0,,,23-39,,R. Sessions misses 3-pt shot from 26 ft
10:50.0,Defensive rebound by J. Grant,,23-39,,
10:43.0,Shooting foul by D. Blair (drawn by J. Grant),,23-39,,
10:43.0,J. Grant misses free throw 1 of 2,,23-39,,
10:43.0,Offensive rebound by Team,,23-39,,
10:43.0,J. Grant misses free throw 2 of 2,,23-39,,
10:43.0,,,23-39,,Defensive rebound by R. Sessions
10:29.0,R. Covington enters the game for J. Grant,,23-39,,
10:19.0,,,23-41,2,D. Gooden makes 2-pt shot at rim (assist by G. Neal)
10:04.0,Shooting foul by D. Gooden (drawn by I. Canaan),,23-41,,
10:04.0,I. Canaan makes free throw 1 of 2,1,24-41,,
10:04.0,,,24-41,,O. Porter enters the game for D. Gooden
10:04.0,I. Canaan makes free throw 2 of 2,1,25-41,,
9:50.0,,,25-43,2,G. Neal makes 2-pt shot from 2 ft
9:32.0,T. McConnell makes 2-pt shot from 5 ft,2,27-43,,
9:22.0,,,27-43,,R. Sessions misses 2-pt shot from 3 ft
9:21.0,Defensive rebound by N. Noel,,27-43,,
9:16.0,Philadelphia full timeout,,27-43,,
9:07.0,T. McConnell makes 2-pt shot from 6 ft,2,29-43,,
8:48.0,,,29-43,,G. Neal misses 2-pt shot from 17 ft
8:47.0,Defensive rebound by R. Covington,,29-43,,
8:37.0,R. Covington misses 3-pt shot from 25 ft,,29-43,,
8:36.0,,,29-43,,Defensive rebound by D. Blair
8:29.0,,,29-43,,D. Blair misses 2-pt shot from 1 ft
8:28.0,Defensive rebound by T. McConnell,,29-43,,
8:21.0,H. Thompson misses 3-pt shot from 26 ft,,29-43,,
8:20.0,Offensive rebound by N. Noel,,29-43,,
8:17.0,N. Noel misses 2-pt shot from 7 ft,,29-43,,
8:17.0,Offensive rebound by Team,,29-43,,
8:17.0,N. Stauskas enters the game for H. Thompson,,29-43,,
8:14.0,I. Canaan makes 3-pt shot from 24 ft (assist by T. McConnell),3,32-43,,
8:06.0,,,32-43,,G. Neal misses 3-pt shot from 27 ft
8:04.0,Defensive rebound by R. Covington,,32-43,,
7:57.0,Turnover by I. Canaan (bad pass; steal by G. Neal),,32-43,,
7:44.0,,,32-45,2,G. Neal makes 2-pt shot from 13 ft
7:32.0,Turnover by R. Covington (bad pass; steal by O. Porter),,32-45,,
7:28.0,,,32-45,,Shooting foul by I. Canaan (drawn by G. Temple)
7:28.0,,,32-45,,G. Temple misses free throw 1 of 2
7:28.0,,,32-45,,Offensive rebound by Team
7:28.0,,,32-45,,M. Gortat enters the game for D. Blair
7:28.0,,,32-45,,J. Wall enters the game for R. Sessions
7:28.0,,,32-46,1,G. Temple makes free throw 2 of 2
7:05.0,N. Noel misses 2-pt shot at rim,,32-46,,
7:04.0,,,32-46,,Defensive rebound by G. Neal
6:58.0,,,32-46,,O. Porter misses 3-pt shot from 27 ft
6:57.0,,,32-46,,Offensive rebound by M. Gortat
6:57.0,Personal foul by N. Stauskas (drawn by M. Gortat),,32-46,,
6:57.0,,,32-46,,J. Dudley enters the game for O. Porter
6:48.0,,,32-48,2,M. Gortat makes 2-pt shot from 4 ft (assist by G. Neal)
6:31.0,N. Stauskas makes 3-pt shot from 26 ft (assist by N. Noel),3,35-48,,
6:08.0,,,35-48,,Turnover by J. Dudley (bad pass; steal by T. McConnell)
6:01.0,N. Stauskas misses 3-pt shot from 24 ft,,35-48,,
6:00.0,,,35-48,,Defensive rebound by J. Wall
5:46.0,,,35-48,,J. Wall misses 2-pt shot from 8 ft
5:45.0,Defensive rebound by R. Covington,,35-48,,
5:37.0,Turnover by T. McConnell (bad pass; steal by G. Neal),,35-48,,
5:31.0,,,35-48,,G. Neal misses 2-pt shot from 6 ft
5:30.0,Defensive rebound by N. Stauskas,,35-48,,
5:20.0,I. Canaan makes 2-pt shot from 2 ft,2,37-48,,
5:11.0,,,37-48,,Washington full timeout
5:11.0,I. Smith enters the game for R. Covington,,37-48,,
5:11.0,J. Grant enters the game for N. Noel,,37-48,,
5:11.0,J. Okafor enters the game for T. McConnell,,37-48,,
5:11.0,,,37-48,,B. Beal enters the game for G. Neal
4:57.0,,,37-50,2,M. Gortat makes 2-pt shot from 1 ft
4:44.0,I. Canaan misses 3-pt shot from 30 ft,,37-50,,
4:43.0,,,37-50,,Defensive rebound by J. Wall
4:33.0,,,37-52,2,G. Temple makes 2-pt shot at rim (assist by J. Dudley)
4:14.0,J. Okafor misses 2-pt shot from 17 ft,,37-52,,
4:13.0,,,37-52,,Defensive rebound by J. Wall
4:06.0,,,37-54,2,J. Wall makes 2-pt shot at rim
4:04.0,Philadelphia full timeout,,37-54,,
4:04.0,H. Thompson enters the game for I. Canaan,,37-54,,
3:44.0,I. Smith misses 2-pt shot from 13 ft,,37-54,,
3:43.0,Offensive rebound by J. Grant,,37-54,,
3:38.0,I. Smith makes 2-pt shot from 10 ft (assist by J. Grant),2,39-54,,
3:33.0,,,39-54,,Turnover by M. Gortat (lost ball)
3:11.0,I. Smith misses 2-pt shot from 19 ft,,39-54,,
3:11.0,,,39-54,,Defensive rebound by Team
3:11.0,Loose ball foul by J. Okafor (drawn by M. Gortat),,39-54,,
3:11.0,,,39-54,,M. Gortat misses free throw 1 of 2
3:11.0,,,39-54,,Offensive rebound by Team
3:11.0,N. Noel enters the game for J. Okafor,,39-54,,
3:11.0,,,39-55,1,M. Gortat makes free throw 2 of 2
3:05.0,,,39-55,,Personal foul by G. Temple (drawn by H. Thompson)
2:56.0,N. Stauskas misses 2-pt shot from 20 ft,,39-55,,
2:55.0,,,39-55,,Defensive rebound by J. Wall
2:49.0,,,39-55,,Shooting foul by N. Stauskas (drawn by J. Wall)
2:49.0,,,39-55,,J. Wall misses free throw 1 of 2
2:49.0,,,39-55,,Offensive rebound by Team
2:49.0,I. Canaan enters the game for N. Stauskas,,39-55,,
2:49.0,,,39-56,1,J. Wall makes free throw 2 of 2
2:41.0,,,39-56,,Personal foul by G. Temple (drawn by I. Smith)
2:31.0,N. Noel misses 2-pt shot at rim (block by M. Gortat),,39-56,,
2:30.0,Offensive rebound by Team,,39-56,,
2:21.0,J. Grant makes 2-pt shot at rim (assist by N. Noel),2,41-56,,
2:02.0,,,41-56,,B. Beal misses 3-pt shot from 23 ft
2:01.0,Defensive rebound by N. Noel,,41-56,,
1:50.0,,,41-56,,Personal foul by M. Gortat (drawn by N. Noel)
1:50.0,N. Noel misses free throw 1 of 2,,41-56,,
1:50.0,Offensive rebound by Team,,41-56,,
1:50.0,N. Noel makes free throw 2 of 2,1,42-56,,
1:37.0,,,42-58,2,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall)
1:21.0,Turnover by I. Canaan (lost ball),,42-58,,
1:21.0,,,42-58,,D. Gooden enters the game for M. Gortat
1:00.0,,,42-60,2,B. Beal makes 2-pt shot at rim
0:54.0,N. Noel makes 2-pt shot at rim (assist by I. Smith),2,44-60,,
0:38.0,,,44-60,,D. Gooden misses 2-pt shot from 20 ft
0:37.0,Defensive rebound by I. Smith,,44-60,,
0:30.0,I. Canaan makes 3-pt shot from 23 ft (assist by I. Smith),3,47-60,,
0:21.0,,,47-60,,Washington full timeout
0:11.0,,,47-60,,D. Gooden misses 2-pt shot from 1 ft (block by N. Noel)
0:08.0,Defensive rebound by I. Smith,,47-60,,
0:02.0,I. Smith misses 3-pt shot from 25 ft,,47-60,,
0:00.0,Offensive rebound by Team,,47-60,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,47-63,3,O. Porter makes 3-pt shot from 26 ft (assist by J. Wall)
11:24.0,Turnover by N. Stauskas (bad pass),,47-63,,
11:01.0,,,47-63,,J. Wall misses 2-pt shot from 21 ft
11:00.0,Defensive rebound by N. Stauskas,,47-63,,
10:49.0,R. Covington misses 2-pt shot from 18 ft,,47-63,,
10:48.0,,,47-63,,Defensive rebound by J. Wall
10:38.0,,,47-66,3,J. Dudley makes 3-pt shot from 27 ft (assist by B. Beal)
10:37.0,Philadelphia full timeout,,47-66,,
10:18.0,J. Okafor misses 2-pt shot from 10 ft,,47-66,,
10:17.0,,,47-66,,Defensive rebound by J. Wall
10:10.0,,,47-68,2,M. Gortat makes 2-pt shot at rim (assist by J. Wall)
10:00.0,I. Smith makes 2-pt shot from 16 ft,2,49-68,,
9:53.0,,,49-68,,Turnover by J. Wall (lost ball; steal by N. Noel)
9:49.0,Offensive foul by J. Okafor,,49-68,,
9:49.0,Turnover by J. Okafor (offensive foul),,49-68,,
9:37.0,,,49-70,2,J. Dudley makes 2-pt shot from 19 ft (assist by J. Wall)
9:24.0,I. Smith makes 2-pt shot from 19 ft,2,51-70,,
9:08.0,,,51-70,,Turnover by J. Wall (bad pass)
9:08.0,J. Grant enters the game for J. Okafor,,51-70,,
8:52.0,I. Smith misses 2-pt shot at rim,,51-70,,
8:50.0,,,51-70,,Defensive rebound by M. Gortat
8:45.0,,,51-70,,Turnover by J. Dudley (bad pass)
8:33.0,,,51-70,,Personal foul by M. Gortat (drawn by N. Noel)
8:24.0,Turnover by I. Smith (lost ball; steal by J. Wall),,51-70,,
8:20.0,,,51-70,,Turnover by M. Gortat (bad pass; steal by I. Smith)
8:13.0,R. Covington misses 3-pt shot from 25 ft,,51-70,,
8:11.0,,,51-70,,Defensive rebound by M. Gortat
8:00.0,,,51-70,,Turnover by B. Beal (bad pass; steal by N. Stauskas)
7:49.0,J. Grant misses 2-pt shot from 10 ft (block by J. Dudley),,51-70,,
7:49.0,,,51-70,,Defensive rebound by Team
7:44.0,,,51-72,2,B. Beal makes 2-pt shot at rim (assist by J. Dudley)
7:28.0,R. Covington misses 3-pt shot from 29 ft,,51-72,,
7:26.0,,,51-72,,Defensive rebound by J. Wall
7:23.0,,,51-74,2,B. Beal makes 2-pt shot at rim (assist by J. Wall)
7:23.0,Philadelphia full timeout,,51-74,,
7:23.0,I. Canaan enters the game for R. Covington,,51-74,,
7:09.0,I. Smith misses 2-pt shot from 6 ft,,51-74,,
7:08.0,,,51-74,,Defensive rebound by M. Gortat
6:48.0,,,51-74,,O. Porter misses 3-pt shot from 23 ft
6:47.0,Defensive rebound by N. Stauskas,,51-74,,
6:35.0,Turnover by N. Stauskas (bad pass; steal by J. Dudley),,51-74,,
6:28.0,,,51-76,2,M. Gortat makes 2-pt shot at rim (assist by J. Wall)
6:09.0,,,51-76,,Def 3 sec tech foul by M. Gortat
6:09.0,I. Canaan makes technical free throw,1,52-76,,
6:03.0,Turnover by I. Smith (lost ball),,52-76,,
5:40.0,,,52-76,,M. Gortat misses 2-pt shot from 1 ft
5:39.0,Defensive rebound by N. Noel,,52-76,,
5:21.0,I. Smith makes 2-pt shot at rim (assist by J. Grant),2,54-76,,
5:07.0,,,54-76,,O. Porter misses 2-pt shot from 1 ft (block by N. Noel)
5:04.0,Defensive rebound by I. Smith,,54-76,,
4:48.0,I. Canaan misses 3-pt shot from 24 ft,,54-76,,
4:47.0,,,54-76,,Defensive rebound by J. Wall
4:37.0,,,54-76,,J. Wall misses 2-pt shot from 20 ft
4:35.0,Defensive rebound by I. Canaan,,54-76,,
4:27.0,I. Smith makes 2-pt shot from 4 ft (assist by N. Stauskas),2,56-76,,
4:15.0,,,56-76,,O. Porter misses 3-pt shot from 26 ft
4:14.0,Defensive rebound by J. Grant,,56-76,,
4:03.0,Shooting foul by O. Porter (drawn by N. Noel),,56-76,,
4:03.0,N. Noel makes free throw 1 of 2,1,57-76,,
4:03.0,H. Thompson enters the game for N. Stauskas,,57-76,,
4:03.0,,,57-76,,R. Sessions enters the game for J. Wall
4:03.0,N. Noel makes free throw 2 of 2,1,58-76,,
3:54.0,,,58-76,,Turnover by O. Porter (bad pass; steal by I. Smith)
3:50.0,I. Smith makes 2-pt shot from 1 ft,2,60-76,,
3:50.0,,,60-76,,Washington full timeout
3:50.0,J. Okafor enters the game for N. Noel,,60-76,,
3:44.0,,,60-76,,J. Dudley misses 3-pt shot from 23 ft
3:43.0,,,60-76,,Offensive rebound by M. Gortat
3:39.0,,,60-76,,J. Dudley misses 2-pt shot from 2 ft (block by J. Grant)
3:38.0,,,60-76,,Offensive rebound by O. Porter
3:21.0,,,60-76,,M. Gortat misses 2-pt shot from 3 ft (block by J. Grant)
3:20.0,,,60-76,,Offensive rebound by Team
3:20.0,,,60-76,,Turnover by Team (shot clock)
3:04.0,I. Smith makes 2-pt shot from 1 ft (assist by J. Grant),2,62-76,,
2:46.0,,,62-78,2,O. Porter makes 2-pt shot from 1 ft (assist by M. Gortat)
2:31.0,I. Smith makes 2-pt shot from 1 ft,2,64-78,,
2:17.0,,,64-80,2,M. Gortat makes 2-pt shot from 15 ft (assist by J. Dudley)
1:55.0,J. Okafor misses 2-pt shot from 3 ft,,64-80,,
1:54.0,Offensive rebound by J. Grant,,64-80,,
1:53.0,J. Grant makes 2-pt shot at rim,2,66-80,,
1:47.0,,,66-80,,Turnover by R. Sessions (bad pass; steal by I. Smith)
1:40.0,I. Canaan makes 3-pt shot from 26 ft (assist by I. Smith),3,69-80,,
1:24.0,,,69-80,,B. Beal misses 2-pt shot from 15 ft
1:24.0,,,69-80,,Offensive rebound by O. Porter
1:19.0,,,69-80,,R. Sessions misses 3-pt shot from 26 ft
1:18.0,Defensive rebound by I. Smith,,69-80,,
1:04.0,I. Smith misses 2-pt shot from 6 ft,,69-80,,
1:04.0,,,69-80,,Defensive rebound by Team
1:04.0,Loose ball foul by J. Okafor (drawn by R. Sessions),,69-80,,
1:04.0,,,69-80,,G. Temple enters the game for B. Beal
1:04.0,N. Noel enters the game for J. Okafor,,69-80,,
0:53.0,,,69-80,,M. Gortat misses 2-pt shot at rim (block by N. Noel)
0:51.0,,,69-80,,Offensive rebound by R. Sessions
0:47.0,,,69-80,,Turnover by J. Dudley (bad pass; steal by I. Canaan)
0:40.0,I. Canaan misses 2-pt shot from 7 ft,,69-80,,
0:39.0,,,69-80,,Defensive rebound by J. Dudley
0:36.0,,,69-80,,Shooting foul by N. Noel (drawn by R. Sessions)
0:36.0,,,69-81,1,R. Sessions makes free throw 1 of 2
0:36.0,,,69-81,,D. Gooden enters the game for J. Dudley
0:36.0,,,69-81,,G. Neal enters the game for M. Gortat
0:36.0,N. Stauskas enters the game for J. Grant,,69-81,,
0:36.0,,,69-82,1,R. Sessions makes free throw 2 of 2
0:18.0,N. Stauskas makes 3-pt shot from 24 ft (assist by I. Smith),3,72-82,,
0:03.0,,,72-82,,Turnover by R. Sessions (traveling)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,H. Thompson misses 3-pt shot from 26 ft,,72-82,,
11:44.0,,,72-82,,Defensive rebound by R. Sessions
11:25.0,,,72-82,,Offensive foul by G. Temple
11:25.0,,,72-82,,Turnover by G. Temple (offensive foul)
11:11.0,Offensive foul by J. Grant,,72-82,,
11:11.0,Turnover by J. Grant (offensive foul),,72-82,,
10:52.0,,,72-84,2,G. Neal makes 2-pt shot from 8 ft (assist by R. Sessions)
10:33.0,J. Grant misses 2-pt shot from 5 ft (block by O. Porter),,72-84,,
10:31.0,,,72-84,,Defensive rebound by O. Porter
10:27.0,,,72-86,2,R. Sessions makes 2-pt shot at rim (assist by O. Porter)
10:04.0,I. Canaan makes 3-pt shot from 28 ft,3,75-86,,
9:46.0,,,75-86,,O. Porter misses 3-pt shot from 26 ft
9:45.0,Defensive rebound by N. Noel,,75-86,,
9:33.0,I. Canaan misses 3-pt shot from 25 ft,,75-86,,
9:32.0,Offensive rebound by Team,,75-86,,
9:32.0,,,75-86,,Loose ball foul by G. Neal (drawn by J. Grant)
9:32.0,,,75-86,,J. Wall enters the game for R. Sessions
9:22.0,Turnover by N. Noel (traveling),,75-86,,
9:12.0,,,75-86,,D. Gooden misses 3-pt shot from 26 ft
9:11.0,Defensive rebound by N. Noel,,75-86,,
9:02.0,H. Thompson misses 3-pt shot from 24 ft,,75-86,,
9:01.0,,,75-86,,Defensive rebound by J. Wall
8:41.0,,,75-86,,G. Neal misses 3-pt shot from 27 ft
8:40.0,Defensive rebound by N. Noel,,75-86,,
8:33.0,Turnover by I. Canaan (lost ball),,75-86,,
8:33.0,Official timeout,,75-86,,
8:21.0,,,75-86,,J. Wall misses 3-pt shot from 23 ft
8:19.0,Defensive rebound by T. McConnell,,75-86,,
8:15.0,,,75-86,,B. Beal enters the game for G. Neal
8:15.0,,,75-86,,J. Dudley enters the game for O. Porter
8:01.0,T. McConnell makes 2-pt shot from 18 ft,2,77-86,,
7:37.0,,,77-88,2,J. Dudley makes 2-pt shot from 17 ft (assist by J. Wall)
7:20.0,H. Thompson misses 3-pt shot from 25 ft,,77-88,,
7:19.0,,,77-88,,Defensive rebound by Team
7:18.0,N. Stauskas enters the game for J. Grant,,77-88,,
6:59.0,,,77-90,2,B. Beal makes 2-pt shot from 14 ft
6:46.0,T. McConnell makes 3-pt shot from 26 ft (assist by N. Noel),3,80-90,,
6:29.0,,,80-92,2,J. Dudley makes 2-pt shot from 7 ft (assist by G. Temple)
6:12.0,N. Stauskas makes 3-pt shot from 26 ft (assist by T. McConnell),3,83-92,,
6:01.0,,,83-92,,Shooting foul by N. Noel (drawn by J. Dudley)
6:01.0,,,83-92,,J. Dudley misses free throw 1 of 2
6:01.0,,,83-92,,Offensive rebound by Team
6:01.0,,,83-92,,M. Gortat enters the game for D. Gooden
6:01.0,I. Smith enters the game for I. Canaan,,83-92,,
6:01.0,J. Okafor enters the game for N. Noel,,83-92,,
6:01.0,,,83-93,1,J. Dudley makes free throw 2 of 2
5:52.0,,,83-93,,Personal foul by M. Gortat (drawn by J. Okafor)
5:52.0,,,83-93,,Washington full timeout
5:38.0,I. Smith misses 2-pt shot from 16 ft,,83-93,,
5:37.0,,,83-93,,Defensive rebound by J. Wall
5:24.0,,,83-95,2,B. Beal makes 2-pt shot at rim (assist by J. Wall)
5:04.0,J. Okafor makes 2-pt shot from 1 ft (assist by T. McConnell),2,85-95,,
4:38.0,,,85-98,3,J. Wall makes 3-pt shot from 26 ft (assist by M. Gortat)
4:21.0,,,85-98,,Personal foul by J. Wall (drawn by J. Okafor)
4:21.0,I. Canaan enters the game for T. McConnell,,85-98,,
4:09.0,I. Smith makes 2-pt shot from 2 ft,2,87-98,,
3:55.0,,,87-100,2,J. Wall makes 2-pt shot from 1 ft
3:32.0,I. Smith misses 2-pt shot from 3 ft,,87-100,,
3:30.0,,,87-100,,Defensive rebound by M. Gortat
3:16.0,,,87-102,2,M. Gortat makes 2-pt shot from 2 ft (assist by B. Beal)
3:16.0,Philadelphia full timeout,,87-102,,
3:16.0,N. Noel enters the game for J. Okafor,,87-102,,
2:59.0,H. Thompson makes 2-pt shot from 22 ft (assist by I. Canaan),2,89-102,,
2:42.0,,,89-102,,Turnover by J. Wall (bad pass)
2:31.0,I. Canaan misses 3-pt shot from 28 ft,,89-102,,
2:30.0,,,89-102,,Defensive rebound by J. Wall
2:10.0,,,89-102,,G. Temple misses 3-pt shot from 27 ft
2:09.0,Defensive rebound by I. Canaan,,89-102,,
2:02.0,Turnover by N. Stauskas (bad pass; steal by B. Beal),,89-102,,
1:58.0,,,89-102,,Shooting foul by I. Smith (drawn by G. Temple)
1:58.0,,,89-103,1,G. Temple makes free throw 1 of 2
1:58.0,,,89-103,,R. Sessions enters the game for J. Wall
1:58.0,,,89-104,1,G. Temple makes free throw 2 of 2
1:47.0,Shooting foul by M. Gortat (drawn by H. Thompson),,89-104,,
