time,Atlanta,pts.away,score,pts.home,Cleveland
8:02.0,A. Horford misses 2-pt shot from 1 ft,,9-6,,
7:59.0,,,9-6,,Defensive rebound by T. Thompson
7:56.0,,,9-8,2,L. James makes 2-pt shot from 1 ft
7:56.0,Violation by A. Horford (def goaltending),,9-8,,
7:38.0,P. Millsap misses 2-pt shot from 3 ft,,9-8,,
7:36.0,Offensive rebound by P. Millsap,,9-8,,
7:36.0,P. Millsap makes 2-pt shot from 1 ft,2,11-8,,
7:19.0,,,11-8,,K. Love misses 2-pt shot at rim (block by P. Millsap)
7:19.0,,,11-8,,Offensive rebound by Team
7:19.0,M. Scott enters the game for A. Horford,,11-8,,
7:17.0,,,11-8,,Shooting foul by J. Teague (drawn by K. Irving)
7:17.0,,,11-9,1,K. Irving makes free throw 1 of 2
7:17.0,,,11-10,1,K. Irving makes free throw 2 of 2
7:02.0,Turnover by P. Millsap (lost ball; steal by L. James),,11-10,,
6:54.0,,,11-13,3,K. Love makes 3-pt shot from 23 ft (assist by K. Irving)
6:40.0,P. Millsap misses 3-pt shot from 25 ft,,11-13,,
6:40.0,,,11-13,,Defensive rebound by J. Smith
6:30.0,,,11-16,3,K. Irving makes 3-pt shot from 23 ft (assist by L. James)
6:30.0,Atlanta full timeout,,11-16,,
6:30.0,T. Sefolosha enters the game for K. Korver,,11-16,,
6:20.0,Shooting foul by T. Thompson (drawn by P. Millsap),,11-16,,
6:20.0,P. Millsap makes free throw 1 of 2,1,12-16,,
6:20.0,P. Millsap makes free throw 2 of 2,1,13-16,,
5:57.0,,,13-16,,K. Irving misses 2-pt shot from 4 ft
5:56.0,,,13-16,,Offensive rebound by T. Thompson
5:56.0,,,13-16,,T. Thompson misses 2-pt shot from 2 ft
5:54.0,Defensive rebound by Team,,13-16,,
5:41.0,T. Sefolosha makes 3-pt shot from 26 ft (assist by J. Teague),3,16-16,,
5:21.0,,,16-16,,T. Thompson misses 2-pt shot from 1 ft
5:21.0,Defensive rebound by Team,,16-16,,
5:08.0,P. Millsap misses 2-pt shot at rim,,16-16,,
5:08.0,,,16-16,,Defensive rebound by K. Love
5:01.0,,,16-16,,Turnover by L. James (lost ball)
4:47.0,K. Bazemore misses 3-pt shot from 25 ft,,16-16,,
4:47.0,,,16-16,,Defensive rebound by K. Love
4:40.0,,,16-18,2,L. James makes 2-pt shot from 1 ft (assist by K. Love)
4:22.0,Turnover by K. Bazemore (bad pass),,16-18,,
4:22.0,D. Schroder enters the game for J. Teague,,16-18,,
4:22.0,A. Horford enters the game for P. Millsap,,16-18,,
4:10.0,,,16-21,3,L. James makes 3-pt shot from 26 ft (assist by K. Irving)
3:52.0,Turnover by D. Schroder (lost ball; steal by K. Irving),,16-21,,
3:40.0,,,16-24,3,K. Love makes 3-pt shot from 23 ft (assist by K. Irving)
3:14.0,A. Horford misses 3-pt shot from 25 ft,,16-24,,
3:13.0,,,16-24,,Defensive rebound by L. James
3:06.0,,,16-27,3,J. Smith makes 3-pt shot from 26 ft (assist by L. James)
3:06.0,Atlanta full timeout,,16-27,,
3:06.0,K. Korver enters the game for K. Bazemore,,16-27,,
3:06.0,,,16-27,,I. Shumpert enters the game for L. James
3:06.0,,,16-27,,R. Jefferson enters the game for T. Thompson
2:53.0,,,16-27,,Personal foul by J. Smith
2:53.0,,,16-27,,Cleveland full timeout
2:41.0,A. Horford misses 2-pt shot at rim,,16-27,,
2:39.0,,,16-27,,Defensive rebound by I. Shumpert
2:28.0,,,16-30,3,J. Smith makes 3-pt shot from 25 ft (assist by R. Jefferson)
2:11.0,D. Schroder misses 3-pt shot from 26 ft,,16-30,,
2:10.0,,,16-30,,Defensive rebound by R. Jefferson
1:59.0,,,16-30,,K. Irving misses 3-pt shot from 25 ft
1:56.0,,,16-30,,Offensive rebound by K. Love
1:45.0,,,16-30,,K. Irving misses 2-pt shot from 1 ft
1:42.0,,,16-30,,Offensive rebound by K. Love
1:42.0,,,16-30,,K. Love misses 2-pt shot at rim
1:39.0,Defensive rebound by M. Scott,,16-30,,
1:36.0,A. Horford makes 2-pt shot at rim (assist by K. Korver),2,18-30,,
1:12.0,,,18-30,,K. Love misses 2-pt shot at rim
1:09.0,Defensive rebound by A. Horford,,18-30,,
1:06.0,Turnover by A. Horford (lost ball; steal by J. Smith),,18-30,,
1:02.0,Personal foul by D. Schroder,,18-30,,
1:02.0,,,18-30,,T. Thompson enters the game for K. Love
1:02.0,,,18-30,,M. Dellavedova enters the game for K. Irving
0:55.0,,,18-30,,J. Smith misses 3-pt shot from 27 ft
0:55.0,,,18-30,,Offensive rebound by T. Thompson
0:50.0,Personal foul by T. Sefolosha,,18-30,,
0:50.0,,,18-31,1,T. Thompson makes free throw 1 of 2
0:50.0,T. Hardaway enters the game for T. Sefolosha,,18-31,,
0:50.0,P. Millsap enters the game for M. Scott,,18-31,,
0:50.0,,,18-32,1,T. Thompson makes free throw 2 of 2
0:29.0,K. Korver misses 2-pt shot from 1 ft,,18-32,,
0:27.0,Offensive rebound by P. Millsap,,18-32,,
0:24.0,P. Millsap makes 2-pt shot from 14 ft,2,20-32,,
0:04.0,,,20-35,3,J. Smith makes 3-pt shot from 26 ft (assist by M. Dellavedova)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,20-35,,M. Dellavedova misses 2-pt shot at rim
11:44.0,Defensive rebound by A. Horford,,20-35,,
11:36.0,T. Hardaway misses 3-pt shot from 24 ft,,20-35,,
11:35.0,Offensive rebound by D. Schroder,,20-35,,
11:29.0,Turnover by T. Hardaway (lost ball; steal by L. James),,20-35,,
11:29.0,Personal foul by D. Schroder,,20-35,,
11:13.0,,,20-38,3,L. James makes 3-pt shot from 25 ft (assist by M. Dellavedova)
11:03.0,,,20-38,,Personal foul by I. Shumpert
11:03.0,K. Bazemore enters the game for T. Hardaway,,20-38,,
10:55.0,K. Bazemore makes 2-pt shot from 1 ft (assist by D. Schroder),2,22-38,,
10:55.0,Shooting foul by L. James (drawn by K. Bazemore),,22-38,,
10:55.0,K. Bazemore makes free throw 1 of 1,1,23-38,,
10:37.0,,,23-38,,M. Dellavedova misses 2-pt shot from 9 ft
10:36.0,Defensive rebound by K. Korver,,23-38,,
10:24.0,Turnover by D. Schroder (lost ball; steal by L. James),,23-38,,
10:16.0,,,23-41,3,C. Frye makes 3-pt shot from 26 ft (assist by L. James)
10:03.0,,,23-41,,Personal foul by I. Shumpert
10:03.0,J. Teague enters the game for D. Schroder,,23-41,,
9:57.0,Offensive foul by P. Millsap,,23-41,,
9:57.0,Turnover by P. Millsap (offensive foul),,23-41,,
9:42.0,,,23-43,2,C. Frye makes 2-pt shot from 1 ft (assist by I. Shumpert)
9:31.0,Turnover by J. Teague (traveling),,23-43,,
9:15.0,,,23-43,,M. Dellavedova misses 3-pt shot from 25 ft
9:15.0,Defensive rebound by P. Millsap,,23-43,,
9:03.0,K. Korver makes 2-pt shot at rim (assist by J. Teague),2,25-43,,
9:03.0,,,25-43,,Cleveland full timeout
9:03.0,M. Muscala enters the game for A. Horford,,25-43,,
8:47.0,,,25-46,3,M. Dellavedova makes 3-pt shot from 24 ft (assist by L. James)
8:23.0,J. Teague misses 2-pt shot from 17 ft,,25-46,,
8:22.0,,,25-46,,Defensive rebound by L. James
8:09.0,,,25-49,3,R. Jefferson makes 3-pt shot from 25 ft (assist by I. Shumpert)
7:56.0,Shooting foul by R. Jefferson (drawn by P. Millsap),,25-49,,
7:56.0,P. Millsap makes free throw 1 of 2,1,26-49,,
7:56.0,,,26-49,,K. Irving enters the game for M. Dellavedova
7:56.0,T. Sefolosha enters the game for K. Korver,,26-49,,
7:56.0,P. Millsap makes free throw 2 of 2,1,27-49,,
7:37.0,,,27-52,3,L. James makes 3-pt shot from 25 ft
7:29.0,,,27-52,,Personal foul by R. Jefferson
7:29.0,P. Millsap misses free throw 1 of 2,,27-52,,
7:29.0,Offensive rebound by Team,,27-52,,
7:29.0,,,27-52,,T. Thompson enters the game for R. Jefferson
7:29.0,P. Millsap makes free throw 2 of 2,1,28-52,,
7:06.0,,,28-52,,L. James misses 2-pt shot from 2 ft
7:05.0,Defensive rebound by J. Teague,,28-52,,
7:00.0,J. Teague misses 2-pt shot from 13 ft,,28-52,,
6:59.0,,,28-52,,Defensive rebound by L. James
6:42.0,,,28-52,,L. James misses 3-pt shot from 23 ft
6:42.0,,,28-52,,Offensive rebound by C. Frye
6:39.0,,,28-54,2,C. Frye makes 2-pt shot from 1 ft
6:22.0,K. Bazemore misses 3-pt shot from 29 ft,,28-54,,
6:21.0,Offensive rebound by P. Millsap,,28-54,,
6:15.0,Shooting foul by T. Thompson (drawn by P. Millsap),,28-54,,
6:15.0,P. Millsap makes free throw 1 of 2,1,29-54,,
6:15.0,,,29-54,,K. Love enters the game for T. Thompson
6:15.0,A. Horford enters the game for M. Muscala,,29-54,,
6:15.0,P. Millsap makes free throw 2 of 2,1,30-54,,
5:53.0,,,30-56,2,L. James makes 2-pt shot from 4 ft
5:39.0,P. Millsap makes 2-pt shot at rim (assist by J. Teague),2,32-56,,
5:23.0,,,32-56,,K. Irving misses 2-pt shot from 19 ft
5:23.0,Defensive rebound by T. Sefolosha,,32-56,,
5:19.0,Turnover by T. Sefolosha (lost ball),,32-56,,
5:19.0,Official timeout,,32-56,,
5:19.0,M. Scott enters the game for P. Millsap,,32-56,,
5:19.0,,,32-56,,J. Smith enters the game for I. Shumpert
5:07.0,,,32-56,,J. Smith misses 3-pt shot from 25 ft
5:06.0,Defensive rebound by A. Horford,,32-56,,
4:55.0,Shooting foul by K. Irving (drawn by J. Teague),,32-56,,
4:55.0,J. Teague makes free throw 1 of 3,1,33-56,,
4:55.0,J. Teague makes free throw 2 of 3,1,34-56,,
4:55.0,J. Teague makes free throw 3 of 3,1,35-56,,
4:35.0,,,35-59,3,K. Irving makes 3-pt shot from 23 ft (assist by C. Frye)
4:23.0,Shooting foul by K. Irving (drawn by J. Teague),,35-59,,
4:23.0,J. Teague misses free throw 1 of 2,,35-59,,
4:23.0,Offensive rebound by Team,,35-59,,
4:23.0,,,35-59,,M. Dellavedova enters the game for K. Irving
4:23.0,J. Teague makes free throw 2 of 2,1,36-59,,
3:59.0,,,36-62,3,J. Smith makes 3-pt shot from 26 ft
3:43.0,J. Teague misses 3-pt shot from 25 ft,,36-62,,
3:42.0,,,36-62,,Defensive rebound by C. Frye
3:32.0,,,36-62,,Shooting foul by J. Teague (drawn by L. James)
3:32.0,,,36-62,,L. James misses free throw 1 of 2
3:32.0,,,36-62,,Offensive rebound by Team
3:32.0,K. Korver enters the game for K. Bazemore,,36-62,,
3:32.0,P. Millsap enters the game for T. Sefolosha,,36-62,,
3:32.0,,,36-63,1,L. James makes free throw 2 of 2
3:13.0,Turnover by J. Teague (traveling),,36-63,,
3:13.0,,,36-63,,R. Jefferson enters the game for L. James
3:04.0,,,36-63,,Offensive foul by K. Love
3:04.0,,,36-63,,Turnover by K. Love (offensive foul)
3:04.0,Atlanta full timeout,,36-63,,
2:51.0,K. Korver misses 3-pt shot from 29 ft,,36-63,,
2:50.0,,,36-63,,Defensive rebound by K. Love
2:33.0,,,36-66,3,J. Smith makes 3-pt shot from 26 ft (assist by M. Dellavedova)
2:20.0,Turnover by M. Scott (bad pass),,36-66,,
2:20.0,K. Bazemore enters the game for J. Teague,,36-66,,
2:10.0,,,36-66,,J. Smith misses 3-pt shot from 25 ft
2:09.0,,,36-66,,Offensive rebound by M. Dellavedova
2:09.0,,,36-66,,Shooting foul by M. Scott (drawn by K. Love)
2:09.0,,,36-67,1,K. Love makes free throw 1 of 2
2:09.0,,,36-68,1,K. Love makes free throw 2 of 2
1:53.0,K. Bazemore misses 2-pt shot from 1 ft,,36-68,,
1:51.0,,,36-68,,Defensive rebound by K. Love
1:44.0,,,36-71,3,R. Jefferson makes 3-pt shot from 23 ft (assist by M. Dellavedova)
1:32.0,K. Korver misses 2-pt shot from 21 ft,,36-71,,
1:31.0,,,36-71,,Defensive rebound by M. Dellavedova
1:14.0,,,36-71,,M. Dellavedova misses 3-pt shot from 23 ft
1:14.0,Defensive rebound by P. Millsap,,36-71,,
1:05.0,K. Bazemore misses 3-pt shot from 29 ft,,36-71,,
1:04.0,,,36-71,,Defensive rebound by K. Love
0:45.0,,,36-71,,K. Love misses 2-pt shot at rim
0:44.0,Defensive rebound by P. Millsap,,36-71,,
0:38.0,Turnover by P. Millsap (lost ball; steal by C. Frye),,36-71,,
0:15.0,,,36-74,3,K. Love makes 3-pt shot from 24 ft (assist by M. Dellavedova)
0:03.0,Shooting foul by M. Dellavedova (drawn by K. Bazemore),,36-74,,
0:03.0,K. Bazemore makes free throw 1 of 2,1,37-74,,
0:03.0,M. Muscala enters the game for P. Millsap,,37-74,,
0:03.0,D. Schroder enters the game for K. Korver,,37-74,,
0:03.0,K. Bazemore makes free throw 2 of 2,1,38-74,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,38-76,2,L. James makes 2-pt shot from 1 ft (assist by K. Love)
11:22.0,,,38-76,,Personal foul by J. Smith
11:15.0,Shooting foul by L. James (drawn by A. Horford),,38-76,,
11:15.0,A. Horford makes free throw 1 of 2,1,39-76,,
11:15.0,A. Horford makes free throw 2 of 2,1,40-76,,
11:02.0,,,40-76,,T. Thompson misses 2-pt shot from 5 ft
11:02.0,,,40-76,,Offensive rebound by Team
11:02.0,Loose ball foul by K. Korver,,40-76,,
10:51.0,,,40-76,,T. Thompson misses 2-pt shot from 3 ft
10:50.0,,,40-76,,Offensive rebound by K. Love
10:50.0,,,40-76,,K. Love misses 2-pt shot from 1 ft
10:49.0,,,40-76,,Offensive rebound by K. Love
10:49.0,,,40-76,,K. Love misses 2-pt shot from 1 ft
10:48.0,Defensive rebound by P. Millsap,,40-76,,
10:38.0,P. Millsap misses 2-pt shot from 7 ft,,40-76,,
10:36.0,,,40-76,,Defensive rebound by J. Smith
10:32.0,,,40-76,,Offensive charge foul by L. James
10:32.0,,,40-76,,Turnover by L. James (offensive foul)
10:23.0,A. Horford misses 2-pt shot from 2 ft,,40-76,,
10:22.0,,,40-76,,Defensive rebound by L. James
10:19.0,,,40-78,2,L. James makes 2-pt shot from 1 ft
10:19.0,,,40-78,,Shooting foul by K. Korver (drawn by L. James)
10:19.0,,,40-78,,L. James misses free throw 1 of 1
10:18.0,Defensive rebound by K. Bazemore,,40-78,,
9:59.0,A. Horford makes 3-pt shot from 25 ft (assist by K. Bazemore),3,43-78,,
9:43.0,,,43-81,3,J. Smith makes 3-pt shot from 25 ft (assist by K. Irving)
9:34.0,J. Teague misses 2-pt shot from 1 ft,,43-81,,
9:33.0,,,43-81,,Defensive rebound by T. Thompson
9:25.0,,,43-84,3,L. James makes 3-pt shot from 26 ft (assist by K. Irving)
9:19.0,Turnover by A. Horford (bad pass),,43-84,,
9:07.0,,,43-84,,J. Smith misses 3-pt shot from 25 ft
9:06.0,Defensive rebound by P. Millsap,,43-84,,
9:00.0,K. Korver makes 3-pt shot from 27 ft (assist by P. Millsap),3,46-84,,
8:39.0,Personal foul by K. Korver,,46-84,,
8:39.0,T. Sefolosha enters the game for K. Korver,,46-84,,
8:31.0,,,46-86,2,K. Irving makes 2-pt shot from 17 ft
8:15.0,T. Sefolosha makes 2-pt shot from 1 ft (assist by J. Teague),2,48-86,,
8:07.0,,,48-86,,J. Smith misses 3-pt shot from 26 ft
8:06.0,Defensive rebound by P. Millsap,,48-86,,
7:50.0,J. Teague makes 2-pt shot from 2 ft,2,50-86,,
7:30.0,,,50-86,,L. James misses 3-pt shot from 30 ft
7:29.0,,,50-86,,Offensive rebound by K. Love
7:27.0,Personal foul by P. Millsap,,50-86,,
7:27.0,,,50-86,,Cleveland full timeout
7:13.0,,,50-86,,L. James misses 2-pt shot from 13 ft
7:11.0,Defensive rebound by P. Millsap,,50-86,,
7:02.0,T. Sefolosha makes 3-pt shot from 22 ft (assist by J. Teague),3,53-86,,
6:37.0,,,53-88,2,T. Thompson makes 2-pt shot at rim
6:16.0,A. Horford makes 3-pt shot from 25 ft (assist by T. Sefolosha),3,56-88,,
5:58.0,,,56-88,,Shooting foul by A. Horford (drawn by L. James)
5:58.0,,,56-89,1,L. James makes free throw 1 of 2
5:58.0,,,56-90,1,L. James makes free throw 2 of 2
5:53.0,Shooting foul by T. Thompson (drawn by J. Teague),,56-90,,
5:53.0,J. Teague makes free throw 1 of 2,1,57-90,,
5:53.0,J. Teague makes free throw 2 of 2,1,58-90,,
5:37.0,,,58-93,3,K. Irving makes 3-pt shot from 24 ft (assist by L. James)
5:17.0,Shooting foul by L. James (drawn by J. Teague),,58-93,,
5:17.0,J. Teague makes free throw 1 of 2,1,59-93,,
5:17.0,K. Humphries enters the game for A. Horford,,59-93,,
5:17.0,J. Teague makes free throw 2 of 2,1,60-93,,
5:06.0,,,60-96,3,K. Irving makes 3-pt shot from 25 ft
4:52.0,K. Humphries misses 2-pt shot from 16 ft,,60-96,,
4:51.0,,,60-96,,Defensive rebound by K. Irving
4:47.0,,,60-96,,Shooting foul by J. Teague (drawn by K. Irving)
4:47.0,,,60-96,,K. Irving misses free throw 1 of 2
4:47.0,,,60-96,,Offensive rebound by Team
4:47.0,,,60-97,1,K. Irving makes free throw 2 of 2
4:29.0,J. Teague misses 2-pt shot from 9 ft,,60-97,,
4:28.0,Offensive rebound by Team,,60-97,,
4:19.0,J. Teague misses 3-pt shot from 25 ft,,60-97,,
4:19.0,,,60-97,,Defensive rebound by Team
4:19.0,Loose ball foul by K. Bazemore,,60-97,,
4:19.0,,,60-98,1,K. Irving makes free throw 1 of 2
4:19.0,D. Schroder enters the game for J. Teague,,60-98,,
4:19.0,,,60-99,1,K. Irving makes free throw 2 of 2
3:55.0,K. Bazemore misses 2-pt shot from 13 ft,,60-99,,
3:52.0,,,60-99,,Defensive rebound by T. Thompson
3:51.0,,,60-99,,Shooting foul by D. Schroder (drawn by L. James)
3:51.0,,,60-100,1,L. James makes free throw 1 of 2
3:51.0,,,60-100,,C. Frye enters the game for T. Thompson
3:51.0,,,60-100,,M. Dellavedova enters the game for K. Irving
3:51.0,T. Hardaway enters the game for K. Bazemore,,60-100,,
3:51.0,M. Scott enters the game for P. Millsap,,60-100,,
3:51.0,,,60-100,,L. James misses free throw 2 of 2
3:50.0,Defensive rebound by T. Sefolosha,,60-100,,
3:34.0,D. Schroder misses 3-pt shot from 26 ft,,60-100,,
3:33.0,Offensive rebound by K. Humphries,,60-100,,
3:23.0,T. Sefolosha makes 2-pt shot from 2 ft,2,62-100,,
3:07.0,,,62-100,,M. Dellavedova misses 2-pt shot at rim
3:05.0,Defensive rebound by M. Scott,,62-100,,
2:59.0,K. Humphries makes 2-pt shot at rim (assist by T. Sefolosha),2,64-100,,
2:44.0,,,64-100,,Shooting foul by K. Humphries (drawn by L. James)
2:44.0,Atlanta full timeout,,64-100,,
2:44.0,,,64-100,,I. Shumpert enters the game for K. Love
2:44.0,,,64-100,,L. James misses free throw 1 of 2
2:44.0,,,64-100,,Offensive rebound by Team
2:44.0,,,64-101,1,L. James makes free throw 2 of 2
2:33.0,D. Schroder misses 2-pt shot from 1 ft,,64-101,,
2:30.0,Offensive rebound by K. Humphries,,64-101,,
2:30.0,K. Humphries misses 2-pt shot from 1 ft,,64-101,,
2:26.0,,,64-101,,Defensive rebound by C. Frye
2:13.0,,,64-101,,L. James misses 2-pt shot from 2 ft (block by M. Scott)
2:11.0,Defensive rebound by K. Humphries,,64-101,,
2:05.0,K. Humphries misses 3-pt shot from 25 ft,,64-101,,
2:05.0,,,64-101,,Defensive rebound by C. Frye
1:45.0,,,64-101,,M. Dellavedova misses 2-pt shot from 7 ft
1:42.0,Defensive rebound by K. Humphries,,64-101,,
1:39.0,Turnover by T. Hardaway (lost ball; steal by J. Smith),,64-101,,
1:33.0,,,64-101,,Cleveland full timeout
1:33.0,,,64-101,,R. Jefferson enters the game for L. James
1:24.0,,,64-103,2,R. Jefferson makes 2-pt shot at rim (assist by C. Frye)
1:11.0,D. Schroder makes 2-pt shot from 17 ft,2,66-103,,
0:51.0,,,66-103,,Shooting foul by M. Scott (drawn by C. Frye)
0:51.0,,,66-104,1,C. Frye makes free throw 1 of 2
0:51.0,M. Muscala enters the game for T. Sefolosha,,66-104,,
0:51.0,,,66-104,,T. Mozgov enters the game for J. Smith
0:51.0,,,66-104,,C. Frye misses free throw 2 of 2
0:51.0,Defensive rebound by T. Hardaway,,66-104,,
0:33.0,Shooting foul by T. Mozgov (drawn by K. Humphries),,66-104,,
0:33.0,K. Humphries makes free throw 1 of 2,1,67-104,,
0:33.0,K. Humphries makes free throw 2 of 2,1,68-104,,
0:18.0,,,68-106,2,I. Shumpert makes 2-pt shot at rim (assist by M. Dellavedova)
0:04.0,Shooting foul by C. Frye (drawn by K. Humphries),,68-106,,
0:04.0,K. Humphries makes free throw 1 of 2,1,69-106,,
0:04.0,K. Humphries makes free throw 2 of 2,1,70-106,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,D. Schroder makes 3-pt shot from 26 ft,3,73-106,,
11:22.0,,,73-108,2,C. Frye makes 2-pt shot from 1 ft (assist by I. Shumpert)
11:04.0,K. Humphries makes 2-pt shot from 9 ft (assist by M. Scott),2,75-108,,
10:46.0,,,75-108,,M. Williams misses 3-pt shot from 24 ft
10:45.0,Defensive rebound by M. Scott,,75-108,,
10:42.0,M. Muscala enters the game for K. Humphries,,75-108,,
10:32.0,M. Muscala makes 3-pt shot from 24 ft (assist by D. Schroder),3,78-108,,
10:12.0,,,78-108,,C. Frye misses 3-pt shot from 24 ft
10:11.0,Defensive rebound by K. Hinrich,,78-108,,
10:02.0,Shooting foul by T. Mozgov (drawn by M. Scott),,78-108,,
10:02.0,M. Scott makes free throw 1 of 2,1,79-108,,
10:02.0,M. Scott makes free throw 2 of 2,1,80-108,,
9:48.0,,,80-108,,Turnover by R. Jefferson (traveling)
9:32.0,T. Hardaway misses 3-pt shot from 25 ft,,80-108,,
9:32.0,,,80-108,,Defensive rebound by I. Shumpert
9:15.0,,,80-110,2,C. Frye makes 2-pt shot from 5 ft (assist by R. Jefferson)
9:01.0,T. Hardaway makes 3-pt shot from 25 ft,3,83-110,,
8:46.0,Personal foul by M. Muscala,,83-110,,
8:46.0,Official timeout,,83-110,,
8:46.0,L. Patterson enters the game for M. Scott,,83-110,,
8:46.0,K. Humphries enters the game for D. Schroder,,83-110,,
8:43.0,Personal foul by K. Hinrich,,83-110,,
8:29.0,,,83-112,2,M. Williams makes 2-pt shot from 16 ft
8:11.0,K. Hinrich makes 3-pt shot from 24 ft (assist by T. Hardaway),3,86-112,,
8:00.0,,,86-112,,C. Frye misses 3-pt shot from 25 ft
7:59.0,Defensive rebound by K. Humphries,,86-112,,
7:44.0,K. Hinrich misses 3-pt shot from 26 ft,,86-112,,
7:44.0,,,86-112,,Defensive rebound by C. Frye
7:40.0,Personal block foul by K. Hinrich,,86-112,,
7:40.0,,,86-112,,J. Jones enters the game for C. Frye
7:20.0,,,86-115,3,I. Shumpert makes 3-pt shot from 24 ft
7:01.0,T. Hardaway misses 2-pt shot from 17 ft,,86-115,,
6:59.0,Offensive rebound by M. Muscala,,86-115,,
6:56.0,M. Muscala makes 2-pt shot from 2 ft,2,88-115,,
6:32.0,,,88-117,2,I. Shumpert makes 2-pt shot from 16 ft
6:08.0,K. Humphries misses 2-pt shot from 21 ft,,88-117,,
6:08.0,,,88-117,,Defensive rebound by M. Williams
5:58.0,,,88-117,,T. Mozgov misses 2-pt shot from 8 ft
5:57.0,Defensive rebound by K. Humphries,,88-117,,
5:56.0,Shooting foul by M. Williams (drawn by T. Hardaway),,88-117,,
5:56.0,,,88-117,,Cleveland full timeout
5:56.0,,,88-117,,D. Jones enters the game for I. Shumpert
5:56.0,T. Hardaway misses free throw 1 of 2,,88-117,,
5:56.0,Offensive rebound by Team,,88-117,,
5:56.0,T. Hardaway makes free throw 2 of 2,1,89-117,,
5:39.0,,,89-117,,J. Jones misses 3-pt shot from 25 ft
5:38.0,Defensive rebound by K. Humphries,,89-117,,
5:23.0,K. Hinrich misses 2-pt shot from 18 ft,,89-117,,
5:22.0,,,89-117,,Defensive rebound by D. Jones
5:07.0,,,89-117,,M. Williams misses 3-pt shot from 24 ft
5:07.0,Defensive rebound by T. Hardaway,,89-117,,
4:59.0,T. Hardaway misses 3-pt shot from 25 ft,,89-117,,
4:58.0,Offensive rebound by K. Humphries,,89-117,,
4:55.0,K. Humphries makes 2-pt shot from 1 ft,2,91-117,,
4:38.0,,,91-117,,D. Jones misses 3-pt shot from 24 ft
4:38.0,,,91-117,,Offensive rebound by Team
4:38.0,Loose ball foul by L. Patterson,,91-117,,
4:26.0,,,91-117,,J. Jones misses 2-pt shot from 18 ft
4:25.0,Defensive rebound by K. Hinrich,,91-117,,
4:16.0,M. Muscala makes 3-pt shot from 26 ft (assist by K. Humphries),3,94-117,,
3:51.0,,,94-117,,J. Jones misses 2-pt shot from 22 ft
3:51.0,,,94-117,,Offensive rebound by Team
3:51.0,,,94-117,,Turnover by Team (shot clock)
3:39.0,,,94-117,,Personal foul by M. Williams
3:39.0,,,94-117,,Cleveland full timeout
3:32.0,M. Muscala misses 2-pt shot from 2 ft,,94-117,,
3:31.0,,,94-117,,Defensive rebound by T. Mozgov
3:14.0,,,94-117,,M. Williams misses 3-pt shot from 25 ft
3:13.0,Defensive rebound by L. Patterson,,94-117,,
