time,Dallas,pts.away,score,pts.home,LA Lakers
6:44.0,D. Williams makes 2-pt shot from 15 ft,2,17-5,,
6:29.0,,,17-5,,Shooting foul by R. Felton (drawn by J. Clarkson)
6:29.0,,,17-6,1,J. Clarkson makes free throw 1 of 2
6:29.0,D. Powell enters the game for D. Nowitzki,,17-6,,
6:29.0,D. Harris enters the game for W. Matthews,,17-6,,
6:29.0,Violation by D. Harris (lane),,17-6,,
6:29.0,,,17-7,1,J. Clarkson makes free throw 2 of 2
6:12.0,Z. Pachulia makes 2-pt shot from 2 ft,2,19-7,,
6:02.0,,,19-7,,D. Russell misses 3-pt shot from 25 ft
6:00.0,Defensive rebound by Z. Pachulia,,19-7,,
5:56.0,,,19-7,,Violation by R. Hibbert (kicked ball)
5:56.0,,,19-7,,L. Williams enters the game for D. Russell
5:45.0,D. Harris misses 3-pt shot from 24 ft,,19-7,,
5:45.0,,,19-7,,Defensive rebound by J. Randle
5:34.0,,,19-7,,L. Williams misses 2-pt shot from 16 ft
5:32.0,,,19-7,,Offensive rebound by R. Hibbert
5:25.0,,,19-9,2,J. Randle makes 2-pt shot from 1 ft
5:16.0,R. Felton misses 2-pt shot from 1 ft (block by J. Clarkson),,19-9,,
5:15.0,,,19-9,,Defensive rebound by R. Hibbert
5:11.0,,,19-9,,J. Clarkson misses 2-pt shot from 1 ft
5:10.0,Defensive rebound by Z. Pachulia,,19-9,,
5:05.0,Dallas full timeout,,19-9,,
5:05.0,,,19-9,,N. Young enters the game for K. Bryant
5:05.0,J. Barea enters the game for D. Williams,,19-9,,
4:57.0,D. Powell misses 2-pt shot from 15 ft,,19-9,,
4:56.0,,,19-9,,Defensive rebound by J. Randle
4:44.0,,,19-11,2,J. Randle makes 2-pt shot from 2 ft (assist by L. Williams)
4:29.0,Z. Pachulia misses 2-pt shot from 4 ft,,19-11,,
4:29.0,,,19-11,,Defensive rebound by J. Randle
4:24.0,,,19-11,,Offensive foul by R. Hibbert
4:24.0,,,19-11,,Turnover by R. Hibbert (offensive foul)
4:24.0,,,19-11,,B. Bass enters the game for R. Hibbert
4:10.0,R. Felton makes 3-pt shot from 23 ft (assist by J. Barea),3,22-11,,
3:56.0,,,22-13,2,J. Randle makes 2-pt shot from 19 ft (assist by J. Clarkson)
3:36.0,D. Harris misses 2-pt shot from 1 ft,,22-13,,
3:35.0,,,22-13,,Defensive rebound by J. Randle
3:31.0,,,22-13,,Turnover by L. Williams (bad pass)
3:20.0,D. Powell misses 2-pt shot from 15 ft,,22-13,,
3:20.0,,,22-13,,Defensive rebound by B. Bass
3:06.0,,,22-13,,Turnover by J. Randle (traveling)
3:06.0,,,22-13,,R. Kelly enters the game for J. Randle
2:49.0,Z. Pachulia makes 2-pt shot from 1 ft (assist by D. Powell),2,24-13,,
2:34.0,,,24-13,,R. Kelly misses 2-pt shot from 3 ft
2:32.0,Defensive rebound by D. Powell,,24-13,,
2:20.0,Z. Pachulia misses 2-pt shot from 2 ft,,24-13,,
2:18.0,,,24-13,,Defensive rebound by B. Bass
2:15.0,,,24-13,,Offensive foul by L. Williams
2:15.0,,,24-13,,Turnover by L. Williams (offensive foul)
2:15.0,D. Nowitzki enters the game for Z. Pachulia,,24-13,,
2:05.0,,,24-13,,Personal foul by J. Clarkson (drawn by D. Nowitzki)
1:55.0,D. Nowitzki makes 2-pt shot from 13 ft (assist by J. Barea),2,26-13,,
1:37.0,,,26-16,3,N. Young makes 3-pt shot from 24 ft (assist by B. Bass)
1:26.0,D. Powell makes 2-pt shot from 2 ft (assist by J. Barea),2,28-16,,
1:13.0,,,28-16,,Shooting foul by D. Harris (drawn by N. Young)
1:13.0,,,28-17,1,N. Young makes free throw 1 of 2
1:13.0,,,28-18,1,N. Young makes free throw 2 of 2
1:04.0,D. Harris makes 2-pt shot at rim (assist by J. Barea),2,30-18,,
0:48.0,,,30-18,,J. Clarkson misses 2-pt shot from 10 ft
0:47.0,Defensive rebound by D. Nowitzki,,30-18,,
0:32.0,Turnover by D. Powell (bad pass; steal by R. Kelly),,30-18,,
0:28.0,,,30-20,2,B. Bass makes 2-pt shot at rim (assist by J. Clarkson)
0:28.0,,,30-20,,Shooting foul by D. Nowitzki (drawn by B. Bass)
0:28.0,,,30-21,1,B. Bass makes free throw 1 of 1
0:03.0,J. Barea makes 2-pt shot from 2 ft,2,32-21,,
0:00.0,,,32-21,,R. Kelly misses 3-pt shot from 43 ft
0:00.0,,,32-21,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,32-21,,L. Williams misses 3-pt shot from 25 ft
11:46.0,Defensive rebound by C. Parsons,,32-21,,
11:29.0,D. Harris misses 3-pt shot from 25 ft,,32-21,,
11:28.0,Offensive rebound by D. Powell,,32-21,,
11:13.0,D. Nowitzki makes 2-pt shot at rim (assist by C. Parsons),2,34-21,,
10:49.0,,,34-21,,B. Bass misses 2-pt shot at rim
10:49.0,Defensive rebound by Team,,34-21,,
10:31.0,D. Harris makes 3-pt shot from 23 ft (assist by J. Barea),3,37-21,,
10:13.0,,,37-24,3,L. Williams makes 3-pt shot from 24 ft (assist by M. Huertas)
9:50.0,D. Harris misses 2-pt shot from 1 ft,,37-24,,
9:49.0,,,37-24,,Defensive rebound by R. Kelly
9:37.0,,,37-24,,L. Williams misses 3-pt shot from 22 ft
9:37.0,,,37-24,,Offensive rebound by M. Huertas
9:33.0,,,37-24,,M. Huertas misses 2-pt shot from 1 ft (block by D. Powell)
9:32.0,Defensive rebound by D. Nowitzki,,37-24,,
9:30.0,,,37-24,,Personal take foul by M. Huertas (drawn by D. Harris)
9:30.0,W. Matthews enters the game for D. Harris,,37-24,,
9:21.0,J. Barea misses 2-pt shot from 3 ft (block by M. Huertas),,37-24,,
9:20.0,,,37-24,,Defensive rebound by B. Bass
9:20.0,Personal take foul by C. Parsons (drawn by M. Huertas),,37-24,,
9:01.0,,,37-24,,N. Young misses 2-pt shot from 19 ft
9:00.0,,,37-24,,Offensive rebound by B. Bass
8:57.0,,,37-26,2,B. Bass makes 2-pt shot at rim
8:47.0,,,37-26,,Personal foul by N. Young (drawn by D. Nowitzki)
8:47.0,Official timeout,,37-26,,
8:47.0,D. Williams enters the game for J. Barea,,37-26,,
8:31.0,C. Parsons makes 2-pt shot at rim,2,39-26,,
8:17.0,,,39-29,3,N. Young makes 3-pt shot from 23 ft (assist by R. Kelly)
8:05.0,C. Parsons misses 2-pt shot from 6 ft,,39-29,,
8:03.0,,,39-29,,Defensive rebound by R. Kelly
7:39.0,,,39-29,,R. Kelly misses 3-pt shot from 24 ft
7:37.0,Defensive rebound by D. Nowitzki,,39-29,,
7:25.0,D. Powell makes 2-pt shot from 1 ft (assist by D. Nowitzki),2,41-29,,
7:06.0,,,41-29,,N. Young misses 3-pt shot from 25 ft
7:05.0,Defensive rebound by D. Powell,,41-29,,
6:57.0,C. Parsons misses 3-pt shot from 23 ft,,41-29,,
6:56.0,,,41-29,,Defensive rebound by R. Kelly
6:47.0,,,41-29,,L. Williams misses 3-pt shot from 23 ft
6:45.0,Defensive rebound by Team,,41-29,,
6:45.0,,,41-29,,K. Bryant enters the game for L. Williams
6:45.0,C. Villanueva enters the game for D. Powell,,41-29,,
6:45.0,Z. Pachulia enters the game for D. Nowitzki,,41-29,,
6:34.0,D. Williams misses 2-pt shot from 10 ft,,41-29,,
6:34.0,Offensive rebound by Team,,41-29,,
6:34.0,,,41-29,,R. Hibbert enters the game for B. Bass
6:31.0,C. Villanueva misses 2-pt shot from 18 ft,,41-29,,
6:30.0,,,41-29,,Defensive rebound by R. Hibbert
6:15.0,,,41-29,,K. Bryant misses 3-pt shot from 25 ft
6:14.0,Defensive rebound by C. Parsons,,41-29,,
6:07.0,W. Matthews makes 3-pt shot from 25 ft (assist by C. Parsons),3,44-29,,
6:00.0,,,44-29,,LA Lakers full timeout
6:00.0,,,44-29,,J. Randle enters the game for N. Young
6:00.0,,,44-29,,J. Clarkson enters the game for R. Kelly
6:00.0,,,44-29,,D. Russell enters the game for M. Huertas
5:43.0,,,44-29,,D. Russell misses 3-pt shot from 23 ft
5:42.0,Defensive rebound by C. Parsons,,44-29,,
5:25.0,W. Matthews misses 3-pt shot from 24 ft,,44-29,,
5:25.0,,,44-29,,Defensive rebound by Team
5:25.0,Loose ball foul by Z. Pachulia (drawn by R. Hibbert),,44-29,,
5:07.0,,,44-29,,Shooting foul by W. Matthews (drawn by K. Bryant)
5:07.0,,,44-30,1,K. Bryant makes free throw 1 of 2
5:07.0,,,44-31,1,K. Bryant makes free throw 2 of 2
4:44.0,C. Villanueva misses 3-pt shot from 25 ft,,44-31,,
4:44.0,,,44-31,,Defensive rebound by D. Russell
4:36.0,,,44-31,,Shooting foul by Z. Pachulia (drawn by K. Bryant)
4:36.0,,,44-32,1,K. Bryant makes free throw 1 of 2
4:36.0,D. Powell enters the game for Z. Pachulia,,44-32,,
4:36.0,D. Harris enters the game for C. Parsons,,44-32,,
4:36.0,,,44-33,1,K. Bryant makes free throw 2 of 2
4:21.0,D. Harris misses 2-pt shot from 19 ft,,44-33,,
4:20.0,Offensive rebound by D. Powell,,44-33,,
4:14.0,D. Williams makes 3-pt shot from 25 ft (assist by D. Powell),3,47-33,,
4:00.0,,,47-33,,K. Bryant misses 2-pt shot from 12 ft
3:59.0,Defensive rebound by D. Harris,,47-33,,
3:48.0,D. Williams makes 2-pt shot from 2 ft,2,49-33,,
3:34.0,,,49-33,,J. Clarkson misses 3-pt shot from 24 ft
3:34.0,,,49-33,,Offensive rebound by Team
3:34.0,Loose ball foul by D. Powell (drawn by R. Hibbert),,49-33,,
3:34.0,,,49-33,,R. Hibbert misses free throw 1 of 2
3:34.0,,,49-33,,Offensive rebound by Team
3:34.0,,,49-34,1,R. Hibbert makes free throw 2 of 2
3:29.0,Dallas full timeout,,49-34,,
3:29.0,D. Nowitzki enters the game for C. Villanueva,,49-34,,
3:20.0,D. Williams misses 3-pt shot from 23 ft,,49-34,,
3:19.0,,,49-34,,Defensive rebound by K. Bryant
3:10.0,,,49-36,2,J. Randle makes 2-pt shot from 4 ft
3:10.0,,,49-36,,Shooting foul by D. Powell (drawn by J. Randle)
3:10.0,,,49-37,1,J. Randle makes free throw 1 of 1
2:58.0,D. Powell misses 2-pt shot from 5 ft,,49-37,,
2:57.0,,,49-37,,Defensive rebound by J. Randle
2:45.0,,,49-37,,Shooting foul by D. Harris (drawn by R. Hibbert)
2:45.0,,,49-38,1,R. Hibbert makes free throw 1 of 2
2:45.0,Z. Pachulia enters the game for D. Powell,,49-38,,
2:45.0,R. Felton enters the game for W. Matthews,,49-38,,
2:45.0,,,49-38,,R. Hibbert misses free throw 2 of 2
2:43.0,Defensive rebound by Z. Pachulia,,49-38,,
2:35.0,Turnover by D. Harris (bad pass; steal by J. Randle),,49-38,,
2:26.0,,,49-38,,K. Bryant misses 2-pt shot from 12 ft
2:26.0,,,49-38,,Offensive rebound by Team
2:26.0,Loose ball foul by D. Nowitzki (drawn by J. Randle),,49-38,,
2:26.0,,,49-38,,J. Randle misses free throw 1 of 2
2:26.0,,,49-38,,Offensive rebound by Team
2:26.0,,,49-38,,J. Randle misses free throw 2 of 2
2:24.0,Defensive rebound by D. Nowitzki,,49-38,,
2:07.0,D. Nowitzki makes 3-pt shot from 25 ft (assist by D. Williams),3,52-38,,
1:48.0,,,52-38,,J. Randle misses 2-pt shot from 3 ft (block by Z. Pachulia)
1:48.0,,,52-38,,Offensive rebound by Team
1:44.0,,,52-38,,K. Bryant misses 3-pt shot from 25 ft
1:44.0,Defensive rebound by D. Harris,,52-38,,
1:32.0,R. Felton misses 3-pt shot from 24 ft,,52-38,,
1:31.0,,,52-38,,Defensive rebound by J. Randle
1:10.0,,,52-38,,J. Randle misses 2-pt shot from 1 ft
1:10.0,,,52-38,,Offensive rebound by Team
1:10.0,J. Barea enters the game for D. Williams,,52-38,,
1:06.0,,,52-38,,D. Russell misses 2-pt shot from 14 ft
1:05.0,,,52-38,,Offensive rebound by R. Hibbert
1:00.0,,,52-41,3,J. Clarkson makes 3-pt shot from 24 ft (assist by R. Hibbert)
0:46.0,Turnover by J. Barea (lost ball; steal by J. Clarkson),,52-41,,
0:41.0,,,52-43,2,J. Randle makes 2-pt shot at rim (assist by J. Clarkson)
0:41.0,Dallas full timeout,,52-43,,
0:41.0,W. Matthews enters the game for D. Harris,,52-43,,
0:33.0,J. Barea misses 3-pt shot from 25 ft,,52-43,,
0:31.0,Offensive rebound by R. Felton,,52-43,,
0:13.0,Shooting foul by J. Randle (drawn by D. Nowitzki),,52-43,,
0:13.0,D. Nowitzki makes free throw 1 of 2,1,53-43,,
0:13.0,D. Nowitzki makes free throw 2 of 2,1,54-43,,
0:06.0,D. Powell enters the game for D. Nowitzki,,54-43,,
0:01.0,,,54-43,,J. Randle misses 2-pt shot from 2 ft
0:00.0,,,54-43,,Offensive rebound by R. Hibbert
0:00.0,,,54-45,2,R. Hibbert makes 2-pt shot from 1 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,54-45,,Turnover by J. Randle (bad pass; steal by R. Felton)
11:23.0,Offensive foul by Z. Pachulia,,54-45,,
11:23.0,Turnover by Z. Pachulia (offensive foul),,54-45,,
11:06.0,,,54-45,,K. Bryant misses 3-pt shot from 23 ft
11:06.0,Defensive rebound by D. Nowitzki,,54-45,,
10:52.0,D. Williams makes 2-pt shot from 1 ft (assist by Z. Pachulia),2,56-45,,
10:41.0,,,56-47,2,D. Russell makes 2-pt shot from 16 ft
10:26.0,W. Matthews misses 3-pt shot from 24 ft,,56-47,,
10:20.0,Offensive rebound by W. Matthews,,56-47,,
10:20.0,W. Matthews misses 3-pt shot from 25 ft,,56-47,,
10:20.0,,,56-47,,Defensive rebound by J. Randle
10:15.0,,,56-47,,D. Russell misses 3-pt shot from 24 ft
10:13.0,,,56-47,,Offensive rebound by K. Bryant
10:11.0,,,56-49,2,K. Bryant makes 2-pt shot from 1 ft
10:02.0,D. Williams misses 2-pt shot at rim (block by D. Russell),,56-49,,
10:01.0,,,56-49,,Defensive rebound by D. Russell
9:56.0,,,56-49,,J. Clarkson misses 3-pt shot from 25 ft
9:54.0,Defensive rebound by Z. Pachulia,,56-49,,
9:36.0,D. Nowitzki makes 2-pt shot from 10 ft,2,58-49,,
9:16.0,,,58-49,,J. Randle misses 2-pt shot from 2 ft
9:16.0,Defensive rebound by D. Nowitzki,,58-49,,
9:09.0,Turnover by R. Felton (bad pass; steal by J. Randle),,58-49,,
9:02.0,,,58-49,,J. Randle misses 2-pt shot from 1 ft
9:01.0,Defensive rebound by W. Matthews,,58-49,,
8:55.0,D. Williams misses 3-pt shot from 24 ft,,58-49,,
8:53.0,,,58-49,,Defensive rebound by R. Hibbert
8:42.0,,,58-49,,Offensive foul by R. Hibbert
8:42.0,,,58-49,,Turnover by R. Hibbert (offensive foul)
8:28.0,D. Nowitzki misses 3-pt shot from 24 ft,,58-49,,
8:28.0,,,58-49,,Defensive rebound by R. Hibbert
8:15.0,,,58-49,,R. Hibbert misses 2-pt shot from 1 ft
8:14.0,Defensive rebound by Z. Pachulia,,58-49,,
8:06.0,Shooting foul by K. Bryant (drawn by Z. Pachulia),,58-49,,
8:06.0,Z. Pachulia makes free throw 1 of 2,1,59-49,,
8:06.0,Z. Pachulia makes free throw 2 of 2,1,60-49,,
7:57.0,,,60-49,,Turnover by R. Hibbert (bad pass; steal by D. Nowitzki)
7:51.0,Z. Pachulia misses 2-pt shot from 1 ft (block by J. Randle),,60-49,,
7:48.0,,,60-49,,Defensive rebound by D. Russell
7:41.0,,,60-49,,K. Bryant misses 2-pt shot from 1 ft
7:41.0,Defensive rebound by D. Williams,,60-49,,
7:41.0,,,60-49,,Personal foul by J. Clarkson (drawn by W. Matthews)
7:19.0,Z. Pachulia makes 2-pt shot from 3 ft (assist by R. Felton),2,62-49,,
6:53.0,,,62-52,3,K. Bryant makes 3-pt shot from 23 ft (assist by J. Randle)
6:36.0,,,62-52,,Personal foul by K. Bryant (drawn by W. Matthews)
6:36.0,D. Powell enters the game for D. Nowitzki,,62-52,,
6:22.0,W. Matthews misses 3-pt shot from 24 ft,,62-52,,
6:22.0,,,62-52,,Defensive rebound by Team
6:04.0,,,62-54,2,J. Randle makes 2-pt shot from 4 ft (assist by R. Hibbert)
6:02.0,Dallas full timeout,,62-54,,
5:44.0,R. Felton makes 2-pt shot from 15 ft (assist by D. Williams),2,64-54,,
5:18.0,,,64-57,3,D. Russell makes 3-pt shot from 24 ft (assist by J. Randle)
5:01.0,D. Williams misses 3-pt shot from 25 ft,,64-57,,
5:00.0,Offensive rebound by Z. Pachulia,,64-57,,
4:52.0,R. Felton makes 2-pt shot from 5 ft,2,66-57,,
4:37.0,,,66-57,,K. Bryant misses 3-pt shot from 24 ft
4:37.0,Defensive rebound by Z. Pachulia,,66-57,,
4:15.0,Z. Pachulia makes 2-pt shot from 3 ft (assist by W. Matthews),2,68-57,,
3:55.0,,,68-60,3,D. Russell makes 3-pt shot from 24 ft (assist by J. Randle)
3:42.0,R. Felton makes 2-pt shot from 3 ft,2,70-60,,
3:42.0,,,70-60,,LA Lakers full timeout
3:42.0,,,70-60,,L. Williams enters the game for K. Bryant
3:42.0,,,70-60,,N. Young enters the game for R. Hibbert
3:42.0,,,70-60,,B. Bass enters the game for D. Russell
3:42.0,D. Harris enters the game for W. Matthews,,70-60,,
3:26.0,,,70-62,2,J. Randle makes 2-pt shot from 1 ft
3:26.0,,,70-62,,Shooting foul by D. Powell (drawn by J. Randle)
3:26.0,D. Nowitzki enters the game for Z. Pachulia,,70-62,,
3:26.0,,,70-62,,J. Randle misses free throw 1 of 1
3:23.0,Defensive rebound by D. Powell,,70-62,,
3:04.0,D. Harris makes 2-pt shot from 16 ft,2,72-62,,
2:50.0,,,72-62,,Turnover by N. Young (lost ball; steal by D. Harris)
2:44.0,D. Harris misses 3-pt shot from 25 ft,,72-62,,
2:44.0,,,72-62,,Defensive rebound by J. Randle
2:44.0,Personal foul by D. Powell (drawn by J. Randle),,72-62,,
2:44.0,C. Villanueva enters the game for D. Powell,,72-62,,
2:44.0,,,72-62,,R. Kelly enters the game for J. Randle
2:29.0,,,72-62,,B. Bass misses 2-pt shot from 14 ft
2:28.0,Defensive rebound by D. Williams,,72-62,,
2:24.0,D. Harris misses 2-pt shot from 3 ft (block by N. Young),,72-62,,
2:24.0,Offensive rebound by Team,,72-62,,
2:11.0,Turnover by D. Nowitzki (bad pass),,72-62,,
2:11.0,J. Barea enters the game for D. Williams,,72-62,,
1:49.0,,,72-62,,R. Kelly misses 2-pt shot from 3 ft (block by C. Villanueva)
1:48.0,Defensive rebound by D. Nowitzki,,72-62,,
1:35.0,D. Nowitzki makes 2-pt shot from 5 ft (assist by R. Felton),2,74-62,,
1:24.0,,,74-64,2,J. Clarkson makes 2-pt shot from 1 ft
1:12.0,C. Villanueva makes 3-pt shot from 25 ft (assist by J. Barea),3,77-64,,
1:00.0,,,77-64,,J. Clarkson misses 2-pt shot from 18 ft
1:00.0,Defensive rebound by C. Villanueva,,77-64,,
0:44.0,D. Nowitzki makes 2-pt shot from 19 ft (assist by D. Harris),2,79-64,,
0:35.0,,,79-64,,L. Williams misses 3-pt shot from 26 ft
0:34.0,Defensive rebound by D. Nowitzki,,79-64,,
0:11.0,D. Nowitzki makes 2-pt shot from 19 ft (assist by D. Harris),2,81-64,,
0:03.0,Personal foul by R. Felton (drawn by R. Kelly),,81-64,,
0:03.0,J. Evans enters the game for D. Nowitzki,,81-64,,
0:02.0,,,81-64,,J. Clarkson misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by R. Felton,,81-64,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,Turnover by J. Barea (bad pass; steal by L. Williams),,81-64,,
11:36.0,,,81-64,,Turnover by L. Williams (bad pass; steal by D. Harris)
11:22.0,,,81-64,,Personal foul by N. Young (drawn by D. Nowitzki)
11:08.0,J. Barea misses 2-pt shot from 1 ft (block by R. Kelly),,81-64,,
11:07.0,,,81-64,,Defensive rebound by R. Kelly
10:54.0,,,81-64,,Shooting foul by D. Harris (drawn by B. Bass)
10:54.0,,,81-64,,B. Bass misses free throw 1 of 2
10:54.0,,,81-64,,Offensive rebound by Team
10:54.0,D. Powell enters the game for D. Nowitzki,,81-64,,
10:54.0,,,81-65,1,B. Bass makes free throw 2 of 2
10:33.0,C. Villanueva misses 2-pt shot from 2 ft,,81-65,,
10:33.0,,,81-65,,Defensive rebound by Team
10:21.0,,,81-67,2,L. Williams makes 2-pt shot from 3 ft (assist by M. Huertas)
10:16.0,J. Barea makes 2-pt shot from 2 ft,2,83-67,,
10:16.0,Shooting foul by M. Huertas (drawn by J. Barea),,83-67,,
10:16.0,J. Barea makes free throw 1 of 1,1,84-67,,
10:05.0,,,84-70,3,L. Williams makes 3-pt shot from 24 ft
9:42.0,D. Powell makes 2-pt shot at rim (assist by J. Barea),2,86-70,,
9:30.0,,,86-70,,N. Young misses 3-pt shot from 25 ft
9:29.0,Defensive rebound by D. Powell,,86-70,,
9:28.0,,,86-70,,Personal foul by L. Williams
9:27.0,,,86-70,,J. Randle enters the game for R. Kelly
9:23.0,,,86-70,,K. Bryant enters the game for N. Young
9:22.0,D. Powell makes 2-pt shot from 1 ft (assist by C. Villanueva),2,88-70,,
9:22.0,Shooting foul by L. Williams (drawn by D. Powell),,88-70,,
9:22.0,D. Powell misses free throw 1 of 1,,88-70,,
9:11.0,,,88-70,,Defensive rebound by J. Randle
9:02.0,,,88-72,2,B. Bass makes 2-pt shot at rim (assist by M. Huertas)
8:43.0,C. Villanueva misses 3-pt shot from 25 ft,,88-72,,
8:42.0,,,88-72,,Defensive rebound by J. Randle
8:32.0,,,88-74,2,M. Huertas makes 2-pt shot at rim
8:32.0,Dallas full timeout,,88-74,,
8:16.0,W. Matthews misses 3-pt shot from 25 ft,,88-74,,
8:16.0,,,88-74,,Defensive rebound by Team
7:57.0,,,88-74,,K. Bryant misses 2-pt shot from 11 ft
7:57.0,Defensive rebound by C. Villanueva,,88-74,,
7:55.0,,,88-74,,Personal foul by K. Bryant (drawn by W. Matthews)
7:55.0,W. Matthews misses free throw 1 of 2,,88-74,,
7:55.0,Offensive rebound by Team,,88-74,,
7:55.0,D. Williams enters the game for D. Harris,,88-74,,
7:55.0,W. Matthews makes free throw 2 of 2,1,89-74,,
7:39.0,,,89-76,2,M. Huertas makes 2-pt shot from 3 ft (assist by B. Bass)
7:13.0,J. Barea makes 3-pt shot from 24 ft (assist by D. Williams),3,92-76,,
7:00.0,,,92-76,,L. Williams misses 2-pt shot from 1 ft (block by D. Powell)
7:00.0,,,92-76,,Offensive rebound by B. Bass
7:00.0,Personal foul by C. Villanueva (drawn by B. Bass),,92-76,,
7:00.0,J. Evans enters the game for W. Matthews,,92-76,,
7:00.0,,,92-76,,D. Russell enters the game for M. Huertas
6:51.0,,,92-76,,Shooting foul by C. Villanueva (drawn by J. Randle)
6:51.0,,,92-76,,J. Randle misses free throw 1 of 2
6:51.0,,,92-76,,Offensive rebound by Team
6:51.0,,,92-77,1,J. Randle makes free throw 2 of 2
6:35.0,Turnover by D. Williams (bad pass; steal by J. Randle),,92-77,,
6:29.0,,,92-79,2,B. Bass makes 2-pt shot at rim (assist by J. Randle)
6:14.0,C. Villanueva misses 3-pt shot from 24 ft,,92-79,,
6:13.0,,,92-79,,Defensive rebound by K. Bryant
6:04.0,,,92-82,3,L. Williams makes 3-pt shot from 22 ft
6:04.0,Dallas full timeout,,92-82,,
6:04.0,Z. Pachulia enters the game for D. Powell,,92-82,,
6:04.0,D. Nowitzki enters the game for C. Villanueva,,92-82,,
6:04.0,R. Felton enters the game for J. Evans,,92-82,,
5:52.0,D. Nowitzki makes 2-pt shot from 16 ft (assist by D. Williams),2,94-82,,
5:32.0,,,94-82,,K. Bryant misses 3-pt shot from 24 ft
5:31.0,Defensive rebound by J. Barea,,94-82,,
5:10.0,R. Felton misses 2-pt shot from 1 ft,,94-82,,
5:09.0,Offensive rebound by Z. Pachulia,,94-82,,
5:09.0,Shooting foul by K. Bryant (drawn by Z. Pachulia),,94-82,,
5:09.0,Z. Pachulia makes free throw 1 of 2,1,95-82,,
5:09.0,,,95-82,,R. Hibbert enters the game for B. Bass
5:09.0,Z. Pachulia makes free throw 2 of 2,1,96-82,,
