time,Miami,pts.away,score,pts.home,Toronto
2:13.0,,,86-91,,D. DeRozan misses 2-pt shot from 16 ft
2:10.0,Defensive rebound by H. Whiteside,,86-91,,
2:04.0,L. Deng makes 2-pt shot from 6 ft (assist by G. Dragic),2,88-91,,
2:03.0,,,88-91,,Toronto full timeout
1:49.0,,,88-93,2,J. Valanciunas makes 2-pt shot at rim (assist by D. DeRozan)
1:36.0,J. Winslow makes 2-pt shot from 3 ft (assist by J. Johnson),2,90-93,,
1:15.0,,,90-93,,C. Joseph misses 3-pt shot from 24 ft
1:11.0,Defensive rebound by Team,,90-93,,
1:11.0,,,90-93,,Loose ball foul by J. Valanciunas
1:11.0,J. Winslow makes free throw 1 of 2,1,91-93,,
1:11.0,J. Winslow misses free throw 2 of 2,,91-93,,
1:10.0,,,91-93,,Defensive rebound by D. DeRozan
0:51.0,,,91-95,2,D. DeRozan makes 2-pt shot from 19 ft
0:51.0,Miami full timeout,,91-95,,
0:51.0,,,91-95,,B. Biyombo enters the game for J. Valanciunas
0:37.0,J. Johnson misses 2-pt shot from 2 ft,,91-95,,
0:37.0,Offensive rebound by H. Whiteside,,91-95,,
0:37.0,,,91-95,,Personal foul by K. Lowry
0:37.0,H. Whiteside misses free throw 1 of 2,,91-95,,
0:37.0,Offensive rebound by Team,,91-95,,
0:37.0,,,91-95,,J. Valanciunas enters the game for B. Biyombo
0:37.0,H. Whiteside makes free throw 2 of 2,1,92-95,,
0:37.0,,,92-95,,Toronto full timeout
0:17.0,,,92-95,,Turnover by D. DeRozan (lost ball; steal by J. Winslow)
0:13.0,,,92-95,,Personal foul by K. Lowry
0:13.0,G. Dragic makes free throw 1 of 2,1,93-95,,
0:13.0,G. Dragic makes free throw 2 of 2,1,94-95,,
0:12.0,Personal take foul by J. Johnson,,94-95,,
0:12.0,,,94-96,1,D. DeRozan makes free throw 1 of 2
0:12.0,,,94-96,,B. Biyombo enters the game for J. Valanciunas
0:12.0,,,94-97,1,D. DeRozan makes free throw 2 of 2
0:12.0,Miami full timeout,,94-97,,
0:12.0,J. Richardson enters the game for H. Whiteside,,94-97,,
0:03.0,L. Deng makes 3-pt shot from 22 ft (assist by J. Johnson),3,97-97,,
0:03.0,,,97-97,,Toronto full timeout
0:03.0,,,97-97,,L. Scola enters the game for B. Biyombo
0:00.0,,,97-97,,D. DeRozan misses 2-pt shot from 20 ft
0:00.0,,,97-97,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:48.0,G. Dragic misses 2-pt shot from 8 ft,,97-97,,
4:47.0,,,97-97,,Defensive rebound by J. Valanciunas
4:30.0,Personal foul by G. Dragic,,97-97,,
4:15.0,,,97-97,,K. Lowry misses 2-pt shot from 10 ft
4:14.0,Defensive rebound by Team,,97-97,,
4:14.0,,,97-97,,Loose ball foul by K. Lowry
3:58.0,H. Whiteside makes 2-pt shot at rim,2,99-97,,
3:39.0,,,99-99,2,J. Valanciunas makes 2-pt shot at rim (assist by D. DeRozan)
3:20.0,L. Deng misses 2-pt shot from 6 ft,,99-99,,
3:17.0,Offensive rebound by Team,,99-99,,
3:13.0,Turnover by G. Dragic (lost ball; steal by D. DeRozan),,99-99,,
3:08.0,,,99-102,3,P. Patterson makes 3-pt shot from 24 ft (assist by D. DeRozan)
2:50.0,J. Johnson makes 2-pt shot from 8 ft (assist by G. Dragic),2,101-102,,
2:37.0,,,101-102,,Shooting foul by H. Whiteside (drawn by D. DeRozan)
2:37.0,,,101-103,1,D. DeRozan makes free throw 1 of 2
2:37.0,,,101-103,,B. Biyombo enters the game for J. Valanciunas
2:37.0,,,101-104,1,D. DeRozan makes free throw 2 of 2
2:23.0,L. Deng misses 3-pt shot from 25 ft,,101-104,,
2:21.0,,,101-104,,Defensive rebound by D. DeRozan
2:09.0,,,101-104,,Shooting foul by J. Johnson (drawn by D. DeRozan)
2:09.0,,,101-105,1,D. DeRozan makes free throw 1 of 2
2:09.0,,,101-106,1,D. DeRozan makes free throw 2 of 2
1:55.0,J. Johnson misses 2-pt shot from 11 ft,,101-106,,
1:52.0,,,101-106,,Defensive rebound by K. Lowry
1:32.0,,,101-106,,D. DeRozan misses 2-pt shot from 12 ft
1:30.0,Defensive rebound by G. Dragic,,101-106,,
1:15.0,G. Dragic misses 2-pt shot from 6 ft (block by C. Joseph),,101-106,,
1:11.0,,,101-106,,Defensive rebound by B. Biyombo
1:09.0,,,101-106,,Shooting foul by L. Deng (drawn by B. Biyombo)
1:09.0,,,101-106,,B. Biyombo misses free throw 1 of 2
1:09.0,,,101-106,,Offensive rebound by Team
1:09.0,,,101-107,1,B. Biyombo makes free throw 2 of 2
1:09.0,Miami full timeout,,101-107,,
1:02.0,J. Johnson misses 3-pt shot from 25 ft,,101-107,,
1:01.0,,,101-107,,Defensive rebound by D. DeRozan
0:44.0,,,101-107,,Shooting foul by L. Deng (drawn by D. DeRozan)
0:44.0,,,101-107,,D. DeRozan misses free throw 1 of 2
0:44.0,,,101-107,,Offensive rebound by Team
0:44.0,,,101-107,,D. DeRozan misses free throw 2 of 2
0:44.0,,,101-107,,Offensive rebound by P. Patterson
0:43.0,Personal take foul by J. Johnson,,101-107,,
0:43.0,,,101-108,1,D. DeRozan makes free throw 1 of 2
0:43.0,,,101-109,1,D. DeRozan makes free throw 2 of 2
0:35.0,J. Johnson makes 3-pt shot from 23 ft (assist by G. Dragic),3,104-109,,
0:34.0,Personal take foul by L. Deng,,104-109,,
0:34.0,,,104-110,1,C. Joseph makes free throw 1 of 2
0:34.0,,,104-111,1,C. Joseph makes free throw 2 of 2
0:23.0,L. Deng misses 3-pt shot from 24 ft,,104-111,,
0:23.0,Offensive rebound by L. Deng,,104-111,,
0:17.0,J. Johnson misses 3-pt shot from 23 ft,,104-111,,
0:16.0,,,104-111,,Defensive rebound by B. Biyombo
0:15.0,,,104-111,,Toronto full timeout
0:15.0,,,104-111,,L. Scola enters the game for B. Biyombo
0:15.0,,,104-111,,J. Valanciunas enters the game for C. Joseph
0:15.0,J. Richardson enters the game for H. Whiteside,,104-111,,
0:14.0,Personal take foul by G. Dragic,,104-111,,
0:14.0,,,104-111,,D. DeRozan misses free throw 1 of 2
0:14.0,,,104-111,,Offensive rebound by Team
0:14.0,H. Whiteside enters the game for J. Richardson,,104-111,,
0:14.0,,,104-111,,C. Joseph enters the game for L. Scola
0:14.0,,,104-111,,B. Biyombo enters the game for J. Valanciunas
0:14.0,,,104-112,1,D. DeRozan makes free throw 2 of 2
0:14.0,Miami full timeout,,104-112,,
0:14.0,J. Richardson enters the game for H. Whiteside,,104-112,,
0:09.0,J. Johnson misses 2-pt shot from 23 ft,,104-112,,
0:08.0,,,104-112,,Defensive rebound by C. Joseph
0:00.0,End of 1st overtime,,,,End of 1st overtime
