time,New York,pts.away,score,pts.home,Boston
1:10.0,,,18-19,,Offensive rebound by K. Olynyk
1:07.0,,,18-19,,R. Hunter misses 3-pt shot from 25 ft
1:06.0,Defensive rebound by Team,,18-19,,
0:50.0,Turnover by S. Vujacic (bad pass; steal by K. Olynyk),,18-19,,
0:43.0,,,18-19,,M. Smart misses 2-pt shot from 15 ft
0:42.0,,,18-19,,Offensive rebound by T. Zeller
0:39.0,,,18-19,,T. Zeller misses 2-pt shot from 6 ft
0:38.0,,,18-19,,Offensive rebound by M. Smart
0:38.0,,,18-19,,M. Smart misses 2-pt shot at rim
0:37.0,,,18-19,,Offensive rebound by R. Hunter
0:35.0,,,18-19,,R. Hunter misses 2-pt shot from 2 ft
0:33.0,Defensive rebound by D. Williams,,18-19,,
0:21.0,D. Williams misses 3-pt shot from 23 ft,,18-19,,
0:20.0,,,18-19,,Defensive rebound by M. Smart
0:15.0,,,18-22,3,K. Olynyk makes 3-pt shot from 25 ft (assist by M. Smart)
0:00.0,K. O'Quinn misses 3-pt shot from 25 ft,,18-22,,
0:00.0,Offensive rebound by Team,,18-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,18-22,,K. Olynyk misses 2-pt shot from 1 ft (block by K. Porzingis)
11:41.0,Defensive rebound by S. Vujacic,,18-22,,
11:36.0,,,18-22,,Personal block foul by M. Smart (drawn by D. Williams)
11:23.0,L. Galloway misses 2-pt shot from 2 ft,,18-22,,
11:23.0,,,18-22,,Defensive rebound by K. Olynyk
11:13.0,,,18-22,,Turnover by E. Turner (bad pass; steal by D. Williams)
11:13.0,,,18-22,,Loose ball foul by K. Olynyk (drawn by D. Williams)
10:54.0,D. Williams makes 2-pt shot from 1 ft,2,20-22,,
10:41.0,,,20-22,,T. Zeller misses 2-pt shot from 18 ft
10:40.0,Defensive rebound by L. Galloway,,20-22,,
10:21.0,L. Thomas misses 3-pt shot from 25 ft,,20-22,,
10:20.0,,,20-22,,Defensive rebound by K. Olynyk
10:15.0,Personal foul by K. Porzingis (drawn by T. Zeller),,20-22,,
10:15.0,,,20-22,,J. Jerebko enters the game for T. Zeller
10:15.0,R. Lopez enters the game for K. Porzingis,,20-22,,
9:59.0,,,20-22,,K. Olynyk misses 2-pt shot from 20 ft
9:58.0,Defensive rebound by L. Galloway,,20-22,,
9:44.0,L. Thomas makes 2-pt shot from 1 ft (assist by L. Galloway),2,22-22,,
9:27.0,,,22-22,,Shooting foul by D. Williams (drawn by R. Hunter)
9:27.0,,,22-22,,R. Hunter misses free throw 1 of 2
9:27.0,,,22-22,,Offensive rebound by Team
9:27.0,,,22-22,,I. Thomas enters the game for M. Smart
9:27.0,,,22-23,1,R. Hunter makes free throw 2 of 2
9:19.0,L. Thomas misses 2-pt shot from 4 ft (block by K. Olynyk),,22-23,,
9:18.0,,,22-23,,Defensive rebound by J. Jerebko
9:10.0,,,22-25,2,E. Turner makes 2-pt shot from 14 ft
8:54.0,D. Williams misses 2-pt shot from 19 ft,,22-25,,
8:53.0,Offensive rebound by D. Williams,,22-25,,
8:51.0,D. Williams makes 2-pt shot at rim,2,24-25,,
8:30.0,,,24-27,2,E. Turner makes 2-pt shot from 1 ft (assist by J. Jerebko)
8:12.0,Turnover by D. Williams (traveling),,24-27,,
8:12.0,Official timeout,,24-27,,
8:12.0,,,24-27,,A. Johnson enters the game for K. Olynyk
8:12.0,A. Afflalo enters the game for L. Galloway,,24-27,,
8:12.0,J. Calderon enters the game for L. Thomas,,24-27,,
8:12.0,C. Anthony enters the game for S. Vujacic,,24-27,,
7:58.0,,,24-27,,A. Johnson misses 2-pt shot from 3 ft
7:57.0,Defensive rebound by R. Lopez,,24-27,,
7:48.0,,,24-27,,Personal foul by A. Johnson (drawn by R. Lopez)
7:34.0,A. Afflalo misses 2-pt shot from 21 ft,,24-27,,
7:33.0,,,24-27,,Defensive rebound by I. Thomas
7:18.0,,,24-29,2,E. Turner makes 2-pt shot at rim
7:02.0,C. Anthony makes 2-pt shot from 1 ft,2,26-29,,
6:50.0,,,26-29,,A. Johnson misses 2-pt shot from 2 ft (block by R. Lopez)
6:49.0,Defensive rebound by A. Afflalo,,26-29,,
6:45.0,Shooting foul by J. Jerebko (drawn by D. Williams),,26-29,,
6:45.0,D. Williams makes free throw 1 of 2,1,27-29,,
6:45.0,,,27-29,,J. Crowder enters the game for R. Hunter
6:45.0,D. Williams misses free throw 2 of 2,,27-29,,
6:45.0,,,27-29,,Defensive rebound by E. Turner
6:29.0,,,27-29,,I. Thomas misses 2-pt shot from 4 ft
6:28.0,,,27-29,,Offensive rebound by A. Johnson
6:27.0,,,27-31,2,A. Johnson makes 2-pt shot at rim
6:11.0,A. Afflalo misses 2-pt shot from 12 ft,,27-31,,
6:10.0,,,27-31,,Defensive rebound by I. Thomas
6:01.0,,,27-34,3,I. Thomas makes 3-pt shot from 24 ft (assist by J. Crowder)
5:51.0,New York full timeout,,27-34,,
5:51.0,K. Porzingis enters the game for D. Williams,,27-34,,
5:38.0,C. Anthony misses 2-pt shot at rim (block by A. Johnson),,27-34,,
5:37.0,,,27-34,,Defensive rebound by J. Jerebko
5:25.0,,,27-34,,Turnover by J. Crowder (bad pass; steal by K. Porzingis)
5:16.0,K. Porzingis misses 2-pt shot from 17 ft,,27-34,,
5:15.0,,,27-34,,Defensive rebound by E. Turner
5:02.0,,,27-34,,I. Thomas misses 3-pt shot from 24 ft
5:01.0,,,27-34,,Offensive rebound by J. Crowder
5:00.0,,,27-36,2,J. Jerebko makes 2-pt shot at rim (assist by J. Crowder)
5:00.0,,,27-36,,Shooting foul by C. Anthony (drawn by J. Jerebko)
5:00.0,,,27-36,,J. Jerebko misses free throw 1 of 1
5:00.0,Defensive rebound by K. Porzingis,,27-36,,
4:45.0,C. Anthony misses 2-pt shot from 14 ft,,27-36,,
4:44.0,Offensive rebound by K. Porzingis,,27-36,,
4:44.0,Turnover by K. Porzingis (lost ball; steal by A. Johnson),,27-36,,
4:44.0,Jump ball: A. Johnson vs. K. Porzingis (E. Turner gains possession),,,,Jump ball: A. Johnson vs. K. Porzingis (E. Turner gains possession)
4:27.0,,,27-38,2,E. Turner makes 2-pt shot from 17 ft
4:13.0,,,27-38,,Personal block foul by J. Jerebko (drawn by K. Porzingis)
4:13.0,K. Porzingis makes free throw 1 of 2,1,28-38,,
4:13.0,,,28-38,,A. Bradley enters the game for E. Turner
4:13.0,K. Porzingis makes free throw 2 of 2,1,29-38,,
3:59.0,,,29-40,2,I. Thomas makes 2-pt shot from 7 ft (assist by J. Jerebko)
3:44.0,J. Calderon misses 2-pt shot from 20 ft,,29-40,,
3:43.0,,,29-40,,Defensive rebound by I. Thomas
3:30.0,,,29-40,,J. Jerebko misses 2-pt shot from 22 ft
3:29.0,Defensive rebound by K. Porzingis,,29-40,,
3:18.0,R. Lopez makes 2-pt shot at rim (assist by C. Anthony),2,31-40,,
3:05.0,,,31-42,2,I. Thomas makes 2-pt shot from 1 ft
2:45.0,C. Anthony misses 2-pt shot from 19 ft,,31-42,,
2:44.0,,,31-42,,Defensive rebound by A. Johnson
2:38.0,,,31-44,2,A. Johnson makes 2-pt shot at rim (assist by I. Thomas)
2:14.0,K. Porzingis misses 2-pt shot from 19 ft,,31-44,,
2:13.0,Offensive rebound by R. Lopez,,31-44,,
2:13.0,R. Lopez misses 2-pt shot from 1 ft,,31-44,,
2:12.0,Offensive rebound by R. Lopez,,31-44,,
2:12.0,R. Lopez makes 2-pt shot from 1 ft,2,33-44,,
1:58.0,,,33-47,3,J. Jerebko makes 3-pt shot from 25 ft (assist by I. Thomas)
1:56.0,New York full timeout,,33-47,,
1:56.0,,,33-47,,Boston full timeout
1:56.0,L. Thomas enters the game for K. Porzingis,,33-47,,
1:31.0,A. Afflalo makes 2-pt shot from 20 ft,2,35-47,,
1:14.0,,,35-47,,I. Thomas misses 2-pt shot from 6 ft
1:13.0,Defensive rebound by R. Lopez,,35-47,,
1:09.0,C. Anthony makes 2-pt shot from 1 ft,2,37-47,,
1:09.0,Shooting foul by J. Jerebko (drawn by C. Anthony),,37-47,,
1:09.0,,,37-47,,J. Sullinger enters the game for J. Jerebko
1:09.0,,,37-47,,K. Olynyk enters the game for A. Johnson
1:09.0,C. Anthony makes free throw 1 of 1,1,38-47,,
0:56.0,,,38-47,,Shooting foul by R. Lopez (drawn by J. Crowder)
0:56.0,,,38-48,1,J. Crowder makes free throw 1 of 2
0:56.0,,,38-49,1,J. Crowder makes free throw 2 of 2
0:37.0,A. Afflalo misses 3-pt shot from 24 ft,,38-49,,
0:36.0,,,38-49,,Defensive rebound by J. Sullinger
0:31.0,Personal foul by R. Lopez (drawn by I. Thomas),,38-49,,
0:31.0,,,38-50,1,I. Thomas makes free throw 1 of 2
0:31.0,,,38-51,1,I. Thomas makes free throw 2 of 2
0:23.0,,,38-51,,Def 3 sec tech foul by K. Olynyk
0:23.0,C. Anthony makes technical free throw,1,39-51,,
0:23.0,,,39-51,,M. Smart enters the game for I. Thomas
0:06.0,C. Anthony makes 2-pt shot from 13 ft (assist by L. Thomas),2,41-51,,
0:06.0,,,41-51,,Boston full timeout
0:06.0,C. Early enters the game for R. Lopez,,41-51,,
0:06.0,L. Galloway enters the game for J. Calderon,,41-51,,
0:06.0,,,41-51,,E. Turner enters the game for J. Sullinger
0:06.0,,,41-51,,I. Thomas enters the game for M. Smart
0:02.0,,,41-51,,I. Thomas misses 2-pt shot from 5 ft
0:00.0,Defensive rebound by L. Thomas,,41-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,41-51,,I. Thomas misses 2-pt shot from 13 ft
11:42.0,,,41-51,,Offensive rebound by A. Johnson
11:35.0,,,41-51,,J. Crowder misses 3-pt shot from 25 ft
11:34.0,Defensive rebound by K. Porzingis,,41-51,,
11:24.0,J. Calderon makes 2-pt shot from 14 ft,2,43-51,,
11:07.0,,,43-51,,Shooting foul by K. Porzingis (drawn by J. Crowder)
11:07.0,,,43-53,2,J. Crowder makes 2-pt shot from 17 ft (assist by A. Johnson)
11:07.0,,,43-54,1,J. Crowder makes free throw 1 of 1
10:51.0,K. Porzingis misses 2-pt shot from 14 ft,,43-54,,
10:50.0,,,43-54,,Defensive rebound by Team
10:50.0,Loose ball foul by C. Anthony (drawn by J. Crowder),,43-54,,
10:40.0,,,43-54,,A. Bradley misses 3-pt shot from 24 ft
10:39.0,Defensive rebound by K. Porzingis,,43-54,,
10:28.0,Turnover by K. Porzingis (bad pass),,43-54,,
10:15.0,,,43-54,,J. Sullinger misses 2-pt shot from 13 ft
10:14.0,Defensive rebound by J. Calderon,,43-54,,
10:02.0,Shooting foul by J. Crowder (drawn by C. Anthony),,43-54,,
10:02.0,C. Anthony makes free throw 1 of 2,1,44-54,,
10:02.0,C. Anthony misses free throw 2 of 2,,44-54,,
10:02.0,Offensive rebound by C. Anthony,,44-54,,
10:00.0,C. Anthony misses 2-pt shot at rim (block by A. Johnson),,44-54,,
9:59.0,,,44-54,,Defensive rebound by I. Thomas
9:48.0,,,44-54,,Shooting foul by A. Afflalo (drawn by J. Crowder)
9:48.0,,,44-54,,J. Crowder misses free throw 1 of 2
9:48.0,,,44-54,,Offensive rebound by Team
9:48.0,,,44-54,,J. Crowder misses free throw 2 of 2
9:48.0,Defensive rebound by A. Afflalo,,44-54,,
9:36.0,Turnover by C. Anthony (bad pass),,44-54,,
9:31.0,,,44-54,,Offensive foul by J. Sullinger
9:31.0,,,44-54,,Turnover by J. Sullinger (offensive foul)
9:15.0,A. Afflalo misses 2-pt shot from 14 ft,,44-54,,
9:14.0,,,44-54,,Defensive rebound by A. Johnson
9:08.0,,,44-54,,A. Bradley misses 2-pt shot from 14 ft
9:07.0,Defensive rebound by K. Porzingis,,44-54,,
8:55.0,Offensive foul by C. Anthony,,44-54,,
8:55.0,Turnover by C. Anthony (offensive foul),,44-54,,
8:50.0,,,44-54,,Turnover by I. Thomas (lost ball; steal by J. Calderon)
8:35.0,Turnover by R. Lopez (lost ball; steal by A. Bradley),,44-54,,
8:29.0,,,44-56,2,J. Crowder makes 2-pt shot from 2 ft (assist by I. Thomas)
8:29.0,New York full timeout,,44-56,,
8:07.0,Turnover by R. Lopez (3 sec),,44-56,,
7:49.0,,,44-59,3,J. Crowder makes 3-pt shot from 24 ft (assist by A. Bradley)
7:44.0,Turnover by J. Calderon (bad pass),,44-59,,
7:28.0,,,44-59,,J. Sullinger misses 3-pt shot from 25 ft
7:27.0,Defensive rebound by A. Afflalo,,44-59,,
7:17.0,K. Porzingis makes 2-pt shot from 14 ft (assist by C. Anthony),2,46-59,,
7:00.0,,,46-59,,I. Thomas misses 3-pt shot from 25 ft
6:55.0,Defensive rebound by C. Anthony,,46-59,,
6:47.0,C. Anthony makes 3-pt shot from 25 ft,3,49-59,,
6:37.0,,,49-59,,J. Sullinger misses 2-pt shot from 19 ft
6:36.0,Defensive rebound by Team,,49-59,,
6:36.0,L. Galloway enters the game for J. Calderon,,49-59,,
6:36.0,,,49-59,,K. Olynyk enters the game for A. Johnson
6:21.0,Shooting foul by K. Olynyk (drawn by K. Porzingis),,49-59,,
6:21.0,K. Porzingis makes free throw 1 of 2,1,50-59,,
6:21.0,,,50-59,,E. Turner enters the game for I. Thomas
6:21.0,K. Porzingis makes free throw 2 of 2,1,51-59,,
6:08.0,,,51-61,2,K. Olynyk makes 2-pt shot from 2 ft (assist by E. Turner)
5:52.0,C. Anthony makes 2-pt shot from 20 ft (assist by R. Lopez),2,53-61,,
5:34.0,,,53-64,3,J. Crowder makes 3-pt shot from 23 ft (assist by K. Olynyk)
5:15.0,A. Afflalo misses 3-pt shot from 23 ft,,53-64,,
5:14.0,,,53-64,,Defensive rebound by E. Turner
5:04.0,,,53-66,2,E. Turner makes 2-pt shot from 1 ft
4:46.0,C. Anthony misses 2-pt shot from 18 ft,,53-66,,
4:45.0,,,53-66,,Defensive rebound by E. Turner
4:43.0,,,53-66,,Turnover by E. Turner (bad pass)
4:21.0,K. Porzingis makes 2-pt shot from 17 ft (assist by L. Galloway),2,55-66,,
4:01.0,,,55-66,,Shooting foul by L. Galloway (drawn by J. Sullinger)
4:01.0,,,55-66,,J. Sullinger misses free throw 1 of 2
4:01.0,,,55-66,,Offensive rebound by Team
4:01.0,L. Thomas enters the game for K. Porzingis,,55-66,,
4:01.0,,,55-67,1,J. Sullinger makes free throw 2 of 2
3:48.0,L. Thomas makes 3-pt shot from 23 ft (assist by A. Afflalo),3,58-67,,
3:33.0,,,58-67,,K. Olynyk misses 2-pt shot from 5 ft
3:32.0,,,58-67,,Offensive rebound by J. Sullinger
3:32.0,,,58-67,,J. Sullinger misses 2-pt shot at rim
3:31.0,Defensive rebound by C. Anthony,,58-67,,
3:25.0,L. Galloway misses 2-pt shot at rim,,58-67,,
3:24.0,,,58-67,,Defensive rebound by J. Sullinger
3:10.0,,,58-69,2,K. Olynyk makes 2-pt shot from 17 ft (assist by E. Turner)
2:53.0,C. Anthony makes 2-pt shot at rim (assist by L. Galloway),2,60-69,,
2:53.0,,,60-69,,Boston full timeout
2:53.0,,,60-69,,J. Jerebko enters the game for J. Sullinger
2:53.0,K. O'Quinn enters the game for R. Lopez,,60-69,,
2:53.0,S. Vujacic enters the game for A. Afflalo,,60-69,,
2:43.0,,,60-69,,Offensive foul by K. Olynyk
2:43.0,,,60-69,,Turnover by K. Olynyk (offensive foul)
2:26.0,Turnover by K. O'Quinn (bad pass; steal by J. Crowder),,60-69,,
2:22.0,,,60-71,2,J. Crowder makes 2-pt shot from 1 ft
2:01.0,L. Galloway misses 3-pt shot from 25 ft,,60-71,,
2:00.0,Offensive rebound by Team,,60-71,,
2:00.0,,,60-71,,Loose ball foul by K. Olynyk (drawn by K. O'Quinn)
2:00.0,,,60-71,,A. Johnson enters the game for K. Olynyk
1:38.0,K. O'Quinn misses 2-pt shot from 6 ft,,60-71,,
1:37.0,,,60-71,,Defensive rebound by A. Johnson
1:26.0,,,60-71,,E. Turner misses 2-pt shot from 1 ft
1:26.0,Defensive rebound by K. O'Quinn,,60-71,,
1:24.0,Loose ball foul by S. Vujacic (drawn by J. Jerebko),,60-71,,
1:24.0,Turnover by S. Vujacic (offensive foul),,60-71,,
1:24.0,,,60-72,1,J. Jerebko makes free throw 1 of 2
1:24.0,D. Williams enters the game for C. Anthony,,60-72,,
1:24.0,,,60-72,,M. Smart enters the game for J. Crowder
1:24.0,,,60-73,1,J. Jerebko makes free throw 2 of 2
1:05.0,S. Vujacic misses 3-pt shot from 27 ft,,60-73,,
1:03.0,,,60-73,,Defensive rebound by J. Jerebko
0:57.0,,,60-73,,E. Turner misses 2-pt shot from 15 ft
0:56.0,Defensive rebound by D. Williams,,60-73,,
0:49.0,L. Thomas makes 3-pt shot from 25 ft (assist by D. Williams),3,63-73,,
0:34.0,,,63-75,2,E. Turner makes 2-pt shot from 4 ft
0:24.0,,,63-75,,Personal foul by A. Bradley (drawn by S. Vujacic)
0:24.0,S. Vujacic makes free throw 1 of 2,1,64-75,,
0:24.0,S. Vujacic makes free throw 2 of 2,1,65-75,,
0:01.0,,,65-75,,M. Smart misses 2-pt shot from 1 ft
0:00.0,,,65-75,,Offensive rebound by A. Johnson
0:00.0,,,65-77,2,A. Johnson makes 2-pt shot at rim
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,S. Vujacic misses 2-pt shot from 17 ft,,65-77,,
11:43.0,Offensive rebound by Team,,65-77,,
11:43.0,,,65-77,,Loose ball foul by E. Turner (drawn by L. Thomas)
11:38.0,L. Galloway misses 2-pt shot from 17 ft,,65-77,,
11:37.0,,,65-77,,Defensive rebound by E. Turner
11:23.0,,,65-77,,I. Thomas misses 3-pt shot from 25 ft
11:22.0,Defensive rebound by D. Williams,,65-77,,
11:07.0,S. Vujacic makes 2-pt shot at rim (assist by K. O'Quinn),2,67-77,,
11:04.0,,,67-77,,Turnover by A. Johnson (bad pass; steal by L. Thomas)
10:56.0,,,67-77,,Personal foul by J. Jerebko (drawn by K. O'Quinn)
10:54.0,Offensive foul by K. O'Quinn,,67-77,,
10:54.0,Turnover by K. O'Quinn (offensive foul),,67-77,,
10:35.0,,,67-80,3,M. Smart makes 3-pt shot from 24 ft (assist by I. Thomas)
10:14.0,Shooting foul by A. Johnson (drawn by L. Thomas),,67-80,,
10:14.0,L. Thomas makes free throw 1 of 2,1,68-80,,
10:14.0,L. Thomas makes free throw 2 of 2,1,69-80,,
10:01.0,,,69-83,3,E. Turner makes 3-pt shot from 23 ft (assist by I. Thomas)
9:38.0,L. Thomas misses 2-pt shot from 5 ft,,69-83,,
9:37.0,Offensive rebound by K. O'Quinn,,69-83,,
9:37.0,K. O'Quinn makes 2-pt shot at rim,2,71-83,,
9:22.0,Personal foul by L. Galloway (drawn by I. Thomas),,71-83,,
9:12.0,,,71-83,,Turnover by I. Thomas (lost ball; steal by L. Thomas)
8:50.0,K. O'Quinn makes 2-pt shot from 6 ft,2,73-83,,
8:29.0,,,73-85,2,A. Johnson makes 2-pt shot from 3 ft
8:23.0,,,73-85,,Personal foul by M. Smart (drawn by S. Vujacic)
8:23.0,Official timeout,,73-85,,
8:23.0,,,73-85,,J. Sullinger enters the game for A. Johnson
8:23.0,R. Lopez enters the game for K. O'Quinn,,73-85,,
8:12.0,D. Williams makes 2-pt shot at rim (assist by R. Lopez),2,75-85,,
8:12.0,Shooting foul by J. Sullinger (drawn by D. Williams),,75-85,,
8:12.0,D. Williams makes free throw 1 of 1,1,76-85,,
7:57.0,,,76-85,,I. Thomas misses 2-pt shot from 14 ft
7:55.0,Defensive rebound by L. Thomas,,76-85,,
7:43.0,D. Williams misses 3-pt shot from 23 ft,,76-85,,
7:42.0,,,76-85,,Defensive rebound by M. Smart
7:36.0,,,76-85,,I. Thomas misses 2-pt shot from 4 ft
7:35.0,Defensive rebound by R. Lopez,,76-85,,
7:14.0,D. Williams makes 2-pt shot from 1 ft (assist by L. Galloway),2,78-85,,
6:52.0,,,78-85,,Shooting foul by L. Galloway (drawn by I. Thomas)
6:52.0,,,78-85,,I. Thomas misses free throw 1 of 2
6:52.0,,,78-85,,Offensive rebound by Team
6:52.0,C. Anthony enters the game for L. Thomas,,78-85,,
