time,Cleveland,pts.away,score,pts.home,Brooklyn
7:13.0,,,8-6,2,S. Larkin makes 2-pt shot from 6 ft (assist by B. Lopez)
6:57.0,K. Love misses 3-pt shot from 24 ft,,8-6,,
6:57.0,,,8-6,,Defensive rebound by S. Karasev
6:57.0,Personal foul by K. Irving,,8-6,,
6:44.0,,,8-6,,T. Young misses 2-pt shot from 18 ft
6:43.0,Defensive rebound by T. Mozgov,,8-6,,
6:30.0,K. Love makes 2-pt shot from 4 ft,2,10-6,,
6:13.0,,,10-9,3,B. Bogdanovic makes 3-pt shot from 23 ft (assist by S. Larkin)
5:58.0,K. Love makes 2-pt shot from 20 ft (assist by J. Smith),2,12-9,,
5:42.0,,,12-9,,Turnover by B. Bogdanovic (lost ball; steal by T. Mozgov)
5:41.0,,,12-9,,Personal foul by B. Bogdanovic
5:41.0,,,12-9,,Brooklyn full timeout
5:23.0,K. Irving misses 2-pt shot from 7 ft,,12-9,,
5:22.0,Offensive rebound by Team,,12-9,,
5:22.0,,,12-9,,Loose ball foul by T. Young
5:07.0,K. Irving misses 3-pt shot from 25 ft,,12-9,,
5:06.0,,,12-9,,Defensive rebound by B. Bogdanovic
4:53.0,,,12-9,,Shooting foul by T. Mozgov (drawn by B. Lopez)
4:53.0,,,12-10,1,B. Lopez makes free throw 1 of 2
4:53.0,T. Thompson enters the game for T. Mozgov,,12-10,,
4:53.0,,,12-11,1,B. Lopez makes free throw 2 of 2
4:44.0,Turnover by K. Love (lost ball; steal by T. Young),,12-11,,
4:39.0,,,12-13,2,T. Young makes 2-pt shot from 2 ft (assist by S. Larkin)
4:26.0,Turnover by J. Smith (lost ball; steal by B. Lopez),,12-13,,
4:18.0,,,12-13,,B. Bogdanovic misses 2-pt shot from 9 ft
4:17.0,Defensive rebound by K. Love,,12-13,,
4:10.0,K. Irving makes 2-pt shot from 2 ft (assist by L. James),2,14-13,,
3:52.0,Violation by K. Love (kicked ball),,14-13,,
3:52.0,,,14-13,,S. Kilpatrick enters the game for B. Bogdanovic
3:52.0,,,14-13,,R. Hollis-Jefferson enters the game for S. Karasev
3:52.0,M. Dellavedova enters the game for J. Smith,,14-13,,
3:52.0,I. Shumpert enters the game for K. Irving,,14-13,,
3:40.0,,,14-15,2,S. Kilpatrick makes 2-pt shot from 5 ft (assist by B. Lopez)
3:20.0,Turnover by K. Love (lost ball; steal by R. Hollis-Jefferson),,14-15,,
3:15.0,,,14-17,2,S. Kilpatrick makes 2-pt shot from 2 ft (assist by R. Hollis-Jefferson)
2:52.0,K. Love makes 2-pt shot from 2 ft,2,16-17,,
2:36.0,,,16-17,,Shooting foul by T. Thompson (drawn by S. Larkin)
2:36.0,Cleveland full timeout,,16-17,,
2:36.0,C. Frye enters the game for K. Love,,16-17,,
2:36.0,,,16-17,,S. Larkin misses free throw 1 of 2
2:36.0,,,16-17,,Offensive rebound by Team
2:36.0,,,16-18,1,S. Larkin makes free throw 2 of 2
2:26.0,,,16-18,,Personal foul by R. Hollis-Jefferson
2:15.0,L. James makes 2-pt shot from 6 ft,2,18-18,,
1:56.0,,,18-18,,Shooting foul by T. Thompson (drawn by B. Lopez)
1:56.0,,,18-19,1,B. Lopez makes free throw 1 of 2
1:56.0,,,18-19,,C. McCullough enters the game for T. Young
1:56.0,,,18-19,,B. Lopez misses free throw 2 of 2
1:54.0,,,18-19,,Offensive rebound by C. McCullough
1:39.0,,,18-21,2,B. Lopez makes 2-pt shot from 8 ft
1:18.0,C. Frye makes 3-pt shot from 25 ft (assist by L. James),3,21-21,,
1:01.0,,,21-21,,S. Kilpatrick misses 3-pt shot from 23 ft
1:00.0,Defensive rebound by M. Dellavedova,,21-21,,
0:54.0,T. Thompson makes 2-pt shot at rim (assist by L. James),2,23-21,,
0:41.0,,,23-23,2,B. Lopez makes 2-pt shot from 5 ft
0:28.0,C. Frye misses 3-pt shot from 23 ft,,23-23,,
0:27.0,,,23-23,,Defensive rebound by C. McCullough
0:09.0,,,23-26,3,C. McCullough makes 3-pt shot from 22 ft (assist by S. Larkin)
0:05.0,Turnover by L. James (lost ball; steal by R. Hollis-Jefferson),,23-26,,
0:02.0,,,23-26,,S. Kilpatrick misses 2-pt shot from 16 ft
0:00.0,,,23-26,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,T. Thompson makes 2-pt shot at rim (assist by M. Dellavedova),2,25-26,,
11:24.0,,,25-26,,S. Kilpatrick misses 2-pt shot from 19 ft
11:23.0,Defensive rebound by R. Jefferson,,25-26,,
11:12.0,R. Jefferson misses 3-pt shot from 24 ft,,25-26,,
11:11.0,,,25-26,,Defensive rebound by D. Sloan
11:09.0,Personal foul by M. Dellavedova,,25-26,,
10:54.0,,,25-28,2,R. Hollis-Jefferson makes 2-pt shot from 15 ft
10:38.0,M. Dellavedova misses 3-pt shot from 24 ft,,25-28,,
10:37.0,,,25-28,,Defensive rebound by R. Hollis-Jefferson
10:33.0,,,25-28,,Shooting foul by R. Jefferson (drawn by H. Sims)
10:33.0,,,25-30,2,H. Sims makes 2-pt shot from 2 ft (assist by R. Hollis-Jefferson)
10:33.0,,,25-30,,H. Sims misses free throw 1 of 1
10:32.0,Defensive rebound by C. Frye,,25-30,,
10:24.0,Turnover by M. Dellavedova (lost ball; steal by R. Hollis-Jefferson),,25-30,,
10:20.0,,,25-30,,S. Kilpatrick misses 2-pt shot from 4 ft
10:18.0,Defensive rebound by I. Shumpert,,25-30,,
10:05.0,I. Shumpert makes 3-pt shot from 26 ft (assist by M. Dellavedova),3,28-30,,
9:50.0,,,28-30,,Offensive foul by H. Sims
9:50.0,,,28-30,,Turnover by H. Sims (offensive foul)
9:50.0,K. Irving enters the game for M. Dellavedova,,28-30,,
9:36.0,C. Frye misses 3-pt shot from 24 ft,,28-30,,
9:35.0,,,28-30,,Defensive rebound by R. Hollis-Jefferson
9:35.0,Personal foul by I. Shumpert,,28-30,,
9:20.0,,,28-32,2,C. McCullough makes 2-pt shot at rim (assist by H. Sims)
9:03.0,R. Jefferson makes 3-pt shot from 23 ft (assist by T. Thompson),3,31-32,,
8:55.0,,,31-32,,Shooting foul by I. Shumpert (drawn by S. Kilpatrick)
8:55.0,Official timeout,,31-32,,
8:55.0,,,31-32,,M. Brown enters the game for R. Hollis-Jefferson
8:55.0,,,31-33,1,S. Kilpatrick makes free throw 1 of 2
8:55.0,,,31-34,1,S. Kilpatrick makes free throw 2 of 2
8:35.0,C. Frye misses 2-pt shot from 4 ft (block by M. Brown),,31-34,,
8:34.0,Offensive rebound by C. Frye,,31-34,,
8:33.0,Shooting foul by M. Brown (drawn by C. Frye),,31-34,,
8:33.0,C. Frye makes free throw 1 of 2,1,32-34,,
8:33.0,C. Frye makes free throw 2 of 2,1,33-34,,
8:23.0,,,33-34,,C. McCullough misses 2-pt shot at rim
8:22.0,Defensive rebound by Team,,33-34,,
8:09.0,T. Thompson makes 2-pt shot at rim (assist by K. Irving),2,35-34,,
7:49.0,,,35-36,2,S. Kilpatrick makes 2-pt shot from 2 ft (assist by M. Brown)
7:39.0,K. Irving makes 2-pt shot from 2 ft,2,37-36,,
7:29.0,,,37-36,,S. Kilpatrick misses 3-pt shot from 24 ft
7:28.0,,,37-36,,Offensive rebound by Team
7:28.0,Loose ball foul by C. Frye,,37-36,,
7:28.0,,,37-37,1,H. Sims makes free throw 1 of 2
7:28.0,,,37-38,1,H. Sims makes free throw 2 of 2
7:09.0,C. Frye misses 3-pt shot from 25 ft,,37-38,,
7:08.0,,,37-38,,Defensive rebound by C. McCullough
7:00.0,,,37-41,3,D. Sloan makes 3-pt shot from 24 ft (assist by S. Kilpatrick)
6:44.0,I. Shumpert misses 3-pt shot from 24 ft,,37-41,,
6:43.0,,,37-41,,Defensive rebound by H. Sims
6:30.0,,,37-41,,C. McCullough misses 2-pt shot from 18 ft
6:29.0,Defensive rebound by K. Irving,,37-41,,
6:26.0,K. Irving misses 2-pt shot from 4 ft (block by M. Brown),,37-41,,
6:24.0,,,37-41,,Defensive rebound by D. Sloan
6:10.0,,,37-41,,H. Sims misses 2-pt shot from 2 ft
6:09.0,Defensive rebound by R. Jefferson,,37-41,,
6:00.0,C. Frye misses 3-pt shot from 25 ft,,37-41,,
5:59.0,,,37-41,,Defensive rebound by M. Brown
5:46.0,,,37-43,2,M. Brown makes 2-pt shot from 16 ft (assist by D. Sloan)
5:46.0,Cleveland full timeout,,37-43,,
5:46.0,K. Love enters the game for I. Shumpert,,37-43,,
5:46.0,J. Smith enters the game for C. Frye,,37-43,,
5:46.0,L. James enters the game for R. Jefferson,,37-43,,
5:46.0,,,37-43,,B. Lopez enters the game for C. McCullough
5:46.0,,,37-43,,T. Young enters the game for H. Sims
5:25.0,J. Smith misses 3-pt shot from 22 ft,,37-43,,
5:24.0,Offensive rebound by T. Thompson,,37-43,,
5:10.0,L. James makes 2-pt shot from 15 ft,2,39-43,,
4:58.0,Personal foul by J. Smith,,39-43,,
4:58.0,,,39-44,1,M. Brown makes free throw 1 of 2
4:58.0,,,39-44,,B. Bogdanovic enters the game for S. Kilpatrick
4:58.0,,,39-45,1,M. Brown makes free throw 2 of 2
4:44.0,K. Irving misses 3-pt shot from 23 ft,,39-45,,
4:42.0,,,39-45,,Defensive rebound by D. Sloan
4:33.0,,,39-47,2,T. Young makes 2-pt shot from 6 ft (assist by D. Sloan)
4:19.0,,,39-47,,Violation by B. Lopez (kicked ball)
4:19.0,T. Mozgov enters the game for T. Thompson,,39-47,,
4:10.0,K. Love misses 2-pt shot from 19 ft,,39-47,,
4:09.0,,,39-47,,Defensive rebound by D. Sloan
4:06.0,,,39-47,,Offensive foul by T. Young
4:06.0,,,39-47,,Turnover by T. Young (offensive foul)
3:46.0,T. Mozgov misses 2-pt shot from 16 ft,,39-47,,
3:45.0,,,39-47,,Defensive rebound by T. Young
3:32.0,,,39-50,3,B. Bogdanovic makes 3-pt shot from 27 ft (assist by B. Lopez)
3:32.0,Cleveland full timeout,,39-50,,
3:10.0,T. Mozgov makes 2-pt shot from 8 ft,2,41-50,,
3:10.0,Shooting foul by B. Lopez (drawn by T. Mozgov),,41-50,,
3:10.0,T. Mozgov makes free throw 1 of 1,1,42-50,,
2:56.0,,,42-50,,Turnover by B. Lopez (offensive foul)
2:56.0,,,42-50,,Offensive foul by B. Lopez
2:56.0,,,42-50,,Brooklyn full timeout
2:56.0,,,42-50,,S. Larkin enters the game for D. Sloan
2:56.0,,,42-50,,S. Karasev enters the game for M. Brown
2:47.0,K. Irving misses 2-pt shot from 4 ft,,42-50,,
2:46.0,,,42-50,,Defensive rebound by S. Larkin
2:39.0,,,42-52,2,T. Young makes 2-pt shot from 2 ft (assist by S. Karasev)
2:34.0,,,42-52,,Personal foul by T. Young
2:34.0,,,42-52,,C. McCullough enters the game for T. Young
2:26.0,T. Mozgov misses 2-pt shot from 4 ft,,42-52,,
2:25.0,,,42-52,,Defensive rebound by C. McCullough
2:05.0,,,42-54,2,B. Lopez makes 2-pt shot from 5 ft
1:47.0,K. Love misses 3-pt shot from 23 ft,,42-54,,
1:46.0,,,42-54,,Defensive rebound by Team
1:46.0,Loose ball foul by K. Irving,,42-54,,
1:46.0,,,42-54,,B. Bogdanovic misses free throw 1 of 2
1:46.0,,,42-54,,Offensive rebound by Team
1:46.0,M. Dellavedova enters the game for K. Irving,,42-54,,
1:46.0,C. Frye enters the game for T. Mozgov,,42-54,,
1:46.0,,,42-55,1,B. Bogdanovic makes free throw 2 of 2
1:37.0,L. James makes 2-pt shot from 2 ft (assist by M. Dellavedova),2,44-55,,
1:22.0,,,44-55,,S. Karasev misses 2-pt shot from 15 ft
1:21.0,,,44-55,,Offensive rebound by C. McCullough
1:18.0,,,44-55,,B. Bogdanovic misses 3-pt shot from 26 ft
1:17.0,Defensive rebound by J. Smith,,44-55,,
1:10.0,L. James makes 2-pt shot at rim,2,46-55,,
1:09.0,,,46-55,,Brooklyn full timeout
0:58.0,,,46-55,,Turnover by S. Larkin (lost ball; steal by L. James)
0:56.0,L. James makes 2-pt shot from 2 ft,2,48-55,,
0:56.0,Shooting foul by B. Bogdanovic (drawn by L. James),,48-55,,
0:56.0,L. James makes free throw 1 of 1,1,49-55,,
0:36.0,,,49-57,2,B. Lopez makes 2-pt shot from 2 ft
0:30.0,K. Love misses 3-pt shot from 23 ft,,49-57,,
0:29.0,,,49-57,,Defensive rebound by S. Larkin
0:13.0,,,49-59,2,S. Larkin makes 2-pt shot from 2 ft (assist by B. Lopez)
0:01.0,C. Frye misses 3-pt shot from 25 ft,,49-59,,
0:00.0,Offensive rebound by Team,,49-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,J. Smith misses 3-pt shot from 23 ft,,49-59,,
11:44.0,,,49-59,,Defensive rebound by S. Larkin
11:27.0,,,49-59,,Turnover by B. Bogdanovic (traveling)
11:12.0,J. Smith makes 2-pt shot from 21 ft (assist by K. Love),2,51-59,,
10:53.0,,,51-61,2,B. Lopez makes 2-pt shot from 7 ft (assist by T. Young)
10:35.0,K. Love misses 2-pt shot from 2 ft,,51-61,,
10:34.0,,,51-61,,Defensive rebound by S. Karasev
10:25.0,,,51-61,,B. Bogdanovic misses 3-pt shot from 22 ft
10:24.0,Defensive rebound by K. Love,,51-61,,
10:13.0,L. James makes 2-pt shot from 1 ft (assist by J. Smith),2,53-61,,
10:13.0,Shooting foul by B. Lopez (drawn by L. James),,53-61,,
10:13.0,L. James misses free throw 1 of 1,,53-61,,
10:12.0,,,53-61,,Defensive rebound by S. Karasev
9:50.0,,,53-64,3,S. Karasev makes 3-pt shot from 24 ft (assist by S. Larkin)
9:36.0,L. James makes 2-pt shot from 3 ft,2,55-64,,
9:16.0,,,55-64,,B. Lopez misses 2-pt shot from 4 ft
9:15.0,,,55-64,,Offensive rebound by B. Lopez
9:14.0,,,55-64,,Shooting foul by T. Mozgov (drawn by B. Lopez)
9:14.0,,,55-66,2,B. Lopez makes 2-pt shot from 2 ft
9:14.0,,,55-67,1,B. Lopez makes free throw 1 of 1
9:07.0,,,55-67,,Personal foul by S. Karasev
8:59.0,J. Smith makes 3-pt shot from 26 ft (assist by K. Irving),3,58-67,,
8:46.0,,,58-69,2,S. Larkin makes 2-pt shot from 2 ft
8:33.0,K. Irving makes 2-pt shot from 19 ft,2,60-69,,
8:20.0,,,60-69,,S. Karasev misses 3-pt shot from 26 ft
8:19.0,Defensive rebound by T. Mozgov,,60-69,,
8:08.0,L. James makes 2-pt shot at rim,2,62-69,,
7:40.0,,,62-69,,S. Larkin misses 2-pt shot from 2 ft
7:39.0,Defensive rebound by K. Love,,62-69,,
7:23.0,K. Irving misses 3-pt shot from 23 ft,,62-69,,
7:21.0,Offensive rebound by T. Mozgov,,62-69,,
7:17.0,K. Irving misses 2-pt shot from 2 ft,,62-69,,
7:15.0,,,62-69,,Defensive rebound by B. Lopez
6:59.0,,,62-72,3,B. Bogdanovic makes 3-pt shot from 22 ft (assist by S. Karasev)
6:59.0,Cleveland full timeout,,62-72,,
6:37.0,J. Smith makes 3-pt shot from 24 ft (assist by K. Love),3,65-72,,
6:22.0,,,65-72,,T. Young misses 2-pt shot from 3 ft
6:21.0,,,65-72,,Offensive rebound by B. Lopez
6:20.0,,,65-72,,B. Lopez misses 2-pt shot from 1 ft
6:19.0,Defensive rebound by L. James,,65-72,,
6:15.0,Turnover by L. James (lost ball),,65-72,,
5:56.0,,,65-72,,S. Larkin misses 2-pt shot from 20 ft
5:55.0,Defensive rebound by K. Love,,65-72,,
5:44.0,K. Irving misses 2-pt shot from 6 ft,,65-72,,
5:43.0,Offensive rebound by K. Love,,65-72,,
5:39.0,K. Love misses 2-pt shot from 3 ft,,65-72,,
5:38.0,Offensive rebound by K. Love,,65-72,,
5:37.0,K. Love makes 2-pt shot from 2 ft,2,67-72,,
5:15.0,Personal foul by K. Irving,,67-72,,
5:01.0,,,67-72,,S. Karasev misses 3-pt shot from 24 ft
5:00.0,Defensive rebound by L. James,,67-72,,
4:55.0,T. Mozgov makes 2-pt shot from 1 ft (assist by L. James),2,69-72,,
4:54.0,,,69-72,,Brooklyn full timeout
4:54.0,,,69-72,,S. Kilpatrick enters the game for S. Karasev
4:54.0,,,69-72,,R. Hollis-Jefferson enters the game for B. Bogdanovic
4:43.0,,,69-74,2,S. Larkin makes 2-pt shot from 1 ft (assist by B. Lopez)
4:18.0,K. Irving makes 3-pt shot from 23 ft (assist by K. Love),3,72-74,,
4:01.0,,,72-74,,R. Hollis-Jefferson misses 2-pt shot from 18 ft
4:00.0,Defensive rebound by L. James,,72-74,,
3:53.0,Shooting foul by B. Lopez (drawn by L. James),,72-74,,
3:53.0,L. James makes free throw 1 of 2,1,73-74,,
3:53.0,C. Frye enters the game for K. Love,,73-74,,
3:53.0,,,73-74,,H. Sims enters the game for B. Lopez
3:53.0,L. James makes free throw 2 of 2,1,74-74,,
3:36.0,,,74-74,,S. Kilpatrick misses 3-pt shot from 26 ft
3:35.0,,,74-74,,Offensive rebound by R. Hollis-Jefferson
3:30.0,,,74-74,,R. Hollis-Jefferson misses 2-pt shot from 17 ft
3:29.0,Defensive rebound by K. Irving,,74-74,,
3:19.0,J. Smith misses 3-pt shot from 23 ft,,74-74,,
3:18.0,,,74-74,,Defensive rebound by R. Hollis-Jefferson
3:07.0,,,74-74,,S. Larkin misses 2-pt shot from 3 ft
3:06.0,Defensive rebound by K. Irving,,74-74,,
3:01.0,K. Irving misses 2-pt shot from 2 ft,,74-74,,
3:00.0,Offensive rebound by L. James,,74-74,,
2:59.0,L. James misses 2-pt shot at rim,,74-74,,
2:58.0,,,74-74,,Defensive rebound by R. Hollis-Jefferson
2:54.0,,,74-76,2,S. Larkin makes 2-pt shot from 2 ft
2:21.0,K. Irving makes 2-pt shot from 1 ft,2,76-76,,
1:54.0,,,76-76,,S. Kilpatrick misses 3-pt shot from 25 ft
1:53.0,Defensive rebound by L. James,,76-76,,
1:41.0,Offensive foul by L. James,,76-76,,
1:41.0,Turnover by L. James (offensive foul),,76-76,,
1:29.0,,,76-78,2,S. Larkin makes 2-pt shot from 3 ft
1:16.0,,,76-78,,Personal foul by S. Larkin
1:16.0,T. Thompson enters the game for T. Mozgov,,76-78,,
1:01.0,L. James makes 3-pt shot from 29 ft (assist by C. Frye),3,79-78,,
0:45.0,,,79-80,2,S. Kilpatrick makes 2-pt shot from 5 ft (assist by S. Larkin)
0:37.0,L. James makes 2-pt shot from 1 ft,2,81-80,,
0:17.0,,,81-80,,S. Kilpatrick misses 3-pt shot from 26 ft
0:16.0,Defensive rebound by T. Thompson,,81-80,,
0:10.0,,,81-80,,Violation by T. Young (def goaltending)
0:10.0,L. James makes 2-pt shot from 1 ft (assist by K. Irving),2,83-80,,
0:06.0,Personal take foul by J. Smith,,83-80,,
0:06.0,,,83-80,,C. McCullough enters the game for T. Young
0:06.0,M. Dellavedova enters the game for K. Irving,,83-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,83-80,,C. McCullough misses 3-pt shot from 24 ft
11:43.0,Defensive rebound by R. Jefferson,,83-80,,
11:31.0,Shooting foul by C. McCullough (drawn by K. Love),,83-80,,
11:31.0,K. Love makes free throw 1 of 2,1,84-80,,
11:31.0,K. Love misses free throw 2 of 2,,84-80,,
11:30.0,,,84-80,,Defensive rebound by R. Hollis-Jefferson
11:07.0,,,84-80,,R. Hollis-Jefferson misses 2-pt shot from 21 ft
11:06.0,Defensive rebound by Team,,84-80,,
10:50.0,K. Love misses 2-pt shot from 2 ft,,84-80,,
10:49.0,Offensive rebound by K. Love,,84-80,,
10:44.0,T. Thompson misses 2-pt shot from 2 ft (block by H. Sims),,84-80,,
10:42.0,,,84-80,,Defensive rebound by H. Sims
10:36.0,,,84-82,2,R. Hollis-Jefferson makes 2-pt shot from 1 ft
10:18.0,,,84-82,,Personal foul by C. McCullough
10:09.0,Turnover by M. Dellavedova (lost ball; steal by C. McCullough),,84-82,,
10:01.0,,,84-84,2,R. Hollis-Jefferson makes 2-pt shot from 2 ft (assist by D. Sloan)
9:46.0,Turnover by R. Jefferson (lost ball; steal by S. Kilpatrick),,84-84,,
9:41.0,,,84-86,2,R. Hollis-Jefferson makes 2-pt shot from 2 ft (assist by D. Sloan)
9:41.0,Cleveland full timeout,,84-86,,
9:24.0,R. Jefferson makes 3-pt shot from 25 ft (assist by M. Dellavedova),3,87-86,,
9:09.0,,,87-88,2,D. Sloan makes 2-pt shot from 2 ft
8:48.0,K. Love misses 3-pt shot from 22 ft,,87-88,,
8:47.0,,,87-88,,Defensive rebound by R. Hollis-Jefferson
8:30.0,,,87-90,2,R. Hollis-Jefferson makes 2-pt shot from 15 ft (assist by C. McCullough)
8:08.0,Turnover by T. Thompson (lost ball; steal by C. McCullough),,87-90,,
8:05.0,Personal foul by R. Jefferson,,87-90,,
8:05.0,K. Irving enters the game for R. Jefferson,,87-90,,
7:59.0,Personal foul by M. Dellavedova,,87-90,,
7:49.0,,,87-90,,S. Kilpatrick misses 3-pt shot from 25 ft
7:48.0,,,87-90,,Offensive rebound by Team
7:48.0,Loose ball foul by K. Love,,87-90,,
7:40.0,,,87-90,,H. Sims misses 2-pt shot from 17 ft
7:39.0,Defensive rebound by I. Shumpert,,87-90,,
7:23.0,I. Shumpert misses 3-pt shot from 24 ft,,87-90,,
7:22.0,Offensive rebound by T. Thompson,,87-90,,
7:21.0,T. Thompson misses 2-pt shot from 1 ft,,87-90,,
7:20.0,Offensive rebound by Team,,87-90,,
7:20.0,,,87-90,,M. Brown enters the game for R. Hollis-Jefferson
7:14.0,K. Love makes 2-pt shot from 22 ft (assist by K. Irving),2,89-90,,
7:14.0,,,89-90,,Brooklyn full timeout
6:56.0,,,89-90,,H. Sims misses 2-pt shot from 11 ft
6:55.0,Defensive rebound by I. Shumpert,,89-90,,
6:42.0,Turnover by M. Dellavedova (lost ball; steal by M. Brown),,89-90,,
6:37.0,,,89-90,,D. Sloan misses 2-pt shot from 2 ft
6:36.0,,,89-90,,Offensive rebound by C. McCullough
6:34.0,,,89-90,,C. McCullough misses 2-pt shot from 1 ft (block by M. Dellavedova)
6:33.0,Defensive rebound by M. Dellavedova,,89-90,,
6:21.0,M. Dellavedova misses 2-pt shot from 11 ft (block by H. Sims),,89-90,,
6:19.0,Offensive rebound by K. Irving,,89-90,,
6:17.0,K. Irving misses 3-pt shot from 24 ft,,89-90,,
6:16.0,Offensive rebound by T. Thompson,,89-90,,
6:11.0,M. Dellavedova makes 3-pt shot from 24 ft (assist by T. Thompson),3,92-90,,
5:54.0,,,92-90,,H. Sims misses 2-pt shot from 8 ft
5:53.0,Defensive rebound by I. Shumpert,,92-90,,
5:46.0,K. Irving misses 2-pt shot from 2 ft,,92-90,,
5:43.0,Offensive rebound by I. Shumpert,,92-90,,
5:41.0,Turnover by Team (back court),,92-90,,
5:41.0,,,92-90,,B. Lopez enters the game for S. Kilpatrick
5:41.0,,,92-90,,T. Young enters the game for C. McCullough
5:41.0,,,92-90,,B. Bogdanovic enters the game for H. Sims
5:41.0,L. James enters the game for M. Dellavedova,,92-90,,
5:41.0,J. Smith enters the game for I. Shumpert,,92-90,,
5:22.0,,,92-90,,B. Bogdanovic misses 3-pt shot from 24 ft
5:20.0,Defensive rebound by K. Love,,92-90,,
5:05.0,L. James misses 2-pt shot from 1 ft,,92-90,,
5:04.0,,,92-90,,Defensive rebound by B. Lopez
4:45.0,,,92-90,,B. Lopez misses 2-pt shot from 8 ft
4:44.0,,,92-90,,Offensive rebound by M. Brown
4:42.0,,,92-92,2,M. Brown makes 2-pt shot at rim
4:21.0,K. Irving misses 3-pt shot from 27 ft,,92-92,,
4:21.0,,,92-92,,Defensive rebound by D. Sloan
4:09.0,,,92-95,3,M. Brown makes 3-pt shot from 23 ft (assist by D. Sloan)
3:54.0,L. James misses 3-pt shot from 25 ft,,92-95,,
3:53.0,,,92-95,,Defensive rebound by D. Sloan
3:50.0,,,92-97,2,B. Bogdanovic makes 2-pt shot from 2 ft (assist by D. Sloan)
3:49.0,Cleveland full timeout,,92-97,,
3:49.0,,,92-97,,S. Larkin enters the game for D. Sloan
3:24.0,J. Smith misses 3-pt shot from 23 ft,,92-97,,
3:23.0,,,92-97,,Defensive rebound by B. Lopez
3:08.0,,,92-97,,B. Bogdanovic misses 3-pt shot from 24 ft
3:07.0,Defensive rebound by K. Love,,92-97,,
2:45.0,K. Irving misses 3-pt shot from 23 ft,,92-97,,
2:44.0,,,92-97,,Defensive rebound by M. Brown
2:30.0,,,92-97,,T. Young misses 2-pt shot from 1 ft
2:29.0,,,92-97,,Offensive rebound by T. Young
2:28.0,,,92-99,2,T. Young makes 2-pt shot at rim
2:14.0,K. Irving misses 2-pt shot from 5 ft,,92-99,,
2:13.0,,,92-99,,Defensive rebound by B. Lopez
2:07.0,,,92-99,,M. Brown misses 2-pt shot from 1 ft
2:06.0,,,92-99,,Offensive rebound by T. Young
2:02.0,,,92-101,2,B. Lopez makes 2-pt shot from 9 ft (assist by S. Larkin)
2:01.0,Cleveland full timeout,,92-101,,
