time,Oklahoma City,pts.away,score,pts.home,Dallas
5:34.0,,,105-87,2,D. Nowitzki makes 2-pt shot from 20 ft (assist by R. Felton)
5:10.0,Turnover by R. Westbrook (lost ball; steal by D. Lee),,105-87,,
5:10.0,Loose ball foul by R. Westbrook,,105-87,,
5:10.0,,,105-88,1,R. Felton makes free throw 1 of 2
5:10.0,K. Durant enters the game for A. Roberson,,105-88,,
5:10.0,,,105-89,1,R. Felton makes free throw 2 of 2
5:00.0,S. Ibaka misses 2-pt shot from 17 ft,,105-89,,
5:00.0,,,105-89,,Defensive rebound by D. Lee
4:54.0,,,105-91,2,R. Felton makes 2-pt shot from 3 ft (assist by D. Williams)
4:54.0,,,105-91,,Shooting foul by E. Kanter (drawn by R. Felton)
4:54.0,Oklahoma City full timeout,,105-91,,
4:54.0,S. Adams enters the game for E. Kanter,,105-91,,
4:54.0,,,105-92,1,R. Felton makes free throw 1 of 1
4:40.0,R. Westbrook misses 2-pt shot from 1 ft,,105-92,,
4:39.0,Offensive rebound by R. Westbrook,,105-92,,
4:39.0,R. Westbrook misses 2-pt shot from 1 ft,,105-92,,
4:37.0,,,105-92,,Defensive rebound by D. Nowitzki
4:29.0,,,105-95,3,W. Matthews makes 3-pt shot from 24 ft (assist by D. Lee)
4:11.0,K. Durant misses 3-pt shot from 27 ft,,105-95,,
4:10.0,,,105-95,,Defensive rebound by Team
4:01.0,,,105-97,2,D. Lee makes 2-pt shot at rim (assist by R. Felton)
4:00.0,Oklahoma City full timeout,,105-97,,
3:45.0,K. Durant misses 3-pt shot from 26 ft,,105-97,,
3:44.0,,,105-97,,Defensive rebound by D. Lee
3:29.0,,,105-97,,D. Nowitzki misses 2-pt shot from 12 ft
3:27.0,Defensive rebound by R. Westbrook,,105-97,,
3:22.0,Turnover by R. Westbrook (lost ball; steal by W. Matthews),,105-97,,
3:16.0,,,105-97,,W. Matthews misses 3-pt shot from 23 ft
3:14.0,Defensive rebound by R. Westbrook,,105-97,,
3:02.0,K. Durant makes 3-pt shot from 24 ft (assist by R. Westbrook),3,108-97,,
2:53.0,,,108-97,,Turnover by D. Williams (bad pass)
2:45.0,K. Durant misses 3-pt shot from 28 ft,,108-97,,
2:44.0,,,108-97,,Defensive rebound by R. Felton
2:37.0,,,108-97,,Shooting foul by S. Adams (drawn by R. Felton)
2:37.0,,,108-97,,R. Felton misses free throw 1 of 2
2:37.0,,,108-97,,Offensive rebound by Team
2:37.0,,,108-98,1,R. Felton makes free throw 2 of 2
2:20.0,S. Adams misses 2-pt shot from 8 ft,,108-98,,
2:17.0,Offensive rebound by R. Westbrook,,108-98,,
2:11.0,D. Waiters makes 3-pt shot from 22 ft (assist by R. Westbrook),3,111-98,,
1:59.0,,,111-98,,W. Matthews misses 3-pt shot from 23 ft
1:59.0,,,111-98,,Offensive rebound by D. Nowitzki
1:59.0,Loose ball foul by S. Ibaka,,111-98,,
1:59.0,,,111-98,,D. Nowitzki misses free throw 1 of 2
1:59.0,,,111-98,,Offensive rebound by Team
1:59.0,,,111-98,,C. Parsons enters the game for D. Lee
1:59.0,,,111-99,1,D. Nowitzki makes free throw 2 of 2
1:42.0,D. Waiters misses 2-pt shot from 18 ft,,111-99,,
1:40.0,Offensive rebound by S. Adams,,111-99,,
1:31.0,R. Westbrook makes 3-pt shot from 24 ft (assist by D. Waiters),3,114-99,,
1:27.0,Personal foul by S. Adams,,114-99,,
1:27.0,,,114-100,1,D. Nowitzki makes free throw 1 of 2
1:27.0,,,114-101,1,D. Nowitzki makes free throw 2 of 2
1:24.0,,,114-101,,Personal take foul by R. Felton
1:24.0,,,114-101,,C. Villanueva enters the game for D. Nowitzki
1:24.0,,,114-101,,J. Barea enters the game for W. Matthews
1:24.0,,,114-101,,J. Anderson enters the game for D. Williams
1:11.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,116-101,,
1:11.0,Shooting foul by C. Parsons (drawn by S. Adams),,116-101,,
1:11.0,,,116-101,,D. Powell enters the game for C. Parsons
1:11.0,R. Foye enters the game for K. Durant,,116-101,,
1:11.0,A. Roberson enters the game for R. Westbrook,,116-101,,
1:11.0,S. Adams misses free throw 1 of 1,,116-101,,
1:09.0,,,116-101,,Defensive rebound by C. Villanueva
1:02.0,,,116-103,2,J. Anderson makes 2-pt shot at rim (assist by R. Felton)
0:45.0,S. Ibaka misses 2-pt shot from 18 ft,,116-103,,
0:45.0,Offensive rebound by Team,,116-103,,
0:45.0,M. McGary enters the game for S. Ibaka,,116-103,,
0:45.0,,,116-103,,S. Mejri enters the game for R. Felton
0:45.0,C. Payne enters the game for S. Adams,,116-103,,
0:25.0,A. Roberson misses 3-pt shot from 22 ft,,116-103,,
0:24.0,,,116-103,,Defensive rebound by J. Anderson
0:13.0,,,116-103,,J. Anderson misses 3-pt shot from 26 ft
0:12.0,,,116-103,,Offensive rebound by S. Mejri
0:03.0,,,116-103,,S. Mejri misses 3-pt shot from 24 ft
0:02.0,Defensive rebound by M. McGary,,116-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
