time,Portland,pts.away,score,pts.home,LA Clippers
4:39.0,Shooting foul by J. Redick (drawn by C. McCollum),,81-100,,
4:39.0,C. McCollum makes free throw 1 of 2,1,82-100,,
4:39.0,C. McCollum makes free throw 2 of 2,1,83-100,,
4:38.0,Personal take foul by A. Crabbe,,83-100,,
4:38.0,,,83-101,1,D. Jordan makes free throw 1 of 2
4:38.0,,,83-101,,D. Jordan misses free throw 2 of 2
4:37.0,Defensive rebound by A. Crabbe,,83-101,,
4:25.0,D. Lillard misses 3-pt shot from 26 ft,,83-101,,
4:24.0,,,83-101,,Defensive rebound by C. Paul
4:22.0,Personal foul by C. McCollum,,83-101,,
4:22.0,,,83-102,1,C. Paul makes free throw 1 of 2
4:22.0,,,83-103,1,C. Paul makes free throw 2 of 2
4:08.0,C. Kaman misses 2-pt shot from 11 ft,,83-103,,
4:05.0,,,83-103,,Defensive rebound by D. Jordan
3:46.0,,,83-103,,C. Paul misses 3-pt shot from 28 ft
3:45.0,,,83-103,,Offensive rebound by D. Jordan
3:23.0,,,83-103,,J. Crawford misses 3-pt shot from 28 ft
3:22.0,Defensive rebound by D. Lillard,,83-103,,
3:19.0,A. Crabbe makes 2-pt shot from 2 ft (assist by D. Lillard),2,85-103,,
3:14.0,Personal take foul by A. Crabbe,,85-103,,
3:14.0,,,85-104,1,D. Jordan makes free throw 1 of 2
3:14.0,,,85-104,,D. Jordan misses free throw 2 of 2
3:12.0,,,85-104,,Offensive rebound by B. Griffin
3:06.0,Personal take foul by D. Lillard,,85-104,,
3:06.0,,,85-104,,D. Jordan misses free throw 1 of 2
3:06.0,,,85-104,,Offensive rebound by Team
3:06.0,,,85-105,1,D. Jordan makes free throw 2 of 2
2:55.0,Shooting foul by J. Redick (drawn by D. Lillard),,85-105,,
2:55.0,Official timeout,,85-105,,
2:55.0,,,85-105,,A. Rivers enters the game for D. Jordan
2:55.0,N. Vonleh enters the game for C. McCollum,,85-105,,
2:55.0,L. Montero enters the game for A. Crabbe,,85-105,,
2:55.0,P. Connaughton enters the game for G. Henderson,,85-105,,
2:55.0,B. Roberts enters the game for C. Kaman,,85-105,,
2:55.0,D. Lillard makes free throw 1 of 2,1,86-105,,
2:55.0,D. Lillard misses free throw 2 of 2,,86-105,,
2:51.0,,,86-105,,Defensive rebound by B. Griffin
2:30.0,,,86-108,3,C. Paul makes 3-pt shot from 28 ft
2:17.0,P. Connaughton makes 2-pt shot from 2 ft (assist by D. Lillard),2,88-108,,
2:00.0,,,88-111,3,J. Redick makes 3-pt shot from 27 ft (assist by J. Crawford)
1:50.0,,,88-111,,Personal foul by B. Griffin
1:50.0,D. Lillard misses free throw 1 of 2,,88-111,,
1:50.0,Offensive rebound by Team,,88-111,,
1:50.0,,,88-111,,C. Aldrich enters the game for B. Griffin
1:50.0,,,88-111,,P. Prigioni enters the game for J. Redick
1:50.0,,,88-111,,J. Green enters the game for C. Paul
1:50.0,,,88-111,,W. Johnson enters the game for J. Crawford
1:50.0,D. Lillard makes free throw 2 of 2,1,89-111,,
1:48.0,Away from play foul by B. Roberts,,89-111,,
1:48.0,C. Kaman enters the game for D. Lillard,,89-111,,
1:48.0,,,89-112,1,C. Aldrich makes free throw 1 of 1
1:28.0,,,89-112,,J. Green misses 2-pt shot from 19 ft
1:25.0,,,89-112,,Offensive rebound by C. Aldrich
1:14.0,,,89-112,,A. Rivers misses 2-pt shot from 9 ft
1:11.0,Defensive rebound by N. Vonleh,,89-112,,
1:03.0,B. Roberts misses 3-pt shot from 26 ft,,89-112,,
1:02.0,Offensive rebound by C. Kaman,,89-112,,
0:52.0,P. Connaughton makes 3-pt shot from 27 ft (assist by C. Kaman),3,92-112,,
0:37.0,,,92-115,3,W. Johnson makes 3-pt shot from 25 ft (assist by A. Rivers)
0:23.0,L. Montero makes 3-pt shot from 26 ft,3,95-115,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
