time,Boston,pts.away,score,pts.home,Memphis
5:21.0,,,19-8,,Shooting foul by A. Johnson (drawn by M. Barnes)
5:21.0,,,19-9,1,M. Barnes makes free throw 1 of 2
5:21.0,M. Smart enters the game for A. Bradley,,19-9,,
5:21.0,J. Sullinger enters the game for K. Olynyk,,19-9,,
5:21.0,,,19-10,1,M. Barnes makes free throw 2 of 2
5:05.0,I. Thomas makes 2-pt shot from 15 ft,2,21-10,,
4:45.0,,,21-12,2,M. Gasol makes 2-pt shot from 18 ft (assist by J. Green)
4:25.0,I. Thomas makes 3-pt shot from 23 ft (assist by M. Smart),3,24-12,,
4:25.0,,,24-12,,Memphis full timeout
4:25.0,,,24-12,,E. Williams enters the game for M. Chalmers
4:09.0,,,24-12,,E. Williams misses 3-pt shot from 24 ft
4:09.0,Defensive rebound by J. Sullinger,,24-12,,
3:51.0,A. Johnson makes 2-pt shot from 7 ft (assist by I. Thomas),2,26-12,,
3:32.0,,,26-12,,Turnover by J. Green (lost ball)
3:22.0,,,26-12,,Personal foul by M. Barnes (drawn by J. Sullinger)
3:22.0,,,26-12,,V. Carter enters the game for J. Green
3:12.0,A. Johnson misses 2-pt shot from 5 ft (block by M. Barnes),,26-12,,
3:11.0,Offensive rebound by A. Johnson,,26-12,,
3:07.0,M. Smart misses 3-pt shot from 25 ft,,26-12,,
3:07.0,,,26-12,,Defensive rebound by Z. Randolph
2:59.0,,,26-12,,Shooting foul by I. Thomas (drawn by E. Williams)
2:59.0,,,26-13,1,E. Williams makes free throw 1 of 2
2:59.0,E. Turner enters the game for I. Thomas,,26-13,,
2:59.0,,,26-14,1,E. Williams makes free throw 2 of 2
2:43.0,M. Smart misses 3-pt shot from 25 ft,,26-14,,
2:42.0,,,26-14,,Defensive rebound by M. Barnes
2:31.0,,,26-14,,M. Gasol misses 2-pt shot from 8 ft
2:29.0,Defensive rebound by A. Johnson,,26-14,,
2:17.0,J. Crowder makes 2-pt shot from 21 ft (assist by M. Smart),2,28-14,,
1:59.0,,,28-14,,Z. Randolph misses 2-pt shot from 17 ft
1:58.0,Defensive rebound by J. Crowder,,28-14,,
1:48.0,J. Sullinger misses 2-pt shot from 11 ft,,28-14,,
1:46.0,,,28-14,,Defensive rebound by Z. Randolph
1:35.0,,,28-14,,M. Barnes misses 3-pt shot from 23 ft
1:34.0,,,28-14,,Offensive rebound by M. Barnes
1:32.0,,,28-14,,Turnover by M. Barnes (lost ball; steal by J. Sullinger)
1:17.0,,,28-14,,Personal foul by V. Carter (drawn by A. Johnson)
1:17.0,A. Johnson makes free throw 1 of 2,1,29-14,,
1:17.0,A. Johnson makes free throw 2 of 2,1,30-14,,
1:01.0,,,30-14,,M. Gasol misses 2-pt shot from 4 ft
0:59.0,Defensive rebound by A. Johnson,,30-14,,
0:54.0,M. Smart makes 2-pt shot from 11 ft,2,32-14,,
0:40.0,,,32-16,2,Z. Randolph makes 2-pt shot from 6 ft (assist by M. Gasol)
0:27.0,J. Sullinger makes 2-pt shot from 8 ft (assist by E. Turner),2,34-16,,
0:02.0,,,34-16,,M. Gasol misses 2-pt shot from 9 ft
0:00.0,Defensive rebound by E. Turner,,34-16,,
0:00.0,E. Turner misses 3-pt shot from 55 ft,,34-16,,
0:00.0,Offensive rebound by Team,,34-16,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,34-19,3,V. Carter makes 3-pt shot from 24 ft (assist by Z. Randolph)
11:21.0,Turnover by A. Bradley (bad pass),,34-19,,
11:09.0,,,34-19,,Z. Randolph misses 2-pt shot from 18 ft
11:09.0,Defensive rebound by A. Bradley,,34-19,,
10:57.0,A. Bradley misses 3-pt shot from 23 ft,,34-19,,
10:57.0,,,34-19,,Defensive rebound by Z. Randolph
10:52.0,Personal foul by E. Turner (drawn by M. Barnes),,34-19,,
10:48.0,,,34-19,,Turnover by M. Barnes (bad pass; steal by M. Smart)
10:42.0,D. Lee makes 2-pt shot at rim (assist by M. Smart),2,36-19,,
10:23.0,,,36-19,,Shooting foul by J. Sullinger (drawn by Z. Randolph)
10:23.0,,,36-20,1,Z. Randolph makes free throw 1 of 2
10:23.0,,,36-21,1,Z. Randolph makes free throw 2 of 2
10:05.0,A. Bradley misses 2-pt shot from 18 ft,,36-21,,
10:05.0,Offensive rebound by J. Sullinger,,36-21,,
9:47.0,J. Sullinger misses 2-pt shot from 2 ft (block by V. Carter),,36-21,,
9:45.0,,,36-21,,Defensive rebound by J. Green
9:32.0,,,36-21,,Turnover by J. Green (lost ball; steal by M. Smart)
9:23.0,D. Lee misses 2-pt shot from 2 ft (block by V. Carter),,36-21,,
9:20.0,,,36-21,,Defensive rebound by V. Carter
9:09.0,,,36-23,2,Z. Randolph makes 2-pt shot from 5 ft
8:52.0,E. Turner misses 2-pt shot from 8 ft,,36-23,,
8:50.0,,,36-23,,Defensive rebound by T. Allen
8:38.0,,,36-23,,Shooting foul by J. Sullinger (drawn by J. Green)
8:38.0,,,36-23,,Memphis full timeout
8:38.0,,,36-23,,M. Chalmers enters the game for M. Barnes
8:38.0,,,36-23,,J. Green enters the game for T. Allen
8:38.0,,,36-24,1,J. Green makes free throw 1 of 2
8:38.0,,,36-25,1,J. Green makes free throw 2 of 2
8:24.0,Turnover by E. Turner (lost ball; steal by M. Chalmers),,36-25,,
8:18.0,,,36-25,,V. Carter misses 3-pt shot from 25 ft
8:15.0,Defensive rebound by J. Sullinger,,36-25,,
8:03.0,D. Lee misses 2-pt shot from 6 ft,,36-25,,
8:01.0,Offensive rebound by M. Smart,,36-25,,
8:01.0,M. Smart makes 2-pt shot from 1 ft,2,38-25,,
7:49.0,Personal foul by A. Bradley (drawn by M. Chalmers),,38-25,,
7:49.0,K. Olynyk enters the game for J. Sullinger,,38-25,,
7:41.0,,,38-25,,Turnover by Z. Randolph (bad pass; steal by K. Olynyk)
7:19.0,M. Smart misses 2-pt shot at rim,,38-25,,
7:19.0,Offensive rebound by D. Lee,,38-25,,
7:19.0,D. Lee makes 2-pt shot from 1 ft,2,40-25,,
6:55.0,,,40-25,,M. Chalmers misses 2-pt shot from 18 ft
6:52.0,,,40-25,,Offensive rebound by J. Green
6:52.0,,,40-27,2,J. Green makes 2-pt shot at rim
6:33.0,D. Lee misses 2-pt shot from 3 ft (block by Z. Randolph),,40-27,,
6:27.0,,,40-27,,Defensive rebound by Z. Randolph
6:19.0,,,40-27,,J. Green misses 2-pt shot from 6 ft (block by K. Olynyk)
6:16.0,,,40-27,,Offensive rebound by Z. Randolph
6:16.0,,,40-27,,Z. Randolph misses 2-pt shot from 2 ft
6:14.0,,,40-27,,Offensive rebound by J. Green
6:14.0,,,40-27,,J. Green misses 2-pt shot from 1 ft
6:12.0,Defensive rebound by K. Olynyk,,40-27,,
6:01.0,D. Lee misses 2-pt shot from 10 ft,,40-27,,
5:59.0,Offensive rebound by K. Olynyk,,40-27,,
5:50.0,Turnover by M. Smart (lost ball; steal by V. Carter),,40-27,,
5:33.0,,,40-27,,Shooting foul by A. Bradley (drawn by M. Chalmers)
5:33.0,,,40-27,,Memphis full timeout
5:33.0,I. Thomas enters the game for M. Smart,,40-27,,
5:33.0,,,40-28,1,M. Chalmers makes free throw 1 of 2
5:33.0,,,40-29,1,M. Chalmers makes free throw 2 of 2
5:22.0,A. Bradley misses 2-pt shot from 16 ft,,40-29,,
5:21.0,,,40-29,,Defensive rebound by J. Green
5:07.0,,,40-29,,J. Green misses 2-pt shot from 7 ft
5:06.0,Defensive rebound by D. Lee,,40-29,,
4:56.0,K. Olynyk makes 2-pt shot from 2 ft (assist by D. Lee),2,42-29,,
4:40.0,,,42-29,,V. Carter misses 2-pt shot from 18 ft
4:40.0,Defensive rebound by D. Lee,,42-29,,
4:33.0,I. Thomas misses 3-pt shot from 24 ft,,42-29,,
4:30.0,,,42-29,,Defensive rebound by J. Green
4:22.0,,,42-31,2,Z. Randolph makes 2-pt shot from 18 ft (assist by M. Chalmers)
4:10.0,I. Thomas misses 2-pt shot from 1 ft (block by V. Carter),,42-31,,
4:10.0,Offensive rebound by Team,,42-31,,
4:10.0,,,42-31,,M. Gasol enters the game for V. Carter
4:10.0,,,42-31,,M. Barnes enters the game for J. Green
4:10.0,A. Johnson enters the game for D. Lee,,42-31,,
4:10.0,J. Crowder enters the game for E. Turner,,42-31,,
4:09.0,,,42-31,,Personal foul by M. Chalmers (drawn by I. Thomas)
4:05.0,Turnover by K. Olynyk (traveling),,42-31,,
3:49.0,,,42-33,2,Z. Randolph makes 2-pt shot from 1 ft (assist by M. Barnes)
3:31.0,I. Thomas makes 2-pt shot from 3 ft,2,44-33,,
3:14.0,,,44-33,,Turnover by M. Chalmers (traveling)
3:01.0,A. Bradley makes 2-pt shot from 2 ft (assist by A. Johnson),2,46-33,,
2:58.0,,,46-33,,Memphis full timeout
2:58.0,Boston full timeout,,46-33,,
2:58.0,,,46-33,,T. Allen enters the game for J. Green
2:38.0,,,46-33,,M. Chalmers misses 3-pt shot from 25 ft
2:37.0,Defensive rebound by A. Johnson,,46-33,,
2:33.0,,,46-33,,Personal foul by T. Allen (drawn by A. Johnson)
2:20.0,A. Johnson makes 2-pt shot at rim (assist by I. Thomas),2,48-33,,
1:56.0,,,48-33,,M. Barnes misses 2-pt shot from 6 ft
1:54.0,,,48-33,,Offensive rebound by Z. Randolph
1:54.0,,,48-33,,Z. Randolph misses 2-pt shot from 1 ft
1:52.0,,,48-33,,Offensive rebound by Z. Randolph
1:52.0,,,48-35,2,Z. Randolph makes 2-pt shot from 2 ft
1:37.0,I. Thomas misses 3-pt shot from 25 ft,,48-35,,
1:36.0,Offensive rebound by A. Bradley,,48-35,,
1:25.0,J. Crowder makes 3-pt shot from 24 ft (assist by I. Thomas),3,51-35,,
1:07.0,,,51-35,,M. Barnes misses 3-pt shot from 24 ft
1:06.0,Defensive rebound by K. Olynyk,,51-35,,
0:57.0,Turnover by I. Thomas (bad pass; steal by M. Chalmers),,51-35,,
0:53.0,,,51-37,2,T. Allen makes 2-pt shot from 1 ft
0:39.0,K. Olynyk misses 2-pt shot from 8 ft,,51-37,,
0:36.0,,,51-37,,Defensive rebound by M. Gasol
0:30.0,,,51-37,,M. Chalmers misses 2-pt shot from 6 ft (block by K. Olynyk)
0:28.0,Defensive rebound by A. Johnson,,51-37,,
0:22.0,Shooting foul by M. Barnes (drawn by A. Johnson),,51-37,,
0:22.0,A. Johnson misses free throw 1 of 2,,51-37,,
0:22.0,Offensive rebound by Team,,51-37,,
0:22.0,M. Smart enters the game for I. Thomas,,51-37,,
0:22.0,J. Sullinger enters the game for K. Olynyk,,51-37,,
0:22.0,,,51-37,,V. Carter enters the game for T. Allen
0:22.0,A. Johnson misses free throw 2 of 2,,51-37,,
0:21.0,,,51-37,,Defensive rebound by M. Barnes
0:05.0,,,51-37,,Shooting foul by J. Sullinger (drawn by V. Carter)
0:05.0,,,51-37,,V. Carter misses free throw 1 of 2
0:05.0,,,51-37,,Offensive rebound by Team
0:05.0,I. Thomas enters the game for M. Smart,,51-37,,
0:05.0,,,51-37,,T. Allen enters the game for Z. Randolph
0:05.0,,,51-38,1,V. Carter makes free throw 2 of 2
0:05.0,Boston full timeout,,51-38,,
0:05.0,,,51-38,,E. Williams enters the game for M. Chalmers
0:05.0,K. Olynyk enters the game for A. Johnson,,51-38,,
0:05.0,E. Turner enters the game for J. Sullinger,,51-38,,
0:01.0,K. Olynyk makes 2-pt shot at rim (assist by E. Turner),2,53-38,,
0:00.0,,,53-38,,V. Carter misses 3-pt shot from 40 ft
0:00.0,,,53-38,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,53-38,,M. Barnes misses 2-pt shot from 1 ft
11:44.0,Defensive rebound by A. Johnson,,53-38,,
11:34.0,A. Bradley misses 2-pt shot from 18 ft,,53-38,,
11:32.0,,,53-38,,Defensive rebound by M. Barnes
11:27.0,Personal foul by K. Olynyk (drawn by M. Gasol),,53-38,,
11:24.0,,,53-38,,Turnover by T. Allen (bad pass; steal by A. Bradley)
11:21.0,A. Bradley makes 2-pt shot at rim,2,55-38,,
11:04.0,,,55-38,,M. Gasol misses 2-pt shot from 4 ft
11:02.0,Defensive rebound by A. Johnson,,55-38,,
10:43.0,J. Crowder misses 3-pt shot from 23 ft,,55-38,,
10:42.0,Offensive rebound by A. Johnson,,55-38,,
10:41.0,Shooting foul by M. Barnes (drawn by I. Thomas),,55-38,,
10:41.0,I. Thomas makes free throw 1 of 3,1,56-38,,
10:41.0,I. Thomas makes free throw 2 of 3,1,57-38,,
10:41.0,I. Thomas makes free throw 3 of 3,1,58-38,,
10:27.0,,,58-40,2,M. Gasol makes 2-pt shot from 18 ft
10:10.0,K. Olynyk misses 2-pt shot from 2 ft (block by Z. Randolph),,58-40,,
10:10.0,Offensive rebound by Team,,58-40,,
10:05.0,A. Johnson makes 3-pt shot from 22 ft (assist by I. Thomas),3,61-40,,
9:50.0,,,61-42,2,Z. Randolph makes 2-pt shot from 13 ft
9:42.0,Turnover by I. Thomas (lost ball),,61-42,,
9:25.0,,,61-42,,T. Allen misses 2-pt shot from 4 ft (block by K. Olynyk)
9:22.0,,,61-42,,Offensive rebound by Z. Randolph
9:22.0,,,61-42,,Z. Randolph misses 2-pt shot from 1 ft
9:20.0,,,61-42,,Offensive rebound by T. Allen
9:20.0,,,61-42,,T. Allen misses 2-pt shot at rim
9:17.0,,,61-42,,Offensive rebound by M. Barnes
9:17.0,,,61-42,,M. Barnes misses 2-pt shot from 7 ft
9:15.0,,,61-42,,Offensive rebound by T. Allen
9:15.0,,,61-42,,T. Allen misses 2-pt shot from 1 ft
9:14.0,,,61-42,,Offensive rebound by M. Barnes
9:12.0,,,61-42,,Turnover by M. Barnes (bad pass; steal by K. Olynyk)
9:07.0,I. Thomas misses 3-pt shot from 25 ft,,61-42,,
9:03.0,,,61-42,,Defensive rebound by M. Barnes
9:03.0,Personal foul by K. Olynyk (drawn by M. Gasol),,61-42,,
8:57.0,Personal foul by I. Thomas (drawn by M. Gasol),,61-42,,
8:46.0,,,61-44,2,M. Barnes makes 2-pt shot from 2 ft (assist by Z. Randolph)
8:33.0,I. Thomas makes 2-pt shot from 1 ft (assist by K. Olynyk),2,63-44,,
8:17.0,,,63-44,,M. Gasol misses 2-pt shot from 7 ft
8:16.0,,,63-44,,Offensive rebound by T. Allen
8:16.0,,,63-46,2,T. Allen makes 2-pt shot at rim
8:04.0,,,63-46,,Personal foul by M. Barnes (drawn by J. Crowder)
7:50.0,J. Crowder misses 3-pt shot from 24 ft,,63-46,,
7:49.0,,,63-46,,Defensive rebound by T. Allen
7:44.0,,,63-46,,M. Barnes misses 2-pt shot from 2 ft
7:41.0,Defensive rebound by J. Crowder,,63-46,,
7:37.0,K. Olynyk misses 3-pt shot from 24 ft,,63-46,,
7:34.0,,,63-46,,Defensive rebound by M. Barnes
7:32.0,,,63-46,,Offensive foul by M. Gasol
7:32.0,,,63-46,,Turnover by M. Gasol (offensive foul)
7:21.0,Boston full timeout,,63-46,,
7:18.0,I. Thomas misses 2-pt shot from 11 ft,,63-46,,
7:16.0,,,63-46,,Defensive rebound by M. Gasol
7:01.0,,,63-48,2,M. Chalmers makes 2-pt shot from 1 ft
6:44.0,Turnover by A. Bradley (lost ball; steal by T. Allen),,63-48,,
6:40.0,,,63-48,,Shooting foul by A. Bradley (drawn by T. Allen)
6:40.0,,,63-49,1,T. Allen makes free throw 1 of 2
6:40.0,,,63-49,,T. Allen misses free throw 2 of 2
6:39.0,,,63-49,,Offensive rebound by Z. Randolph
6:38.0,Jump ball: A. Bradley vs. Z. Randolph,,,,Jump ball: A. Bradley vs. Z. Randolph
6:38.0,,,63-49,,Violation by Team (jump ball)
6:38.0,,,63-49,,Turnover by M. Chalmers (jump ball violation.)
6:33.0,,,63-49,,Personal foul by M. Chalmers (drawn by I. Thomas)
6:22.0,K. Olynyk misses 2-pt shot from 16 ft,,63-49,,
6:20.0,,,63-49,,Defensive rebound by M. Chalmers
6:18.0,Personal foul by J. Crowder (drawn by M. Chalmers),,63-49,,
6:18.0,,,63-50,1,M. Chalmers makes free throw 1 of 2
6:18.0,,,63-51,1,M. Chalmers makes free throw 2 of 2
6:06.0,J. Crowder misses 2-pt shot from 17 ft,,63-51,,
6:03.0,,,63-51,,Defensive rebound by M. Gasol
5:56.0,,,63-51,,Z. Randolph misses 2-pt shot from 2 ft
5:56.0,,,63-51,,Offensive rebound by Team
5:56.0,Loose ball foul by A. Johnson (drawn by Z. Randolph),,63-51,,
5:56.0,,,63-52,1,Z. Randolph makes free throw 1 of 2
5:56.0,J. Sullinger enters the game for K. Olynyk,,63-52,,
5:56.0,,,63-52,,J. Green enters the game for M. Barnes
5:56.0,,,63-53,1,Z. Randolph makes free throw 2 of 2
5:44.0,Turnover by A. Johnson (bad pass),,63-53,,
5:22.0,,,63-53,,M. Gasol misses 2-pt shot from 19 ft
5:21.0,,,63-53,,Offensive rebound by T. Allen
5:08.0,,,63-53,,Z. Randolph misses 2-pt shot from 7 ft
5:05.0,,,63-53,,Offensive rebound by M. Gasol
5:05.0,,,63-53,,M. Gasol misses 2-pt shot from 1 ft
5:04.0,,,63-53,,Offensive rebound by Z. Randolph
5:02.0,,,63-55,2,Z. Randolph makes 2-pt shot at rim
4:47.0,J. Crowder misses 2-pt shot from 19 ft,,63-55,,
4:45.0,,,63-55,,Defensive rebound by M. Chalmers
4:42.0,,,63-57,2,M. Chalmers makes 2-pt shot from 2 ft
4:42.0,,,63-57,,Shooting foul by J. Sullinger (drawn by M. Chalmers)
4:42.0,M. Smart enters the game for A. Bradley,,63-57,,
4:42.0,,,63-58,1,M. Chalmers makes free throw 1 of 1
4:25.0,I. Thomas makes 3-pt shot from 23 ft (assist by A. Johnson),3,66-58,,
4:09.0,Personal foul by M. Smart (drawn by M. Chalmers),,66-58,,
4:09.0,,,66-58,,M. Chalmers misses free throw 1 of 2
4:09.0,,,66-58,,Offensive rebound by Team
4:09.0,E. Turner enters the game for J. Crowder,,66-58,,
4:09.0,,,66-59,1,M. Chalmers makes free throw 2 of 2
3:56.0,J. Sullinger makes 2-pt shot from 22 ft (assist by I. Thomas),2,68-59,,
3:36.0,,,68-61,2,J. Green makes 2-pt shot from 8 ft
3:25.0,A. Johnson makes 2-pt shot at rim (assist by I. Thomas),2,70-61,,
3:12.0,,,70-61,,J. Green misses 2-pt shot from 3 ft
3:09.0,Defensive rebound by J. Sullinger,,70-61,,
3:03.0,Turnover by A. Johnson (lost ball),,70-61,,
2:54.0,,,70-61,,Turnover by M. Chalmers (bad pass; steal by M. Smart)
2:54.0,,,70-61,,Loose ball foul by Z. Randolph (drawn by M. Smart)
2:54.0,,,70-61,,Memphis full timeout
2:37.0,J. Sullinger makes 2-pt shot from 8 ft,2,72-61,,
2:25.0,Personal foul by M. Smart (drawn by M. Chalmers),,72-61,,
2:25.0,,,72-61,,M. Chalmers misses free throw 1 of 2
2:25.0,,,72-61,,Offensive rebound by Team
2:25.0,,,72-62,1,M. Chalmers makes free throw 2 of 2
2:10.0,J. Sullinger makes 2-pt shot from 2 ft,2,74-62,,
1:45.0,,,74-65,3,Z. Randolph makes 3-pt shot from 24 ft (assist by M. Chalmers)
1:22.0,A. Johnson makes 2-pt shot from 3 ft (assist by E. Turner),2,76-65,,
1:00.0,,,76-68,3,M. Chalmers makes 3-pt shot from 24 ft
0:50.0,,,76-68,,Violation by J. Green (kicked ball)
0:50.0,,,76-68,,V. Carter enters the game for T. Allen
0:50.0,Boston full timeout,,76-68,,
0:50.0,D. Lee enters the game for A. Johnson,,76-68,,
0:38.0,I. Thomas misses 3-pt shot from 25 ft,,76-68,,
0:36.0,Offensive rebound by M. Smart,,76-68,,
0:36.0,M. Smart misses 2-pt shot from 1 ft,,76-68,,
0:33.0,,,76-68,,Defensive rebound by M. Chalmers
0:26.0,,,76-68,,Turnover by M. Chalmers (bad pass; steal by D. Lee)
0:22.0,Turnover by E. Turner (lost ball),,76-68,,
0:01.0,,,76-68,,J. Green misses 2-pt shot from 4 ft
0:00.0,,,76-68,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,D. Lee misses 2-pt shot from 1 ft (block by T. Allen),,76-68,,
11:45.0,,,76-68,,Defensive rebound by T. Allen
11:39.0,,,76-68,,V. Carter misses 3-pt shot from 24 ft
11:35.0,Defensive rebound by M. Smart,,76-68,,
11:19.0,M. Smart misses 2-pt shot from 17 ft,,76-68,,
11:17.0,,,76-68,,Defensive rebound by J. Green
11:01.0,,,76-68,,Z. Randolph misses 2-pt shot from 20 ft
11:01.0,Defensive rebound by E. Turner,,76-68,,
10:47.0,J. Sullinger makes 2-pt shot from 3 ft,2,78-68,,
10:26.0,,,78-70,2,J. Green makes 2-pt shot from 6 ft
10:16.0,,,78-70,,Personal foul by V. Carter (drawn by M. Smart)
10:07.0,J. Sullinger misses 2-pt shot from 19 ft,,78-70,,
10:07.0,Offensive rebound by M. Smart,,78-70,,
10:07.0,,,78-70,,Loose ball foul by V. Carter (drawn by M. Smart)
10:00.0,D. Lee misses 2-pt shot from 4 ft,,78-70,,
9:58.0,,,78-70,,Defensive rebound by T. Allen
9:47.0,,,78-70,,Z. Randolph misses 2-pt shot from 17 ft
9:47.0,Defensive rebound by D. Lee,,78-70,,
9:37.0,Shooting foul by T. Allen (drawn by A. Bradley),,78-70,,
9:37.0,A. Bradley misses free throw 1 of 2,,78-70,,
9:37.0,Offensive rebound by Team,,78-70,,
9:37.0,A. Bradley makes free throw 2 of 2,1,79-70,,
9:17.0,,,79-72,2,V. Carter makes 2-pt shot at rim
9:08.0,Turnover by M. Smart (bad pass; steal by T. Allen),,79-72,,
9:04.0,,,79-74,2,T. Allen makes 2-pt shot at rim
8:40.0,D. Lee misses 2-pt shot from 1 ft,,79-74,,
8:40.0,Offensive rebound by D. Lee,,79-74,,
8:40.0,D. Lee misses 2-pt shot from 1 ft,,79-74,,
8:40.0,,,79-74,,Defensive rebound by V. Carter
8:34.0,,,79-74,,Turnover by V. Carter (bad pass; steal by M. Smart)
8:22.0,A. Bradley makes 2-pt shot from 17 ft,2,81-74,,
8:06.0,Personal foul by E. Turner (drawn by J. Green),,81-74,,
8:06.0,,,81-74,,Memphis full timeout
8:06.0,,,81-74,,M. Gasol enters the game for Z. Randolph
7:56.0,,,81-74,,V. Carter misses 3-pt shot from 24 ft
7:55.0,,,81-74,,Offensive rebound by M. Gasol
7:48.0,,,81-74,,M. Gasol misses 2-pt shot from 13 ft
7:47.0,Defensive rebound by M. Smart,,81-74,,
7:33.0,A. Bradley misses 2-pt shot from 15 ft (block by J. Green),,81-74,,
7:30.0,,,81-74,,Defensive rebound by M. Gasol
7:17.0,,,81-74,,Turnover by M. Gasol (lost ball; steal by D. Lee)
7:12.0,A. Bradley makes 2-pt shot from 2 ft,2,83-74,,
6:47.0,,,83-74,,Shooting foul by M. Smart (drawn by V. Carter)
6:47.0,,,83-75,1,V. Carter makes free throw 1 of 2
6:47.0,K. Olynyk enters the game for J. Sullinger,,83-75,,
6:47.0,,,83-76,1,V. Carter makes free throw 2 of 2
6:36.0,Turnover by E. Turner (bad pass; steal by J. Green),,83-76,,
6:30.0,,,83-78,2,T. Allen makes 2-pt shot at rim (assist by J. Green)
6:24.0,Boston full timeout,,83-78,,
6:24.0,J. Crowder enters the game for E. Turner,,83-78,,
6:14.0,M. Smart misses 2-pt shot from 2 ft,,83-78,,
6:12.0,,,83-78,,Defensive rebound by M. Gasol
6:04.0,,,83-78,,Turnover by J. Green (bad pass; steal by M. Smart)
6:03.0,,,83-78,,Personal foul by T. Allen (drawn by M. Smart)
5:44.0,D. Lee misses 2-pt shot from 5 ft,,83-78,,
5:43.0,Offensive rebound by Team,,83-78,,
5:43.0,I. Thomas enters the game for M. Smart,,83-78,,
5:34.0,Turnover by J. Crowder (bad pass; steal by J. Green),,83-78,,
5:28.0,,,83-80,2,J. Green makes 2-pt shot from 1 ft
