time,Cleveland,pts.away,score,pts.home,Washington
3:19.0,C. Frye enters the game for K. Love,,18-21,,
3:14.0,M. Dellavedova misses 3-pt shot from 26 ft,,18-21,,
3:13.0,,,18-21,,Defensive rebound by M. Morris
3:04.0,,,18-23,2,M. Morris makes 2-pt shot from 1 ft (assist by J. Wall)
3:04.0,,,18-23,,Shooting foul by T. Thompson (drawn by M. Morris)
3:04.0,,,18-24,1,M. Morris makes free throw 1 of 1
2:49.0,K. Irving makes 3-pt shot from 25 ft (assist by T. Thompson),3,21-24,,
2:32.0,,,21-24,,Turnover by M. Morris (bad pass)
2:32.0,Cleveland full timeout,,21-24,,
2:32.0,,,21-24,,A. Anderson enters the game for O. Porter
2:19.0,Turnover by K. Irving (lost ball),,21-24,,
2:09.0,,,21-26,2,M. Morris makes 2-pt shot at rim (assist by J. Wall)
1:53.0,I. Shumpert makes 2-pt shot from 13 ft,2,23-26,,
1:35.0,,,23-28,2,M. Gortat makes 2-pt shot at rim (assist by A. Anderson)
1:21.0,K. Irving misses 2-pt shot from 6 ft,,23-28,,
1:20.0,,,23-28,,Defensive rebound by M. Gortat
1:05.0,,,23-28,,Shooting foul by I. Shumpert (drawn by A. Anderson)
1:05.0,,,23-29,1,A. Anderson makes free throw 1 of 3
1:05.0,,,23-30,1,A. Anderson makes free throw 2 of 3
1:05.0,R. Jefferson enters the game for K. Irving,,23-30,,
1:05.0,,,23-30,,N. Hilario enters the game for M. Gortat
1:05.0,,,23-30,,R. Sessions enters the game for J. Wall
1:05.0,,,23-30,,A. Anderson misses free throw 3 of 3
1:04.0,Defensive rebound by I. Shumpert,,23-30,,
0:50.0,M. Dellavedova makes 3-pt shot from 26 ft (assist by T. Thompson),3,26-30,,
0:40.0,Personal foul by C. Frye (drawn by B. Beal),,26-30,,
0:40.0,,,26-31,1,B. Beal makes free throw 1 of 2
0:40.0,,,26-32,1,B. Beal makes free throw 2 of 2
0:33.0,,,26-32,,Personal foul by A. Anderson (drawn by I. Shumpert)
0:33.0,I. Shumpert makes free throw 1 of 2,1,27-32,,
0:33.0,T. Mozgov enters the game for T. Thompson,,27-32,,
0:33.0,I. Shumpert makes free throw 2 of 2,1,28-32,,
0:20.0,,,28-35,3,A. Anderson makes 3-pt shot from 28 ft (assist by R. Sessions)
0:02.0,T. Mozgov misses 2-pt shot from 13 ft,,28-35,,
0:00.0,,,28-35,,Defensive rebound by M. Morris
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,,,28-35,,Turnover by B. Beal (lost ball; steal by I. Shumpert)
11:18.0,C. Frye misses 3-pt shot from 27 ft,,28-35,,
11:17.0,,,28-35,,Defensive rebound by B. Beal
11:10.0,,,28-35,,A. Anderson misses 3-pt shot from 26 ft
11:09.0,Defensive rebound by C. Frye,,28-35,,
11:02.0,Shooting foul by B. Beal (drawn by M. Dellavedova),,28-35,,
11:02.0,M. Dellavedova misses free throw 1 of 2,,28-35,,
11:02.0,Offensive rebound by Team,,28-35,,
11:02.0,M. Dellavedova makes free throw 2 of 2,1,29-35,,
10:45.0,,,29-37,2,M. Morris makes 2-pt shot at rim
10:33.0,M. Dellavedova makes 2-pt shot from 6 ft,2,31-37,,
10:25.0,,,31-39,2,R. Sessions makes 2-pt shot from 1 ft
10:13.0,Turnover by T. Mozgov (step out of bounds),,31-39,,
9:50.0,,,31-39,,M. Morris misses 2-pt shot at rim
9:49.0,Defensive rebound by C. Frye,,31-39,,
9:39.0,,,31-39,,Personal foul by N. Hilario (drawn by T. Mozgov)
9:39.0,K. Love enters the game for C. Frye,,31-39,,
9:29.0,T. Mozgov makes 2-pt shot at rim (assist by I. Shumpert),2,33-39,,
9:16.0,,,33-39,,N. Hilario misses 2-pt shot from 16 ft
9:15.0,Defensive rebound by R. Jefferson,,33-39,,
9:04.0,M. Dellavedova misses 2-pt shot from 3 ft,,33-39,,
9:03.0,,,33-39,,Defensive rebound by R. Sessions
8:57.0,,,33-39,,M. Morris misses 2-pt shot from 1 ft (block by T. Mozgov)
8:57.0,,,33-39,,Offensive rebound by Team
8:57.0,Official timeout,,33-39,,
8:55.0,,,33-42,3,B. Beal makes 3-pt shot from 24 ft (assist by A. Anderson)
8:35.0,K. Love misses 2-pt shot from 2 ft,,33-42,,
8:33.0,,,33-42,,Defensive rebound by A. Anderson
8:25.0,,,33-42,,R. Sessions misses 2-pt shot from 14 ft
8:24.0,Defensive rebound by R. Jefferson,,33-42,,
8:14.0,K. Love misses 3-pt shot from 25 ft,,33-42,,
8:13.0,,,33-42,,Defensive rebound by A. Anderson
7:56.0,,,33-42,,Turnover by N. Hilario (bad pass; steal by I. Shumpert)
7:47.0,Turnover by T. Mozgov (lost ball; steal by B. Beal),,33-42,,
7:35.0,,,33-42,,Shooting foul by T. Mozgov (drawn by R. Sessions)
7:35.0,,,33-42,,R. Sessions misses free throw 1 of 2
7:35.0,,,33-42,,Offensive rebound by Team
7:35.0,K. Irving enters the game for M. Dellavedova,,33-42,,
7:35.0,J. Smith enters the game for I. Shumpert,,33-42,,
7:35.0,,,33-42,,J. Wall enters the game for B. Beal
7:35.0,,,33-43,1,R. Sessions makes free throw 2 of 2
7:23.0,Turnover by T. Mozgov (lost ball),,33-43,,
7:23.0,,,33-43,,G. Temple enters the game for R. Sessions
7:05.0,,,33-43,,A. Anderson misses 3-pt shot from 24 ft
7:04.0,Defensive rebound by J. Smith,,33-43,,
6:54.0,J. Smith makes 2-pt shot from 19 ft,2,35-43,,
6:44.0,,,35-43,,G. Temple misses 3-pt shot from 24 ft
6:43.0,Defensive rebound by T. Mozgov,,35-43,,
6:32.0,J. Smith misses 2-pt shot from 19 ft,,35-43,,
6:31.0,Offensive rebound by Team,,35-43,,
6:31.0,,,35-43,,Loose ball foul by M. Morris (drawn by K. Love)
6:31.0,T. Thompson enters the game for T. Mozgov,,35-43,,
6:31.0,,,35-43,,O. Porter enters the game for A. Anderson
6:31.0,,,35-43,,J. Dudley enters the game for M. Morris
6:22.0,K. Irving makes 2-pt shot from 1 ft (assist by K. Love),2,37-43,,
6:11.0,,,37-45,2,N. Hilario makes 2-pt shot from 1 ft (assist by J. Wall)
5:58.0,K. Love makes 2-pt shot from 6 ft (assist by K. Irving),2,39-45,,
5:47.0,,,39-47,2,J. Wall makes 2-pt shot from 16 ft
5:36.0,K. Irving misses 3-pt shot from 24 ft,,39-47,,
5:35.0,,,39-47,,Defensive rebound by O. Porter
5:31.0,,,39-49,2,J. Wall makes 2-pt shot at rim (assist by O. Porter)
5:31.0,,,39-49,,Shooting foul by T. Thompson (drawn by J. Wall)
5:31.0,,,39-49,,Washington full timeout
5:31.0,,,39-50,1,J. Wall makes free throw 1 of 1
5:18.0,,,39-50,,Personal foul by O. Porter (drawn by R. Jefferson)
5:04.0,K. Irving misses 2-pt shot from 5 ft,,39-50,,
5:03.0,,,39-50,,Defensive rebound by O. Porter
5:00.0,,,39-50,,Shooting foul by J. Smith (drawn by J. Wall)
5:00.0,,,39-51,1,J. Wall makes free throw 1 of 2
5:00.0,,,39-52,1,J. Wall makes free throw 2 of 2
4:50.0,Turnover by K. Irving (lost ball; steal by G. Temple),,39-52,,
4:39.0,,,39-52,,G. Temple misses 3-pt shot from 25 ft
4:37.0,Defensive rebound by J. Smith,,39-52,,
4:31.0,Turnover by J. Smith (bad pass),,39-52,,
4:14.0,,,39-52,,J. Dudley misses 2-pt shot from 19 ft
4:13.0,Defensive rebound by R. Jefferson,,39-52,,
4:05.0,,,39-52,,Personal foul by J. Dudley (drawn by K. Love)
4:05.0,K. Love makes free throw 1 of 2,1,40-52,,
4:05.0,,,40-52,,B. Beal enters the game for G. Temple
4:05.0,I. Shumpert enters the game for R. Jefferson,,40-52,,
4:05.0,K. Love makes free throw 2 of 2,1,41-52,,
3:46.0,,,41-52,,Turnover by N. Hilario (bad pass; steal by J. Smith)
3:42.0,Shooting foul by O. Porter (drawn by K. Irving),,41-52,,
3:42.0,K. Irving makes free throw 1 of 2,1,42-52,,
3:42.0,,,42-52,,M. Gortat enters the game for N. Hilario
3:42.0,K. Irving makes free throw 2 of 2,1,43-52,,
3:30.0,,,43-54,2,B. Beal makes 2-pt shot at rim (assist by M. Gortat)
3:12.0,I. Shumpert misses 2-pt shot from 1 ft (block by M. Gortat),,43-54,,
3:12.0,Offensive rebound by Team,,43-54,,
3:10.0,J. Smith makes 2-pt shot from 1 ft (assist by I. Shumpert),2,45-54,,
3:02.0,,,45-57,3,J. Dudley makes 3-pt shot from 23 ft (assist by J. Wall)
2:53.0,Cleveland full timeout,,45-57,,
2:32.0,J. Smith makes 2-pt shot from 21 ft,2,47-57,,
2:10.0,,,47-57,,J. Wall misses 2-pt shot from 19 ft
2:09.0,,,47-57,,Offensive rebound by M. Gortat
2:06.0,,,47-57,,J. Dudley misses 3-pt shot from 26 ft
2:05.0,,,47-57,,Offensive rebound by M. Gortat
2:01.0,,,47-59,2,J. Wall makes 2-pt shot at rim (assist by J. Dudley)
1:43.0,,,47-59,,Personal foul by J. Wall (drawn by K. Irving)
1:43.0,K. Irving makes free throw 1 of 2,1,48-59,,
1:43.0,M. Dellavedova enters the game for J. Smith,,48-59,,
1:43.0,R. Jefferson enters the game for T. Thompson,,48-59,,
1:43.0,,,48-59,,M. Morris enters the game for J. Dudley
1:43.0,K. Irving makes free throw 2 of 2,1,49-59,,
1:24.0,,,49-59,,O. Porter misses 2-pt shot from 11 ft
1:23.0,Defensive rebound by Team,,49-59,,
1:14.0,K. Love makes 2-pt shot from 7 ft (assist by K. Irving),2,51-59,,
1:02.0,,,51-59,,Turnover by J. Wall (bad pass)
0:52.0,M. Dellavedova makes 3-pt shot from 26 ft (assist by K. Irving),3,54-59,,
0:31.0,,,54-61,2,B. Beal makes 2-pt shot from 17 ft
0:12.0,K. Irving misses 2-pt shot from 16 ft,,54-61,,
0:11.0,,,54-61,,Defensive rebound by J. Wall
0:02.0,,,54-63,2,J. Wall makes 2-pt shot at rim
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,54-63,,Turnover by O. Porter (lost ball; steal by J. Smith)
11:19.0,K. Irving misses 2-pt shot from 17 ft,,54-63,,
11:18.0,,,54-63,,Defensive rebound by J. Wall
11:08.0,,,54-66,3,O. Porter makes 3-pt shot from 23 ft (assist by J. Wall)
10:51.0,Shooting foul by O. Porter (drawn by T. Thompson),,54-66,,
10:51.0,T. Thompson misses free throw 1 of 2,,54-66,,
10:51.0,Offensive rebound by Team,,54-66,,
10:51.0,T. Thompson misses free throw 2 of 2,,54-66,,
10:50.0,,,54-66,,Defensive rebound by M. Gortat
10:32.0,,,54-69,3,O. Porter makes 3-pt shot from 24 ft (assist by J. Wall)
10:16.0,Turnover by K. Irving (traveling),,54-69,,
10:04.0,,,54-72,3,O. Porter makes 3-pt shot from 27 ft (assist by M. Morris)
10:04.0,Cleveland full timeout,,54-72,,
9:42.0,J. Smith makes 2-pt shot from 21 ft,2,56-72,,
9:29.0,Personal foul by J. Smith (drawn by G. Temple),,56-72,,
9:24.0,,,56-74,2,M. Gortat makes 2-pt shot from 6 ft (assist by O. Porter)
8:58.0,R. Jefferson makes 3-pt shot from 26 ft (assist by K. Irving),3,59-74,,
8:34.0,,,59-76,2,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall)
8:21.0,K. Love misses 2-pt shot from 19 ft,,59-76,,
8:19.0,,,59-76,,Defensive rebound by J. Wall
8:06.0,,,59-78,2,M. Morris makes 2-pt shot at rim (assist by M. Gortat)
7:50.0,K. Irving makes 2-pt shot from 5 ft,2,61-78,,
7:29.0,,,61-78,,M. Morris misses 2-pt shot from 14 ft
7:28.0,Defensive rebound by J. Smith,,61-78,,
7:20.0,J. Smith misses 2-pt shot from 4 ft,,61-78,,
7:19.0,,,61-78,,Defensive rebound by M. Gortat
7:15.0,Personal foul by K. Irving (drawn by J. Wall),,61-78,,
7:10.0,Personal foul by R. Jefferson (drawn by O. Porter),,61-78,,
6:58.0,,,61-80,2,G. Temple makes 2-pt shot from 1 ft
6:48.0,K. Irving misses 2-pt shot from 6 ft,,61-80,,
6:47.0,Offensive rebound by Team,,61-80,,
6:47.0,C. Frye enters the game for K. Love,,61-80,,
6:47.0,T. Mozgov enters the game for T. Thompson,,61-80,,
6:47.0,I. Shumpert enters the game for J. Smith,,61-80,,
6:47.0,M. Dellavedova enters the game for K. Irving,,61-80,,
6:29.0,Turnover by M. Dellavedova (bad pass; steal by M. Morris),,61-80,,
6:24.0,,,61-80,,Offensive foul by J. Wall
6:24.0,,,61-80,,Turnover by J. Wall (offensive foul)
6:00.0,I. Shumpert misses 2-pt shot from 19 ft,,61-80,,
5:59.0,,,61-80,,Defensive rebound by M. Gortat
5:49.0,,,61-82,2,M. Gortat makes 2-pt shot at rim (assist by J. Wall)
5:32.0,Shooting foul by M. Morris (drawn by R. Jefferson),,61-82,,
5:32.0,R. Jefferson makes free throw 1 of 2,1,62-82,,
5:32.0,R. Jefferson makes free throw 2 of 2,1,63-82,,
5:11.0,,,63-85,3,O. Porter makes 3-pt shot from 27 ft (assist by J. Wall)
5:00.0,Offensive foul by T. Mozgov,,63-85,,
5:00.0,Turnover by T. Mozgov (offensive foul),,63-85,,
4:51.0,,,63-88,3,J. Wall makes 3-pt shot from 27 ft
4:36.0,T. Mozgov makes 2-pt shot at rim (assist by M. Dellavedova),2,65-88,,
4:14.0,,,65-88,,M. Morris misses 3-pt shot from 27 ft
4:13.0,Defensive rebound by I. Shumpert,,65-88,,
4:02.0,M. Dellavedova misses 3-pt shot from 26 ft,,65-88,,
4:01.0,,,65-88,,Defensive rebound by M. Morris
3:53.0,,,65-88,,M. Gortat misses 2-pt shot from 8 ft
3:52.0,Defensive rebound by T. Mozgov,,65-88,,
3:40.0,R. Jefferson misses 3-pt shot from 27 ft,,65-88,,
3:39.0,,,65-88,,Defensive rebound by G. Temple
3:27.0,Personal foul by T. Mozgov (drawn by M. Morris),,65-88,,
3:27.0,,,65-88,,J. Dudley enters the game for M. Morris
3:27.0,K. Irving enters the game for R. Jefferson,,65-88,,
3:27.0,,,65-88,,B. Beal enters the game for G. Temple
3:26.0,Personal foul by K. Irving (drawn by O. Porter),,65-88,,
3:26.0,,,65-88,,O. Porter misses free throw 1 of 2
3:26.0,,,65-88,,Offensive rebound by Team
3:26.0,,,65-89,1,O. Porter makes free throw 2 of 2
3:09.0,K. Irving misses 3-pt shot from 26 ft,,65-89,,
3:07.0,Offensive rebound by T. Mozgov,,65-89,,
2:53.0,T. Mozgov misses 2-pt shot from 5 ft,,65-89,,
2:52.0,,,65-89,,Defensive rebound by O. Porter
2:36.0,,,65-89,,O. Porter misses 3-pt shot from 23 ft
2:35.0,,,65-89,,Offensive rebound by M. Gortat
2:31.0,,,65-89,,B. Beal misses 3-pt shot from 27 ft
2:30.0,Defensive rebound by Team,,65-89,,
2:30.0,,,65-89,,Washington full timeout
2:18.0,K. Irving makes 3-pt shot from 26 ft (assist by M. Dellavedova),3,68-89,,
1:51.0,,,68-92,3,J. Dudley makes 3-pt shot from 26 ft (assist by M. Gortat)
1:41.0,K. Irving makes 2-pt shot from 1 ft,2,70-92,,
1:27.0,,,70-94,2,J. Dudley makes 2-pt shot from 20 ft (assist by J. Wall)
1:16.0,K. Irving misses 2-pt shot from 1 ft,,70-94,,
1:15.0,,,70-94,,Defensive rebound by J. Wall
1:08.0,,,70-94,,Shooting foul by C. Frye (drawn by O. Porter)
1:08.0,,,70-95,1,O. Porter makes free throw 1 of 3
1:08.0,,,70-95,,O. Porter misses free throw 2 of 3
1:08.0,,,70-95,,Offensive rebound by Team
1:08.0,,,70-95,,R. Sessions enters the game for J. Wall
1:08.0,,,70-95,,N. Hilario enters the game for M. Gortat
1:08.0,,,70-96,1,O. Porter makes free throw 3 of 3
1:02.0,,,70-96,,Personal foul by B. Beal (drawn by K. Irving)
1:02.0,,,70-96,,A. Anderson enters the game for O. Porter
0:51.0,C. Frye misses 2-pt shot from 18 ft,,70-96,,
0:50.0,,,70-96,,Defensive rebound by N. Hilario
0:30.0,,,70-96,,A. Anderson misses 2-pt shot from 9 ft
0:29.0,Defensive rebound by C. Frye,,70-96,,
0:24.0,K. Irving misses 3-pt shot from 29 ft,,70-96,,
0:23.0,,,70-96,,Defensive rebound by J. Dudley
0:04.0,,,70-96,,Turnover by R. Sessions (bad pass; steal by M. Dellavedova)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,I. Shumpert makes 2-pt shot from 1 ft (assist by M. Dellavedova),2,72-96,,
11:27.0,Personal block foul by C. Frye (drawn by R. Sessions),,72-96,,
11:21.0,,,72-96,,Shooting foul by I. Shumpert (drawn by N. Hilario)
11:21.0,,,72-96,,N. Hilario misses free throw 1 of 2
11:21.0,,,72-96,,Offensive rebound by Team
11:21.0,,,72-97,1,N. Hilario makes free throw 2 of 2
11:04.0,K. Irving makes 2-pt shot at rim (assist by C. Frye),2,74-97,,
10:53.0,Personal foul by M. Dellavedova (drawn by R. Sessions),,74-97,,
10:38.0,,,74-97,,N. Hilario misses 2-pt shot from 18 ft
10:37.0,Defensive rebound by C. Frye,,74-97,,
10:29.0,Turnover by I. Shumpert (lost ball; steal by A. Anderson),,74-97,,
10:24.0,,,74-99,2,N. Hilario makes 2-pt shot at rim (assist by R. Sessions)
10:24.0,,,74-99,,Shooting foul by M. Dellavedova (drawn by N. Hilario)
10:24.0,,,74-99,,N. Hilario misses free throw 1 of 1
10:21.0,Defensive rebound by C. Frye,,74-99,,
10:01.0,M. Dellavedova misses 3-pt shot from 23 ft,,74-99,,
10:00.0,,,74-99,,Defensive rebound by J. Dudley
9:56.0,,,74-99,,Shooting foul by I. Shumpert (drawn by R. Sessions)
9:56.0,,,74-99,,R. Sessions misses free throw 1 of 2
9:56.0,,,74-99,,Offensive rebound by Team
9:56.0,,,74-100,1,R. Sessions makes free throw 2 of 2
9:44.0,Turnover by K. Irving (lost ball; steal by B. Beal),,74-100,,
9:44.0,Loose ball foul by K. Irving (drawn by B. Beal),,74-100,,
9:44.0,,,74-101,1,B. Beal makes free throw 1 of 2
9:44.0,,,74-102,1,B. Beal makes free throw 2 of 2
9:33.0,K. Irving makes 3-pt shot from 26 ft (assist by M. Dellavedova),3,77-102,,
9:22.0,,,77-102,,Shooting foul by M. Dellavedova (drawn by R. Sessions)
9:22.0,,,77-103,1,R. Sessions makes free throw 1 of 2
9:22.0,,,77-104,1,R. Sessions makes free throw 2 of 2
9:05.0,I. Shumpert misses 3-pt shot from 23 ft,,77-104,,
9:04.0,,,77-104,,Defensive rebound by N. Hilario
8:54.0,,,77-104,,Shooting foul by C. Frye (drawn by R. Sessions)
8:54.0,Official timeout,,77-104,,
8:54.0,R. Jefferson enters the game for M. Dellavedova,,77-104,,
8:54.0,,,77-104,,R. Sessions misses free throw 1 of 2
8:54.0,,,77-104,,Offensive rebound by Team
8:54.0,,,77-105,1,R. Sessions makes free throw 2 of 2
8:37.0,T. Mozgov makes 2-pt shot from 4 ft (assist by K. Irving),2,79-105,,
8:30.0,,,79-105,,Turnover by N. Hilario (offensive foul)
8:30.0,,,79-105,,Offensive foul by N. Hilario
8:19.0,I. Shumpert misses 3-pt shot from 26 ft,,79-105,,
8:18.0,,,79-105,,Defensive rebound by A. Anderson
8:09.0,,,79-108,3,R. Sessions makes 3-pt shot from 24 ft (assist by B. Beal)
7:41.0,K. Irving misses 3-pt shot from 28 ft,,79-108,,
7:40.0,Offensive rebound by I. Shumpert,,79-108,,
7:27.0,C. Frye misses 3-pt shot from 24 ft,,79-108,,
7:26.0,Offensive rebound by T. Mozgov,,79-108,,
7:22.0,,,79-108,,Personal foul by N. Hilario (drawn by K. Irving)
7:13.0,C. Frye misses 3-pt shot from 25 ft,,79-108,,
7:12.0,,,79-108,,Defensive rebound by N. Hilario
7:01.0,,,79-108,,B. Beal misses 2-pt shot from 2 ft (block by T. Mozgov)
6:59.0,Defensive rebound by I. Shumpert,,79-108,,
6:59.0,,,79-108,,Personal take foul by R. Sessions (drawn by K. Irving)
6:59.0,J. McRae enters the game for K. Irving,,79-108,,
6:46.0,I. Shumpert misses 3-pt shot from 25 ft,,79-108,,
6:45.0,,,79-108,,Defensive rebound by N. Hilario
6:37.0,,,79-108,,B. Beal misses 3-pt shot from 26 ft
6:36.0,Defensive rebound by R. Jefferson,,79-108,,
6:28.0,Shooting foul by B. Beal (drawn by T. Mozgov),,79-108,,
6:28.0,T. Mozgov makes free throw 1 of 2,1,80-108,,
6:28.0,T. Mozgov makes free throw 2 of 2,1,81-108,,
6:15.0,,,81-108,,J. Dudley misses 3-pt shot from 25 ft
6:12.0,,,81-108,,Offensive rebound by B. Beal
5:56.0,,,81-108,,A. Anderson misses 3-pt shot from 22 ft
5:55.0,Defensive rebound by T. Mozgov,,81-108,,
5:42.0,Turnover by T. Mozgov (step out of bounds),,81-108,,
5:42.0,,,81-108,,Washington full timeout
5:42.0,,,81-108,,K. Oubre enters the game for A. Anderson
5:42.0,,,81-108,,J. Hickson enters the game for N. Hilario
5:29.0,,,81-110,2,B. Beal makes 2-pt shot from 1 ft (assist by J. Dudley)
5:29.0,,,81-110,,Shooting foul by C. Frye (drawn by B. Beal)
5:29.0,,,81-110,,D. Gooden enters the game for J. Dudley
5:29.0,,,81-111,1,B. Beal makes free throw 1 of 1
5:19.0,C. Frye misses 3-pt shot from 25 ft,,81-111,,
5:18.0,Offensive rebound by T. Mozgov,,81-111,,
5:11.0,,,81-111,,Personal foul by R. Sessions (drawn by J. McRae)
5:11.0,,,81-111,,G. Temple enters the game for B. Beal
5:05.0,I. Shumpert misses 2-pt shot from 20 ft,,81-111,,
5:03.0,,,81-111,,Defensive rebound by K. Oubre
4:55.0,,,81-111,,K. Oubre misses 3-pt shot from 26 ft
4:54.0,Defensive rebound by C. Frye,,81-111,,
4:45.0,Shooting foul by K. Oubre (drawn by R. Jefferson),,81-111,,
4:45.0,R. Jefferson makes free throw 1 of 3,1,82-111,,
4:45.0,R. Jefferson makes free throw 2 of 3,1,83-111,,
4:45.0,R. Jefferson makes free throw 3 of 3,1,84-111,,
4:33.0,,,84-111,,R. Sessions misses 2-pt shot from 7 ft
