time,LA Clippers,pts.away,score,pts.home,Houston
4:54.0,,,24-13,,J. Terry enters the game for P. Beverley
4:54.0,P. Pierce enters the game for J. Green,,24-13,,
4:41.0,,,24-16,3,J. Harden makes 3-pt shot from 24 ft (assist by T. Ariza)
4:21.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,26-16,,
4:12.0,,,26-16,,Shooting foul by L. Mbah a Moute (drawn by J. Harden)
4:12.0,,,26-17,1,J. Harden makes free throw 1 of 2
4:12.0,,,26-17,,M. Beasley enters the game for T. Ariza
4:12.0,,,26-18,1,J. Harden makes free throw 2 of 2
3:45.0,L. Mbah a Moute makes 2-pt shot from 20 ft (assist by J. Crawford),2,28-18,,
3:31.0,,,28-20,2,J. Terry makes 2-pt shot from 11 ft (assist by J. Harden)
3:12.0,J. Crawford misses 3-pt shot from 22 ft,,28-20,,
3:12.0,,,28-20,,Defensive rebound by M. Beasley
2:57.0,,,28-22,2,M. Beasley makes 2-pt shot from 13 ft
2:57.0,LA Clippers full timeout,,28-22,,
2:57.0,A. Rivers enters the game for C. Paul,,28-22,,
2:56.0,Turnover by P. Pierce (bad pass),,28-22,,
2:56.0,Loose ball foul by J. Crawford,,28-22,,
2:46.0,,,28-22,,M. Beasley misses 2-pt shot from 16 ft
2:45.0,Defensive rebound by D. Jordan,,28-22,,
2:30.0,Shooting foul by M. Beasley (drawn by J. Crawford),,28-22,,
2:30.0,J. Crawford makes free throw 1 of 2,1,29-22,,
2:30.0,J. Crawford makes free throw 2 of 2,1,30-22,,
2:16.0,,,30-22,,J. Harden misses 2-pt shot from 16 ft
2:14.0,,,30-22,,Offensive rebound by C. Capela
2:08.0,,,30-22,,C. Brewer misses 3-pt shot from 23 ft
2:07.0,,,30-22,,Offensive rebound by M. Beasley
2:03.0,,,30-22,,J. Terry misses 3-pt shot from 24 ft
2:02.0,,,30-22,,Offensive rebound by C. Capela
1:51.0,,,30-24,2,J. Harden makes 2-pt shot from 16 ft
1:26.0,A. Rivers makes 3-pt shot from 23 ft (assist by P. Pierce),3,33-24,,
1:16.0,,,33-24,,J. Harden misses 3-pt shot from 25 ft
1:15.0,Defensive rebound by A. Rivers,,33-24,,
1:10.0,LA Clippers full timeout,,33-24,,
1:10.0,,,33-24,,D. Howard enters the game for C. Capela
1:10.0,W. Johnson enters the game for L. Mbah a Moute,,33-24,,
1:02.0,W. Johnson makes 2-pt shot at rim (assist by J. Crawford),2,35-24,,
0:47.0,,,35-24,,J. Harden misses 2-pt shot from 4 ft (block by J. Crawford)
0:47.0,Defensive rebound by Team,,35-24,,
0:30.0,A. Rivers misses 3-pt shot from 25 ft,,35-24,,
0:29.0,,,35-24,,Defensive rebound by C. Brewer
0:22.0,,,35-26,2,M. Beasley makes 2-pt shot from 4 ft
0:06.0,,,35-26,,Personal foul by C. Brewer
0:02.0,J. Crawford misses 3-pt shot from 25 ft,,35-26,,
0:01.0,,,35-26,,Defensive rebound by D. Howard
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,Shooting foul by M. Beasley (drawn by A. Rivers),,35-26,,
11:44.0,A. Rivers makes free throw 1 of 2,1,36-26,,
11:44.0,A. Rivers makes free throw 2 of 2,1,37-26,,
11:28.0,,,37-28,2,M. Beasley makes 2-pt shot from 1 ft
11:00.0,J. Crawford makes 3-pt shot from 24 ft (assist by A. Rivers),3,40-28,,
10:53.0,,,40-28,,C. Brewer misses 2-pt shot from 6 ft
10:52.0,Defensive rebound by W. Johnson,,40-28,,
10:44.0,A. Rivers makes 2-pt shot from 18 ft,2,42-28,,
10:23.0,,,42-30,2,M. Beasley makes 2-pt shot from 2 ft (assist by P. Beverley)
10:09.0,J. Crawford misses 3-pt shot from 25 ft,,42-30,,
10:08.0,,,42-30,,Defensive rebound by M. Beasley
9:56.0,,,42-30,,M. Beasley misses 2-pt shot from 3 ft (block by C. Aldrich)
9:55.0,Defensive rebound by A. Rivers,,42-30,,
9:49.0,W. Johnson makes 3-pt shot from 23 ft (assist by J. Crawford),3,45-30,,
9:28.0,,,45-33,3,J. Terry makes 3-pt shot from 22 ft (assist by C. Brewer)
9:01.0,Turnover by Team (shot clock),,45-33,,
8:50.0,Personal foul by C. Aldrich,,45-33,,
8:50.0,,,45-33,,Houston full timeout
8:50.0,J. Redick enters the game for P. Pierce,,45-33,,
8:42.0,,,45-33,,Turnover by D. Howard (lost ball)
8:27.0,J. Crawford makes 3-pt shot from 24 ft (assist by C. Aldrich),3,48-33,,
8:14.0,Personal foul by A. Rivers,,48-33,,
8:14.0,,,48-33,,T. Ariza enters the game for C. Brewer
8:14.0,,,48-33,,J. Harden enters the game for J. Terry
8:07.0,,,48-33,,Turnover by D. Howard (lost ball; steal by C. Aldrich)
8:00.0,W. Johnson makes 3-pt shot from 23 ft (assist by J. Redick),3,51-33,,
7:43.0,,,51-33,,P. Beverley misses 2-pt shot from 8 ft
7:42.0,Defensive rebound by W. Johnson,,51-33,,
7:19.0,C. Aldrich makes 2-pt shot from 9 ft,2,53-33,,
6:55.0,,,53-33,,J. Harden misses 2-pt shot from 16 ft
6:54.0,Defensive rebound by J. Crawford,,53-33,,
6:45.0,A. Rivers makes 3-pt shot from 24 ft (assist by J. Redick),3,56-33,,
6:24.0,,,56-35,2,J. Harden makes 2-pt shot from 2 ft
6:06.0,J. Redick misses 2-pt shot from 21 ft (block by T. Ariza),,56-35,,
6:05.0,,,56-35,,Defensive rebound by M. Beasley
5:59.0,,,56-37,2,J. Harden makes 2-pt shot from 1 ft
5:45.0,,,56-37,,Personal foul by T. Ariza
5:45.0,,,56-37,,Houston full timeout
5:45.0,,,56-37,,C. Brewer enters the game for D. Howard
5:45.0,,,56-37,,C. Capela enters the game for M. Beasley
5:45.0,D. Jordan enters the game for J. Crawford,,56-37,,
5:45.0,C. Paul enters the game for C. Aldrich,,56-37,,
5:37.0,Turnover by D. Jordan (lost ball; steal by P. Beverley),,56-37,,
5:33.0,,,56-39,2,C. Capela makes 2-pt shot from 2 ft
5:06.0,A. Rivers misses 3-pt shot from 25 ft,,56-39,,
5:05.0,,,56-39,,Defensive rebound by T. Ariza
4:48.0,,,56-41,2,T. Ariza makes 2-pt shot at rim (assist by J. Harden)
4:27.0,W. Johnson makes 2-pt shot from 1 ft (assist by C. Paul),2,58-41,,
4:19.0,,,58-41,,Shooting foul by D. Jordan (drawn by J. Harden)
4:19.0,,,58-41,,J. Harden misses free throw 1 of 2
4:19.0,,,58-41,,Offensive rebound by Team
4:19.0,J. Green enters the game for W. Johnson,,58-41,,
4:19.0,L. Mbah a Moute enters the game for A. Rivers,,58-41,,
4:19.0,,,58-42,1,J. Harden makes free throw 2 of 2
4:01.0,J. Redick misses 2-pt shot from 3 ft,,58-42,,
4:00.0,Offensive rebound by D. Jordan,,58-42,,
4:00.0,D. Jordan makes 2-pt shot from 1 ft,2,60-42,,
3:41.0,,,60-42,,Turnover by C. Capela (lost ball; steal by J. Redick)
3:37.0,J. Redick misses 3-pt shot from 24 ft,,60-42,,
3:36.0,Offensive rebound by L. Mbah a Moute,,60-42,,
3:35.0,,,60-42,,Personal foul by C. Brewer
3:32.0,J. Redick misses 2-pt shot from 4 ft,,60-42,,
3:31.0,,,60-42,,Defensive rebound by C. Brewer
3:30.0,Technical foul by J. Redick,,60-42,,
3:30.0,,,60-43,1,J. Harden makes technical free throw
3:17.0,,,60-43,,Turnover by J. Harden (lost ball; steal by D. Jordan)
3:01.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,62-43,,
2:47.0,Violation by D. Jordan (def goaltending),,62-43,,
2:47.0,,,62-45,2,C. Brewer makes 2-pt shot from 2 ft (assist by P. Beverley)
2:32.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,64-45,,
2:16.0,,,64-45,,C. Brewer misses 2-pt shot from 6 ft
2:15.0,,,64-45,,Offensive rebound by C. Capela
2:15.0,,,64-45,,Shooting foul by J. Green (drawn by C. Capela)
2:15.0,LA Clippers full timeout,,64-45,,
2:15.0,,,64-45,,C. Capela misses free throw 1 of 2
2:15.0,,,64-45,,Offensive rebound by Team
2:15.0,,,64-46,1,C. Capela makes free throw 2 of 2
2:08.0,,,64-46,,Personal foul by P. Beverley
2:08.0,,,64-46,,D. Howard enters the game for C. Capela
2:06.0,,,64-46,,Personal take foul by C. Brewer
2:06.0,D. Jordan misses free throw 1 of 2,,64-46,,
2:06.0,Offensive rebound by Team,,64-46,,
2:06.0,,,64-46,,M. Beasley enters the game for C. Brewer
2:06.0,A. Rivers enters the game for J. Redick,,64-46,,
2:06.0,D. Jordan makes free throw 2 of 2,1,65-46,,
1:54.0,,,65-46,,M. Beasley misses 2-pt shot from 12 ft
1:53.0,Defensive rebound by D. Jordan,,65-46,,
1:42.0,C. Paul makes 2-pt shot from 8 ft,2,67-46,,
1:33.0,Personal foul by A. Rivers,,67-46,,
1:33.0,,,67-47,1,T. Ariza makes free throw 1 of 2
1:33.0,,,67-47,,K. McDaniels enters the game for D. Howard
1:33.0,J. Crawford enters the game for A. Rivers,,67-47,,
1:33.0,,,67-48,1,T. Ariza makes free throw 2 of 2
1:30.0,,,67-48,,Personal take foul by K. McDaniels
1:30.0,D. Jordan makes free throw 1 of 2,1,68-48,,
1:30.0,W. Johnson enters the game for J. Crawford,,68-48,,
1:30.0,D. Jordan misses free throw 2 of 2,,68-48,,
1:28.0,,,68-48,,Defensive rebound by M. Beasley
1:06.0,,,68-48,,M. Beasley misses 2-pt shot from 21 ft
1:06.0,Defensive rebound by D. Jordan,,68-48,,
1:04.0,,,68-48,,Personal take foul by K. McDaniels
1:04.0,D. Jordan misses free throw 1 of 2,,68-48,,
1:04.0,Offensive rebound by Team,,68-48,,
1:04.0,D. Jordan makes free throw 2 of 2,1,69-48,,
0:40.0,,,69-48,,Turnover by Team (shot clock)
0:40.0,J. Crawford enters the game for D. Jordan,,69-48,,
0:33.0,Shooting foul by J. Harden (drawn by C. Paul),,69-48,,
0:33.0,C. Paul misses free throw 1 of 2,,69-48,,
0:33.0,Offensive rebound by Team,,69-48,,
0:33.0,D. Jordan enters the game for J. Crawford,,69-48,,
0:33.0,C. Paul makes free throw 2 of 2,1,70-48,,
0:29.0,,,70-48,,Turnover by J. Harden (offensive foul)
0:29.0,,,70-48,,Offensive foul by J. Harden
0:29.0,LA Clippers full timeout,,70-48,,
0:29.0,A. Rivers enters the game for L. Mbah a Moute,,70-48,,
0:29.0,J. Crawford enters the game for D. Jordan,,70-48,,
0:07.0,C. Paul makes 2-pt shot from 15 ft,2,72-48,,
0:00.0,,,72-50,2,P. Beverley makes 2-pt shot from 11 ft (assist by M. Beasley)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,Shooting foul by D. Motiejunas (drawn by D. Jordan),,72-50,,
11:40.0,D. Jordan makes free throw 1 of 2,1,73-50,,
11:40.0,D. Jordan misses free throw 2 of 2,,73-50,,
11:40.0,,,73-50,,Defensive rebound by D. Howard
11:27.0,,,73-53,3,P. Beverley makes 3-pt shot from 25 ft (assist by J. Harden)
11:07.0,Turnover by J. Green (lost ball; steal by P. Beverley),,73-53,,
10:54.0,,,73-53,,Turnover by J. Harden (lost ball; steal by L. Mbah a Moute)
10:50.0,Shooting foul by P. Beverley (drawn by J. Redick),,73-53,,
10:50.0,J. Redick makes free throw 1 of 2,1,74-53,,
10:50.0,J. Redick makes free throw 2 of 2,1,75-53,,
10:34.0,,,75-53,,D. Motiejunas misses 3-pt shot from 24 ft
10:34.0,,,75-53,,Offensive rebound by P. Beverley
10:28.0,,,75-53,,P. Beverley misses 2-pt shot from 10 ft
10:27.0,Defensive rebound by D. Jordan,,75-53,,
10:07.0,Shooting foul by D. Howard (drawn by D. Jordan),,75-53,,
10:07.0,D. Jordan misses free throw 1 of 2,,75-53,,
10:07.0,Offensive rebound by Team,,75-53,,
10:07.0,D. Jordan makes free throw 2 of 2,1,76-53,,
9:57.0,Personal foul by J. Green,,76-53,,
9:49.0,,,76-53,,J. Harden misses 2-pt shot from 2 ft (block by D. Jordan)
9:48.0,,,76-53,,Offensive rebound by T. Ariza
9:44.0,,,76-53,,J. Harden misses 3-pt shot from 23 ft
9:43.0,Defensive rebound by D. Jordan,,76-53,,
9:36.0,J. Green misses 3-pt shot from 23 ft,,76-53,,
9:36.0,,,76-53,,Defensive rebound by D. Howard
9:26.0,,,76-55,2,J. Harden makes 2-pt shot from 10 ft
9:26.0,,,76-55,,Shooting foul by J. Green (drawn by J. Harden)
9:26.0,,,76-55,,J. Harden misses free throw 1 of 1
9:26.0,Defensive rebound by D. Jordan,,76-55,,
9:15.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,78-55,,
9:15.0,Shooting foul by T. Ariza (drawn by D. Jordan),,78-55,,
9:15.0,D. Jordan misses free throw 1 of 1,,78-55,,
9:15.0,,,78-55,,Defensive rebound by T. Ariza
9:01.0,,,78-55,,T. Ariza misses 3-pt shot from 23 ft
9:01.0,Defensive rebound by D. Jordan,,78-55,,
8:49.0,C. Paul misses 2-pt shot from 15 ft,,78-55,,
8:47.0,Offensive rebound by C. Paul,,78-55,,
8:26.0,C. Paul misses 3-pt shot from 31 ft,,78-55,,
8:24.0,Offensive rebound by L. Mbah a Moute,,78-55,,
8:07.0,J. Green misses 2-pt shot from 21 ft,,78-55,,
8:06.0,Offensive rebound by D. Jordan,,78-55,,
8:05.0,J. Redick misses 3-pt shot from 26 ft,,78-55,,
8:04.0,,,78-55,,Defensive rebound by Team
8:04.0,,,78-55,,C. Brewer enters the game for D. Motiejunas
7:50.0,,,78-55,,Shooting foul by J. Green (drawn by C. Brewer)
7:50.0,,,78-56,1,C. Brewer makes free throw 1 of 2
7:50.0,P. Pierce enters the game for J. Green,,78-56,,
7:50.0,,,78-57,1,C. Brewer makes free throw 2 of 2
7:46.0,,,78-57,,Personal take foul by D. Howard
7:46.0,D. Jordan makes free throw 1 of 2,1,79-57,,
7:46.0,D. Jordan makes free throw 2 of 2,1,80-57,,
7:35.0,,,80-57,,T. Ariza misses 2-pt shot from 19 ft
7:34.0,Defensive rebound by C. Paul,,80-57,,
7:20.0,Turnover by C. Paul (lost ball; steal by J. Harden),,80-57,,
7:13.0,,,80-57,,C. Brewer misses 3-pt shot from 25 ft
7:12.0,Defensive rebound by Team,,80-57,,
6:55.0,Offensive foul by J. Redick,,80-57,,
6:55.0,Turnover by J. Redick (offensive foul),,80-57,,
6:41.0,,,80-57,,Turnover by C. Brewer (step out of bounds)
6:26.0,Turnover by P. Pierce (traveling),,80-57,,
6:19.0,,,80-59,2,C. Brewer makes 2-pt shot from 1 ft (assist by T. Ariza)
5:56.0,L. Mbah a Moute misses 3-pt shot from 22 ft,,80-59,,
5:56.0,,,80-59,,Defensive rebound by D. Howard
5:47.0,,,80-59,,J. Harden misses 3-pt shot from 24 ft
5:46.0,Defensive rebound by D. Jordan,,80-59,,
5:36.0,Technical foul by C. Paul,,80-59,,
5:36.0,LA Clippers full timeout,,80-59,,
5:36.0,,,80-60,1,J. Harden makes technical free throw
5:36.0,,,80-60,,Personal foul by P. Beverley
5:36.0,,,80-60,,J. Terry enters the game for P. Beverley
5:36.0,C. Paul makes free throw 1 of 2,1,81-60,,
5:36.0,C. Paul makes free throw 2 of 2,1,82-60,,
5:17.0,,,82-62,2,T. Ariza makes 2-pt shot from 20 ft (assist by J. Harden)
5:03.0,Turnover by C. Paul (bad pass),,82-62,,
5:03.0,Loose ball foul by L. Mbah a Moute,,82-62,,
4:43.0,,,82-64,2,J. Harden makes 2-pt shot from 14 ft
4:30.0,,,82-64,,Personal foul by J. Terry
4:30.0,J. Redick makes free throw 1 of 2,1,83-64,,
4:30.0,J. Redick makes free throw 2 of 2,1,84-64,,
4:16.0,,,84-64,,J. Terry misses 3-pt shot from 25 ft
4:15.0,Defensive rebound by P. Pierce,,84-64,,
4:09.0,Shooting foul by D. Howard (drawn by C. Paul),,84-64,,
4:09.0,C. Paul makes free throw 1 of 2,1,85-64,,
4:09.0,,,85-64,,M. Beasley enters the game for T. Ariza
4:09.0,,,85-64,,K. McDaniels enters the game for D. Howard
4:09.0,C. Paul makes free throw 2 of 2,1,86-64,,
3:48.0,,,86-64,,Turnover by K. McDaniels (lost ball)
3:33.0,C. Paul misses 3-pt shot from 25 ft,,86-64,,
3:32.0,,,86-64,,Defensive rebound by C. Brewer
3:20.0,,,86-67,3,J. Harden makes 3-pt shot from 25 ft (assist by C. Brewer)
3:00.0,L. Mbah a Moute makes 2-pt shot from 3 ft (assist by J. Redick),2,88-67,,
3:00.0,,,88-67,,Shooting block foul by C. Brewer (drawn by L. Mbah a Moute)
3:00.0,J. Crawford enters the game for J. Redick,,88-67,,
3:00.0,A. Rivers enters the game for C. Paul,,88-67,,
3:00.0,L. Mbah a Moute misses free throw 1 of 1,,88-67,,
3:00.0,,,88-67,,Defensive rebound by J. Harden
2:49.0,,,88-67,,K. McDaniels misses 3-pt shot from 23 ft
2:48.0,Defensive rebound by D. Jordan,,88-67,,
2:34.0,Turnover by P. Pierce (lost ball; steal by J. Terry),,88-67,,
2:25.0,,,88-69,2,J. Terry makes 2-pt shot from 9 ft
2:09.0,P. Pierce makes 2-pt shot from 2 ft (assist by J. Crawford),2,90-69,,
1:57.0,,,90-69,,J. Harden misses 3-pt shot from 25 ft
1:57.0,,,90-69,,Offensive rebound by M. Beasley
1:57.0,Personal foul by P. Pierce,,90-69,,
1:57.0,,,90-69,,Houston full timeout
1:57.0,,,90-69,,M. Harrell enters the game for C. Brewer
1:57.0,W. Johnson enters the game for L. Mbah a Moute,,90-69,,
1:57.0,,,90-70,1,M. Beasley makes free throw 1 of 2
1:57.0,,,90-70,,M. Beasley misses free throw 2 of 2
1:55.0,Defensive rebound by P. Pierce,,90-70,,
1:35.0,P. Pierce misses 2-pt shot from 3 ft,,90-70,,
1:34.0,,,90-70,,Defensive rebound by M. Harrell
1:28.0,,,90-72,2,M. Beasley makes 2-pt shot from 2 ft (assist by J. Terry)
1:09.0,A. Rivers misses 3-pt shot from 28 ft,,90-72,,
1:08.0,,,90-72,,Defensive rebound by J. Harden
1:03.0,,,90-72,,Turnover by J. Harden (lost ball; steal by W. Johnson)
1:00.0,A. Rivers makes 2-pt shot from 1 ft,2,92-72,,
0:43.0,,,92-74,2,M. Beasley makes 2-pt shot from 3 ft
0:35.0,P. Pierce makes 3-pt shot from 26 ft (assist by J. Crawford),3,95-74,,
0:29.0,,,95-74,,J. Harden misses 2-pt shot from 2 ft (block by D. Jordan)
0:29.0,,,95-74,,Offensive rebound by Team
0:24.0,Personal foul by W. Johnson,,95-74,,
0:24.0,,,95-74,,M. Beasley misses free throw 1 of 2
0:24.0,,,95-74,,Offensive rebound by Team
0:24.0,,,95-74,,T. Ariza enters the game for J. Terry
0:24.0,,,95-75,1,M. Beasley makes free throw 2 of 2
0:03.0,J. Crawford makes 2-pt shot from 2 ft,2,97-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,Personal foul by A. Rivers,,97-75,,
11:41.0,,,97-75,,M. Harrell misses 2-pt shot from 2 ft (block by C. Aldrich)
11:40.0,,,97-75,,Offensive rebound by M. Harrell
11:38.0,,,97-75,,M. Harrell misses 2-pt shot from 6 ft
11:37.0,,,97-75,,Offensive rebound by M. Beasley
11:37.0,,,97-77,2,M. Beasley makes 2-pt shot at rim
11:16.0,W. Johnson makes 2-pt shot from 1 ft (assist by J. Crawford),2,99-77,,
11:13.0,,,99-77,,Turnover by J. Harden (lost ball; steal by J. Crawford)
11:08.0,P. Pierce makes 2-pt shot from 21 ft (assist by J. Crawford),2,101-77,,
10:51.0,,,101-77,,M. Beasley misses 2-pt shot from 3 ft (block by C. Aldrich)
10:50.0,Defensive rebound by W. Johnson,,101-77,,
10:41.0,A. Rivers misses 2-pt shot from 3 ft (block by M. Harrell),,101-77,,
10:40.0,,,101-77,,Defensive rebound by T. Ariza
10:32.0,,,101-80,3,J. Harden makes 3-pt shot from 23 ft (assist by T. Ariza)
10:08.0,P. Pierce misses 2-pt shot from 17 ft,,101-80,,
10:07.0,,,101-80,,Defensive rebound by M. Beasley
10:01.0,,,101-83,3,J. Harden makes 3-pt shot from 24 ft (assist by J. Terry)
10:00.0,LA Clippers full timeout,,101-83,,
10:00.0,,,101-83,,D. Howard enters the game for M. Beasley
9:44.0,P. Pierce misses 2-pt shot from 12 ft,,101-83,,
9:44.0,,,101-83,,Defensive rebound by Team
9:44.0,Loose ball foul by C. Aldrich,,101-83,,
9:44.0,J. Redick enters the game for P. Pierce,,101-83,,
9:28.0,,,101-83,,M. Harrell misses 2-pt shot from 2 ft
9:27.0,Defensive rebound by A. Rivers,,101-83,,
9:03.0,J. Crawford misses 3-pt shot from 26 ft,,101-83,,
9:02.0,,,101-83,,Defensive rebound by J. Terry
8:46.0,,,101-83,,Shooting foul by C. Aldrich (drawn by D. Howard)
8:46.0,,,101-83,,D. Howard misses free throw 1 of 2
8:46.0,,,101-83,,Offensive rebound by Team
8:46.0,,,101-84,1,D. Howard makes free throw 2 of 2
8:32.0,J. Redick misses 3-pt shot from 26 ft,,101-84,,
8:31.0,,,101-84,,Defensive rebound by J. Terry
8:23.0,,,101-86,2,J. Terry makes 2-pt shot from 2 ft
8:05.0,,,101-86,,Personal foul by T. Ariza
8:05.0,C. Paul enters the game for A. Rivers,,101-86,,
8:05.0,D. Jordan enters the game for W. Johnson,,101-86,,
8:05.0,L. Mbah a Moute enters the game for C. Aldrich,,101-86,,
7:52.0,C. Paul makes 2-pt shot from 18 ft,2,103-86,,
7:37.0,,,103-88,2,M. Harrell makes 2-pt shot from 2 ft (assist by J. Harden)
7:20.0,J. Redick makes 2-pt shot from 21 ft (assist by C. Paul),2,105-88,,
7:11.0,,,105-91,3,T. Ariza makes 3-pt shot from 23 ft (assist by J. Harden)
6:45.0,J. Redick misses 3-pt shot from 25 ft,,105-91,,
6:44.0,Offensive rebound by L. Mbah a Moute,,105-91,,
6:42.0,Turnover by J. Redick (step out of bounds),,105-91,,
6:22.0,,,105-93,2,J. Terry makes 2-pt shot from 7 ft (assist by D. Howard)
6:03.0,Shooting foul by J. Terry (drawn by J. Crawford),,105-93,,
6:03.0,J. Crawford makes free throw 1 of 2,1,106-93,,
6:03.0,J. Crawford makes free throw 2 of 2,1,107-93,,
5:47.0,,,107-95,2,D. Howard makes 2-pt shot at rim (assist by M. Harrell)
5:27.0,J. Crawford makes 2-pt shot from 14 ft,2,109-95,,
5:14.0,,,109-98,3,T. Ariza makes 3-pt shot from 25 ft (assist by J. Harden)
4:49.0,C. Paul makes 2-pt shot from 2 ft,2,111-98,,
4:34.0,,,111-100,2,M. Harrell makes 2-pt shot at rim (assist by J. Terry)
4:02.0,C. Paul misses 3-pt shot from 29 ft,,111-100,,
4:01.0,Offensive rebound by D. Jordan,,111-100,,
3:40.0,J. Redick makes 3-pt shot from 25 ft (assist by C. Paul),3,114-100,,
3:40.0,,,114-100,,Houston full timeout
3:18.0,,,114-100,,J. Harden misses 2-pt shot from 12 ft
3:17.0,,,114-100,,Offensive rebound by T. Ariza
3:16.0,,,114-100,,Shooting foul by D. Jordan (drawn by T. Ariza)
3:16.0,,,114-101,1,T. Ariza makes free throw 1 of 2
