time,New York,pts.away,score,pts.home,Miami
2:00.0,S. Vujacic enters the game for A. Afflalo,,19-19,,
2:00.0,,,19-19,,T. Johnson enters the game for G. Dragic
2:00.0,,,19-20,1,H. Whiteside makes free throw 1 of 2
2:00.0,,,19-20,,H. Whiteside misses free throw 2 of 2
1:59.0,Defensive rebound by L. Thomas,,19-20,,
1:46.0,L. Thomas misses 3-pt shot from 24 ft,,19-20,,
1:45.0,,,19-20,,Defensive rebound by J. Winslow
1:28.0,,,19-20,,J. McRoberts misses 2-pt shot from 6 ft
1:27.0,,,19-20,,Offensive rebound by J. McRoberts
1:27.0,Personal foul by S. Vujacic (drawn by J. McRoberts),,19-20,,
1:27.0,,,19-21,1,J. McRoberts makes free throw 1 of 2
1:27.0,K. O'Quinn enters the game for R. Lopez,,19-21,,
1:27.0,D. Williams enters the game for C. Anthony,,19-21,,
1:27.0,,,19-21,,C. Bosh enters the game for H. Whiteside
1:27.0,,,19-22,1,J. McRoberts makes free throw 2 of 2
1:07.0,L. Thomas misses 2-pt shot from 20 ft,,19-22,,
1:06.0,,,19-22,,Defensive rebound by G. Green
0:54.0,,,19-22,,G. Green misses 2-pt shot from 1 ft
0:53.0,Defensive rebound by K. O'Quinn,,19-22,,
0:43.0,Turnover by K. O'Quinn (bad pass; steal by C. Bosh),,19-22,,
0:39.0,,,19-24,2,J. Winslow makes 2-pt shot from 1 ft
0:16.0,K. O'Quinn misses 2-pt shot from 17 ft,,19-24,,
0:15.0,,,19-24,,Defensive rebound by J. Winslow
0:03.0,Personal foul by L. Thomas (drawn by T. Johnson),,19-24,,
0:03.0,,,19-25,1,T. Johnson makes free throw 1 of 2
0:03.0,,,19-26,1,T. Johnson makes free throw 2 of 2
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,19-28,2,G. Green makes 2-pt shot at rim (assist by J. McRoberts)
11:27.0,Turnover by K. O'Quinn (bad pass; steal by T. Johnson),,19-28,,
11:21.0,,,19-28,,T. Johnson misses 2-pt shot from 1 ft (block by K. O'Quinn)
11:18.0,Defensive rebound by S. Vujacic,,19-28,,
11:12.0,L. Thomas misses 3-pt shot from 24 ft,,19-28,,
11:11.0,,,19-28,,Defensive rebound by J. McRoberts
11:02.0,,,19-28,,J. McRoberts misses 3-pt shot from 24 ft
11:01.0,,,19-28,,Offensive rebound by C. Bosh
10:59.0,,,19-28,,Shooting foul by K. O'Quinn (drawn by C. Bosh)
10:59.0,,,19-29,1,C. Bosh makes free throw 1 of 2
10:59.0,K. Porzingis enters the game for L. Thomas,,19-29,,
10:59.0,J. Grant enters the game for S. Vujacic,,19-29,,
10:59.0,,,19-30,1,C. Bosh makes free throw 2 of 2
10:39.0,J. Grant misses 2-pt shot from 17 ft,,19-30,,
10:37.0,Offensive rebound by K. Porzingis,,19-30,,
10:33.0,K. Porzingis makes 2-pt shot from 14 ft,2,21-30,,
10:18.0,,,21-30,,C. Bosh misses 2-pt shot from 18 ft
10:17.0,Defensive rebound by K. O'Quinn,,21-30,,
9:57.0,K. Porzingis misses 2-pt shot from 10 ft,,21-30,,
9:56.0,,,21-30,,Defensive rebound by J. Winslow
9:47.0,,,21-33,3,C. Bosh makes 3-pt shot from 24 ft (assist by J. McRoberts)
9:33.0,L. Galloway misses 3-pt shot from 24 ft,,21-33,,
9:32.0,,,21-33,,Defensive rebound by C. Bosh
9:21.0,,,21-33,,G. Green misses 3-pt shot from 23 ft
9:20.0,Defensive rebound by D. Williams,,21-33,,
9:12.0,New York full timeout,,21-33,,
9:12.0,A. Afflalo enters the game for K. O'Quinn,,21-33,,
9:12.0,C. Anthony enters the game for D. Williams,,21-33,,
9:08.0,,,21-33,,Personal foul by J. Winslow (drawn by C. Anthony)
8:58.0,L. Galloway misses 2-pt shot from 2 ft,,21-33,,
8:57.0,,,21-33,,Defensive rebound by C. Bosh
8:52.0,,,21-33,,J. Winslow misses 2-pt shot from 1 ft
8:51.0,,,21-33,,Offensive rebound by G. Green
8:50.0,,,21-35,2,G. Green makes 2-pt shot at rim
8:36.0,Turnover by C. Anthony (bad pass),,21-35,,
8:24.0,,,21-35,,G. Green misses 3-pt shot from 25 ft
8:23.0,Defensive rebound by K. Porzingis,,21-35,,
8:13.0,C. Anthony misses 3-pt shot from 25 ft,,21-35,,
8:12.0,,,21-35,,Defensive rebound by G. Green
7:57.0,,,21-35,,Shooting foul by K. Porzingis (drawn by C. Bosh)
7:57.0,,,21-36,1,C. Bosh makes free throw 1 of 2
7:57.0,,,21-36,,D. Wade enters the game for G. Green
7:57.0,,,21-37,1,C. Bosh makes free throw 2 of 2
7:46.0,J. Grant misses 2-pt shot from 2 ft,,21-37,,
7:45.0,,,21-37,,Defensive rebound by D. Wade
7:36.0,,,21-37,,C. Bosh misses 3-pt shot from 24 ft
7:35.0,,,21-37,,Offensive rebound by T. Johnson
7:34.0,,,21-37,,T. Johnson misses 2-pt shot at rim
7:33.0,Defensive rebound by A. Afflalo,,21-37,,
7:21.0,A. Afflalo misses 3-pt shot from 25 ft,,21-37,,
7:21.0,,,21-37,,Defensive rebound by Team
6:55.0,,,21-39,2,C. Bosh makes 2-pt shot from 17 ft (assist by D. Wade)
6:36.0,J. Grant misses 3-pt shot from 25 ft,,21-39,,
6:35.0,Offensive rebound by C. Anthony,,21-39,,
6:31.0,K. Porzingis misses 2-pt shot from 13 ft,,21-39,,
6:30.0,,,21-39,,Defensive rebound by C. Bosh
6:09.0,,,21-42,3,T. Johnson makes 3-pt shot from 24 ft (assist by J. Winslow)
6:08.0,New York full timeout,,21-42,,
6:08.0,R. Lopez enters the game for L. Galloway,,21-42,,
6:08.0,J. Calderon enters the game for J. Grant,,21-42,,
6:08.0,,,21-42,,H. Whiteside enters the game for C. Bosh
6:08.0,,,21-42,,L. Deng enters the game for J. McRoberts
5:51.0,Shooting foul by J. Winslow (drawn by C. Anthony),,21-42,,
5:51.0,C. Anthony makes free throw 1 of 2,1,22-42,,
5:51.0,C. Anthony makes free throw 2 of 2,1,23-42,,
5:30.0,,,23-42,,J. Winslow misses 2-pt shot from 2 ft (block by K. Porzingis)
5:29.0,Defensive rebound by K. Porzingis,,23-42,,
5:14.0,R. Lopez misses 2-pt shot from 7 ft,,23-42,,
5:13.0,,,23-42,,Defensive rebound by T. Johnson
5:03.0,,,23-42,,D. Wade misses 3-pt shot from 25 ft
5:02.0,Defensive rebound by K. Porzingis,,23-42,,
4:51.0,J. Calderon misses 2-pt shot from 17 ft,,23-42,,
4:50.0,,,23-42,,Defensive rebound by J. Winslow
4:44.0,,,23-44,2,T. Johnson makes 2-pt shot from 21 ft (assist by J. Winslow)
4:23.0,R. Lopez makes 2-pt shot from 4 ft,2,25-44,,
3:58.0,,,25-46,2,L. Deng makes 2-pt shot at rim (assist by H. Whiteside)
3:44.0,C. Anthony makes 2-pt shot from 16 ft,2,27-46,,
3:24.0,,,27-46,,D. Wade misses 2-pt shot from 7 ft
3:23.0,,,27-46,,Offensive rebound by D. Wade
3:23.0,,,27-46,,Shooting foul by A. Afflalo (drawn by D. Wade)
3:23.0,,,27-47,1,D. Wade makes free throw 1 of 2
3:23.0,,,27-47,,G. Dragic enters the game for T. Johnson
3:23.0,,,27-48,1,D. Wade makes free throw 2 of 2
3:01.0,R. Lopez misses 2-pt shot from 9 ft,,27-48,,
3:00.0,,,27-48,,Defensive rebound by G. Dragic
2:52.0,,,27-50,2,J. Winslow makes 2-pt shot from 1 ft (assist by G. Dragic)
2:28.0,A. Afflalo makes 2-pt shot from 16 ft,2,29-50,,
2:08.0,,,29-50,,L. Deng misses 3-pt shot from 24 ft
2:07.0,Defensive rebound by R. Lopez,,29-50,,
2:00.0,,,29-50,,Personal foul by G. Dragic (drawn by J. Calderon)
2:00.0,Official timeout,,29-50,,
1:50.0,R. Lopez misses 2-pt shot from 6 ft,,29-50,,
1:49.0,,,29-50,,Defensive rebound by G. Dragic
1:31.0,,,29-50,,Turnover by G. Dragic (bad pass; steal by C. Anthony)
1:26.0,A. Afflalo misses 2-pt shot from 1 ft (block by J. Winslow),,29-50,,
1:25.0,,,29-50,,Defensive rebound by G. Dragic
1:18.0,,,29-50,,L. Deng misses 3-pt shot from 23 ft
1:17.0,,,29-50,,Offensive rebound by H. Whiteside
1:15.0,,,29-50,,Turnover by H. Whiteside (lost ball)
0:58.0,,,29-50,,Violation by H. Whiteside (kicked ball)
0:58.0,,,29-50,,T. Johnson enters the game for D. Wade
0:58.0,,,29-50,,C. Bosh enters the game for J. Winslow
0:52.0,Shooting foul by C. Bosh (drawn by R. Lopez),,29-50,,
0:52.0,R. Lopez makes free throw 1 of 2,1,30-50,,
0:52.0,,,30-50,,J. McRoberts enters the game for C. Bosh
0:52.0,R. Lopez misses free throw 2 of 2,,30-50,,
0:51.0,,,30-50,,Defensive rebound by L. Deng
0:34.0,,,30-52,2,G. Dragic makes 2-pt shot from 16 ft
0:22.0,C. Anthony misses 2-pt shot from 17 ft,,30-52,,
0:21.0,,,30-52,,Defensive rebound by J. McRoberts
0:01.0,,,30-52,,Turnover by L. Deng (lost ball; steal by C. Anthony)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,30-52,,H. Whiteside misses 2-pt shot at rim
11:43.0,,,30-52,,Offensive rebound by G. Dragic
11:42.0,,,30-52,,C. Bosh misses 3-pt shot from 24 ft
11:41.0,Defensive rebound by C. Anthony,,30-52,,
11:19.0,Turnover by A. Afflalo (lost ball; steal by C. Bosh),,30-52,,
10:56.0,,,30-52,,G. Dragic misses 3-pt shot from 23 ft
10:55.0,Defensive rebound by K. Porzingis,,30-52,,
10:43.0,Turnover by R. Lopez (bad pass; steal by G. Dragic),,30-52,,
10:37.0,,,30-52,,L. Deng misses 2-pt shot from 1 ft
10:36.0,,,30-52,,Offensive rebound by L. Deng
10:35.0,,,30-54,2,L. Deng makes 2-pt shot from 1 ft
10:21.0,Turnover by A. Afflalo (bad pass; steal by H. Whiteside),,30-54,,
10:10.0,,,30-56,2,G. Dragic makes 2-pt shot from 8 ft
10:10.0,,,30-56,,Shooting foul by K. Porzingis (drawn by G. Dragic)
10:10.0,,,30-56,,G. Dragic misses free throw 1 of 1
10:09.0,,,30-56,,Offensive rebound by D. Wade
9:58.0,,,30-56,,D. Wade misses 2-pt shot from 15 ft
9:57.0,,,30-56,,Offensive rebound by H. Whiteside
9:55.0,,,30-56,,H. Whiteside misses 2-pt shot at rim
9:54.0,Defensive rebound by R. Lopez,,30-56,,
9:47.0,C. Anthony makes 2-pt shot from 9 ft,2,32-56,,
9:35.0,Personal foul by A. Afflalo (drawn by G. Dragic),,32-56,,
9:25.0,,,32-56,,D. Wade misses 2-pt shot from 11 ft
9:24.0,Defensive rebound by K. Porzingis,,32-56,,
9:20.0,Shooting foul by G. Dragic (drawn by A. Afflalo),,32-56,,
9:20.0,A. Afflalo makes free throw 1 of 2,1,33-56,,
9:20.0,A. Afflalo makes free throw 2 of 2,1,34-56,,
9:10.0,,,34-56,,D. Wade misses 2-pt shot at rim (block by K. Porzingis)
9:09.0,Defensive rebound by K. Porzingis,,34-56,,
8:58.0,,,34-56,,Personal foul by D. Wade (drawn by A. Afflalo)
8:49.0,K. Porzingis makes 3-pt shot from 25 ft (assist by A. Afflalo),3,37-56,,
8:25.0,,,37-58,2,D. Wade makes 2-pt shot from 2 ft (assist by C. Bosh)
8:06.0,Turnover by R. Lopez (lost ball; steal by G. Dragic),,37-58,,
8:05.0,Personal foul by K. Porzingis (drawn by D. Wade),,37-58,,
7:56.0,,,37-58,,G. Dragic misses 2-pt shot from 19 ft
7:55.0,Defensive rebound by C. Anthony,,37-58,,
7:44.0,A. Afflalo makes 3-pt shot from 24 ft (assist by K. Porzingis),3,40-58,,
7:27.0,,,40-58,,H. Whiteside misses 2-pt shot from 1 ft (block by C. Anthony)
7:26.0,,,40-58,,Offensive rebound by G. Dragic
7:24.0,,,40-58,,Shooting foul by R. Lopez (drawn by C. Bosh)
7:24.0,,,40-58,,C. Bosh misses free throw 1 of 2
7:24.0,,,40-58,,Offensive rebound by Team
7:24.0,,,40-59,1,C. Bosh makes free throw 2 of 2
7:13.0,Shooting foul by H. Whiteside (drawn by K. Porzingis),,40-59,,
7:13.0,K. Porzingis makes free throw 1 of 2,1,41-59,,
7:13.0,K. Porzingis makes free throw 2 of 2,1,42-59,,
7:00.0,,,42-59,,L. Deng misses 2-pt shot from 18 ft
6:59.0,Defensive rebound by K. Porzingis,,42-59,,
6:51.0,K. Porzingis misses 3-pt shot from 25 ft,,42-59,,
6:50.0,Offensive rebound by A. Afflalo,,42-59,,
6:30.0,R. Lopez misses 2-pt shot at rim,,42-59,,
6:29.0,,,42-59,,Defensive rebound by H. Whiteside
6:15.0,,,42-59,,C. Bosh misses 3-pt shot from 25 ft
6:14.0,Defensive rebound by J. Calderon,,42-59,,
5:55.0,K. Porzingis misses 2-pt shot from 8 ft,,42-59,,
5:54.0,Offensive rebound by R. Lopez,,42-59,,
5:53.0,R. Lopez makes 2-pt shot from 6 ft,2,44-59,,
5:53.0,,,44-59,,Miami full timeout
5:53.0,,,44-59,,J. Winslow enters the game for C. Bosh
5:31.0,,,44-62,3,J. Winslow makes 3-pt shot from 23 ft (assist by D. Wade)
5:11.0,A. Afflalo misses 3-pt shot from 24 ft,,44-62,,
5:10.0,,,44-62,,Defensive rebound by H. Whiteside
4:57.0,,,44-64,2,D. Wade makes 2-pt shot from 19 ft
4:33.0,C. Anthony misses 3-pt shot from 24 ft,,44-64,,
4:32.0,,,44-64,,Defensive rebound by H. Whiteside
4:24.0,,,44-64,,Shooting foul by A. Afflalo (drawn by D. Wade)
4:24.0,,,44-65,1,D. Wade makes free throw 1 of 2
4:24.0,,,44-66,1,D. Wade makes free throw 2 of 2
4:08.0,C. Anthony makes 2-pt shot from 3 ft,2,46-66,,
3:44.0,,,46-68,2,D. Wade makes 2-pt shot from 19 ft
3:32.0,C. Anthony makes 2-pt shot from 18 ft,2,48-68,,
3:07.0,,,48-70,2,D. Wade makes 2-pt shot from 9 ft (assist by J. Winslow)
2:52.0,K. Porzingis makes 2-pt shot from 11 ft,2,50-70,,
2:39.0,Personal foul by R. Lopez (drawn by H. Whiteside),,50-70,,
2:39.0,New York full timeout,,50-70,,
2:39.0,L. Amundson enters the game for K. Porzingis,,50-70,,
2:39.0,L. Galloway enters the game for R. Lopez,,50-70,,
2:39.0,J. Grant enters the game for A. Afflalo,,50-70,,
2:39.0,K. Seraphin enters the game for J. Calderon,,50-70,,
2:39.0,,,50-70,,J. McRoberts enters the game for L. Deng
2:39.0,,,50-70,,T. Johnson enters the game for D. Wade
2:39.0,,,50-70,,H. Whiteside misses free throw 1 of 2
2:39.0,,,50-70,,Offensive rebound by Team
2:39.0,,,50-70,,H. Whiteside misses free throw 2 of 2
2:38.0,,,50-70,,Offensive rebound by J. McRoberts
2:15.0,,,50-70,,Turnover by Team (shot clock)
1:56.0,Shooting foul by H. Whiteside (drawn by L. Amundson),,50-70,,
1:56.0,L. Amundson makes free throw 1 of 2,1,51-70,,
1:56.0,,,51-70,,C. Bosh enters the game for H. Whiteside
1:56.0,L. Amundson makes free throw 2 of 2,1,52-70,,
1:43.0,,,52-70,,Shooting foul by L. Amundson (drawn by T. Johnson)
1:43.0,,,52-71,1,T. Johnson makes free throw 1 of 2
1:43.0,,,52-71,,T. Johnson misses free throw 2 of 2
1:42.0,Defensive rebound by L. Amundson,,52-71,,
1:24.0,K. Seraphin misses 2-pt shot from 10 ft,,52-71,,
1:23.0,,,52-71,,Defensive rebound by J. McRoberts
1:18.0,Personal foul by L. Galloway (drawn by T. Johnson),,52-71,,
1:18.0,,,52-72,1,T. Johnson makes free throw 1 of 2
1:18.0,,,52-73,1,T. Johnson makes free throw 2 of 2
1:05.0,K. Seraphin misses 2-pt shot from 11 ft,,52-73,,
1:04.0,,,52-73,,Defensive rebound by G. Dragic
0:58.0,,,52-73,,Turnover by G. Dragic (lost ball; steal by L. Galloway)
0:52.0,L. Galloway misses 2-pt shot from 2 ft (block by T. Johnson),,52-73,,
0:51.0,Offensive rebound by C. Anthony,,52-73,,
0:48.0,,,52-73,,Personal foul by J. Winslow (drawn by C. Anthony)
0:48.0,C. Anthony makes free throw 1 of 2,1,53-73,,
0:48.0,C. Anthony makes free throw 2 of 2,1,54-73,,
0:28.0,,,54-73,,Turnover by C. Bosh (lost ball; steal by C. Anthony)
0:24.0,C. Anthony misses 3-pt shot from 29 ft,,54-73,,
0:23.0,Offensive rebound by L. Amundson,,54-73,,
0:22.0,L. Amundson misses 2-pt shot at rim,,54-73,,
0:21.0,Offensive rebound by K. Seraphin,,54-73,,
0:20.0,K. Seraphin makes 2-pt shot from 1 ft,2,56-73,,
0:03.0,,,56-73,,C. Bosh misses 3-pt shot from 25 ft
0:00.0,,,56-73,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,C. Anthony makes 2-pt shot from 12 ft,2,58-73,,
11:42.0,Shooting foul by J. Winslow (drawn by C. Anthony),,58-73,,
11:42.0,C. Anthony makes free throw 1 of 1,1,59-73,,
11:23.0,,,59-73,,C. Bosh misses 2-pt shot from 18 ft
11:22.0,Defensive rebound by C. Anthony,,59-73,,
11:13.0,L. Amundson makes 2-pt shot from 2 ft (assist by C. Anthony),2,61-73,,
11:13.0,Shooting foul by J. McRoberts (drawn by L. Amundson),,61-73,,
11:13.0,L. Amundson misses free throw 1 of 1,,61-73,,
11:12.0,Offensive rebound by J. Grant,,61-73,,
11:07.0,C. Anthony misses 3-pt shot from 25 ft,,61-73,,
11:06.0,,,61-73,,Defensive rebound by G. Green
10:47.0,Personal foul by K. Seraphin (drawn by C. Bosh),,61-73,,
10:36.0,,,61-73,,Shooting foul by L. Amundson (drawn by C. Bosh)
10:36.0,,,61-74,1,C. Bosh makes free throw 1 of 2
10:36.0,,,61-75,1,C. Bosh makes free throw 2 of 2
10:16.0,K. Seraphin misses 2-pt shot from 7 ft,,61-75,,
10:15.0,,,61-75,,Defensive rebound by C. Bosh
10:03.0,,,61-75,,Shooting foul by K. Seraphin (drawn by C. Bosh)
10:03.0,,,61-76,1,C. Bosh makes free throw 1 of 2
10:03.0,,,61-76,,L. Deng enters the game for J. Winslow
10:03.0,,,61-77,1,C. Bosh makes free throw 2 of 2
9:46.0,L. Galloway misses 3-pt shot from 23 ft,,61-77,,
9:45.0,,,61-77,,Defensive rebound by C. Bosh
9:33.0,,,61-77,,Turnover by T. Johnson (bad pass; steal by C. Anthony)
9:22.0,,,61-77,,Personal foul by J. McRoberts
9:22.0,K. Porzingis enters the game for K. Seraphin,,61-77,,
9:15.0,L. Amundson misses 2-pt shot from 5 ft,,61-77,,
9:14.0,,,61-77,,Defensive rebound by J. McRoberts
9:05.0,,,61-79,2,G. Green makes 2-pt shot from 6 ft (assist by T. Johnson)
9:05.0,,,61-79,,Shooting foul by J. Grant (drawn by G. Green)
9:05.0,,,61-80,1,G. Green makes free throw 1 of 1
8:48.0,J. Grant misses 2-pt shot from 2 ft,,61-80,,
8:47.0,,,61-80,,Defensive rebound by J. McRoberts
8:26.0,,,61-80,,C. Bosh misses 2-pt shot from 16 ft
8:24.0,Defensive rebound by K. Porzingis,,61-80,,
8:17.0,L. Amundson makes 2-pt shot from 1 ft (assist by C. Anthony),2,63-80,,
8:01.0,,,63-80,,G. Green misses 2-pt shot from 16 ft
8:00.0,Defensive rebound by K. Porzingis,,63-80,,
7:45.0,K. Porzingis makes 2-pt shot from 1 ft (assist by C. Anthony),2,65-80,,
7:45.0,,,65-80,,Miami full timeout
7:45.0,J. Calderon enters the game for J. Grant,,65-80,,
7:24.0,,,65-80,,C. Bosh misses 2-pt shot from 14 ft
7:23.0,,,65-80,,Offensive rebound by J. McRoberts
7:15.0,,,65-80,,G. Green misses 3-pt shot from 25 ft
7:14.0,Defensive rebound by K. Porzingis,,65-80,,
7:05.0,Shooting foul by G. Green (drawn by C. Anthony),,65-80,,
7:05.0,C. Anthony makes free throw 1 of 2,1,66-80,,
7:05.0,,,66-80,,D. Wade enters the game for G. Green
7:05.0,,,66-80,,H. Whiteside enters the game for C. Bosh
7:05.0,R. Lopez enters the game for L. Amundson,,66-80,,
7:05.0,C. Anthony makes free throw 2 of 2,1,67-80,,
6:47.0,,,67-80,,D. Wade misses 2-pt shot from 4 ft
6:46.0,Defensive rebound by L. Galloway,,67-80,,
6:34.0,C. Anthony misses 2-pt shot from 22 ft,,67-80,,
6:33.0,,,67-80,,Defensive rebound by J. McRoberts
6:19.0,,,67-80,,D. Wade misses 2-pt shot from 16 ft
6:18.0,,,67-80,,Offensive rebound by T. Johnson
6:17.0,,,67-82,2,T. Johnson makes 2-pt shot at rim
6:03.0,C. Anthony misses 2-pt shot from 2 ft,,67-82,,
6:02.0,,,67-82,,Defensive rebound by L. Deng
5:48.0,,,67-82,,J. McRoberts misses 3-pt shot from 24 ft
5:47.0,Defensive rebound by L. Galloway,,67-82,,
5:39.0,Official timeout,,67-82,,
5:39.0,,,67-82,,G. Dragic enters the game for J. McRoberts
5:39.0,,,67-82,,J. Winslow enters the game for T. Johnson
5:26.0,L. Galloway misses 3-pt shot from 48 ft,,67-82,,
5:25.0,Offensive rebound by Team,,67-82,,
5:25.0,Turnover by Team (shot clock),,67-82,,
5:11.0,,,67-84,2,H. Whiteside makes 2-pt shot at rim (assist by D. Wade)
4:55.0,K. Porzingis misses 2-pt shot from 12 ft,,67-84,,
4:54.0,,,67-84,,Defensive rebound by J. Winslow
4:41.0,,,67-84,,D. Wade misses 2-pt shot from 17 ft
4:40.0,Defensive rebound by K. Porzingis,,67-84,,
4:23.0,J. Calderon misses 3-pt shot from 24 ft,,67-84,,
4:22.0,Offensive rebound by R. Lopez,,67-84,,
4:20.0,R. Lopez misses 2-pt shot from 1 ft (block by H. Whiteside),,67-84,,
4:19.0,Offensive rebound by Team,,67-84,,
4:19.0,A. Afflalo enters the game for L. Galloway,,67-84,,
4:17.0,Turnover by C. Anthony (bad pass),,67-84,,
