time,LA Clippers,pts.away,score,pts.home,Dallas
3:16.0,Defensive rebound by P. Pierce,,24-19,,
3:09.0,J. Crawford makes 2-pt shot from 9 ft,2,26-19,,
2:54.0,,,26-19,,J. Barea misses 2-pt shot from 8 ft
2:54.0,Defensive rebound by P. Pierce,,26-19,,
2:50.0,J. Crawford makes 2-pt shot from 5 ft (assist by C. Paul),2,28-19,,
2:30.0,,,28-21,2,D. Nowitzki makes 2-pt shot from 1 ft (assist by J. Barea)
2:15.0,P. Pierce makes 3-pt shot from 24 ft (assist by C. Paul),3,31-21,,
2:02.0,Personal block foul by J. Smith (drawn by D. Nowitzki),,31-21,,
2:02.0,LA Clippers full timeout,,31-21,,
2:02.0,W. Johnson enters the game for C. Paul,,31-21,,
1:50.0,,,31-23,2,D. Nowitzki makes 2-pt shot from 9 ft
1:33.0,P. Pierce misses 3-pt shot from 24 ft,,31-23,,
1:33.0,,,31-23,,Defensive rebound by Team
1:13.0,,,31-25,2,J. Anderson makes 2-pt shot from 1 ft (assist by D. Harris)
0:57.0,,,31-25,,Personal block foul by J. Anderson (drawn by W. Johnson)
0:57.0,W. Johnson misses free throw 1 of 2,,31-25,,
0:57.0,Offensive rebound by Team,,31-25,,
0:57.0,W. Johnson makes free throw 2 of 2,1,32-25,,
0:33.0,,,32-27,2,C. Villanueva makes 2-pt shot from 18 ft
0:10.0,W. Johnson makes 3-pt shot from 22 ft (assist by P. Pierce),3,35-27,,
0:03.0,,,35-27,,Shooting foul by J. Smith (drawn by J. Barea)
0:03.0,,,35-27,,J. Barea misses free throw 1 of 2
0:03.0,,,35-27,,Offensive rebound by Team
0:03.0,,,35-27,,J. Evans enters the game for D. Nowitzki
0:03.0,,,35-27,,J. Barea misses free throw 2 of 2
0:03.0,Defensive rebound by P. Pierce,,35-27,,
0:00.0,A. Rivers misses 3-pt shot from 30 ft,,35-27,,
0:00.0,Offensive rebound by Team,,35-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,35-29,2,J. Anderson makes 2-pt shot from 18 ft (assist by C. Villanueva)
11:27.0,A. Rivers misses 2-pt shot from 13 ft,,35-29,,
11:26.0,,,35-29,,Defensive rebound by C. Villanueva
11:20.0,,,35-29,,D. Harris misses 2-pt shot from 1 ft
11:19.0,Defensive rebound by J. Smith,,35-29,,
11:14.0,Turnover by J. Smith (bad pass; steal by J. Anderson),,35-29,,
11:07.0,,,35-32,3,J. Anderson makes 3-pt shot from 24 ft (assist by J. Barea)
10:49.0,J. Smith misses 2-pt shot from 3 ft,,35-32,,
10:48.0,,,35-32,,Defensive rebound by J. Anderson
10:38.0,,,35-34,2,D. Nowitzki makes 2-pt shot from 10 ft (assist by J. Barea)
10:33.0,,,35-34,,Personal foul by J. Barea
10:33.0,,,35-34,,D. Powell enters the game for D. Nowitzki
10:16.0,J. Smith misses 2-pt shot from 6 ft,,35-34,,
10:14.0,,,35-34,,Defensive rebound by C. Villanueva
10:08.0,,,35-34,,J. Barea misses 2-pt shot from 22 ft
10:07.0,Defensive rebound by Team,,35-34,,
9:57.0,A. Rivers misses 2-pt shot from 2 ft,,35-34,,
9:56.0,,,35-34,,Defensive rebound by D. Powell
9:47.0,,,35-34,,C. Villanueva misses 3-pt shot from 24 ft
9:46.0,Defensive rebound by W. Johnson,,35-34,,
9:33.0,A. Rivers misses 2-pt shot from 18 ft,,35-34,,
9:32.0,Offensive rebound by J. Smith,,35-34,,
9:32.0,Shooting foul by D. Harris (drawn by J. Smith),,35-34,,
9:32.0,J. Smith misses free throw 1 of 2,,35-34,,
9:32.0,Offensive rebound by Team,,35-34,,
9:32.0,J. Smith makes free throw 2 of 2,1,36-34,,
9:25.0,,,36-34,,Turnover by J. Barea (bad pass)
9:25.0,D. Jordan enters the game for J. Smith,,36-34,,
9:07.0,A. Rivers makes 2-pt shot from 2 ft,2,38-34,,
8:58.0,,,38-36,2,D. Powell makes 2-pt shot from 17 ft (assist by J. Barea)
8:38.0,Turnover by D. Jordan (lost ball; steal by D. Harris),,38-36,,
8:34.0,,,38-36,,Shooting foul by W. Johnson (drawn by D. Harris)
8:34.0,Official timeout,,38-36,,
8:34.0,,,38-37,1,D. Harris makes free throw 1 of 2
8:34.0,,,38-37,,D. Harris misses free throw 2 of 2
8:33.0,Defensive rebound by D. Jordan,,38-37,,
8:20.0,J. Crawford misses 3-pt shot from 25 ft,,38-37,,
8:19.0,,,38-37,,Defensive rebound by C. Villanueva
8:08.0,C. Paul enters the game for A. Rivers,,38-37,,
8:08.0,J. Redick enters the game for P. Pierce,,38-37,,
8:08.0,B. Griffin enters the game for W. Johnson,,38-37,,
8:08.0,,,38-37,,D. Williams enters the game for D. Harris
8:00.0,,,38-39,2,D. Powell makes 2-pt shot from 19 ft (assist by J. Barea)
7:35.0,B. Griffin misses 2-pt shot from 16 ft,,38-39,,
7:34.0,,,38-39,,Defensive rebound by J. Barea
7:25.0,,,38-39,,Offensive foul by D. Powell
7:25.0,,,38-39,,Turnover by D. Powell (offensive foul)
7:25.0,,,38-39,,W. Matthews enters the game for J. Anderson
7:25.0,,,38-39,,Z. Pachulia enters the game for D. Powell
7:25.0,L. Stephenson enters the game for J. Crawford,,38-39,,
7:09.0,J. Redick misses 3-pt shot from 23 ft,,38-39,,
7:08.0,,,38-39,,Defensive rebound by W. Matthews
6:55.0,,,38-41,2,C. Villanueva makes 2-pt shot from 9 ft
6:39.0,L. Stephenson misses 3-pt shot from 22 ft,,38-41,,
6:38.0,,,38-41,,Defensive rebound by W. Matthews
6:29.0,,,38-41,,J. Barea misses 2-pt shot from 3 ft (block by D. Jordan)
6:28.0,Defensive rebound by D. Jordan,,38-41,,
6:21.0,C. Paul misses 3-pt shot from 23 ft,,38-41,,
6:20.0,,,38-41,,Defensive rebound by Z. Pachulia
6:13.0,,,38-41,,Dallas full timeout
6:13.0,,,38-41,,R. Felton enters the game for J. Barea
6:00.0,,,38-41,,W. Matthews misses 3-pt shot from 24 ft
5:59.0,Defensive rebound by B. Griffin,,38-41,,
5:44.0,L. Stephenson makes 2-pt shot from 1 ft,2,40-41,,
5:24.0,,,40-41,,D. Nowitzki enters the game for C. Villanueva
5:19.0,,,40-43,2,D. Williams makes 2-pt shot from 8 ft
5:03.0,J. Redick misses 2-pt shot from 19 ft,,40-43,,
5:02.0,,,40-43,,Defensive rebound by Z. Pachulia
4:53.0,Personal foul by D. Jordan (drawn by Z. Pachulia),,40-43,,
4:40.0,,,40-46,3,R. Felton makes 3-pt shot from 24 ft (assist by W. Matthews)
4:26.0,J. Redick makes 2-pt shot from 16 ft (assist by B. Griffin),2,42-46,,
4:17.0,Personal block foul by C. Paul (drawn by D. Williams),,42-46,,
4:08.0,,,42-46,,R. Felton misses 2-pt shot from 18 ft
4:07.0,,,42-46,,Offensive rebound by Z. Pachulia
4:00.0,,,42-46,,D. Nowitzki misses 3-pt shot from 23 ft
3:59.0,Defensive rebound by D. Jordan,,42-46,,
3:53.0,Shooting foul by D. Williams (drawn by B. Griffin),,42-46,,
3:53.0,B. Griffin makes free throw 1 of 2,1,43-46,,
3:53.0,,,43-46,,D. Harris enters the game for D. Williams
3:53.0,B. Griffin makes free throw 2 of 2,1,44-46,,
3:40.0,,,44-48,2,D. Harris makes 2-pt shot from 18 ft
3:15.0,C. Paul misses 2-pt shot from 9 ft,,44-48,,
3:15.0,,,44-48,,Defensive rebound by Z. Pachulia
3:11.0,,,44-48,,Shooting foul by J. Redick (drawn by D. Harris)
3:11.0,LA Clippers full timeout,,44-48,,
3:11.0,,,44-49,1,D. Harris makes free throw 1 of 2
3:11.0,,,44-49,,D. Harris misses free throw 2 of 2
3:10.0,Defensive rebound by B. Griffin,,44-49,,
2:50.0,D. Jordan makes 2-pt shot at rim (assist by B. Griffin),2,46-49,,
2:32.0,,,46-49,,W. Matthews misses 2-pt shot from 18 ft
2:31.0,Defensive rebound by B. Griffin,,46-49,,
2:23.0,L. Stephenson makes 2-pt shot at rim,2,48-49,,
2:10.0,Personal foul by C. Paul (drawn by D. Nowitzki),,48-49,,
2:10.0,,,48-50,1,D. Nowitzki makes free throw 1 of 2
2:10.0,A. Rivers enters the game for J. Redick,,48-50,,
2:10.0,,,48-51,1,D. Nowitzki makes free throw 2 of 2
1:50.0,C. Paul misses 2-pt shot from 9 ft,,48-51,,
1:49.0,,,48-51,,Defensive rebound by D. Nowitzki
1:40.0,,,48-51,,R. Felton misses 3-pt shot from 24 ft
1:39.0,Defensive rebound by A. Rivers,,48-51,,
1:32.0,Turnover by C. Paul (lost ball; steal by D. Harris),,48-51,,
1:32.0,Personal foul by D. Jordan (drawn by D. Nowitzki),,48-51,,
1:32.0,,,48-52,1,W. Matthews makes free throw 1 of 2
1:32.0,J. Crawford enters the game for L. Stephenson,,48-52,,
1:32.0,,,48-53,1,W. Matthews makes free throw 2 of 2
1:20.0,A. Rivers makes 3-pt shot from 25 ft (assist by C. Paul),3,51-53,,
1:00.0,,,51-53,,Z. Pachulia misses 2-pt shot from 18 ft
0:59.0,Defensive rebound by A. Rivers,,51-53,,
0:52.0,C. Paul misses 3-pt shot from 24 ft,,51-53,,
0:51.0,Offensive rebound by D. Jordan,,51-53,,
0:50.0,,,51-53,,Loose ball foul by Z. Pachulia (drawn by D. Jordan)
0:47.0,J. Crawford misses 3-pt shot from 24 ft,,51-53,,
0:46.0,,,51-53,,Defensive rebound by W. Matthews
0:31.0,,,51-53,,Turnover by Z. Pachulia (3 sec)
0:31.0,LA Clippers full timeout,,51-53,,
0:31.0,,,51-53,,J. Evans enters the game for D. Nowitzki
0:31.0,P. Pierce enters the game for D. Jordan,,51-53,,
0:27.0,C. Paul misses 2-pt shot from 6 ft,,51-53,,
0:26.0,,,51-53,,Defensive rebound by J. Evans
0:25.0,,,51-53,,Turnover by J. Evans (lost ball)
0:04.0,J. Crawford makes 3-pt shot from 23 ft (assist by C. Paul),3,54-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,54-56,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by W. Matthews)
11:29.0,B. Griffin misses 2-pt shot from 16 ft,,54-56,,
11:28.0,Offensive rebound by B. Griffin,,54-56,,
11:26.0,B. Griffin makes 2-pt shot from 1 ft,2,56-56,,
11:24.0,Violation by Team (delay of game),,56-56,,
11:12.0,,,56-58,2,D. Williams makes 2-pt shot from 19 ft (assist by Z. Pachulia)
11:02.0,,,56-58,,Personal foul by R. Felton (drawn by J. Crawford)
10:49.0,B. Griffin makes 2-pt shot from 7 ft,2,58-58,,
10:36.0,Personal foul by D. Jordan (drawn by D. Williams),,58-58,,
10:26.0,,,58-58,,Turnover by Z. Pachulia (offensive goaltending)
10:16.0,B. Griffin misses 2-pt shot from 19 ft,,58-58,,
10:15.0,,,58-58,,Defensive rebound by D. Nowitzki
9:53.0,,,58-58,,D. Williams misses 2-pt shot from 16 ft
9:51.0,,,58-58,,Offensive rebound by D. Nowitzki
9:47.0,,,58-60,2,D. Nowitzki makes 2-pt shot from 13 ft (assist by Z. Pachulia)
9:38.0,J. Crawford misses 2-pt shot from 15 ft,,58-60,,
9:37.0,,,58-60,,Defensive rebound by Z. Pachulia
9:28.0,,,58-62,2,W. Matthews makes 2-pt shot from 14 ft (assist by D. Williams)
9:14.0,Shooting foul by W. Matthews (drawn by C. Paul),,58-62,,
9:14.0,C. Paul makes free throw 1 of 2,1,59-62,,
9:14.0,C. Paul makes free throw 2 of 2,1,60-62,,
8:56.0,,,60-64,2,Z. Pachulia makes 2-pt shot from 1 ft (assist by D. Williams)
8:41.0,B. Griffin makes 2-pt shot from 20 ft (assist by C. Paul),2,62-64,,
8:24.0,,,62-66,2,D. Williams makes 2-pt shot from 14 ft
8:20.0,,,62-66,,Personal foul by D. Nowitzki (drawn by B. Griffin)
8:13.0,C. Paul misses 2-pt shot from 15 ft,,62-66,,
8:12.0,,,62-66,,Defensive rebound by Z. Pachulia
7:56.0,,,62-68,2,W. Matthews makes 2-pt shot from 17 ft
7:43.0,Turnover by B. Griffin (bad pass; steal by R. Felton),,62-68,,
7:42.0,Personal take foul by J. Crawford (drawn by R. Felton),,62-68,,
7:25.0,,,62-70,2,D. Nowitzki makes 2-pt shot from 14 ft
7:07.0,B. Griffin makes 2-pt shot from 15 ft,2,64-70,,
7:03.0,Technical foul by Team,,64-70,,
7:03.0,,,64-70,,D. Nowitzki misses technical free throw
7:03.0,,,64-70,,Offensive rebound by Team
6:56.0,Personal foul by D. Jordan (drawn by Z. Pachulia),,64-70,,
6:44.0,,,64-70,,R. Felton misses 3-pt shot from 25 ft
6:43.0,Defensive rebound by D. Jordan,,64-70,,
6:30.0,,,64-70,,Def 3 sec tech foul by D. Williams
6:30.0,C. Paul makes technical free throw,1,65-70,,
6:24.0,B. Griffin misses 2-pt shot from 20 ft,,65-70,,
6:23.0,,,65-70,,Defensive rebound by W. Matthews
6:09.0,,,65-73,3,D. Nowitzki makes 3-pt shot from 25 ft (assist by Z. Pachulia)
6:08.0,LA Clippers full timeout,,65-73,,
6:08.0,,,65-73,,D. Powell enters the game for D. Nowitzki
5:58.0,,,65-73,,Personal foul by Z. Pachulia (drawn by B. Griffin)
5:50.0,J. Crawford misses 2-pt shot from 5 ft,,65-73,,
5:49.0,,,65-73,,Defensive rebound by Z. Pachulia
5:34.0,,,65-76,3,W. Matthews makes 3-pt shot from 24 ft (assist by D. Powell)
5:13.0,B. Griffin misses 2-pt shot from 19 ft,,65-76,,
5:12.0,,,65-76,,Defensive rebound by R. Felton
5:04.0,,,65-78,2,D. Williams makes 2-pt shot from 13 ft
4:46.0,B. Griffin misses 2-pt shot from 1 ft,,65-78,,
4:46.0,Offensive rebound by D. Jordan,,65-78,,
4:46.0,D. Jordan makes 2-pt shot from 1 ft,2,67-78,,
4:46.0,Shooting foul by Z. Pachulia (drawn by D. Jordan),,67-78,,
4:46.0,A. Rivers enters the game for L. Stephenson,,67-78,,
4:46.0,D. Jordan misses free throw 1 of 1,,67-78,,
4:45.0,,,67-78,,Defensive rebound by R. Felton
4:44.0,Technical foul by B. Griffin,,67-78,,
4:44.0,,,67-79,1,D. Williams makes technical free throw
4:44.0,P. Pierce enters the game for D. Jordan,,67-79,,
4:36.0,,,67-79,,Turnover by D. Williams (bad pass)
4:36.0,,,67-79,,D. Harris enters the game for W. Matthews
4:22.0,C. Paul misses 2-pt shot from 10 ft,,67-79,,
4:21.0,Offensive rebound by B. Griffin,,67-79,,
4:21.0,B. Griffin misses 2-pt shot from 1 ft,,67-79,,
4:20.0,Offensive rebound by B. Griffin,,67-79,,
4:20.0,B. Griffin misses 2-pt shot from 1 ft,,67-79,,
4:19.0,Offensive rebound by A. Rivers,,67-79,,
4:17.0,Offensive foul by J. Crawford,,67-79,,
4:17.0,Turnover by J. Crawford (offensive foul),,67-79,,
4:03.0,,,67-79,,D. Williams misses 2-pt shot from 5 ft
4:02.0,Defensive rebound by P. Pierce,,67-79,,
3:52.0,,,67-79,,Personal block foul by D. Harris (drawn by C. Paul)
3:52.0,C. Paul misses free throw 1 of 2,,67-79,,
3:52.0,Offensive rebound by Team,,67-79,,
3:52.0,C. Paul makes free throw 2 of 2,1,68-79,,
3:35.0,,,68-81,2,Z. Pachulia makes 2-pt shot at rim (assist by D. Williams)
3:15.0,P. Pierce misses 3-pt shot from 23 ft,,68-81,,
3:14.0,Offensive rebound by B. Griffin,,68-81,,
3:13.0,B. Griffin misses 2-pt shot from 1 ft,,68-81,,
3:12.0,Offensive rebound by B. Griffin,,68-81,,
3:12.0,,,68-81,,Personal foul by Z. Pachulia (drawn by B. Griffin)
3:12.0,B. Griffin makes free throw 1 of 2,1,69-81,,
3:12.0,,,69-81,,D. Nowitzki enters the game for Z. Pachulia
3:12.0,B. Griffin makes free throw 2 of 2,1,70-81,,
2:51.0,,,70-81,,Dallas full timeout
2:51.0,J. Smith enters the game for B. Griffin,,70-81,,
2:46.0,,,70-84,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by D. Williams)
2:25.0,C. Paul misses 2-pt shot from 19 ft,,70-84,,
2:24.0,,,70-84,,Defensive rebound by D. Powell
2:01.0,,,70-84,,R. Felton misses 3-pt shot from 24 ft
2:00.0,Defensive rebound by C. Paul,,70-84,,
1:49.0,J. Smith misses 3-pt shot from 23 ft,,70-84,,
1:48.0,,,70-84,,Defensive rebound by D. Nowitzki
1:37.0,,,70-84,,Turnover by R. Felton (offensive foul)
1:37.0,,,70-84,,Offensive foul by R. Felton
1:37.0,L. Mbah a Moute enters the game for C. Paul,,70-84,,
1:37.0,W. Johnson enters the game for J. Crawford,,70-84,,
1:37.0,,,70-84,,J. Barea enters the game for R. Felton
1:19.0,P. Pierce makes 2-pt shot from 14 ft,2,72-84,,
0:55.0,,,72-84,,D. Williams misses 2-pt shot from 19 ft
0:54.0,Defensive rebound by L. Mbah a Moute,,72-84,,
0:46.0,Turnover by A. Rivers (bad pass; steal by D. Williams),,72-84,,
0:38.0,,,72-84,,Turnover by D. Nowitzki (bad pass; steal by L. Mbah a Moute)
0:27.0,J. Smith makes 3-pt shot from 24 ft (assist by A. Rivers),3,75-84,,
0:05.0,,,75-84,,D. Williams misses 3-pt shot from 25 ft
0:04.0,Defensive rebound by A. Rivers,,75-84,,
0:00.0,W. Johnson makes 3-pt shot from 23 ft (assist by A. Rivers),3,78-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,A. Rivers makes 2-pt shot from 2 ft,2,80-84,,
11:25.0,Personal foul by L. Mbah a Moute (drawn by D. Nowitzki),,80-84,,
11:20.0,,,80-84,,Turnover by J. Barea (lost ball; steal by A. Rivers)
11:16.0,A. Rivers makes 2-pt shot from 1 ft (assist by W. Johnson),2,82-84,,
10:58.0,,,82-87,3,W. Matthews makes 3-pt shot from 23 ft (assist by J. Barea)
10:36.0,J. Smith makes 3-pt shot from 24 ft (assist by P. Pierce),3,85-87,,
10:09.0,,,85-90,3,D. Harris makes 3-pt shot from 22 ft (assist by W. Matthews)
9:51.0,A. Rivers misses 3-pt shot from 24 ft,,85-90,,
9:50.0,,,85-90,,Defensive rebound by D. Harris
9:41.0,,,85-90,,D. Harris misses 3-pt shot from 24 ft
9:40.0,,,85-90,,Offensive rebound by D. Nowitzki
9:38.0,,,85-90,,D. Nowitzki misses 2-pt shot from 2 ft
9:37.0,,,85-90,,Offensive rebound by D. Powell
9:37.0,,,85-92,2,D. Powell makes 2-pt shot from 1 ft
9:29.0,J. Smith misses 3-pt shot from 24 ft,,85-92,,
9:28.0,,,85-92,,Defensive rebound by D. Powell
9:08.0,,,85-92,,Turnover by D. Nowitzki (bad pass)
9:08.0,LA Clippers full timeout,,85-92,,
9:08.0,,,85-92,,J. Anderson enters the game for D. Nowitzki
9:00.0,Shooting foul by W. Matthews (drawn by P. Pierce),,85-92,,
9:00.0,P. Pierce makes free throw 1 of 2,1,86-92,,
9:00.0,P. Pierce makes free throw 2 of 2,1,87-92,,
8:47.0,,,87-92,,D. Harris misses 3-pt shot from 22 ft
8:46.0,Defensive rebound by P. Pierce,,87-92,,
8:40.0,B. Griffin enters the game for J. Smith,,87-92,,
8:29.0,B. Griffin makes 2-pt shot from 2 ft,2,89-92,,
8:12.0,,,89-92,,J. Barea misses 2-pt shot from 11 ft
8:12.0,,,89-92,,Offensive rebound by D. Powell
8:12.0,Personal foul by L. Mbah a Moute (drawn by D. Powell),,89-92,,
8:04.0,,,89-94,2,D. Powell makes 2-pt shot from 13 ft (assist by J. Barea)
7:45.0,L. Mbah a Moute misses 2-pt shot from 2 ft,,89-94,,
7:44.0,Offensive rebound by Team,,89-94,,
7:44.0,J. Crawford enters the game for L. Mbah a Moute,,89-94,,
7:41.0,P. Pierce makes 3-pt shot from 24 ft (assist by A. Rivers),3,92-94,,
7:29.0,,,92-94,,J. Barea misses 2-pt shot from 11 ft
7:28.0,Defensive rebound by P. Pierce,,92-94,,
7:15.0,A. Rivers makes 2-pt shot from 4 ft,2,94-94,,
7:14.0,,,94-94,,Dallas full timeout
7:14.0,Technical foul by A. Rivers,,94-94,,
7:14.0,,,94-94,,D. Williams enters the game for J. Barea
7:14.0,,,94-94,,C. Villanueva enters the game for J. Anderson
7:14.0,,,94-95,1,W. Matthews makes technical free throw
7:08.0,Personal foul by J. Crawford (drawn by D. Harris),,94-95,,
6:50.0,,,94-95,,D. Williams misses 2-pt shot from 8 ft
6:49.0,Defensive rebound by A. Rivers,,94-95,,
6:31.0,,,94-95,,Personal foul by D. Powell (drawn by B. Griffin)
6:31.0,,,94-95,,Z. Pachulia enters the game for D. Powell
6:31.0,C. Paul enters the game for W. Johnson,,94-95,,
6:25.0,Shooting foul by D. Harris (drawn by J. Crawford),,94-95,,
6:25.0,J. Crawford makes free throw 1 of 2,1,95-95,,
6:25.0,,,95-95,,D. Nowitzki enters the game for C. Villanueva
6:25.0,D. Jordan enters the game for P. Pierce,,95-95,,
6:25.0,J. Crawford makes free throw 2 of 2,1,96-95,,
6:03.0,,,96-97,2,W. Matthews makes 2-pt shot from 16 ft
5:43.0,A. Rivers makes 3-pt shot from 24 ft (assist by J. Crawford),3,99-97,,
5:30.0,,,99-97,,W. Matthews misses 2-pt shot from 4 ft
5:29.0,Defensive rebound by D. Jordan,,99-97,,
5:25.0,,,99-97,,Personal take foul by D. Nowitzki (drawn by D. Jordan)
