time,Milwaukee,pts.away,score,pts.home,Indiana
4:13.0,,,45-40,3,C. Miles makes 3-pt shot from 23 ft (assist by M. Ellis)
3:59.0,Shooting foul by M. Ellis (drawn by M. Carter-Williams),,45-40,,
3:59.0,M. Carter-Williams misses free throw 1 of 2,,45-40,,
3:59.0,Offensive rebound by Team,,45-40,,
3:59.0,,,45-40,,P. George enters the game for C. Budinger
3:59.0,M. Carter-Williams makes free throw 2 of 2,1,46-40,,
3:44.0,,,46-40,,C. Miles misses 3-pt shot from 25 ft
3:43.0,,,46-40,,Offensive rebound by M. Turner
3:42.0,,,46-40,,Shooting foul by K. Middleton (drawn by M. Turner)
3:42.0,,,46-41,1,M. Turner makes free throw 1 of 2
3:42.0,,,46-42,1,M. Turner makes free throw 2 of 2
3:33.0,K. Middleton makes 2-pt shot from 19 ft,2,48-42,,
3:27.0,,,48-42,,Turnover by M. Turner (offensive foul)
3:27.0,,,48-42,,Offensive foul by M. Turner
3:20.0,,,48-42,,Personal block foul by P. George (drawn by M. Carter-Williams)
3:09.0,J. Bayless makes 3-pt shot from 25 ft (assist by M. Carter-Williams),3,51-42,,
2:56.0,,,51-42,,M. Turner misses 2-pt shot from 1 ft
2:55.0,Defensive rebound by J. Henson,,51-42,,
2:46.0,Turnover by J. Henson (bad pass; steal by R. Stuckey),,51-42,,
2:40.0,,,51-45,3,P. George makes 3-pt shot from 23 ft (assist by R. Stuckey)
2:25.0,K. Middleton makes 3-pt shot from 24 ft (assist by M. Carter-Williams),3,54-45,,
2:25.0,,,54-45,,Indiana full timeout
2:25.0,G. Monroe enters the game for J. Henson,,54-45,,
2:25.0,,,54-45,,G. Hill enters the game for R. Stuckey
2:25.0,,,54-45,,L. Allen enters the game for M. Turner
2:09.0,,,54-45,,C. Miles misses 2-pt shot at rim
2:08.0,Defensive rebound by G. Monroe,,54-45,,
1:57.0,Turnover by M. Carter-Williams (bad pass; steal by C. Miles),,54-45,,
1:53.0,,,54-45,,Turnover by C. Miles (bad pass; steal by K. Middleton)
1:52.0,,,54-45,,Personal foul by P. George (drawn by K. Middleton)
1:52.0,,,54-45,,C. Budinger enters the game for P. George
1:31.0,J. Parker misses 2-pt shot from 19 ft,,54-45,,
1:30.0,,,54-45,,Defensive rebound by G. Hill
1:23.0,,,54-47,2,L. Allen makes 2-pt shot from 1 ft (assist by M. Ellis)
1:03.0,G. Monroe makes 2-pt shot from 1 ft (assist by K. Middleton),2,56-47,,
0:55.0,,,56-47,,Turnover by L. Allen (bad pass)
0:45.0,Shooting foul by L. Allen (drawn by G. Monroe),,56-47,,
0:45.0,G. Monroe makes free throw 1 of 2,1,57-47,,
0:45.0,,,57-47,,R. Stuckey enters the game for M. Ellis
0:45.0,,,57-47,,M. Turner enters the game for L. Allen
0:45.0,G. Antetokounmpo enters the game for M. Carter-Williams,,57-47,,
0:45.0,G. Monroe misses free throw 2 of 2,,57-47,,
0:45.0,,,57-47,,Defensive rebound by C. Budinger
0:28.0,,,57-49,2,C. Miles makes 2-pt shot from 16 ft (assist by C. Budinger)
0:08.0,J. Bayless makes 2-pt shot from 18 ft,2,59-49,,
0:00.0,,,59-52,3,C. Miles makes 3-pt shot from 26 ft (assist by G. Hill)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,59-52,,C. Miles misses 2-pt shot from 1 ft (block by M. Carter-Williams)
11:46.0,Defensive rebound by J. Parker,,59-52,,
11:34.0,Turnover by G. Antetokounmpo (bad pass; steal by L. Allen),,59-52,,
11:19.0,,,59-52,,P. George misses 3-pt shot from 25 ft
11:18.0,Defensive rebound by G. Antetokounmpo,,59-52,,
10:59.0,G. Antetokounmpo misses 3-pt shot from 26 ft,,59-52,,
10:58.0,,,59-52,,Defensive rebound by L. Allen
10:47.0,,,59-55,3,G. Hill makes 3-pt shot from 24 ft (assist by C. Miles)
10:34.0,K. Middleton makes 2-pt shot from 15 ft,2,61-55,,
10:21.0,Violation by G. Monroe (kicked ball),,61-55,,
10:13.0,,,61-55,,P. George misses 3-pt shot from 24 ft
10:12.0,,,61-55,,Offensive rebound by G. Hill
10:12.0,Personal foul by K. Middleton (drawn by G. Hill),,61-55,,
10:07.0,,,61-57,2,P. George makes 2-pt shot from 1 ft (assist by L. Allen)
9:50.0,K. Middleton misses 2-pt shot from 17 ft (block by M. Ellis),,61-57,,
9:50.0,Offensive rebound by Team,,61-57,,
9:42.0,G. Antetokounmpo misses 2-pt shot from 2 ft,,61-57,,
9:40.0,Offensive rebound by J. Parker,,61-57,,
9:36.0,K. Middleton misses 3-pt shot from 24 ft,,61-57,,
9:35.0,,,61-57,,Defensive rebound by C. Miles
9:28.0,,,61-60,3,C. Miles makes 3-pt shot from 26 ft (assist by G. Hill)
9:26.0,Milwaukee full timeout,,61-60,,
9:08.0,Shooting foul by M. Ellis (drawn by G. Antetokounmpo),,61-60,,
9:08.0,G. Antetokounmpo misses free throw 1 of 2,,61-60,,
9:08.0,Offensive rebound by Team,,61-60,,
9:08.0,G. Antetokounmpo misses free throw 2 of 2,,61-60,,
9:08.0,,,61-60,,Defensive rebound by C. Miles
8:53.0,,,61-63,3,P. George makes 3-pt shot from 25 ft (assist by M. Ellis)
8:38.0,M. Carter-Williams makes 2-pt shot from 1 ft,2,63-63,,
8:17.0,,,63-63,,Turnover by P. George (bad pass; steal by J. Parker)
8:11.0,K. Middleton makes 3-pt shot from 23 ft (assist by M. Carter-Williams),3,66-63,,
7:46.0,,,66-63,,Turnover by Team (shot clock)
7:36.0,G. Monroe makes 2-pt shot from 1 ft (assist by M. Carter-Williams),2,68-63,,
7:36.0,,,68-63,,Indiana full timeout
7:19.0,Violation by M. Carter-Williams (def goaltending),,68-63,,
7:19.0,,,68-65,2,M. Ellis makes 2-pt shot from 10 ft
6:58.0,K. Middleton makes 2-pt shot from 16 ft,2,70-65,,
6:58.0,Shooting foul by M. Ellis (drawn by K. Middleton),,70-65,,
6:58.0,K. Middleton makes free throw 1 of 1,1,71-65,,
6:44.0,,,71-65,,C. Miles misses 3-pt shot from 25 ft
6:44.0,Defensive rebound by K. Middleton,,71-65,,
6:38.0,K. Middleton makes 2-pt shot from 1 ft,2,73-65,,
6:22.0,,,73-65,,Turnover by M. Ellis (bad pass; steal by M. Carter-Williams)
6:17.0,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Carter-Williams),2,75-65,,
6:01.0,,,75-67,2,M. Ellis makes 2-pt shot from 1 ft
5:45.0,Offensive charge foul by K. Middleton,,75-67,,
5:45.0,Turnover by K. Middleton (offensive foul),,75-67,,
5:45.0,J. Henson enters the game for G. Monroe,,75-67,,
5:45.0,,,75-67,,R. Stuckey enters the game for L. Allen
5:45.0,,,75-67,,M. Turner enters the game for M. Ellis
5:30.0,,,75-67,,G. Hill misses 3-pt shot from 24 ft
5:30.0,Defensive rebound by J. Parker,,75-67,,
5:07.0,G. Antetokounmpo misses 2-pt shot from 18 ft,,75-67,,
5:04.0,Offensive rebound by K. Middleton,,75-67,,
4:50.0,M. Carter-Williams makes 2-pt shot from 5 ft,2,77-67,,
4:42.0,,,77-67,,P. George misses 3-pt shot from 24 ft
4:41.0,Defensive rebound by K. Middleton,,77-67,,
4:35.0,,,77-67,,Personal foul by G. Hill (drawn by M. Carter-Williams)
4:35.0,O. Mayo enters the game for G. Antetokounmpo,,77-67,,
4:23.0,K. Middleton makes 2-pt shot from 18 ft,2,79-67,,
4:04.0,,,79-69,2,M. Turner makes 2-pt shot from 1 ft
3:51.0,J. Parker makes 2-pt shot at rim (assist by M. Carter-Williams),2,81-69,,
3:51.0,,,81-69,,Indiana full timeout
3:51.0,,,81-69,,S. Hill enters the game for C. Miles
3:36.0,Personal foul by O. Mayo (drawn by P. George),,81-69,,
3:32.0,,,81-69,,M. Turner misses 2-pt shot from 19 ft
3:31.0,,,81-69,,Offensive rebound by P. George
3:31.0,Loose ball foul by M. Carter-Williams (drawn by P. George),,81-69,,
3:21.0,,,81-72,3,G. Hill makes 3-pt shot from 24 ft (assist by P. George)
3:03.0,O. Mayo misses 3-pt shot from 23 ft,,81-72,,
3:02.0,,,81-72,,Defensive rebound by G. Hill
2:40.0,,,81-72,,S. Hill misses 2-pt shot at rim (block by J. Henson)
2:39.0,Defensive rebound by M. Carter-Williams,,81-72,,
2:19.0,J. Henson makes 2-pt shot at rim (assist by O. Mayo),2,83-72,,
2:09.0,,,83-72,,Turnover by G. Hill (lost ball; steal by K. Middleton)
2:05.0,J. Parker makes 2-pt shot at rim (assist by K. Middleton),2,85-72,,
1:45.0,,,85-74,2,R. Stuckey makes 2-pt shot from 19 ft
1:24.0,J. Parker makes 2-pt shot from 17 ft (assist by M. Carter-Williams),2,87-74,,
1:12.0,,,87-74,,Offensive charge foul by P. George
1:12.0,,,87-74,,Turnover by P. George (offensive foul)
1:12.0,J. Bayless enters the game for J. Parker,,87-74,,
1:12.0,G. Antetokounmpo enters the game for M. Carter-Williams,,87-74,,
1:12.0,,,87-74,,C. Budinger enters the game for P. George
0:53.0,G. Antetokounmpo misses 2-pt shot from 1 ft,,87-74,,
0:51.0,Offensive rebound by O. Mayo,,87-74,,
0:50.0,Shooting foul by M. Turner (drawn by O. Mayo),,87-74,,
0:50.0,O. Mayo makes free throw 1 of 2,1,88-74,,
0:50.0,O. Mayo makes free throw 2 of 2,1,89-74,,
0:35.0,Personal block foul by J. Bayless (drawn by G. Hill),,89-74,,
0:27.0,,,89-74,,C. Budinger misses 3-pt shot from 24 ft
0:27.0,,,89-74,,Offensive rebound by Team
0:27.0,Loose ball foul by J. Bayless (drawn by M. Turner),,89-74,,
0:27.0,,,89-74,,M. Turner misses free throw 1 of 2
0:27.0,,,89-74,,Offensive rebound by Team
0:27.0,,,89-75,1,M. Turner makes free throw 2 of 2
0:07.0,Shooting foul by C. Budinger (drawn by J. Henson),,89-75,,
0:07.0,J. Henson misses free throw 1 of 2,,89-75,,
0:07.0,Offensive rebound by Team,,89-75,,
0:07.0,J. Henson misses free throw 2 of 2,,89-75,,
0:07.0,,,89-75,,Defensive rebound by M. Turner
0:00.0,,,89-75,,Shooting foul by J. Henson (drawn by S. Hill)
0:00.0,Technical foul by G. Monroe,,89-75,,
0:00.0,,,89-75,,R. Stuckey misses technical free throw
0:00.0,,,89-75,,Offensive rebound by Team
0:00.0,,,89-76,1,S. Hill makes free throw 1 of 2
0:00.0,,,89-77,1,S. Hill makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,G. Monroe misses 2-pt shot from 2 ft,,89-77,,
11:39.0,,,89-77,,Defensive rebound by S. Whittington
11:30.0,,,89-77,,Turnover by M. Ellis (bad pass; steal by G. Antetokounmpo)
11:26.0,,,89-77,,Personal foul by R. Stuckey (drawn by G. Antetokounmpo)
11:15.0,G. Monroe makes 2-pt shot from 1 ft,2,91-77,,
10:52.0,,,91-77,,Turnover by M. Ellis (bad pass; steal by G. Antetokounmpo)
10:48.0,Shooting foul by C. Budinger (drawn by O. Mayo),,91-77,,
10:48.0,O. Mayo makes free throw 1 of 2,1,92-77,,
10:48.0,O. Mayo makes free throw 2 of 2,1,93-77,,
10:34.0,,,93-77,,R. Stuckey misses 2-pt shot from 13 ft (block by M. Carter-Williams)
10:34.0,,,93-77,,Offensive rebound by Team
10:30.0,,,93-79,2,M. Ellis makes 2-pt shot from 2 ft (assist by S. Whittington)
10:19.0,,,93-79,,Personal foul by S. Whittington (drawn by G. Antetokounmpo)
10:11.0,G. Antetokounmpo misses 2-pt shot from 1 ft (block by S. Whittington),,93-79,,
10:11.0,,,93-79,,Defensive rebound by Team
9:52.0,,,93-81,2,M. Ellis makes 2-pt shot from 8 ft
9:40.0,,,93-81,,Technical foul by M. Ellis
9:40.0,O. Mayo makes technical free throw,1,94-81,,
9:40.0,,,94-81,,G. Hill enters the game for M. Ellis
9:25.0,G. Monroe makes 2-pt shot from 4 ft,2,96-81,,
9:07.0,,,96-81,,R. Stuckey misses 2-pt shot from 13 ft
9:04.0,Defensive rebound by J. Bayless,,96-81,,
8:54.0,Turnover by G. Monroe (bad pass; steal by C. Budinger),,96-81,,
8:47.0,Personal foul by G. Antetokounmpo (drawn by G. Hill),,96-81,,
8:47.0,Official timeout,,96-81,,
8:47.0,,,96-81,,P. George enters the game for C. Budinger
8:41.0,Personal foul by O. Mayo (drawn by P. George),,96-81,,
8:32.0,,,96-83,2,L. Allen makes 2-pt shot from 11 ft (assist by S. Whittington)
8:18.0,J. Bayless makes 3-pt shot from 25 ft (assist by O. Mayo),3,99-83,,
7:59.0,,,99-85,2,S. Whittington makes 2-pt shot from 1 ft
7:42.0,K. Middleton enters the game for O. Mayo,,99-85,,
7:42.0,,,99-85,,M. Ellis enters the game for R. Stuckey
7:39.0,J. Bayless misses 3-pt shot from 23 ft (block by M. Ellis),,99-85,,
7:38.0,Offensive rebound by J. Bayless,,99-85,,
7:34.0,J. Bayless makes 2-pt shot from 10 ft,2,101-85,,
7:30.0,,,101-85,,Shooting foul by G. Monroe (drawn by P. George)
7:30.0,,,101-85,,P. George misses free throw 1 of 2
7:30.0,,,101-85,,Offensive rebound by Team
7:30.0,,,101-86,1,P. George makes free throw 2 of 2
7:16.0,,,101-86,,C. Miles enters the game for S. Whittington
7:10.0,J. Bayless makes 2-pt shot from 13 ft,2,103-86,,
6:58.0,,,103-86,,G. Hill misses 2-pt shot from 10 ft
6:56.0,,,103-86,,Offensive rebound by G. Hill
6:56.0,,,103-88,2,G. Hill makes 2-pt shot at rim
6:34.0,J. Bayless misses 3-pt shot from 26 ft,,103-88,,
6:33.0,,,103-88,,Defensive rebound by C. Miles
6:25.0,,,103-91,3,C. Miles makes 3-pt shot from 26 ft (assist by M. Ellis)
6:04.0,Shooting foul by G. Hill (drawn by K. Middleton),,103-91,,
6:04.0,K. Middleton makes free throw 1 of 2,1,104-91,,
6:04.0,J. Parker enters the game for G. Antetokounmpo,,104-91,,
6:04.0,K. Middleton makes free throw 2 of 2,1,105-91,,
5:53.0,Violation by K. Middleton (kicked ball),,105-91,,
5:53.0,,,105-91,,Indiana full timeout
5:43.0,,,105-91,,C. Miles misses 2-pt shot from 1 ft (block by G. Monroe)
5:42.0,Defensive rebound by M. Carter-Williams,,105-91,,
5:36.0,J. Parker makes 2-pt shot at rim (assist by J. Bayless),2,107-91,,
5:23.0,,,107-93,2,P. George makes 2-pt shot from 1 ft (assist by L. Allen)
5:01.0,K. Middleton makes 2-pt shot from 16 ft,2,109-93,,
4:55.0,,,109-93,,Shooting foul by J. Parker (drawn by P. George)
4:55.0,,,109-94,1,P. George makes free throw 1 of 2
4:55.0,,,109-95,1,P. George makes free throw 2 of 2
4:41.0,M. Carter-Williams makes 2-pt shot from 10 ft,2,111-95,,
4:41.0,,,111-95,,Indiana full timeout
4:41.0,,,111-95,,S. Hill enters the game for L. Allen
4:41.0,G. Antetokounmpo enters the game for G. Monroe,,111-95,,
4:35.0,,,111-95,,Shooting foul by G. Antetokounmpo (drawn by P. George)
4:35.0,,,111-96,1,P. George makes free throw 1 of 2
4:35.0,,,111-97,1,P. George makes free throw 2 of 2
4:28.0,Turnover by K. Middleton (lost ball; steal by P. George),,111-97,,
4:26.0,Shooting block foul by K. Middleton (drawn by P. George),,111-97,,
4:26.0,Technical foul by K. Middleton (drawn by P. George),,111-97,,
4:26.0,,,111-98,1,P. George makes technical free throw
4:26.0,,,111-99,1,P. George makes free throw 1 of 2
4:26.0,,,111-100,1,P. George makes free throw 2 of 2
