time,Brooklyn,pts.away,score,pts.home,New York
4:46.0,,,10-27,2,A. Afflalo makes 2-pt shot from 13 ft
4:46.0,T. Robinson enters the game for T. Young,,10-27,,
4:46.0,,,10-28,1,A. Afflalo makes free throw 1 of 1
4:31.0,B. Bogdanovic makes 2-pt shot from 2 ft,2,12-28,,
4:17.0,,,12-28,,R. Lopez misses 2-pt shot from 7 ft
4:15.0,Defensive rebound by B. Bogdanovic,,12-28,,
4:02.0,B. Lopez makes 2-pt shot from 1 ft,2,14-28,,
3:49.0,,,14-31,3,C. Anthony makes 3-pt shot from 24 ft (assist by J. Calderon)
3:34.0,B. Lopez makes 2-pt shot from 12 ft (assist by J. Johnson),2,16-31,,
3:17.0,,,16-31,,R. Lopez misses 2-pt shot from 2 ft
3:15.0,,,16-31,,Offensive rebound by R. Lopez
3:15.0,,,16-33,2,R. Lopez makes 2-pt shot at rim
3:05.0,J. Jack misses 2-pt shot from 5 ft (block by K. Porzingis),,16-33,,
3:03.0,,,16-33,,Defensive rebound by A. Afflalo
2:58.0,,,16-33,,C. Anthony misses 2-pt shot from 11 ft
2:56.0,Defensive rebound by J. Johnson,,16-33,,
2:48.0,J. Johnson makes 2-pt shot from 11 ft,2,18-33,,
2:45.0,,,18-33,,New York full timeout
2:45.0,,,18-33,,L. Galloway enters the game for C. Anthony
2:45.0,,,18-33,,D. Williams enters the game for K. Porzingis
2:45.0,,,18-33,,L. Thomas enters the game for R. Lopez
2:45.0,,,18-33,,K. Seraphin enters the game for J. Calderon
2:45.0,R. Hollis-Jefferson enters the game for B. Lopez,,18-33,,
2:45.0,S. Larkin enters the game for J. Jack,,18-33,,
2:22.0,,,18-35,2,D. Williams makes 2-pt shot from 11 ft
2:05.0,Shooting foul by K. Seraphin (drawn by T. Robinson),,18-35,,
2:05.0,T. Robinson misses free throw 1 of 2,,18-35,,
2:05.0,Offensive rebound by Team,,18-35,,
2:05.0,,,18-35,,J. Grant enters the game for A. Afflalo
2:05.0,T. Robinson misses free throw 2 of 2,,18-35,,
2:04.0,,,18-35,,Defensive rebound by K. Seraphin
1:49.0,,,18-35,,K. Seraphin misses 2-pt shot from 10 ft
1:47.0,Defensive rebound by J. Johnson,,18-35,,
1:41.0,Shooting foul by L. Thomas (drawn by J. Johnson),,18-35,,
1:41.0,J. Johnson makes free throw 1 of 2,1,19-35,,
1:41.0,W. Ellington enters the game for R. Hollis-Jefferson,,19-35,,
1:41.0,J. Johnson makes free throw 2 of 2,1,20-35,,
1:23.0,,,20-35,,Turnover by J. Grant (bad pass; steal by B. Bogdanovic)
1:16.0,J. Johnson misses 2-pt shot from 16 ft,,20-35,,
1:14.0,,,20-35,,Defensive rebound by J. Grant
1:05.0,,,20-35,,D. Williams misses 3-pt shot from 23 ft
1:03.0,Defensive rebound by W. Ellington,,20-35,,
0:58.0,,,20-35,,Personal foul by J. Grant (drawn by W. Ellington)
0:58.0,W. Ellington misses free throw 1 of 2,,20-35,,
0:58.0,Offensive rebound by Team,,20-35,,
0:58.0,T. Young enters the game for J. Johnson,,20-35,,
0:58.0,W. Ellington makes free throw 2 of 2,1,21-35,,
0:42.0,,,21-35,,Shooting foul by T. Robinson (drawn by K. Seraphin)
0:42.0,,,21-36,1,K. Seraphin makes free throw 1 of 2
0:42.0,,,21-37,1,K. Seraphin makes free throw 2 of 2
0:35.0,B. Bogdanovic misses 2-pt shot from 1 ft,,21-37,,
0:34.0,,,21-37,,Defensive rebound by K. Seraphin
0:27.0,,,21-40,3,L. Galloway makes 3-pt shot from 24 ft (assist by J. Grant)
0:06.0,S. Larkin misses 3-pt shot from 24 ft,,21-40,,
0:04.0,,,21-40,,Defensive rebound by L. Galloway
0:01.0,,,21-40,,Shooting foul by S. Larkin (drawn by L. Thomas)
0:01.0,,,21-41,1,L. Thomas makes free throw 1 of 2
0:01.0,,,21-42,1,L. Thomas makes free throw 2 of 2
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,21-42,,L. Galloway misses 3-pt shot from 23 ft
11:40.0,Defensive rebound by B. Bogdanovic,,21-42,,
11:30.0,Turnover by W. Ellington (bad pass; steal by D. Williams),,21-42,,
11:26.0,,,21-44,2,D. Williams makes 2-pt shot from 2 ft
11:06.0,T. Young misses 2-pt shot from 14 ft,,21-44,,
11:04.0,,,21-44,,Defensive rebound by L. Galloway
10:47.0,,,21-46,2,D. Williams makes 2-pt shot from 6 ft (assist by K. Seraphin)
10:33.0,B. Lopez misses 2-pt shot from 9 ft,,21-46,,
10:31.0,,,21-46,,Defensive rebound by Team
10:17.0,,,21-46,,K. Seraphin misses 2-pt shot from 11 ft (block by B. Lopez)
10:14.0,Defensive rebound by T. Young,,21-46,,
10:09.0,T. Young misses 2-pt shot from 2 ft (block by K. Seraphin),,21-46,,
10:07.0,,,21-46,,Defensive rebound by L. Galloway
10:03.0,,,21-48,2,J. Grant makes 2-pt shot at rim (assist by L. Galloway)
9:46.0,W. Ellington misses 3-pt shot from 25 ft,,21-48,,
9:44.0,,,21-48,,Defensive rebound by L. Thomas
9:21.0,,,21-48,,D. Williams misses 3-pt shot from 25 ft
9:19.0,Defensive rebound by T. Young,,21-48,,
9:16.0,Turnover by T. Young (lost ball; steal by J. Grant),,21-48,,
9:12.0,,,21-48,,J. Grant misses 2-pt shot from 2 ft (block by S. Larkin)
9:10.0,,,21-48,,Offensive rebound by Team
9:10.0,Brooklyn full timeout,,21-48,,
8:58.0,,,21-48,,K. Seraphin misses 2-pt shot from 3 ft
8:57.0,Defensive rebound by B. Bogdanovic,,21-48,,
8:45.0,Shooting foul by K. Seraphin (drawn by B. Lopez),,21-48,,
8:45.0,B. Lopez makes free throw 1 of 2,1,22-48,,
8:45.0,,,22-48,,R. Lopez enters the game for K. Seraphin
8:45.0,J. Jack enters the game for B. Bogdanovic,,22-48,,
8:45.0,R. Hollis-Jefferson enters the game for W. Ellington,,22-48,,
8:45.0,B. Lopez makes free throw 2 of 2,1,23-48,,
8:29.0,,,23-50,2,L. Thomas makes 2-pt shot from 5 ft
8:13.0,T. Young makes 2-pt shot from 5 ft,2,25-50,,
7:51.0,,,25-50,,Shooting foul by R. Hollis-Jefferson (drawn by D. Williams)
7:51.0,,,25-51,1,D. Williams makes free throw 1 of 2
7:51.0,,,25-52,1,D. Williams makes free throw 2 of 2
7:41.0,Turnover by S. Larkin (bad pass),,25-52,,
7:29.0,,,25-52,,Turnover by J. Grant (bad pass; steal by B. Lopez)
7:17.0,R. Hollis-Jefferson misses 2-pt shot from 8 ft,,25-52,,
7:16.0,,,25-52,,Defensive rebound by L. Galloway
6:57.0,J. Johnson enters the game for S. Larkin,,25-52,,
6:53.0,,,25-52,,D. Williams misses 2-pt shot from 6 ft
6:51.0,,,25-52,,Offensive rebound by L. Thomas
6:51.0,,,25-54,2,L. Thomas makes 2-pt shot at rim
6:36.0,B. Lopez misses 2-pt shot from 9 ft,,25-54,,
6:34.0,,,25-54,,Defensive rebound by L. Galloway
6:25.0,,,25-54,,L. Galloway misses 3-pt shot from 24 ft
6:23.0,Defensive rebound by T. Young,,25-54,,
6:15.0,J. Jack misses 3-pt shot from 24 ft,,25-54,,
6:13.0,,,25-54,,Defensive rebound by J. Grant
6:03.0,,,25-54,,L. Galloway misses 2-pt shot from 3 ft (block by B. Lopez)
6:01.0,Defensive rebound by J. Jack,,25-54,,
5:57.0,Turnover by T. Young (bad pass),,25-54,,
5:57.0,Official timeout,,25-54,,
5:57.0,,,25-54,,A. Afflalo enters the game for L. Thomas
5:57.0,,,25-54,,C. Anthony enters the game for D. Williams
5:57.0,,,25-54,,K. Porzingis enters the game for J. Grant
5:35.0,,,25-54,,K. Porzingis misses 3-pt shot from 23 ft
5:33.0,Defensive rebound by J. Jack,,25-54,,
5:22.0,R. Hollis-Jefferson misses 2-pt shot from 18 ft,,25-54,,
5:20.0,Offensive rebound by T. Young,,25-54,,
5:19.0,T. Young makes 2-pt shot from 1 ft,2,27-54,,
5:04.0,,,27-54,,Shooting foul by R. Hollis-Jefferson (drawn by A. Afflalo)
5:04.0,,,27-55,1,A. Afflalo makes free throw 1 of 2
5:04.0,,,27-55,,J. Calderon enters the game for L. Galloway
5:04.0,M. Brown enters the game for R. Hollis-Jefferson,,27-55,,
5:04.0,,,27-56,1,A. Afflalo makes free throw 2 of 2
4:52.0,B. Lopez misses 2-pt shot at rim (block by K. Porzingis),,27-56,,
4:49.0,Offensive rebound by T. Young,,27-56,,
4:48.0,T. Young makes 2-pt shot from 1 ft,2,29-56,,
4:33.0,,,29-58,2,C. Anthony makes 2-pt shot from 2 ft
4:33.0,,,29-58,,Shooting foul by J. Johnson (drawn by C. Anthony)
4:33.0,,,29-58,,C. Anthony misses free throw 1 of 1
4:32.0,Defensive rebound by T. Young,,29-58,,
4:10.0,T. Young makes 2-pt shot from 3 ft,2,31-58,,
3:55.0,,,31-58,,Offensive foul by K. Porzingis
3:55.0,,,31-58,,Turnover by K. Porzingis (offensive foul)
3:37.0,Shooting foul by K. Porzingis (drawn by B. Lopez),,31-58,,
3:37.0,B. Lopez makes free throw 1 of 2,1,32-58,,
3:37.0,B. Lopez makes free throw 2 of 2,1,33-58,,
3:24.0,,,33-58,,C. Anthony misses 2-pt shot from 16 ft
3:21.0,Defensive rebound by T. Young,,33-58,,
3:11.0,M. Brown misses 3-pt shot from 25 ft,,33-58,,
3:09.0,Offensive rebound by B. Lopez,,33-58,,
3:09.0,B. Lopez misses 2-pt shot from 1 ft,,33-58,,
3:07.0,,,33-58,,Defensive rebound by K. Porzingis
2:55.0,,,33-58,,Turnover by R. Lopez (3 sec)
2:55.0,,,33-58,,New York full timeout
2:42.0,J. Johnson misses 2-pt shot from 6 ft,,33-58,,
2:40.0,,,33-58,,Defensive rebound by C. Anthony
2:36.0,,,33-58,,Turnover by C. Anthony (bad pass; steal by T. Young)
2:36.0,,,33-58,,Personal foul by K. Porzingis (drawn by T. Young)
2:36.0,,,33-58,,L. Thomas enters the game for K. Porzingis
2:27.0,B. Lopez makes 2-pt shot from 5 ft (assist by M. Brown),2,35-58,,
2:06.0,,,35-60,2,R. Lopez makes 2-pt shot from 2 ft (assist by J. Calderon)
2:06.0,,,35-60,,Shooting foul by J. Jack (drawn by R. Lopez)
2:06.0,,,35-61,1,R. Lopez makes free throw 1 of 1
1:54.0,Turnover by B. Lopez (bad pass; steal by C. Anthony),,35-61,,
1:47.0,,,35-64,3,C. Anthony makes 3-pt shot from 24 ft (assist by J. Calderon)
1:41.0,Brooklyn full timeout,,35-64,,
1:41.0,S. Larkin enters the game for J. Jack,,35-64,,
1:31.0,B. Lopez makes 2-pt shot from 1 ft (assist by J. Johnson),2,37-64,,
1:31.0,Shooting foul by L. Thomas (drawn by B. Lopez),,37-64,,
1:31.0,B. Lopez makes free throw 1 of 1,1,38-64,,
1:24.0,,,38-64,,Turnover by L. Thomas (dbl dribble)
1:06.0,B. Lopez makes 2-pt shot from 4 ft,2,40-64,,
0:46.0,,,40-64,,Shooting foul by B. Lopez (drawn by C. Anthony)
0:46.0,,,40-64,,C. Anthony misses free throw 1 of 2
0:46.0,,,40-64,,Offensive rebound by Team
0:46.0,,,40-65,1,C. Anthony makes free throw 2 of 2
0:35.0,S. Larkin misses 2-pt shot from 4 ft,,40-65,,
0:33.0,,,40-65,,Defensive rebound by C. Anthony
0:22.0,,,40-65,,Turnover by L. Thomas (bad pass; steal by J. Johnson)
0:17.0,,,40-65,,Violation by C. Anthony (def goaltending)
0:17.0,S. Larkin makes 2-pt shot from 2 ft (assist by J. Johnson),2,42-65,,
0:02.0,,,42-65,,L. Thomas misses 2-pt shot from 16 ft
0:00.0,Defensive rebound by M. Brown,,42-65,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,42-67,2,K. Porzingis makes 2-pt shot at rim (assist by C. Anthony)
11:27.0,J. Johnson misses 2-pt shot from 3 ft,,42-67,,
11:25.0,Offensive rebound by T. Young,,42-67,,
11:25.0,T. Young misses 2-pt shot from 2 ft,,42-67,,
11:23.0,,,42-67,,Defensive rebound by K. Porzingis
11:00.0,,,42-69,2,K. Porzingis makes 2-pt shot from 21 ft (assist by R. Lopez)
10:50.0,J. Johnson makes 3-pt shot from 22 ft,3,45-69,,
10:49.0,,,45-69,,New York full timeout
10:37.0,,,45-72,3,C. Anthony makes 3-pt shot from 24 ft (assist by K. Porzingis)
10:20.0,Turnover by B. Lopez (lost ball; steal by J. Calderon),,45-72,,
10:16.0,,,45-74,2,C. Anthony makes 2-pt shot from 1 ft (assist by J. Calderon)
10:05.0,J. Johnson misses 2-pt shot from 1 ft,,45-74,,
10:04.0,Offensive rebound by B. Lopez,,45-74,,
10:02.0,B. Lopez makes 2-pt shot from 2 ft,2,47-74,,
9:43.0,,,47-74,,K. Porzingis misses 2-pt shot from 8 ft
9:42.0,Defensive rebound by Team,,47-74,,
9:42.0,B. Bogdanovic enters the game for R. Hollis-Jefferson,,47-74,,
9:31.0,Turnover by B. Bogdanovic (lost ball; steal by J. Calderon),,47-74,,
9:20.0,,,47-74,,C. Anthony misses 2-pt shot from 19 ft
9:19.0,Defensive rebound by J. Johnson,,47-74,,
9:10.0,Turnover by T. Young (lost ball; steal by C. Anthony),,47-74,,
9:07.0,,,47-74,,Shooting foul by J. Jack (drawn by C. Anthony)
9:07.0,,,47-75,1,C. Anthony makes free throw 1 of 2
9:07.0,,,47-76,1,C. Anthony makes free throw 2 of 2
8:59.0,J. Jack makes 2-pt shot from 2 ft,2,49-76,,
8:40.0,,,49-76,,A. Afflalo misses 3-pt shot from 24 ft
8:39.0,Defensive rebound by B. Bogdanovic,,49-76,,
8:28.0,B. Lopez misses 2-pt shot from 16 ft,,49-76,,
8:27.0,,,49-76,,Defensive rebound by A. Afflalo
8:13.0,,,49-76,,R. Lopez misses 2-pt shot from 4 ft
8:12.0,,,49-76,,Offensive rebound by K. Porzingis
7:58.0,,,49-79,3,K. Porzingis makes 3-pt shot from 24 ft (assist by A. Afflalo)
7:55.0,Brooklyn full timeout,,49-79,,
7:55.0,S. Larkin enters the game for J. Jack,,49-79,,
7:38.0,B. Lopez misses 2-pt shot from 4 ft,,49-79,,
7:37.0,,,49-79,,Defensive rebound by C. Anthony
7:29.0,,,49-79,,Turnover by C. Anthony (bad pass; steal by B. Bogdanovic)
7:14.0,J. Johnson misses 3-pt shot from 24 ft,,49-79,,
7:12.0,Offensive rebound by J. Johnson,,49-79,,
7:10.0,W. Reed enters the game for B. Lopez,,49-79,,
7:00.0,T. Young makes 2-pt shot from 17 ft,2,51-79,,
6:38.0,,,51-79,,K. Porzingis misses 2-pt shot from 13 ft
6:36.0,Defensive rebound by B. Bogdanovic,,51-79,,
6:28.0,T. Young misses 2-pt shot from 2 ft (block by R. Lopez),,51-79,,
6:26.0,,,51-79,,Defensive rebound by K. Porzingis
6:11.0,,,51-81,2,A. Afflalo makes 2-pt shot from 9 ft
5:53.0,,,51-81,,Personal foul by A. Afflalo (drawn by T. Young)
5:53.0,,,51-81,,K. Seraphin enters the game for R. Lopez
5:43.0,T. Young makes 2-pt shot from 6 ft,2,53-81,,
5:27.0,,,53-81,,K. Porzingis misses 2-pt shot from 9 ft
5:25.0,Defensive rebound by B. Bogdanovic,,53-81,,
5:18.0,B. Bogdanovic makes 2-pt shot from 7 ft,2,55-81,,
5:02.0,,,55-83,2,A. Afflalo makes 2-pt shot from 2 ft (assist by J. Calderon)
4:51.0,S. Larkin makes 2-pt shot from 20 ft,2,57-83,,
4:31.0,,,57-83,,Offensive foul by A. Afflalo
4:31.0,,,57-83,,Turnover by A. Afflalo (offensive foul)
4:31.0,,,57-83,,L. Thomas enters the game for K. Porzingis
4:14.0,W. Reed makes 2-pt shot at rim (assist by J. Johnson),2,59-83,,
3:58.0,,,59-83,,L. Thomas misses 3-pt shot from 23 ft
3:56.0,,,59-83,,Offensive rebound by C. Anthony
3:56.0,,,59-83,,C. Anthony misses 2-pt shot at rim
3:54.0,Defensive rebound by W. Reed,,59-83,,
3:48.0,T. Young makes 2-pt shot at rim (assist by S. Larkin),2,61-83,,
3:26.0,,,61-85,2,A. Afflalo makes 2-pt shot from 7 ft (assist by K. Seraphin)
3:13.0,T. Young misses 2-pt shot from 1 ft,,61-85,,
3:12.0,,,61-85,,Defensive rebound by Team
3:12.0,,,61-85,,J. Grant enters the game for J. Calderon
3:12.0,,,61-85,,L. Galloway enters the game for A. Afflalo
3:01.0,W. Ellington enters the game for B. Bogdanovic,,61-85,,
2:47.0,,,61-85,,L. Thomas misses 2-pt shot from 4 ft (block by W. Reed)
2:46.0,Defensive rebound by T. Young,,61-85,,
2:42.0,T. Young misses 2-pt shot from 1 ft,,61-85,,
2:41.0,Offensive rebound by T. Young,,61-85,,
2:41.0,T. Young misses 2-pt shot from 1 ft,,61-85,,
2:40.0,Offensive rebound by S. Larkin,,61-85,,
2:40.0,S. Larkin misses 2-pt shot from 1 ft,,61-85,,
2:39.0,,,61-85,,Defensive rebound by Team
2:39.0,,,61-85,,New York full timeout
2:39.0,S. Karasev enters the game for T. Young,,61-85,,
2:17.0,,,61-88,3,L. Thomas makes 3-pt shot from 23 ft (assist by J. Grant)
2:00.0,W. Ellington misses 3-pt shot from 23 ft,,61-88,,
1:59.0,Offensive rebound by Team,,61-88,,
1:59.0,,,61-88,,Loose ball foul by C. Anthony (drawn by W. Reed)
1:59.0,,,61-88,,D. Williams enters the game for C. Anthony
1:49.0,Shooting foul by K. Seraphin (drawn by W. Reed),,61-88,,
1:49.0,W. Reed misses free throw 1 of 2,,61-88,,
1:49.0,Offensive rebound by Team,,61-88,,
1:49.0,W. Reed misses free throw 2 of 2,,61-88,,
1:49.0,,,61-88,,Defensive rebound by K. Seraphin
1:36.0,,,61-90,2,J. Grant makes 2-pt shot from 20 ft
1:19.0,W. Ellington misses 2-pt shot from 6 ft,,61-90,,
1:17.0,,,61-90,,Defensive rebound by J. Grant
1:11.0,,,61-92,2,K. Seraphin makes 2-pt shot from 3 ft (assist by L. Galloway)
1:01.0,S. Larkin misses 2-pt shot from 1 ft,,61-92,,
1:00.0,Offensive rebound by W. Reed,,61-92,,
1:00.0,W. Reed makes 2-pt shot at rim,2,63-92,,
0:43.0,,,63-92,,Turnover by J. Grant (lost ball; steal by S. Larkin)
0:38.0,W. Ellington makes 2-pt shot from 2 ft (assist by S. Larkin),2,65-92,,
0:27.0,,,65-92,,L. Thomas misses 3-pt shot from 23 ft
0:25.0,Defensive rebound by W. Reed,,65-92,,
0:17.0,W. Reed makes 2-pt shot at rim (assist by W. Ellington),2,67-92,,
0:01.0,,,67-92,,L. Thomas misses 3-pt shot from 23 ft
0:00.0,,,67-92,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,B. Lopez makes 2-pt shot from 4 ft (assist by S. Larkin),2,69-92,,
11:25.0,,,69-92,,L. Thomas misses 2-pt shot from 21 ft
11:23.0,Defensive rebound by T. Robinson,,69-92,,
11:07.0,B. Lopez misses 2-pt shot from 5 ft,,69-92,,
11:05.0,Offensive rebound by S. Larkin,,69-92,,
10:53.0,S. Karasev misses 3-pt shot from 24 ft,,69-92,,
10:52.0,,,69-92,,Defensive rebound by Team
10:38.0,,,69-92,,Turnover by K. Seraphin (lost ball; steal by S. Larkin)
10:33.0,S. Larkin misses 2-pt shot from 1 ft,,69-92,,
10:30.0,Offensive rebound by W. Ellington,,69-92,,
10:30.0,W. Ellington makes 2-pt shot from 1 ft,2,71-92,,
10:03.0,,,71-92,,D. Williams misses 3-pt shot from 23 ft
10:01.0,Defensive rebound by B. Lopez,,71-92,,
9:48.0,T. Robinson misses 2-pt shot from 1 ft,,71-92,,
9:47.0,Offensive rebound by T. Robinson,,71-92,,
9:45.0,T. Robinson makes 2-pt shot from 2 ft,2,73-92,,
9:45.0,,,73-92,,New York full timeout
9:45.0,,,73-92,,K. Porzingis enters the game for K. Seraphin
9:45.0,,,73-92,,C. Anthony enters the game for L. Thomas
9:45.0,,,73-92,,R. Lopez enters the game for D. Williams
9:45.0,J. Johnson enters the game for S. Karasev,,73-92,,
9:28.0,,,73-92,,L. Galloway misses 2-pt shot from 19 ft
9:26.0,Defensive rebound by T. Robinson,,73-92,,
9:17.0,S. Larkin makes 2-pt shot from 1 ft (assist by B. Lopez),2,75-92,,
9:01.0,,,75-92,,L. Galloway misses 3-pt shot from 23 ft
8:59.0,,,75-92,,Offensive rebound by Team
8:59.0,,,75-92,,J. Calderon enters the game for J. Grant
8:45.0,,,75-92,,K. Porzingis misses 2-pt shot from 18 ft
8:43.0,Defensive rebound by T. Robinson,,75-92,,
8:30.0,W. Ellington misses 2-pt shot from 1 ft (block by R. Lopez),,75-92,,
8:27.0,,,75-92,,Defensive rebound by J. Calderon
8:13.0,,,75-92,,Shooting foul by J. Johnson (drawn by C. Anthony)
8:13.0,,,75-93,1,C. Anthony makes free throw 1 of 2
8:13.0,,,75-93,,A. Afflalo enters the game for L. Galloway
8:13.0,,,75-94,1,C. Anthony makes free throw 2 of 2
8:01.0,Flagrant foul type 1 by J. Johnson (drawn by J. Calderon),,75-94,,
8:01.0,Turnover by J. Johnson (offensive foul),,75-94,,
8:01.0,R. Hollis-Jefferson enters the game for J. Johnson,,75-94,,
8:01.0,,,75-94,,J. Calderon misses flagrant free throw 1 of 2
8:01.0,,,75-94,,Offensive rebound by Team
8:01.0,,,75-95,1,J. Calderon makes flagrant free throw 2 of 2
7:52.0,,,75-97,2,C. Anthony makes 2-pt shot from 16 ft
7:37.0,W. Ellington misses 2-pt shot from 13 ft,,75-97,,
7:36.0,,,75-97,,Defensive rebound by K. Porzingis
7:28.0,,,75-97,,Turnover by J. Calderon (lost ball; steal by S. Larkin)
7:17.0,B. Lopez misses 2-pt shot from 3 ft,,75-97,,
7:15.0,,,75-97,,Defensive rebound by R. Lopez
6:59.0,,,75-97,,C. Anthony misses 3-pt shot from 24 ft
6:57.0,Defensive rebound by T. Robinson,,75-97,,
6:51.0,W. Ellington misses 3-pt shot from 25 ft,,75-97,,
6:49.0,,,75-97,,Defensive rebound by J. Calderon
6:48.0,Personal foul by B. Lopez (drawn by J. Calderon),,75-97,,
6:48.0,B. Bogdanovic enters the game for W. Ellington,,75-97,,
6:48.0,J. Jack enters the game for S. Larkin,,75-97,,
6:48.0,T. Young enters the game for T. Robinson,,75-97,,
6:31.0,,,75-97,,C. Anthony misses 2-pt shot from 14 ft
6:30.0,,,75-97,,Offensive rebound by R. Lopez
6:24.0,,,75-97,,C. Anthony misses 2-pt shot at rim
6:22.0,Defensive rebound by R. Hollis-Jefferson,,75-97,,
6:08.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by R. Hollis-Jefferson),3,78-97,,
5:48.0,,,78-97,,J. Calderon misses 2-pt shot from 12 ft
5:46.0,Defensive rebound by B. Bogdanovic,,78-97,,
5:42.0,,,78-97,,Violation by J. Calderon (kicked ball)
5:42.0,Official timeout,,78-97,,
5:33.0,B. Lopez misses 2-pt shot from 15 ft,,78-97,,
5:31.0,,,78-97,,Defensive rebound by C. Anthony
5:14.0,,,78-97,,New York full timeout
5:09.0,,,78-97,,A. Afflalo misses 2-pt shot from 11 ft
5:07.0,Defensive rebound by B. Lopez,,78-97,,
5:01.0,Turnover by J. Jack (bad pass),,78-97,,
4:42.0,,,78-97,,A. Afflalo misses 2-pt shot from 5 ft
4:40.0,,,78-97,,Offensive rebound by R. Lopez
4:36.0,,,78-99,2,K. Porzingis makes 2-pt shot from 3 ft (assist by R. Lopez)
4:23.0,T. Young misses 2-pt shot from 18 ft,,78-99,,
4:21.0,,,78-99,,Defensive rebound by C. Anthony
4:09.0,,,78-99,,A. Afflalo misses 2-pt shot from 20 ft
4:06.0,Defensive rebound by J. Jack,,78-99,,
4:02.0,J. Jack makes 3-pt shot from 24 ft,3,81-99,,
