time,Denver,pts.away,score,pts.home,Memphis
8:16.0,,,34-31,,Memphis full timeout
8:16.0,,,34-31,,M. Gasol enters the game for J. Green
8:08.0,Personal foul by J. Lauvergne (drawn by V. Carter),,34-31,,
7:59.0,,,34-31,,V. Carter misses 2-pt shot from 22 ft
7:59.0,Defensive rebound by J. Hickson,,34-31,,
7:41.0,R. Foye misses 3-pt shot from 23 ft,,34-31,,
7:37.0,Offensive rebound by J. Lauvergne,,34-31,,
7:37.0,J. Lauvergne misses 2-pt shot at rim,,34-31,,
7:36.0,,,34-31,,Defensive rebound by T. Allen
7:20.0,,,34-33,2,Z. Randolph makes 2-pt shot from 7 ft
7:02.0,Turnover by R. Foye (bad pass; steal by V. Carter),,34-33,,
6:57.0,,,34-35,2,T. Allen makes 2-pt shot at rim
6:39.0,M. Miller misses 3-pt shot from 24 ft,,34-35,,
6:38.0,Offensive rebound by W. Barton,,34-35,,
6:26.0,,,34-35,,M. Barnes enters the game for V. Carter
6:26.0,,,34-35,,J. Green enters the game for Z. Randolph
6:26.0,D. Gallinari enters the game for M. Miller,,34-35,,
6:13.0,R. Foye misses 3-pt shot from 27 ft,,34-35,,
6:13.0,Offensive rebound by J. Hickson,,34-35,,
6:13.0,Shooting foul by M. Gasol (drawn by J. Hickson),,34-35,,
6:13.0,J. Hickson misses free throw 1 of 2,,34-35,,
6:13.0,Offensive rebound by Team,,34-35,,
6:13.0,J. Nelson enters the game for R. Foye,,34-35,,
6:13.0,J. Hickson makes free throw 2 of 2,1,35-35,,
5:53.0,,,35-37,2,M. Gasol makes 2-pt shot from 7 ft
5:31.0,Denver full timeout,,35-37,,
5:31.0,,,35-37,,E. Williams enters the game for M. Chalmers
5:31.0,G. Harris enters the game for J. Lauvergne,,35-37,,
5:28.0,J. Hickson makes 2-pt shot at rim (assist by G. Harris),2,37-37,,
5:01.0,,,37-37,,E. Williams misses 2-pt shot from 5 ft
5:01.0,,,37-37,,Offensive rebound by M. Gasol
5:01.0,,,37-37,,Turnover by Team (shot clock)
4:45.0,J. Hickson misses 2-pt shot at rim,,37-37,,
4:45.0,,,37-37,,Defensive rebound by M. Barnes
4:34.0,Def 3 sec tech foul by J. Hickson,,37-37,,
4:34.0,,,37-38,1,M. Gasol makes technical free throw
4:25.0,,,37-38,,Shooting foul by D. Gallinari (drawn by J. Green)
4:25.0,,,37-39,1,J. Green makes free throw 1 of 2
4:25.0,,,37-39,,J. Green misses free throw 2 of 2
4:24.0,Defensive rebound by J. Hickson,,37-39,,
4:09.0,Turnover by D. Gallinari (bad pass; steal by T. Allen),,37-39,,
4:04.0,,,37-41,2,T. Allen makes 2-pt shot at rim
3:48.0,G. Harris misses 3-pt shot from 26 ft,,37-41,,
3:47.0,,,37-41,,Defensive rebound by T. Allen
3:37.0,,,37-41,,E. Williams misses 3-pt shot from 23 ft
3:37.0,,,37-41,,Offensive rebound by M. Barnes
3:36.0,,,37-41,,Shooting foul by W. Barton (drawn by M. Barnes)
3:36.0,,,37-42,1,M. Barnes makes free throw 1 of 2
3:36.0,Denver full timeout,,37-42,,
3:36.0,,,37-43,1,M. Barnes makes free throw 2 of 2
3:21.0,Turnover by G. Harris (bad pass; steal by T. Allen),,37-43,,
3:07.0,,,37-43,,J. Green misses 2-pt shot from 4 ft
3:05.0,Defensive rebound by W. Barton,,37-43,,
2:43.0,Turnover by Team (shot clock),,37-43,,
2:43.0,D. Arthur enters the game for W. Barton,,37-43,,
2:28.0,,,37-43,,M. Gasol misses 2-pt shot from 9 ft
2:26.0,Defensive rebound by D. Arthur,,37-43,,
2:17.0,D. Arthur misses 2-pt shot from 16 ft,,37-43,,
2:16.0,Offensive rebound by J. Hickson,,37-43,,
2:16.0,J. Hickson misses 2-pt shot at rim,,37-43,,
2:15.0,,,37-43,,Defensive rebound by M. Barnes
2:15.0,Personal foul by J. Hickson,,37-43,,
2:15.0,,,37-44,1,M. Barnes makes free throw 1 of 2
2:15.0,,,37-45,1,M. Barnes makes free throw 2 of 2
1:56.0,J. Hickson misses 2-pt shot from 1 ft,,37-45,,
1:54.0,,,37-45,,Defensive rebound by M. Gasol
1:38.0,,,37-47,2,M. Gasol makes 2-pt shot from 5 ft (assist by J. Green)
1:21.0,Turnover by G. Harris (lost ball),,37-47,,
1:21.0,N. Jokic enters the game for J. Hickson,,37-47,,
1:03.0,,,37-49,2,T. Allen makes 2-pt shot at rim (assist by M. Gasol)
0:47.0,G. Harris misses 3-pt shot from 24 ft,,37-49,,
0:47.0,,,37-49,,Defensive rebound by T. Allen
0:41.0,,,37-49,,M. Barnes misses 3-pt shot from 25 ft
0:40.0,Defensive rebound by Team,,37-49,,
0:30.0,J. Nelson misses 3-pt shot from 25 ft,,37-49,,
0:29.0,,,37-49,,Defensive rebound by J. Green
0:21.0,,,37-49,,Memphis full timeout
0:21.0,,,37-49,,V. Carter enters the game for T. Allen
0:21.0,,,37-49,,M. Chalmers enters the game for E. Williams
0:21.0,W. Barton enters the game for D. Gallinari,,37-49,,
0:21.0,J. Hickson enters the game for N. Jokic,,37-49,,
0:09.0,,,37-49,,M. Gasol misses 2-pt shot from 2 ft
0:05.0,,,37-49,,Offensive rebound by M. Gasol
0:05.0,,,37-49,,M. Gasol misses 2-pt shot from 8 ft
0:02.0,Defensive rebound by W. Barton,,37-49,,
0:00.0,W. Barton misses 3-pt shot from 25 ft,,37-49,,
0:00.0,Offensive rebound by Team,,37-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,D. Gallinari makes 2-pt shot from 20 ft (assist by J. Nelson),2,39-49,,
11:23.0,,,39-51,2,M. Chalmers makes 2-pt shot from 18 ft (assist by M. Gasol)
11:11.0,D. Gallinari misses 3-pt shot from 25 ft,,39-51,,
11:11.0,,,39-51,,Defensive rebound by J. Green
11:01.0,,,39-51,,Shooting foul by D. Arthur (drawn by J. Green)
11:01.0,,,39-51,,J. Green misses free throw 1 of 2
11:01.0,,,39-51,,Offensive rebound by Team
11:01.0,,,39-52,1,J. Green makes free throw 2 of 2
10:53.0,Turnover by D. Arthur (traveling),,39-52,,
10:38.0,,,39-52,,M. Barnes misses 2-pt shot from 20 ft
10:38.0,Defensive rebound by G. Harris,,39-52,,
10:27.0,D. Arthur misses 2-pt shot from 8 ft,,39-52,,
10:27.0,Offensive rebound by N. Jokic,,39-52,,
10:12.0,D. Gallinari makes 2-pt shot from 21 ft (assist by J. Nelson),2,41-52,,
9:53.0,,,41-52,,M. Gasol misses 2-pt shot from 11 ft
9:50.0,Defensive rebound by D. Gallinari,,41-52,,
9:46.0,,,41-52,,Personal foul by J. Green (drawn by D. Gallinari)
9:39.0,N. Jokic makes 2-pt shot from 4 ft (assist by D. Gallinari),2,43-52,,
9:20.0,,,43-52,,Turnover by M. Barnes (bad pass)
8:56.0,D. Gallinari misses 3-pt shot from 25 ft,,43-52,,
8:56.0,,,43-52,,Defensive rebound by T. Allen
8:44.0,,,43-52,,M. Chalmers misses 2-pt shot from 10 ft
8:42.0,Defensive rebound by G. Harris,,43-52,,
8:31.0,,,43-52,,Personal foul by T. Allen (drawn by G. Harris)
8:18.0,G. Harris makes 2-pt shot at rim,2,45-52,,
7:56.0,,,45-52,,M. Chalmers misses 2-pt shot from 19 ft
7:56.0,Defensive rebound by D. Gallinari,,45-52,,
7:44.0,,,45-52,,Violation by M. Chalmers (kicked ball)
7:37.0,D. Arthur misses 2-pt shot from 10 ft,,45-52,,
7:36.0,Offensive rebound by D. Gallinari,,45-52,,
7:36.0,D. Gallinari makes 2-pt shot at rim,2,47-52,,
7:36.0,,,47-52,,Memphis full timeout
7:25.0,,,47-52,,Shooting foul by D. Arthur (drawn by J. Green)
7:25.0,,,47-53,1,J. Green makes free throw 1 of 2
7:25.0,,,47-53,,J. Green misses free throw 2 of 2
7:24.0,Defensive rebound by D. Arthur,,47-53,,
7:11.0,D. Arthur makes 2-pt shot from 17 ft (assist by N. Jokic),2,49-53,,
6:48.0,,,49-53,,M. Chalmers misses 3-pt shot from 23 ft
6:48.0,Defensive rebound by D. Gallinari,,49-53,,
6:34.0,D. Gallinari misses 2-pt shot from 12 ft,,49-53,,
6:32.0,Offensive rebound by D. Arthur,,49-53,,
6:26.0,G. Harris misses 3-pt shot from 22 ft,,49-53,,
6:26.0,Offensive rebound by N. Jokic,,49-53,,
6:20.0,D. Arthur misses 3-pt shot from 24 ft,,49-53,,
6:19.0,,,49-53,,Defensive rebound by M. Barnes
6:08.0,,,49-53,,M. Gasol misses 2-pt shot from 19 ft
6:08.0,,,49-53,,Offensive rebound by Team
6:08.0,,,49-53,,Z. Randolph enters the game for J. Green
5:55.0,,,49-53,,M. Chalmers misses 2-pt shot from 15 ft (block by J. Nelson)
5:53.0,Defensive rebound by D. Gallinari,,49-53,,
5:50.0,D. Gallinari misses 2-pt shot at rim (block by M. Barnes),,49-53,,
5:47.0,,,49-53,,Defensive rebound by M. Barnes
5:45.0,,,49-53,,Turnover by M. Chalmers (bad pass; steal by J. Nelson)
5:42.0,D. Gallinari makes 3-pt shot from 27 ft (assist by J. Nelson),3,52-53,,
5:42.0,,,52-53,,Memphis full timeout
5:42.0,,,52-53,,E. Williams enters the game for M. Chalmers
5:28.0,,,52-55,2,E. Williams makes 2-pt shot from 17 ft (assist by Z. Randolph)
5:14.0,,,52-55,,Personal foul by M. Barnes (drawn by D. Gallinari)
5:03.0,D. Arthur makes 2-pt shot from 20 ft (assist by J. Nelson),2,54-55,,
4:40.0,,,54-55,,M. Gasol misses 2-pt shot from 15 ft
4:39.0,Defensive rebound by G. Harris,,54-55,,
4:29.0,,,54-55,,J. Green enters the game for M. Gasol
4:17.0,G. Harris makes 2-pt shot from 1 ft (assist by D. Gallinari),2,56-55,,
3:58.0,,,56-57,2,Z. Randolph makes 2-pt shot from 14 ft
3:33.0,D. Gallinari misses 2-pt shot from 19 ft,,56-57,,
3:33.0,Offensive rebound by G. Harris,,56-57,,
3:32.0,Jump ball: T. Allen vs. G. Harris (J. Green gains possession),,,,Jump ball: T. Allen vs. G. Harris (J. Green gains possession)
3:32.0,Turnover by G. Harris (lost ball; steal by T. Allen),,56-57,,
3:19.0,,,56-59,2,Z. Randolph makes 2-pt shot from 15 ft
3:05.0,G. Harris misses 2-pt shot at rim,,56-59,,
3:05.0,Offensive rebound by Team,,56-59,,
3:05.0,J. Lauvergne enters the game for N. Jokic,,56-59,,
3:05.0,,,56-59,,M. Chalmers enters the game for T. Allen
2:53.0,D. Arthur makes 2-pt shot from 18 ft (assist by J. Nelson),2,58-59,,
2:41.0,,,58-62,3,M. Barnes makes 3-pt shot from 25 ft (assist by M. Chalmers)
2:30.0,D. Arthur makes 2-pt shot from 18 ft (assist by J. Nelson),2,60-62,,
2:15.0,,,60-62,,Z. Randolph misses 2-pt shot from 12 ft
2:15.0,Defensive rebound by D. Arthur,,60-62,,
2:02.0,D. Arthur makes 2-pt shot from 19 ft (assist by J. Nelson),2,62-62,,
1:56.0,,,62-62,,Turnover by J. Green (bad pass; steal by G. Harris)
1:55.0,G. Harris makes 2-pt shot from 15 ft,2,64-62,,
1:55.0,,,64-62,,Memphis full timeout
1:55.0,W. Barton enters the game for G. Harris,,64-62,,
1:55.0,,,64-62,,J. Green enters the game for J. Green
1:39.0,,,64-62,,Z. Randolph misses 2-pt shot at rim
1:38.0,Defensive rebound by J. Lauvergne,,64-62,,
1:31.0,J. Lauvergne makes 2-pt shot at rim (assist by D. Arthur),2,66-62,,
1:31.0,Shooting foul by E. Williams (drawn by J. Lauvergne),,66-62,,
1:31.0,J. Lauvergne misses free throw 1 of 1,,66-62,,
1:31.0,,,66-62,,Defensive rebound by J. Green
1:20.0,,,66-62,,Turnover by M. Chalmers (bad pass)
1:20.0,,,66-62,,M. Gasol enters the game for E. Williams
1:01.0,J. Lauvergne misses 2-pt shot at rim (block by Z. Randolph),,66-62,,
0:59.0,,,66-62,,Defensive rebound by Z. Randolph
0:52.0,,,66-65,3,J. Green makes 3-pt shot from 24 ft (assist by M. Barnes)
0:34.0,J. Lauvergne misses 2-pt shot at rim (block by M. Gasol),,66-65,,
0:31.0,Offensive rebound by D. Arthur,,66-65,,
0:29.0,Turnover by D. Arthur (bad pass; steal by M. Gasol),,66-65,,
0:23.0,,,66-67,2,Z. Randolph makes 2-pt shot from 5 ft (assist by M. Barnes)
0:03.0,Turnover by J. Nelson (bad pass; steal by M. Gasol),,66-67,,
0:00.0,,,66-67,,J. Green misses 3-pt shot from 37 ft
0:00.0,,,66-67,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,66-67,,T. Allen misses 2-pt shot from 1 ft
11:38.0,Defensive rebound by J. Lauvergne,,66-67,,
11:27.0,Offensive foul by J. Lauvergne,,66-67,,
11:27.0,Turnover by J. Lauvergne (offensive foul),,66-67,,
11:13.0,,,66-67,,M. Chalmers misses 3-pt shot from 25 ft
11:12.0,,,66-67,,Offensive rebound by T. Allen
11:03.0,,,66-67,,M. Chalmers misses 3-pt shot from 24 ft
11:02.0,Defensive rebound by J. Nurkic,,66-67,,
10:51.0,J. Nurkic misses 2-pt shot from 15 ft,,66-67,,
10:51.0,,,66-67,,Defensive rebound by M. Chalmers
10:41.0,,,66-69,2,M. Gasol makes 2-pt shot from 4 ft (assist by T. Allen)
10:18.0,,,66-69,,Personal foul by J. Green (drawn by W. Barton)
10:15.0,Shooting foul by T. Allen (drawn by J. Nurkic),,66-69,,
10:15.0,J. Nurkic makes free throw 1 of 2,1,67-69,,
10:15.0,J. Nurkic makes free throw 2 of 2,1,68-69,,
10:02.0,,,68-69,,J. Green misses 3-pt shot from 25 ft
10:01.0,,,68-69,,Offensive rebound by J. Green
9:55.0,,,68-69,,M. Gasol misses 2-pt shot from 20 ft
9:55.0,,,68-69,,Offensive rebound by Team
9:55.0,,,68-69,,Personal foul by Z. Randolph (drawn by J. Nurkic)
9:55.0,Personal foul by J. Nurkic,,68-69,,
9:55.0,Jump ball: M. Gasol vs. J. Nurkic (M. Chalmers gains possession),,,,Jump ball: M. Gasol vs. J. Nurkic (M. Chalmers gains possession)
9:36.0,,,68-69,,Z. Randolph misses 2-pt shot from 4 ft
9:36.0,,,68-69,,Offensive rebound by Z. Randolph
9:36.0,,,68-69,,Shooting foul by J. Lauvergne (drawn by Z. Randolph)
9:36.0,,,68-70,1,Z. Randolph makes free throw 1 of 2
9:36.0,,,68-70,,Z. Randolph misses free throw 2 of 2
9:34.0,Defensive rebound by J. Nurkic,,68-70,,
9:29.0,Turnover by R. Foye (lost ball; steal by J. Green),,68-70,,
9:25.0,Personal foul by M. Miller (drawn by J. Green),,68-70,,
9:17.0,,,68-70,,J. Green misses 2-pt shot at rim
9:15.0,Defensive rebound by J. Nurkic,,68-70,,
8:59.0,W. Barton misses 2-pt shot from 8 ft,,68-70,,
8:57.0,,,68-70,,Defensive rebound by T. Allen
8:51.0,,,68-70,,Shooting foul by J. Nurkic (drawn by M. Gasol)
8:51.0,,,68-70,,Memphis full timeout
8:51.0,,,68-70,,M. Gasol misses free throw 1 of 2
8:51.0,,,68-70,,Offensive rebound by Team
8:51.0,,,68-71,1,M. Gasol makes free throw 2 of 2
8:38.0,J. Nurkic makes 2-pt shot at rim (assist by M. Miller),2,70-71,,
8:38.0,Shooting foul by M. Gasol (drawn by J. Nurkic),,70-71,,
8:38.0,J. Nurkic misses free throw 1 of 1,,70-71,,
8:37.0,,,70-71,,Defensive rebound by J. Green
8:13.0,,,70-71,,M. Gasol misses 2-pt shot from 14 ft
8:13.0,Defensive rebound by W. Barton,,70-71,,
8:01.0,,,70-71,,Personal foul by J. Green (drawn by W. Barton)
7:48.0,R. Foye misses 2-pt shot at rim,,70-71,,
7:46.0,,,70-71,,Defensive rebound by J. Green
7:35.0,,,70-71,,M. Chalmers misses 2-pt shot at rim
7:33.0,Defensive rebound by W. Barton,,70-71,,
7:28.0,W. Barton misses 2-pt shot at rim,,70-71,,
7:26.0,,,70-71,,Defensive rebound by M. Gasol
7:16.0,,,70-71,,Shooting foul by J. Lauvergne (drawn by Z. Randolph)
7:16.0,,,70-72,1,Z. Randolph makes free throw 1 of 2
7:16.0,,,70-72,,Z. Randolph misses free throw 2 of 2
7:15.0,Defensive rebound by Team,,70-72,,
7:02.0,R. Foye makes 2-pt shot from 1 ft (assist by M. Miller),2,72-72,,
6:38.0,,,72-72,,Shooting foul by J. Lauvergne (drawn by Z. Randolph)
6:38.0,,,72-73,1,Z. Randolph makes free throw 1 of 2
6:38.0,D. Gallinari enters the game for M. Miller,,72-73,,
6:38.0,N. Jokic enters the game for J. Lauvergne,,72-73,,
6:38.0,,,72-74,1,Z. Randolph makes free throw 2 of 2
6:20.0,W. Barton makes 2-pt shot from 5 ft,2,74-74,,
5:57.0,,,74-74,,J. Green misses 2-pt shot from 2 ft
5:55.0,Defensive rebound by W. Barton,,74-74,,
5:54.0,Shooting foul by M. Chalmers (drawn by D. Gallinari),,74-74,,
5:54.0,,,74-74,,Memphis full timeout
5:54.0,,,74-74,,M. Barnes enters the game for T. Allen
5:54.0,G. Harris enters the game for W. Barton,,74-74,,
5:54.0,D. Gallinari makes free throw 1 of 2,1,75-74,,
5:54.0,D. Gallinari makes free throw 2 of 2,1,76-74,,
5:30.0,,,76-74,,M. Chalmers misses 3-pt shot from 38 ft
5:29.0,,,76-74,,Offensive rebound by Z. Randolph
5:22.0,,,76-76,2,Z. Randolph makes 2-pt shot from 1 ft
4:57.0,J. Nurkic misses 2-pt shot from 14 ft,,76-76,,
4:55.0,,,76-76,,Defensive rebound by M. Barnes
4:43.0,,,76-78,2,M. Gasol makes 2-pt shot from 7 ft
