time,Miami,pts.away,score,pts.home,Washington
5:32.0,,,14-10,,J. Dudley misses 2-pt shot from 14 ft
5:31.0,Defensive rebound by L. Deng,,14-10,,
5:07.0,C. Bosh makes 2-pt shot from 18 ft (assist by G. Dragic),2,16-10,,
5:00.0,,,16-10,,Washington full timeout
5:00.0,G. Green enters the game for C. Bosh,,16-10,,
4:48.0,,,16-10,,G. Temple misses 2-pt shot from 19 ft
4:47.0,Defensive rebound by H. Whiteside,,16-10,,
4:29.0,H. Whiteside misses 2-pt shot from 5 ft,,16-10,,
4:28.0,,,16-10,,Defensive rebound by M. Gortat
4:07.0,,,16-10,,J. Wall misses 3-pt shot from 25 ft
4:06.0,,,16-10,,Offensive rebound by M. Gortat
4:03.0,,,16-12,2,M. Gortat makes 2-pt shot at rim
3:58.0,Miami full timeout,,16-12,,
3:58.0,,,16-12,,K. Oubre enters the game for J. Dudley
3:58.0,T. Johnson enters the game for D. Wade,,16-12,,
3:51.0,Turnover by T. Johnson (lost ball; steal by K. Oubre),,16-12,,
3:46.0,,,16-14,2,J. Wall makes 2-pt shot at rim
3:23.0,L. Deng misses 2-pt shot from 20 ft,,16-14,,
3:22.0,,,16-14,,Defensive rebound by K. Oubre
3:14.0,,,16-16,2,M. Gortat makes 2-pt shot at rim (assist by O. Porter)
2:57.0,T. Johnson makes 3-pt shot from 22 ft (assist by L. Deng),3,19-16,,
2:44.0,,,19-16,,O. Porter misses 3-pt shot from 25 ft
2:43.0,Defensive rebound by G. Green,,19-16,,
2:37.0,Turnover by G. Green (lost ball; steal by G. Temple),,19-16,,
2:32.0,,,19-16,,J. Wall misses 2-pt shot at rim
2:31.0,,,19-16,,Offensive rebound by O. Porter
2:25.0,,,19-18,2,K. Oubre makes 2-pt shot from 1 ft (assist by O. Porter)
2:13.0,,,19-18,,Personal foul by J. Wall (drawn by G. Dragic)
2:13.0,,,19-18,,R. Sessions enters the game for J. Wall
2:13.0,J. Winslow enters the game for L. Deng,,19-18,,
2:05.0,T. Johnson misses 2-pt shot from 2 ft (block by G. Temple),,19-18,,
2:04.0,Offensive rebound by H. Whiteside,,19-18,,
2:00.0,G. Green misses 2-pt shot from 3 ft,,19-18,,
1:59.0,,,19-18,,Defensive rebound by O. Porter
1:53.0,,,19-20,2,R. Sessions makes 2-pt shot from 4 ft (assist by O. Porter)
1:53.0,,,19-20,,Shooting foul by T. Johnson (drawn by R. Sessions)
1:53.0,C. Bosh enters the game for H. Whiteside,,19-20,,
1:53.0,,,19-21,1,R. Sessions makes free throw 1 of 1
1:40.0,Shooting foul by M. Gortat (drawn by C. Bosh),,19-21,,
1:40.0,C. Bosh makes free throw 1 of 2,1,20-21,,
1:40.0,,,20-21,,K. Humphries enters the game for M. Gortat
1:40.0,C. Bosh makes free throw 2 of 2,1,21-21,,
1:15.0,,,21-21,,K. Humphries misses 2-pt shot from 2 ft
1:14.0,Defensive rebound by T. Johnson,,21-21,,
1:06.0,C. Bosh misses 3-pt shot from 27 ft,,21-21,,
1:05.0,,,21-21,,Defensive rebound by K. Humphries
0:59.0,,,21-21,,R. Sessions misses 2-pt shot from 1 ft
0:58.0,Defensive rebound by T. Johnson,,21-21,,
0:54.0,B. Udrih enters the game for G. Dragic,,21-21,,
0:50.0,C. Bosh makes 2-pt shot from 13 ft (assist by B. Udrih),2,23-21,,
0:39.0,,,23-21,,K. Oubre misses 3-pt shot from 25 ft
0:38.0,Defensive rebound by B. Udrih,,23-21,,
0:31.0,G. Green misses 3-pt shot from 25 ft,,23-21,,
0:30.0,Offensive rebound by G. Green,,23-21,,
0:28.0,G. Green makes 2-pt shot from 1 ft,2,25-21,,
0:05.0,,,25-24,3,G. Temple makes 3-pt shot from 29 ft (assist by R. Sessions)
0:01.0,G. Green misses 3-pt shot from 25 ft,,25-24,,
0:00.0,,,25-24,,Defensive rebound by G. Temple
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,25-24,,Def 3 sec tech foul by K. Oubre
11:44.0,G. Green makes technical free throw,1,26-24,,
11:37.0,C. Bosh makes 3-pt shot from 26 ft (assist by B. Udrih),3,29-24,,
11:18.0,,,29-24,,R. Sessions misses 2-pt shot from 1 ft
11:16.0,Defensive rebound by C. Bosh,,29-24,,
11:06.0,T. Johnson makes 3-pt shot from 22 ft (assist by C. Bosh),3,32-24,,
10:55.0,Def 3 sec tech foul by C. Bosh,,32-24,,
10:55.0,,,32-24,,J. Dudley enters the game for O. Porter
10:55.0,,,32-24,,R. Sessions misses technical free throw
10:55.0,,,32-24,,Offensive rebound by Team
10:50.0,,,32-24,,Shooting foul by B. Udrih (drawn by R. Sessions)
10:50.0,,,32-25,1,R. Sessions makes free throw 1 of 2
10:50.0,,,32-25,,J. Wall enters the game for G. Temple
10:50.0,,,32-26,1,R. Sessions makes free throw 2 of 2
10:37.0,,,32-26,,Personal foul by K. Oubre (drawn by C. Bosh)
10:27.0,B. Udrih misses 2-pt shot at rim,,32-26,,
10:26.0,,,32-26,,Defensive rebound by R. Sessions
10:11.0,,,32-26,,Turnover by R. Sessions (lost ball; steal by J. Winslow)
9:54.0,T. Johnson misses 3-pt shot from 24 ft,,32-26,,
9:53.0,,,32-26,,Defensive rebound by J. Wall
9:47.0,,,32-26,,J. Wall misses 2-pt shot from 20 ft
9:46.0,Defensive rebound by C. Bosh,,32-26,,
9:38.0,Turnover by C. Bosh (traveling),,32-26,,
9:15.0,,,32-26,,J. Wall misses 3-pt shot from 25 ft
9:14.0,Defensive rebound by B. Udrih,,32-26,,
8:58.0,C. Bosh misses 2-pt shot from 4 ft (block by K. Humphries),,32-26,,
8:56.0,Offensive rebound by G. Green,,32-26,,
8:52.0,G. Green misses 2-pt shot from 14 ft,,32-26,,
8:52.0,,,32-26,,Defensive rebound by Team
8:52.0,Official timeout,,32-26,,
8:38.0,,,32-26,,K. Humphries misses 2-pt shot from 15 ft
8:37.0,Defensive rebound by J. Winslow,,32-26,,
8:31.0,,,32-26,,M. Gortat enters the game for K. Humphries
8:24.0,Turnover by J. Winslow (lost ball; steal by M. Gortat),,32-26,,
8:20.0,,,32-26,,Shooting foul by B. Udrih (drawn by R. Sessions)
8:20.0,,,32-26,,R. Sessions misses free throw 1 of 2
8:20.0,,,32-26,,Offensive rebound by Team
8:20.0,,,32-27,1,R. Sessions makes free throw 2 of 2
8:08.0,C. Bosh misses 3-pt shot from 25 ft,,32-27,,
8:07.0,,,32-27,,Defensive rebound by K. Oubre
7:57.0,,,32-29,2,J. Dudley makes 2-pt shot from 11 ft
7:45.0,Offensive foul by J. Winslow,,32-29,,
7:45.0,Turnover by J. Winslow (offensive foul),,32-29,,
7:45.0,H. Whiteside enters the game for C. Bosh,,32-29,,
7:45.0,D. Wade enters the game for B. Udrih,,32-29,,
7:45.0,G. Dragic enters the game for T. Johnson,,32-29,,
7:30.0,,,32-29,,J. Wall misses 2-pt shot from 14 ft
7:29.0,Defensive rebound by H. Whiteside,,32-29,,
7:25.0,,,32-29,,Personal take foul by R. Sessions (drawn by D. Wade)
7:25.0,,,32-29,,Washington full timeout
7:25.0,,,32-29,,G. Temple enters the game for M. Gortat
7:11.0,J. Winslow misses 3-pt shot from 23 ft,,32-29,,
7:10.0,,,32-29,,Defensive rebound by R. Sessions
7:05.0,,,32-29,,J. Wall misses 2-pt shot at rim (block by J. Winslow)
7:01.0,Defensive rebound by G. Dragic,,32-29,,
6:47.0,G. Dragic makes 3-pt shot from 26 ft (assist by J. Winslow),3,35-29,,
6:26.0,,,35-29,,Turnover by K. Oubre (lost ball; steal by D. Wade)
6:22.0,G. Dragic makes 2-pt shot from 2 ft (assist by D. Wade),2,37-29,,
6:22.0,,,37-29,,Washington full timeout
6:22.0,,,37-29,,O. Porter enters the game for K. Oubre
6:22.0,L. Deng enters the game for J. Winslow,,37-29,,
6:04.0,,,37-29,,O. Porter misses 3-pt shot from 23 ft
6:03.0,Defensive rebound by L. Deng,,37-29,,
5:50.0,Shooting foul by G. Temple (drawn by D. Wade),,37-29,,
5:50.0,D. Wade makes free throw 1 of 2,1,38-29,,
5:50.0,,,38-29,,M. Gortat enters the game for J. Dudley
5:50.0,D. Wade makes free throw 2 of 2,1,39-29,,
5:35.0,,,39-31,2,R. Sessions makes 2-pt shot from 7 ft (assist by J. Wall)
5:16.0,L. Deng makes 2-pt shot from 10 ft (assist by G. Green),2,41-31,,
4:55.0,,,41-31,,M. Gortat misses 2-pt shot from 11 ft (block by H. Whiteside)
4:53.0,,,41-31,,Offensive rebound by R. Sessions
4:50.0,,,41-31,,R. Sessions misses 2-pt shot from 8 ft
4:50.0,,,41-31,,Offensive rebound by Team
4:50.0,,,41-31,,Turnover by Team (shot clock)
4:27.0,G. Dragic misses 2-pt shot from 15 ft,,41-31,,
4:27.0,,,41-31,,Defensive rebound by Team
4:27.0,Loose ball foul by H. Whiteside (drawn by M. Gortat),,41-31,,
4:13.0,,,41-31,,J. Wall misses 2-pt shot from 15 ft
4:12.0,,,41-31,,Offensive rebound by M. Gortat
4:02.0,,,41-31,,G. Temple misses 3-pt shot from 26 ft
4:01.0,Defensive rebound by L. Deng,,41-31,,
3:55.0,G. Dragic makes 2-pt shot at rim,2,43-31,,
3:35.0,,,43-31,,R. Sessions misses 3-pt shot from 24 ft
3:33.0,Defensive rebound by G. Dragic,,43-31,,
3:29.0,D. Wade makes 2-pt shot at rim (assist by G. Dragic),2,45-31,,
3:17.0,,,45-31,,J. Wall misses 2-pt shot from 19 ft
3:16.0,Defensive rebound by H. Whiteside,,45-31,,
3:05.0,Turnover by D. Wade (bad pass; steal by O. Porter),,45-31,,
3:01.0,Personal foul by L. Deng (drawn by G. Temple),,45-31,,
3:01.0,,,45-31,,J. Eddie enters the game for R. Sessions
2:53.0,,,45-31,,J. Wall misses 3-pt shot from 24 ft
2:51.0,Defensive rebound by L. Deng,,45-31,,
2:47.0,Miami full timeout,,45-31,,
2:31.0,G. Green makes 3-pt shot from 26 ft (assist by D. Wade),3,48-31,,
2:15.0,,,48-31,,J. Eddie misses 2-pt shot from 7 ft (block by H. Whiteside)
2:14.0,,,48-31,,Offensive rebound by M. Gortat
2:08.0,,,48-31,,G. Temple misses 2-pt shot from 7 ft
2:07.0,,,48-31,,Offensive rebound by M. Gortat
2:04.0,,,48-31,,J. Wall misses 3-pt shot from 33 ft
2:02.0,Defensive rebound by Team,,48-31,,
1:45.0,D. Wade misses 2-pt shot from 16 ft,,48-31,,
1:44.0,,,48-31,,Defensive rebound by M. Gortat
1:38.0,,,48-31,,J. Eddie misses 3-pt shot from 25 ft
1:36.0,Defensive rebound by H. Whiteside,,48-31,,
1:27.0,H. Whiteside misses 2-pt shot from 17 ft,,48-31,,
1:26.0,,,48-31,,Defensive rebound by J. Eddie
1:19.0,,,48-31,,Turnover by M. Gortat (offensive foul)
1:19.0,,,48-31,,Offensive foul by M. Gortat
1:19.0,,,48-31,,J. Dudley enters the game for G. Temple
1:19.0,C. Bosh enters the game for G. Green,,48-31,,
1:19.0,,,48-31,,R. Sessions enters the game for J. Wall
1:19.0,,,48-31,,G. Temple enters the game for M. Gortat
1:00.0,G. Dragic misses 3-pt shot from 26 ft,,48-31,,
0:59.0,,,48-31,,Defensive rebound by J. Eddie
0:51.0,,,48-31,,R. Sessions misses 2-pt shot from 1 ft
0:49.0,Defensive rebound by L. Deng,,48-31,,
0:39.0,Miami full timeout,,48-31,,
0:30.0,D. Wade misses 2-pt shot from 1 ft,,48-31,,
0:28.0,Offensive rebound by D. Wade,,48-31,,
0:28.0,D. Wade makes 2-pt shot at rim,2,50-31,,
0:05.0,,,50-31,,G. Temple misses 3-pt shot from 23 ft
0:04.0,Defensive rebound by H. Whiteside,,50-31,,
0:01.0,D. Wade misses 2-pt shot from 4 ft,,50-31,,
0:00.0,Offensive rebound by Team,,50-31,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,D. Wade misses 2-pt shot from 16 ft,,50-31,,
11:40.0,,,50-31,,Defensive rebound by M. Gortat
11:26.0,,,50-33,2,M. Gortat makes 2-pt shot from 14 ft (assist by J. Wall)
11:07.0,Turnover by L. Deng (bad pass; steal by J. Wall),,50-33,,
10:57.0,,,50-35,2,O. Porter makes 2-pt shot from 21 ft (assist by J. Dudley)
10:42.0,C. Bosh misses 2-pt shot from 12 ft,,50-35,,
10:39.0,,,50-35,,Defensive rebound by M. Gortat
10:27.0,,,50-35,,J. Wall misses 3-pt shot from 25 ft
10:26.0,Defensive rebound by H. Whiteside,,50-35,,
10:16.0,Shooting foul by J. Wall (drawn by H. Whiteside),,50-35,,
10:16.0,H. Whiteside misses free throw 1 of 2,,50-35,,
10:16.0,Offensive rebound by Team,,50-35,,
10:16.0,H. Whiteside misses free throw 2 of 2,,50-35,,
10:15.0,,,50-35,,Defensive rebound by O. Porter
10:02.0,,,50-35,,G. Temple misses 2-pt shot from 6 ft (block by H. Whiteside)
10:01.0,Defensive rebound by D. Wade,,50-35,,
9:56.0,D. Wade misses 2-pt shot at rim,,50-35,,
9:55.0,,,50-35,,Defensive rebound by O. Porter
9:49.0,,,50-35,,M. Gortat misses 2-pt shot from 2 ft (block by H. Whiteside)
9:48.0,Defensive rebound by C. Bosh,,50-35,,
9:43.0,Miami full timeout,,50-35,,
9:43.0,,,50-35,,Technical foul by J. Wall
9:43.0,C. Bosh makes technical free throw,1,51-35,,
9:28.0,Turnover by G. Dragic (bad pass),,51-35,,
9:10.0,,,51-35,,G. Temple misses 3-pt shot from 23 ft
9:09.0,Defensive rebound by C. Bosh,,51-35,,
8:56.0,L. Deng makes 3-pt shot from 23 ft (assist by G. Dragic),3,54-35,,
8:35.0,,,54-35,,J. Dudley misses 3-pt shot from 22 ft
8:34.0,,,54-35,,Offensive rebound by M. Gortat
8:29.0,,,54-38,3,G. Temple makes 3-pt shot from 28 ft (assist by M. Gortat)
8:06.0,C. Bosh misses 2-pt shot from 16 ft,,54-38,,
8:05.0,,,54-38,,Defensive rebound by O. Porter
7:53.0,,,54-38,,O. Porter misses 2-pt shot from 21 ft
7:52.0,Defensive rebound by H. Whiteside,,54-38,,
7:44.0,Turnover by G. Dragic (step out of bounds),,54-38,,
7:33.0,,,54-38,,J. Wall misses 2-pt shot from 18 ft
7:31.0,Defensive rebound by Team,,54-38,,
7:09.0,,,54-38,,Violation by J. Dudley (kicked ball)
6:54.0,Turnover by Team (shot clock),,54-38,,
6:35.0,,,54-40,2,M. Gortat makes 2-pt shot from 9 ft (assist by G. Temple)
6:34.0,Miami full timeout,,54-40,,
6:15.0,D. Wade misses 2-pt shot from 5 ft,,54-40,,
6:14.0,Offensive rebound by H. Whiteside,,54-40,,
6:09.0,H. Whiteside makes 2-pt shot from 1 ft,2,56-40,,
5:56.0,,,56-40,,J. Dudley misses 3-pt shot from 26 ft
5:55.0,Defensive rebound by D. Wade,,56-40,,
5:46.0,H. Whiteside makes 2-pt shot from 1 ft (assist by D. Wade),2,58-40,,
5:30.0,,,58-40,,G. Temple misses 3-pt shot from 24 ft
5:29.0,Defensive rebound by D. Wade,,58-40,,
5:16.0,C. Bosh misses 3-pt shot from 24 ft,,58-40,,
5:16.0,,,58-40,,Defensive rebound by Team
5:01.0,,,58-42,2,J. Wall makes 2-pt shot from 13 ft
4:38.0,G. Dragic makes 3-pt shot from 23 ft (assist by L. Deng),3,61-42,,
4:22.0,,,61-42,,Turnover by M. Gortat (lost ball)
4:22.0,G. Green enters the game for C. Bosh,,61-42,,
4:09.0,,,61-42,,Personal foul by G. Temple (drawn by D. Wade)
4:09.0,,,61-42,,K. Oubre enters the game for J. Dudley
3:56.0,G. Dragic misses 3-pt shot from 27 ft,,61-42,,
3:55.0,Offensive rebound by H. Whiteside,,61-42,,
3:52.0,H. Whiteside misses 2-pt shot from 8 ft,,61-42,,
3:51.0,,,61-42,,Defensive rebound by J. Wall
3:47.0,,,61-44,2,J. Wall makes 2-pt shot from 1 ft
3:21.0,G. Green makes 2-pt shot from 14 ft,2,63-44,,
3:12.0,Personal foul by G. Green (drawn by K. Oubre),,63-44,,
3:12.0,T. Johnson enters the game for D. Wade,,63-44,,
3:12.0,,,63-44,,R. Sessions enters the game for G. Temple
2:56.0,,,63-46,2,J. Wall makes 2-pt shot from 20 ft
2:36.0,G. Dragic makes 2-pt shot from 18 ft (assist by H. Whiteside),2,65-46,,
2:24.0,,,65-48,2,M. Gortat makes 2-pt shot from 12 ft (assist by R. Sessions)
2:00.0,H. Whiteside makes 2-pt shot from 13 ft,2,67-48,,
1:47.0,,,67-48,,J. Wall misses 2-pt shot from 20 ft
1:46.0,Defensive rebound by L. Deng,,67-48,,
1:35.0,,,67-48,,Personal foul by M. Gortat (drawn by H. Whiteside)
1:35.0,,,67-48,,Washington full timeout
1:35.0,J. Winslow enters the game for L. Deng,,67-48,,
1:23.0,G. Green misses 2-pt shot from 17 ft,,67-48,,
1:22.0,,,67-48,,Defensive rebound by J. Wall
1:04.0,,,67-50,2,M. Gortat makes 2-pt shot from 14 ft (assist by J. Wall)
0:41.0,T. Johnson makes 2-pt shot from 22 ft (assist by G. Dragic),2,69-50,,
0:32.0,,,69-50,,Shooting foul by T. Johnson (drawn by J. Wall)
0:32.0,,,69-50,,J. Wall misses free throw 1 of 2
0:32.0,,,69-50,,Offensive rebound by Team
0:32.0,,,69-51,1,J. Wall makes free throw 2 of 2
0:24.0,T. Johnson makes 2-pt shot from 13 ft,2,71-51,,
0:05.0,,,71-51,,J. Wall misses 2-pt shot at rim (block by T. Johnson)
0:03.0,Defensive rebound by J. Winslow,,71-51,,
0:01.0,G. Dragic makes 2-pt shot from 1 ft (assist by J. Winslow),2,73-51,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,73-51,,R. Sessions misses 3-pt shot from 28 ft
11:47.0,Defensive rebound by T. Johnson,,73-51,,
11:32.0,G. Green misses 2-pt shot from 16 ft,,73-51,,
11:31.0,,,73-51,,Defensive rebound by K. Oubre
11:22.0,,,73-53,2,K. Humphries makes 2-pt shot from 20 ft (assist by R. Sessions)
11:02.0,C. Bosh makes 2-pt shot from 5 ft,2,75-53,,
10:52.0,,,75-53,,K. Humphries misses 3-pt shot from 26 ft
10:51.0,Defensive rebound by T. Johnson,,75-53,,
10:41.0,C. Bosh makes 3-pt shot from 26 ft (assist by T. Johnson),3,78-53,,
10:27.0,,,78-53,,R. Sessions misses 2-pt shot from 7 ft
10:26.0,Defensive rebound by C. Bosh,,78-53,,
10:18.0,C. Bosh makes 2-pt shot at rim (assist by B. Udrih),2,80-53,,
10:18.0,,,80-53,,Washington full timeout
10:18.0,,,80-53,,J. Dudley enters the game for K. Humphries
10:09.0,,,80-55,2,K. Oubre makes 2-pt shot at rim (assist by J. Wall)
9:48.0,B. Udrih makes 2-pt shot from 16 ft (assist by G. Green),2,82-55,,
9:36.0,,,82-55,,Turnover by R. Sessions (bad pass; steal by J. Winslow)
9:30.0,J. Winslow misses 2-pt shot from 1 ft,,82-55,,
9:28.0,,,82-55,,Defensive rebound by G. Temple
9:17.0,,,82-55,,G. Temple misses 2-pt shot from 1 ft
9:16.0,,,82-55,,Offensive rebound by Team
9:16.0,Loose ball foul by B. Udrih (drawn by G. Temple),,82-55,,
9:16.0,,,82-55,,J. Eddie enters the game for J. Wall
9:01.0,,,82-57,2,J. Dudley makes 2-pt shot from 22 ft (assist by R. Sessions)
8:42.0,T. Johnson misses 3-pt shot from 26 ft,,82-57,,
8:41.0,Offensive rebound by C. Bosh,,82-57,,
8:39.0,C. Bosh misses 2-pt shot from 1 ft,,82-57,,
8:38.0,,,82-57,,Defensive rebound by J. Dudley
8:33.0,,,82-59,2,R. Sessions makes 2-pt shot from 2 ft
8:06.0,G. Green makes 3-pt shot from 26 ft (assist by T. Johnson),3,85-59,,
7:40.0,,,85-59,,J. Eddie misses 3-pt shot from 25 ft
7:39.0,Defensive rebound by C. Bosh,,85-59,,
7:22.0,B. Udrih misses 2-pt shot from 16 ft,,85-59,,
7:21.0,Offensive rebound by T. Johnson,,85-59,,
7:04.0,J. Winslow misses 2-pt shot from 10 ft,,85-59,,
7:03.0,,,85-59,,Defensive rebound by K. Oubre
6:56.0,,,85-59,,J. Dudley misses 3-pt shot from 26 ft
6:54.0,Defensive rebound by T. Johnson,,85-59,,
6:41.0,C. Bosh makes 2-pt shot from 11 ft (assist by B. Udrih),2,87-59,,
6:23.0,,,87-59,,G. Temple misses 3-pt shot from 22 ft
6:22.0,Defensive rebound by T. Johnson,,87-59,,
6:07.0,J. Winslow misses 3-pt shot from 24 ft,,87-59,,
6:06.0,,,87-59,,Defensive rebound by K. Oubre
5:57.0,,,87-59,,K. Oubre misses 2-pt shot from 1 ft (block by C. Bosh)
5:55.0,Defensive rebound by J. Winslow,,87-59,,
5:53.0,Offensive foul by J. Winslow,,87-59,,
5:53.0,Turnover by J. Winslow (offensive foul),,87-59,,
5:53.0,Official timeout,,87-59,,
5:53.0,U. Haslem enters the game for C. Bosh,,87-59,,
5:45.0,Personal foul by G. Green (drawn by G. Temple),,87-59,,
5:41.0,,,87-59,,J. Eddie misses 3-pt shot from 24 ft
5:41.0,Defensive rebound by G. Green,,87-59,,
5:20.0,G. Green makes 2-pt shot from 5 ft (assist by B. Udrih),2,89-59,,
5:00.0,,,89-61,2,K. Oubre makes 2-pt shot from 3 ft
4:49.0,U. Haslem misses 2-pt shot from 14 ft,,89-61,,
4:48.0,,,89-61,,Defensive rebound by K. Oubre
4:43.0,,,89-61,,G. Temple misses 2-pt shot from 1 ft (block by U. Haslem)
4:43.0,,,89-61,,Offensive rebound by Team
4:43.0,,,89-61,,K. Humphries enters the game for J. Dudley
4:37.0,,,89-61,,K. Oubre misses 3-pt shot from 26 ft
4:35.0,,,89-61,,Offensive rebound by K. Oubre
4:31.0,,,89-61,,Turnover by K. Oubre (bad pass; steal by G. Green)
4:21.0,G. Green makes 2-pt shot from 1 ft,2,91-61,,
4:13.0,,,91-63,2,G. Temple makes 2-pt shot from 1 ft
3:55.0,U. Haslem makes 2-pt shot from 16 ft (assist by B. Udrih),2,93-63,,
3:43.0,,,93-65,2,R. Sessions makes 2-pt shot from 1 ft
3:43.0,,,93-65,,Shooting foul by U. Haslem (drawn by R. Sessions)
3:43.0,C. Andersen enters the game for G. Green,,93-65,,
3:43.0,J. Richardson enters the game for J. Winslow,,93-65,,
3:43.0,,,93-66,1,R. Sessions makes free throw 1 of 1
3:23.0,J. Richardson misses 2-pt shot from 19 ft,,93-66,,
3:22.0,,,93-66,,Defensive rebound by K. Oubre
3:13.0,,,93-69,3,J. Eddie makes 3-pt shot from 26 ft (assist by G. Temple)
2:56.0,C. Andersen misses 3-pt shot from 26 ft,,93-69,,
2:56.0,,,93-69,,Defensive rebound by Team
2:56.0,Miami full timeout,,93-69,,
2:30.0,,,93-69,,K. Humphries misses 2-pt shot from 3 ft
2:30.0,Defensive rebound by U. Haslem,,93-69,,
2:08.0,C. Andersen misses 3-pt shot from 27 ft,,93-69,,
2:07.0,,,93-69,,Defensive rebound by G. Temple
1:59.0,,,93-69,,Turnover by G. Temple (lost ball; steal by T. Johnson)
1:55.0,Turnover by J. Richardson (traveling),,93-69,,
1:47.0,,,93-71,2,K. Humphries makes 2-pt shot from 18 ft (assist by R. Sessions)
1:28.0,B. Udrih makes 2-pt shot from 20 ft (assist by J. Richardson),2,95-71,,
1:22.0,,,95-71,,J. Eddie misses 3-pt shot from 27 ft
1:20.0,Defensive rebound by J. Richardson,,95-71,,
1:10.0,Offensive foul by J. Richardson,,95-71,,
1:10.0,Turnover by J. Richardson (offensive foul),,95-71,,
0:53.0,Shooting block foul by J. Richardson (drawn by K. Humphries),,95-71,,
0:53.0,,,95-72,1,K. Humphries makes free throw 1 of 2
0:53.0,,,95-73,1,K. Humphries makes free throw 2 of 2
0:40.0,Shooting foul by K. Humphries (drawn by C. Andersen),,95-73,,
0:40.0,C. Andersen makes free throw 1 of 2,1,96-73,,
0:40.0,C. Andersen makes free throw 2 of 2,1,97-73,,
