time,Denver,pts.away,score,pts.home,Golden State
3:22.0,Shooting foul by A. Bogut (drawn by K. Faried),,97-100,,
3:22.0,,,97-100,,S. Livingston enters the game for A. Bogut
3:22.0,K. Faried makes free throw 1 of 1,1,98-100,,
3:07.0,,,98-102,2,K. Thompson makes 2-pt shot from 6 ft (assist by A. Iguodala)
2:42.0,W. Barton misses 2-pt shot from 7 ft,,98-102,,
2:42.0,,,98-102,,Defensive rebound by D. Green
2:25.0,,,98-102,,D. Green misses 3-pt shot from 25 ft
2:25.0,Defensive rebound by Team,,98-102,,
2:25.0,Official timeout,,98-102,,
2:05.0,J. Nelson misses 3-pt shot from 25 ft,,98-102,,
2:04.0,,,98-102,,Defensive rebound by A. Iguodala
1:47.0,,,98-102,,K. Thompson misses 2-pt shot from 18 ft
1:46.0,Defensive rebound by Team,,98-102,,
1:28.0,D. Gallinari misses 2-pt shot from 1 ft,,98-102,,
1:25.0,Offensive rebound by D. Gallinari,,98-102,,
1:25.0,D. Gallinari misses 2-pt shot at rim,,98-102,,
1:23.0,Offensive rebound by J. Nelson,,98-102,,
1:22.0,G. Harris misses 3-pt shot from 25 ft,,98-102,,
1:20.0,Offensive rebound by K. Faried,,98-102,,
1:15.0,W. Barton misses 2-pt shot from 15 ft,,98-102,,
1:15.0,Offensive rebound by Team,,98-102,,
1:13.0,,,98-102,,Loose ball foul by D. Green (drawn by K. Faried)
1:00.0,W. Barton misses 2-pt shot from 6 ft (block by S. Livingston),,98-102,,
0:59.0,,,98-102,,Defensive rebound by D. Green
0:39.0,,,98-102,,Turnover by K. Thompson (lost ball; steal by W. Barton)
0:35.0,W. Barton makes 2-pt shot at rim (assist by K. Faried),2,100-102,,
0:27.0,,,100-102,,Golden State full timeout
0:10.0,,,100-102,,A. Iguodala misses 2-pt shot from 16 ft
0:09.0,Defensive rebound by K. Faried,,100-102,,
0:02.0,W. Barton makes 2-pt shot from 9 ft,2,102-102,,
0:01.0,,,102-102,,Golden State full timeout
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:40.0,D. Gallinari misses 2-pt shot from 15 ft,,102-102,,
4:39.0,,,102-102,,Defensive rebound by K. Thompson
4:29.0,,,102-102,,K. Thompson misses 3-pt shot from 22 ft
4:29.0,Defensive rebound by D. Gallinari,,102-102,,
4:18.0,W. Barton misses 2-pt shot from 16 ft,,102-102,,
4:18.0,Offensive rebound by K. Faried,,102-102,,
4:18.0,,,102-102,,Personal foul by S. Livingston (drawn by K. Faried)
4:18.0,,,102-102,,M. Speights enters the game for S. Livingston
4:11.0,Shooting foul by D. Green (drawn by D. Gallinari),,102-102,,
4:11.0,D. Gallinari makes free throw 1 of 2,1,103-102,,
4:11.0,D. Gallinari makes free throw 2 of 2,1,104-102,,
3:52.0,Personal foul by W. Barton (drawn by D. Green),,104-102,,
3:50.0,,,104-102,,K. Thompson misses 2-pt shot from 17 ft
3:49.0,Defensive rebound by W. Barton,,104-102,,
3:28.0,D. Gallinari misses 3-pt shot from 27 ft,,104-102,,
3:28.0,,,104-102,,Defensive rebound by M. Speights
3:16.0,,,104-104,2,D. Green makes 2-pt shot from 2 ft (assist by K. Thompson)
2:56.0,J. Nelson misses 3-pt shot from 25 ft,,104-104,,
2:56.0,,,104-104,,Defensive rebound by K. Thompson
2:35.0,,,104-106,2,I. Clark makes 2-pt shot from 5 ft (assist by D. Green)
2:21.0,W. Barton misses 2-pt shot from 9 ft,,104-106,,
2:20.0,Offensive rebound by K. Faried,,104-106,,
2:18.0,K. Faried makes 2-pt shot from 1 ft,2,106-106,,
2:05.0,,,106-106,,Offensive foul by I. Clark
2:05.0,,,106-106,,Turnover by I. Clark (offensive foul)
1:44.0,,,106-106,,Personal foul by D. Green (drawn by D. Gallinari)
1:34.0,J. Nelson misses 2-pt shot from 19 ft,,106-106,,
1:34.0,,,106-106,,Defensive rebound by Team
1:34.0,Loose ball foul by K. Faried (drawn by A. Iguodala),,106-106,,
1:14.0,,,106-106,,D. Green misses 3-pt shot from 25 ft
1:12.0,Defensive rebound by D. Gallinari,,106-106,,
0:58.0,Offensive foul by W. Barton,,106-106,,
0:58.0,Turnover by W. Barton (offensive foul),,106-106,,
0:58.0,,,106-106,,Golden State full timeout
0:47.0,,,106-108,2,M. Speights makes 2-pt shot from 17 ft (assist by D. Green)
0:33.0,K. Faried makes 2-pt shot from 7 ft (assist by J. Nelson),2,108-108,,
0:16.0,,,108-110,2,K. Thompson makes 2-pt shot from 1 ft (assist by D. Green)
0:16.0,D. Arthur enters the game for K. Faried,,108-110,,
0:16.0,,,108-110,,S. Livingston enters the game for I. Clark
0:07.0,W. Barton misses 2-pt shot from 11 ft,,108-110,,
0:07.0,,,108-110,,Defensive rebound by M. Speights
0:07.0,Personal take foul by G. Harris (drawn by K. Thompson),,108-110,,
0:07.0,,,108-111,1,K. Thompson makes free throw 1 of 2
0:07.0,,,108-111,,K. Thompson misses free throw 2 of 2
0:06.0,Defensive rebound by D. Arthur,,108-111,,
0:06.0,Denver full timeout,,108-111,,
0:06.0,,,108-111,,I. Clark enters the game for M. Speights
0:01.0,W. Barton misses 3-pt shot from 26 ft,,108-111,,
0:00.0,Offensive rebound by Team,,108-111,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
