time,Oklahoma City,pts.away,score,pts.home,San Antonio
0:49.0,,,94-91,,K. Leonard misses 3-pt shot from 25 ft
0:48.0,Defensive rebound by S. Adams,,94-91,,
0:42.0,Oklahoma City full timeout,,94-91,,
0:33.0,K. Durant makes 2-pt shot from 11 ft (assist by R. Westbrook),2,96-91,,
0:26.0,,,96-94,3,L. Aldridge makes 3-pt shot from 25 ft (assist by T. Parker)
0:20.0,,,96-94,,Personal take foul by K. Leonard
0:20.0,,,96-94,,M. Ginobili enters the game for T. Duncan
0:18.0,,,96-94,,Personal take foul by T. Parker
0:18.0,R. Westbrook makes free throw 1 of 2,1,97-94,,
0:18.0,,,97-94,,T. Duncan enters the game for M. Ginobili
0:18.0,R. Westbrook makes free throw 2 of 2,1,98-94,,
0:18.0,,,98-94,,San Antonio full timeout
0:18.0,,,98-94,,M. Ginobili enters the game for D. Green
0:18.0,,,98-94,,San Antonio full timeout
0:18.0,,,98-94,,P. Mills enters the game for T. Parker
0:14.0,,,98-94,,Shooting foul by S. Ibaka (drawn by L. Aldridge)
0:14.0,,,98-95,1,L. Aldridge makes free throw 1 of 3
0:14.0,,,98-96,1,L. Aldridge makes free throw 2 of 3
0:14.0,,,98-97,1,L. Aldridge makes free throw 3 of 3
0:14.0,Oklahoma City full timeout,,98-97,,
0:14.0,,,98-97,,D. Green enters the game for T. Duncan
0:02.0,Turnover by D. Waiters (lost ball; steal by D. Green),,98-97,,
0:00.0,,,98-97,,P. Mills misses 3-pt shot from 23 ft
0:00.0,,,98-97,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
