time,Cleveland,pts.away,score,pts.home,Miami
0:39.0,,,19-31,2,H. Whiteside makes 2-pt shot from 5 ft
0:39.0,,,19-31,,Shooting foul by T. Thompson (drawn by H. Whiteside)
0:39.0,,,19-31,,H. Whiteside misses free throw 1 of 1
0:38.0,Defensive rebound by C. Frye,,19-31,,
0:29.0,M. Dellavedova misses 2-pt shot from 11 ft,,19-31,,
0:28.0,,,19-31,,Defensive rebound by H. Whiteside
0:07.0,,,19-31,,J. Richardson misses 3-pt shot from 23 ft
0:05.0,Defensive rebound by C. Frye,,19-31,,
0:01.0,Turnover by K. Irving (step out of bounds),,19-31,,
0:01.0,,,19-31,,L. Deng misses 3-pt shot from 43 ft
0:00.0,,,19-31,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,C. Frye misses 3-pt shot from 24 ft,,19-31,,
11:37.0,Offensive rebound by T. Thompson,,19-31,,
11:30.0,K. Irving misses 2-pt shot from 1 ft (block by L. Deng),,19-31,,
11:29.0,,,19-31,,Defensive rebound by L. Deng
11:15.0,,,19-33,2,G. Dragic makes 2-pt shot from 2 ft
10:52.0,R. Jefferson makes 2-pt shot from 9 ft (assist by M. Dellavedova),2,21-33,,
10:43.0,,,21-33,,G. Dragic misses 2-pt shot from 15 ft
10:42.0,,,21-33,,Offensive rebound by H. Whiteside
10:41.0,,,21-35,2,H. Whiteside makes 2-pt shot at rim
10:27.0,K. Irving makes 2-pt shot from 2 ft,2,23-35,,
10:06.0,,,23-35,,J. Richardson misses 2-pt shot from 10 ft
10:05.0,,,23-35,,Offensive rebound by Team
10:05.0,Loose ball foul by T. Thompson,,23-35,,
10:05.0,K. Love enters the game for M. Dellavedova,,23-35,,
10:05.0,L. James enters the game for T. Thompson,,23-35,,
9:55.0,,,23-38,3,J. Richardson makes 3-pt shot from 24 ft (assist by G. Dragic)
9:32.0,L. James makes 2-pt shot at rim (assist by K. Irving),2,25-38,,
9:13.0,,,25-40,2,G. Dragic makes 2-pt shot from 1 ft (assist by H. Whiteside)
8:52.0,K. Love makes 3-pt shot from 24 ft (assist by L. James),3,28-40,,
8:31.0,,,28-40,,L. Deng misses 2-pt shot from 21 ft
8:30.0,Defensive rebound by C. Frye,,28-40,,
8:28.0,,,28-40,,Personal foul by J. Winslow
8:28.0,Official timeout,,28-40,,
8:15.0,K. Love makes 2-pt shot from 18 ft (assist by L. James),2,30-40,,
8:00.0,,,30-40,,Turnover by G. Dragic (lost ball; steal by R. Jefferson)
7:54.0,K. Irving makes 2-pt shot from 1 ft,2,32-40,,
7:47.0,,,32-40,,Miami full timeout
7:47.0,,,32-40,,D. Wade enters the game for G. Dragic
7:35.0,,,32-40,,Turnover by H. Whiteside (lost ball; steal by K. Irving)
7:31.0,L. James makes 2-pt shot at rim (assist by R. Jefferson),2,34-40,,
7:10.0,,,34-40,,J. Winslow misses 2-pt shot from 16 ft
7:09.0,,,34-40,,Offensive rebound by Team
7:00.0,,,34-40,,D. Wade misses 2-pt shot from 20 ft
6:59.0,Defensive rebound by C. Frye,,34-40,,
6:52.0,,,34-40,,J. Johnson enters the game for J. Winslow
6:40.0,R. Jefferson makes 2-pt shot from 3 ft,2,36-40,,
6:19.0,,,36-42,2,H. Whiteside makes 2-pt shot from 5 ft (assist by D. Wade)
5:54.0,L. James misses 3-pt shot from 24 ft,,36-42,,
5:53.0,,,36-42,,Defensive rebound by H. Whiteside
5:44.0,,,36-45,3,J. Johnson makes 3-pt shot from 23 ft (assist by D. Wade)
5:31.0,K. Love misses 3-pt shot from 24 ft,,36-45,,
5:30.0,,,36-45,,Defensive rebound by H. Whiteside
5:22.0,,,36-48,3,J. Richardson makes 3-pt shot from 24 ft (assist by L. Deng)
5:22.0,Cleveland full timeout,,36-48,,
5:22.0,J. Smith enters the game for K. Irving,,36-48,,
5:22.0,M. Dellavedova enters the game for R. Jefferson,,36-48,,
5:22.0,,,36-48,,J. McRoberts enters the game for H. Whiteside
5:01.0,Turnover by L. James (lost ball; steal by J. Johnson),,36-48,,
4:47.0,,,36-51,3,J. Richardson makes 3-pt shot from 23 ft (assist by J. Johnson)
4:26.0,L. James misses 2-pt shot from 8 ft,,36-51,,
4:26.0,,,36-51,,Defensive rebound by Team
4:26.0,Loose ball foul by K. Love,,36-51,,
4:26.0,I. Shumpert enters the game for C. Frye,,36-51,,
4:26.0,T. Thompson enters the game for K. Love,,36-51,,
4:08.0,,,36-51,,Shooting foul by I. Shumpert (drawn by J. McRoberts)
4:08.0,,,36-52,1,J. McRoberts makes free throw 1 of 2
4:08.0,,,36-53,1,J. McRoberts makes free throw 2 of 2
3:49.0,L. James makes 2-pt shot from 16 ft,2,38-53,,
3:38.0,,,38-53,,Turnover by J. Richardson (lost ball; steal by J. Smith)
3:24.0,,,38-53,,Personal foul by L. Deng
3:24.0,,,38-53,,J. Winslow enters the game for L. Deng
3:24.0,,,38-53,,G. Dragic enters the game for J. Richardson
3:18.0,M. Dellavedova misses 2-pt shot from 6 ft,,38-53,,
3:16.0,,,38-53,,Defensive rebound by Team
3:00.0,,,38-53,,D. Wade misses 2-pt shot from 12 ft
2:59.0,Defensive rebound by L. James,,38-53,,
2:50.0,M. Dellavedova makes 2-pt shot from 19 ft (assist by L. James),2,40-53,,
2:34.0,,,40-53,,Shooting foul by T. Thompson (drawn by D. Wade)
2:34.0,,,40-54,1,D. Wade makes free throw 1 of 2
2:34.0,K. Irving enters the game for T. Thompson,,40-54,,
2:34.0,,,40-55,1,D. Wade makes free throw 2 of 2
2:19.0,M. Dellavedova misses 2-pt shot from 10 ft,,40-55,,
2:18.0,,,40-55,,Defensive rebound by G. Dragic
2:17.0,,,40-55,,Shooting foul by I. Shumpert (drawn by G. Dragic)
2:17.0,,,40-56,1,G. Dragic makes free throw 1 of 2
2:17.0,,,40-57,1,G. Dragic makes free throw 2 of 2
1:57.0,I. Shumpert misses 3-pt shot from 23 ft,,40-57,,
1:56.0,,,40-57,,Defensive rebound by G. Dragic
1:52.0,Violation by L. James (def goaltending),,40-57,,
1:52.0,,,40-59,2,D. Wade makes 2-pt shot from 1 ft (assist by G. Dragic)
1:40.0,Turnover by K. Irving (lost ball; steal by J. Johnson),,40-59,,
1:34.0,,,40-61,2,G. Dragic makes 2-pt shot from 1 ft (assist by J. Winslow)
1:05.0,L. James makes 2-pt shot from 15 ft,2,42-61,,
0:44.0,,,42-63,2,J. Winslow makes 2-pt shot from 7 ft (assist by J. McRoberts)
0:29.0,L. James makes 2-pt shot from 2 ft (assist by M. Dellavedova),2,44-63,,
0:23.0,,,44-63,,Miami full timeout
0:23.0,R. Jefferson enters the game for L. James,,44-63,,
0:23.0,,,44-63,,J. Richardson enters the game for J. Winslow
0:08.0,,,44-63,,D. Wade misses 2-pt shot from 19 ft
0:07.0,,,44-63,,Offensive rebound by Team
0:07.0,Loose ball foul by M. Dellavedova,,44-63,,
0:07.0,,,44-64,1,G. Dragic makes free throw 1 of 2
0:07.0,,,44-64,,L. Deng enters the game for J. McRoberts
0:07.0,L. James enters the game for I. Shumpert,,44-64,,
0:07.0,,,44-65,1,G. Dragic makes free throw 2 of 2
0:01.0,L. James misses 2-pt shot from 2 ft (block by L. Deng),,44-65,,
0:00.0,Offensive rebound by Team,,44-65,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,J. Smith makes 2-pt shot from 20 ft,2,46-65,,
11:24.0,,,46-65,,Turnover by A. Stoudemire (lost ball; steal by K. Irving)
11:24.0,,,46-65,,Personal foul by A. Stoudemire
11:07.0,L. James misses 2-pt shot from 1 ft,,46-65,,
11:06.0,,,46-65,,Defensive rebound by A. Stoudemire
11:02.0,,,46-67,2,D. Wade makes 2-pt shot from 2 ft
10:57.0,L. James makes 2-pt shot at rim (assist by K. Love),2,48-67,,
10:45.0,,,48-69,2,G. Dragic makes 2-pt shot from 5 ft
10:26.0,L. James misses 3-pt shot from 25 ft,,48-69,,
10:25.0,,,48-69,,Defensive rebound by G. Dragic
10:21.0,,,48-71,2,D. Wade makes 2-pt shot from 6 ft (assist by G. Dragic)
9:57.0,K. Love misses 3-pt shot from 25 ft,,48-71,,
9:56.0,,,48-71,,Defensive rebound by A. Stoudemire
9:45.0,,,48-73,2,A. Stoudemire makes 2-pt shot from 16 ft (assist by D. Wade)
9:31.0,Shooting foul by G. Dragic (drawn by K. Irving),,48-73,,
9:31.0,K. Irving makes free throw 1 of 3,1,49-73,,
9:31.0,K. Irving makes free throw 2 of 3,1,50-73,,
9:31.0,K. Irving makes free throw 3 of 3,1,51-73,,
9:16.0,,,51-75,2,D. Wade makes 2-pt shot from 1 ft (assist by G. Dragic)
9:10.0,Turnover by K. Irving (step out of bounds),,51-75,,
9:02.0,,,51-75,,G. Dragic misses 2-pt shot from 1 ft
9:01.0,Defensive rebound by I. Shumpert,,51-75,,
8:46.0,K. Love misses 2-pt shot from 3 ft,,51-75,,
8:45.0,,,51-75,,Defensive rebound by L. Deng
8:35.0,,,51-77,2,D. Wade makes 2-pt shot from 1 ft (assist by G. Dragic)
8:16.0,L. James makes 2-pt shot at rim,2,53-77,,
8:01.0,,,53-77,,G. Dragic misses 2-pt shot from 16 ft
8:00.0,,,53-77,,Offensive rebound by A. Stoudemire
7:47.0,,,53-77,,D. Wade misses 2-pt shot from 15 ft
7:46.0,Defensive rebound by K. Love,,53-77,,
7:46.0,,,53-77,,Personal foul by A. Stoudemire
7:46.0,M. Dellavedova enters the game for I. Shumpert,,53-77,,
7:46.0,R. Jefferson enters the game for J. Smith,,53-77,,
7:23.0,K. Love makes 2-pt shot from 2 ft,2,55-77,,
6:57.0,,,55-77,,J. Johnson misses 3-pt shot from 24 ft
6:56.0,,,55-77,,Offensive rebound by A. Stoudemire
6:45.0,,,55-79,2,J. Johnson makes 2-pt shot from 16 ft (assist by G. Dragic)
6:31.0,R. Jefferson misses 3-pt shot from 25 ft,,55-79,,
6:30.0,,,55-79,,Defensive rebound by J. Johnson
6:23.0,,,55-79,,Shooting foul by R. Jefferson (drawn by A. Stoudemire)
6:23.0,,,55-80,1,A. Stoudemire makes free throw 1 of 2
6:23.0,,,55-81,1,A. Stoudemire makes free throw 2 of 2
6:02.0,L. James makes 2-pt shot from 1 ft,2,57-81,,
5:31.0,,,57-84,3,J. Johnson makes 3-pt shot from 25 ft
5:22.0,R. Jefferson makes 2-pt shot at rim,2,59-84,,
5:21.0,,,59-84,,Miami full timeout
5:21.0,,,59-84,,J. Richardson enters the game for L. Deng
5:21.0,,,59-84,,J. Winslow enters the game for A. Stoudemire
5:21.0,,,59-84,,H. Whiteside enters the game for G. Dragic
5:04.0,,,59-86,2,D. Wade makes 2-pt shot from 19 ft
4:52.0,K. Irving misses 3-pt shot from 25 ft,,59-86,,
4:51.0,,,59-86,,Defensive rebound by D. Wade
4:41.0,,,59-86,,Shooting foul by R. Jefferson (drawn by H. Whiteside)
4:41.0,,,59-87,1,H. Whiteside makes free throw 1 of 2
4:41.0,T. Thompson enters the game for K. Love,,59-87,,
4:41.0,,,59-88,1,H. Whiteside makes free throw 2 of 2
4:30.0,Turnover by L. James (bad pass),,59-88,,
4:11.0,,,59-90,2,D. Wade makes 2-pt shot from 20 ft
3:55.0,L. James makes 2-pt shot from 18 ft,2,61-90,,
3:48.0,Personal foul by T. Thompson,,61-90,,
3:48.0,C. Frye enters the game for L. James,,61-90,,
3:48.0,J. McRae enters the game for K. Irving,,61-90,,
3:36.0,,,61-90,,H. Whiteside misses 2-pt shot from 17 ft
3:35.0,Defensive rebound by J. McRae,,61-90,,
3:18.0,M. Dellavedova makes 3-pt shot from 24 ft,3,64-90,,
3:04.0,,,64-90,,Shooting foul by J. McRae (drawn by J. Richardson)
3:04.0,,,64-91,1,J. Richardson makes free throw 1 of 2
3:04.0,,,64-91,,J. Richardson misses free throw 2 of 2
3:02.0,Defensive rebound by T. Thompson,,64-91,,
2:49.0,M. Dellavedova makes 3-pt shot from 25 ft (assist by T. Thompson),3,67-91,,
2:32.0,,,67-93,2,H. Whiteside makes 2-pt shot at rim (assist by J. Winslow)
2:15.0,J. McRae misses 2-pt shot from 18 ft,,67-93,,
2:14.0,,,67-93,,Defensive rebound by J. Johnson
1:59.0,,,67-96,3,J. Johnson makes 3-pt shot from 23 ft (assist by J. Winslow)
1:47.0,Turnover by M. Dellavedova (lost ball; steal by J. Richardson),,67-96,,
1:29.0,,,67-96,,D. Wade misses 2-pt shot from 18 ft
1:28.0,,,67-96,,Offensive rebound by H. Whiteside
1:17.0,,,67-96,,J. Johnson misses 3-pt shot from 24 ft
1:16.0,Defensive rebound by J. McRae,,67-96,,
1:06.0,C. Frye makes 3-pt shot from 25 ft (assist by M. Dellavedova),3,70-96,,
0:43.0,,,70-96,,H. Whiteside misses 2-pt shot from 3 ft
0:42.0,,,70-96,,Offensive rebound by J. Winslow
0:19.0,,,70-96,,J. Johnson misses 2-pt shot from 14 ft
0:18.0,,,70-96,,Offensive rebound by D. Wade
0:18.0,,,70-98,2,D. Wade makes 2-pt shot from 1 ft
0:03.0,M. Dellavedova misses 2-pt shot from 6 ft,,70-98,,
0:02.0,,,70-98,,Defensive rebound by H. Whiteside
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,Personal foul by R. Jefferson,,70-98,,
11:35.0,,,70-98,,J. Winslow misses 2-pt shot from 5 ft
11:34.0,Defensive rebound by R. Jefferson,,70-98,,
11:25.0,M. Dellavedova makes 2-pt shot from 10 ft,2,72-98,,
11:10.0,,,72-98,,Shooting foul by C. Frye (drawn by J. Richardson)
11:10.0,,,72-99,1,J. Richardson makes free throw 1 of 2
11:10.0,T. Mozgov enters the game for T. Thompson,,72-99,,
11:10.0,,,72-100,1,J. Richardson makes free throw 2 of 2
10:49.0,M. Dellavedova misses 3-pt shot from 24 ft,,72-100,,
10:48.0,Offensive rebound by Team,,72-100,,
10:48.0,,,72-100,,G. Green enters the game for J. Johnson
10:48.0,J. Jones enters the game for C. Frye,,72-100,,
10:39.0,M. Dellavedova misses 2-pt shot from 2 ft,,72-100,,
10:38.0,Offensive rebound by T. Mozgov,,72-100,,
10:37.0,T. Mozgov makes 2-pt shot at rim,2,74-100,,
10:18.0,,,74-100,,G. Dragic misses 2-pt shot from 1 ft (block by T. Mozgov)
10:17.0,,,74-100,,Offensive rebound by H. Whiteside
10:16.0,Personal foul by T. Mozgov,,74-100,,
10:08.0,,,74-100,,Shooting foul by M. Dellavedova (drawn by H. Whiteside)
10:08.0,,,74-101,1,H. Whiteside makes free throw 1 of 2
10:08.0,,,74-102,1,H. Whiteside makes free throw 2 of 2
9:53.0,R. Jefferson misses 2-pt shot from 18 ft,,74-102,,
9:52.0,,,74-102,,Defensive rebound by J. Richardson
9:42.0,,,74-102,,G. Green misses 2-pt shot from 16 ft
9:41.0,Defensive rebound by R. Jefferson,,74-102,,
9:35.0,Turnover by M. Dellavedova (lost ball; steal by G. Dragic),,74-102,,
9:30.0,,,74-104,2,G. Dragic makes 2-pt shot from 1 ft
9:11.0,Offensive foul by T. Mozgov,,74-104,,
9:11.0,Turnover by T. Mozgov (offensive foul),,74-104,,
8:51.0,,,74-107,3,G. Green makes 3-pt shot from 24 ft (assist by G. Dragic)
8:32.0,R. Jefferson makes 3-pt shot from 23 ft (assist by J. McRae),3,77-107,,
8:10.0,,,77-107,,J. Richardson misses 3-pt shot from 23 ft
8:09.0,Defensive rebound by M. Dellavedova,,77-107,,
8:01.0,M. Dellavedova misses 2-pt shot from 2 ft (block by H. Whiteside),,77-107,,
8:00.0,,,77-107,,Defensive rebound by H. Whiteside
7:51.0,,,77-107,,G. Green misses 3-pt shot from 24 ft
7:50.0,,,77-107,,Offensive rebound by J. Winslow
7:49.0,,,77-107,,J. Winslow misses 2-pt shot from 4 ft (block by T. Mozgov)
7:48.0,,,77-107,,Offensive rebound by Team
7:48.0,Official timeout,,77-107,,
7:48.0,I. Shumpert enters the game for M. Dellavedova,,77-107,,
7:48.0,,,77-107,,Violation by Team (delay of game)
7:33.0,,,77-107,,H. Whiteside misses 2-pt shot from 3 ft
7:32.0,Defensive rebound by J. McRae,,77-107,,
7:19.0,I. Shumpert misses 2-pt shot from 20 ft,,77-107,,
7:18.0,,,77-107,,Defensive rebound by G. Green
7:06.0,,,77-109,2,H. Whiteside makes 2-pt shot from 1 ft (assist by G. Green)
6:51.0,J. Jones makes 3-pt shot from 25 ft (assist by I. Shumpert),3,80-109,,
6:51.0,Shooting foul by G. Green (drawn by J. Jones),,80-109,,
6:51.0,J. Jones makes free throw 1 of 1,1,81-109,,
6:39.0,,,81-111,2,H. Whiteside makes 2-pt shot at rim (assist by G. Dragic)
6:32.0,J. McRae misses 2-pt shot from 6 ft,,81-111,,
6:31.0,,,81-111,,Defensive rebound by H. Whiteside
6:27.0,,,81-111,,Turnover by G. Dragic (bad pass)
6:27.0,,,81-111,,J. McRoberts enters the game for G. Dragic
6:27.0,,,81-111,,U. Haslem enters the game for H. Whiteside
6:13.0,R. Jefferson makes 3-pt shot from 22 ft (assist by I. Shumpert),3,84-111,,
5:56.0,,,84-111,,G. Green misses 2-pt shot from 17 ft
5:55.0,Defensive rebound by I. Shumpert,,84-111,,
5:46.0,J. Jones makes 3-pt shot from 24 ft (assist by I. Shumpert),3,87-111,,
5:29.0,,,87-113,2,J. Richardson makes 2-pt shot from 1 ft
5:17.0,T. Mozgov makes 2-pt shot at rim (assist by J. McRae),2,89-113,,
4:55.0,,,89-113,,J. McRoberts misses 2-pt shot from 4 ft
4:54.0,Defensive rebound by T. Mozgov,,89-113,,
4:46.0,J. Jones misses 3-pt shot from 26 ft,,89-113,,
4:45.0,,,89-113,,Defensive rebound by U. Haslem
4:33.0,,,89-115,2,U. Haslem makes 2-pt shot from 14 ft (assist by J. Richardson)
4:24.0,Shooting foul by G. Green (drawn by J. McRae),,89-115,,
4:24.0,,,89-115,,Miami full timeout
4:24.0,J. McRae makes free throw 1 of 2,1,90-115,,
4:24.0,J. McRae misses free throw 2 of 2,,90-115,,
4:23.0,,,90-115,,Defensive rebound by U. Haslem
4:10.0,,,90-115,,Turnover by J. Richardson (kicked ball)
3:53.0,R. Jefferson makes 2-pt shot from 2 ft (assist by I. Shumpert),2,92-115,,
3:34.0,,,92-117,2,G. Green makes 2-pt shot from 1 ft
3:25.0,,,92-117,,Personal foul by G. Green
3:19.0,I. Shumpert makes 2-pt shot from 19 ft,2,94-117,,
2:55.0,,,94-120,3,G. Green makes 3-pt shot from 23 ft (assist by J. Richardson)
2:40.0,Shooting foul by J. Winslow (drawn by R. Jefferson),,94-120,,
2:40.0,Cleveland full timeout,,94-120,,
2:40.0,S. Kaun enters the game for I. Shumpert,,94-120,,
2:40.0,R. Jefferson makes free throw 1 of 3,1,95-120,,
2:40.0,R. Jefferson makes free throw 2 of 3,1,96-120,,
2:40.0,R. Jefferson makes free throw 3 of 3,1,97-120,,
2:21.0,,,97-120,,U. Haslem misses 2-pt shot from 15 ft
2:20.0,Defensive rebound by R. Jefferson,,97-120,,
2:03.0,J. Jones misses 2-pt shot from 13 ft,,97-120,,
2:02.0,,,97-120,,Defensive rebound by G. Green
1:55.0,,,97-120,,J. Winslow misses 2-pt shot from 1 ft (block by T. Mozgov)
1:54.0,,,97-120,,Offensive rebound by U. Haslem
1:50.0,,,97-120,,G. Green misses 3-pt shot from 25 ft
1:49.0,Defensive rebound by R. Jefferson,,97-120,,
1:43.0,R. Jefferson makes 3-pt shot from 24 ft,3,100-120,,
1:25.0,,,100-122,2,J. Richardson makes 2-pt shot from 16 ft
1:13.0,J. McRae misses 2-pt shot from 15 ft,,100-122,,
1:12.0,Offensive rebound by Team,,100-122,,
1:12.0,,,100-122,,Loose ball foul by J. McRoberts
1:12.0,S. Kaun misses free throw 1 of 2,,100-122,,
1:12.0,Offensive rebound by Team,,100-122,,
1:12.0,S. Kaun makes free throw 2 of 2,1,101-122,,
0:49.0,,,101-122,,J. Winslow misses 3-pt shot from 23 ft
0:48.0,Defensive rebound by T. Mozgov,,101-122,,
0:38.0,Turnover by J. McRae (lost ball; steal by J. Winslow),,101-122,,
0:35.0,,,101-122,,Shooting foul by R. Jefferson (drawn by J. Winslow)
0:35.0,,,101-122,,J. Winslow misses free throw 1 of 2
0:35.0,,,101-122,,Offensive rebound by Team
0:35.0,,,101-122,,J. Winslow misses free throw 2 of 2
0:34.0,Defensive rebound by T. Mozgov,,101-122,,
0:29.0,Turnover by J. McRae (lost ball; steal by J. McRoberts),,101-122,,
0:08.0,,,101-122,,G. Green misses 2-pt shot from 19 ft
0:06.0,Defensive rebound by J. Jones,,101-122,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
