time,Indiana,pts.away,score,pts.home,Philadelphia
6:16.0,Offensive rebound by I. Mahinmi,,10-11,,
6:14.0,C. Miles makes 3-pt shot from 26 ft (assist by M. Ellis),3,13-11,,
6:04.0,,,13-11,,Turnover by H. Thompson (bad pass; steal by P. George)
6:00.0,P. George misses 2-pt shot from 2 ft (block by J. Grant),,13-11,,
5:59.0,Offensive rebound by C. Budinger,,13-11,,
5:59.0,C. Budinger makes 2-pt shot from 2 ft,2,15-11,,
5:59.0,,,15-11,,Philadelphia full timeout
5:39.0,,,15-11,,R. Covington misses 2-pt shot from 7 ft
5:37.0,Defensive rebound by M. Ellis,,15-11,,
5:22.0,I. Mahinmi misses 2-pt shot from 16 ft,,15-11,,
5:20.0,,,15-11,,Defensive rebound by J. Okafor
5:10.0,,,15-11,,T. McConnell misses 2-pt shot from 11 ft
5:08.0,Defensive rebound by C. Budinger,,15-11,,
5:02.0,P. George makes 3-pt shot from 26 ft (assist by M. Ellis),3,18-11,,
4:46.0,,,18-11,,H. Thompson misses 2-pt shot from 7 ft
4:44.0,,,18-11,,Offensive rebound by H. Thompson
4:44.0,,,18-11,,H. Thompson misses 2-pt shot from 3 ft
4:44.0,,,18-11,,Offensive rebound by H. Thompson
4:44.0,,,18-11,,Shooting foul by P. George (drawn by H. Thompson)
4:44.0,,,18-11,,H. Thompson misses free throw 1 of 2
4:44.0,,,18-11,,Offensive rebound by Team
4:44.0,,,18-11,,I. Canaan enters the game for T. McConnell
4:44.0,,,18-11,,N. Noel enters the game for J. Okafor
4:44.0,,,18-11,,P. Pressey enters the game for J. Grant
4:44.0,J. Hill enters the game for I. Mahinmi,,18-11,,
4:44.0,,,18-12,1,H. Thompson makes free throw 2 of 2
4:30.0,M. Ellis misses 2-pt shot from 16 ft,,18-12,,
4:28.0,,,18-12,,Defensive rebound by H. Thompson
4:17.0,Personal foul by C. Miles (drawn by R. Covington),,18-12,,
4:17.0,J. Young enters the game for M. Ellis,,18-12,,
4:05.0,,,18-12,,N. Noel misses 2-pt shot from 20 ft
4:05.0,Defensive rebound by Team,,18-12,,
3:50.0,C. Budinger misses 3-pt shot from 25 ft,,18-12,,
3:48.0,,,18-12,,Defensive rebound by P. Pressey
3:40.0,,,18-12,,H. Thompson misses 3-pt shot from 25 ft
3:38.0,Defensive rebound by P. George,,18-12,,
3:33.0,C. Miles makes 3-pt shot from 24 ft (assist by P. George),3,21-12,,
3:11.0,,,21-14,2,N. Noel makes 2-pt shot from 2 ft (assist by P. Pressey)
3:11.0,Indiana full timeout,,21-14,,
2:55.0,Offensive foul by J. Hill,,21-14,,
2:55.0,Turnover by J. Hill (offensive foul),,21-14,,
2:55.0,G. Robinson enters the game for C. Miles,,21-14,,
2:42.0,,,21-16,2,R. Covington makes 2-pt shot from 3 ft (assist by P. Pressey)
2:15.0,P. George misses 2-pt shot from 20 ft,,21-16,,
2:14.0,,,21-16,,Defensive rebound by H. Thompson
2:02.0,,,21-16,,I. Canaan misses 3-pt shot from 25 ft
2:00.0,Defensive rebound by P. George,,21-16,,
1:55.0,,,21-16,,Violation by R. Covington (kicked ball)
1:42.0,Turnover by J. Young (step out of bounds),,21-16,,
1:36.0,,,21-16,,Turnover by P. Pressey (bad pass; steal by J. Young)
1:18.0,J. Hill makes 2-pt shot at rim (assist by P. George),2,23-16,,
1:03.0,,,23-18,2,R. Covington makes 2-pt shot from 1 ft (assist by P. Pressey)
0:54.0,J. Hill misses 2-pt shot from 10 ft,,23-18,,
0:52.0,,,23-18,,Defensive rebound by R. Covington
0:34.0,,,23-18,,N. Noel misses 2-pt shot from 7 ft
0:33.0,Defensive rebound by P. George,,23-18,,
0:19.0,J. Hill misses 2-pt shot from 4 ft,,23-18,,
0:16.0,Offensive rebound by J. Hill,,23-18,,
0:13.0,C. Budinger misses 2-pt shot from 3 ft,,23-18,,
0:11.0,Offensive rebound by J. Hill,,23-18,,
0:07.0,Jump ball: R. Covington vs. J. Hill (P. Pressey gains possession),,,,Jump ball: R. Covington vs. J. Hill (P. Pressey gains possession)
0:07.0,Turnover by J. Hill (lost ball; steal by R. Covington),,23-18,,
0:02.0,,,23-18,,P. Pressey misses 2-pt shot from 2 ft (block by C. Budinger)
0:00.0,Defensive rebound by P. George,,23-18,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,J. Young misses 3-pt shot from 25 ft,,23-18,,
11:42.0,,,23-18,,Defensive rebound by P. Pressey
11:37.0,,,23-20,2,P. Pressey makes 2-pt shot from 1 ft
11:22.0,Shooting foul by J. Okafor (drawn by C. Budinger),,23-20,,
11:22.0,C. Budinger makes free throw 1 of 2,1,24-20,,
11:22.0,C. Budinger makes free throw 2 of 2,1,25-20,,
11:04.0,,,25-22,2,J. Okafor makes 2-pt shot from 1 ft
10:49.0,C. Budinger makes 2-pt shot at rim (assist by J. Hill),2,27-22,,
10:35.0,,,27-24,2,J. Okafor makes 2-pt shot from 9 ft
10:19.0,S. Hill misses 2-pt shot from 5 ft (block by J. Grant),,27-24,,
10:18.0,,,27-24,,Defensive rebound by J. Grant
10:15.0,,,27-24,,I. Canaan misses 3-pt shot from 25 ft
10:14.0,,,27-24,,Offensive rebound by N. Stauskas
10:14.0,,,27-26,2,N. Stauskas makes 2-pt shot from 1 ft
10:14.0,Indiana full timeout,,27-26,,
10:14.0,,,27-26,,T. McConnell enters the game for I. Canaan
10:14.0,,,27-26,,J. Sampson enters the game for P. Pressey
9:51.0,C. Budinger misses 2-pt shot from 5 ft,,27-26,,
9:49.0,Offensive rebound by J. Hill,,27-26,,
9:49.0,J. Hill makes 2-pt shot at rim,2,29-26,,
9:33.0,,,29-26,,N. Stauskas misses 3-pt shot from 26 ft
9:32.0,Defensive rebound by S. Hill,,29-26,,
9:20.0,J. Young misses 2-pt shot from 5 ft,,29-26,,
9:18.0,,,29-26,,Defensive rebound by J. Sampson
9:03.0,,,29-26,,Turnover by J. Okafor (traveling)
9:03.0,M. Ellis enters the game for J. Young,,29-26,,
8:50.0,G. Robinson misses 2-pt shot from 16 ft,,29-26,,
8:48.0,,,29-26,,Defensive rebound by T. McConnell
8:40.0,,,29-26,,Turnover by J. Sampson (lost ball; steal by G. Robinson)
8:35.0,S. Hill misses 2-pt shot from 6 ft,,29-26,,
8:32.0,,,29-26,,Defensive rebound by J. Grant
8:17.0,,,29-26,,J. Okafor misses 2-pt shot from 5 ft
8:15.0,,,29-26,,Offensive rebound by J. Grant
8:14.0,,,29-28,2,J. Grant makes 2-pt shot from 2 ft
8:14.0,,,29-28,,Shooting foul by S. Hill (drawn by J. Grant)
8:14.0,,,29-29,1,J. Grant makes free throw 1 of 1
8:03.0,J. Hill makes 2-pt shot at rim (assist by M. Ellis),2,31-29,,
7:58.0,,,31-29,,Turnover by J. Sampson (lost ball)
7:50.0,Turnover by M. Ellis (bad pass; steal by N. Stauskas),,31-29,,
7:47.0,,,31-29,,N. Stauskas misses 2-pt shot from 3 ft (block by M. Ellis)
7:47.0,,,31-29,,Offensive rebound by Team
7:47.0,,,31-29,,N. Noel enters the game for J. Grant
7:39.0,Personal foul by C. Budinger (drawn by N. Stauskas),,31-29,,
7:39.0,I. Mahinmi enters the game for S. Hill,,31-29,,
7:32.0,,,31-29,,J. Okafor misses 2-pt shot from 14 ft
7:30.0,Defensive rebound by I. Mahinmi,,31-29,,
7:10.0,G. Robinson misses 2-pt shot from 14 ft,,31-29,,
7:08.0,,,31-29,,Defensive rebound by T. McConnell
7:02.0,,,31-29,,Turnover by N. Stauskas (bad pass; steal by C. Budinger)
6:50.0,Turnover by J. Hill (traveling),,31-29,,
6:42.0,,,31-29,,N. Stauskas misses 3-pt shot from 24 ft
6:40.0,Defensive rebound by I. Mahinmi,,31-29,,
6:32.0,J. Hill misses 2-pt shot from 4 ft,,31-29,,
6:29.0,,,31-29,,Defensive rebound by N. Noel
6:25.0,,,31-29,,Philadelphia full timeout
6:25.0,L. Allen enters the game for G. Robinson,,31-29,,
6:25.0,C. Miles enters the game for J. Hill,,31-29,,
6:19.0,,,31-29,,Turnover by T. McConnell (lost ball; steal by M. Ellis)
6:01.0,,,31-29,,J. Grant enters the game for J. Okafor
6:01.0,,,31-29,,R. Covington enters the game for J. Sampson
5:57.0,M. Ellis makes 2-pt shot from 12 ft (assist by I. Mahinmi),2,33-29,,
5:40.0,,,33-31,2,T. McConnell makes 2-pt shot from 11 ft
5:27.0,M. Ellis misses 2-pt shot from 19 ft,,33-31,,
5:25.0,,,33-31,,Defensive rebound by T. McConnell
5:11.0,,,33-31,,Turnover by T. McConnell (bad pass; steal by I. Mahinmi)
5:05.0,I. Mahinmi makes 2-pt shot from 1 ft (assist by M. Ellis),2,35-31,,
4:50.0,,,35-31,,R. Covington misses 3-pt shot from 23 ft
4:48.0,Defensive rebound by C. Budinger,,35-31,,
4:42.0,Shooting foul by N. Stauskas (drawn by L. Allen),,35-31,,
4:42.0,P. George enters the game for C. Budinger,,35-31,,
4:42.0,L. Allen makes free throw 1 of 2,1,36-31,,
4:42.0,,,36-31,,H. Thompson enters the game for T. McConnell
4:42.0,,,36-31,,P. Pressey enters the game for N. Stauskas
4:42.0,L. Allen misses free throw 2 of 2,,36-31,,
4:41.0,,,36-31,,Defensive rebound by N. Noel
4:25.0,,,36-33,2,R. Covington makes 2-pt shot from 4 ft (assist by H. Thompson)
4:07.0,Turnover by C. Miles (turnover),,36-33,,
3:53.0,,,36-33,,Turnover by J. Grant (lost ball; steal by P. George)
3:48.0,M. Ellis makes 3-pt shot from 26 ft (assist by P. George),3,39-33,,
3:31.0,,,39-33,,H. Thompson misses 3-pt shot from 24 ft
3:29.0,Defensive rebound by L. Allen,,39-33,,
3:24.0,C. Miles makes 3-pt shot from 24 ft (assist by L. Allen),3,42-33,,
3:24.0,,,42-33,,Philadelphia full timeout
3:13.0,,,42-33,,Turnover by R. Covington (traveling)
3:01.0,Turnover by M. Ellis (bad pass; steal by H. Thompson),,42-33,,
2:58.0,,,42-33,,Offensive charge foul by H. Thompson
2:58.0,,,42-33,,Turnover by H. Thompson (offensive foul)
2:58.0,,,42-33,,Philadelphia full timeout
2:58.0,,,42-33,,J. Okafor enters the game for R. Covington
2:58.0,P. George makes technical free throw,1,43-33,,
2:43.0,,,43-33,,Personal foul by H. Thompson (drawn by C. Miles)
2:37.0,C. Miles misses 3-pt shot from 26 ft,,43-33,,
2:35.0,Offensive rebound by I. Mahinmi,,43-33,,
2:28.0,,,43-33,,Personal foul by P. Pressey (drawn by M. Ellis)
2:22.0,M. Ellis misses 3-pt shot from 25 ft,,43-33,,
2:21.0,Offensive rebound by L. Allen,,43-33,,
2:19.0,L. Allen makes 2-pt shot from 1 ft,2,45-33,,
2:02.0,,,45-36,3,P. Pressey makes 3-pt shot from 25 ft (assist by H. Thompson)
1:51.0,P. George makes 2-pt shot from 20 ft,2,47-36,,
1:46.0,,,47-38,2,J. Grant makes 2-pt shot from 2 ft (assist by P. Pressey)
1:46.0,Shooting block foul by P. George (drawn by J. Grant),,47-38,,
1:46.0,,,47-38,,J. Grant misses free throw 1 of 1
1:44.0,Defensive rebound by L. Allen,,47-38,,
1:28.0,P. George makes 3-pt shot from 25 ft,3,50-38,,
1:07.0,,,50-38,,Turnover by H. Thompson (3 sec)
1:07.0,,,50-38,,I. Canaan enters the game for J. Grant
1:00.0,P. George makes 2-pt shot from 20 ft,2,52-38,,
0:43.0,,,52-38,,H. Thompson misses 3-pt shot from 25 ft
0:42.0,Defensive rebound by P. George,,52-38,,
0:34.0,Offensive foul by L. Allen,,52-38,,
0:34.0,Turnover by L. Allen (offensive foul),,52-38,,
0:25.0,,,52-38,,Turnover by I. Canaan (bad pass; steal by P. George)
0:05.0,Turnover by P. George (bad pass; steal by P. Pressey),,52-38,,
0:01.0,,,52-38,,P. Pressey misses 2-pt shot from 2 ft (block by M. Ellis)
0:01.0,,,52-38,,Offensive rebound by Team
0:00.0,,,52-38,,I. Canaan misses 3-pt shot from 24 ft
0:00.0,,,52-38,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,P. George makes 3-pt shot from 26 ft (assist by C. Miles),3,55-38,,
11:30.0,,,55-38,,Turnover by J. Grant (bad pass; steal by I. Mahinmi)
11:22.0,P. George misses 3-pt shot from 26 ft,,55-38,,
11:20.0,Offensive rebound by L. Allen,,55-38,,
11:09.0,M. Ellis makes 2-pt shot from 2 ft (assist by P. George),2,57-38,,
11:09.0,,,57-38,,Philadelphia full timeout
10:50.0,,,57-38,,Turnover by N. Noel (bad pass; steal by L. Allen)
10:43.0,P. George misses 2-pt shot from 18 ft,,57-38,,
10:41.0,,,57-38,,Defensive rebound by J. Okafor
10:27.0,Personal foul by L. Allen (drawn by N. Noel),,57-38,,
10:17.0,,,57-38,,Shooting foul by C. Miles (drawn by J. Grant)
10:17.0,,,57-39,1,J. Grant makes free throw 1 of 2
10:17.0,,,57-40,1,J. Grant makes free throw 2 of 2
10:04.0,I. Mahinmi misses 2-pt shot from 4 ft,,57-40,,
10:02.0,,,57-40,,Defensive rebound by J. Okafor
9:45.0,,,57-40,,N. Stauskas misses 3-pt shot from 25 ft
9:43.0,Defensive rebound by P. George,,57-40,,
9:35.0,Indiana full timeout,,57-40,,
9:35.0,,,57-40,,I. Canaan enters the game for T. McConnell
9:24.0,M. Ellis misses 2-pt shot from 14 ft,,57-40,,
9:22.0,Offensive rebound by I. Mahinmi,,57-40,,
9:19.0,P. George misses 3-pt shot from 27 ft,,57-40,,
9:17.0,Offensive rebound by P. George,,57-40,,
9:15.0,P. George makes 3-pt shot from 26 ft,3,60-40,,
8:57.0,,,60-40,,Turnover by N. Stauskas (lost ball; steal by C. Miles)
8:54.0,Shooting foul by J. Grant (drawn by C. Miles),,60-40,,
8:54.0,C. Miles makes free throw 1 of 2,1,61-40,,
8:54.0,C. Miles makes free throw 2 of 2,1,62-40,,
8:31.0,,,62-40,,J. Grant misses 3-pt shot from 26 ft
8:29.0,Defensive rebound by M. Ellis,,62-40,,
8:27.0,Turnover by M. Ellis (turnover),,62-40,,
8:14.0,,,62-40,,R. Covington enters the game for J. Grant
8:14.0,,,62-40,,Turnover by R. Covington (step out of bounds)
8:14.0,,,62-40,,H. Thompson enters the game for N. Stauskas
8:02.0,P. George makes 2-pt shot at rim (assist by L. Allen),2,64-40,,
7:56.0,Personal foul by I. Mahinmi (drawn by J. Okafor),,64-40,,
7:46.0,,,64-40,,Turnover by R. Covington (traveling)
7:29.0,P. George makes 3-pt shot from 26 ft (assist by M. Ellis),3,67-40,,
7:16.0,,,67-43,3,I. Canaan makes 3-pt shot from 23 ft
7:06.0,Offensive foul by P. George,,67-43,,
7:06.0,Turnover by P. George (offensive foul),,67-43,,
6:51.0,,,67-43,,Turnover by J. Okafor (lost ball)
6:39.0,L. Allen misses 2-pt shot from 19 ft,,67-43,,
6:36.0,,,67-43,,Defensive rebound by R. Covington
6:30.0,,,67-43,,I. Canaan misses 3-pt shot from 26 ft
6:28.0,Defensive rebound by I. Mahinmi,,67-43,,
6:23.0,C. Miles misses 3-pt shot from 26 ft,,67-43,,
6:21.0,,,67-43,,Defensive rebound by H. Thompson
6:09.0,,,67-45,2,J. Okafor makes 2-pt shot from 6 ft
5:52.0,P. George makes 2-pt shot from 18 ft (assist by C. Miles),2,69-45,,
5:29.0,,,69-45,,H. Thompson misses 3-pt shot from 24 ft
5:27.0,Defensive rebound by M. Ellis,,69-45,,
5:18.0,C. Miles makes 3-pt shot from 26 ft (assist by M. Ellis),3,72-45,,
5:00.0,,,72-45,,R. Covington misses 3-pt shot from 26 ft
4:58.0,Defensive rebound by L. Allen,,72-45,,
4:53.0,Turnover by M. Ellis (turnover),,72-45,,
4:53.0,,,72-45,,J. Sampson enters the game for N. Noel
4:53.0,,,72-45,,Philadelphia full timeout
4:53.0,C. Budinger enters the game for L. Allen,,72-45,,
4:53.0,,,72-45,,P. Pressey enters the game for I. Canaan
4:46.0,,,72-45,,Offensive foul by R. Covington
4:46.0,,,72-45,,Turnover by R. Covington (offensive foul)
4:35.0,,,72-45,,Personal foul by H. Thompson (drawn by C. Miles)
4:27.0,P. George misses 3-pt shot from 27 ft,,72-45,,
4:25.0,,,72-45,,Defensive rebound by R. Covington
4:18.0,,,72-45,,R. Covington misses 2-pt shot from 2 ft (block by I. Mahinmi)
4:15.0,Defensive rebound by I. Mahinmi,,72-45,,
4:10.0,Turnover by M. Ellis (bad pass; steal by H. Thompson),,72-45,,
4:06.0,,,72-45,,Turnover by P. Pressey (bad pass; steal by I. Mahinmi)
4:00.0,,,72-45,,Personal foul by P. Pressey (drawn by C. Miles)
3:56.0,P. George makes 2-pt shot from 2 ft (assist by C. Miles),2,74-45,,
3:40.0,Personal block foul by C. Budinger (drawn by R. Covington),,74-45,,
3:40.0,,,74-45,,T. McConnell enters the game for P. Pressey
3:30.0,,,74-47,2,T. McConnell makes 2-pt shot from 7 ft
3:16.0,P. George makes 2-pt shot from 1 ft (assist by M. Ellis),2,76-47,,
3:16.0,Shooting foul by R. Covington (drawn by P. George),,76-47,,
3:16.0,,,76-47,,C. Wood enters the game for J. Okafor
3:16.0,,,76-47,,J. Grant enters the game for R. Covington
3:16.0,J. Hill enters the game for I. Mahinmi,,76-47,,
3:16.0,P. George makes free throw 1 of 1,1,77-47,,
3:08.0,,,77-49,2,J. Sampson makes 2-pt shot from 2 ft
2:52.0,C. Budinger misses 2-pt shot from 11 ft,,77-49,,
2:50.0,,,77-49,,Defensive rebound by T. McConnell
2:36.0,,,77-51,2,T. McConnell makes 2-pt shot from 14 ft
2:23.0,C. Miles makes 2-pt shot from 13 ft (assist by M. Ellis),2,79-51,,
2:09.0,Personal foul by M. Ellis (drawn by J. Grant),,79-51,,
2:09.0,,,79-52,1,J. Grant makes free throw 1 of 2
2:09.0,J. Young enters the game for M. Ellis,,79-52,,
2:09.0,,,79-53,1,J. Grant makes free throw 2 of 2
1:59.0,,,79-53,,Personal foul by J. Sampson (drawn by J. Hill)
1:59.0,J. Hill makes free throw 1 of 2,1,80-53,,
1:59.0,J. Hill makes free throw 2 of 2,1,81-53,,
1:47.0,,,81-55,2,J. Sampson makes 2-pt shot at rim (assist by T. McConnell)
1:38.0,P. George makes 2-pt shot from 21 ft,2,83-55,,
1:25.0,,,83-57,2,T. McConnell makes 2-pt shot from 9 ft
1:16.0,J. Young misses 2-pt shot from 3 ft (block by C. Wood),,83-57,,
1:14.0,,,83-57,,Defensive rebound by H. Thompson
1:07.0,,,83-60,3,T. McConnell makes 3-pt shot from 24 ft (assist by J. Grant)
0:47.0,Shooting foul by J. Sampson (drawn by P. George),,83-60,,
0:47.0,P. George makes free throw 1 of 2,1,84-60,,
0:47.0,P. George misses free throw 2 of 2,,84-60,,
0:46.0,,,84-60,,Defensive rebound by C. Wood
0:38.0,,,84-62,2,J. Grant makes 2-pt shot from 3 ft (assist by T. McConnell)
0:22.0,P. George misses 3-pt shot from 26 ft,,84-62,,
0:20.0,,,84-62,,Defensive rebound by H. Thompson
0:04.0,,,84-62,,Turnover by T. McConnell (bad pass; steal by J. Hill)
0:01.0,C. Budinger misses 3-pt shot from 39 ft,,84-62,,
0:00.0,Offensive rebound by Team,,84-62,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,84-64,2,T. McConnell makes 2-pt shot from 16 ft
11:24.0,C. Budinger makes 3-pt shot from 26 ft (assist by P. George),3,87-64,,
11:10.0,,,87-64,,C. Wood misses 2-pt shot from 22 ft
11:07.0,Defensive rebound by J. Young,,87-64,,
10:52.0,J. Hill misses 2-pt shot from 4 ft (block by C. Wood),,87-64,,
10:48.0,Offensive rebound by J. Hill,,87-64,,
10:48.0,Shooting foul by C. Wood (drawn by C. Budinger),,87-64,,
10:48.0,C. Budinger makes free throw 1 of 2,1,88-64,,
10:48.0,,,88-64,,J. Okafor enters the game for C. Wood
10:48.0,,,88-64,,N. Stauskas enters the game for H. Thompson
10:48.0,,,88-64,,I. Canaan enters the game for T. McConnell
10:48.0,C. Budinger makes free throw 2 of 2,1,89-64,,
10:26.0,,,89-64,,J. Okafor misses 2-pt shot from 3 ft (block by J. Hill)
10:23.0,,,89-64,,Offensive rebound by J. Grant
10:23.0,,,89-64,,Turnover by Team (shot clock)
10:07.0,C. Budinger misses 2-pt shot from 9 ft,,89-64,,
10:05.0,,,89-64,,Defensive rebound by J. Sampson
10:03.0,,,89-64,,Turnover by J. Sampson (bad pass; steal by J. Young)
9:53.0,Turnover by G. Robinson (turnover),,89-64,,
9:38.0,,,89-64,,N. Stauskas misses 2-pt shot from 4 ft (block by C. Budinger)
9:35.0,Defensive rebound by G. Robinson,,89-64,,
9:24.0,C. Budinger misses 3-pt shot from 25 ft,,89-64,,
9:22.0,Offensive rebound by C. Budinger,,89-64,,
9:20.0,Turnover by C. Budinger (lost ball; steal by J. Okafor),,89-64,,
9:11.0,,,89-66,2,J. Okafor makes 2-pt shot from 2 ft
8:46.0,J. Hill misses 2-pt shot from 3 ft (block by I. Canaan),,89-66,,
8:45.0,Offensive rebound by J. Hill,,89-66,,
8:44.0,Turnover by Team (shot clock),,89-66,,
8:44.0,Official timeout,,89-66,,
8:44.0,,,89-66,,R. Covington enters the game for J. Sampson
8:44.0,C. Miles enters the game for P. George,,89-66,,
8:44.0,I. Mahinmi enters the game for J. Hill,,89-66,,
8:26.0,,,89-66,,J. Okafor misses 2-pt shot from 2 ft (block by I. Mahinmi)
8:24.0,,,89-66,,Offensive rebound by J. Okafor
8:24.0,,,89-68,2,J. Okafor makes 2-pt shot at rim
8:10.0,J. Young misses 2-pt shot from 8 ft,,89-68,,
8:08.0,,,89-68,,Defensive rebound by R. Covington
8:03.0,,,89-68,,R. Covington misses 3-pt shot from 26 ft
7:59.0,Defensive rebound by G. Robinson,,89-68,,
7:52.0,C. Miles misses 2-pt shot from 2 ft,,89-68,,
7:50.0,,,89-68,,Defensive rebound by J. Okafor
7:28.0,,,89-68,,R. Covington misses 2-pt shot from 3 ft
7:26.0,Defensive rebound by C. Miles,,89-68,,
7:21.0,G. Robinson makes 3-pt shot from 22 ft (assist by C. Miles),3,92-68,,
6:55.0,,,92-68,,Shooting foul by I. Mahinmi (drawn by J. Okafor)
6:55.0,,,92-69,1,J. Okafor makes free throw 1 of 2
6:55.0,,,92-69,,J. Okafor misses free throw 2 of 2
6:55.0,Defensive rebound by C. Budinger,,92-69,,
6:34.0,C. Budinger makes 2-pt shot from 16 ft (assist by J. Young),2,94-69,,
6:24.0,,,94-71,2,J. Grant makes 2-pt shot from 6 ft (assist by R. Covington)
6:13.0,Shooting foul by N. Stauskas (drawn by J. Young),,94-71,,
6:13.0,J. Young makes free throw 1 of 2,1,95-71,,
6:13.0,J. Young makes free throw 2 of 2,1,96-71,,
6:13.0,,,96-71,,Philadelphia full timeout
6:13.0,S. Hill enters the game for C. Miles,,96-71,,
6:13.0,,,96-71,,J. Sampson enters the game for J. Grant
6:13.0,,,96-71,,P. Pressey enters the game for N. Stauskas
6:13.0,,,96-71,,C. Wood enters the game for R. Covington
6:13.0,,,96-71,,H. Thompson enters the game for I. Canaan
5:49.0,,,96-71,,Turnover by P. Pressey (bad pass; steal by G. Robinson)
5:45.0,G. Robinson makes 2-pt shot at rim (assist by C. Budinger),2,98-71,,
5:31.0,,,98-71,,J. Okafor misses 2-pt shot from 4 ft
5:29.0,Defensive rebound by S. Hill,,98-71,,
5:25.0,G. Robinson makes 2-pt shot from 3 ft (assist by S. Hill),2,100-71,,
5:25.0,Shooting foul by H. Thompson (drawn by G. Robinson),,100-71,,
5:25.0,G. Robinson makes free throw 1 of 1,1,101-71,,
5:06.0,,,101-73,2,H. Thompson makes 2-pt shot from 14 ft
4:53.0,J. Young makes 2-pt shot from 1 ft,2,103-73,,
4:32.0,,,103-73,,J. Sampson misses 2-pt shot from 15 ft
4:30.0,Defensive rebound by S. Hill,,103-73,,
4:25.0,S. Hill makes 2-pt shot at rim,2,105-73,,
4:23.0,,,105-73,,Philadelphia full timeout
4:23.0,J. Hill enters the game for I. Mahinmi,,105-73,,
4:23.0,,,105-73,,R. Covington enters the game for J. Okafor
4:08.0,,,105-73,,H. Thompson misses 3-pt shot from 26 ft
4:06.0,Defensive rebound by S. Hill,,105-73,,
3:57.0,Shooting foul by H. Thompson (drawn by G. Robinson),,105-73,,
3:57.0,G. Robinson makes free throw 1 of 2,1,106-73,,
3:57.0,G. Robinson misses free throw 2 of 2,,106-73,,
3:55.0,,,106-73,,Defensive rebound by C. Wood
3:46.0,,,106-73,,Shooting foul by J. Hill (drawn by J. Sampson)
