time,Denver,pts.away,score,pts.home,Utah
2:35.0,E. Mudiay makes 2-pt shot from 7 ft,2,20-19,,
2:10.0,,,20-19,,Turnover by C. Johnson (lost ball; steal by J. Lauvergne)
2:06.0,Turnover by W. Barton (lost ball),,20-19,,
2:01.0,,,20-19,,G. Hayward misses 2-pt shot from 7 ft
2:00.0,Defensive rebound by J. Lauvergne,,20-19,,
1:40.0,D. Gallinari misses 2-pt shot from 14 ft,,20-19,,
1:39.0,,,20-19,,Defensive rebound by R. Gobert
1:19.0,,,20-19,,T. Burke misses 3-pt shot from 23 ft
1:18.0,Defensive rebound by W. Barton,,20-19,,
1:05.0,D. Gallinari makes 3-pt shot from 24 ft (assist by J. Nurkic),3,23-19,,
1:01.0,,,23-19,,Utah full timeout
1:01.0,R. Foye enters the game for E. Mudiay,,23-19,,
0:46.0,,,23-21,2,R. Gobert makes 2-pt shot from 1 ft
0:33.0,Turnover by J. Lauvergne (bad pass; steal by T. Burke),,23-21,,
0:30.0,Personal foul by R. Foye (drawn by T. Burke),,23-21,,
0:30.0,G. Harris enters the game for D. Gallinari,,23-21,,
0:27.0,,,23-21,,G. Hayward misses 3-pt shot from 25 ft
0:27.0,Defensive rebound by J. Nurkic,,23-21,,
0:06.0,G. Harris misses 3-pt shot from 25 ft,,23-21,,
0:05.0,,,23-21,,Defensive rebound by T. Booker
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,23-23,2,T. Booker makes 2-pt shot at rim (assist by T. Burke)
11:15.0,J. Nurkic makes 2-pt shot from 1 ft,2,25-23,,
10:54.0,,,25-23,,Turnover by C. Johnson (bad pass; steal by W. Barton)
10:44.0,Turnover by J. Nurkic (3 sec),,25-23,,
10:44.0,,,25-23,,J. Ingles enters the game for C. Johnson
10:44.0,,,25-23,,E. Green enters the game for T. Burke
10:27.0,,,25-23,,E. Green misses 3-pt shot from 24 ft
10:22.0,,,25-23,,Offensive rebound by E. Green
10:07.0,,,25-23,,Turnover by R. Hood (bad pass; steal by G. Harris)
10:03.0,G. Harris makes 2-pt shot at rim,2,27-23,,
9:45.0,,,27-25,2,T. Booker makes 2-pt shot at rim (assist by J. Ingles)
9:20.0,Shooting foul by D. Favors (drawn by J. Nurkic),,27-25,,
9:20.0,J. Nurkic misses free throw 1 of 2,,27-25,,
9:20.0,Offensive rebound by Team,,27-25,,
9:20.0,J. Nurkic makes free throw 2 of 2,1,28-25,,
9:03.0,,,28-27,2,R. Hood makes 2-pt shot from 9 ft
8:50.0,R. Foye misses 2-pt shot from 2 ft (block by D. Favors),,28-27,,
8:49.0,,,28-27,,Defensive rebound by J. Ingles
8:27.0,,,28-27,,R. Hood misses 3-pt shot from 24 ft
8:26.0,Defensive rebound by W. Barton,,28-27,,
8:21.0,W. Barton misses 2-pt shot from 1 ft (block by R. Hood),,28-27,,
8:20.0,,,28-27,,Defensive rebound by D. Favors
8:13.0,,,28-29,2,T. Booker makes 2-pt shot from 3 ft
8:13.0,,,28-29,,Shooting foul by J. Nurkic (drawn by T. Booker)
8:13.0,,,28-29,,Utah full timeout
8:13.0,,,28-29,,C. Johnson enters the game for E. Green
8:13.0,,,28-29,,T. Booker misses free throw 1 of 1
8:13.0,Defensive rebound by J. Lauvergne,,28-29,,
7:59.0,R. Foye misses 3-pt shot from 25 ft,,28-29,,
7:58.0,,,28-29,,Defensive rebound by D. Favors
7:39.0,,,28-29,,D. Favors misses 2-pt shot from 16 ft
7:38.0,Defensive rebound by W. Barton,,28-29,,
7:17.0,W. Barton makes 2-pt shot from 1 ft,2,30-29,,
6:55.0,,,30-29,,R. Hood misses 3-pt shot from 23 ft
6:55.0,Defensive rebound by J. Nurkic,,30-29,,
6:47.0,W. Barton misses 3-pt shot from 23 ft,,30-29,,
6:47.0,,,30-29,,Defensive rebound by T. Booker
6:23.0,,,30-29,,R. Hood misses 2-pt shot from 14 ft
6:22.0,Defensive rebound by W. Barton,,30-29,,
6:13.0,J. Lauvergne misses 2-pt shot from 14 ft,,30-29,,
6:12.0,,,30-29,,Defensive rebound by D. Favors
5:59.0,,,30-29,,Turnover by J. Ingles (lost ball; steal by W. Barton)
5:55.0,W. Barton makes 2-pt shot at rim,2,32-29,,
5:55.0,,,32-29,,Utah full timeout
5:55.0,,,32-29,,R. Gobert enters the game for T. Booker
5:55.0,,,32-29,,G. Hayward enters the game for D. Favors
5:55.0,,,32-29,,T. Burke enters the game for J. Ingles
5:55.0,,,32-29,,T. Lyles enters the game for R. Hood
5:55.0,K. Faried enters the game for J. Nurkic,,32-29,,
5:55.0,N. Jokic enters the game for J. Lauvergne,,32-29,,
5:39.0,,,32-29,,C. Johnson misses 3-pt shot from 22 ft
5:38.0,,,32-29,,Offensive rebound by C. Johnson
5:32.0,,,32-29,,Turnover by T. Burke (bad pass; steal by R. Foye)
5:28.0,Shooting foul by C. Johnson (drawn by K. Faried),,32-29,,
5:28.0,K. Faried makes free throw 1 of 2,1,33-29,,
5:28.0,E. Mudiay enters the game for R. Foye,,33-29,,
5:28.0,D. Gallinari enters the game for W. Barton,,33-29,,
5:28.0,K. Faried makes free throw 2 of 2,1,34-29,,
5:03.0,,,34-32,3,C. Johnson makes 3-pt shot from 24 ft (assist by T. Burke)
4:48.0,Turnover by E. Mudiay (bad pass),,34-32,,
4:31.0,,,34-34,2,T. Lyles makes 2-pt shot from 17 ft
4:15.0,D. Gallinari makes 2-pt shot from 1 ft,2,36-34,,
4:02.0,,,36-36,2,T. Lyles makes 2-pt shot from 2 ft (assist by G. Hayward)
4:02.0,,,36-36,,Shooting foul by N. Jokic (drawn by T. Lyles)
4:02.0,,,36-37,1,T. Lyles makes free throw 1 of 1
3:45.0,G. Harris makes 2-pt shot from 9 ft,2,38-37,,
3:21.0,,,38-37,,T. Lyles misses 2-pt shot from 10 ft
3:21.0,Defensive rebound by K. Faried,,38-37,,
3:14.0,Shooting foul by T. Lyles (drawn by D. Gallinari),,38-37,,
3:14.0,D. Gallinari makes free throw 1 of 2,1,39-37,,
3:14.0,,,39-37,,R. Hood enters the game for C. Johnson
3:14.0,,,39-37,,D. Favors enters the game for T. Lyles
3:14.0,W. Barton enters the game for N. Jokic,,39-37,,
3:14.0,,,39-37,,R. Neto enters the game for T. Burke
3:14.0,D. Gallinari misses free throw 2 of 2,,39-37,,
3:14.0,,,39-37,,Defensive rebound by D. Favors
2:59.0,,,39-37,,Turnover by R. Neto (bad pass; steal by D. Gallinari)
2:58.0,,,39-37,,Clear path foul by R. Neto
2:58.0,Denver full timeout,,39-37,,
2:58.0,,,39-37,,T. Burke enters the game for R. Neto
2:58.0,D. Gallinari makes clear path free throw 1 of 2,1,40-37,,
2:58.0,D. Gallinari makes clear path free throw 2 of 2,1,41-37,,
2:51.0,,,41-37,,Personal foul by D. Favors (drawn by D. Gallinari)
2:51.0,D. Gallinari makes free throw 1 of 2,1,42-37,,
2:51.0,,,42-37,,T. Booker enters the game for D. Favors
2:51.0,D. Gallinari makes free throw 2 of 2,1,43-37,,
2:26.0,,,43-37,,G. Hayward misses 3-pt shot from 24 ft
2:25.0,Defensive rebound by W. Barton,,43-37,,
2:08.0,E. Mudiay misses 2-pt shot from 5 ft (block by R. Gobert),,43-37,,
2:06.0,Offensive rebound by K. Faried,,43-37,,
2:05.0,K. Faried misses 2-pt shot at rim,,43-37,,
2:04.0,,,43-37,,Defensive rebound by R. Gobert
1:57.0,,,43-37,,T. Burke misses 3-pt shot from 23 ft
1:56.0,Defensive rebound by W. Barton,,43-37,,
1:36.0,D. Gallinari misses 2-pt shot from 19 ft,,43-37,,
1:36.0,,,43-37,,Defensive rebound by Team
1:15.0,,,43-39,2,G. Hayward makes 2-pt shot from 9 ft
0:59.0,D. Gallinari misses 3-pt shot from 24 ft,,43-39,,
0:58.0,Offensive rebound by G. Harris,,43-39,,
0:49.0,D. Gallinari misses 3-pt shot from 24 ft,,43-39,,
0:49.0,Offensive rebound by Team,,43-39,,
0:48.0,,,43-39,,Personal foul by R. Hood (drawn by E. Mudiay)
0:48.0,E. Mudiay misses free throw 1 of 2,,43-39,,
0:48.0,Offensive rebound by Team,,43-39,,
0:48.0,E. Mudiay makes free throw 2 of 2,1,44-39,,
0:35.0,,,44-39,,R. Hood misses 2-pt shot from 21 ft
0:34.0,,,44-39,,Offensive rebound by Team
0:34.0,Flagrant foul type 1 by D. Gallinari (drawn by R. Gobert),,44-39,,
0:34.0,,,44-40,1,R. Gobert makes flagrant free throw 1 of 2
0:34.0,,,44-40,,R. Gobert misses flagrant free throw 2 of 2
0:34.0,,,44-40,,Offensive rebound by Team
0:22.0,,,44-40,,R. Gobert misses 2-pt shot from 2 ft
0:22.0,Defensive rebound by W. Barton,,44-40,,
0:16.0,Denver full timeout,,44-40,,
0:16.0,,,44-40,,C. Johnson enters the game for T. Burke
0:06.0,K. Faried makes 2-pt shot at rim (assist by E. Mudiay),2,46-40,,
0:01.0,,,46-40,,C. Johnson misses 3-pt shot from 23 ft
0:00.0,Defensive rebound by G. Harris,,46-40,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,,,46-40,,Turnover by G. Hayward (bad pass)
11:32.0,D. Gallinari makes 2-pt shot from 13 ft,2,48-40,,
11:08.0,,,48-42,2,R. Gobert makes 2-pt shot from 8 ft (assist by R. Neto)
10:51.0,N. Jokic makes 2-pt shot from 22 ft (assist by E. Mudiay),2,50-42,,
10:28.0,,,50-44,2,R. Gobert makes 2-pt shot from 2 ft
10:08.0,Turnover by D. Gallinari (bad pass),,50-44,,
9:44.0,,,50-44,,R. Gobert misses 2-pt shot from 2 ft (block by K. Faried)
9:43.0,,,50-44,,Offensive rebound by D. Favors
9:43.0,,,50-46,2,D. Favors makes 2-pt shot from 2 ft
9:43.0,Denver full timeout,,50-46,,
9:29.0,Shooting foul by R. Gobert (drawn by E. Mudiay),,50-46,,
9:29.0,E. Mudiay misses free throw 1 of 2,,50-46,,
9:29.0,Offensive rebound by Team,,50-46,,
9:29.0,E. Mudiay makes free throw 2 of 2,1,51-46,,
9:19.0,,,51-46,,D. Favors misses 2-pt shot from 11 ft
9:18.0,Defensive rebound by E. Mudiay,,51-46,,
9:04.0,D. Gallinari misses 3-pt shot from 24 ft,,51-46,,
9:02.0,Offensive rebound by N. Jokic,,51-46,,
8:46.0,Turnover by K. Faried (bad pass; steal by R. Gobert),,51-46,,
8:31.0,,,51-48,2,D. Favors makes 2-pt shot at rim
8:09.0,D. Gallinari misses 2-pt shot from 1 ft,,51-48,,
8:09.0,Offensive rebound by N. Jokic,,51-48,,
8:07.0,N. Jokic makes 2-pt shot from 1 ft,2,53-48,,
7:49.0,,,53-48,,Turnover by R. Neto (bad pass; steal by E. Mudiay)
7:43.0,E. Mudiay misses 2-pt shot from 1 ft,,53-48,,
7:42.0,,,53-48,,Defensive rebound by Team
7:39.0,Loose ball foul by K. Faried (drawn by R. Neto),,53-48,,
7:32.0,,,53-50,2,G. Hayward makes 2-pt shot from 14 ft
7:13.0,Shooting foul by G. Hayward (drawn by D. Gallinari),,53-50,,
7:13.0,D. Gallinari makes free throw 1 of 2,1,54-50,,
7:13.0,D. Gallinari makes free throw 2 of 2,1,55-50,,
6:56.0,,,55-50,,Turnover by R. Hood (traveling)
6:31.0,K. Faried misses 2-pt shot at rim,,55-50,,
6:31.0,,,55-50,,Defensive rebound by D. Favors
6:28.0,,,55-50,,Turnover by D. Favors (bad pass; steal by G. Harris)
6:23.0,Turnover by D. Gallinari (3 sec),,55-50,,
6:03.0,,,55-52,2,G. Hayward makes 2-pt shot from 18 ft
5:49.0,E. Mudiay misses 2-pt shot from 1 ft (block by D. Favors),,55-52,,
5:47.0,,,55-52,,Defensive rebound by R. Neto
5:37.0,,,55-52,,Shooting foul by N. Jokic (drawn by G. Hayward)
5:37.0,,,55-53,1,G. Hayward makes free throw 1 of 2
5:37.0,,,55-53,,T. Booker enters the game for R. Gobert
5:37.0,,,55-54,1,G. Hayward makes free throw 2 of 2
5:20.0,D. Gallinari makes 2-pt shot from 18 ft,2,57-54,,
4:54.0,,,57-54,,Turnover by Team (shot clock)
4:35.0,Shooting foul by G. Hayward (drawn by D. Gallinari),,57-54,,
4:35.0,D. Gallinari misses free throw 1 of 2,,57-54,,
4:35.0,Offensive rebound by Team,,57-54,,
4:35.0,D. Gallinari makes free throw 2 of 2,1,58-54,,
4:19.0,,,58-54,,Turnover by D. Favors (lost ball; steal by N. Jokic)
4:14.0,G. Harris makes 2-pt shot at rim (assist by E. Mudiay),2,60-54,,
3:55.0,,,60-54,,G. Hayward misses 3-pt shot from 24 ft
3:54.0,,,60-54,,Offensive rebound by T. Booker
3:46.0,,,60-57,3,R. Neto makes 3-pt shot from 24 ft (assist by R. Hood)
3:30.0,,,60-57,,Personal foul by G. Hayward (drawn by D. Gallinari)
3:30.0,Personal foul by D. Gallinari,,60-57,,
3:30.0,,,60-57,,C. Johnson enters the game for R. Hood
3:30.0,J. Lauvergne enters the game for K. Faried,,60-57,,
3:23.0,N. Jokic misses 2-pt shot from 2 ft,,60-57,,
3:22.0,Offensive rebound by N. Jokic,,60-57,,
3:18.0,N. Jokic misses 2-pt shot from 2 ft (block by D. Favors),,60-57,,
3:18.0,Offensive rebound by Team,,60-57,,
3:11.0,E. Mudiay misses 2-pt shot from 3 ft (block by D. Favors),,60-57,,
3:10.0,Offensive rebound by J. Lauvergne,,60-57,,
3:06.0,N. Jokic misses 2-pt shot from 4 ft (block by T. Booker),,60-57,,
3:04.0,,,60-57,,Defensive rebound by G. Hayward
3:00.0,,,60-59,2,R. Neto makes 2-pt shot from 1 ft (assist by G. Hayward)
2:37.0,E. Mudiay misses 2-pt shot from 6 ft,,60-59,,
2:36.0,,,60-59,,Defensive rebound by C. Johnson
2:25.0,,,60-59,,T. Booker misses 2-pt shot from 1 ft
2:22.0,Defensive rebound by G. Harris,,60-59,,
2:12.0,N. Jokic makes 3-pt shot from 23 ft (assist by E. Mudiay),3,63-59,,
1:47.0,,,63-59,,R. Neto misses 2-pt shot from 9 ft
1:47.0,,,63-59,,Offensive rebound by Team
1:47.0,Personal foul by N. Jokic (drawn by D. Favors),,63-59,,
1:47.0,,,63-59,,Utah full timeout
1:47.0,J. Nurkic enters the game for N. Jokic,,63-59,,
1:47.0,R. Foye enters the game for G. Harris,,63-59,,
1:47.0,W. Barton enters the game for E. Mudiay,,63-59,,
1:40.0,,,63-59,,G. Hayward misses 2-pt shot from 17 ft
1:38.0,Defensive rebound by R. Foye,,63-59,,
1:19.0,D. Gallinari misses 2-pt shot from 10 ft,,63-59,,
1:18.0,,,63-59,,Defensive rebound by D. Favors
1:00.0,,,63-61,2,G. Hayward makes 2-pt shot from 8 ft
0:46.0,Turnover by J. Nurkic (lost ball; steal by T. Booker),,63-61,,
0:31.0,,,63-61,,D. Favors misses 2-pt shot from 16 ft
0:30.0,Defensive rebound by W. Barton,,63-61,,
0:06.0,J. Lauvergne misses 2-pt shot from 14 ft,,63-61,,
0:04.0,,,63-61,,Defensive rebound by R. Neto
0:01.0,,,63-61,,R. Neto misses 2-pt shot from 15 ft
0:00.0,,,63-61,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,G. Harris misses 3-pt shot from 23 ft,,63-61,,
11:42.0,,,63-61,,Defensive rebound by T. Burke
11:22.0,,,63-61,,R. Hood misses 3-pt shot from 24 ft
11:21.0,Defensive rebound by R. Foye,,63-61,,
11:20.0,,,63-61,,Personal foul by T. Lyles (drawn by R. Foye)
11:02.0,J. Nurkic misses 2-pt shot from 4 ft,,63-61,,
11:02.0,,,63-61,,Defensive rebound by Team
10:39.0,Violation by J. Nurkic (def goaltending),,63-61,,
10:39.0,,,63-63,2,R. Hood makes 2-pt shot from 2 ft
10:29.0,Shooting foul by R. Hood (drawn by J. Nurkic),,63-63,,
10:29.0,J. Nurkic makes free throw 1 of 2,1,64-63,,
10:29.0,J. Nurkic makes free throw 2 of 2,1,65-63,,
10:08.0,,,65-63,,R. Hood misses 2-pt shot from 7 ft
10:08.0,Defensive rebound by J. Nurkic,,65-63,,
10:02.0,Turnover by W. Barton (lost ball; steal by C. Johnson),,65-63,,
9:51.0,,,65-65,2,T. Burke makes 2-pt shot from 2 ft
9:39.0,J. Nurkic misses 2-pt shot from 1 ft,,65-65,,
9:37.0,,,65-65,,Defensive rebound by T. Lyles
9:32.0,Shooting block foul by J. Lauvergne (drawn by R. Hood),,65-65,,
9:32.0,,,65-66,1,R. Hood makes free throw 1 of 2
9:32.0,,,65-66,,R. Hood misses free throw 2 of 2
9:31.0,Defensive rebound by J. Nurkic,,65-66,,
9:18.0,R. Foye misses 2-pt shot from 16 ft,,65-66,,
9:18.0,Offensive rebound by J. Nurkic,,65-66,,
9:06.0,W. Barton makes 2-pt shot from 2 ft,2,67-66,,
8:55.0,,,67-66,,Turnover by C. Johnson (bad pass; steal by G. Harris)
8:54.0,,,67-66,,Clear path foul by R. Hood
8:54.0,Denver full timeout,,67-66,,
8:54.0,,,67-66,,D. Favors enters the game for R. Gobert
8:54.0,G. Harris makes clear path free throw 1 of 2,1,68-66,,
8:54.0,G. Harris makes clear path free throw 2 of 2,1,69-66,,
8:40.0,W. Barton misses 2-pt shot from 22 ft,,69-66,,
8:40.0,,,69-66,,Defensive rebound by T. Burke
8:21.0,,,69-66,,C. Johnson misses 3-pt shot from 22 ft (block by W. Barton)
8:20.0,,,69-66,,Offensive rebound by C. Johnson
8:19.0,Personal foul by R. Foye (drawn by D. Favors),,69-66,,
8:19.0,,,69-66,,J. Ingles enters the game for C. Johnson
8:19.0,,,69-66,,G. Hayward enters the game for R. Hood
8:06.0,,,69-66,,G. Hayward misses 3-pt shot from 23 ft
8:05.0,Defensive rebound by J. Lauvergne,,69-66,,
7:54.0,G. Harris misses 2-pt shot from 1 ft (block by D. Favors),,69-66,,
7:53.0,,,69-66,,Defensive rebound by T. Burke
7:48.0,,,69-68,2,T. Lyles makes 2-pt shot at rim (assist by G. Hayward)
7:45.0,Denver full timeout,,69-68,,
7:45.0,N. Jokic enters the game for J. Nurkic,,69-68,,
7:45.0,D. Gallinari enters the game for G. Harris,,69-68,,
7:31.0,W. Barton makes 2-pt shot at rim (assist by N. Jokic),2,71-68,,
7:08.0,,,71-70,2,G. Hayward makes 2-pt shot from 16 ft
6:53.0,J. Lauvergne misses 3-pt shot from 24 ft,,71-70,,
6:53.0,,,71-70,,Defensive rebound by T. Burke
6:34.0,,,71-72,2,D. Favors makes 2-pt shot from 7 ft
6:20.0,J. Lauvergne misses 3-pt shot from 23 ft,,71-72,,
6:19.0,,,71-72,,Defensive rebound by T. Lyles
6:10.0,,,71-72,,T. Burke misses 2-pt shot from 11 ft
6:10.0,Defensive rebound by N. Jokic,,71-72,,
5:51.0,Turnover by W. Barton (step out of bounds),,71-72,,
5:51.0,,,71-72,,R. Neto enters the game for T. Burke
5:51.0,E. Mudiay enters the game for J. Lauvergne,,71-72,,
5:51.0,G. Harris enters the game for R. Foye,,71-72,,
5:34.0,,,71-72,,R. Neto misses 3-pt shot from 22 ft
5:34.0,Defensive rebound by G. Harris,,71-72,,
5:09.0,N. Jokic misses 3-pt shot from 23 ft,,71-72,,
5:08.0,,,71-72,,Defensive rebound by T. Lyles
4:55.0,,,71-72,,Shooting foul by D. Gallinari (drawn by D. Favors)
4:55.0,,,71-73,1,D. Favors makes free throw 1 of 2
4:55.0,,,71-73,,T. Booker enters the game for T. Lyles
4:55.0,,,71-73,,D. Favors misses free throw 2 of 2
4:55.0,Defensive rebound by W. Barton,,71-73,,
4:30.0,E. Mudiay misses 2-pt shot from 8 ft (block by T. Booker),,71-73,,
4:29.0,Offensive rebound by W. Barton,,71-73,,
4:27.0,W. Barton makes 2-pt shot at rim,2,73-73,,
4:14.0,,,73-73,,D. Favors misses 2-pt shot from 14 ft
4:13.0,Defensive rebound by N. Jokic,,73-73,,
4:03.0,E. Mudiay misses 2-pt shot from 2 ft (block by D. Favors),,73-73,,
4:00.0,,,73-73,,Defensive rebound by R. Neto
3:44.0,,,73-75,2,T. Booker makes 2-pt shot from 5 ft
3:27.0,Turnover by G. Harris (step out of bounds),,73-75,,
3:27.0,K. Faried enters the game for W. Barton,,73-75,,
3:27.0,,,73-75,,R. Hood enters the game for J. Ingles
3:27.0,,,73-75,,R. Gobert enters the game for D. Favors
3:05.0,,,73-75,,R. Neto misses 2-pt shot from 1 ft
3:05.0,,,73-75,,Offensive rebound by R. Gobert
3:03.0,,,73-75,,R. Gobert misses 2-pt shot from 1 ft
3:01.0,Defensive rebound by K. Faried,,73-75,,
2:47.0,,,73-75,,Shooting block foul by G. Hayward (drawn by N. Jokic)
2:47.0,,,73-75,,Utah full timeout
2:47.0,N. Jokic misses free throw 1 of 2,,73-75,,
2:47.0,Offensive rebound by Team,,73-75,,
2:47.0,N. Jokic makes free throw 2 of 2,1,74-75,,
2:37.0,,,74-75,,Shooting foul by N. Jokic (drawn by G. Hayward)
2:37.0,,,74-76,1,G. Hayward makes free throw 1 of 2
2:37.0,,,74-77,1,G. Hayward makes free throw 2 of 2
2:26.0,Turnover by E. Mudiay (lost ball),,74-77,,
2:26.0,,,74-77,,D. Favors enters the game for R. Gobert
2:09.0,Personal foul by E. Mudiay (drawn by R. Neto),,74-77,,
2:09.0,,,74-78,1,R. Neto makes free throw 1 of 2
2:09.0,,,74-78,,R. Gobert enters the game for T. Booker
2:09.0,,,74-79,1,R. Neto makes free throw 2 of 2
1:58.0,Shooting foul by R. Gobert (drawn by D. Gallinari),,74-79,,
1:58.0,D. Gallinari makes free throw 1 of 2,1,75-79,,
1:58.0,,,75-79,,T. Booker enters the game for R. Gobert
1:58.0,D. Gallinari makes free throw 2 of 2,1,76-79,,
1:42.0,,,76-79,,R. Neto misses 3-pt shot from 24 ft
1:41.0,Defensive rebound by Team,,76-79,,
1:41.0,,,76-79,,Loose ball foul by T. Booker (drawn by K. Faried)
1:41.0,K. Faried misses free throw 1 of 2,,76-79,,
1:41.0,Offensive rebound by Team,,76-79,,
1:41.0,,,76-79,,R. Gobert enters the game for T. Booker
1:41.0,K. Faried makes free throw 2 of 2,1,77-79,,
1:28.0,,,77-81,2,D. Favors makes 2-pt shot from 11 ft (assist by G. Hayward)
1:28.0,Denver full timeout,,77-81,,
1:21.0,Turnover by K. Faried (lost ball),,77-81,,
1:21.0,J. Lauvergne enters the game for N. Jokic,,77-81,,
1:21.0,,,77-81,,Utah full timeout
1:00.0,,,77-81,,R. Hood misses 3-pt shot from 25 ft
0:58.0,,,77-81,,Offensive rebound by D. Favors
0:57.0,Personal foul by K. Faried (drawn by D. Favors),,77-81,,
0:57.0,,,77-82,1,D. Favors makes free throw 1 of 2
0:57.0,N. Jokic enters the game for J. Lauvergne,,77-82,,
0:57.0,,,77-82,,D. Favors misses free throw 2 of 2
0:57.0,Defensive rebound by D. Gallinari,,77-82,,
0:56.0,Denver full timeout,,77-82,,
0:46.0,,,77-82,,Personal foul by G. Hayward (drawn by D. Gallinari)
0:46.0,D. Gallinari makes free throw 1 of 2,1,78-82,,
0:46.0,D. Gallinari makes free throw 2 of 2,1,79-82,,
0:46.0,Personal take foul by G. Harris (drawn by R. Gobert),,79-82,,
0:46.0,,,79-82,,R. Gobert misses free throw 1 of 2
