time,Dallas,pts.away,score,pts.home,LA Lakers
0:36.0,J. McGee makes free throw 1 of 2,1,30-25,,
0:36.0,J. McGee misses free throw 2 of 2,,30-25,,
0:35.0,,,30-25,,Defensive rebound by L. Nance
0:16.0,,,30-25,,D. Russell misses 3-pt shot from 24 ft
0:15.0,Defensive rebound by J. McGee,,30-25,,
0:03.0,R. Felton makes 2-pt shot from 18 ft (assist by J. Barea),2,32-25,,
0:01.0,,,32-25,,J. Clarkson misses 3-pt shot from 43 ft
0:00.0,,,32-25,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:35.0,,,32-25,,D. Russell misses 3-pt shot from 25 ft
11:34.0,Defensive rebound by J. McGee,,32-25,,
11:13.0,J. Barea makes 2-pt shot from 23 ft (assist by R. Felton),2,34-25,,
10:55.0,,,34-25,,L. Williams misses 2-pt shot from 13 ft
10:51.0,Defensive rebound by J. Anderson,,34-25,,
10:36.0,J. Barea misses 3-pt shot from 26 ft,,34-25,,
10:34.0,,,34-25,,Defensive rebound by L. Nance
10:18.0,,,34-25,,D. Russell misses 2-pt shot from 18 ft
10:14.0,Defensive rebound by J. Barea,,34-25,,
10:02.0,D. Nowitzki misses 2-pt shot from 3 ft,,34-25,,
10:01.0,,,34-25,,Defensive rebound by B. Bass
9:56.0,,,34-25,,Shooting foul by D. Nowitzki (drawn by L. Williams)
9:56.0,,,34-26,1,L. Williams makes free throw 1 of 2
9:56.0,,,34-27,1,L. Williams makes free throw 2 of 2
9:38.0,D. Nowitzki misses 2-pt shot from 15 ft,,34-27,,
9:37.0,,,34-27,,Defensive rebound by N. Young
9:24.0,,,34-29,2,B. Bass makes 2-pt shot from 3 ft
9:17.0,J. Barea makes 2-pt shot at rim,2,36-29,,
9:03.0,,,36-29,,Turnover by D. Russell (bad pass; steal by J. Anderson)
8:56.0,,,36-29,,Personal foul by L. Nance (drawn by D. Nowitzki)
8:56.0,Official timeout,,36-29,,
8:47.0,J. Barea misses 2-pt shot from 1 ft,,36-29,,
8:43.0,Offensive rebound by J. McGee,,36-29,,
8:43.0,J. McGee makes 2-pt shot at rim,2,38-29,,
8:20.0,,,38-29,,N. Young misses 3-pt shot from 24 ft
8:19.0,,,38-29,,Offensive rebound by D. Russell
8:14.0,,,38-29,,Shooting foul by J. McGee (drawn by B. Bass)
8:14.0,,,38-30,1,B. Bass makes free throw 1 of 2
8:14.0,C. Parsons enters the game for D. Nowitzki,,38-30,,
8:14.0,,,38-31,1,B. Bass makes free throw 2 of 2
7:53.0,J. Barea makes 2-pt shot from 2 ft (assist by C. Parsons),2,40-31,,
7:39.0,,,40-34,3,L. Williams makes 3-pt shot from 24 ft (assist by N. Young)
7:32.0,,,40-34,,Personal foul by D. Russell
7:32.0,,,40-34,,J. Randle enters the game for L. Nance
7:32.0,,,40-34,,J. Clarkson enters the game for D. Russell
7:32.0,D. Williams enters the game for R. Felton,,40-34,,
7:32.0,S. Mejri enters the game for J. Anderson,,40-34,,
7:32.0,W. Matthews enters the game for J. McGee,,40-34,,
7:28.0,Turnover by S. Mejri (bad pass; steal by L. Williams),,40-34,,
7:24.0,,,40-36,2,L. Williams makes 2-pt shot at rim
7:05.0,J. Barea makes 2-pt shot from 13 ft (assist by D. Williams),2,42-36,,
6:53.0,,,42-36,,Shooting foul by D. Williams (drawn by L. Williams)
6:53.0,,,42-37,1,L. Williams makes free throw 1 of 2
6:53.0,,,42-37,,R. Hibbert enters the game for B. Bass
6:53.0,,,42-38,1,L. Williams makes free throw 2 of 2
6:35.0,J. Barea makes 2-pt shot at rim,2,44-38,,
6:18.0,,,44-38,,J. Clarkson misses 2-pt shot from 10 ft
6:16.0,,,44-38,,Offensive rebound by J. Clarkson
6:12.0,,,44-41,3,N. Young makes 3-pt shot from 22 ft (assist by J. Clarkson)
6:01.0,J. Barea misses 2-pt shot from 2 ft (block by L. Williams),,44-41,,
6:01.0,Offensive rebound by Team,,44-41,,
6:01.0,Dallas full timeout,,44-41,,
5:57.0,C. Parsons makes 2-pt shot from 1 ft (assist by D. Williams),2,46-41,,
5:44.0,,,46-44,3,N. Young makes 3-pt shot from 24 ft (assist by R. Hibbert)
5:24.0,W. Matthews misses 3-pt shot from 24 ft,,46-44,,
5:22.0,,,46-44,,Defensive rebound by N. Young
5:11.0,,,46-44,,J. Randle misses 2-pt shot from 1 ft
5:09.0,Defensive rebound by J. Barea,,46-44,,
5:04.0,Shooting foul by J. Randle (drawn by S. Mejri),,46-44,,
5:04.0,S. Mejri makes free throw 1 of 2,1,47-44,,
5:04.0,R. Felton enters the game for D. Williams,,47-44,,
5:04.0,S. Mejri misses free throw 2 of 2,,47-44,,
5:01.0,,,47-44,,Defensive rebound by J. Randle
4:40.0,,,47-46,2,R. Hibbert makes 2-pt shot from 20 ft (assist by J. Randle)
4:24.0,C. Parsons misses 3-pt shot from 25 ft,,47-46,,
4:22.0,,,47-46,,Defensive rebound by L. Williams
4:15.0,,,47-46,,J. Randle misses 2-pt shot from 6 ft
4:15.0,,,47-46,,Offensive rebound by R. Hibbert
4:15.0,,,47-48,2,R. Hibbert makes 2-pt shot at rim
4:15.0,Dallas full timeout,,47-48,,
4:15.0,D. Nowitzki enters the game for J. Barea,,47-48,,
3:53.0,R. Felton makes 2-pt shot from 6 ft,2,49-48,,
3:35.0,,,49-48,,N. Young misses 2-pt shot from 19 ft
3:35.0,,,49-48,,Offensive rebound by Team
3:35.0,Loose ball foul by S. Mejri (drawn by R. Hibbert),,49-48,,
3:35.0,J. McGee enters the game for S. Mejri,,49-48,,
3:26.0,,,49-50,2,J. Randle makes 2-pt shot from 18 ft (assist by N. Young)
3:07.0,Shooting foul by R. Hibbert (drawn by J. McGee),,49-50,,
3:07.0,J. McGee makes free throw 1 of 2,1,50-50,,
3:07.0,J. McGee misses free throw 2 of 2,,50-50,,
3:06.0,,,50-50,,Defensive rebound by J. Randle
2:50.0,,,50-50,,Shooting foul by J. McGee (drawn by N. Young)
2:50.0,,,50-50,,LA Lakers full timeout
2:50.0,D. Powell enters the game for J. McGee,,50-50,,
2:50.0,,,50-51,1,N. Young makes free throw 1 of 2
2:50.0,,,50-52,1,N. Young makes free throw 2 of 2
2:32.0,D. Nowitzki misses 2-pt shot from 14 ft,,50-52,,
2:29.0,,,50-52,,Defensive rebound by J. Randle
2:10.0,,,50-52,,R. Hibbert misses 2-pt shot from 19 ft
2:09.0,Defensive rebound by D. Nowitzki,,50-52,,
2:01.0,R. Felton misses 2-pt shot from 6 ft,,50-52,,
2:00.0,,,50-52,,Defensive rebound by Team
2:00.0,,,50-52,,B. Bass enters the game for R. Hibbert
1:48.0,,,50-54,2,L. Williams makes 2-pt shot from 18 ft (assist by J. Clarkson)
1:30.0,,,50-54,,Personal foul by N. Young (drawn by W. Matthews)
1:30.0,W. Matthews makes free throw 1 of 2,1,51-54,,
1:30.0,W. Matthews makes free throw 2 of 2,1,52-54,,
1:22.0,Personal foul by R. Felton (drawn by J. Clarkson),,52-54,,
1:22.0,,,52-55,1,J. Clarkson makes free throw 1 of 2
1:22.0,,,52-56,1,J. Clarkson makes free throw 2 of 2
1:04.0,W. Matthews makes 2-pt shot at rim (assist by D. Nowitzki),2,54-56,,
0:50.0,,,54-56,,L. Williams misses 2-pt shot from 15 ft
0:47.0,Defensive rebound by D. Nowitzki,,54-56,,
0:37.0,Shooting foul by B. Bass (drawn by D. Powell),,54-56,,
0:37.0,D. Powell makes free throw 1 of 2,1,55-56,,
0:37.0,D. Powell makes free throw 2 of 2,1,56-56,,
0:31.0,,,56-56,,Shooting foul by D. Nowitzki (drawn by B. Bass)
0:31.0,Technical foul by D. Nowitzki (drawn by B. Bass),,56-56,,
0:31.0,,,56-57,1,J. Clarkson makes technical free throw
0:31.0,,,56-58,1,B. Bass makes free throw 1 of 2
0:31.0,J. Barea enters the game for D. Nowitzki,,56-58,,
0:31.0,,,56-58,,B. Bass misses free throw 2 of 2
0:30.0,Defensive rebound by C. Parsons,,56-58,,
0:07.0,J. Barea misses 3-pt shot from 23 ft,,56-58,,
0:05.0,,,56-58,,Defensive rebound by J. Randle
0:01.0,,,56-58,,J. Randle misses 2-pt shot from 6 ft
0:00.0,,,56-58,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,56-58,,L. Williams misses 2-pt shot from 19 ft
11:39.0,Defensive rebound by C. Parsons,,56-58,,
11:30.0,,,56-58,,Personal foul by J. Randle (drawn by D. Nowitzki)
11:17.0,D. Nowitzki makes 2-pt shot from 13 ft (assist by D. Williams),2,58-58,,
10:56.0,,,58-60,2,J. Clarkson makes 2-pt shot from 16 ft (assist by R. Hibbert)
10:33.0,C. Parsons misses 3-pt shot from 26 ft,,58-60,,
10:32.0,,,58-60,,Defensive rebound by L. Williams
10:10.0,,,58-60,,J. Randle misses 3-pt shot from 24 ft
10:09.0,Defensive rebound by S. Mejri,,58-60,,
10:01.0,D. Nowitzki misses 3-pt shot from 25 ft,,58-60,,
9:59.0,,,58-60,,Defensive rebound by J. Randle
9:46.0,,,58-60,,Shooting foul by S. Mejri (drawn by R. Hibbert)
9:46.0,,,58-62,2,R. Hibbert makes 2-pt shot from 16 ft
9:46.0,,,58-63,1,R. Hibbert makes free throw 1 of 1
9:29.0,C. Parsons makes 2-pt shot from 2 ft (assist by W. Matthews),2,60-63,,
9:16.0,,,60-65,2,J. Randle makes 2-pt shot from 1 ft (assist by J. Clarkson)
9:16.0,,,60-65,,Shooting foul by D. Nowitzki (drawn by J. Randle)
9:16.0,,,60-66,1,J. Randle makes free throw 1 of 1
8:57.0,D. Nowitzki misses 2-pt shot from 18 ft,,60-66,,
8:56.0,,,60-66,,Defensive rebound by L. Williams
8:40.0,,,60-66,,Turnover by R. Hibbert (bad pass; steal by D. Williams)
8:34.0,D. Williams makes 3-pt shot from 24 ft,3,63-66,,
8:17.0,,,63-66,,Turnover by J. Clarkson (dbl dribble)
8:17.0,J. Barea enters the game for D. Nowitzki,,63-66,,
8:05.0,C. Parsons misses 2-pt shot from 4 ft (block by R. Hibbert),,63-66,,
8:03.0,,,63-66,,Defensive rebound by J. Clarkson
7:59.0,,,63-68,2,J. Clarkson makes 2-pt shot from 2 ft
7:41.0,S. Mejri makes 2-pt shot from 1 ft (assist by J. Barea),2,65-68,,
7:33.0,Violation by W. Matthews (kicked ball),,65-68,,
7:24.0,,,65-68,,A. Brown misses 3-pt shot from 24 ft
7:23.0,Defensive rebound by C. Parsons,,65-68,,
7:09.0,D. Williams misses 3-pt shot from 24 ft,,65-68,,
7:06.0,,,65-68,,Defensive rebound by J. Clarkson
6:53.0,,,65-68,,J. Randle misses 2-pt shot from 4 ft
6:50.0,Defensive rebound by S. Mejri,,65-68,,
6:45.0,D. Williams makes 3-pt shot from 24 ft (assist by C. Parsons),3,68-68,,
6:45.0,,,68-68,,LA Lakers full timeout
6:19.0,,,68-68,,J. Clarkson misses 3-pt shot from 22 ft
6:18.0,Defensive rebound by C. Parsons,,68-68,,
6:02.0,W. Matthews misses 3-pt shot from 25 ft,,68-68,,
6:01.0,,,68-68,,Defensive rebound by J. Randle
5:52.0,,,68-68,,L. Williams misses 2-pt shot from 16 ft
5:52.0,Defensive rebound by Team,,68-68,,
5:52.0,,,68-68,,Loose ball foul by R. Hibbert (drawn by C. Parsons)
5:52.0,,,68-68,,D. Russell enters the game for L. Williams
5:35.0,D. Williams misses 3-pt shot from 25 ft,,68-68,,
5:34.0,,,68-68,,Defensive rebound by J. Randle
5:26.0,,,68-68,,Turnover by J. Randle (bad pass; steal by J. Barea)
5:02.0,J. Barea makes 2-pt shot from 14 ft (assist by W. Matthews),2,70-68,,
4:40.0,,,70-68,,Offensive foul by D. Russell
4:40.0,,,70-68,,Turnover by D. Russell (offensive foul)
4:40.0,,,70-68,,B. Bass enters the game for R. Hibbert
4:30.0,J. Barea makes 2-pt shot from 14 ft,2,72-68,,
4:11.0,,,72-71,3,J. Clarkson makes 3-pt shot from 25 ft (assist by J. Randle)
3:52.0,J. Barea misses 2-pt shot from 8 ft,,72-71,,
3:51.0,Offensive rebound by S. Mejri,,72-71,,
3:46.0,J. Barea misses 3-pt shot from 22 ft,,72-71,,
3:46.0,Offensive rebound by Team,,72-71,,
3:46.0,,,72-71,,Loose ball foul by B. Bass (drawn by S. Mejri)
3:46.0,R. Felton enters the game for W. Matthews,,72-71,,
3:46.0,D. Powell enters the game for S. Mejri,,72-71,,
3:30.0,D. Powell makes 2-pt shot from 20 ft (assist by J. Barea),2,74-71,,
3:08.0,,,74-73,2,J. Randle makes 2-pt shot from 2 ft (assist by J. Clarkson)
2:58.0,D. Powell misses 2-pt shot at rim (block by J. Randle),,74-73,,
2:55.0,,,74-73,,Defensive rebound by J. Clarkson
2:54.0,,,74-73,,Offensive foul by J. Clarkson
2:54.0,,,74-73,,Turnover by J. Clarkson (offensive foul)
2:54.0,Dallas full timeout,,74-73,,
2:54.0,,,74-73,,L. Nance enters the game for J. Randle
2:37.0,Turnover by D. Williams (bad pass; steal by D. Russell),,74-73,,
2:16.0,,,74-73,,D. Russell misses 2-pt shot from 2 ft
2:15.0,Defensive rebound by D. Powell,,74-73,,
1:56.0,Shooting foul by J. Clarkson (drawn by D. Williams),,74-73,,
1:56.0,D. Williams makes free throw 1 of 2,1,75-73,,
1:56.0,D. Williams makes free throw 2 of 2,1,76-73,,
1:47.0,Personal foul by R. Felton (drawn by D. Russell),,76-73,,
1:39.0,,,76-73,,A. Brown misses 3-pt shot from 25 ft
1:38.0,Defensive rebound by C. Parsons,,76-73,,
1:26.0,,,76-73,,Personal foul by B. Bass (drawn by D. Williams)
1:26.0,D. Williams makes free throw 1 of 2,1,77-73,,
1:26.0,,,77-73,,T. Black enters the game for B. Bass
1:26.0,D. Williams misses free throw 2 of 2,,77-73,,
1:23.0,,,77-73,,Defensive rebound by T. Black
1:04.0,,,77-76,3,D. Russell makes 3-pt shot from 24 ft
0:51.0,C. Parsons misses 3-pt shot from 25 ft,,77-76,,
0:49.0,,,77-76,,Defensive rebound by D. Russell
0:37.0,,,77-76,,D. Russell misses 3-pt shot from 22 ft
0:36.0,,,77-76,,Offensive rebound by J. Clarkson
0:31.0,,,77-76,,J. Clarkson misses 2-pt shot from 13 ft
0:30.0,,,77-76,,Offensive rebound by Team
0:28.0,Personal block foul by J. Barea,,77-76,,
0:28.0,,,77-77,1,D. Russell makes free throw 1 of 2
0:28.0,,,77-78,1,D. Russell makes free throw 2 of 2
0:05.0,Turnover by J. Barea (bad pass),,77-78,,
0:01.0,,,77-78,,J. Clarkson misses 2-pt shot from 18 ft
0:00.0,,,77-78,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,D. Powell misses 2-pt shot from 17 ft,,77-78,,
11:41.0,,,77-78,,Defensive rebound by N. Young
11:21.0,Personal foul by J. Barea,,77-78,,
11:16.0,,,77-78,,Offensive foul by L. Nance
11:16.0,,,77-78,,Turnover by L. Nance (offensive foul)
11:01.0,D. Nowitzki makes 2-pt shot from 9 ft,2,79-78,,
10:53.0,Personal foul by J. Barea,,79-78,,
10:47.0,,,79-78,,Offensive foul by T. Black
10:47.0,,,79-78,,Turnover by T. Black (offensive foul)
10:40.0,,,79-78,,Personal foul by L. Nance (drawn by D. Nowitzki)
10:33.0,Shooting foul by T. Black (drawn by J. Barea),,79-78,,
10:33.0,J. Barea makes free throw 1 of 2,1,80-78,,
10:33.0,,,80-78,,L. Williams enters the game for J. Clarkson
10:33.0,J. Barea makes free throw 2 of 2,1,81-78,,
10:11.0,,,81-80,2,D. Russell makes 2-pt shot from 20 ft
9:55.0,R. Felton misses 2-pt shot from 5 ft,,81-80,,
9:52.0,,,81-80,,Defensive rebound by T. Black
9:44.0,,,81-80,,Shooting foul by D. Nowitzki (drawn by T. Black)
9:44.0,,,81-80,,T. Black misses free throw 1 of 2
9:44.0,,,81-80,,Offensive rebound by Team
9:44.0,,,81-81,1,T. Black makes free throw 2 of 2
9:37.0,,,81-81,,Personal foul by L. Nance (drawn by D. Nowitzki)
9:21.0,D. Nowitzki misses 2-pt shot from 11 ft,,81-81,,
9:19.0,Offensive rebound by J. Barea,,81-81,,
9:06.0,R. Felton misses 3-pt shot from 26 ft,,81-81,,
9:05.0,,,81-81,,Defensive rebound by L. Nance
8:48.0,,,81-81,,D. Russell misses 2-pt shot from 12 ft
8:44.0,Defensive rebound by D. Powell,,81-81,,
8:34.0,J. Anderson misses 3-pt shot from 25 ft,,81-81,,
8:33.0,,,81-81,,Defensive rebound by L. Nance
8:21.0,,,81-83,2,T. Black makes 2-pt shot at rim (assist by L. Nance)
8:21.0,Dallas full timeout,,81-83,,
8:21.0,S. Mejri enters the game for J. Barea,,81-83,,
8:21.0,W. Matthews enters the game for J. Anderson,,81-83,,
8:21.0,D. Williams enters the game for D. Powell,,81-83,,
8:12.0,Turnover by D. Williams (bad pass; steal by D. Russell),,81-83,,
7:56.0,,,81-83,,N. Young misses 3-pt shot from 22 ft
7:54.0,Defensive rebound by D. Nowitzki,,81-83,,
7:36.0,D. Nowitzki misses 2-pt shot from 18 ft,,81-83,,
7:35.0,,,81-83,,Defensive rebound by T. Black
7:23.0,,,81-83,,N. Young misses 3-pt shot from 22 ft
7:22.0,Defensive rebound by S. Mejri,,81-83,,
7:02.0,R. Felton makes 3-pt shot from 25 ft (assist by W. Matthews),3,84-83,,
6:40.0,,,84-83,,D. Russell misses 3-pt shot from 25 ft
6:39.0,Defensive rebound by R. Felton,,84-83,,
6:28.0,Turnover by W. Matthews (traveling),,84-83,,
6:11.0,,,84-85,2,L. Williams makes 2-pt shot from 7 ft
5:53.0,Turnover by D. Williams (lost ball; steal by N. Young),,84-85,,
5:53.0,Personal foul by D. Williams (drawn by N. Young),,84-85,,
5:53.0,Official timeout,,84-85,,
5:53.0,,,84-85,,J. Randle enters the game for T. Black
5:53.0,C. Parsons enters the game for D. Nowitzki,,84-85,,
5:36.0,,,84-87,2,D. Russell makes 2-pt shot from 2 ft
5:12.0,C. Parsons misses 2-pt shot from 6 ft,,84-87,,
5:12.0,,,84-87,,Defensive rebound by L. Nance
5:04.0,,,84-87,,Offensive foul by J. Randle
5:04.0,,,84-87,,Turnover by J. Randle (offensive foul)
4:49.0,Shooting foul by L. Nance (drawn by C. Parsons),,84-87,,
4:49.0,C. Parsons makes free throw 1 of 3,1,85-87,,
4:49.0,C. Parsons misses free throw 2 of 3,,85-87,,
4:49.0,Offensive rebound by Team,,85-87,,
4:49.0,D. Nowitzki enters the game for S. Mejri,,85-87,,
4:49.0,J. Barea enters the game for R. Felton,,85-87,,
4:49.0,C. Parsons makes free throw 3 of 3,1,86-87,,
4:28.0,,,86-87,,L. Williams misses 3-pt shot from 26 ft
4:26.0,Defensive rebound by D. Nowitzki,,86-87,,
4:20.0,C. Parsons misses 3-pt shot from 24 ft,,86-87,,
4:17.0,,,86-87,,Defensive rebound by N. Young
3:55.0,,,86-87,,J. Randle misses 2-pt shot from 18 ft
3:55.0,,,86-87,,Offensive rebound by Team
3:55.0,,,86-87,,Turnover by Team (shot clock)
3:55.0,,,86-87,,J. Clarkson enters the game for N. Young
3:46.0,D. Nowitzki makes 2-pt shot from 2 ft (assist by J. Barea),2,88-87,,
3:34.0,Personal foul by J. Barea,,88-87,,
3:34.0,,,88-87,,D. Russell misses free throw 1 of 2
3:34.0,,,88-87,,Offensive rebound by Team
3:34.0,,,88-88,1,D. Russell makes free throw 2 of 2
3:13.0,J. Barea misses 3-pt shot from 24 ft,,88-88,,
3:12.0,,,88-88,,Defensive rebound by J. Randle
2:54.0,,,88-88,,D. Russell misses 3-pt shot from 25 ft
2:53.0,Defensive rebound by D. Nowitzki,,88-88,,
2:31.0,D. Nowitzki makes 2-pt shot from 13 ft,2,90-88,,
2:31.0,,,90-88,,LA Lakers full timeout
2:31.0,,,90-88,,N. Young enters the game for D. Russell
2:12.0,,,90-88,,L. Williams misses 3-pt shot from 24 ft
2:10.0,Defensive rebound by C. Parsons,,90-88,,
1:47.0,D. Williams misses 2-pt shot at rim,,90-88,,
1:44.0,,,90-88,,Defensive rebound by L. Nance
1:36.0,,,90-90,2,J. Clarkson makes 2-pt shot from 4 ft
1:23.0,J. Barea misses 2-pt shot from 2 ft (block by L. Williams),,90-90,,
1:20.0,Offensive rebound by J. Barea,,90-90,,
1:17.0,D. Nowitzki misses 2-pt shot from 20 ft,,90-90,,
1:15.0,,,90-90,,Defensive rebound by N. Young
1:04.0,,,90-90,,J. Clarkson misses 2-pt shot from 18 ft
1:04.0,Defensive rebound by C. Parsons,,90-90,,
1:04.0,Dallas full timeout,,90-90,,
0:54.0,J. Barea misses 3-pt shot from 24 ft,,90-90,,
0:52.0,,,90-90,,Defensive rebound by J. Randle
0:36.0,,,90-90,,J. Clarkson misses 2-pt shot from 15 ft
