time,Charlotte,pts.away,score,pts.home,Atlanta
6:08.0,,,15-16,1,P. Millsap makes free throw 1 of 1
5:57.0,N. Batum makes 2-pt shot from 21 ft (assist by K. Walker),2,17-16,,
5:36.0,,,17-16,,J. Teague misses 3-pt shot from 24 ft
5:33.0,Defensive rebound by P. Hairston,,17-16,,
5:25.0,Turnover by N. Batum (bad pass; steal by L. Patterson),,17-16,,
5:16.0,,,17-18,2,J. Teague makes 2-pt shot from 11 ft
4:56.0,A. Jefferson misses 2-pt shot from 8 ft,,17-18,,
4:54.0,,,17-18,,Defensive rebound by A. Horford
4:46.0,,,17-18,,Shooting foul by A. Jefferson (drawn by T. Splitter)
4:46.0,,,17-19,1,T. Splitter makes free throw 1 of 2
4:46.0,M. Williams enters the game for P. Hairston,,17-19,,
4:46.0,,,17-19,,D. Schroder enters the game for A. Horford
4:46.0,,,17-19,,T. Sefolosha enters the game for J. Teague
4:46.0,,,17-20,1,T. Splitter makes free throw 2 of 2
4:29.0,,,17-20,,Personal foul by P. Millsap (drawn by C. Zeller)
4:21.0,A. Jefferson misses 2-pt shot from 9 ft,,17-20,,
4:18.0,,,17-20,,Defensive rebound by P. Millsap
4:06.0,,,17-22,2,D. Schroder makes 2-pt shot from 2 ft (assist by T. Sefolosha)
3:55.0,K. Walker makes 2-pt shot from 11 ft,2,19-22,,
3:38.0,,,19-22,,Turnover by L. Patterson (bad pass; steal by C. Zeller)
3:25.0,N. Batum makes 3-pt shot from 24 ft,3,22-22,,
3:15.0,,,22-22,,Shooting foul by C. Zeller (drawn by P. Millsap)
3:15.0,,,22-23,1,P. Millsap makes free throw 1 of 2
3:15.0,S. Hawes enters the game for A. Jefferson,,22-23,,
3:15.0,,,22-24,1,P. Millsap makes free throw 2 of 2
3:06.0,Turnover by K. Walker (lost ball; steal by P. Millsap),,22-24,,
2:49.0,,,22-24,,L. Patterson misses 3-pt shot from 24 ft
2:48.0,Defensive rebound by M. Williams,,22-24,,
2:34.0,C. Zeller misses 2-pt shot from 17 ft,,22-24,,
2:33.0,,,22-24,,Defensive rebound by T. Sefolosha
2:19.0,,,22-24,,Turnover by P. Millsap (bad pass; steal by S. Hawes)
2:10.0,Turnover by N. Batum (traveling),,22-24,,
2:10.0,J. Lin enters the game for N. Batum,,22-24,,
2:10.0,J. Lamb enters the game for K. Walker,,22-24,,
2:06.0,Charlotte full timeout,,22-24,,
1:51.0,,,22-24,,T. Splitter misses 2-pt shot from 5 ft
1:50.0,,,22-24,,Offensive rebound by T. Sefolosha
1:50.0,,,22-24,,T. Sefolosha misses 2-pt shot from 3 ft
1:49.0,Defensive rebound by J. Lamb,,22-24,,
1:36.0,C. Zeller misses 2-pt shot from 1 ft,,22-24,,
1:35.0,,,22-24,,Defensive rebound by T. Splitter
1:30.0,,,22-26,2,T. Splitter makes 2-pt shot from 1 ft (assist by P. Millsap)
1:30.0,,,22-26,,Shooting foul by C. Zeller (drawn by T. Splitter)
1:30.0,,,22-26,,A. Horford enters the game for P. Millsap
1:30.0,,,22-27,1,T. Splitter makes free throw 1 of 1
1:17.0,Shooting foul by T. Sefolosha (drawn by S. Hawes),,22-27,,
1:17.0,S. Hawes misses free throw 1 of 2,,22-27,,
1:17.0,Offensive rebound by Team,,22-27,,
1:17.0,,,22-27,,M. Scott enters the game for T. Splitter
1:17.0,S. Hawes misses free throw 2 of 2,,22-27,,
1:16.0,,,22-27,,Defensive rebound by T. Sefolosha
1:03.0,,,22-27,,A. Horford misses 2-pt shot from 17 ft
1:02.0,Defensive rebound by M. Williams,,22-27,,
0:45.0,M. Williams misses 2-pt shot from 19 ft,,22-27,,
0:44.0,,,22-27,,Defensive rebound by D. Schroder
0:29.0,,,22-27,,Turnover by D. Schroder (lost ball; steal by S. Hawes)
0:08.0,M. Williams misses 3-pt shot from 24 ft,,22-27,,
0:05.0,,,22-27,,Defensive rebound by D. Schroder
0:00.0,,,22-29,2,A. Horford makes 2-pt shot from 1 ft (assist by M. Scott)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,22-29,,Turnover by J. Teague (lost ball; steal by J. Lin)
11:33.0,J. Lamb misses 2-pt shot from 17 ft,,22-29,,
11:32.0,,,22-29,,Defensive rebound by A. Horford
11:11.0,,,22-31,2,J. Teague makes 2-pt shot from 5 ft
10:59.0,J. Lin misses 3-pt shot from 24 ft,,22-31,,
10:58.0,,,22-31,,Defensive rebound by K. Bazemore
10:51.0,,,22-34,3,K. Bazemore makes 3-pt shot from 23 ft (assist by T. Sefolosha)
10:41.0,Charlotte full timeout,,22-34,,
10:35.0,Offensive foul by S. Hawes,,22-34,,
10:35.0,Turnover by S. Hawes (offensive foul),,22-34,,
10:25.0,,,22-34,,M. Scott misses 2-pt shot from 12 ft
10:24.0,Defensive rebound by J. Lin,,22-34,,
10:15.0,,,22-34,,Loose ball foul by K. Bazemore (drawn by J. Lin)
10:02.0,C. Zeller makes 2-pt shot from 1 ft (assist by J. Lin),2,24-34,,
10:02.0,Shooting foul by M. Scott (drawn by C. Zeller),,24-34,,
10:02.0,C. Zeller makes free throw 1 of 1,1,25-34,,
9:39.0,,,25-36,2,T. Sefolosha makes 2-pt shot from 17 ft (assist by A. Horford)
9:14.0,Turnover by M. Williams (lost ball),,25-36,,
9:14.0,F. Kaminsky enters the game for C. Zeller,,25-36,,
9:09.0,,,25-36,,T. Sefolosha misses 2-pt shot from 1 ft
9:08.0,Defensive rebound by M. Williams,,25-36,,
8:57.0,J. Lamb makes 2-pt shot from 17 ft (assist by S. Hawes),2,27-36,,
8:42.0,,,27-36,,Shooting foul by S. Hawes (drawn by K. Bazemore)
8:42.0,,,27-37,1,K. Bazemore makes free throw 1 of 2
8:42.0,,,27-37,,T. Splitter enters the game for A. Horford
8:42.0,,,27-37,,L. Patterson enters the game for T. Sefolosha
8:42.0,,,27-37,,K. Bazemore misses free throw 2 of 2
8:41.0,Defensive rebound by F. Kaminsky,,27-37,,
8:19.0,S. Hawes makes 2-pt shot from 5 ft (assist by J. Lin),2,29-37,,
8:06.0,,,29-37,,J. Teague misses 2-pt shot from 2 ft
8:05.0,Defensive rebound by S. Hawes,,29-37,,
7:59.0,J. Lamb makes 3-pt shot from 22 ft (assist by S. Hawes),3,32-37,,
7:41.0,,,32-37,,T. Splitter misses 2-pt shot from 2 ft
7:38.0,Defensive rebound by J. Lamb,,32-37,,
7:33.0,J. Lamb makes 3-pt shot from 24 ft (assist by M. Williams),3,35-37,,
7:33.0,,,35-37,,Atlanta full timeout
7:33.0,K. Walker enters the game for M. Williams,,35-37,,
7:33.0,,,35-37,,D. Schroder enters the game for J. Teague
7:33.0,,,35-37,,P. Millsap enters the game for M. Scott
7:23.0,,,35-37,,K. Bazemore misses 2-pt shot from 1 ft (block by J. Lamb)
7:23.0,Jump ball: F. Kaminsky vs. P. Millsap (T. Splitter gains possession),,,,Jump ball: F. Kaminsky vs. P. Millsap (T. Splitter gains possession)
7:23.0,,,35-37,,Offensive rebound by Team
7:06.0,,,35-37,,D. Schroder misses 3-pt shot from 25 ft
7:06.0,,,35-37,,Offensive rebound by Team
7:06.0,Loose ball foul by S. Hawes (drawn by T. Splitter),,35-37,,
7:00.0,,,35-40,3,K. Bazemore makes 3-pt shot from 24 ft (assist by L. Patterson)
6:40.0,J. Lamb misses 3-pt shot from 25 ft,,35-40,,
6:39.0,,,35-40,,Defensive rebound by D. Schroder
6:22.0,,,35-40,,T. Splitter misses 2-pt shot from 1 ft
6:20.0,Defensive rebound by K. Walker,,35-40,,
6:11.0,K. Walker makes 2-pt shot from 1 ft (assist by S. Hawes),2,37-40,,
6:02.0,,,37-40,,D. Schroder misses 2-pt shot from 20 ft
6:00.0,Defensive rebound by F. Kaminsky,,37-40,,
5:50.0,Turnover by K. Walker (lost ball; steal by D. Schroder),,37-40,,
5:46.0,,,37-42,2,D. Schroder makes 2-pt shot from 1 ft
5:28.0,Shooting foul by T. Splitter (drawn by J. Lin),,37-42,,
5:28.0,J. Lin makes free throw 1 of 2,1,38-42,,
5:28.0,A. Jefferson enters the game for S. Hawes,,38-42,,
5:28.0,N. Batum enters the game for J. Lamb,,38-42,,
5:28.0,J. Lin makes free throw 2 of 2,1,39-42,,
5:13.0,,,39-42,,Turnover by P. Millsap (bad pass; steal by N. Batum)
5:01.0,N. Batum makes 2-pt shot from 17 ft (assist by F. Kaminsky),2,41-42,,
4:45.0,,,41-42,,P. Millsap misses 2-pt shot from 9 ft
4:44.0,Defensive rebound by A. Jefferson,,41-42,,
4:33.0,F. Kaminsky makes 3-pt shot from 24 ft (assist by K. Walker),3,44-42,,
4:12.0,,,44-44,2,D. Schroder makes 2-pt shot from 1 ft
3:59.0,K. Walker misses 2-pt shot from 1 ft (block by P. Millsap),,44-44,,
3:57.0,,,44-44,,Defensive rebound by D. Schroder
3:53.0,,,44-44,,K. Bazemore misses 2-pt shot at rim
3:52.0,,,44-44,,Offensive rebound by L. Patterson
3:52.0,,,44-44,,Shooting foul by F. Kaminsky (drawn by L. Patterson)
3:52.0,,,44-45,1,L. Patterson makes free throw 1 of 2
3:52.0,,,44-45,,A. Horford enters the game for T. Splitter
3:52.0,,,44-45,,T. Sefolosha enters the game for K. Bazemore
3:52.0,,,44-46,1,L. Patterson makes free throw 2 of 2
3:35.0,A. Jefferson misses 2-pt shot from 3 ft,,44-46,,
3:33.0,,,44-46,,Defensive rebound by D. Schroder
3:28.0,,,44-46,,J. Teague enters the game for L. Patterson
3:16.0,,,44-46,,P. Millsap misses 2-pt shot from 16 ft
3:15.0,Defensive rebound by A. Jefferson,,44-46,,
3:09.0,Turnover by N. Batum (lost ball; steal by T. Sefolosha),,44-46,,
3:03.0,,,44-48,2,T. Sefolosha makes 2-pt shot from 1 ft (assist by J. Teague)
2:46.0,Shooting foul by D. Schroder (drawn by J. Lin),,44-48,,
2:46.0,Official timeout,,44-48,,
2:46.0,J. Lin makes free throw 1 of 2,1,45-48,,
2:46.0,J. Lin makes free throw 2 of 2,1,46-48,,
2:35.0,,,46-48,,A. Horford misses 3-pt shot from 24 ft
2:34.0,Defensive rebound by N. Batum,,46-48,,
2:12.0,J. Lin misses 2-pt shot from 1 ft (block by A. Horford),,46-48,,
2:10.0,,,46-48,,Defensive rebound by T. Sefolosha
2:05.0,,,46-51,3,P. Millsap makes 3-pt shot from 24 ft (assist by D. Schroder)
1:40.0,F. Kaminsky makes 2-pt shot from 12 ft (assist by K. Walker),2,48-51,,
1:24.0,,,48-51,,Turnover by P. Millsap (traveling)
1:07.0,A. Jefferson makes 2-pt shot from 17 ft (assist by J. Lin),2,50-51,,
0:45.0,,,50-51,,D. Schroder misses 3-pt shot from 25 ft
0:44.0,Defensive rebound by F. Kaminsky,,50-51,,
0:32.0,F. Kaminsky misses 3-pt shot from 23 ft,,50-51,,
0:31.0,Offensive rebound by A. Jefferson,,50-51,,
0:31.0,A. Jefferson makes 2-pt shot at rim,2,52-51,,
0:11.0,,,52-51,,D. Schroder misses 2-pt shot from 2 ft (block by A. Jefferson)
0:09.0,Defensive rebound by N. Batum,,52-51,,
0:05.0,Turnover by N. Batum (lost ball; steal by D. Schroder),,52-51,,
0:01.0,,,52-53,2,D. Schroder makes 2-pt shot from 1 ft (assist by J. Teague)
0:00.0,K. Walker misses 3-pt shot from 27 ft,,52-53,,
0:00.0,Offensive rebound by Team,,52-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,52-53,,A. Horford misses 2-pt shot from 9 ft
11:47.0,Defensive rebound by M. Williams,,52-53,,
11:32.0,Shooting foul by D. Schroder (drawn by K. Walker),,52-53,,
11:32.0,K. Walker makes free throw 1 of 2,1,53-53,,
11:32.0,K. Walker makes free throw 2 of 2,1,54-53,,
11:17.0,,,54-53,,Offensive charge foul by J. Teague
11:17.0,,,54-53,,Turnover by J. Teague (offensive foul)
10:59.0,P. Hairston misses 2-pt shot at rim (block by J. Teague),,54-53,,
10:58.0,,,54-53,,Defensive rebound by J. Teague
10:55.0,,,54-53,,Offensive charge foul by J. Teague
10:55.0,,,54-53,,Turnover by J. Teague (offensive foul)
10:41.0,Turnover by N. Batum (bad pass),,54-53,,
10:27.0,,,54-55,2,K. Bazemore makes 2-pt shot at rim (assist by P. Millsap)
10:11.0,P. Hairston misses 3-pt shot from 22 ft,,54-55,,
10:10.0,,,54-55,,Defensive rebound by K. Bazemore
9:54.0,,,54-55,,J. Teague misses 3-pt shot from 24 ft
9:53.0,Defensive rebound by A. Jefferson,,54-55,,
9:43.0,N. Batum misses 3-pt shot from 25 ft,,54-55,,
9:42.0,,,54-55,,Defensive rebound by A. Horford
9:32.0,,,54-57,2,J. Teague makes 2-pt shot from 17 ft
9:13.0,P. Hairston misses 3-pt shot from 23 ft,,54-57,,
9:12.0,,,54-57,,Defensive rebound by P. Millsap
9:02.0,,,54-57,,K. Bazemore misses 3-pt shot from 24 ft
9:00.0,Defensive rebound by A. Jefferson,,54-57,,
8:51.0,N. Batum makes 2-pt shot from 20 ft (assist by K. Walker),2,56-57,,
8:26.0,,,56-57,,P. Millsap misses 2-pt shot from 23 ft
8:25.0,Defensive rebound by N. Batum,,56-57,,
8:18.0,K. Walker misses 3-pt shot from 25 ft,,56-57,,
8:16.0,,,56-57,,Defensive rebound by K. Bazemore
8:01.0,,,56-57,,A. Horford misses 3-pt shot from 24 ft
8:00.0,Defensive rebound by N. Batum,,56-57,,
7:41.0,A. Jefferson makes 2-pt shot from 19 ft (assist by N. Batum),2,58-57,,
7:19.0,,,58-59,2,D. Schroder makes 2-pt shot from 1 ft
6:55.0,K. Walker makes 2-pt shot from 16 ft,2,60-59,,
6:41.0,,,60-61,2,A. Horford makes 2-pt shot from 18 ft
6:21.0,N. Batum misses 2-pt shot at rim,,60-61,,
6:20.0,,,60-61,,Defensive rebound by P. Millsap
6:15.0,,,60-61,,J. Teague misses 3-pt shot from 25 ft
6:14.0,Defensive rebound by A. Jefferson,,60-61,,
5:58.0,A. Jefferson misses 2-pt shot from 16 ft,,60-61,,
5:57.0,Offensive rebound by M. Williams,,60-61,,
5:56.0,M. Williams makes 2-pt shot at rim,2,62-61,,
5:56.0,,,62-61,,Atlanta full timeout
5:56.0,C. Zeller enters the game for M. Williams,,62-61,,
5:56.0,,,62-61,,T. Splitter enters the game for K. Bazemore
5:56.0,,,62-61,,L. Patterson enters the game for J. Teague
5:41.0,,,62-63,2,P. Millsap makes 2-pt shot at rim (assist by A. Horford)
5:20.0,C. Zeller misses 3-pt shot from 24 ft,,62-63,,
5:18.0,,,62-63,,Defensive rebound by T. Splitter
5:10.0,Personal foul by C. Zeller (drawn by A. Horford),,62-63,,
5:09.0,Personal foul by N. Batum (drawn by P. Millsap),,62-63,,
5:02.0,,,62-63,,Turnover by T. Splitter (lost ball; steal by A. Jefferson)
4:58.0,Turnover by N. Batum (traveling),,62-63,,
4:38.0,,,62-65,2,T. Splitter makes 2-pt shot from 5 ft (assist by L. Patterson)
4:18.0,N. Batum misses 3-pt shot from 25 ft,,62-65,,
4:17.0,,,62-65,,Defensive rebound by L. Patterson
4:00.0,,,62-65,,D. Schroder misses 2-pt shot from 2 ft (block by P. Hairston)
3:58.0,Defensive rebound by N. Batum,,62-65,,
3:54.0,K. Walker makes 2-pt shot from 2 ft (assist by N. Batum),2,64-65,,
3:34.0,,,64-65,,T. Splitter misses 2-pt shot from 20 ft
3:32.0,Defensive rebound by N. Batum,,64-65,,
3:12.0,K. Walker misses 2-pt shot from 17 ft,,64-65,,
3:11.0,,,64-65,,Defensive rebound by P. Millsap
3:02.0,,,64-68,3,A. Horford makes 3-pt shot from 24 ft (assist by L. Patterson)
2:54.0,Charlotte full timeout,,64-68,,
2:54.0,,,64-68,,J. Teague enters the game for A. Horford
2:54.0,,,64-68,,T. Sefolosha enters the game for D. Schroder
2:54.0,J. Lin enters the game for A. Jefferson,,64-68,,
2:54.0,S. Hawes enters the game for K. Walker,,64-68,,
2:38.0,Turnover by J. Lin (bad pass; steal by T. Sefolosha),,64-68,,
2:38.0,Personal foul by S. Hawes (drawn by T. Sefolosha),,64-68,,
2:38.0,M. Williams enters the game for P. Hairston,,64-68,,
2:27.0,,,64-68,,L. Patterson misses 3-pt shot from 24 ft
2:25.0,Defensive rebound by J. Lin,,64-68,,
2:17.0,Offensive foul by M. Williams,,64-68,,
2:17.0,Turnover by M. Williams (offensive foul),,64-68,,
2:03.0,,,64-68,,Shooting foul by N. Batum (drawn by P. Millsap)
2:03.0,,,64-69,1,P. Millsap makes free throw 1 of 2
2:03.0,J. Lamb enters the game for N. Batum,,64-69,,
2:03.0,,,64-69,,P. Millsap misses free throw 2 of 2
2:02.0,Defensive rebound by C. Zeller,,64-69,,
1:44.0,,,64-69,,Personal foul by L. Patterson (drawn by S. Hawes)
1:39.0,Turnover by J. Lin (lost ball; steal by L. Patterson),,64-69,,
1:39.0,Personal foul by J. Lin (drawn by P. Millsap),,64-69,,
1:39.0,,,64-70,1,P. Millsap makes free throw 1 of 2
1:39.0,,,64-71,1,P. Millsap makes free throw 2 of 2
1:29.0,J. Lamb makes 3-pt shot from 24 ft (assist by S. Hawes),3,67-71,,
1:15.0,,,67-71,,J. Teague misses 2-pt shot from 10 ft
1:14.0,,,67-71,,Offensive rebound by T. Splitter
1:14.0,,,67-71,,T. Splitter misses 2-pt shot at rim
1:13.0,Defensive rebound by M. Williams,,67-71,,
1:04.0,Turnover by J. Lamb (bad pass; steal by T. Splitter),,67-71,,
1:01.0,,,67-71,,Shooting foul by M. Williams (drawn by T. Sefolosha)
1:01.0,,,67-71,,T. Sefolosha misses free throw 1 of 2
1:01.0,,,67-71,,Offensive rebound by Team
1:01.0,,,67-71,,T. Sefolosha misses free throw 2 of 2
1:00.0,Defensive rebound by M. Williams,,67-71,,
0:47.0,Turnover by J. Lin (lost ball; steal by P. Millsap),,67-71,,
0:35.0,,,67-74,3,P. Millsap makes 3-pt shot from 24 ft (assist by J. Teague)
0:19.0,S. Hawes makes 2-pt shot from 19 ft (assist by M. Williams),2,69-74,,
0:01.0,,,69-76,2,J. Teague makes 2-pt shot from 18 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:52.0,Offensive foul by S. Hawes,,69-76,,
11:52.0,Turnover by S. Hawes (offensive foul),,69-76,,
11:36.0,,,69-79,3,A. Horford makes 3-pt shot from 23 ft (assist by M. Scott)
11:12.0,J. Lin misses 2-pt shot from 1 ft,,69-79,,
11:11.0,,,69-79,,Defensive rebound by A. Horford
11:03.0,,,69-79,,Offensive charge foul by A. Horford
11:03.0,,,69-79,,Turnover by A. Horford (offensive foul)
10:38.0,J. Lamb misses 3-pt shot from 25 ft,,69-79,,
10:38.0,Offensive rebound by Team,,69-79,,
10:38.0,Turnover by Team (shot clock),,69-79,,
10:27.0,,,69-81,2,A. Horford makes 2-pt shot at rim (assist by M. Scott)
10:27.0,Charlotte full timeout,,69-81,,
10:27.0,F. Kaminsky enters the game for C. Zeller,,69-81,,
10:15.0,F. Kaminsky misses 2-pt shot from 3 ft,,69-81,,
10:14.0,Offensive rebound by Team,,69-81,,
10:11.0,J. Lamb misses 2-pt shot from 19 ft,,69-81,,
10:09.0,Offensive rebound by S. Hawes,,69-81,,
10:09.0,S. Hawes makes 2-pt shot at rim,2,71-81,,
9:59.0,,,71-81,,J. Teague misses 2-pt shot from 1 ft (block by M. Williams)
9:57.0,,,71-81,,Offensive rebound by M. Scott
9:57.0,,,71-81,,M. Scott misses 2-pt shot at rim
9:56.0,Defensive rebound by S. Hawes,,71-81,,
9:49.0,S. Hawes misses 2-pt shot from 2 ft,,71-81,,
9:47.0,,,71-81,,Defensive rebound by K. Bazemore
9:42.0,,,71-83,2,A. Horford makes 2-pt shot from 5 ft (assist by J. Teague)
9:18.0,S. Hawes makes 2-pt shot from 1 ft (assist by J. Lamb),2,73-83,,
9:18.0,Shooting foul by M. Scott (drawn by S. Hawes),,73-83,,
9:18.0,S. Hawes misses free throw 1 of 1,,73-83,,
9:17.0,,,73-83,,Defensive rebound by M. Scott
8:54.0,,,73-83,,K. Bazemore misses 2-pt shot from 12 ft (block by J. Lamb)
8:52.0,Defensive rebound by S. Hawes,,73-83,,
8:45.0,F. Kaminsky misses 2-pt shot from 1 ft,,73-83,,
8:43.0,,,73-83,,Defensive rebound by T. Sefolosha
8:37.0,,,73-83,,Turnover by T. Sefolosha (lost ball)
8:15.0,S. Hawes misses 2-pt shot from 11 ft,,73-83,,
8:13.0,,,73-83,,Defensive rebound by T. Sefolosha
8:08.0,,,73-86,3,K. Bazemore makes 3-pt shot from 23 ft (assist by T. Sefolosha)
8:07.0,Charlotte full timeout,,73-86,,
8:07.0,,,73-86,,D. Schroder enters the game for J. Teague
8:07.0,,,73-86,,L. Patterson enters the game for T. Sefolosha
8:07.0,K. Walker enters the game for J. Lamb,,73-86,,
8:07.0,N. Batum enters the game for J. Lin,,73-86,,
7:43.0,K. Walker makes 3-pt shot from 24 ft,3,76-86,,
7:23.0,,,76-88,2,D. Schroder makes 2-pt shot from 17 ft (assist by A. Horford)
7:07.0,K. Walker misses 2-pt shot from 8 ft,,76-88,,
7:06.0,,,76-88,,Defensive rebound by M. Scott
6:50.0,,,76-88,,Turnover by A. Horford (step out of bounds)
6:50.0,A. Jefferson enters the game for S. Hawes,,76-88,,
6:50.0,,,76-88,,P. Millsap enters the game for A. Horford
6:35.0,N. Batum misses 3-pt shot from 22 ft,,76-88,,
6:34.0,,,76-88,,Defensive rebound by P. Millsap
6:26.0,,,76-90,2,K. Bazemore makes 2-pt shot at rim (assist by D. Schroder)
6:10.0,Turnover by K. Walker (bad pass),,76-90,,
6:10.0,J. Lin enters the game for F. Kaminsky,,76-90,,
5:57.0,,,76-90,,Turnover by D. Schroder (lost ball; steal by K. Walker)
5:53.0,Shooting foul by P. Millsap (drawn by J. Lin),,76-90,,
5:53.0,Official timeout,,76-90,,
5:53.0,,,76-90,,J. Teague enters the game for K. Bazemore
5:53.0,J. Lin makes free throw 1 of 2,1,77-90,,
5:53.0,J. Lin makes free throw 2 of 2,1,78-90,,
5:31.0,,,78-90,,M. Scott misses 2-pt shot from 12 ft
5:30.0,Defensive rebound by N. Batum,,78-90,,
5:15.0,M. Williams makes 3-pt shot from 25 ft (assist by J. Lin),3,81-90,,
4:55.0,,,81-90,,P. Millsap misses 3-pt shot from 24 ft
4:54.0,Defensive rebound by K. Walker,,81-90,,
4:43.0,J. Lin makes 3-pt shot from 25 ft (assist by K. Walker),3,84-90,,
4:42.0,,,84-90,,Atlanta full timeout
4:42.0,,,84-90,,A. Horford enters the game for L. Patterson
4:42.0,,,84-90,,K. Bazemore enters the game for M. Scott
4:22.0,,,84-90,,D. Schroder misses 2-pt shot from 20 ft
4:19.0,Defensive rebound by K. Walker,,84-90,,
4:02.0,,,84-90,,Personal foul by P. Millsap (drawn by A. Jefferson)
3:53.0,J. Lin misses 3-pt shot from 25 ft,,84-90,,
3:52.0,,,84-90,,Defensive rebound by A. Horford
3:39.0,,,84-90,,J. Teague misses 3-pt shot from 22 ft
3:37.0,Defensive rebound by M. Williams,,84-90,,
3:26.0,J. Lin misses 2-pt shot from 17 ft,,84-90,,
3:25.0,,,84-90,,Defensive rebound by K. Bazemore
3:06.0,,,84-90,,A. Horford misses 3-pt shot from 22 ft
3:04.0,Defensive rebound by N. Batum,,84-90,,
2:41.0,M. Williams makes 3-pt shot from 24 ft (assist by N. Batum),3,87-90,,
2:16.0,Violation by N. Batum (kicked ball),,87-90,,
