time,Miami,pts.away,score,pts.home,Toronto
6:52.0,,,4-13,,Shooting foul by J. McRoberts (drawn by D. DeRozan)
6:52.0,,,4-14,1,D. DeRozan makes free throw 1 of 2
6:52.0,,,4-15,1,D. DeRozan makes free throw 2 of 2
6:34.0,D. Wade misses 2-pt shot from 7 ft,,4-15,,
6:33.0,,,4-15,,Defensive rebound by D. DeRozan
6:23.0,,,4-17,2,D. DeRozan makes 2-pt shot from 10 ft
6:00.0,G. Dragic misses 3-pt shot from 24 ft,,4-17,,
6:00.0,,,4-17,,Defensive rebound by D. Carroll
5:50.0,,,4-17,,Turnover by K. Lowry (bad pass)
5:50.0,J. Richardson enters the game for J. Johnson,,4-17,,
5:50.0,U. Haslem enters the game for G. Dragic,,4-17,,
5:50.0,J. Winslow enters the game for J. McRoberts,,4-17,,
5:38.0,J. Richardson makes 2-pt shot from 2 ft,2,6-17,,
5:17.0,,,6-17,,D. Carroll misses 2-pt shot from 11 ft
5:17.0,Defensive rebound by D. Wade,,6-17,,
5:07.0,D. Wade makes 2-pt shot from 18 ft,2,8-17,,
4:52.0,,,8-17,,K. Lowry misses 2-pt shot from 3 ft
4:52.0,,,8-17,,Offensive rebound by P. Patterson
4:49.0,,,8-17,,P. Patterson misses 2-pt shot from 13 ft
4:49.0,,,8-17,,Offensive rebound by Team
4:49.0,Loose ball foul by L. Deng,,8-17,,
4:49.0,,,8-17,,B. Biyombo misses free throw 1 of 2
4:49.0,,,8-17,,Offensive rebound by Team
4:49.0,,,8-17,,T. Ross enters the game for P. Patterson
4:49.0,,,8-17,,B. Biyombo misses free throw 2 of 2
4:49.0,Defensive rebound by J. Winslow,,8-17,,
4:40.0,Turnover by D. Wade (lost ball; steal by K. Lowry),,8-17,,
4:36.0,,,8-17,,Offensive charge foul by D. Carroll
4:36.0,,,8-17,,Turnover by D. Carroll (offensive foul)
4:19.0,J. Winslow misses 2-pt shot from 7 ft,,8-17,,
4:18.0,,,8-17,,Defensive rebound by K. Lowry
4:15.0,,,8-17,,Shooting foul by J. Richardson (drawn by K. Lowry)
4:15.0,,,8-17,,K. Lowry misses free throw 1 of 2
4:15.0,,,8-17,,Offensive rebound by Team
4:15.0,,,8-18,1,K. Lowry makes free throw 2 of 2
3:57.0,L. Deng misses 2-pt shot from 6 ft,,8-18,,
3:57.0,Offensive rebound by L. Deng,,8-18,,
3:55.0,L. Deng misses 2-pt shot from 1 ft,,8-18,,
3:55.0,Offensive rebound by L. Deng,,8-18,,
3:55.0,L. Deng misses 2-pt shot from 1 ft,,8-18,,
3:55.0,,,8-18,,Defensive rebound by Team
3:47.0,,,8-18,,K. Lowry misses 2-pt shot from 6 ft
3:46.0,,,8-18,,Offensive rebound by B. Biyombo
3:45.0,,,8-18,,Shooting foul by J. Winslow (drawn by B. Biyombo)
3:45.0,,,8-19,1,B. Biyombo makes free throw 1 of 2
3:45.0,,,8-20,1,B. Biyombo makes free throw 2 of 2
3:29.0,Turnover by U. Haslem (lost ball; steal by K. Lowry),,8-20,,
3:18.0,,,8-20,,B. Biyombo misses 2-pt shot from 2 ft
3:17.0,,,8-20,,Offensive rebound by K. Lowry
3:06.0,,,8-23,3,K. Lowry makes 3-pt shot from 24 ft
3:05.0,Miami full timeout,,8-23,,
3:05.0,G. Dragic enters the game for D. Wade,,8-23,,
2:42.0,J. Winslow misses 2-pt shot from 4 ft (block by B. Biyombo),,8-23,,
2:41.0,Offensive rebound by U. Haslem,,8-23,,
2:38.0,U. Haslem makes 2-pt shot from 2 ft,2,10-23,,
2:29.0,,,10-23,,D. DeRozan misses 2-pt shot from 8 ft
2:28.0,Defensive rebound by U. Haslem,,10-23,,
2:10.0,J. Richardson misses 2-pt shot from 5 ft (block by B. Biyombo),,10-23,,
2:08.0,,,10-23,,Defensive rebound by D. DeRozan
2:02.0,,,10-26,3,D. Carroll makes 3-pt shot from 25 ft (assist by D. DeRozan)
1:40.0,,,10-26,,Def 3 sec tech foul by B. Biyombo
1:40.0,,,10-26,,Toronto full timeout
1:40.0,,,10-26,,C. Joseph enters the game for B. Biyombo
1:40.0,,,10-26,,J. Thompson enters the game for K. Lowry
1:40.0,,,10-26,,N. Powell enters the game for D. Carroll
1:40.0,G. Dragic misses technical free throw,,10-26,,
1:40.0,Offensive rebound by Team,,10-26,,
1:33.0,Turnover by J. Richardson (lost ball; steal by T. Ross),,10-26,,
1:30.0,,,10-26,,Turnover by T. Ross (lost ball; steal by J. Richardson)
1:24.0,G. Dragic misses 2-pt shot from 3 ft (block by T. Ross),,10-26,,
1:23.0,Offensive rebound by J. Winslow,,10-26,,
1:18.0,J. Winslow makes 2-pt shot from 1 ft,2,12-26,,
1:05.0,,,12-26,,D. DeRozan misses 2-pt shot from 6 ft
1:04.0,Defensive rebound by L. Deng,,12-26,,
0:53.0,,,12-26,,Shooting block foul by D. DeRozan (drawn by L. Deng)
0:53.0,L. Deng makes free throw 1 of 2,1,13-26,,
0:53.0,L. Deng makes free throw 2 of 2,1,14-26,,
0:33.0,,,14-26,,C. Joseph misses 2-pt shot from 18 ft
0:32.0,Defensive rebound by L. Deng,,14-26,,
0:27.0,,,14-26,,Personal foul by N. Powell
0:27.0,L. Deng makes free throw 1 of 2,1,15-26,,
0:27.0,L. Deng makes free throw 2 of 2,1,16-26,,
0:12.0,,,16-26,,D. DeRozan misses 2-pt shot from 3 ft
0:12.0,,,16-26,,Offensive rebound by J. Thompson
0:12.0,,,16-28,2,J. Thompson makes 2-pt shot from 1 ft
0:02.0,,,16-28,,Personal foul by N. Powell
0:02.0,U. Haslem makes free throw 1 of 2,1,17-28,,
0:02.0,U. Haslem makes free throw 2 of 2,1,18-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,J. Johnson makes 3-pt shot from 25 ft (assist by T. Johnson),3,21-28,,
11:17.0,,,21-28,,T. Ross misses 2-pt shot from 16 ft
11:17.0,Defensive rebound by J. Johnson,,21-28,,
11:03.0,Turnover by T. Johnson (traveling),,21-28,,
10:53.0,,,21-28,,K. Lowry misses 3-pt shot from 24 ft
10:51.0,Defensive rebound by J. Johnson,,21-28,,
10:39.0,T. Johnson misses 3-pt shot from 23 ft,,21-28,,
10:39.0,,,21-28,,Defensive rebound by K. Lowry
10:31.0,,,21-31,3,K. Lowry makes 3-pt shot from 24 ft
9:58.0,G. Dragic makes 2-pt shot from 7 ft,2,23-31,,
9:42.0,,,23-31,,Shooting foul by J. Winslow (drawn by P. Patterson)
9:42.0,U. Haslem enters the game for J. McRoberts,,23-31,,
9:42.0,,,23-32,1,P. Patterson makes free throw 1 of 2
9:42.0,,,23-33,1,P. Patterson makes free throw 2 of 2
9:18.0,J. Johnson makes 2-pt shot from 7 ft,2,25-33,,
8:57.0,,,25-35,2,P. Patterson makes 2-pt shot from 2 ft (assist by C. Joseph)
8:34.0,U. Haslem makes 2-pt shot from 2 ft (assist by T. Johnson),2,27-35,,
8:27.0,,,27-37,2,K. Lowry makes 2-pt shot from 3 ft
8:18.0,Shooting foul by J. Thompson (drawn by T. Johnson),,27-37,,
8:18.0,Official timeout,,27-37,,
8:18.0,,,27-37,,B. Biyombo enters the game for J. Thompson
8:18.0,T. Johnson makes free throw 1 of 2,1,28-37,,
8:18.0,T. Johnson makes free throw 2 of 2,1,29-37,,
8:06.0,,,29-39,2,B. Biyombo makes 2-pt shot at rim (assist by C. Joseph)
7:41.0,Miami full timeout,,29-39,,
7:41.0,J. Richardson enters the game for G. Dragic,,29-39,,
7:41.0,D. Wade enters the game for T. Johnson,,29-39,,
7:37.0,J. Johnson misses 3-pt shot from 26 ft,,29-39,,
7:36.0,,,29-39,,Defensive rebound by T. Ross
7:18.0,,,29-41,2,B. Biyombo makes 2-pt shot from 3 ft (assist by T. Ross)
6:56.0,Turnover by J. Winslow (lost ball; steal by C. Joseph),,29-41,,
6:47.0,,,29-43,2,C. Joseph makes 2-pt shot from 5 ft (assist by K. Lowry)
6:31.0,J. Richardson makes 2-pt shot from 2 ft (assist by D. Wade),2,31-43,,
6:15.0,,,31-46,3,T. Ross makes 3-pt shot from 24 ft (assist by C. Joseph)
5:45.0,J. Winslow misses 3-pt shot from 25 ft,,31-46,,
5:43.0,Offensive rebound by U. Haslem,,31-46,,
5:37.0,D. Wade misses 2-pt shot from 16 ft,,31-46,,
5:36.0,,,31-46,,Defensive rebound by K. Lowry
5:29.0,,,31-48,2,C. Joseph makes 2-pt shot from 2 ft (assist by K. Lowry)
5:29.0,,,31-48,,Shooting foul by D. Wade (drawn by C. Joseph)
5:29.0,L. Deng enters the game for U. Haslem,,31-48,,
5:29.0,,,31-48,,D. DeRozan enters the game for T. Ross
5:29.0,,,31-49,1,C. Joseph makes free throw 1 of 1
5:18.0,J. Winslow makes 2-pt shot from 3 ft (assist by J. Richardson),2,33-49,,
5:18.0,Shooting foul by C. Joseph (drawn by J. Winslow),,33-49,,
5:18.0,,,33-49,,D. Carroll enters the game for C. Joseph
5:18.0,J. Winslow makes free throw 1 of 1,1,34-49,,
4:58.0,,,34-49,,D. DeRozan misses 2-pt shot from 19 ft
4:57.0,,,34-49,,Offensive rebound by B. Biyombo
4:54.0,,,34-51,2,B. Biyombo makes 2-pt shot at rim
4:44.0,D. Wade misses 2-pt shot at rim (block by B. Biyombo),,34-51,,
4:44.0,,,34-51,,Defensive rebound by K. Lowry
4:37.0,,,34-53,2,B. Biyombo makes 2-pt shot at rim (assist by K. Lowry)
4:17.0,Turnover by J. Richardson (lost ball; steal by D. DeRozan),,34-53,,
4:10.0,,,34-53,,P. Patterson misses 3-pt shot from 23 ft
4:09.0,,,34-53,,Offensive rebound by D. Carroll
4:06.0,,,34-53,,D. Carroll misses 2-pt shot from 1 ft
4:05.0,Defensive rebound by J. Winslow,,34-53,,
4:01.0,Shooting foul by D. DeRozan (drawn by D. Wade),,34-53,,
4:01.0,D. Wade makes free throw 1 of 2,1,35-53,,
4:01.0,G. Dragic enters the game for J. Richardson,,35-53,,
4:01.0,G. Green enters the game for J. Johnson,,35-53,,
4:01.0,D. Wade misses free throw 2 of 2,,35-53,,
4:01.0,,,35-53,,Defensive rebound by B. Biyombo
3:39.0,,,35-55,2,K. Lowry makes 2-pt shot from 2 ft (assist by D. Carroll)
3:27.0,Turnover by L. Deng (lost ball; steal by K. Lowry),,35-55,,
3:17.0,,,35-55,,K. Lowry misses 2-pt shot from 16 ft
3:16.0,Defensive rebound by G. Dragic,,35-55,,
3:08.0,G. Dragic makes 2-pt shot from 17 ft,2,37-55,,
3:01.0,,,37-55,,Toronto full timeout
2:40.0,,,37-55,,D. Carroll misses 2-pt shot from 18 ft
2:40.0,Defensive rebound by L. Deng,,37-55,,
2:34.0,Offensive foul by L. Deng,,37-55,,
2:34.0,Turnover by L. Deng (offensive foul),,37-55,,
2:11.0,,,37-55,,D. Carroll misses 2-pt shot from 7 ft
2:11.0,Defensive rebound by Team,,37-55,,
1:58.0,J. Winslow misses 2-pt shot from 5 ft,,37-55,,
1:58.0,,,37-55,,Defensive rebound by Team
1:58.0,Loose ball foul by J. Winslow,,37-55,,
1:58.0,,,37-55,,C. Joseph enters the game for K. Lowry
1:58.0,J. McRoberts enters the game for J. Winslow,,37-55,,
1:46.0,,,37-55,,Turnover by B. Biyombo (lost ball; steal by L. Deng)
1:40.0,L. Deng misses 2-pt shot from 2 ft,,37-55,,
1:40.0,Offensive rebound by G. Dragic,,37-55,,
1:40.0,,,37-55,,Personal foul by D. Carroll
1:31.0,G. Dragic makes 2-pt shot from 15 ft,2,39-55,,
1:17.0,,,39-55,,D. DeRozan misses 2-pt shot from 15 ft
1:16.0,Defensive rebound by D. Wade,,39-55,,
1:06.0,G. Dragic makes 2-pt shot from 1 ft (assist by D. Wade),2,41-55,,
1:01.0,,,41-55,,Toronto full timeout
0:52.0,,,41-55,,Turnover by D. DeRozan (lost ball; steal by J. McRoberts)
0:44.0,G. Dragic makes 2-pt shot from 8 ft,2,43-55,,
0:31.0,,,43-55,,Offensive foul by B. Biyombo
0:31.0,,,43-55,,Turnover by B. Biyombo (offensive foul)
0:14.0,J. McRoberts makes 2-pt shot from 2 ft,2,45-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,D. Wade makes 3-pt shot from 24 ft,3,48-55,,
11:12.0,,,48-55,,K. Lowry misses 2-pt shot from 18 ft
11:11.0,Defensive rebound by D. Wade,,48-55,,
10:58.0,J. McRoberts misses 3-pt shot from 25 ft,,48-55,,
10:58.0,,,48-55,,Defensive rebound by D. DeRozan
10:50.0,,,48-55,,D. DeRozan misses 2-pt shot from 3 ft
10:50.0,Defensive rebound by L. Deng,,48-55,,
10:41.0,G. Dragic misses 2-pt shot from 20 ft,,48-55,,
10:41.0,,,48-55,,Defensive rebound by K. Lowry
10:31.0,,,48-55,,P. Patterson misses 3-pt shot from 24 ft
10:30.0,Defensive rebound by J. Johnson,,48-55,,
10:19.0,D. Wade misses 2-pt shot from 9 ft,,48-55,,
10:18.0,,,48-55,,Defensive rebound by D. Carroll
10:05.0,,,48-55,,K. Lowry misses 2-pt shot from 3 ft
10:04.0,Defensive rebound by J. Johnson,,48-55,,
9:58.0,G. Dragic misses 2-pt shot from 1 ft,,48-55,,
9:57.0,Offensive rebound by D. Wade,,48-55,,
9:54.0,D. Wade misses 2-pt shot from 2 ft,,48-55,,
9:54.0,,,48-55,,Defensive rebound by D. Carroll
9:46.0,,,48-57,2,D. DeRozan makes 2-pt shot from 12 ft
9:27.0,L. Deng misses 3-pt shot from 23 ft,,48-57,,
9:27.0,Offensive rebound by J. McRoberts,,48-57,,
9:19.0,G. Dragic makes 3-pt shot from 25 ft (assist by D. Wade),3,51-57,,
8:56.0,,,51-60,3,D. DeRozan makes 3-pt shot from 24 ft (assist by K. Lowry)
8:35.0,G. Dragic misses 3-pt shot from 25 ft,,51-60,,
8:34.0,Offensive rebound by G. Dragic,,51-60,,
8:29.0,J. McRoberts makes 2-pt shot from 2 ft (assist by G. Dragic),2,53-60,,
8:04.0,,,53-62,2,P. Patterson makes 2-pt shot from 14 ft (assist by D. DeRozan)
7:46.0,Shooting foul by D. Carroll (drawn by D. Wade),,53-62,,
7:46.0,D. Wade makes free throw 1 of 2,1,54-62,,
7:46.0,D. Wade makes free throw 2 of 2,1,55-62,,
7:27.0,,,55-64,2,D. DeRozan makes 2-pt shot from 16 ft
7:00.0,D. Wade misses 2-pt shot from 18 ft,,55-64,,
7:00.0,Offensive rebound by Team,,55-64,,
7:00.0,Turnover by Team (shot clock),,55-64,,
6:49.0,,,55-64,,K. Lowry misses 2-pt shot from 6 ft
6:47.0,Defensive rebound by J. McRoberts,,55-64,,
6:41.0,G. Dragic misses 2-pt shot from 3 ft,,55-64,,
6:39.0,,,55-64,,Defensive rebound by D. DeRozan
6:35.0,,,55-64,,Turnover by B. Biyombo (bad pass)
6:19.0,J. Johnson misses 3-pt shot from 24 ft,,55-64,,
6:19.0,,,55-64,,Defensive rebound by D. Carroll
6:07.0,,,55-66,2,D. DeRozan makes 2-pt shot from 17 ft
6:05.0,Miami full timeout,,55-66,,
6:05.0,G. Green enters the game for J. Johnson,,55-66,,
5:40.0,L. Deng misses 2-pt shot from 4 ft (block by K. Lowry),,55-66,,
5:40.0,Offensive rebound by Team,,55-66,,
5:40.0,Turnover by Team (shot clock),,55-66,,
5:31.0,,,55-68,2,D. DeRozan makes 2-pt shot from 18 ft
5:09.0,J. Winslow enters the game for L. Deng,,55-68,,
5:09.0,,,55-68,,Inbound foul by D. DeRozan
5:09.0,G. Green makes free throw 1 of 2,1,56-68,,
5:09.0,G. Green makes free throw 2 of 2,1,57-68,,
4:48.0,,,57-68,,D. DeRozan misses 2-pt shot from 14 ft
4:47.0,,,57-68,,Offensive rebound by P. Patterson
4:44.0,,,57-70,2,P. Patterson makes 2-pt shot from 3 ft
4:26.0,G. Green misses 2-pt shot from 18 ft,,57-70,,
4:25.0,,,57-70,,Defensive rebound by P. Patterson
3:59.0,,,57-70,,D. Carroll misses 2-pt shot from 10 ft
3:58.0,Defensive rebound by J. McRoberts,,57-70,,
3:42.0,,,57-70,,Shooting block foul by D. DeRozan (drawn by J. Winslow)
3:42.0,J. Winslow misses free throw 1 of 2,,57-70,,
3:42.0,Offensive rebound by Team,,57-70,,
3:42.0,,,57-70,,T. Ross enters the game for D. DeRozan
3:42.0,J. Winslow makes free throw 2 of 2,1,58-70,,
3:25.0,,,58-70,,P. Patterson misses 2-pt shot from 3 ft (block by D. Wade)
3:23.0,Defensive rebound by D. Wade,,58-70,,
3:11.0,G. Green makes 2-pt shot from 2 ft,2,60-70,,
2:57.0,,,60-70,,K. Lowry misses 2-pt shot from 7 ft
2:56.0,,,60-70,,Offensive rebound by D. Carroll
2:56.0,,,60-70,,Shooting foul by G. Green (drawn by D. Carroll)
2:56.0,,,60-70,,Toronto full timeout
2:56.0,,,60-70,,J. Thompson enters the game for P. Patterson
2:56.0,,,60-70,,C. Joseph enters the game for B. Biyombo
2:56.0,,,60-70,,D. Carroll misses free throw 1 of 2
2:56.0,,,60-70,,Offensive rebound by Team
2:56.0,,,60-71,1,D. Carroll makes free throw 2 of 2
2:33.0,G. Green misses 3-pt shot from 25 ft,,60-71,,
2:32.0,,,60-71,,Defensive rebound by J. Thompson
2:17.0,,,60-71,,D. Carroll misses 3-pt shot from 25 ft
2:16.0,Defensive rebound by G. Green,,60-71,,
2:10.0,Shooting foul by C. Joseph (drawn by D. Wade),,60-71,,
2:10.0,D. Wade makes free throw 1 of 2,1,61-71,,
2:10.0,D. Wade makes free throw 2 of 2,1,62-71,,
1:55.0,Personal foul by G. Dragic,,62-71,,
1:41.0,,,62-73,2,C. Joseph makes 2-pt shot from 17 ft
1:20.0,J. McRoberts misses 3-pt shot from 25 ft,,62-73,,
1:20.0,,,62-73,,Defensive rebound by K. Lowry
1:16.0,,,62-73,,Offensive charge foul by D. Carroll
1:16.0,,,62-73,,Turnover by D. Carroll (offensive foul)
1:16.0,,,62-73,,Toronto full timeout
1:16.0,,,62-73,,N. Powell enters the game for D. Carroll
1:03.0,,,62-73,,Personal foul by C. Joseph
1:03.0,D. Wade misses free throw 1 of 2,,62-73,,
1:03.0,Offensive rebound by Team,,62-73,,
1:03.0,J. Johnson enters the game for J. McRoberts,,62-73,,
1:03.0,D. Wade misses free throw 2 of 2,,62-73,,
1:02.0,,,62-73,,Defensive rebound by N. Powell
0:48.0,,,62-73,,K. Lowry misses 3-pt shot from 24 ft
0:47.0,,,62-73,,Offensive rebound by J. Thompson
0:31.0,,,62-75,2,K. Lowry makes 2-pt shot from 3 ft
0:21.0,G. Green misses 2-pt shot from 21 ft,,62-75,,
0:20.0,,,62-75,,Defensive rebound by K. Lowry
0:02.0,,,62-75,,K. Lowry misses 3-pt shot from 26 ft
0:01.0,Defensive rebound by J. Winslow,,62-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,62-77,2,T. Ross makes 2-pt shot from 3 ft (assist by C. Joseph)
11:25.0,J. Johnson makes 2-pt shot from 8 ft,2,64-77,,
11:06.0,,,64-77,,P. Patterson misses 2-pt shot from 6 ft (block by J. Richardson)
11:04.0,Defensive rebound by J. Winslow,,64-77,,
10:56.0,J. Richardson makes 3-pt shot from 24 ft (assist by J. Johnson),3,67-77,,
10:31.0,,,67-77,,C. Joseph misses 2-pt shot from 16 ft
10:31.0,Defensive rebound by J. Winslow,,67-77,,
10:13.0,J. Winslow misses 2-pt shot from 6 ft (block by P. Patterson),,67-77,,
10:12.0,Offensive rebound by J. Winslow,,67-77,,
10:12.0,,,67-77,,B. Biyombo enters the game for J. Thompson
10:07.0,J. Johnson misses 2-pt shot from 19 ft,,67-77,,
10:07.0,Offensive rebound by Team,,67-77,,
9:56.0,Shooting foul by B. Biyombo (drawn by T. Johnson),,67-77,,
9:56.0,T. Johnson makes free throw 1 of 2,1,68-77,,
9:56.0,T. Johnson makes free throw 2 of 2,1,69-77,,
9:40.0,,,69-79,2,D. DeRozan makes 2-pt shot from 21 ft (assist by C. Joseph)
9:29.0,J. Richardson misses 3-pt shot from 24 ft,,69-79,,
9:28.0,,,69-79,,Defensive rebound by P. Patterson
9:21.0,Violation by G. Dragic (kicked ball),,69-79,,
9:04.0,,,69-79,,D. DeRozan misses 2-pt shot from 19 ft
9:04.0,,,69-79,,Offensive rebound by Team
9:04.0,Loose ball foul by J. Richardson,,69-79,,
9:04.0,,,69-79,,K. Lowry enters the game for T. Ross
8:41.0,,,69-79,,K. Lowry misses 2-pt shot from 7 ft
8:41.0,,,69-79,,Offensive rebound by Team
8:41.0,Loose ball foul by T. Johnson,,69-79,,
8:41.0,Official timeout,,69-79,,
8:33.0,,,69-81,2,D. DeRozan makes 2-pt shot from 11 ft (assist by K. Lowry)
8:33.0,,,69-81,,Shooting foul by J. Winslow (drawn by D. DeRozan)
8:33.0,,,69-82,1,D. DeRozan makes free throw 1 of 1
8:19.0,Shooting foul by D. DeRozan (drawn by T. Johnson),,69-82,,
8:19.0,T. Johnson makes free throw 1 of 2,1,70-82,,
8:19.0,,,70-82,,T. Ross enters the game for D. DeRozan
8:19.0,T. Johnson makes free throw 2 of 2,1,71-82,,
8:05.0,,,71-82,,K. Lowry misses 2-pt shot from 1 ft
8:04.0,Defensive rebound by J. Johnson,,71-82,,
7:57.0,J. Richardson makes 3-pt shot from 23 ft (assist by T. Johnson),3,74-82,,
7:40.0,,,74-84,2,K. Lowry makes 2-pt shot from 5 ft
7:29.0,J. Richardson makes 3-pt shot from 23 ft (assist by T. Johnson),3,77-84,,
6:53.0,,,77-84,,K. Lowry misses 3-pt shot from 27 ft
6:53.0,,,77-84,,Offensive rebound by P. Patterson
6:50.0,,,77-84,,P. Patterson misses 2-pt shot from 15 ft
6:49.0,Defensive rebound by J. Richardson,,77-84,,
6:36.0,J. Johnson misses 2-pt shot from 5 ft,,77-84,,
6:36.0,,,77-84,,Defensive rebound by C. Joseph
6:25.0,,,77-84,,P. Patterson misses 3-pt shot from 24 ft
6:24.0,Defensive rebound by J. Richardson,,77-84,,
6:09.0,J. Richardson misses 3-pt shot from 24 ft,,77-84,,
6:09.0,,,77-84,,Defensive rebound by T. Ross
5:48.0,,,77-84,,K. Lowry misses 3-pt shot from 25 ft
5:47.0,Defensive rebound by G. Dragic,,77-84,,
5:39.0,Miami full timeout,,77-84,,
5:39.0,D. Wade enters the game for G. Dragic,,77-84,,
5:31.0,Turnover by J. Winslow (lost ball; steal by C. Joseph),,77-84,,
5:08.0,,,77-84,,K. Lowry misses 2-pt shot from 22 ft
5:07.0,Defensive rebound by J. Richardson,,77-84,,
4:44.0,J. Winslow makes 2-pt shot from 21 ft,2,79-84,,
4:17.0,,,79-84,,P. Patterson misses 2-pt shot from 13 ft
4:17.0,,,79-84,,Offensive rebound by B. Biyombo
4:17.0,Personal block foul by J. Winslow,,79-84,,
4:17.0,,,79-84,,D. DeRozan enters the game for T. Ross
3:59.0,,,79-86,2,C. Joseph makes 2-pt shot from 2 ft
3:43.0,J. Johnson misses 2-pt shot from 7 ft,,79-86,,
3:43.0,Offensive rebound by J. Johnson,,79-86,,
3:40.0,J. Johnson makes 2-pt shot from 3 ft,2,81-86,,
3:17.0,,,81-86,,Shooting foul by T. Johnson (drawn by D. DeRozan)
3:17.0,,,81-87,1,D. DeRozan makes free throw 1 of 2
3:17.0,,,81-88,1,D. DeRozan makes free throw 2 of 2
3:03.0,J. Johnson makes 2-pt shot from 2 ft,2,83-88,,
3:00.0,,,83-88,,Toronto full timeout
3:00.0,G. Dragic enters the game for T. Johnson,,83-88,,
2:48.0,,,83-88,,K. Lowry misses 2-pt shot from 16 ft
2:47.0,Defensive rebound by J. Johnson,,83-88,,
2:36.0,D. Wade makes 2-pt shot from 16 ft,2,85-88,,
2:08.0,,,85-88,,D. DeRozan misses 2-pt shot from 20 ft
2:08.0,Defensive rebound by D. Wade,,85-88,,
1:54.0,Shooting foul by K. Lowry (drawn by D. Wade),,85-88,,
1:54.0,D. Wade makes free throw 1 of 2,1,86-88,,
1:54.0,D. Wade makes free throw 2 of 2,1,87-88,,
1:33.0,Personal block foul by D. Wade,,87-88,,
1:33.0,,,87-89,1,D. DeRozan makes free throw 1 of 2
1:33.0,,,87-90,1,D. DeRozan makes free throw 2 of 2
1:15.0,Turnover by G. Dragic (bad pass),,87-90,,
0:53.0,,,87-93,3,K. Lowry makes 3-pt shot from 25 ft
0:53.0,Miami full timeout,,87-93,,
