time,Milwaukee,pts.away,score,pts.home,Cleveland
7:50.0,,,9-13,,Offensive rebound by K. Love
7:50.0,,,9-15,2,K. Love makes 2-pt shot at rim
7:50.0,,,9-15,,Shooting foul by J. Bayless (drawn by K. Love)
7:50.0,,,9-16,1,K. Love makes free throw 1 of 1
7:39.0,G. Monroe makes 2-pt shot from 15 ft (assist by K. Middleton),2,11-16,,
7:12.0,,,11-18,2,J. Smith makes 2-pt shot from 12 ft
6:51.0,G. Antetokounmpo misses 2-pt shot from 4 ft,,11-18,,
6:50.0,,,11-18,,Defensive rebound by K. Love
6:43.0,,,11-18,,K. Love misses 3-pt shot from 23 ft
6:43.0,Defensive rebound by G. Monroe,,11-18,,
6:35.0,K. Middleton makes 3-pt shot from 24 ft (assist by G. Antetokounmpo),3,14-18,,
6:07.0,,,14-20,2,T. Mozgov makes 2-pt shot at rim (assist by L. James)
5:58.0,Milwaukee full timeout,,14-20,,
5:47.0,G. Antetokounmpo makes 2-pt shot from 21 ft (assist by J. Parker),2,16-20,,
5:33.0,,,16-20,,Turnover by K. Love (bad pass)
5:14.0,G. Antetokounmpo misses 2-pt shot from 1 ft (block by T. Mozgov),,16-20,,
5:13.0,,,16-20,,Defensive rebound by K. Irving
5:04.0,,,16-20,,Turnover by K. Love (lost ball; steal by K. Middleton)
4:59.0,Turnover by J. Parker (lost ball; steal by L. James),,16-20,,
4:55.0,,,16-22,2,L. James makes 2-pt shot at rim (assist by K. Love)
4:40.0,J. Parker makes 2-pt shot from 16 ft (assist by G. Antetokounmpo),2,18-22,,
4:17.0,,,18-25,3,K. Love makes 3-pt shot from 24 ft (assist by L. James)
4:02.0,J. Parker makes 3-pt shot from 23 ft,3,21-25,,
3:45.0,,,21-27,2,K. Love makes 2-pt shot at rim (assist by T. Mozgov)
3:33.0,J. Parker misses 2-pt shot from 20 ft,,21-27,,
3:32.0,,,21-27,,Defensive rebound by K. Irving
3:26.0,,,21-27,,Turnover by K. Irving (lost ball; steal by J. Parker)
3:23.0,J. Cunningham enters the game for K. Middleton,,21-27,,
3:23.0,,,21-27,,M. Dellavedova enters the game for K. Irving
3:23.0,,,21-27,,T. Thompson enters the game for T. Mozgov
3:08.0,G. Antetokounmpo misses 2-pt shot from 18 ft,,21-27,,
3:08.0,,,21-27,,Defensive rebound by T. Thompson
2:50.0,,,21-29,2,T. Thompson makes 2-pt shot at rim (assist by L. James)
2:29.0,J. Cunningham misses 2-pt shot from 4 ft,,21-29,,
2:29.0,Offensive rebound by J. Parker,,21-29,,
2:29.0,Shooting foul by K. Love (drawn by J. Parker),,21-29,,
2:29.0,,,21-29,,Cleveland full timeout
2:29.0,,,21-29,,C. Frye enters the game for K. Love
2:29.0,,,21-29,,I. Shumpert enters the game for J. Smith
2:29.0,D. Inglis enters the game for G. Antetokounmpo,,21-29,,
2:29.0,T. Ennis enters the game for J. Bayless,,21-29,,
2:29.0,J. Parker misses free throw 1 of 2,,21-29,,
2:29.0,Offensive rebound by Team,,21-29,,
2:29.0,J. Parker makes free throw 2 of 2,1,22-29,,
2:06.0,,,22-29,,C. Frye misses 3-pt shot from 24 ft
2:06.0,Defensive rebound by D. Inglis,,22-29,,
1:52.0,Turnover by J. Parker (lost ball; steal by L. James),,22-29,,
1:49.0,,,22-29,,Shooting foul by J. Parker (drawn by L. James)
1:49.0,,,22-30,1,L. James makes free throw 1 of 2
1:49.0,J. O'Bryant enters the game for J. Parker,,22-30,,
1:49.0,,,22-31,1,L. James makes free throw 2 of 2
1:32.0,Turnover by G. Monroe (traveling),,22-31,,
1:21.0,,,22-31,,L. James misses 2-pt shot from 2 ft
1:21.0,Defensive rebound by Team,,22-31,,
1:09.0,J. Cunningham makes 3-pt shot from 26 ft (assist by G. Monroe),3,25-31,,
0:54.0,,,25-31,,C. Frye misses 3-pt shot from 23 ft
0:53.0,,,25-31,,Offensive rebound by Team
0:53.0,Loose ball foul by J. Cunningham,,25-31,,
0:53.0,,,25-32,1,I. Shumpert makes free throw 1 of 2
0:53.0,,,25-33,1,I. Shumpert makes free throw 2 of 2
0:41.0,,,25-33,,Personal foul by I. Shumpert
0:35.0,G. Monroe misses 2-pt shot from 16 ft,,25-33,,
0:34.0,,,25-33,,Defensive rebound by T. Thompson
0:13.0,,,25-33,,Shooting foul by T. Ennis (drawn by M. Dellavedova)
0:13.0,,,25-34,1,M. Dellavedova makes free throw 1 of 2
0:13.0,,,25-34,,K. Irving enters the game for L. James
0:13.0,,,25-35,1,M. Dellavedova makes free throw 2 of 2
0:03.0,J. Cunningham misses 3-pt shot from 24 ft,,25-35,,
0:02.0,,,25-35,,Defensive rebound by I. Shumpert
0:00.0,,,25-35,,I. Shumpert misses 3-pt shot from 39 ft
0:00.0,,,25-35,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,Shooting foul by T. Thompson (drawn by J. Henson),,25-35,,
11:37.0,J. Henson misses free throw 1 of 2,,25-35,,
11:37.0,Offensive rebound by Team,,25-35,,
11:37.0,J. Henson makes free throw 2 of 2,1,26-35,,
11:20.0,,,26-37,2,K. Irving makes 2-pt shot from 14 ft (assist by C. Frye)
11:09.0,T. Ennis misses 2-pt shot from 1 ft,,26-37,,
11:07.0,,,26-37,,Defensive rebound by K. Irving
10:46.0,,,26-37,,I. Shumpert misses 2-pt shot at rim (block by M. Plumlee)
10:43.0,Defensive rebound by T. Ennis,,26-37,,
10:34.0,T. Ennis makes 3-pt shot from 24 ft (assist by G. Antetokounmpo),3,29-37,,
10:23.0,,,29-40,3,I. Shumpert makes 3-pt shot from 24 ft (assist by K. Irving)
10:02.0,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by K. Middleton),2,31-40,,
9:48.0,,,31-43,3,K. Irving makes 3-pt shot from 24 ft (assist by M. Dellavedova)
9:48.0,,,31-43,,Shooting foul by T. Ennis (drawn by K. Irving)
9:48.0,,,31-44,1,K. Irving makes free throw 1 of 1
9:29.0,J. Henson makes 2-pt shot from 11 ft (assist by K. Middleton),2,33-44,,
9:04.0,,,33-44,,Turnover by Team (shot clock)
8:46.0,J. Henson makes 2-pt shot from 6 ft (assist by K. Middleton),2,35-44,,
8:29.0,,,35-46,2,T. Thompson makes 2-pt shot at rim (assist by M. Dellavedova)
8:12.0,Shooting foul by M. Dellavedova (drawn by K. Middleton),,35-46,,
8:12.0,Official timeout,,35-46,,
8:12.0,,,35-46,,J. Smith enters the game for M. Dellavedova
8:12.0,K. Middleton makes free throw 1 of 2,1,36-46,,
8:12.0,K. Middleton makes free throw 2 of 2,1,37-46,,
7:53.0,,,37-46,,K. Irving misses 3-pt shot from 24 ft
7:53.0,Defensive rebound by G. Antetokounmpo,,37-46,,
7:36.0,T. Ennis misses 2-pt shot from 15 ft,,37-46,,
7:35.0,,,37-46,,Defensive rebound by T. Thompson
7:23.0,,,37-46,,T. Thompson misses 2-pt shot from 1 ft
7:22.0,Defensive rebound by K. Middleton,,37-46,,
7:11.0,J. Henson makes 2-pt shot at rim (assist by K. Middleton),2,39-46,,
6:57.0,,,39-46,,C. Frye misses 3-pt shot from 25 ft
6:57.0,,,39-46,,Offensive rebound by J. Smith
6:51.0,,,39-46,,I. Shumpert misses 3-pt shot from 24 ft
6:51.0,,,39-46,,Offensive rebound by Team
6:51.0,,,39-46,,K. Love enters the game for C. Frye
6:51.0,,,39-46,,L. James enters the game for I. Shumpert
6:51.0,J. Bayless enters the game for T. Ennis,,39-46,,
6:39.0,,,39-46,,T. Thompson misses 2-pt shot at rim (block by J. Henson)
6:37.0,Defensive rebound by M. Plumlee,,39-46,,
6:30.0,Turnover by K. Middleton (lost ball; steal by K. Love),,39-46,,
6:23.0,,,39-48,2,L. James makes 2-pt shot at rim (assist by J. Smith)
6:01.0,G. Antetokounmpo misses 2-pt shot at rim,,39-48,,
6:00.0,Offensive rebound by J. Henson,,39-48,,
6:00.0,J. Henson misses 2-pt shot at rim,,39-48,,
6:00.0,Offensive rebound by J. Henson,,39-48,,
6:00.0,Shooting foul by K. Love (drawn by J. Henson),,39-48,,
6:00.0,J. Henson makes free throw 1 of 2,1,40-48,,
6:00.0,J. Henson misses free throw 2 of 2,,40-48,,
5:58.0,Offensive rebound by G. Antetokounmpo,,40-48,,
5:55.0,G. Antetokounmpo makes 2-pt shot at rim,2,42-48,,
5:46.0,,,42-48,,Shooting foul by J. Henson (drawn by K. Love)
5:46.0,,,42-48,,Cleveland full timeout
5:46.0,,,42-49,1,K. Love makes free throw 1 of 2
5:46.0,,,42-50,1,K. Love makes free throw 2 of 2
5:32.0,M. Plumlee misses 2-pt shot from 5 ft,,42-50,,
5:30.0,Offensive rebound by K. Middleton,,42-50,,
5:25.0,J. Henson makes 2-pt shot from 13 ft (assist by K. Middleton),2,44-50,,
5:06.0,,,44-50,,Turnover by J. Smith (lost ball; steal by J. Henson)
4:58.0,J. Bayless makes 3-pt shot from 23 ft (assist by K. Middleton),3,47-50,,
4:33.0,,,47-50,,L. James misses 2-pt shot at rim
4:29.0,,,47-50,,Offensive rebound by L. James
4:29.0,,,47-50,,L. James misses 2-pt shot from 6 ft
4:28.0,,,47-50,,Offensive rebound by L. James
4:28.0,,,47-50,,L. James misses 2-pt shot from 6 ft
4:26.0,Defensive rebound by J. Henson,,47-50,,
4:17.0,J. Henson makes 2-pt shot from 7 ft,2,49-50,,
4:17.0,,,49-50,,Cleveland full timeout
4:17.0,,,49-50,,T. Mozgov enters the game for T. Thompson
4:07.0,,,49-53,3,J. Smith makes 3-pt shot from 22 ft (assist by L. James)
3:53.0,Offensive foul by M. Plumlee,,49-53,,
3:53.0,Turnover by M. Plumlee (offensive foul),,49-53,,
3:42.0,,,49-53,,Turnover by L. James (lost ball; steal by K. Middleton)
3:34.0,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by K. Middleton),2,51-53,,
3:24.0,,,51-53,,Shooting foul by M. Plumlee (drawn by K. Irving)
3:24.0,,,51-54,1,K. Irving makes free throw 1 of 2
3:24.0,,,51-54,,T. Thompson enters the game for K. Love
3:24.0,,,51-55,1,K. Irving makes free throw 2 of 2
3:06.0,J. Henson misses 2-pt shot from 6 ft,,51-55,,
3:02.0,Offensive rebound by G. Antetokounmpo,,51-55,,
3:02.0,G. Antetokounmpo makes 2-pt shot at rim,2,53-55,,
2:49.0,,,53-57,2,K. Irving makes 2-pt shot from 10 ft
2:45.0,Milwaukee full timeout,,53-57,,
2:45.0,G. Monroe enters the game for M. Plumlee,,53-57,,
2:45.0,J. Parker enters the game for J. Henson,,53-57,,
2:29.0,Turnover by G. Monroe (lost ball),,53-57,,
2:16.0,,,53-57,,Turnover by K. Irving (lost ball; steal by J. Parker)
2:01.0,J. Parker misses 2-pt shot from 16 ft,,53-57,,
2:01.0,,,53-57,,Defensive rebound by T. Thompson
1:56.0,,,53-59,2,T. Mozgov makes 2-pt shot at rim (assist by L. James)
1:33.0,Shooting foul by T. Mozgov (drawn by G. Monroe),,53-59,,
1:33.0,G. Monroe makes free throw 1 of 2,1,54-59,,
1:33.0,,,54-59,,M. Dellavedova enters the game for K. Irving
1:33.0,G. Monroe makes free throw 2 of 2,1,55-59,,
1:23.0,Personal foul by G. Antetokounmpo,,55-59,,
1:17.0,,,55-59,,Turnover by M. Dellavedova (lost ball; steal by J. Parker)
1:07.0,J. Parker makes 2-pt shot at rim (assist by J. Bayless),2,57-59,,
0:55.0,,,57-61,2,L. James makes 2-pt shot at rim
0:39.0,G. Monroe makes 2-pt shot from 9 ft (assist by K. Middleton),2,59-61,,
0:31.0,,,59-61,,Turnover by L. James (lost ball; steal by J. Parker)
0:28.0,J. Parker makes 2-pt shot at rim,2,61-61,,
0:03.0,,,61-61,,L. James misses 3-pt shot from 24 ft
0:03.0,,,61-61,,Offensive rebound by T. Thompson
0:03.0,,,61-63,2,T. Thompson makes 2-pt shot from 1 ft
0:00.0,G. Antetokounmpo misses 3-pt shot from 27 ft,,61-63,,
0:00.0,Offensive rebound by Team,,61-63,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:54.0,Offensive charge foul by G. Antetokounmpo,,61-63,,
11:54.0,Turnover by G. Antetokounmpo (offensive foul),,61-63,,
11:30.0,,,61-63,,Turnover by Team (shot clock)
11:17.0,G. Monroe makes 2-pt shot from 5 ft (assist by G. Antetokounmpo),2,63-63,,
10:57.0,,,63-65,2,K. Love makes 2-pt shot from 1 ft
10:42.0,K. Middleton makes 2-pt shot from 13 ft,2,65-65,,
10:32.0,Personal foul by G. Monroe,,65-65,,
10:27.0,,,65-65,,Offensive foul by K. Love
10:27.0,,,65-65,,Turnover by K. Love (offensive foul)
10:18.0,G. Antetokounmpo makes 2-pt shot from 18 ft,2,67-65,,
9:57.0,,,67-68,3,L. James makes 3-pt shot from 26 ft (assist by T. Mozgov)
9:35.0,J. Bayless makes 2-pt shot from 7 ft,2,69-68,,
9:20.0,Personal foul by G. Monroe,,69-68,,
9:05.0,,,69-68,,L. James misses 3-pt shot from 24 ft (block by G. Antetokounmpo)
9:03.0,Defensive rebound by J. Bayless,,69-68,,
8:51.0,K. Middleton misses 2-pt shot from 14 ft,,69-68,,
8:50.0,,,69-68,,Defensive rebound by K. Irving
8:43.0,,,69-71,3,K. Love makes 3-pt shot from 24 ft (assist by L. James)
8:30.0,,,69-71,,Personal foul by J. Smith
8:26.0,Turnover by G. Monroe (lost ball; steal by J. Smith),,69-71,,
8:20.0,Personal foul by J. Parker,,69-71,,
8:07.0,,,69-71,,K. Irving misses 2-pt shot from 1 ft
8:04.0,,,69-71,,Offensive rebound by T. Mozgov
8:01.0,,,69-71,,K. Love misses 3-pt shot from 24 ft
8:00.0,,,69-71,,Offensive rebound by K. Irving
7:52.0,,,69-74,3,K. Love makes 3-pt shot from 25 ft (assist by K. Irving)
7:38.0,J. Parker misses 2-pt shot from 20 ft,,69-74,,
7:37.0,,,69-74,,Defensive rebound by T. Mozgov
7:28.0,,,69-74,,Turnover by T. Mozgov (lost ball; steal by G. Monroe)
7:22.0,G. Antetokounmpo makes 2-pt shot at rim,2,71-74,,
7:13.0,,,71-76,2,L. James makes 2-pt shot at rim (assist by K. Irving)
6:48.0,G. Monroe makes 2-pt shot at rim,2,73-76,,
6:32.0,,,73-78,2,L. James makes 2-pt shot at rim (assist by J. Smith)
6:14.0,G. Antetokounmpo misses 3-pt shot from 25 ft,,73-78,,
6:14.0,,,73-78,,Defensive rebound by T. Mozgov
6:05.0,,,73-78,,J. Smith misses 3-pt shot from 23 ft
6:04.0,,,73-78,,Offensive rebound by K. Love
5:59.0,,,73-80,2,K. Love makes 2-pt shot from 7 ft
5:59.0,Milwaukee full timeout,,73-80,,
5:54.0,,,73-80,,Personal foul by J. Smith
5:37.0,G. Monroe makes 2-pt shot from 5 ft,2,75-80,,
5:19.0,,,75-82,2,T. Mozgov makes 2-pt shot at rim (assist by J. Smith)
4:57.0,Turnover by K. Middleton (palming),,75-82,,
4:57.0,,,75-82,,M. Dellavedova enters the game for K. Irving
4:50.0,Personal foul by K. Middleton,,75-82,,
4:40.0,,,75-82,,T. Mozgov misses 2-pt shot at rim
4:40.0,,,75-82,,Offensive rebound by L. James
4:40.0,Personal foul by K. Middleton,,75-82,,
4:40.0,,,75-83,1,L. James makes free throw 1 of 2
4:40.0,,,75-84,1,L. James makes free throw 2 of 2
4:27.0,G. Monroe misses 2-pt shot from 1 ft (block by K. Love),,75-84,,
4:25.0,,,75-84,,Defensive rebound by L. James
4:17.0,,,75-84,,L. James misses 2-pt shot from 3 ft
4:16.0,Defensive rebound by J. Bayless,,75-84,,
4:10.0,J. Bayless misses 3-pt shot from 24 ft,,75-84,,
4:10.0,,,75-84,,Defensive rebound by K. Love
4:03.0,,,75-84,,L. James misses 3-pt shot from 25 ft
4:01.0,Defensive rebound by J. Bayless,,75-84,,
3:58.0,Shooting foul by J. Smith (drawn by G. Antetokounmpo),,75-84,,
3:58.0,G. Antetokounmpo makes free throw 1 of 2,1,76-84,,
3:58.0,T. Ennis enters the game for K. Middleton,,76-84,,
3:58.0,J. Cunningham enters the game for J. Bayless,,76-84,,
3:58.0,,,76-84,,C. Frye enters the game for T. Mozgov
3:58.0,,,76-84,,T. Thompson enters the game for K. Love
3:58.0,G. Antetokounmpo makes free throw 2 of 2,1,77-84,,
3:46.0,M. Plumlee enters the game for J. Parker,,77-84,,
3:46.0,J. Henson enters the game for G. Monroe,,77-84,,
3:45.0,Violation by J. Henson (def goaltending),,77-84,,
3:45.0,,,77-86,2,M. Dellavedova makes 2-pt shot from 1 ft (assist by L. James)
3:24.0,Shooting foul by C. Frye (drawn by J. Cunningham),,77-86,,
3:24.0,J. Cunningham misses free throw 1 of 2,,77-86,,
3:24.0,Offensive rebound by Team,,77-86,,
3:24.0,J. Cunningham makes free throw 2 of 2,1,78-86,,
3:14.0,Personal foul by G. Antetokounmpo,,78-86,,
3:14.0,,,78-87,1,M. Dellavedova makes free throw 1 of 2
3:14.0,,,78-88,1,M. Dellavedova makes free throw 2 of 2
2:51.0,J. Cunningham misses 3-pt shot from 22 ft,,78-88,,
2:51.0,,,78-88,,Defensive rebound by Team
2:51.0,,,78-88,,Cleveland full timeout
2:51.0,D. Inglis enters the game for G. Antetokounmpo,,78-88,,
2:38.0,,,78-88,,T. Thompson misses 2-pt shot from 1 ft
2:36.0,Defensive rebound by D. Inglis,,78-88,,
2:24.0,M. Plumlee makes 2-pt shot from 5 ft (assist by J. Henson),2,80-88,,
2:06.0,,,80-88,,L. James misses 2-pt shot from 1 ft
2:04.0,,,80-88,,Offensive rebound by T. Thompson
2:04.0,,,80-90,2,T. Thompson makes 2-pt shot from 1 ft
1:50.0,D. Inglis misses 3-pt shot from 23 ft,,80-90,,
1:49.0,Offensive rebound by D. Inglis,,80-90,,
1:44.0,D. Inglis makes 2-pt shot at rim,2,82-90,,
1:19.0,,,82-90,,C. Frye misses 3-pt shot from 24 ft
1:19.0,,,82-90,,Offensive rebound by J. Smith
1:11.0,,,82-90,,J. Smith misses 2-pt shot from 11 ft
1:09.0,Defensive rebound by J. Cunningham,,82-90,,
1:07.0,J. Cunningham makes 2-pt shot at rim,2,84-90,,
1:07.0,Shooting foul by C. Frye (drawn by J. Cunningham),,84-90,,
1:07.0,,,84-90,,I. Shumpert enters the game for J. Smith
1:07.0,J. Cunningham makes free throw 1 of 1,1,85-90,,
0:59.0,Personal foul by D. Inglis,,85-90,,
0:59.0,,,85-90,,L. James misses free throw 1 of 2
0:59.0,,,85-90,,Offensive rebound by Team
0:59.0,,,85-91,1,L. James makes free throw 2 of 2
0:49.0,T. Ennis makes 2-pt shot from 12 ft,2,87-91,,
0:31.0,,,87-91,,M. Dellavedova misses 3-pt shot from 25 ft
0:30.0,Defensive rebound by J. Cunningham,,87-91,,
0:11.0,Turnover by J. Henson (lost ball; steal by I. Shumpert),,87-91,,
0:07.0,,,87-91,,Offensive foul by M. Dellavedova
0:07.0,,,87-91,,Turnover by M. Dellavedova (offensive foul)
0:02.0,T. Ennis misses 2-pt shot at rim (block by T. Thompson),,87-91,,
0:01.0,Offensive rebound by M. Plumlee,,87-91,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,87-91,,C. Frye misses 3-pt shot from 26 ft
11:36.0,Defensive rebound by D. Inglis,,87-91,,
11:22.0,J. Henson misses 2-pt shot from 11 ft,,87-91,,
11:21.0,,,87-91,,Defensive rebound by I. Shumpert
11:21.0,Personal foul by J. Henson,,87-91,,
11:08.0,,,87-91,,K. Irving misses 2-pt shot from 21 ft
11:08.0,Defensive rebound by J. Cunningham,,87-91,,
10:54.0,J. Cunningham misses 2-pt shot from 4 ft (block by C. Frye),,87-91,,
10:52.0,,,87-91,,Defensive rebound by K. Irving
10:49.0,Personal foul by J. Cunningham,,87-91,,
10:29.0,,,87-91,,K. Irving misses 3-pt shot from 28 ft
10:29.0,Defensive rebound by T. Ennis,,87-91,,
10:11.0,,,87-91,,Personal foul by M. Dellavedova
10:11.0,,,87-91,,K. Love enters the game for C. Frye
10:01.0,D. Inglis misses 2-pt shot from 14 ft (block by I. Shumpert),,87-91,,
10:01.0,Offensive rebound by Team,,87-91,,
9:55.0,T. Ennis misses 2-pt shot from 2 ft (block by K. Love),,87-91,,
9:54.0,,,87-91,,Defensive rebound by T. Thompson
9:42.0,,,87-94,3,K. Love makes 3-pt shot from 25 ft (assist by K. Irving)
9:23.0,J. Henson misses 2-pt shot from 7 ft,,87-94,,
9:23.0,,,87-94,,Defensive rebound by K. Love
9:18.0,,,87-96,2,T. Thompson makes 2-pt shot from 5 ft (assist by K. Irving)
9:18.0,,,87-96,,Shooting foul by M. Plumlee (drawn by T. Thompson)
9:18.0,,,87-97,1,T. Thompson makes free throw 1 of 1
8:54.0,Turnover by T. Ennis (lost ball; steal by K. Irving),,87-97,,
8:37.0,,,87-97,,M. Dellavedova misses 2-pt shot from 10 ft (block by M. Plumlee)
8:37.0,,,87-97,,Offensive rebound by Team
8:37.0,Official timeout,,87-97,,
8:37.0,K. Middleton enters the game for J. Cunningham,,87-97,,
8:37.0,G. Antetokounmpo enters the game for T. Ennis,,87-97,,
8:37.0,J. Bayless enters the game for D. Inglis,,87-97,,
8:30.0,,,87-97,,Turnover by Team (shot clock)
8:06.0,K. Middleton misses 3-pt shot from 24 ft,,87-97,,
8:06.0,Offensive rebound by M. Plumlee,,87-97,,
8:06.0,,,87-97,,Personal foul by K. Irving
8:06.0,,,87-97,,J. Smith enters the game for M. Dellavedova
7:55.0,M. Plumlee makes 2-pt shot from 11 ft (assist by K. Middleton),2,89-97,,
7:39.0,,,89-99,2,J. Smith makes 2-pt shot from 20 ft (assist by K. Irving)
7:23.0,,,89-99,,Personal foul by K. Irving
7:10.0,G. Antetokounmpo makes 2-pt shot from 1 ft,2,91-99,,
6:50.0,,,91-99,,K. Love misses 3-pt shot from 24 ft
6:49.0,Defensive rebound by G. Antetokounmpo,,91-99,,
6:30.0,G. Antetokounmpo makes 2-pt shot from 9 ft,2,93-99,,
6:30.0,,,93-99,,Cleveland full timeout
6:30.0,,,93-99,,L. James enters the game for I. Shumpert
6:18.0,,,93-99,,L. James misses 2-pt shot from 1 ft
6:18.0,Defensive rebound by Team,,93-99,,
6:18.0,,,93-99,,Loose ball foul by T. Thompson
6:10.0,Turnover by J. Henson (lost ball),,93-99,,
5:51.0,,,93-102,3,J. Smith makes 3-pt shot from 23 ft (assist by K. Love)
5:42.0,Turnover by J. Henson (traveling),,93-102,,
5:22.0,,,93-102,,Shooting foul by M. Plumlee (drawn by L. James)
5:22.0,,,93-103,1,L. James makes free throw 1 of 2
5:22.0,J. Parker enters the game for J. Henson,,93-103,,
5:22.0,,,93-104,1,L. James makes free throw 2 of 2
5:09.0,M. Plumlee misses 2-pt shot from 6 ft (block by T. Thompson),,93-104,,
5:08.0,Offensive rebound by J. Bayless,,93-104,,
5:05.0,K. Middleton misses 3-pt shot from 24 ft,,93-104,,
5:05.0,,,93-104,,Defensive rebound by K. Love
5:02.0,,,93-104,,Turnover by K. Love (bad pass)
4:47.0,J. Bayless makes 2-pt shot from 16 ft (assist by J. Parker),2,95-104,,
4:20.0,,,95-104,,L. James misses 2-pt shot from 15 ft
4:19.0,,,95-104,,Offensive rebound by J. Smith
4:00.0,,,95-104,,K. Love misses 3-pt shot from 24 ft
3:59.0,Defensive rebound by G. Antetokounmpo,,95-104,,
3:52.0,J. Bayless makes 3-pt shot from 25 ft (assist by J. Parker),3,98-104,,
3:28.0,,,98-104,,J. Smith misses 3-pt shot from 25 ft
3:28.0,,,98-104,,Offensive rebound by T. Thompson
3:07.0,,,98-104,,L. James misses 2-pt shot at rim
3:04.0,,,98-104,,Offensive rebound by T. Thompson
2:44.0,,,98-104,,K. Irving misses 3-pt shot from 24 ft
2:44.0,,,98-104,,Offensive rebound by T. Thompson
2:43.0,,,98-106,2,T. Thompson makes 2-pt shot at rim
2:43.0,Milwaukee full timeout,,98-106,,
2:43.0,G. Monroe enters the game for M. Plumlee,,98-106,,
2:26.0,G. Antetokounmpo makes 2-pt shot from 7 ft,2,100-106,,
2:08.0,,,100-108,2,L. James makes 2-pt shot from 1 ft (assist by K. Irving)
1:47.0,G. Antetokounmpo misses 3-pt shot from 24 ft,,100-108,,
1:46.0,,,100-108,,Defensive rebound by K. Love
1:28.0,Personal foul by K. Middleton,,100-108,,
1:28.0,,,100-108,,L. James misses free throw 1 of 2
1:28.0,,,100-108,,Offensive rebound by Team
1:28.0,,,100-108,,L. James misses free throw 2 of 2
1:27.0,Defensive rebound by G. Monroe,,100-108,,
1:17.0,J. Bayless makes 2-pt shot from 1 ft,2,102-108,,
0:53.0,,,102-108,,K. Love misses 3-pt shot from 26 ft
0:52.0,Defensive rebound by J. Bayless,,102-108,,
0:44.0,Turnover by G. Antetokounmpo (traveling),,102-108,,
0:20.0,,,102-111,3,J. Smith makes 3-pt shot from 24 ft (assist by K. Love)
0:20.0,Milwaukee full timeout,,102-111,,
0:13.0,J. Bayless misses 2-pt shot at rim (block by L. James),,102-111,,
0:13.0,,,102-111,,Defensive rebound by K. Love
0:12.0,Personal foul by G. Antetokounmpo,,102-111,,
0:12.0,,,102-112,1,K. Irving makes free throw 1 of 2
0:12.0,,,102-112,,J. McRae enters the game for L. James
0:12.0,,,102-113,1,K. Irving makes free throw 2 of 2
