time,Golden State,pts.away,score,pts.home,Portland
6:07.0,,,92-122,3,D. Lillard makes 3-pt shot from 25 ft
5:50.0,I. Clark misses 2-pt shot from 5 ft,,92-122,,
5:49.0,,,92-122,,Defensive rebound by C. McCollum
5:41.0,,,92-125,3,D. Lillard makes 3-pt shot from 26 ft (assist by C. McCollum)
5:26.0,B. Rush misses 3-pt shot from 24 ft,,92-125,,
5:23.0,Offensive rebound by I. Clark,,92-125,,
5:20.0,I. Clark misses 2-pt shot from 2 ft,,92-125,,
5:20.0,Offensive rebound by J. Thompson,,92-125,,
5:20.0,J. Thompson misses 2-pt shot at rim,,92-125,,
5:17.0,,,92-125,,Defensive rebound by N. Vonleh
5:10.0,,,92-128,3,D. Lillard makes 3-pt shot from 29 ft
4:52.0,L. Barbosa misses 3-pt shot from 24 ft,,92-128,,
4:51.0,,,92-128,,Defensive rebound by C. McCollum
4:45.0,,,92-128,,Shooting foul by I. Clark (drawn by D. Lillard)
4:45.0,,,92-128,,Portland full timeout
4:45.0,,,92-128,,C. Kaman enters the game for N. Vonleh
4:45.0,,,92-128,,B. Roberts enters the game for M. Plumlee
4:45.0,,,92-128,,M. Leonard enters the game for C. McCollum
4:45.0,,,92-129,1,D. Lillard makes free throw 1 of 3
4:45.0,,,92-129,,D. Lillard misses free throw 2 of 3
4:45.0,,,92-129,,Offensive rebound by Team
4:45.0,,,92-130,1,D. Lillard makes free throw 3 of 3
4:41.0,,,92-130,,Personal take foul by D. Lillard
4:41.0,L. Barbosa makes free throw 1 of 2,1,93-130,,
4:41.0,,,93-130,,M. Harkless enters the game for A. Aminu
4:41.0,,,93-130,,A. Crabbe enters the game for D. Lillard
4:41.0,L. Barbosa makes free throw 2 of 2,1,94-130,,
4:28.0,,,94-130,,Turnover by M. Leonard (3 sec)
4:10.0,K. Looney misses 3-pt shot from 24 ft,,94-130,,
4:09.0,,,94-130,,Defensive rebound by A. Crabbe
4:00.0,,,94-130,,A. Crabbe misses 2-pt shot from 20 ft
3:59.0,,,94-130,,Offensive rebound by M. Leonard
3:57.0,,,94-130,,Turnover by M. Leonard (lost ball; steal by L. Barbosa)
3:51.0,I. Clark misses 3-pt shot from 23 ft (block by A. Crabbe),,94-130,,
3:51.0,Offensive rebound by Team,,94-130,,
3:51.0,,,94-130,,P. Connaughton enters the game for A. Crabbe
3:46.0,Shooting foul by M. Leonard (drawn by L. Barbosa),,94-130,,
3:46.0,L. Barbosa makes free throw 1 of 2,1,95-130,,
3:46.0,L. Barbosa misses free throw 2 of 2,,95-130,,
3:45.0,,,95-130,,Defensive rebound by M. Harkless
3:24.0,,,95-130,,C. Kaman misses 3-pt shot from 24 ft
3:22.0,Defensive rebound by J. Thompson,,95-130,,
3:09.0,B. Rush misses 3-pt shot from 23 ft,,95-130,,
3:08.0,Offensive rebound by K. Looney,,95-130,,
3:03.0,Shooting foul by C. Kaman (drawn by J. Thompson),,95-130,,
3:03.0,J. Thompson misses free throw 1 of 2,,95-130,,
3:03.0,Offensive rebound by Team,,95-130,,
3:03.0,J. Thompson misses free throw 2 of 2,,95-130,,
3:02.0,Offensive rebound by K. Looney,,95-130,,
2:59.0,B. Rush misses 3-pt shot from 25 ft,,95-130,,
2:58.0,,,95-130,,Defensive rebound by C. Kaman
2:47.0,,,95-130,,C. Kaman misses 3-pt shot from 25 ft
2:46.0,Defensive rebound by K. Looney,,95-130,,
2:39.0,I. Clark makes 3-pt shot from 24 ft (assist by B. Rush),3,98-130,,
2:24.0,,,98-130,,Turnover by M. Leonard (lost ball; steal by J. Thompson)
2:17.0,B. Rush misses 3-pt shot from 23 ft,,98-130,,
2:15.0,,,98-130,,Defensive rebound by M. Leonard
2:05.0,Golden State full timeout,,98-130,,
1:56.0,,,98-132,2,B. Roberts makes 2-pt shot from 21 ft (assist by M. Leonard)
1:40.0,Shooting foul by P. Connaughton (drawn by I. Clark),,98-132,,
1:40.0,I. Clark misses free throw 1 of 2,,98-132,,
1:40.0,Offensive rebound by Team,,98-132,,
1:40.0,I. Clark makes free throw 2 of 2,1,99-132,,
1:32.0,,,99-134,2,B. Roberts makes 2-pt shot at rim (assist by M. Leonard)
1:26.0,I. Clark makes 2-pt shot from 8 ft,2,101-134,,
1:15.0,,,101-134,,P. Connaughton misses 3-pt shot from 25 ft
1:14.0,Defensive rebound by K. Looney,,101-134,,
1:06.0,I. Clark makes 2-pt shot from 16 ft,2,103-134,,
0:47.0,,,103-137,3,B. Roberts makes 3-pt shot from 24 ft
0:40.0,I. Clark misses 2-pt shot from 6 ft,,103-137,,
0:39.0,,,103-137,,Defensive rebound by C. Kaman
0:34.0,,,103-137,,B. Roberts misses 2-pt shot from 16 ft
0:33.0,Defensive rebound by K. Looney,,103-137,,
0:14.0,Shooting foul by M. Leonard (drawn by J. Thompson),,103-137,,
0:14.0,J. Thompson makes free throw 1 of 2,1,104-137,,
0:14.0,J. Thompson makes free throw 2 of 2,1,105-137,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
