time,Houston,pts.away,score,pts.home,Memphis
2:13.0,C. Brewer misses 2-pt shot from 15 ft,,16-17,,
2:11.0,,,16-17,,Defensive rebound by M. Chalmers
2:08.0,,,16-19,2,M. Barnes makes 2-pt shot from 1 ft (assist by M. Chalmers)
1:48.0,M. Thornton misses 3-pt shot from 25 ft,,16-19,,
1:47.0,,,16-19,,Defensive rebound by M. Chalmers
1:37.0,,,16-19,,Turnover by J. Green (lost ball; steal by C. Brewer)
1:13.0,M. Thornton misses 3-pt shot from 24 ft,,16-19,,
1:11.0,,,16-19,,Defensive rebound by V. Carter
1:04.0,,,16-19,,M. Chalmers misses 2-pt shot from 5 ft
1:01.0,Defensive rebound by C. Capela,,16-19,,
0:58.0,Shooting foul by M. Chalmers (drawn by T. Lawson),,16-19,,
0:58.0,T. Lawson makes free throw 1 of 2,1,17-19,,
0:58.0,T. Lawson misses free throw 2 of 2,,17-19,,
0:57.0,,,17-19,,Defensive rebound by V. Carter
0:42.0,,,17-19,,V. Carter misses 3-pt shot from 22 ft
0:42.0,Defensive rebound by M. Harrell,,17-19,,
0:39.0,Turnover by M. Harrell (bad pass; steal by M. Barnes),,17-19,,
0:35.0,,,17-21,2,C. Lee makes 2-pt shot from 3 ft (assist by M. Chalmers)
0:28.0,Shooting foul by M. Chalmers (drawn by T. Lawson),,17-21,,
0:28.0,T. Lawson makes free throw 1 of 2,1,18-21,,
0:28.0,D. Howard enters the game for M. Harrell,,18-21,,
0:28.0,J. Harden enters the game for C. Capela,,18-21,,
0:28.0,T. Lawson makes free throw 2 of 2,1,19-21,,
0:06.0,,,19-21,,M. Chalmers misses 2-pt shot from 8 ft (block by T. Lawson)
0:06.0,,,19-21,,Offensive rebound by M. Chalmers
0:06.0,,,19-23,2,M. Chalmers makes 2-pt shot from 8 ft
0:00.0,T. Lawson misses 2-pt shot from 2 ft (block by C. Lee),,19-23,,
0:00.0,,,19-23,,Defensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,19-23,,Personal foul by J. Green (drawn by D. Howard)
11:36.0,D. Howard makes 2-pt shot from 3 ft,2,21-23,,
11:27.0,,,21-23,,M. Chalmers misses 3-pt shot from 24 ft
11:24.0,Defensive rebound by D. Howard,,21-23,,
11:13.0,M. Thornton makes 2-pt shot from 3 ft,2,23-23,,
11:00.0,,,23-25,2,M. Chalmers makes 2-pt shot from 12 ft
10:45.0,M. Thornton misses 2-pt shot from 1 ft (block by V. Carter),,23-25,,
10:44.0,,,23-25,,Defensive rebound by C. Lee
10:30.0,,,23-25,,V. Carter misses 3-pt shot from 26 ft
10:30.0,Defensive rebound by D. Howard,,23-25,,
10:21.0,C. Brewer misses 3-pt shot from 23 ft,,23-25,,
10:21.0,,,23-25,,Defensive rebound by M. Barnes
10:21.0,Loose ball foul by M. Thornton (drawn by M. Barnes),,23-25,,
10:21.0,,,23-25,,M. Gasol enters the game for J. Green
10:08.0,Personal foul by T. Lawson (drawn by M. Chalmers),,23-25,,
9:59.0,,,23-27,2,M. Gasol makes 2-pt shot from 7 ft (assist by M. Barnes)
9:48.0,Shooting foul by M. Gasol (drawn by D. Howard),,23-27,,
9:48.0,D. Howard misses free throw 1 of 2,,23-27,,
9:48.0,Offensive rebound by Team,,23-27,,
9:48.0,,,23-27,,M. Conley enters the game for V. Carter
9:48.0,D. Howard makes free throw 2 of 2,1,24-27,,
9:28.0,,,24-30,3,M. Barnes makes 3-pt shot from 24 ft (assist by M. Conley)
9:18.0,T. Lawson makes 2-pt shot from 1 ft,2,26-30,,
9:00.0,,,26-30,,M. Chalmers misses 2-pt shot from 2 ft (block by D. Howard)
8:57.0,,,26-30,,Offensive rebound by M. Gasol
8:57.0,,,26-32,2,M. Gasol makes 2-pt shot from 1 ft
8:51.0,T. Ariza makes 2-pt shot from 6 ft (assist by T. Lawson),2,28-32,,
8:51.0,Shooting foul by M. Conley (drawn by T. Ariza),,28-32,,
8:51.0,Official timeout,,28-32,,
8:51.0,J. Harden enters the game for M. Thornton,,28-32,,
8:51.0,T. Ariza misses free throw 1 of 1,,28-32,,
8:50.0,,,28-32,,Defensive rebound by C. Lee
8:36.0,,,28-34,2,M. Conley makes 2-pt shot from 11 ft
8:16.0,Turnover by J. Harden (bad pass; steal by M. Gasol),,28-34,,
8:13.0,,,28-34,,Shooting foul by C. Brewer (drawn by M. Conley)
8:13.0,,,28-35,1,M. Conley makes free throw 1 of 2
8:13.0,,,28-36,1,M. Conley makes free throw 2 of 2
7:51.0,J. Harden misses 3-pt shot from 22 ft,,28-36,,
7:50.0,,,28-36,,Defensive rebound by M. Chalmers
7:43.0,,,28-36,,Shooting foul by J. Harden (drawn by M. Chalmers)
7:43.0,,,28-37,1,M. Chalmers makes free throw 1 of 2
7:43.0,,,28-38,1,M. Chalmers makes free throw 2 of 2
7:26.0,T. Ariza makes 2-pt shot at rim,2,30-38,,
7:12.0,,,30-40,2,M. Conley makes 2-pt shot from 17 ft (assist by M. Gasol)
7:00.0,T. Lawson misses 3-pt shot from 24 ft,,30-40,,
7:00.0,,,30-40,,Defensive rebound by M. Barnes
6:51.0,,,30-40,,Shooting foul by C. Brewer (drawn by M. Chalmers)
6:51.0,,,30-41,1,M. Chalmers makes free throw 1 of 2
6:51.0,J. Terry enters the game for T. Lawson,,30-41,,
6:51.0,T. Jones enters the game for C. Brewer,,30-41,,
6:51.0,,,30-42,1,M. Chalmers makes free throw 2 of 2
6:44.0,,,30-42,,Personal foul by C. Lee (drawn by J. Harden)
6:35.0,D. Howard makes 2-pt shot at rim (assist by J. Harden),2,32-42,,
6:16.0,,,32-44,2,M. Conley makes 2-pt shot from 1 ft (assist by M. Gasol)
6:08.0,Shooting foul by M. Chalmers (drawn by T. Ariza),,32-44,,
6:08.0,T. Ariza makes free throw 1 of 2,1,33-44,,
6:08.0,,,33-44,,J. Green enters the game for M. Chalmers
6:08.0,T. Ariza makes free throw 2 of 2,1,34-44,,
5:49.0,,,34-46,2,M. Gasol makes 2-pt shot from 17 ft (assist by J. Green)
5:37.0,Turnover by J. Harden (turnover),,34-46,,
5:37.0,,,34-46,,Memphis full timeout
5:37.0,M. Thornton enters the game for T. Jones,,34-46,,
5:24.0,,,34-49,3,M. Conley makes 3-pt shot from 23 ft (assist by M. Gasol)
5:12.0,M. Thornton misses 3-pt shot from 23 ft,,34-49,,
5:11.0,,,34-49,,Defensive rebound by J. Green
5:01.0,,,34-49,,C. Lee misses 3-pt shot from 25 ft
5:00.0,,,34-49,,Offensive rebound by M. Gasol
4:54.0,,,34-49,,M. Conley misses 2-pt shot from 14 ft
4:52.0,Defensive rebound by D. Howard,,34-49,,
4:39.0,T. Ariza makes 2-pt shot from 19 ft (assist by D. Howard),2,36-49,,
4:22.0,,,36-49,,Turnover by M. Gasol (bad pass; steal by J. Harden)
4:12.0,D. Howard makes 2-pt shot from 1 ft (assist by J. Harden),2,38-49,,
3:52.0,,,38-51,2,M. Barnes makes 2-pt shot from 1 ft (assist by M. Gasol)
3:32.0,T. Ariza misses 3-pt shot from 24 ft,,38-51,,
3:31.0,Offensive rebound by D. Howard,,38-51,,
3:28.0,D. Howard makes 2-pt shot at rim,2,40-51,,
3:10.0,Personal foul by M. Thornton (drawn by M. Barnes),,40-51,,
3:10.0,,,40-52,1,M. Barnes makes free throw 1 of 2
3:10.0,C. Capela enters the game for D. Howard,,40-52,,
3:10.0,,,40-52,,J. Green enters the game for M. Gasol
3:10.0,,,40-52,,M. Barnes misses free throw 2 of 2
3:09.0,Defensive rebound by J. Harden,,40-52,,
2:59.0,J. Harden makes 2-pt shot from 3 ft,2,42-52,,
2:40.0,,,42-52,,M. Barnes misses 3-pt shot from 23 ft
2:40.0,Defensive rebound by J. Harden,,42-52,,
2:33.0,J. Terry misses 3-pt shot from 24 ft,,42-52,,
2:30.0,Offensive rebound by C. Capela,,42-52,,
2:24.0,T. Ariza makes 2-pt shot at rim (assist by J. Harden),2,44-52,,
2:24.0,,,44-52,,Memphis full timeout
2:24.0,Houston full timeout,,44-52,,
2:02.0,,,44-54,2,J. Green makes 2-pt shot at rim (assist by M. Conley)
1:47.0,Turnover by T. Ariza (lost ball; steal by M. Barnes),,44-54,,
1:41.0,,,44-56,2,C. Lee makes 2-pt shot from 18 ft (assist by M. Conley)
1:27.0,Turnover by J. Harden (bad pass; steal by J. Green),,44-56,,
1:18.0,,,44-56,,M. Barnes misses 3-pt shot from 24 ft
1:16.0,Defensive rebound by J. Harden,,44-56,,
1:14.0,Shooting foul by M. Conley (drawn by T. Ariza),,44-56,,
1:14.0,T. Ariza makes free throw 1 of 2,1,45-56,,
1:14.0,,,45-56,,M. Gasol enters the game for M. Barnes
1:14.0,D. Howard enters the game for C. Capela,,45-56,,
1:14.0,T. Ariza misses free throw 2 of 2,,45-56,,
1:12.0,,,45-56,,Defensive rebound by M. Gasol
0:48.0,,,45-56,,M. Conley misses 3-pt shot from 25 ft
0:47.0,Defensive rebound by M. Thornton,,45-56,,
0:34.0,Turnover by T. Ariza (lost ball; steal by J. Green),,45-56,,
0:27.0,,,45-58,2,J. Green makes 2-pt shot from 1 ft (assist by M. Conley)
0:27.0,,,45-58,,Shooting foul by J. Terry (drawn by J. Green)
0:27.0,,,45-59,1,J. Green makes free throw 1 of 1
0:05.0,J. Harden misses 3-pt shot from 23 ft,,45-59,,
0:03.0,,,45-59,,Defensive rebound by M. Gasol
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,Turnover by J. Terry (lost ball; steal by M. Gasol),,45-59,,
11:43.0,,,45-59,,Shooting foul by J. Terry (drawn by J. Green)
11:43.0,,,45-60,1,J. Green makes free throw 1 of 2
11:43.0,,,45-61,1,J. Green makes free throw 2 of 2
11:27.0,Turnover by C. Brewer (bad pass; steal by M. Gasol),,45-61,,
11:23.0,,,45-61,,Turnover by M. Gasol (bad pass; steal by T. Ariza)
11:19.0,Turnover by J. Harden (bad pass; steal by T. Allen),,45-61,,
11:13.0,,,45-63,2,M. Conley makes 2-pt shot from 1 ft
11:11.0,Houston full timeout,,45-63,,
11:11.0,T. Jones enters the game for J. Terry,,45-63,,
11:01.0,C. Brewer misses 3-pt shot from 24 ft,,45-63,,
10:59.0,,,45-63,,Defensive rebound by T. Allen
10:45.0,,,45-65,2,T. Allen makes 2-pt shot from 1 ft (assist by M. Gasol)
10:28.0,Offensive foul by D. Howard,,45-65,,
10:28.0,Turnover by D. Howard (offensive foul),,45-65,,
10:28.0,K. McDaniels enters the game for C. Brewer,,45-65,,
10:06.0,,,45-65,,J. Green misses 2-pt shot from 5 ft
10:03.0,Defensive rebound by D. Howard,,45-65,,
9:58.0,Turnover by K. McDaniels (bad pass; steal by M. Conley),,45-65,,
9:48.0,,,45-65,,M. Conley misses 2-pt shot from 13 ft
9:46.0,,,45-65,,Offensive rebound by J. Green
9:46.0,,,45-65,,J. Green misses 2-pt shot at rim
9:43.0,Defensive rebound by T. Ariza,,45-65,,
9:39.0,J. Harden makes 2-pt shot from 2 ft,2,47-65,,
9:39.0,Shooting foul by T. Allen (drawn by J. Harden),,47-65,,
9:39.0,J. Harden makes free throw 1 of 1,1,48-65,,
9:21.0,,,48-67,2,J. Green makes 2-pt shot from 16 ft
9:05.0,T. Jones makes 2-pt shot from 6 ft (assist by J. Harden),2,50-67,,
8:48.0,,,50-70,3,T. Allen makes 3-pt shot from 22 ft (assist by M. Gasol)
8:19.0,T. Ariza makes 3-pt shot from 23 ft (assist by T. Jones),3,53-70,,
7:56.0,,,53-73,3,J. Green makes 3-pt shot from 23 ft (assist by M. Gasol)
7:43.0,J. Harden makes 2-pt shot from 2 ft,2,55-73,,
7:43.0,Shooting foul by T. Allen (drawn by J. Harden),,55-73,,
7:43.0,J. Harden makes free throw 1 of 1,1,56-73,,
7:27.0,,,56-73,,J. Green misses 3-pt shot from 25 ft
7:26.0,Defensive rebound by D. Howard,,56-73,,
7:23.0,Turnover by D. Howard (bad pass; steal by M. Conley),,56-73,,
7:08.0,,,56-73,,M. Gasol misses 2-pt shot from 19 ft
7:07.0,Defensive rebound by D. Howard,,56-73,,
6:56.0,Offensive foul by T. Ariza,,56-73,,
6:56.0,Turnover by T. Ariza (offensive foul),,56-73,,
6:39.0,,,56-75,2,T. Allen makes 2-pt shot from 21 ft (assist by J. Green)
6:22.0,,,56-75,,Personal foul by J. Green (drawn by D. Howard)
6:09.0,T. Jones makes 3-pt shot from 23 ft (assist by D. Howard),3,59-75,,
5:42.0,,,59-75,,Turnover by J. Green (lost ball; steal by T. Ariza)
5:34.0,T. Jones misses 2-pt shot from 16 ft,,59-75,,
5:30.0,Offensive rebound by K. McDaniels,,59-75,,
5:30.0,K. McDaniels misses 2-pt shot from 1 ft,,59-75,,
5:28.0,Offensive rebound by D. Howard,,59-75,,
5:28.0,K. McDaniels misses 2-pt shot from 2 ft (block by J. Green),,59-75,,
5:27.0,Offensive rebound by D. Howard,,59-75,,
5:26.0,J. Harden misses 3-pt shot from 24 ft,,59-75,,
5:26.0,,,59-75,,Defensive rebound by T. Allen
5:26.0,Personal foul by D. Howard (drawn by J. Green),,59-75,,
5:26.0,C. Capela enters the game for D. Howard,,59-75,,
5:26.0,,,59-75,,V. Carter enters the game for J. Green
5:12.0,,,59-75,,M. Gasol misses 2-pt shot from 4 ft
5:11.0,Defensive rebound by K. McDaniels,,59-75,,
4:54.0,J. Harden misses 2-pt shot from 7 ft,,59-75,,
4:52.0,,,59-75,,Defensive rebound by M. Gasol
4:47.0,,,59-75,,M. Conley misses 3-pt shot from 24 ft
4:46.0,Defensive rebound by C. Capela,,59-75,,
4:46.0,,,59-75,,Personal foul by T. Allen (drawn by C. Capela)
4:46.0,,,59-75,,C. Lee enters the game for T. Allen
4:32.0,Turnover by T. Jones (lost ball; steal by V. Carter),,59-75,,
4:16.0,,,59-75,,J. Green misses 2-pt shot from 1 ft (block by J. Harden)
4:15.0,Defensive rebound by K. McDaniels,,59-75,,
4:08.0,Shooting foul by V. Carter (drawn by T. Jones),,59-75,,
4:08.0,T. Jones makes free throw 1 of 2,1,60-75,,
4:08.0,M. Thornton enters the game for T. Ariza,,60-75,,
4:08.0,T. Jones misses free throw 2 of 2,,60-75,,
4:07.0,,,60-75,,Defensive rebound by M. Gasol
3:52.0,,,60-75,,M. Gasol misses 2-pt shot from 3 ft (block by C. Capela)
3:51.0,Defensive rebound by C. Capela,,60-75,,
3:44.0,K. McDaniels misses 3-pt shot from 22 ft,,60-75,,
3:42.0,,,60-75,,Defensive rebound by C. Lee
3:37.0,,,60-75,,Turnover by M. Conley (bad pass; steal by M. Thornton)
3:31.0,Offensive charge foul by K. McDaniels,,60-75,,
3:31.0,Turnover by K. McDaniels (offensive foul),,60-75,,
3:31.0,,,60-75,,Memphis full timeout
3:31.0,,,60-75,,M. Barnes enters the game for M. Conley
3:31.0,,,60-75,,M. Chalmers enters the game for J. Green
3:31.0,T. Lawson enters the game for T. Jones,,60-75,,
3:22.0,,,60-75,,Turnover by M. Barnes (bad pass; steal by T. Lawson)
3:17.0,J. Harden makes 2-pt shot from 2 ft (assist by T. Lawson),2,62-75,,
2:54.0,,,62-75,,V. Carter misses 2-pt shot from 23 ft
2:53.0,Defensive rebound by C. Capela,,62-75,,
2:42.0,M. Thornton misses 2-pt shot from 8 ft,,62-75,,
2:40.0,,,62-75,,Defensive rebound by C. Lee
2:26.0,,,62-77,2,M. Gasol makes 2-pt shot from 5 ft
2:02.0,K. McDaniels makes 3-pt shot from 22 ft (assist by T. Lawson),3,65-77,,
1:41.0,,,65-77,,M. Gasol misses 2-pt shot from 5 ft
1:41.0,Defensive rebound by Team,,65-77,,
1:30.0,K. McDaniels misses 3-pt shot from 23 ft,,65-77,,
1:29.0,,,65-77,,Defensive rebound by M. Barnes
1:25.0,,,65-77,,Shooting foul by T. Lawson (drawn by M. Chalmers)
1:25.0,,,65-78,1,M. Chalmers makes free throw 1 of 2
1:25.0,T. Jones enters the game for C. Capela,,65-78,,
1:25.0,D. Howard enters the game for J. Harden,,65-78,,
1:25.0,,,65-79,1,M. Chalmers makes free throw 2 of 2
1:12.0,,,65-79,,Violation by M. Gasol (kicked ball)
1:01.0,,,65-79,,Personal foul by V. Carter (drawn by T. Jones)
1:01.0,T. Jones misses free throw 1 of 2,,65-79,,
1:01.0,Offensive rebound by Team,,65-79,,
1:01.0,T. Jones misses free throw 2 of 2,,65-79,,
1:00.0,,,65-79,,Defensive rebound by M. Barnes
0:50.0,,,65-79,,M. Chalmers misses 2-pt shot from 3 ft
0:47.0,Defensive rebound by D. Howard,,65-79,,
0:37.0,M. Thornton makes 3-pt shot from 24 ft (assist by T. Lawson),3,68-79,,
0:25.0,,,68-79,,M. Gasol misses 2-pt shot from 18 ft
0:24.0,Defensive rebound by T. Lawson,,68-79,,
0:00.0,T. Lawson makes 2-pt shot from 21 ft,2,70-79,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,70-79,,C. Lee misses 3-pt shot from 23 ft
11:39.0,Defensive rebound by Team,,70-79,,
11:26.0,,,70-79,,Personal foul by M. Barnes (drawn by D. Howard)
11:11.0,M. Thornton misses 2-pt shot from 14 ft,,70-79,,
11:10.0,,,70-79,,Defensive rebound by M. Gasol
10:59.0,,,70-79,,M. Chalmers misses 2-pt shot from 7 ft
10:58.0,Defensive rebound by K. McDaniels,,70-79,,
10:40.0,Turnover by K. McDaniels (lost ball; steal by M. Chalmers),,70-79,,
10:34.0,,,70-81,2,C. Lee makes 2-pt shot from 2 ft (assist by M. Gasol)
10:31.0,Shooting foul by M. Chalmers (drawn by T. Lawson),,70-81,,
10:31.0,T. Lawson makes free throw 1 of 2,1,71-81,,
10:31.0,T. Ariza enters the game for K. McDaniels,,71-81,,
10:31.0,T. Lawson misses free throw 2 of 2,,71-81,,
10:29.0,Offensive rebound by Team,,71-81,,
10:18.0,M. Thornton misses 2-pt shot from 16 ft,,71-81,,
10:16.0,Offensive rebound by D. Howard,,71-81,,
10:08.0,T. Lawson misses 2-pt shot from 21 ft,,71-81,,
10:07.0,,,71-81,,Defensive rebound by M. Barnes
10:02.0,,,71-83,2,M. Barnes makes 2-pt shot from 1 ft
9:53.0,,,71-83,,Personal foul by M. Gasol (drawn by D. Howard)
9:48.0,Turnover by T. Lawson (turnover),,71-83,,
9:29.0,,,71-85,2,M. Gasol makes 2-pt shot from 7 ft (assist by M. Barnes)
9:16.0,Houston full timeout,,71-85,,
9:16.0,J. Harden enters the game for T. Lawson,,71-85,,
9:16.0,,,71-85,,J. Green enters the game for V. Carter
9:05.0,T. Jones misses 2-pt shot from 3 ft,,71-85,,
9:02.0,Offensive rebound by M. Thornton,,71-85,,
8:41.0,T. Jones misses 3-pt shot from 26 ft,,71-85,,
8:39.0,Offensive rebound by M. Thornton,,71-85,,
8:37.0,M. Thornton misses 2-pt shot from 2 ft,,71-85,,
8:37.0,Offensive rebound by Team,,71-85,,
8:37.0,,,71-85,,Personal foul by M. Chalmers (drawn by D. Howard)
8:20.0,T. Jones misses 2-pt shot from 3 ft,,71-85,,
8:20.0,,,71-85,,Defensive rebound by J. Green
8:01.0,,,71-85,,M. Chalmers misses 2-pt shot from 17 ft
7:59.0,Defensive rebound by T. Ariza,,71-85,,
7:49.0,J. Harden misses 3-pt shot from 25 ft,,71-85,,
7:49.0,,,71-85,,Defensive rebound by Team
7:49.0,Loose ball foul by T. Ariza (drawn by M. Gasol),,71-85,,
7:49.0,,,71-85,,M. Conley enters the game for M. Chalmers
7:33.0,,,71-85,,M. Conley misses 2-pt shot from 14 ft
7:32.0,Defensive rebound by D. Howard,,71-85,,
7:28.0,M. Thornton misses 2-pt shot from 2 ft,,71-85,,
7:26.0,Offensive rebound by T. Jones,,71-85,,
7:26.0,T. Jones misses 2-pt shot from 1 ft,,71-85,,
7:23.0,,,71-85,,Defensive rebound by J. Green
7:14.0,Personal foul by T. Jones (drawn by M. Gasol),,71-85,,
7:08.0,,,71-85,,Memphis full timeout
7:03.0,,,71-85,,Shooting foul by D. Howard (drawn by M. Gasol)
7:03.0,,,71-86,1,M. Gasol makes free throw 1 of 2
7:03.0,,,71-87,1,M. Gasol makes free throw 2 of 2
6:50.0,,,71-87,,Personal foul by C. Lee (drawn by J. Harden)
6:50.0,J. Harden makes free throw 1 of 2,1,72-87,,
6:50.0,J. Harden makes free throw 2 of 2,1,73-87,,
6:37.0,,,73-87,,C. Lee misses 2-pt shot from 22 ft
6:37.0,Defensive rebound by T. Ariza,,73-87,,
6:29.0,M. Thornton misses 3-pt shot from 23 ft,,73-87,,
6:28.0,,,73-87,,Defensive rebound by M. Barnes
6:16.0,,,73-87,,J. Green misses 3-pt shot from 25 ft
6:16.0,Defensive rebound by J. Harden,,73-87,,
6:08.0,,,73-87,,Personal foul by M. Conley (drawn by J. Harden)
6:08.0,J. Harden makes free throw 1 of 2,1,74-87,,
6:08.0,J. Terry enters the game for M. Thornton,,74-87,,
6:08.0,J. Harden makes free throw 2 of 2,1,75-87,,
5:51.0,,,75-90,3,M. Conley makes 3-pt shot from 25 ft (assist by M. Gasol)
5:36.0,Turnover by J. Harden (bad pass; steal by M. Barnes),,75-90,,
5:29.0,,,75-90,,M. Conley misses 2-pt shot from 1 ft (block by T. Ariza)
5:28.0,Defensive rebound by T. Ariza,,75-90,,
5:21.0,Turnover by J. Terry (bad pass; steal by C. Lee),,75-90,,
