time,San Antonio,pts.away,score,pts.home,Sacramento
2:46.0,,,103-88,2,D. Cousins makes 2-pt shot from 3 ft (assist by R. Rondo)
2:35.0,Turnover by T. Parker (lost ball; steal by R. Rondo),,103-88,,
2:27.0,,,103-90,2,Q. Acy makes 2-pt shot at rim (assist by R. Rondo)
2:23.0,Turnover by T. Parker (lost ball; steal by D. Collison),,103-90,,
2:14.0,,,103-90,,D. Cousins misses 2-pt shot from 4 ft (block by L. Aldridge)
2:12.0,Defensive rebound by D. Green,,103-90,,
2:06.0,T. Parker makes 2-pt shot from 2 ft,2,105-90,,
1:53.0,Personal foul by D. Green,,105-90,,
1:53.0,P. Mills enters the game for T. Parker,,105-90,,
1:41.0,,,105-90,,Shooting foul by L. Aldridge (drawn by D. Cousins)
1:41.0,,,105-90,,D. Cousins misses free throw 1 of 2
1:41.0,,,105-90,,Offensive rebound by Team
1:41.0,,,105-90,,S. Curry enters the game for R. Rondo
1:41.0,,,105-90,,D. Cousins misses free throw 2 of 2
1:40.0,Defensive rebound by K. Anderson,,105-90,,
1:25.0,,,105-90,,Personal foul by D. Cousins
1:25.0,R. McCallum enters the game for L. Aldridge,,105-90,,
1:25.0,R. Butler enters the game for D. Green,,105-90,,
1:25.0,B. Marjanovic enters the game for P. Mills,,105-90,,
1:25.0,,,105-90,,J. Anderson enters the game for R. Gay
1:25.0,,,105-90,,W. Cauley-Stein enters the game for D. Cousins
1:14.0,Turnover by K. Anderson (lost ball; steal by J. Anderson),,105-90,,
1:02.0,,,105-92,2,W. Cauley-Stein makes 2-pt shot from 9 ft (assist by D. Collison)
0:41.0,J. Simmons makes 2-pt shot from 3 ft,2,107-92,,
0:41.0,Shooting foul by S. Curry (drawn by J. Simmons),,107-92,,
0:41.0,J. Simmons makes free throw 1 of 1,1,108-92,,
0:33.0,,,108-92,,Q. Acy misses 2-pt shot from 19 ft
0:32.0,Defensive rebound by J. Simmons,,108-92,,
0:13.0,J. Simmons misses 2-pt shot from 17 ft,,108-92,,
0:11.0,,,108-92,,Defensive rebound by D. Collison
0:05.0,,,108-92,,Turnover by Q. Acy (lost ball; steal by J. Simmons)
0:00.0,End of 4th quarter,,,,End of 4th quarter
