time,Detroit,pts.away,score,pts.home,Cleveland
6:14.0,,,17-10,3,K. Irving makes 3-pt shot from 26 ft
5:54.0,R. Jackson misses 2-pt shot from 16 ft,,17-10,,
5:53.0,,,17-10,,Defensive rebound by K. Love
5:40.0,,,17-13,3,K. Irving makes 3-pt shot from 26 ft (assist by T. Mozgov)
5:27.0,K. Caldwell-Pope misses 2-pt shot from 6 ft,,17-13,,
5:27.0,Offensive rebound by Team,,17-13,,
5:16.0,T. Harris misses 2-pt shot from 7 ft,,17-13,,
5:12.0,,,17-13,,Defensive rebound by K. Love
5:08.0,,,17-13,,J. Smith misses 3-pt shot from 26 ft
5:06.0,Defensive rebound by K. Caldwell-Pope,,17-13,,
4:52.0,M. Morris misses 2-pt shot from 16 ft,,17-13,,
4:52.0,,,17-13,,Defensive rebound by J. Smith
4:47.0,Personal foul by M. Morris,,17-13,,
4:47.0,S. Johnson enters the game for M. Morris,,17-13,,
4:42.0,,,17-13,,Offensive foul by T. Mozgov
4:42.0,,,17-13,,Turnover by T. Mozgov (offensive foul)
4:31.0,Offensive charge foul by T. Harris,,17-13,,
4:31.0,Turnover by T. Harris (offensive foul),,17-13,,
4:31.0,M. Morris enters the game for T. Harris,,17-13,,
4:15.0,,,17-15,2,K. Irving makes 2-pt shot from 18 ft
4:02.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,17-15,,
4:02.0,Offensive rebound by A. Drummond,,17-15,,
4:02.0,,,17-15,,Personal foul by K. Love
4:02.0,,,17-15,,I. Shumpert enters the game for K. Love
3:40.0,S. Johnson makes 2-pt shot from 8 ft,2,19-15,,
3:20.0,Personal foul by S. Johnson,,19-15,,
3:11.0,,,19-15,,Turnover by T. Mozgov (lost ball)
3:02.0,R. Jackson makes 2-pt shot from 2 ft,2,21-15,,
2:36.0,,,21-17,2,L. James makes 2-pt shot from 2 ft
2:23.0,A. Drummond makes 2-pt shot at rim (assist by R. Jackson),2,23-17,,
2:02.0,,,23-17,,J. Smith misses 2-pt shot from 5 ft
2:00.0,Defensive rebound by K. Caldwell-Pope,,23-17,,
1:53.0,S. Johnson makes 3-pt shot from 23 ft (assist by K. Caldwell-Pope),3,26-17,,
1:53.0,,,26-17,,Cleveland full timeout
1:53.0,Detroit full timeout,,26-17,,
1:53.0,,,26-17,,R. Jefferson enters the game for L. James
1:53.0,S. Blake enters the game for R. Jackson,,26-17,,
1:31.0,,,26-17,,K. Irving misses 2-pt shot from 13 ft
1:30.0,Defensive rebound by Team,,26-17,,
1:19.0,Turnover by A. Drummond (lost ball; steal by I. Shumpert),,26-17,,
1:12.0,,,26-20,3,J. Smith makes 3-pt shot from 26 ft (assist by I. Shumpert)
1:03.0,,,26-20,,Personal foul by R. Jefferson
1:03.0,A. Drummond misses free throw 1 of 2,,26-20,,
1:03.0,Offensive rebound by Team,,26-20,,
1:03.0,A. Drummond misses free throw 2 of 2,,26-20,,
1:02.0,Offensive rebound by Team,,26-20,,
0:55.0,Turnover by S. Blake (lost ball),,26-20,,
0:42.0,,,26-23,3,J. Smith makes 3-pt shot from 27 ft (assist by K. Irving)
0:37.0,,,26-23,,Personal foul by R. Jefferson
0:37.0,A. Drummond misses free throw 1 of 2,,26-23,,
0:37.0,Offensive rebound by Team,,26-23,,
0:37.0,A. Drummond misses free throw 2 of 2,,26-23,,
0:35.0,Offensive rebound by Team,,26-23,,
0:35.0,A. Baynes enters the game for A. Drummond,,26-23,,
0:32.0,S. Blake misses 3-pt shot from 24 ft,,26-23,,
0:32.0,Offensive rebound by Team,,26-23,,
0:18.0,Shooting foul by I. Shumpert (drawn by M. Morris),,26-23,,
0:18.0,M. Morris makes free throw 1 of 2,1,27-23,,
0:18.0,R. Bullock enters the game for S. Johnson,,27-23,,
0:18.0,,,27-23,,L. James enters the game for T. Mozgov
0:18.0,M. Morris makes free throw 2 of 2,1,28-23,,
0:01.0,,,28-23,,L. James misses 2-pt shot from 9 ft
0:00.0,,,28-23,,Offensive rebound by R. Jefferson
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,28-25,2,L. James makes 2-pt shot at rim (assist by M. Dellavedova)
11:19.0,S. Johnson misses 2-pt shot from 21 ft,,28-25,,
11:19.0,,,28-25,,Defensive rebound by C. Frye
11:06.0,,,28-28,3,R. Jefferson makes 3-pt shot from 23 ft (assist by M. Dellavedova)
10:59.0,Detroit full timeout,,28-28,,
10:46.0,,,28-28,,Personal foul by C. Frye
10:34.0,R. Bullock makes 2-pt shot at rim (assist by A. Tolliver),2,30-28,,
10:12.0,,,30-30,2,L. James makes 2-pt shot from 8 ft
9:55.0,S. Johnson misses 3-pt shot from 26 ft,,30-30,,
9:55.0,,,30-30,,Defensive rebound by M. Dellavedova
9:40.0,,,30-30,,I. Shumpert misses 3-pt shot from 25 ft
9:39.0,Defensive rebound by S. Johnson,,30-30,,
9:31.0,A. Baynes misses 2-pt shot from 7 ft,,30-30,,
9:29.0,,,30-30,,Defensive rebound by I. Shumpert
9:14.0,,,30-32,2,L. James makes 2-pt shot from 1 ft
8:55.0,Turnover by S. Johnson (lost ball; steal by M. Dellavedova),,30-32,,
8:50.0,,,30-32,,L. James misses 2-pt shot from 6 ft
8:48.0,Defensive rebound by A. Tolliver,,30-32,,
8:38.0,A. Baynes misses 2-pt shot from 6 ft (block by C. Frye),,30-32,,
8:35.0,,,30-32,,Defensive rebound by I. Shumpert
8:31.0,,,30-34,2,L. James makes 2-pt shot at rim (assist by I. Shumpert)
8:25.0,Detroit full timeout,,30-34,,
8:25.0,T. Harris enters the game for S. Blake,,30-34,,
8:25.0,A. Drummond enters the game for A. Baynes,,30-34,,
8:25.0,R. Jackson enters the game for A. Tolliver,,30-34,,
8:17.0,R. Jackson misses 2-pt shot from 20 ft,,30-34,,
8:17.0,,,30-34,,Defensive rebound by I. Shumpert
7:55.0,,,30-34,,M. Dellavedova misses 2-pt shot from 8 ft
7:53.0,,,30-34,,Offensive rebound by I. Shumpert
7:53.0,,,30-34,,I. Shumpert misses 2-pt shot from 1 ft
7:51.0,Defensive rebound by T. Harris,,30-34,,
7:45.0,Shooting foul by C. Frye (drawn by A. Drummond),,30-34,,
7:45.0,A. Drummond misses free throw 1 of 2,,30-34,,
7:45.0,Offensive rebound by Team,,30-34,,
7:45.0,,,30-34,,K. Love enters the game for C. Frye
7:45.0,,,30-34,,J. Smith enters the game for I. Shumpert
7:45.0,A. Drummond misses free throw 2 of 2,,30-34,,
7:43.0,,,30-34,,Defensive rebound by J. Smith
7:29.0,,,30-36,2,L. James makes 2-pt shot at rim (assist by M. Dellavedova)
7:06.0,R. Jackson makes 2-pt shot from 1 ft,2,32-36,,
6:48.0,,,32-39,3,J. Smith makes 3-pt shot from 25 ft (assist by M. Dellavedova)
6:33.0,R. Jackson makes 2-pt shot from 17 ft,2,34-39,,
6:21.0,,,34-39,,Turnover by M. Dellavedova (bad pass)
6:21.0,M. Morris enters the game for S. Johnson,,34-39,,
6:21.0,K. Caldwell-Pope enters the game for R. Bullock,,34-39,,
6:08.0,R. Jackson makes 2-pt shot from 2 ft,2,36-39,,
5:53.0,,,36-42,3,K. Love makes 3-pt shot from 25 ft (assist by M. Dellavedova)
5:46.0,Detroit full timeout,,36-42,,
5:46.0,,,36-42,,K. Irving enters the game for M. Dellavedova
5:36.0,A. Drummond makes 2-pt shot at rim (assist by R. Jackson),2,38-42,,
5:17.0,,,38-42,,Turnover by J. Smith (lost ball; steal by R. Jackson)
5:17.0,,,38-42,,Personal foul by J. Smith
5:17.0,,,38-42,,I. Shumpert enters the game for R. Jefferson
5:02.0,,,38-42,,Personal foul by I. Shumpert
4:49.0,A. Drummond makes 2-pt shot from 10 ft (assist by R. Jackson),2,40-42,,
4:40.0,,,40-42,,J. Smith misses 3-pt shot from 27 ft
4:39.0,Defensive rebound by R. Jackson,,40-42,,
4:34.0,K. Caldwell-Pope makes 2-pt shot from 1 ft (assist by R. Jackson),2,42-42,,
4:13.0,,,42-42,,I. Shumpert misses 3-pt shot from 25 ft
4:12.0,Defensive rebound by M. Morris,,42-42,,
3:56.0,A. Drummond makes 2-pt shot from 1 ft (assist by K. Caldwell-Pope),2,44-42,,
3:31.0,,,44-45,3,J. Smith makes 3-pt shot from 24 ft (assist by K. Irving)
3:16.0,Shooting foul by L. James (drawn by T. Harris),,44-45,,
3:16.0,Technical foul by M. Morris,,44-45,,
3:16.0,,,44-45,,K. Irving misses technical free throw
3:16.0,Offensive rebound by Team,,44-45,,
3:16.0,T. Harris makes free throw 1 of 2,1,45-45,,
3:16.0,,,45-45,,M. Dellavedova enters the game for I. Shumpert
3:16.0,T. Harris makes free throw 2 of 2,1,46-45,,
3:04.0,,,46-45,,K. Love misses 3-pt shot from 26 ft
3:04.0,Defensive rebound by M. Morris,,46-45,,
2:51.0,,,46-45,,Personal foul by J. Smith
2:51.0,Official timeout,,46-45,,
2:51.0,T. Harris makes free throw 1 of 2,1,47-45,,
2:51.0,T. Harris misses free throw 2 of 2,,47-45,,
2:50.0,,,47-45,,Defensive rebound by J. Smith
2:38.0,,,47-47,2,L. James makes 2-pt shot from 1 ft (assist by K. Love)
2:35.0,,,47-47,,Personal foul by M. Dellavedova
2:35.0,A. Drummond makes free throw 1 of 2,1,48-47,,
2:35.0,A. Drummond makes free throw 2 of 2,1,49-47,,
2:22.0,,,49-47,,K. Irving misses 3-pt shot from 25 ft
2:22.0,Defensive rebound by T. Harris,,49-47,,
2:13.0,R. Jackson makes 2-pt shot from 4 ft,2,51-47,,
1:51.0,,,51-50,3,J. Smith makes 3-pt shot from 29 ft (assist by L. James)
1:37.0,A. Drummond makes 2-pt shot at rim (assist by T. Harris),2,53-50,,
1:16.0,,,53-50,,C. Frye enters the game for K. Love
1:16.0,,,53-50,,R. Jefferson enters the game for J. Smith
1:16.0,S. Johnson enters the game for T. Harris,,53-50,,
1:09.0,,,53-53,3,M. Dellavedova makes 3-pt shot from 25 ft
0:44.0,Turnover by A. Drummond (lost ball; steal by L. James),,53-53,,
0:39.0,Personal block foul by K. Caldwell-Pope,,53-53,,
0:30.0,,,53-53,,R. Jefferson misses 3-pt shot from 24 ft
0:30.0,,,53-53,,Offensive rebound by L. James
0:29.0,,,53-55,2,L. James makes 2-pt shot at rim
0:26.0,,,53-55,,Personal foul by C. Frye
0:26.0,A. Drummond misses free throw 1 of 2,,53-55,,
0:26.0,Offensive rebound by Team,,53-55,,
0:26.0,A. Drummond misses free throw 2 of 2,,53-55,,
0:21.0,,,53-55,,Defensive rebound by C. Frye
0:19.0,,,53-55,,Turnover by C. Frye (lost ball; steal by R. Jackson)
0:15.0,R. Jackson misses 2-pt shot from 1 ft,,53-55,,
0:14.0,Offensive rebound by A. Drummond,,53-55,,
0:14.0,A. Drummond misses 2-pt shot from 1 ft,,53-55,,
0:12.0,Offensive rebound by R. Jackson,,53-55,,
0:00.0,M. Morris misses 3-pt shot from 25 ft,,53-55,,
0:00.0,Offensive rebound by Team,,53-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,53-55,,L. James misses 3-pt shot from 25 ft
11:39.0,Defensive rebound by R. Jackson,,53-55,,
11:33.0,R. Jackson makes 2-pt shot from 1 ft,2,55-55,,
11:13.0,,,55-55,,K. Irving misses 2-pt shot from 1 ft
11:11.0,Defensive rebound by K. Caldwell-Pope,,55-55,,
11:00.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by M. Morris),3,58-55,,
10:41.0,,,58-55,,K. Love misses 2-pt shot from 10 ft
10:39.0,Defensive rebound by T. Harris,,58-55,,
10:24.0,A. Drummond makes 2-pt shot from 10 ft,2,60-55,,
10:24.0,,,60-55,,Cleveland full timeout
10:12.0,,,60-55,,K. Irving misses 3-pt shot from 25 ft
10:11.0,Defensive rebound by M. Morris,,60-55,,
10:07.0,A. Drummond misses 2-pt shot at rim,,60-55,,
10:06.0,,,60-55,,Defensive rebound by K. Love
10:02.0,Personal foul by R. Jackson,,60-55,,
9:44.0,,,60-55,,K. Love misses 3-pt shot from 26 ft
9:44.0,Defensive rebound by M. Morris,,60-55,,
9:36.0,M. Morris misses 3-pt shot from 26 ft,,60-55,,
9:35.0,,,60-55,,Defensive rebound by L. James
9:26.0,Personal foul by R. Jackson,,60-55,,
9:12.0,,,60-57,2,K. Irving makes 2-pt shot from 1 ft
8:46.0,Turnover by Team (shot clock),,60-57,,
8:32.0,,,60-57,,Offensive charge foul by L. James
8:32.0,,,60-57,,Turnover by L. James (offensive foul)
8:13.0,A. Drummond misses 2-pt shot from 6 ft,,60-57,,
8:12.0,Offensive rebound by A. Drummond,,60-57,,
8:10.0,Turnover by A. Drummond (lost ball; steal by L. James),,60-57,,
8:02.0,,,60-60,3,K. Irving makes 3-pt shot from 26 ft (assist by J. Smith)
7:42.0,Turnover by M. Morris (lost ball; steal by K. Irving),,60-60,,
7:35.0,,,60-60,,Turnover by L. James (lost ball; steal by R. Jackson)
7:31.0,Shooting foul by J. Smith (drawn by M. Morris),,60-60,,
7:31.0,M. Morris makes free throw 1 of 2,1,61-60,,
7:31.0,M. Morris makes free throw 2 of 2,1,62-60,,
7:24.0,Personal foul by A. Drummond,,62-60,,
7:15.0,,,62-60,,K. Irving misses 3-pt shot from 24 ft
7:14.0,Defensive rebound by A. Drummond,,62-60,,
7:07.0,Offensive foul by M. Morris,,62-60,,
7:07.0,Turnover by M. Morris (offensive foul),,62-60,,
6:49.0,,,62-63,3,K. Love makes 3-pt shot from 26 ft (assist by L. James)
6:37.0,T. Harris misses 2-pt shot from 17 ft,,62-63,,
6:37.0,,,62-63,,Defensive rebound by Team
6:19.0,,,62-66,3,L. James makes 3-pt shot from 24 ft (assist by K. Irving)
5:58.0,T. Harris misses 2-pt shot from 18 ft,,62-66,,
5:57.0,,,62-66,,Defensive rebound by L. James
5:43.0,,,62-66,,K. Irving misses 2-pt shot from 4 ft (block by R. Jackson)
5:42.0,Defensive rebound by K. Caldwell-Pope,,62-66,,
5:33.0,K. Caldwell-Pope misses 2-pt shot from 11 ft,,62-66,,
5:33.0,,,62-66,,Defensive rebound by K. Love
5:13.0,,,62-66,,Shooting foul by K. Caldwell-Pope (drawn by K. Irving)
5:13.0,,,62-67,1,K. Irving makes free throw 1 of 2
5:13.0,,,62-68,1,K. Irving makes free throw 2 of 2
4:55.0,M. Morris misses 2-pt shot from 6 ft,,62-68,,
4:53.0,,,62-68,,Defensive rebound by J. Smith
4:47.0,,,62-71,3,J. Smith makes 3-pt shot from 26 ft (assist by K. Irving)
4:47.0,Detroit full timeout,,62-71,,
4:47.0,S. Johnson enters the game for M. Morris,,62-71,,
4:34.0,A. Drummond makes 2-pt shot at rim (assist by T. Harris),2,64-71,,
4:06.0,,,64-73,2,L. James makes 2-pt shot from 15 ft
3:53.0,Turnover by R. Jackson (lost ball; steal by L. James),,64-73,,
3:50.0,,,64-73,,Turnover by L. James (lost ball; steal by K. Caldwell-Pope)
3:34.0,R. Jackson misses 2-pt shot from 12 ft,,64-73,,
3:33.0,,,64-73,,Defensive rebound by K. Love
3:25.0,,,64-76,3,L. James makes 3-pt shot from 25 ft
3:03.0,S. Johnson makes 2-pt shot from 4 ft,2,66-76,,
2:42.0,,,66-76,,K. Irving misses 2-pt shot from 10 ft
2:42.0,,,66-76,,Offensive rebound by Team
2:42.0,,,66-76,,R. Jefferson enters the game for L. James
2:42.0,,,66-76,,Turnover by Team (5 sec inbounds)
2:25.0,T. Harris makes 2-pt shot at rim (assist by R. Jackson),2,68-76,,
1:58.0,,,68-76,,J. Smith misses 2-pt shot from 16 ft
1:57.0,,,68-76,,Offensive rebound by T. Thompson
1:48.0,Personal foul by T. Harris,,68-76,,
1:48.0,,,68-76,,K. Love misses free throw 1 of 2
1:48.0,,,68-76,,Offensive rebound by Team
1:48.0,S. Blake enters the game for R. Jackson,,68-76,,
1:48.0,,,68-77,1,K. Love makes free throw 2 of 2
1:35.0,Turnover by K. Caldwell-Pope (traveling),,68-77,,
1:12.0,,,68-77,,K. Love misses 2-pt shot from 9 ft (block by A. Drummond)
1:12.0,,,68-77,,Offensive rebound by Team
1:12.0,,,68-77,,Cleveland full timeout
1:12.0,,,68-77,,M. Dellavedova enters the game for T. Thompson
1:12.0,R. Bullock enters the game for A. Drummond,,68-77,,
1:08.0,,,68-79,2,K. Love makes 2-pt shot from 1 ft (assist by M. Dellavedova)
0:57.0,Turnover by S. Blake (lost ball; steal by K. Irving),,68-79,,
0:53.0,,,68-82,3,J. Smith makes 3-pt shot from 27 ft (assist by K. Love)
0:37.0,T. Harris misses 2-pt shot from 1 ft,,68-82,,
0:35.0,Offensive rebound by T. Harris,,68-82,,
0:35.0,T. Harris misses 2-pt shot from 1 ft,,68-82,,
0:34.0,,,68-82,,Defensive rebound by J. Smith
0:27.0,,,68-82,,J. Smith misses 3-pt shot from 25 ft
0:27.0,Defensive rebound by Team,,68-82,,
0:04.0,S. Blake misses 2-pt shot from 3 ft,,68-82,,
0:03.0,,,68-82,,Defensive rebound by K. Love
0:00.0,,,68-82,,J. Smith misses 3-pt shot from 40 ft (block by K. Caldwell-Pope)
0:00.0,,,68-82,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:59.0,Turnover by S. Johnson (bad pass),,68-82,,
11:48.0,,,68-84,2,M. Dellavedova makes 2-pt shot from 6 ft
11:26.0,S. Johnson misses 2-pt shot from 6 ft,,68-84,,
11:25.0,,,68-84,,Defensive rebound by C. Frye
11:05.0,,,68-84,,L. James misses 3-pt shot from 25 ft
11:05.0,Defensive rebound by S. Johnson,,68-84,,
10:52.0,A. Baynes makes 2-pt shot from 1 ft (assist by S. Blake),2,70-84,,
10:36.0,,,70-86,2,M. Dellavedova makes 2-pt shot from 1 ft
10:29.0,Detroit full timeout,,70-86,,
10:29.0,M. Morris enters the game for S. Johnson,,70-86,,
10:17.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,70-86,,
10:16.0,,,70-86,,Defensive rebound by L. James
10:11.0,,,70-88,2,L. James makes 2-pt shot from 2 ft
10:11.0,,,70-88,,Shooting foul by M. Morris (drawn by L. James)
10:11.0,,,70-88,,L. James misses free throw 1 of 1
10:10.0,Defensive rebound by A. Baynes,,70-88,,
9:48.0,M. Morris misses 3-pt shot from 23 ft,,70-88,,
9:47.0,Offensive rebound by M. Morris,,70-88,,
9:45.0,Shooting foul by C. Frye (drawn by M. Morris),,70-88,,
9:45.0,M. Morris makes free throw 1 of 2,1,71-88,,
9:45.0,A. Drummond enters the game for A. Baynes,,71-88,,
9:45.0,R. Jackson enters the game for S. Blake,,71-88,,
9:45.0,M. Morris makes free throw 2 of 2,1,72-88,,
9:29.0,,,72-91,3,C. Frye makes 3-pt shot from 25 ft (assist by M. Dellavedova)
9:09.0,K. Caldwell-Pope makes 2-pt shot from 11 ft,2,74-91,,
8:37.0,,,74-91,,Turnover by L. James (bad pass)
8:27.0,,,74-91,,Personal foul by M. Dellavedova
8:14.0,M. Morris misses 2-pt shot from 11 ft,,74-91,,
8:13.0,,,74-91,,Defensive rebound by C. Frye
8:03.0,,,74-91,,C. Frye misses 3-pt shot from 25 ft
8:03.0,Defensive rebound by A. Drummond,,74-91,,
7:55.0,,,74-91,,Shooting block foul by R. Jefferson (drawn by A. Drummond)
7:55.0,A. Drummond misses free throw 1 of 2,,74-91,,
7:55.0,Offensive rebound by Team,,74-91,,
7:55.0,T. Harris enters the game for A. Tolliver,,74-91,,
7:55.0,A. Drummond misses free throw 2 of 2,,74-91,,
7:54.0,,,74-91,,Defensive rebound by I. Shumpert
7:44.0,,,74-93,2,I. Shumpert makes 2-pt shot at rim (assist by M. Dellavedova)
7:44.0,Detroit full timeout,,74-93,,
7:30.0,T. Harris misses 2-pt shot from 14 ft,,74-93,,
7:29.0,,,74-93,,Defensive rebound by R. Jefferson
7:15.0,,,74-93,,M. Dellavedova misses 2-pt shot from 5 ft
7:13.0,Defensive rebound by T. Harris,,74-93,,
6:54.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,74-93,,
6:54.0,Offensive rebound by T. Harris,,74-93,,
6:46.0,T. Harris makes 2-pt shot from 9 ft,2,76-93,,
6:29.0,,,76-93,,Shooting foul by R. Jackson (drawn by M. Dellavedova)
6:29.0,,,76-93,,M. Dellavedova misses free throw 1 of 2
6:29.0,,,76-93,,Offensive rebound by Team
6:29.0,,,76-93,,K. Love enters the game for C. Frye
6:29.0,,,76-94,1,M. Dellavedova makes free throw 2 of 2
6:10.0,R. Jackson misses 2-pt shot from 15 ft,,76-94,,
6:10.0,,,76-94,,Defensive rebound by L. James
5:58.0,,,76-94,,R. Jefferson misses 3-pt shot from 26 ft
5:57.0,Defensive rebound by T. Harris,,76-94,,
5:52.0,Shooting foul by M. Dellavedova (drawn by K. Caldwell-Pope),,76-94,,
5:52.0,K. Caldwell-Pope misses free throw 1 of 2,,76-94,,
5:52.0,Offensive rebound by Team,,76-94,,
5:52.0,K. Caldwell-Pope makes free throw 2 of 2,1,77-94,,
5:35.0,,,77-94,,L. James misses 2-pt shot from 13 ft
5:32.0,Defensive rebound by M. Morris,,77-94,,
5:22.0,K. Caldwell-Pope misses 2-pt shot from 11 ft,,77-94,,
5:21.0,Offensive rebound by A. Drummond,,77-94,,
5:21.0,A. Drummond misses 2-pt shot from 2 ft,,77-94,,
5:20.0,Offensive rebound by A. Drummond,,77-94,,
5:20.0,A. Drummond misses 2-pt shot from 2 ft,,77-94,,
5:18.0,Offensive rebound by R. Jackson,,77-94,,
5:18.0,R. Jackson misses 2-pt shot from 2 ft,,77-94,,
5:16.0,,,77-94,,Defensive rebound by I. Shumpert
5:09.0,,,77-94,,Shooting foul by T. Harris (drawn by L. James)
5:09.0,,,77-94,,L. James misses free throw 1 of 2
5:09.0,,,77-94,,Offensive rebound by Team
5:09.0,R. Bullock enters the game for K. Caldwell-Pope,,77-94,,
5:09.0,,,77-94,,J. Smith enters the game for R. Jefferson
5:09.0,,,77-94,,K. Irving enters the game for M. Dellavedova
5:09.0,,,77-95,1,L. James makes free throw 2 of 2
4:57.0,M. Morris makes 2-pt shot from 2 ft,2,79-95,,
4:45.0,Personal foul by M. Morris,,79-95,,
4:34.0,,,79-95,,Turnover by K. Irving (lost ball; steal by R. Bullock)
4:28.0,,,79-95,,Personal foul by L. James
4:28.0,A. Drummond makes free throw 1 of 2,1,80-95,,
4:28.0,,,80-95,,M. Dellavedova enters the game for I. Shumpert
4:28.0,A. Drummond misses free throw 2 of 2,,80-95,,
4:28.0,,,80-95,,Defensive rebound by Team
4:28.0,Violation by A. Drummond (lane),,80-95,,
4:06.0,,,80-98,3,K. Love makes 3-pt shot from 23 ft (assist by L. James)
3:59.0,Detroit full timeout,,80-98,,
3:59.0,,,80-98,,R. Jefferson enters the game for L. James
3:59.0,S. Johnson enters the game for A. Drummond,,80-98,,
3:53.0,Shooting foul by J. Smith (drawn by T. Harris),,80-98,,
3:53.0,T. Harris makes free throw 1 of 2,1,81-98,,
3:53.0,T. Harris makes free throw 2 of 2,1,82-98,,
3:38.0,Personal foul by T. Harris,,82-98,,
3:38.0,,,82-99,1,K. Love makes free throw 1 of 2
3:38.0,,,82-100,1,K. Love makes free throw 2 of 2
3:22.0,T. Harris misses 2-pt shot from 5 ft,,82-100,,
3:21.0,,,82-100,,Defensive rebound by K. Love
3:06.0,,,82-100,,K. Love misses 2-pt shot from 7 ft (block by T. Harris)
3:04.0,,,82-100,,Offensive rebound by K. Love
3:02.0,,,82-100,,Turnover by K. Love (lost ball; steal by M. Morris)
2:57.0,R. Bullock makes 2-pt shot at rim (assist by T. Harris),2,84-100,,
2:57.0,,,84-100,,Cleveland full timeout
2:36.0,,,84-100,,K. Irving misses 2-pt shot from 5 ft
2:36.0,,,84-100,,Offensive rebound by K. Irving
2:34.0,,,84-100,,K. Irving misses 2-pt shot from 2 ft
2:33.0,Defensive rebound by R. Bullock,,84-100,,
2:22.0,S. Johnson makes 2-pt shot from 8 ft (assist by R. Bullock),2,86-100,,
2:11.0,Personal foul by M. Morris,,86-100,,
2:11.0,,,86-100,,K. Love misses free throw 1 of 2
2:11.0,,,86-100,,Offensive rebound by Team
2:11.0,,,86-100,,K. Love misses free throw 2 of 2
2:10.0,Defensive rebound by R. Bullock,,86-100,,
1:54.0,R. Bullock misses 3-pt shot from 25 ft,,86-100,,
1:53.0,,,86-100,,Defensive rebound by K. Love
