time,Memphis,pts.away,score,pts.home,New Orleans
2:57.0,,,20-21,,J. Holiday enters the game for B. Dejean-Jones
2:52.0,,,20-21,,Personal block foul by O. Asik (drawn by J. Green)
2:52.0,,,20-21,,A. Ajinca enters the game for O. Asik
2:47.0,,,20-21,,Violation by A. Gee (kicked ball)
2:36.0,M. Gasol misses 2-pt shot from 13 ft,,20-21,,
2:35.0,,,20-21,,Defensive rebound by A. Ajinca
2:24.0,,,20-21,,R. Anderson misses 2-pt shot from 1 ft (block by M. Gasol)
2:22.0,,,20-21,,Offensive rebound by A. Ajinca
2:18.0,,,20-24,3,N. Cole makes 3-pt shot from 24 ft (assist by A. Ajinca)
2:00.0,J. Green makes 2-pt shot from 1 ft (assist by V. Carter),2,22-24,,
1:51.0,,,22-24,,J. Holiday misses 3-pt shot from 24 ft
1:50.0,Defensive rebound by M. Gasol,,22-24,,
1:41.0,V. Carter misses 3-pt shot from 26 ft,,22-24,,
1:40.0,,,22-24,,Defensive rebound by J. Holiday
1:26.0,,,22-24,,Turnover by J. Holiday (bad pass; steal by M. Chalmers)
1:11.0,M. Gasol misses 2-pt shot from 5 ft,,22-24,,
1:09.0,,,22-24,,Defensive rebound by A. Ajinca
1:03.0,,,22-24,,Turnover by J. Holiday (lost ball; steal by M. Chalmers)
0:57.0,M. Chalmers misses 2-pt shot from 1 ft,,22-24,,
0:55.0,,,22-24,,Defensive rebound by N. Cole
0:49.0,,,22-26,2,A. Gee makes 2-pt shot from 21 ft (assist by R. Anderson)
0:49.0,Memphis full timeout,,22-26,,
0:49.0,R. Hollins enters the game for M. Gasol,,22-26,,
0:33.0,J. Green misses 2-pt shot from 1 ft,,22-26,,
0:33.0,,,22-26,,Defensive rebound by A. Ajinca
0:22.0,,,22-26,,Shooting foul by R. Hollins (drawn by A. Ajinca)
0:22.0,,,22-26,,A. Ajinca misses free throw 1 of 2
0:22.0,,,22-26,,Offensive rebound by Team
0:22.0,,,22-27,1,A. Ajinca makes free throw 2 of 2
0:00.0,J. Green misses 2-pt shot from 16 ft,,22-27,,
0:00.0,Offensive rebound by Team,,22-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,Personal foul by V. Carter (drawn by R. Anderson),,22-27,,
11:28.0,,,22-29,2,A. Ajinca makes 2-pt shot at rim (assist by J. Holiday)
11:12.0,Turnover by V. Carter (bad pass; steal by R. Anderson),,22-29,,
10:52.0,,,22-32,3,T. Douglas makes 3-pt shot from 24 ft (assist by J. Holiday)
10:41.0,Turnover by M. Chalmers (lost ball),,22-32,,
10:30.0,,,22-34,2,R. Anderson makes 2-pt shot from 3 ft
10:30.0,,,22-34,,Shooting foul by R. Hollins (drawn by R. Anderson)
10:30.0,,,22-34,,R. Anderson misses free throw 1 of 1
10:28.0,Defensive rebound by J. Green,,22-34,,
10:12.0,V. Carter makes 2-pt shot from 2 ft,2,24-34,,
10:04.0,,,24-34,,Turnover by R. Anderson (lost ball)
10:02.0,J. Green enters the game for R. Hollins,,24-34,,
9:52.0,J. Green makes 2-pt shot from 2 ft (assist by M. Chalmers),2,26-34,,
9:42.0,Personal foul by M. Chalmers (drawn by T. Douglas),,26-34,,
9:42.0,,,26-34,,A. Davis enters the game for A. Ajinca
9:32.0,,,26-34,,R. Anderson misses 3-pt shot from 23 ft
9:32.0,Defensive rebound by J. Green,,26-34,,
9:24.0,J. Green misses 2-pt shot from 1 ft (block by D. Cunningham),,26-34,,
9:22.0,,,26-34,,Defensive rebound by Team
9:05.0,,,26-36,2,A. Davis makes 2-pt shot from 15 ft (assist by D. Cunningham)
8:44.0,J. Green makes 3-pt shot from 25 ft (assist by M. Chalmers),3,29-36,,
8:28.0,,,29-36,,T. Douglas misses 3-pt shot from 24 ft
8:28.0,Defensive rebound by J. Green,,29-36,,
8:18.0,Turnover by J. Green (lost ball; steal by T. Douglas),,29-36,,
8:10.0,,,29-36,,J. Holiday misses 3-pt shot from 23 ft
8:08.0,Defensive rebound by V. Carter,,29-36,,
7:56.0,T. Allen misses 2-pt shot from 18 ft,,29-36,,
7:56.0,,,29-36,,Defensive rebound by A. Davis
7:43.0,,,29-38,2,J. Holiday makes 2-pt shot from 2 ft
7:38.0,,,29-38,,Personal foul by T. Douglas (drawn by M. Chalmers)
7:38.0,Official timeout,,29-38,,
7:28.0,J. Green misses 2-pt shot from 4 ft,,29-38,,
7:27.0,,,29-38,,Defensive rebound by D. Cunningham
7:20.0,,,29-38,,R. Anderson misses 3-pt shot from 25 ft
7:20.0,,,29-38,,Offensive rebound by A. Davis
7:02.0,,,29-38,,D. Cunningham misses 3-pt shot from 25 ft
7:00.0,Defensive rebound by T. Allen,,29-38,,
6:48.0,M. Chalmers makes 3-pt shot from 26 ft,3,32-38,,
6:28.0,,,32-38,,Shooting foul by J. Green (drawn by D. Cunningham)
6:28.0,,,32-39,1,D. Cunningham makes free throw 1 of 2
6:28.0,Z. Randolph enters the game for V. Carter,,32-39,,
6:28.0,,,32-40,1,D. Cunningham makes free throw 2 of 2
6:17.0,Shooting foul by T. Douglas (drawn by M. Chalmers),,32-40,,
6:17.0,M. Chalmers makes free throw 1 of 2,1,33-40,,
6:17.0,M. Gasol enters the game for J. Green,,33-40,,
6:17.0,M. Chalmers makes free throw 2 of 2,1,34-40,,
6:09.0,,,34-40,,T. Douglas misses 2-pt shot from 2 ft
6:09.0,Defensive rebound by Z. Randolph,,34-40,,
6:02.0,M. Chalmers makes 2-pt shot from 1 ft,2,36-40,,
5:41.0,,,36-40,,J. Holiday misses 2-pt shot from 15 ft
5:40.0,Defensive rebound by M. Chalmers,,36-40,,
5:34.0,Shooting foul by J. Holiday (drawn by J. Green),,36-40,,
5:34.0,,,36-40,,New Orleans full timeout
5:34.0,M. Conley enters the game for M. Chalmers,,36-40,,
5:34.0,,,36-40,,O. Asik enters the game for R. Anderson
5:34.0,,,36-40,,A. Gee enters the game for T. Douglas
5:34.0,,,36-40,,N. Cole enters the game for D. Cunningham
5:34.0,J. Green makes free throw 1 of 2,1,37-40,,
5:34.0,J. Green makes free throw 2 of 2,1,38-40,,
5:15.0,,,38-40,,J. Holiday misses 2-pt shot from 8 ft
5:15.0,,,38-40,,Offensive rebound by O. Asik
5:12.0,,,38-42,2,O. Asik makes 2-pt shot from 2 ft
4:46.0,Z. Randolph misses 2-pt shot from 1 ft,,38-42,,
4:45.0,,,38-42,,Defensive rebound by N. Cole
4:27.0,,,38-44,2,A. Davis makes 2-pt shot from 14 ft
4:15.0,,,38-44,,Personal foul by N. Cole (drawn by M. Conley)
4:06.0,M. Conley misses 2-pt shot from 1 ft,,38-44,,
4:05.0,,,38-44,,Defensive rebound by O. Asik
4:00.0,,,38-46,2,N. Cole makes 2-pt shot from 19 ft
3:44.0,Z. Randolph makes 2-pt shot from 2 ft (assist by M. Gasol),2,40-46,,
3:35.0,Personal foul by J. Green (drawn by A. Davis),,40-46,,
3:35.0,,,40-46,,A. Davis misses free throw 1 of 2
3:35.0,,,40-46,,Offensive rebound by Team
3:35.0,C. Lee enters the game for T. Allen,,40-46,,
3:35.0,,,40-47,1,A. Davis makes free throw 2 of 2
3:19.0,M. Gasol makes 2-pt shot from 4 ft (assist by M. Conley),2,42-47,,
3:07.0,,,42-47,,A. Davis misses 2-pt shot from 13 ft
3:04.0,Defensive rebound by Z. Randolph,,42-47,,
2:44.0,Z. Randolph misses 2-pt shot at rim,,42-47,,
2:43.0,Offensive rebound by Z. Randolph,,42-47,,
2:42.0,Z. Randolph makes 2-pt shot from 2 ft,2,44-47,,
2:33.0,,,44-47,,J. Holiday misses 3-pt shot from 25 ft
2:29.0,Defensive rebound by Team,,44-47,,
2:29.0,Memphis full timeout,,44-47,,
2:29.0,,,44-47,,R. Anderson enters the game for O. Asik
2:29.0,,,44-47,,B. Dejean-Jones enters the game for J. Holiday
2:14.0,C. Lee makes 3-pt shot from 24 ft (assist by M. Conley),3,47-47,,
1:52.0,,,47-47,,A. Davis misses 2-pt shot from 2 ft
1:51.0,Defensive rebound by Z. Randolph,,47-47,,
1:46.0,J. Green makes 3-pt shot from 23 ft (assist by M. Conley),3,50-47,,
1:32.0,,,50-50,3,A. Gee makes 3-pt shot from 23 ft (assist by N. Cole)
1:04.0,M. Gasol makes 2-pt shot from 17 ft (assist by M. Conley),2,52-50,,
0:52.0,,,52-50,,N. Cole misses 2-pt shot from 2 ft (block by M. Conley)
0:51.0,,,52-50,,Offensive rebound by N. Cole
0:49.0,,,52-52,2,N. Cole makes 2-pt shot from 2 ft
0:36.0,M. Conley makes 2-pt shot from 18 ft,2,54-52,,
0:21.0,,,54-52,,A. Gee misses 2-pt shot at rim
0:19.0,,,54-52,,Offensive rebound by B. Dejean-Jones
0:00.0,,,54-52,,Turnover by A. Gee (lost ball)
0:00.0,Z. Randolph misses 3-pt shot from 69 ft (block by A. Davis),,54-52,,
0:00.0,Offensive rebound by Team,,54-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,,,54-52,,B. Dejean-Jones misses 2-pt shot from 15 ft
11:34.0,Defensive rebound by Z. Randolph,,54-52,,
11:16.0,M. Gasol misses 2-pt shot from 18 ft,,54-52,,
11:14.0,,,54-52,,Defensive rebound by A. Davis
11:02.0,,,54-52,,A. Davis misses 2-pt shot from 17 ft
11:00.0,Defensive rebound by M. Gasol,,54-52,,
10:48.0,Turnover by Z. Randolph (bad pass; steal by A. Gee),,54-52,,
10:38.0,,,54-52,,Turnover by N. Cole (bad pass; steal by M. Conley)
10:26.0,Shooting foul by A. Gee (drawn by M. Conley),,54-52,,
10:26.0,M. Conley makes free throw 1 of 2,1,55-52,,
10:26.0,M. Conley makes free throw 2 of 2,1,56-52,,
10:18.0,,,56-54,2,N. Cole makes 2-pt shot from 15 ft
9:59.0,C. Lee misses 3-pt shot from 25 ft,,56-54,,
9:55.0,,,56-54,,Defensive rebound by A. Davis
9:43.0,,,56-57,3,A. Gee makes 3-pt shot from 23 ft (assist by A. Davis)
9:27.0,M. Gasol misses 2-pt shot from 15 ft,,56-57,,
9:25.0,,,56-57,,Defensive rebound by B. Dejean-Jones
9:24.0,Personal foul by T. Allen (drawn by B. Dejean-Jones),,56-57,,
9:14.0,,,56-57,,B. Dejean-Jones misses 3-pt shot from 25 ft
9:12.0,Defensive rebound by Z. Randolph,,56-57,,
9:02.0,Z. Randolph makes 2-pt shot from 2 ft,2,58-57,,
9:02.0,Shooting foul by A. Davis (drawn by Z. Randolph),,58-57,,
9:02.0,Z. Randolph makes free throw 1 of 1,1,59-57,,
8:50.0,,,59-57,,A. Gee misses 3-pt shot from 23 ft
8:48.0,Defensive rebound by Z. Randolph,,59-57,,
8:37.0,M. Gasol misses 2-pt shot from 10 ft,,59-57,,
8:36.0,Offensive rebound by Z. Randolph,,59-57,,
8:28.0,Z. Randolph makes 2-pt shot from 2 ft (assist by M. Gasol),2,61-57,,
8:06.0,,,61-57,,O. Asik misses 2-pt shot from 1 ft (block by C. Lee)
8:04.0,,,61-57,,Offensive rebound by O. Asik
8:03.0,,,61-57,,O. Asik misses 2-pt shot from 1 ft (block by C. Lee)
8:02.0,,,61-57,,Offensive rebound by A. Davis
8:00.0,,,61-57,,Turnover by Team (shot clock)
7:55.0,,,61-57,,Violation by N. Cole (kicked ball)
7:42.0,Z. Randolph makes 2-pt shot from 2 ft,2,63-57,,
7:28.0,,,63-57,,N. Cole misses 2-pt shot from 17 ft
7:25.0,,,63-57,,Offensive rebound by O. Asik
7:24.0,,,63-59,2,O. Asik makes 2-pt shot from 2 ft
7:04.0,M. Conley makes 2-pt shot from 7 ft (assist by T. Allen),2,65-59,,
6:46.0,,,65-61,2,O. Asik makes 2-pt shot at rim (assist by B. Dejean-Jones)
6:24.0,C. Lee misses 2-pt shot from 18 ft,,65-61,,
6:21.0,,,65-61,,Defensive rebound by B. Dejean-Jones
6:14.0,,,65-61,,A. Davis misses 2-pt shot from 14 ft
6:12.0,,,65-61,,Offensive rebound by Team
6:12.0,Loose ball foul by M. Gasol (drawn by O. Asik),,65-61,,
6:09.0,,,65-61,,B. Dejean-Jones misses 3-pt shot from 25 ft
6:06.0,Defensive rebound by M. Conley,,65-61,,
5:50.0,C. Lee misses 3-pt shot from 25 ft,,65-61,,
5:48.0,,,65-61,,Defensive rebound by A. Davis
5:42.0,,,65-63,2,A. Davis makes 2-pt shot from 2 ft
5:16.0,M. Conley makes 2-pt shot from 20 ft (assist by M. Gasol),2,67-63,,
4:57.0,,,67-63,,N. Cole misses 2-pt shot from 21 ft
4:55.0,Defensive rebound by T. Allen,,67-63,,
4:39.0,Z. Randolph misses 2-pt shot from 5 ft,,67-63,,
4:37.0,,,67-63,,Defensive rebound by O. Asik
4:29.0,,,67-63,,A. Gee misses 3-pt shot from 23 ft
4:26.0,Defensive rebound by M. Conley,,67-63,,
4:09.0,Turnover by Z. Randolph (bad pass; steal by B. Dejean-Jones),,67-63,,
4:05.0,,,67-63,,Shooting foul by T. Allen (drawn by B. Dejean-Jones)
4:05.0,,,67-63,,New Orleans full timeout
4:05.0,J. Green enters the game for T. Allen,,67-63,,
4:05.0,M. Chalmers enters the game for M. Conley,,67-63,,
4:05.0,,,67-63,,R. Anderson enters the game for A. Gee
4:05.0,,,67-63,,J. Holiday enters the game for O. Asik
4:05.0,,,67-64,1,B. Dejean-Jones makes free throw 1 of 2
4:05.0,,,67-65,1,B. Dejean-Jones makes free throw 2 of 2
3:47.0,J. Green makes 2-pt shot from 10 ft,2,69-65,,
3:30.0,,,69-68,3,B. Dejean-Jones makes 3-pt shot from 25 ft (assist by J. Holiday)
3:05.0,Z. Randolph misses 2-pt shot from 18 ft,,69-68,,
3:02.0,,,69-68,,Defensive rebound by A. Davis
2:53.0,,,69-68,,J. Holiday misses 2-pt shot from 6 ft
2:51.0,,,69-68,,Offensive rebound by Team
2:51.0,Loose ball foul by C. Lee (drawn by A. Davis),,69-68,,
2:51.0,Memphis full timeout,,69-68,,
2:51.0,J. Green enters the game for M. Gasol,,69-68,,
2:44.0,,,69-71,3,R. Anderson makes 3-pt shot from 26 ft (assist by J. Holiday)
2:23.0,J. Green makes 2-pt shot from 1 ft (assist by Z. Randolph),2,71-71,,
2:08.0,,,71-71,,J. Holiday misses 3-pt shot from 25 ft
2:06.0,Defensive rebound by J. Green,,71-71,,
1:54.0,Z. Randolph makes 2-pt shot from 2 ft (assist by J. Green),2,73-71,,
1:34.0,,,73-71,,A. Davis misses 2-pt shot from 6 ft
1:32.0,Defensive rebound by M. Chalmers,,73-71,,
1:25.0,C. Lee makes 2-pt shot from 5 ft,2,75-71,,
1:06.0,,,75-71,,R. Anderson misses 2-pt shot from 13 ft
1:04.0,Defensive rebound by Z. Randolph,,75-71,,
0:56.0,J. Green makes 2-pt shot from 2 ft (assist by M. Chalmers),2,77-71,,
0:42.0,,,77-73,2,N. Cole makes 2-pt shot from 1 ft
0:23.0,M. Chalmers misses 3-pt shot from 23 ft,,77-73,,
0:20.0,Offensive rebound by C. Lee,,77-73,,
0:18.0,Turnover by M. Chalmers (bad pass),,77-73,,
0:03.0,,,77-73,,J. Holiday misses 2-pt shot from 1 ft
0:02.0,,,77-73,,Offensive rebound by A. Davis
0:02.0,,,77-75,2,A. Davis makes 2-pt shot at rim
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
12:00.0,Offensive foul by J. Green,,77-75,,
12:00.0,Turnover by J. Green (offensive foul),,77-75,,
11:39.0,,,77-75,,D. Cunningham misses 2-pt shot from 21 ft
11:36.0,,,77-75,,Offensive rebound by R. Anderson
11:35.0,,,77-77,2,R. Anderson makes 2-pt shot from 1 ft
11:07.0,T. Allen makes 2-pt shot from 1 ft (assist by J. Green),2,79-77,,
10:55.0,,,79-79,2,A. Davis makes 2-pt shot at rim (assist by N. Cole)
10:39.0,J. Green misses 2-pt shot from 18 ft,,79-79,,
10:37.0,,,79-79,,Defensive rebound by R. Anderson
10:32.0,,,79-79,,J. Holiday misses 2-pt shot from 1 ft
10:30.0,Defensive rebound by T. Allen,,79-79,,
10:21.0,T. Allen misses 2-pt shot from 2 ft (block by J. Holiday),,79-79,,
10:19.0,,,79-79,,Defensive rebound by A. Davis
10:19.0,Loose ball foul by T. Allen (drawn by A. Davis),,79-79,,
10:14.0,,,79-79,,T. Douglas enters the game for N. Cole
10:07.0,,,79-79,,Turnover by R. Anderson (lost ball)
10:06.0,V. Carter enters the game for J. Green,,79-79,,
10:06.0,,,79-79,,A. Ajinca enters the game for A. Davis
9:54.0,Shooting foul by A. Ajinca (drawn by Z. Randolph),,79-79,,
9:54.0,Z. Randolph makes free throw 1 of 2,1,80-79,,
9:54.0,Z. Randolph misses free throw 2 of 2,,80-79,,
9:52.0,,,80-79,,Defensive rebound by R. Anderson
9:35.0,,,80-79,,J. Holiday misses 2-pt shot from 17 ft
9:32.0,Defensive rebound by Z. Randolph,,80-79,,
9:27.0,Turnover by M. Chalmers (bad pass),,80-79,,
9:26.0,R. Hollins enters the game for Z. Randolph,,80-79,,
9:14.0,,,80-79,,R. Anderson misses 3-pt shot from 26 ft
9:12.0,Defensive rebound by T. Allen,,80-79,,
8:56.0,Shooting foul by D. Cunningham (drawn by J. Green),,80-79,,
8:56.0,Official timeout,,80-79,,
8:56.0,J. Green makes free throw 1 of 2,1,81-79,,
8:56.0,J. Green makes free throw 2 of 2,1,82-79,,
8:42.0,,,82-79,,J. Holiday misses 2-pt shot from 3 ft
8:42.0,Defensive rebound by Team,,82-79,,
8:21.0,M. Chalmers makes 2-pt shot from 22 ft,2,84-79,,
8:04.0,,,84-82,3,T. Douglas makes 3-pt shot from 25 ft
7:43.0,T. Allen misses 2-pt shot from 2 ft (block by J. Holiday),,84-82,,
7:41.0,,,84-82,,Defensive rebound by T. Douglas
7:29.0,,,84-82,,T. Douglas misses 3-pt shot from 25 ft
7:28.0,,,84-82,,Offensive rebound by D. Cunningham
7:25.0,,,84-84,2,D. Cunningham makes 2-pt shot from 1 ft
7:16.0,Turnover by M. Chalmers (lost ball; steal by T. Douglas),,84-84,,
7:16.0,Loose ball foul by M. Chalmers (drawn by T. Douglas),,84-84,,
7:16.0,Technical foul by M. Chalmers (drawn by T. Douglas),,84-84,,
7:16.0,,,84-85,1,R. Anderson makes technical free throw
7:16.0,,,84-85,,A. Davis enters the game for A. Ajinca
7:16.0,M. Conley enters the game for M. Chalmers,,84-85,,
7:02.0,,,84-85,,Shooting foul by T. Allen (drawn by R. Anderson)
7:02.0,,,84-86,1,R. Anderson makes free throw 1 of 2
7:02.0,M. Gasol enters the game for R. Hollins,,84-86,,
7:02.0,,,84-86,,R. Anderson misses free throw 2 of 2
7:00.0,Defensive rebound by M. Gasol,,84-86,,
6:48.0,,,84-86,,Personal foul by J. Holiday (drawn by V. Carter)
6:37.0,M. Conley makes 3-pt shot from 24 ft (assist by M. Gasol),3,87-86,,
6:16.0,,,87-86,,J. Holiday misses 2-pt shot from 12 ft
6:15.0,Defensive rebound by T. Allen,,87-86,,
6:10.0,Shooting foul by T. Douglas (drawn by M. Conley),,87-86,,
6:10.0,M. Conley makes free throw 1 of 2,1,88-86,,
6:10.0,,,88-86,,N. Cole enters the game for T. Douglas
6:10.0,M. Conley makes free throw 2 of 2,1,89-86,,
5:54.0,,,89-86,,A. Davis misses 3-pt shot from 24 ft
5:54.0,Defensive rebound by V. Carter,,89-86,,
5:42.0,V. Carter makes 3-pt shot from 25 ft (assist by M. Conley),3,92-86,,
5:28.0,,,92-86,,J. Holiday misses 2-pt shot at rim
5:28.0,Defensive rebound by J. Green,,92-86,,
5:19.0,M. Gasol makes 2-pt shot at rim (assist by M. Conley),2,94-86,,
5:19.0,,,94-86,,New Orleans full timeout
4:58.0,,,94-86,,N. Cole misses 2-pt shot from 13 ft
4:54.0,Defensive rebound by J. Green,,94-86,,
4:40.0,Turnover by M. Conley (bad pass; steal by N. Cole),,94-86,,
4:38.0,,,94-88,2,A. Davis makes 2-pt shot at rim (assist by N. Cole)
4:08.0,M. Conley misses 3-pt shot from 25 ft,,94-88,,
4:05.0,,,94-88,,Defensive rebound by Team
3:57.0,,,94-88,,Shooting foul by T. Allen (drawn by J. Holiday)
3:57.0,,,94-88,,J. Holiday misses free throw 1 of 2
3:57.0,,,94-88,,Offensive rebound by Team
3:57.0,,,94-89,1,J. Holiday makes free throw 2 of 2
3:34.0,J. Green makes 3-pt shot from 24 ft (assist by M. Conley),3,97-89,,
3:08.0,,,97-89,,Shooting foul by T. Allen (drawn by J. Holiday)
3:08.0,Z. Randolph enters the game for T. Allen,,97-89,,
3:08.0,,,97-90,1,J. Holiday makes free throw 1 of 2
3:08.0,,,97-90,,J. Holiday misses free throw 2 of 2
3:06.0,Defensive rebound by Z. Randolph,,97-90,,
2:51.0,V. Carter makes 3-pt shot from 27 ft (assist by M. Conley),3,100-90,,
2:38.0,,,100-90,,Shooting foul by M. Conley (drawn by N. Cole)
2:38.0,Memphis full timeout,,100-90,,
2:38.0,,,100-91,1,N. Cole makes free throw 1 of 2
2:38.0,,,100-92,1,N. Cole makes free throw 2 of 2
2:20.0,V. Carter makes 3-pt shot from 24 ft (assist by M. Gasol),3,103-92,,
1:57.0,,,103-92,,Turnover by A. Davis (lost ball)
1:37.0,M. Conley makes 2-pt shot from 1 ft (assist by J. Green),2,105-92,,
1:27.0,,,105-92,,Turnover by R. Anderson (bad pass; steal by J. Green)
1:24.0,J. Green makes 2-pt shot from 1 ft,2,107-92,,
1:24.0,Shooting foul by N. Cole (drawn by J. Green),,107-92,,
1:24.0,,,107-92,,T. Douglas enters the game for J. Holiday
1:24.0,J. Green makes free throw 1 of 1,1,108-92,,
1:24.0,,,108-92,,New Orleans full timeout
1:24.0,,,108-92,,A. Ajinca enters the game for A. Davis
1:24.0,M. Chalmers enters the game for M. Gasol,,108-92,,
1:22.0,,,108-92,,Turnover by R. Anderson (lost ball)
1:08.0,V. Carter makes 2-pt shot at rim (assist by M. Chalmers),2,110-92,,
0:47.0,,,110-95,3,N. Cole makes 3-pt shot from 27 ft (assist by T. Douglas)
0:23.0,J. Green misses 3-pt shot from 24 ft,,110-95,,
0:23.0,,,110-95,,Defensive rebound by A. Ajinca
0:14.0,,,110-95,,T. Douglas misses 3-pt shot from 25 ft
0:14.0,Defensive rebound by M. Chalmers,,110-95,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
