time,Golden State,pts.away,score,pts.home,Houston
4:27.0,,,19-13,,J. Terry enters the game for P. Beverley
4:24.0,A. Bogut makes 2-pt shot at rim (assist by K. Thompson),2,21-13,,
4:02.0,,,21-15,2,J. Terry makes 2-pt shot from 6 ft
3:39.0,Turnover by D. Green (lost ball; steal by J. Harden),,21-15,,
3:34.0,,,21-17,2,J. Terry makes 2-pt shot from 2 ft (assist by J. Harden)
3:16.0,A. Iguodala misses 3-pt shot from 23 ft,,21-17,,
3:15.0,Offensive rebound by A. Bogut,,21-17,,
3:15.0,A. Bogut makes 2-pt shot from 1 ft,2,23-17,,
3:03.0,,,23-17,,J. Harden misses 3-pt shot from 25 ft
3:02.0,Defensive rebound by A. Bogut,,23-17,,
2:46.0,Shooting foul by M. Beasley (drawn by A. Iguodala),,23-17,,
2:46.0,Golden State full timeout,,23-17,,
2:46.0,I. Clark enters the game for A. Bogut,,23-17,,
2:46.0,J. McAdoo enters the game for S. Curry,,23-17,,
2:46.0,,,23-17,,C. Capela enters the game for D. Howard
2:46.0,A. Iguodala misses free throw 1 of 2,,23-17,,
2:46.0,Offensive rebound by Team,,23-17,,
2:46.0,A. Iguodala makes free throw 2 of 2,1,24-17,,
2:33.0,,,24-17,,Turnover by J. Terry (lost ball; steal by J. McAdoo)
2:33.0,Golden State full timeout,,24-17,,
2:25.0,K. Thompson misses 3-pt shot from 25 ft,,24-17,,
2:24.0,,,24-17,,Defensive rebound by J. Terry
2:20.0,,,24-17,,Turnover by J. Terry (lost ball; steal by I. Clark)
2:20.0,,,24-17,,Personal foul by J. Terry
2:20.0,D. Green misses free throw 1 of 2,,24-17,,
2:20.0,Offensive rebound by Team,,24-17,,
2:20.0,D. Green misses free throw 2 of 2,,24-17,,
2:20.0,,,24-17,,Defensive rebound by M. Beasley
2:00.0,,,24-17,,Turnover by J. Terry (bad pass)
1:47.0,A. Iguodala makes 3-pt shot from 25 ft (assist by J. McAdoo),3,27-17,,
1:37.0,Personal foul by A. Iguodala,,27-17,,
1:25.0,,,27-19,2,M. Beasley makes 2-pt shot from 12 ft (assist by C. Capela)
1:09.0,J. McAdoo misses 2-pt shot from 3 ft (block by C. Capela),,27-19,,
1:08.0,,,27-19,,Defensive rebound by J. Harden
1:00.0,,,27-21,2,M. Beasley makes 2-pt shot from 10 ft (assist by J. Harden)
0:47.0,K. Thompson misses 2-pt shot from 10 ft,,27-21,,
0:46.0,,,27-21,,Defensive rebound by J. Terry
0:40.0,Shooting block foul by J. McAdoo (drawn by J. Harden),,27-21,,
0:40.0,,,27-22,1,J. Harden makes free throw 1 of 2
0:40.0,,,27-22,,D. Motiejunas enters the game for C. Capela
0:40.0,,,27-23,1,J. Harden makes free throw 2 of 2
0:39.0,,,27-23,,Personal take foul by D. Motiejunas
0:39.0,J. McAdoo misses free throw 1 of 2,,27-23,,
0:39.0,Offensive rebound by Team,,27-23,,
0:39.0,J. McAdoo misses free throw 2 of 2,,27-23,,
0:39.0,,,27-23,,Defensive rebound by D. Motiejunas
0:25.0,,,27-26,3,M. Beasley makes 3-pt shot from 22 ft (assist by J. Terry)
0:03.0,I. Clark makes 2-pt shot from 2 ft (assist by A. Iguodala),2,29-26,,
0:00.0,,,29-29,3,J. Harden makes 3-pt shot from 30 ft (assist by J. Terry)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,29-29,,Shooting foul by H. Barnes (drawn by M. Beasley)
11:44.0,,,29-30,1,M. Beasley makes free throw 1 of 2
11:44.0,,,29-31,1,M. Beasley makes free throw 2 of 2
11:28.0,A. Iguodala makes 2-pt shot from 16 ft,2,31-31,,
11:09.0,,,31-33,2,D. Howard makes 2-pt shot from 2 ft (assist by J. Harden)
10:50.0,A. Iguodala makes 2-pt shot from 13 ft,2,33-33,,
10:36.0,,,33-35,2,M. Beasley makes 2-pt shot from 10 ft
10:24.0,M. Speights makes 3-pt shot from 26 ft (assist by S. Curry),3,36-35,,
10:10.0,,,36-37,2,D. Howard makes 2-pt shot at rim (assist by J. Harden)
9:58.0,Turnover by S. Curry (lost ball; steal by P. Beverley),,36-37,,
9:54.0,,,36-37,,P. Beverley misses 2-pt shot from 1 ft
9:53.0,,,36-37,,Offensive rebound by C. Brewer
9:53.0,,,36-39,2,C. Brewer makes 2-pt shot at rim
9:52.0,Golden State full timeout,,36-39,,
9:39.0,A. Iguodala misses 2-pt shot from 17 ft,,36-39,,
9:38.0,,,36-39,,Defensive rebound by D. Howard
9:29.0,,,36-41,2,D. Howard makes 2-pt shot at rim (assist by J. Harden)
9:10.0,S. Livingston misses 2-pt shot from 1 ft (block by D. Howard),,36-41,,
9:09.0,,,36-41,,Defensive rebound by D. Howard
9:05.0,,,36-41,,C. Brewer misses 2-pt shot from 1 ft
9:04.0,Defensive rebound by H. Barnes,,36-41,,
8:58.0,S. Livingston misses 2-pt shot from 13 ft,,36-41,,
8:57.0,,,36-41,,Defensive rebound by D. Howard
8:50.0,,,36-41,,J. Harden misses 3-pt shot from 25 ft
8:49.0,,,36-41,,Offensive rebound by D. Howard
8:48.0,,,36-43,2,D. Howard makes 2-pt shot at rim
8:37.0,,,36-43,,Personal foul by C. Brewer
8:37.0,A. Bogut enters the game for M. Speights,,36-43,,
8:27.0,S. Curry misses 3-pt shot from 25 ft,,36-43,,
8:26.0,,,36-43,,Defensive rebound by D. Howard
8:13.0,,,36-43,,C. Brewer misses 3-pt shot from 24 ft
8:12.0,Defensive rebound by Team,,36-43,,
8:12.0,,,36-43,,Loose ball foul by D. Howard
8:12.0,D. Green enters the game for A. Iguodala,,36-43,,
8:04.0,A. Bogut makes 2-pt shot at rim (assist by S. Curry),2,38-43,,
7:44.0,,,38-43,,M. Beasley misses 2-pt shot from 15 ft
7:43.0,Defensive rebound by S. Livingston,,38-43,,
7:34.0,S. Curry makes 3-pt shot from 27 ft (assist by D. Green),3,41-43,,
7:17.0,Shooting block foul by A. Bogut (drawn by J. Harden),,41-43,,
7:17.0,,,41-44,1,J. Harden makes free throw 1 of 2
7:17.0,,,41-44,,T. Ariza enters the game for C. Brewer
7:17.0,,,41-45,1,J. Harden makes free throw 2 of 2
7:03.0,S. Livingston makes 2-pt shot at rim (assist by S. Curry),2,43-45,,
6:48.0,,,43-45,,M. Beasley misses 2-pt shot from 14 ft
6:47.0,,,43-45,,Offensive rebound by D. Howard
6:47.0,,,43-45,,Shooting foul by H. Barnes (drawn by D. Howard)
6:47.0,,,43-45,,D. Howard misses free throw 1 of 2
6:47.0,,,43-45,,Offensive rebound by Team
6:47.0,,,43-45,,D. Motiejunas enters the game for M. Beasley
6:47.0,K. Thompson enters the game for H. Barnes,,43-45,,
6:47.0,,,43-45,,D. Howard misses free throw 2 of 2
6:46.0,,,43-45,,Offensive rebound by Team
6:46.0,Loose ball foul by D. Green,,43-45,,
6:46.0,Personal take foul by S. Livingston,,43-45,,
6:46.0,,,43-46,1,D. Howard makes free throw 1 of 2
6:46.0,,,43-46,,Violation by Team (double lane)
6:45.0,Jump ball: A. Bogut vs. D. Howard (D. Motiejunas gains possession),,,,Jump ball: A. Bogut vs. D. Howard (D. Motiejunas gains possession)
6:27.0,,,43-46,,Shooting foul by A. Bogut (drawn by T. Ariza)
6:27.0,,,43-47,1,T. Ariza makes free throw 1 of 3
6:27.0,,,43-47,,T. Ariza misses free throw 2 of 3
6:27.0,,,43-47,,Offensive rebound by Team
6:27.0,F. Ezeli enters the game for A. Bogut,,43-47,,
6:27.0,,,43-48,1,T. Ariza makes free throw 3 of 3
6:16.0,Turnover by D. Green (lost ball; steal by J. Harden),,43-48,,
6:12.0,,,43-48,,Turnover by J. Harden (bad pass)
5:57.0,Turnover by S. Curry (lost ball; steal by J. Harden),,43-48,,
5:54.0,,,43-50,2,J. Harden makes 2-pt shot at rim
5:53.0,Golden State full timeout,,43-50,,
5:53.0,,,43-50,,C. Capela enters the game for D. Motiejunas
5:53.0,,,43-50,,Inbound foul by C. Capela
5:53.0,F. Ezeli makes free throw 1 of 2,1,44-50,,
5:53.0,,,44-50,,D. Motiejunas enters the game for C. Capela
5:53.0,F. Ezeli misses free throw 2 of 2,,44-50,,
5:53.0,Offensive rebound by Team,,44-50,,
5:53.0,,,44-50,,Loose ball foul by D. Motiejunas
5:47.0,Turnover by S. Curry (lost ball; steal by T. Ariza),,44-50,,
5:45.0,,,44-50,,Offensive charge foul by T. Ariza
5:45.0,,,44-50,,Turnover by T. Ariza (offensive foul)
5:39.0,Offensive foul by D. Green,,44-50,,
5:39.0,Turnover by D. Green (offensive foul),,44-50,,
5:28.0,,,44-50,,Turnover by D. Motiejunas (bad pass)
5:17.0,S. Curry misses 3-pt shot from 23 ft,,44-50,,
5:17.0,,,44-50,,Defensive rebound by D. Motiejunas
4:58.0,,,44-50,,P. Beverley misses 3-pt shot from 23 ft
4:57.0,,,44-50,,Offensive rebound by Team
4:57.0,A. Iguodala enters the game for S. Curry,,44-50,,
4:41.0,,,44-50,,T. Ariza misses 2-pt shot from 2 ft
4:40.0,,,44-50,,Offensive rebound by T. Ariza
4:40.0,,,44-50,,T. Ariza misses 2-pt shot from 2 ft
4:38.0,Defensive rebound by A. Iguodala,,44-50,,
4:34.0,K. Thompson misses 3-pt shot from 23 ft,,44-50,,
4:33.0,Offensive rebound by A. Iguodala,,44-50,,
4:14.0,S. Livingston misses 2-pt shot from 10 ft,,44-50,,
4:13.0,,,44-50,,Defensive rebound by P. Beverley
4:07.0,,,44-50,,T. Ariza misses 3-pt shot from 25 ft
4:07.0,Defensive rebound by Team,,44-50,,
3:54.0,D. Green misses 2-pt shot from 3 ft,,44-50,,
3:53.0,,,44-50,,Defensive rebound by J. Harden
3:48.0,,,44-50,,Turnover by J. Harden (lost ball; steal by D. Green)
3:38.0,F. Ezeli makes 2-pt shot from 6 ft (assist by K. Thompson),2,46-50,,
3:37.0,,,46-50,,Houston full timeout
3:37.0,H. Barnes enters the game for S. Livingston,,46-50,,
3:37.0,,,46-50,,J. Terry enters the game for P. Beverley
3:33.0,Personal take foul by F. Ezeli,,46-50,,
3:33.0,,,46-50,,D. Howard misses free throw 1 of 2
3:33.0,,,46-50,,Offensive rebound by Team
3:33.0,,,46-50,,D. Howard misses free throw 2 of 2
3:31.0,Defensive rebound by F. Ezeli,,46-50,,
3:20.0,H. Barnes makes 3-pt shot from 23 ft (assist by A. Iguodala),3,49-50,,
3:00.0,,,49-50,,Turnover by J. Harden (bad pass)
2:39.0,A. Iguodala makes 3-pt shot from 25 ft,3,52-50,,
2:29.0,Personal take foul by F. Ezeli,,52-50,,
2:29.0,,,52-50,,D. Howard misses free throw 1 of 2
2:29.0,,,52-50,,Offensive rebound by Team
2:29.0,,,52-50,,M. Beasley enters the game for D. Motiejunas
2:29.0,,,52-51,1,D. Howard makes free throw 2 of 2
2:18.0,Shooting foul by T. Ariza (drawn by A. Iguodala),,52-51,,
2:18.0,A. Iguodala misses free throw 1 of 2,,52-51,,
2:18.0,Offensive rebound by Team,,52-51,,
2:18.0,,,52-51,,D. Motiejunas enters the game for D. Howard
2:18.0,S. Curry enters the game for F. Ezeli,,52-51,,
2:18.0,A. Iguodala misses free throw 2 of 2,,52-51,,
2:18.0,,,52-51,,Defensive rebound by M. Beasley
1:56.0,,,52-51,,Shooting foul by K. Thompson (drawn by M. Beasley)
1:56.0,,,52-52,1,M. Beasley makes free throw 1 of 2
1:56.0,,,52-53,1,M. Beasley makes free throw 2 of 2
1:36.0,H. Barnes misses 3-pt shot from 25 ft,,52-53,,
1:35.0,,,52-53,,Defensive rebound by J. Terry
1:24.0,,,52-53,,Turnover by M. Beasley (lost ball; steal by A. Iguodala)
1:18.0,H. Barnes makes 2-pt shot at rim (assist by A. Iguodala),2,54-53,,
1:02.0,Violation by K. Thompson (kicked ball),,54-53,,
1:02.0,M. Speights enters the game for D. Green,,54-53,,
0:49.0,,,54-53,,Shooting foul by A. Iguodala (drawn by J. Harden)
0:49.0,,,54-54,1,J. Harden makes free throw 1 of 2
0:49.0,,,54-54,,C. Brewer enters the game for J. Terry
0:49.0,,,54-55,1,J. Harden makes free throw 2 of 2
0:36.0,S. Curry misses 3-pt shot from 25 ft,,54-55,,
0:34.0,Offensive rebound by M. Speights,,54-55,,
0:34.0,M. Speights misses 2-pt shot from 2 ft,,54-55,,
0:34.0,Offensive rebound by Team,,54-55,,
0:33.0,Turnover by S. Curry (lost ball; steal by J. Harden),,54-55,,
0:30.0,,,54-55,,Shooting foul by H. Barnes (drawn by J. Harden)
0:30.0,,,54-55,,J. Harden misses free throw 1 of 2
0:30.0,,,54-55,,Offensive rebound by Team
0:30.0,B. Rush enters the game for H. Barnes,,54-55,,
0:30.0,,,54-56,1,J. Harden makes free throw 2 of 2
0:13.0,Turnover by S. Curry (lost ball; steal by D. Motiejunas),,54-56,,
0:10.0,,,54-56,,Turnover by D. Motiejunas (lost ball; steal by K. Thompson)
0:04.0,A. Iguodala makes 2-pt shot at rim (assist by K. Thompson),2,56-56,,
0:00.0,,,56-56,,T. Ariza misses 3-pt shot from 33 ft
0:00.0,,,56-56,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:34.0,,,56-56,,T. Ariza misses 2-pt shot from 14 ft
11:33.0,Defensive rebound by A. Bogut,,56-56,,
11:18.0,D. Green makes 3-pt shot from 25 ft (assist by A. Bogut),3,59-56,,
10:58.0,,,59-56,,Shooting foul by S. Livingston (drawn by D. Motiejunas)
10:58.0,,,59-57,1,D. Motiejunas makes free throw 1 of 2
10:58.0,,,59-57,,D. Motiejunas misses free throw 2 of 2
10:58.0,Defensive rebound by D. Green,,59-57,,
10:36.0,Shooting foul by J. Terry (drawn by H. Barnes),,59-57,,
10:36.0,H. Barnes makes free throw 1 of 2,1,60-57,,
10:36.0,H. Barnes makes free throw 2 of 2,1,61-57,,
10:26.0,,,61-57,,Turnover by D. Howard (lost ball; steal by A. Bogut)
10:15.0,K. Thompson makes 3-pt shot from 27 ft (assist by A. Bogut),3,64-57,,
10:15.0,,,64-57,,Houston full timeout
9:56.0,,,64-59,2,D. Motiejunas makes 2-pt shot from 7 ft (assist by J. Harden)
9:41.0,Turnover by D. Green (lost ball; steal by J. Harden),,64-59,,
9:38.0,Personal foul by A. Bogut,,64-59,,
9:28.0,,,64-59,,Shooting foul by A. Bogut (drawn by D. Motiejunas)
9:28.0,,,64-59,,D. Motiejunas misses free throw 1 of 2
9:28.0,,,64-59,,Offensive rebound by Team
9:28.0,F. Ezeli enters the game for A. Bogut,,64-59,,
9:28.0,,,64-59,,D. Motiejunas misses free throw 2 of 2
9:28.0,Defensive rebound by F. Ezeli,,64-59,,
9:10.0,D. Green misses 2-pt shot from 18 ft,,64-59,,
9:10.0,,,64-59,,Defensive rebound by J. Harden
9:06.0,,,64-59,,Turnover by D. Motiejunas (lost ball; steal by H. Barnes)
8:59.0,S. Livingston makes 2-pt shot at rim (assist by H. Barnes),2,66-59,,
8:40.0,,,66-62,3,D. Motiejunas makes 3-pt shot from 25 ft (assist by J. Terry)
8:22.0,K. Thompson misses 2-pt shot from 22 ft,,66-62,,
8:21.0,,,66-62,,Defensive rebound by T. Ariza
8:18.0,,,66-62,,Turnover by T. Ariza (lost ball; steal by K. Thompson)
8:11.0,D. Green makes 3-pt shot from 26 ft (assist by K. Thompson),3,69-62,,
7:57.0,,,69-65,3,J. Harden makes 3-pt shot from 24 ft
7:38.0,H. Barnes misses 3-pt shot from 23 ft,,69-65,,
7:37.0,Offensive rebound by F. Ezeli,,69-65,,
7:26.0,D. Green makes 3-pt shot from 25 ft (assist by S. Livingston),3,72-65,,
7:13.0,,,72-65,,J. Harden misses 3-pt shot from 25 ft
7:12.0,Defensive rebound by S. Livingston,,72-65,,
7:08.0,D. Green makes 2-pt shot at rim (assist by K. Thompson),2,74-65,,
7:08.0,,,74-65,,M. Beasley enters the game for D. Motiejunas
7:08.0,,,74-65,,Technical foul by D. Howard
7:08.0,Technical foul by S. Livingston,,74-65,,
6:54.0,,,74-67,2,J. Harden makes 2-pt shot from 17 ft
6:29.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Livingston),3,77-67,,
6:15.0,,,77-67,,J. Harden misses 2-pt shot from 11 ft
6:14.0,Defensive rebound by S. Livingston,,77-67,,
6:08.0,K. Thompson makes 3-pt shot from 23 ft (assist by S. Livingston),3,80-67,,
6:08.0,,,80-67,,Houston full timeout
5:52.0,,,80-69,2,M. Beasley makes 2-pt shot from 7 ft (assist by J. Harden)
5:38.0,Turnover by K. Thompson (lost ball; steal by J. Harden),,80-69,,
5:17.0,,,80-69,,J. Harden misses 3-pt shot from 23 ft
5:17.0,Defensive rebound by K. Thompson,,80-69,,
5:07.0,H. Barnes makes 3-pt shot from 23 ft (assist by S. Livingston),3,83-69,,
4:46.0,,,83-72,3,J. Terry makes 3-pt shot from 24 ft (assist by J. Harden)
4:39.0,S. Livingston makes 2-pt shot from 16 ft,2,85-72,,
4:39.0,Shooting foul by J. Terry (drawn by S. Livingston),,85-72,,
4:39.0,A. Iguodala enters the game for H. Barnes,,85-72,,
4:39.0,,,85-72,,C. Brewer enters the game for J. Terry
4:39.0,S. Livingston makes free throw 1 of 1,1,86-72,,
4:25.0,,,86-72,,Turnover by J. Harden (bad pass)
4:02.0,K. Thompson misses 3-pt shot from 26 ft,,86-72,,
4:01.0,,,86-72,,Defensive rebound by D. Howard
3:47.0,,,86-72,,M. Beasley misses 2-pt shot from 20 ft
3:46.0,,,86-72,,Offensive rebound by C. Brewer
3:42.0,,,86-74,2,M. Beasley makes 2-pt shot from 1 ft (assist by C. Brewer)
3:26.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Livingston),3,89-74,,
3:00.0,,,89-74,,C. Brewer misses 3-pt shot from 25 ft
2:59.0,Defensive rebound by K. Thompson,,89-74,,
2:35.0,S. Livingston misses 2-pt shot from 11 ft,,89-74,,
2:34.0,,,89-74,,Defensive rebound by J. Harden
2:27.0,,,89-76,2,C. Brewer makes 2-pt shot from 22 ft (assist by J. Harden)
2:26.0,Golden State full timeout,,89-76,,
2:26.0,I. Clark enters the game for S. Livingston,,89-76,,
2:26.0,M. Speights enters the game for F. Ezeli,,89-76,,
2:26.0,,,89-76,,C. Capela enters the game for D. Howard
2:11.0,Shooting foul by C. Brewer (drawn by M. Speights),,89-76,,
2:11.0,M. Speights makes free throw 1 of 2,1,90-76,,
2:11.0,M. Speights makes free throw 2 of 2,1,91-76,,
2:01.0,,,91-76,,C. Brewer misses 3-pt shot from 24 ft
2:00.0,,,91-76,,Offensive rebound by J. Harden
1:55.0,,,91-76,,M. Beasley misses 2-pt shot from 11 ft
1:54.0,Defensive rebound by D. Green,,91-76,,
1:34.0,D. Green misses 3-pt shot from 25 ft,,91-76,,
1:33.0,Offensive rebound by A. Iguodala,,91-76,,
1:30.0,A. Iguodala makes 2-pt shot at rim,2,93-76,,
1:09.0,,,93-76,,M. Beasley misses 2-pt shot from 11 ft
1:08.0,Defensive rebound by D. Green,,93-76,,
1:02.0,A. Iguodala makes 2-pt shot from 2 ft (assist by D. Green),2,95-76,,
0:50.0,,,95-76,,J. Harden misses 2-pt shot from 3 ft
0:50.0,Defensive rebound by A. Iguodala,,95-76,,
0:37.0,,,95-76,,Personal foul by T. Ariza
0:33.0,M. Speights misses 3-pt shot from 25 ft,,95-76,,
0:32.0,,,95-76,,Defensive rebound by M. Beasley
0:22.0,,,95-76,,J. Harden misses 3-pt shot from 26 ft
0:21.0,Defensive rebound by M. Speights,,95-76,,
0:18.0,D. Green makes 2-pt shot at rim (assist by M. Speights),2,97-76,,
0:04.0,,,97-76,,M. Beasley misses 3-pt shot from 25 ft
0:03.0,Defensive rebound by D. Green,,97-76,,
0:00.0,D. Green misses 3-pt shot from 69 ft,,97-76,,
0:00.0,Offensive rebound by Team,,97-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,Turnover by I. Clark (lost ball; steal by J. Harden),,97-76,,
11:36.0,,,97-78,2,T. Ariza makes 2-pt shot from 7 ft
11:22.0,,,97-78,,Personal foul by T. Ariza
11:16.0,Turnover by M. Speights (lost ball),,97-78,,
11:06.0,,,97-78,,J. Harden misses 3-pt shot from 25 ft
11:05.0,Defensive rebound by M. Speights,,97-78,,
11:00.0,,,97-78,,Personal foul by J. Terry
10:46.0,L. Barbosa misses 2-pt shot from 8 ft,,97-78,,
10:46.0,Offensive rebound by Team,,97-78,,
10:46.0,,,97-78,,Loose ball foul by J. Terry
10:36.0,M. Speights misses 2-pt shot from 20 ft,,97-78,,
10:36.0,,,97-78,,Defensive rebound by D. Howard
10:33.0,,,97-78,,Offensive charge foul by D. Howard
10:33.0,,,97-78,,Turnover by D. Howard (offensive foul)
10:20.0,H. Barnes misses 3-pt shot from 23 ft,,97-78,,
10:18.0,,,97-78,,Defensive rebound by Team
10:03.0,,,97-78,,T. Ariza misses 2-pt shot from 10 ft
10:02.0,Defensive rebound by I. Clark,,97-78,,
9:48.0,I. Clark makes 3-pt shot from 26 ft (assist by A. Iguodala),3,100-78,,
9:31.0,Personal foul by I. Clark,,100-78,,
9:21.0,,,100-78,,T. Ariza misses 3-pt shot from 23 ft
9:20.0,Defensive rebound by H. Barnes,,100-78,,
9:14.0,A. Iguodala makes 2-pt shot from 3 ft,2,102-78,,
9:03.0,,,102-78,,Shooting foul by M. Speights (drawn by D. Howard)
9:03.0,,,102-79,1,D. Howard makes free throw 1 of 2
9:03.0,,,102-80,1,D. Howard makes free throw 2 of 2
8:47.0,A. Iguodala makes 3-pt shot from 26 ft (assist by I. Clark),3,105-80,,
8:45.0,Violation by Team (jump ball),,105-80,,
8:36.0,,,105-80,,J. Harden misses 2-pt shot from 13 ft
8:35.0,Defensive rebound by A. Iguodala,,105-80,,
8:30.0,Turnover by A. Iguodala (lost ball; steal by T. Ariza),,105-80,,
8:12.0,,,105-82,2,D. Howard makes 2-pt shot from 2 ft
7:47.0,H. Barnes misses 2-pt shot from 2 ft,,105-82,,
7:46.0,,,105-82,,Defensive rebound by D. Howard
7:45.0,,,105-82,,Houston full timeout
7:45.0,S. Livingston enters the game for A. Iguodala,,105-82,,
7:45.0,D. Green enters the game for I. Clark,,105-82,,
7:45.0,,,105-82,,K. McDaniels enters the game for T. Ariza
7:45.0,,,105-82,,C. Brewer enters the game for J. Harden
7:37.0,,,105-82,,Shooting foul by M. Speights (drawn by D. Howard)
7:37.0,,,105-82,,D. Howard misses free throw 1 of 2
7:37.0,,,105-82,,Offensive rebound by Team
7:37.0,,,105-82,,D. Howard misses free throw 2 of 2
7:37.0,Defensive rebound by S. Livingston,,105-82,,
7:21.0,M. Speights makes 2-pt shot from 20 ft (assist by S. Livingston),2,107-82,,
7:05.0,,,107-84,2,J. Terry makes 2-pt shot from 11 ft (assist by D. Motiejunas)
6:46.0,H. Barnes makes 2-pt shot from 20 ft (assist by L. Barbosa),2,109-84,,
6:28.0,,,109-84,,D. Howard misses 2-pt shot from 7 ft
6:28.0,Defensive rebound by Team,,109-84,,
6:28.0,A. Bogut enters the game for M. Speights,,109-84,,
6:28.0,,,109-84,,M. Harrell enters the game for D. Motiejunas
6:20.0,Offensive foul by A. Bogut,,109-84,,
6:20.0,Turnover by A. Bogut (offensive foul),,109-84,,
6:20.0,M. Speights enters the game for A. Bogut,,109-84,,
6:08.0,,,109-84,,J. Terry misses 2-pt shot from 19 ft
