time,LA Clippers,pts.away,score,pts.home,Sacramento
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:34.0,,,25-19,2,C. Butler makes 2-pt shot from 20 ft (assist by M. Belinelli)
11:20.0,A. Rivers misses 3-pt shot from 25 ft,,25-19,,
11:19.0,,,25-19,,Defensive rebound by O. Casspi
11:09.0,,,25-19,,Turnover by D. Collison (bad pass; steal by A. Rivers)
11:03.0,A. Rivers misses 2-pt shot from 5 ft,,25-19,,
11:03.0,,,25-19,,Defensive rebound by O. Casspi
10:53.0,,,25-19,,M. Belinelli misses 2-pt shot from 6 ft
10:48.0,,,25-19,,Offensive rebound by W. Cauley-Stein
10:48.0,,,25-21,2,W. Cauley-Stein makes 2-pt shot from 5 ft
10:27.0,J. Crawford makes 2-pt shot from 20 ft,2,27-21,,
10:11.0,,,27-23,2,C. Butler makes 2-pt shot from 21 ft (assist by M. Belinelli)
9:54.0,,,27-23,,Personal foul by O. Casspi (drawn by J. Smith)
9:54.0,,,27-23,,D. Cousins enters the game for W. Cauley-Stein
9:43.0,W. Johnson makes 3-pt shot from 23 ft (assist by A. Rivers),3,30-23,,
9:27.0,,,30-23,,O. Casspi misses 2-pt shot from 8 ft
9:27.0,,,30-23,,Offensive rebound by D. Cousins
9:25.0,,,30-23,,D. Cousins misses 2-pt shot from 3 ft
9:25.0,Defensive rebound by Team,,30-23,,
9:13.0,Turnover by J. Smith (bad pass; steal by O. Casspi),,30-23,,
9:09.0,,,30-23,,Turnover by D. Cousins (bad pass)
8:54.0,J. Smith misses 2-pt shot from 20 ft,,30-23,,
8:53.0,,,30-23,,Defensive rebound by C. Butler
8:41.0,Official timeout,,30-23,,
8:41.0,D. Jordan enters the game for J. Smith,,30-23,,
8:41.0,,,30-23,,R. Gay enters the game for O. Casspi
8:36.0,,,30-23,,D. Cousins misses 2-pt shot from 3 ft
8:35.0,Defensive rebound by D. Jordan,,30-23,,
8:27.0,Shooting foul by C. Butler (drawn by A. Rivers),,30-23,,
8:27.0,A. Rivers makes free throw 1 of 2,1,31-23,,
8:27.0,A. Rivers makes free throw 2 of 2,1,32-23,,
8:13.0,,,32-23,,Turnover by D. Cousins (bad pass; steal by W. Johnson)
8:05.0,A. Rivers misses 3-pt shot from 24 ft,,32-23,,
8:05.0,,,32-23,,Defensive rebound by R. Gay
7:59.0,,,32-25,2,D. Collison makes 2-pt shot from 2 ft (assist by R. Gay)
7:43.0,J. Crawford misses 2-pt shot from 19 ft,,32-25,,
7:40.0,,,32-25,,Defensive rebound by R. Gay
7:34.0,,,32-25,,D. Cousins misses 2-pt shot from 1 ft (block by A. Rivers)
7:33.0,Defensive rebound by A. Rivers,,32-25,,
7:26.0,Shooting foul by D. Collison (drawn by J. Crawford),,32-25,,
7:26.0,J. Crawford makes free throw 1 of 2,1,33-25,,
7:26.0,B. Griffin enters the game for P. Pierce,,33-25,,
7:26.0,J. Crawford misses free throw 2 of 2,,33-25,,
7:25.0,,,33-25,,Defensive rebound by D. Cousins
7:14.0,,,33-25,,Shooting foul by A. Rivers (drawn by D. Collison)
7:14.0,,,33-26,1,D. Collison makes free throw 1 of 2
7:14.0,C. Paul enters the game for A. Rivers,,33-26,,
7:14.0,,,33-26,,D. Collison misses free throw 2 of 2
7:13.0,Defensive rebound by D. Jordan,,33-26,,
7:03.0,J. Crawford makes 2-pt shot from 3 ft,2,35-26,,
6:51.0,,,35-26,,R. Gay misses 2-pt shot from 6 ft
6:49.0,Defensive rebound by C. Paul,,35-26,,
6:42.0,C. Paul misses 3-pt shot from 25 ft,,35-26,,
6:41.0,,,35-26,,Defensive rebound by D. Cousins
6:32.0,,,35-26,,C. Butler misses 3-pt shot from 23 ft
6:32.0,,,35-26,,Offensive rebound by Team
6:32.0,,,35-26,,Sacramento full timeout
6:32.0,L. Stephenson enters the game for J. Crawford,,35-26,,
6:32.0,J. Redick enters the game for W. Johnson,,35-26,,
6:32.0,,,35-26,,J. Anderson enters the game for C. Butler
6:22.0,,,35-26,,R. Gay misses 3-pt shot from 25 ft
6:22.0,Defensive rebound by B. Griffin,,35-26,,
6:15.0,B. Griffin makes 2-pt shot from 1 ft,2,37-26,,
6:04.0,,,37-26,,Shooting foul by D. Jordan (drawn by D. Cousins)
6:04.0,,,37-26,,D. Cousins misses free throw 1 of 2
6:04.0,,,37-26,,Offensive rebound by Team
6:04.0,,,37-27,1,D. Cousins makes free throw 2 of 2
5:49.0,Shooting foul by J. Anderson (drawn by D. Jordan),,37-27,,
5:49.0,D. Jordan makes 2-pt shot from 2 ft (assist by B. Griffin),2,39-27,,
5:49.0,,,39-27,,R. Rondo enters the game for D. Collison
5:49.0,D. Jordan misses free throw 1 of 1,,39-27,,
5:48.0,,,39-27,,Defensive rebound by R. Gay
5:35.0,Personal foul by D. Jordan (drawn by D. Cousins),,39-27,,
5:35.0,J. Smith enters the game for D. Jordan,,39-27,,
5:24.0,,,39-27,,R. Rondo misses 2-pt shot from 7 ft
5:20.0,,,39-27,,Offensive rebound by D. Cousins
5:20.0,,,39-29,2,D. Cousins makes 2-pt shot at rim
5:01.0,B. Griffin makes 2-pt shot at rim (assist by C. Paul),2,41-29,,
4:41.0,,,41-29,,D. Cousins misses 2-pt shot from 4 ft (block by J. Smith)
4:38.0,Defensive rebound by B. Griffin,,41-29,,
4:32.0,L. Stephenson misses 3-pt shot from 23 ft,,41-29,,
4:32.0,,,41-29,,Defensive rebound by R. Gay
4:30.0,,,41-29,,Turnover by R. Gay (bad pass; steal by C. Paul)
4:19.0,J. Redick makes 2-pt shot from 3 ft (assist by L. Stephenson),2,43-29,,
4:09.0,,,43-32,3,D. Cousins makes 3-pt shot from 25 ft (assist by R. Rondo)
3:53.0,,,43-32,,Personal foul by R. Rondo (drawn by C. Paul)
3:53.0,C. Paul misses free throw 1 of 2,,43-32,,
3:53.0,Offensive rebound by Team,,43-32,,
3:53.0,C. Paul makes free throw 2 of 2,1,44-32,,
3:39.0,,,44-32,,R. Gay misses 2-pt shot from 5 ft
3:39.0,Defensive rebound by J. Smith,,44-32,,
3:29.0,Turnover by J. Smith (lost ball; steal by J. Anderson),,44-32,,
3:18.0,,,44-32,,Shooting foul by J. Smith (drawn by D. Cousins)
3:18.0,,,44-33,1,D. Cousins makes free throw 1 of 2
3:18.0,,,44-33,,D. Collison enters the game for M. Belinelli
3:18.0,,,44-33,,B. McLemore enters the game for J. Anderson
3:18.0,,,44-34,1,D. Cousins makes free throw 2 of 2
2:57.0,B. Griffin makes 2-pt shot from 6 ft,2,46-34,,
2:40.0,,,46-34,,R. Gay misses 2-pt shot from 5 ft
2:38.0,,,46-34,,Offensive rebound by R. Gay
2:38.0,,,46-36,2,R. Gay makes 2-pt shot at rim
2:31.0,Turnover by J. Smith (offensive foul),,46-36,,
2:31.0,Offensive charge foul by J. Smith,,46-36,,
2:31.0,LA Clippers full timeout,,46-36,,
2:31.0,,,46-36,,K. Koufos enters the game for R. Gay
2:31.0,J. Crawford enters the game for L. Stephenson,,46-36,,
2:31.0,P. Pierce enters the game for J. Smith,,46-36,,
2:18.0,,,46-36,,Turnover by D. Cousins (bad pass; steal by J. Crawford)
2:11.0,J. Crawford makes 2-pt shot from 1 ft,2,48-36,,
2:04.0,,,48-38,2,D. Collison makes 2-pt shot from 2 ft
2:04.0,,,48-38,,Shooting foul by J. Redick (drawn by D. Collison)
2:04.0,,,48-39,1,D. Collison makes free throw 1 of 1
1:53.0,J. Redick misses 3-pt shot from 25 ft,,48-39,,
1:53.0,,,48-39,,Defensive rebound by R. Rondo
1:42.0,Jump ball: D. Cousins vs. C. Paul,,,,Jump ball: D. Cousins vs. C. Paul
1:42.0,Violation by Team (jump ball),,48-39,,
1:37.0,,,48-41,2,K. Koufos makes 2-pt shot from 2 ft (assist by R. Rondo)
1:30.0,Shooting foul by R. Rondo (drawn by C. Paul),,48-41,,
1:30.0,C. Paul makes free throw 1 of 2,1,49-41,,
1:30.0,C. Paul makes free throw 2 of 2,1,50-41,,
1:15.0,,,50-41,,B. McLemore misses 2-pt shot from 21 ft
1:13.0,,,50-41,,Offensive rebound by D. Collison
1:11.0,,,50-43,2,D. Collison makes 2-pt shot from 18 ft
0:48.0,B. Griffin makes 2-pt shot at rim (assist by C. Paul),2,52-43,,
0:37.0,,,52-45,2,R. Rondo makes 2-pt shot from 2 ft (assist by K. Koufos)
0:31.0,P. Pierce misses 3-pt shot from 24 ft,,52-45,,
0:30.0,,,52-45,,Defensive rebound by R. Rondo
0:26.0,Personal foul by B. Griffin (drawn by D. Cousins),,52-45,,
0:26.0,,,52-46,1,D. Cousins makes free throw 1 of 2
0:26.0,,,52-46,,M. Belinelli enters the game for R. Rondo
0:26.0,,,52-46,,D. Cousins misses free throw 2 of 2
0:26.0,Defensive rebound by P. Pierce,,52-46,,
0:03.0,J. Redick makes 3-pt shot from 23 ft (assist by J. Crawford),3,55-46,,
0:03.0,Shooting foul by B. McLemore (drawn by J. Redick),,55-46,,
0:03.0,C. Aldrich enters the game for B. Griffin,,55-46,,
0:03.0,A. Rivers enters the game for P. Pierce,,55-46,,
0:03.0,J. Redick makes free throw 1 of 1,1,56-46,,
0:00.0,,,56-46,,M. Belinelli misses 3-pt shot from 26 ft
0:00.0,,,56-46,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,56-48,2,R. Gay makes 2-pt shot from 15 ft
11:30.0,Turnover by J. Redick (bad pass; steal by R. Rondo),,56-48,,
11:29.0,,,56-48,,Turnover by R. Rondo (bad pass; steal by J. Redick)
11:25.0,C. Paul misses 3-pt shot from 25 ft,,56-48,,
11:24.0,,,56-48,,Defensive rebound by R. Rondo
11:21.0,,,56-48,,R. Rondo misses 2-pt shot from 1 ft (block by D. Jordan)
11:16.0,,,56-48,,Offensive rebound by R. Rondo
11:14.0,,,56-48,,D. Cousins misses 2-pt shot from 1 ft (block by D. Jordan)
11:13.0,,,56-48,,Offensive rebound by K. Koufos
11:11.0,,,56-50,2,K. Koufos makes 2-pt shot from 4 ft
11:00.0,J. Redick makes 2-pt shot from 19 ft (assist by B. Griffin),2,58-50,,
10:36.0,,,58-50,,R. Gay misses 2-pt shot from 15 ft
10:35.0,Defensive rebound by D. Jordan,,58-50,,
10:25.0,C. Paul makes 2-pt shot from 16 ft,2,60-50,,
10:08.0,,,60-50,,D. Cousins misses 2-pt shot from 6 ft (block by D. Jordan)
10:06.0,Defensive rebound by D. Jordan,,60-50,,
9:56.0,B. Griffin makes 2-pt shot from 20 ft (assist by C. Paul),2,62-50,,
9:33.0,,,62-53,3,D. Cousins makes 3-pt shot from 24 ft (assist by R. Rondo)
9:23.0,D. Jordan misses 2-pt shot from 4 ft (block by K. Koufos),,62-53,,
9:21.0,Offensive rebound by D. Jordan,,62-53,,
9:15.0,B. Griffin makes 2-pt shot from 22 ft (assist by C. Paul),2,64-53,,
9:01.0,,,64-56,3,D. Cousins makes 3-pt shot from 25 ft (assist by R. Rondo)
8:52.0,D. Jordan misses 2-pt shot from 5 ft (block by D. Cousins),,64-56,,
8:52.0,Offensive rebound by Team,,64-56,,
8:44.0,J. Redick makes 2-pt shot from 19 ft (assist by C. Paul),2,66-56,,
8:36.0,,,66-56,,Turnover by R. Gay (bad pass)
8:27.0,Shooting foul by R. Rondo (drawn by B. Griffin),,66-56,,
8:27.0,B. Griffin makes free throw 1 of 2,1,67-56,,
8:27.0,B. Griffin misses free throw 2 of 2,,67-56,,
8:26.0,,,67-56,,Defensive rebound by D. Cousins
8:15.0,,,67-59,3,B. McLemore makes 3-pt shot from 25 ft (assist by D. Cousins)
7:48.0,C. Paul makes 3-pt shot from 25 ft,3,70-59,,
7:34.0,,,70-61,2,D. Cousins makes 2-pt shot from 2 ft (assist by R. Gay)
7:21.0,B. Griffin misses 2-pt shot from 21 ft,,70-61,,
7:20.0,,,70-61,,Defensive rebound by K. Koufos
7:14.0,,,70-61,,M. Belinelli enters the game for K. Koufos
7:09.0,,,70-61,,R. Gay misses 2-pt shot from 19 ft
7:08.0,Defensive rebound by D. Jordan,,70-61,,
6:58.0,L. Stephenson makes 2-pt shot from 2 ft,2,72-61,,
6:40.0,,,72-61,,R. Rondo misses 2-pt shot from 3 ft
6:39.0,Defensive rebound by B. Griffin,,72-61,,
6:37.0,Turnover by B. Griffin (bad pass; steal by M. Belinelli),,72-61,,
6:35.0,,,72-63,2,R. Gay makes 2-pt shot from 1 ft (assist by M. Belinelli)
6:22.0,,,72-63,,Personal foul by B. McLemore (drawn by J. Redick)
6:14.0,J. Redick misses 2-pt shot from 16 ft,,72-63,,
6:11.0,Offensive rebound by L. Stephenson,,72-63,,
6:11.0,L. Stephenson misses 2-pt shot at rim,,72-63,,
6:10.0,,,72-63,,Defensive rebound by R. Rondo
6:07.0,,,72-63,,Shooting foul by D. Jordan (drawn by R. Gay)
6:07.0,,,72-63,,R. Gay misses free throw 1 of 2
6:07.0,,,72-63,,Offensive rebound by Team
6:07.0,J. Smith enters the game for D. Jordan,,72-63,,
6:07.0,,,72-64,1,R. Gay makes free throw 2 of 2
5:56.0,Turnover by J. Redick (bad pass; steal by B. McLemore),,72-64,,
5:53.0,,,72-66,2,B. McLemore makes 2-pt shot at rim
5:36.0,Shooting foul by D. Cousins (drawn by J. Smith),,72-66,,
5:36.0,,,72-66,,Sacramento full timeout
5:36.0,J. Smith misses free throw 1 of 2,,72-66,,
5:36.0,Offensive rebound by Team,,72-66,,
5:36.0,J. Smith makes free throw 2 of 2,1,73-66,,
5:24.0,,,73-66,,B. McLemore misses 3-pt shot from 24 ft
5:23.0,,,73-66,,Offensive rebound by D. Cousins
5:22.0,,,73-66,,D. Cousins misses 2-pt shot from 2 ft (block by J. Smith)
5:20.0,Defensive rebound by C. Paul,,73-66,,
5:18.0,Shooting foul by B. McLemore (drawn by B. Griffin),,73-66,,
5:18.0,B. Griffin makes free throw 1 of 2,1,74-66,,
5:18.0,J. Crawford enters the game for L. Stephenson,,74-66,,
5:18.0,,,74-66,,D. Collison enters the game for R. Rondo
5:18.0,B. Griffin makes free throw 2 of 2,1,75-66,,
5:02.0,,,75-66,,D. Cousins misses 2-pt shot from 6 ft (block by J. Smith)
5:02.0,Defensive rebound by Team,,75-66,,
4:53.0,B. Griffin makes 2-pt shot at rim (assist by C. Paul),2,77-66,,
4:32.0,,,77-66,,Shooting foul by J. Smith (drawn by D. Cousins)
4:32.0,,,77-67,1,D. Cousins makes free throw 1 of 2
4:32.0,,,77-67,,K. Koufos enters the game for R. Gay
4:32.0,,,77-67,,D. Cousins misses free throw 2 of 2
4:29.0,Defensive rebound by C. Paul,,77-67,,
4:18.0,C. Paul makes 2-pt shot from 18 ft,2,79-67,,
4:02.0,Personal foul by J. Crawford (drawn by M. Belinelli),,79-67,,
3:59.0,Personal foul by J. Redick (drawn by M. Belinelli),,79-67,,
3:59.0,,,79-67,,O. Casspi enters the game for D. Cousins
3:59.0,,,79-67,,C. Butler enters the game for B. McLemore
3:59.0,A. Rivers enters the game for J. Redick,,79-67,,
3:49.0,,,79-67,,M. Belinelli misses 3-pt shot from 24 ft
3:49.0,Defensive rebound by B. Griffin,,79-67,,
3:42.0,C. Paul misses 3-pt shot from 24 ft,,79-67,,
3:42.0,,,79-67,,Defensive rebound by K. Koufos
3:32.0,,,79-67,,C. Butler misses 2-pt shot from 17 ft
3:31.0,Defensive rebound by J. Smith,,79-67,,
3:25.0,Turnover by B. Griffin (bad pass; steal by K. Koufos),,79-67,,
3:09.0,,,79-69,2,K. Koufos makes 2-pt shot from 6 ft (assist by D. Collison)
2:55.0,B. Griffin misses 2-pt shot from 17 ft,,79-69,,
2:55.0,,,79-69,,Defensive rebound by O. Casspi
2:47.0,,,79-69,,C. Butler misses 2-pt shot from 2 ft
2:44.0,Defensive rebound by J. Smith,,79-69,,
2:33.0,J. Smith misses 2-pt shot from 5 ft,,79-69,,
2:33.0,,,79-69,,Defensive rebound by M. Belinelli
2:21.0,,,79-69,,D. Collison misses 2-pt shot from 2 ft
2:20.0,Defensive rebound by J. Smith,,79-69,,
2:14.0,J. Crawford misses 3-pt shot from 24 ft,,79-69,,
2:14.0,,,79-69,,Defensive rebound by O. Casspi
2:03.0,,,79-72,3,M. Belinelli makes 3-pt shot from 23 ft
2:02.0,LA Clippers full timeout,,79-72,,
2:02.0,P. Pierce enters the game for J. Smith,,79-72,,
1:50.0,Turnover by A. Rivers (step out of bounds),,79-72,,
1:37.0,,,79-72,,M. Belinelli misses 2-pt shot from 15 ft
1:37.0,Defensive rebound by P. Pierce,,79-72,,
1:17.0,P. Pierce makes 2-pt shot from 3 ft,2,81-72,,
0:59.0,,,81-72,,K. Koufos misses 2-pt shot from 5 ft
0:59.0,,,81-72,,Offensive rebound by Team
0:38.0,,,81-72,,Offensive foul by K. Koufos
0:38.0,,,81-72,,Turnover by K. Koufos (offensive foul)
0:32.0,C. Paul misses 2-pt shot from 8 ft,,81-72,,
0:32.0,Offensive rebound by B. Griffin,,81-72,,
0:32.0,B. Griffin makes 2-pt shot from 1 ft,2,83-72,,
0:19.0,,,83-72,,M. Belinelli misses 2-pt shot from 15 ft
0:18.0,,,83-72,,Offensive rebound by C. Butler
0:16.0,,,83-74,2,C. Butler makes 2-pt shot from 2 ft
0:03.0,C. Paul makes 2-pt shot from 18 ft,2,85-74,,
0:00.0,,,85-74,,D. Collison misses 3-pt shot from 30 ft
0:00.0,,,85-74,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,Turnover by D. Jordan (bad pass),,85-74,,
11:40.0,,,85-74,,D. Collison misses 2-pt shot from 20 ft
11:39.0,Defensive rebound by P. Pierce,,85-74,,
11:29.0,J. Crawford makes 2-pt shot from 14 ft,2,87-74,,
11:12.0,,,87-74,,M. Belinelli misses 2-pt shot from 21 ft
11:11.0,Defensive rebound by A. Rivers,,87-74,,
10:56.0,J. Crawford makes 2-pt shot from 16 ft,2,89-74,,
10:39.0,,,89-76,2,C. Butler makes 2-pt shot from 17 ft (assist by M. Belinelli)
10:28.0,,,89-76,,Personal foul by M. Belinelli (drawn by J. Crawford)
10:28.0,,,89-76,,R. Gay enters the game for K. Koufos
10:28.0,,,89-76,,D. Cousins enters the game for C. Butler
10:28.0,W. Johnson enters the game for B. Griffin,,89-76,,
10:20.0,W. Johnson misses 2-pt shot from 16 ft,,89-76,,
10:17.0,,,89-76,,Defensive rebound by M. Belinelli
10:13.0,,,89-76,,Shooting foul by D. Jordan (drawn by D. Cousins)
10:13.0,,,89-77,1,D. Cousins makes free throw 1 of 2
10:13.0,J. Smith enters the game for D. Jordan,,89-77,,
10:13.0,,,89-78,1,D. Cousins makes free throw 2 of 2
9:48.0,P. Pierce makes 2-pt shot from 17 ft,2,91-78,,
9:28.0,,,91-80,2,D. Cousins makes 2-pt shot from 2 ft
9:11.0,Turnover by J. Smith (lost ball),,91-80,,
9:01.0,,,91-82,2,D. Cousins makes 2-pt shot at rim (assist by D. Collison)
8:35.0,Shooting foul by D. Collison (drawn by P. Pierce),,91-82,,
8:35.0,Official timeout,,91-82,,
8:35.0,P. Pierce makes free throw 1 of 2,1,92-82,,
8:35.0,P. Pierce misses free throw 2 of 2,,92-82,,
8:35.0,,,92-82,,Defensive rebound by O. Casspi
8:20.0,,,92-85,3,M. Belinelli makes 3-pt shot from 25 ft (assist by D. Collison)
7:56.0,J. Crawford misses 2-pt shot from 11 ft,,92-85,,
7:55.0,,,92-85,,Defensive rebound by D. Cousins
7:48.0,,,92-88,3,D. Collison makes 3-pt shot from 24 ft (assist by M. Belinelli)
7:47.0,LA Clippers full timeout,,92-88,,
7:47.0,C. Paul enters the game for J. Crawford,,92-88,,
7:47.0,J. Redick enters the game for J. Smith,,92-88,,
7:47.0,D. Jordan enters the game for A. Rivers,,92-88,,
7:47.0,B. Griffin enters the game for W. Johnson,,92-88,,
7:32.0,B. Griffin misses 2-pt shot from 14 ft,,92-88,,
7:31.0,,,92-88,,Defensive rebound by D. Cousins
