time,Philadelphia,pts.away,score,pts.home,Milwaukee
6:27.0,,,8-9,,Defensive rebound by G. Antetokounmpo
6:21.0,,,8-9,,Milwaukee full timeout
6:21.0,J. Okafor enters the game for J. Embiid,,8-9,,
6:21.0,G. Henderson enters the game for N. Stauskas,,8-9,,
6:21.0,,,8-9,,M. Dellavedova enters the game for G. Antetokounmpo
6:21.0,,,8-9,,M. Beasley enters the game for M. Brogdon
6:13.0,,,8-11,2,J. Parker makes 2-pt shot from 2 ft
5:56.0,,,8-11,,Def 3 sec tech foul by M. Beasley
5:56.0,S. Rodriguez makes technical free throw,1,9-11,,
5:42.0,E. Ilyasova misses 3-pt shot from 27 ft,,9-11,,
5:41.0,,,9-11,,Defensive rebound by T. Snell
5:30.0,,,9-11,,G. Monroe enters the game for J. Henson
5:30.0,C. Randle enters the game for S. Rodriguez,,9-11,,
5:28.0,,,9-13,2,M. Dellavedova makes 2-pt shot from 17 ft (assist by M. Beasley)
5:12.0,J. Okafor makes 2-pt shot from 2 ft (assist by E. Ilyasova),2,11-13,,
4:47.0,,,11-13,,M. Beasley misses 2-pt shot from 2 ft (block by R. Covington)
4:45.0,,,11-13,,Offensive rebound by M. Beasley
4:43.0,,,11-13,,G. Monroe misses 2-pt shot from 18 ft
4:42.0,Defensive rebound by E. Ilyasova,,11-13,,
4:37.0,C. Randle makes 3-pt shot from 27 ft (assist by E. Ilyasova),3,14-13,,
4:22.0,,,14-13,,Turnover by M. Beasley (lost ball; steal by J. Okafor)
4:09.0,E. Ilyasova makes 3-pt shot from 26 ft (assist by R. Covington),3,17-13,,
3:54.0,D. Saric enters the game for E. Ilyasova,,17-13,,
3:54.0,,,17-13,,R. Vaughn enters the game for T. Snell
3:41.0,,,17-15,2,M. Beasley makes 2-pt shot from 9 ft (assist by R. Vaughn)
3:20.0,C. Randle makes 3-pt shot from 25 ft,3,20-15,,
2:59.0,Philadelphia full timeout,,20-15,,
2:59.0,N. Stauskas enters the game for R. Covington,,20-15,,
2:57.0,,,20-15,,G. Monroe misses 2-pt shot from 2 ft
2:55.0,Defensive rebound by D. Saric,,20-15,,
2:39.0,D. Saric misses 2-pt shot from 19 ft,,20-15,,
2:38.0,,,20-15,,Defensive rebound by M. Dellavedova
2:30.0,,,20-17,2,G. Monroe makes 2-pt shot from 1 ft (assist by M. Beasley)
2:16.0,N. Stauskas makes 3-pt shot from 26 ft (assist by D. Saric),3,23-17,,
2:02.0,Personal foul by J. Okafor,,23-17,,
2:02.0,,,23-17,,G. Antetokounmpo enters the game for J. Parker
2:02.0,,,23-17,,J. Terry enters the game for R. Vaughn
1:58.0,,,23-19,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Dellavedova)
1:38.0,C. Randle misses 3-pt shot from 24 ft (block by G. Antetokounmpo),,23-19,,
1:38.0,Offensive rebound by Team,,23-19,,
1:30.0,D. Saric misses 2-pt shot from 16 ft,,23-19,,
1:29.0,,,23-19,,Defensive rebound by M. Beasley
1:17.0,,,23-19,,M. Beasley misses 2-pt shot from 16 ft
1:16.0,Defensive rebound by J. Okafor,,23-19,,
1:11.0,Shooting foul by M. Beasley (drawn by G. Henderson),,23-19,,
1:11.0,G. Henderson misses free throw 1 of 2,,23-19,,
1:11.0,Offensive rebound by Team,,23-19,,
1:11.0,G. Henderson makes free throw 2 of 2,1,24-19,,
1:00.0,,,24-19,,M. Dellavedova misses 2-pt shot from 5 ft
1:00.0,,,24-19,,Offensive rebound by G. Monroe
1:00.0,,,24-21,2,G. Monroe makes 2-pt shot from 1 ft
0:36.0,Turnover by G. Henderson (lost ball; steal by G. Antetokounmpo),,24-21,,
0:32.0,,,24-21,,Shooting foul by N. Stauskas (drawn by G. Antetokounmpo)
0:32.0,,,24-21,,G. Antetokounmpo misses free throw 1 of 2
0:32.0,,,24-21,,Offensive rebound by Team
0:32.0,,,24-22,1,G. Antetokounmpo makes free throw 2 of 2
0:22.0,C. Randle misses 2-pt shot from 10 ft,,24-22,,
0:21.0,,,24-22,,Defensive rebound by M. Beasley
0:01.0,,,24-24,2,G. Antetokounmpo makes 2-pt shot from 4 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,24-24,,Violation by G. Monroe (kicked ball)
11:35.0,Turnover by J. Embiid (lost ball; steal by M. Dellavedova),,24-24,,
11:27.0,,,24-24,,G. Monroe misses 2-pt shot from 2 ft
11:25.0,Defensive rebound by D. Saric,,24-24,,
11:15.0,Turnover by S. Rodriguez (lost ball; steal by G. Monroe),,24-24,,
11:10.0,,,24-24,,Shooting foul by R. Covington (drawn by G. Antetokounmpo)
11:10.0,,,24-24,,G. Antetokounmpo misses free throw 1 of 2
11:10.0,,,24-24,,Offensive rebound by Team
11:10.0,,,24-25,1,G. Antetokounmpo makes free throw 2 of 2
10:59.0,Shooting foul by J. Terry (drawn by T. Luwawu-Cabarrot),,24-25,,
10:59.0,T. Luwawu-Cabarrot makes free throw 1 of 2,1,25-25,,
10:59.0,T. Luwawu-Cabarrot makes free throw 2 of 2,1,26-25,,
10:38.0,,,26-25,,G. Antetokounmpo misses 2-pt shot from 4 ft
10:37.0,Defensive rebound by J. Embiid,,26-25,,
10:30.0,J. Embiid misses 3-pt shot from 26 ft,,26-25,,
10:28.0,,,26-25,,Defensive rebound by M. Beasley
10:16.0,,,26-25,,G. Monroe misses 2-pt shot from 6 ft
10:15.0,,,26-25,,Offensive rebound by G. Monroe
10:12.0,,,26-27,2,G. Monroe makes 2-pt shot at rim
9:59.0,R. Covington misses 3-pt shot from 27 ft,,26-27,,
9:58.0,,,26-27,,Defensive rebound by G. Monroe
9:53.0,,,26-29,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Dellavedova)
9:53.0,Philadelphia full timeout,,26-29,,
9:39.0,D. Saric makes 3-pt shot from 27 ft (assist by S. Rodriguez),3,29-29,,
9:16.0,,,29-29,,M. Dellavedova misses 2-pt shot from 4 ft
9:15.0,,,29-29,,Offensive rebound by Team
9:15.0,,,29-29,,Turnover by Team (shot clock)
9:07.0,D. Saric makes 2-pt shot from 1 ft (assist by S. Rodriguez),2,31-29,,
8:43.0,,,31-29,,M. Beasley misses 2-pt shot from 16 ft
8:42.0,,,31-29,,Offensive rebound by G. Monroe
8:39.0,,,31-29,,Turnover by G. Monroe (lost ball; steal by D. Saric)
8:23.0,Turnover by J. Embiid (traveling),,31-29,,
8:13.0,,,31-31,2,G. Monroe makes 2-pt shot from 2 ft (assist by M. Dellavedova)
7:54.0,Shooting foul by G. Monroe (drawn by J. Embiid),,31-31,,
7:54.0,J. Embiid makes free throw 1 of 2,1,32-31,,
7:54.0,,,32-31,,J. Parker enters the game for M. Beasley
7:54.0,,,32-31,,M. Brogdon enters the game for M. Dellavedova
7:54.0,E. Ilyasova enters the game for D. Saric,,32-31,,
7:54.0,J. Embiid makes free throw 2 of 2,1,33-31,,
7:38.0,,,33-31,,G. Monroe misses 2-pt shot from 4 ft (block by J. Embiid)
7:36.0,Defensive rebound by R. Covington,,33-31,,
7:27.0,E. Ilyasova misses 2-pt shot from 3 ft,,33-31,,
7:26.0,,,33-31,,Defensive rebound by G. Antetokounmpo
7:23.0,,,33-31,,Shooting foul by R. Covington (drawn by G. Monroe)
7:23.0,,,33-32,1,G. Monroe makes free throw 1 of 2
7:23.0,G. Henderson enters the game for R. Covington,,33-32,,
7:23.0,,,33-32,,G. Monroe misses free throw 2 of 2
7:22.0,Defensive rebound by J. Embiid,,33-32,,
7:08.0,Turnover by J. Embiid (bad pass),,33-32,,
7:08.0,,,33-32,,J. Henson enters the game for G. Monroe
6:55.0,,,33-32,,M. Brogdon misses 2-pt shot from 13 ft
6:54.0,Defensive rebound by J. Embiid,,33-32,,
6:42.0,E. Ilyasova makes 2-pt shot from 1 ft,2,35-32,,
6:27.0,,,35-32,,J. Parker misses 2-pt shot from 16 ft
6:26.0,Defensive rebound by J. Embiid,,35-32,,
6:17.0,Turnover by T. Luwawu-Cabarrot (lost ball; steal by M. Brogdon),,35-32,,
6:11.0,,,35-35,3,J. Terry makes 3-pt shot from 25 ft (assist by M. Brogdon)
5:52.0,Shooting foul by G. Antetokounmpo (drawn by J. Embiid),,35-35,,
5:52.0,Official timeout,,35-35,,
5:52.0,,,35-35,,T. Snell enters the game for J. Terry
5:52.0,J. Embiid makes free throw 1 of 2,1,36-35,,
5:52.0,J. Embiid makes free throw 2 of 2,1,37-35,,
5:25.0,,,37-35,,J. Henson misses 2-pt shot from 20 ft
5:23.0,Defensive rebound by G. Henderson,,37-35,,
5:16.0,E. Ilyasova misses 3-pt shot from 24 ft,,37-35,,
5:15.0,,,37-35,,Defensive rebound by M. Brogdon
5:09.0,,,37-35,,Offensive foul by G. Antetokounmpo
5:09.0,,,37-35,,Turnover by G. Antetokounmpo (offensive foul)
5:09.0,J. Okafor enters the game for J. Embiid,,37-35,,
4:48.0,G. Henderson makes 3-pt shot from 27 ft (assist by J. Okafor),3,40-35,,
4:31.0,,,40-37,2,G. Antetokounmpo makes 2-pt shot from 20 ft (assist by M. Brogdon)
4:07.0,E. Ilyasova misses 2-pt shot from 10 ft (block by J. Henson),,40-37,,
4:05.0,,,40-37,,Defensive rebound by J. Parker
3:56.0,,,40-39,2,G. Antetokounmpo makes 2-pt shot at rim
3:33.0,G. Henderson misses 2-pt shot from 8 ft,,40-39,,
3:33.0,,,40-39,,Defensive rebound by Team
3:33.0,Loose ball foul by E. Ilyasova,,40-39,,
3:33.0,D. Saric enters the game for S. Rodriguez,,40-39,,
3:33.0,C. Randle enters the game for T. Luwawu-Cabarrot,,40-39,,
3:20.0,,,40-42,3,J. Parker makes 3-pt shot from 26 ft (assist by J. Henson)
3:08.0,Turnover by D. Saric (traveling),,40-42,,
2:58.0,,,40-45,3,M. Brogdon makes 3-pt shot from 25 ft
2:44.0,J. Okafor misses 2-pt shot from 3 ft,,40-45,,
2:42.0,,,40-45,,Defensive rebound by M. Brogdon
2:36.0,,,40-48,3,T. Snell makes 3-pt shot from 26 ft (assist by M. Brogdon)
2:36.0,Philadelphia full timeout,,40-48,,
2:36.0,,,40-48,,Milwaukee full timeout
2:26.0,J. Okafor makes 2-pt shot from 1 ft,2,42-48,,
2:08.0,,,42-50,2,J. Parker makes 2-pt shot from 3 ft
2:08.0,,,42-50,,Shooting foul by C. Randle (drawn by J. Parker)
2:08.0,,,42-50,,J. Parker misses free throw 1 of 1
2:06.0,Defensive rebound by D. Saric,,42-50,,
1:53.0,G. Henderson misses 3-pt shot from 24 ft,,42-50,,
1:51.0,,,42-50,,Defensive rebound by J. Parker
1:36.0,,,42-52,2,G. Antetokounmpo makes 2-pt shot from 20 ft
1:17.0,D. Saric misses 3-pt shot from 27 ft,,42-52,,
1:14.0,,,42-52,,Defensive rebound by J. Henson
1:03.0,,,42-52,,Turnover by G. Antetokounmpo (lost ball; steal by C. Randle)
1:03.0,,,42-52,,Personal foul by G. Antetokounmpo
1:03.0,,,42-52,,J. Terry enters the game for G. Antetokounmpo
0:50.0,J. Okafor makes 2-pt shot from 4 ft (assist by E. Ilyasova),2,44-52,,
0:37.0,,,44-54,2,M. Brogdon makes 2-pt shot from 1 ft (assist by J. Henson)
0:37.0,Violation by D. Saric (def goaltending),,44-54,,
0:24.0,E. Ilyasova misses 3-pt shot from 27 ft,,44-54,,
0:22.0,,,44-54,,Defensive rebound by J. Henson
0:06.0,,,44-54,,J. Terry misses 3-pt shot from 23 ft
0:04.0,Defensive rebound by C. Randle,,44-54,,
0:00.0,G. Henderson makes 2-pt shot from 1 ft,2,46-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,Turnover by E. Ilyasova (bad pass; steal by J. Parker),,46-54,,
11:33.0,,,46-54,,J. Parker misses 2-pt shot from 1 ft (block by J. Embiid)
11:30.0,Defensive rebound by S. Rodriguez,,46-54,,
11:20.0,N. Stauskas makes 3-pt shot from 24 ft (assist by J. Embiid),3,49-54,,
11:02.0,,,49-54,,G. Antetokounmpo misses 2-pt shot from 3 ft
11:01.0,Defensive rebound by S. Rodriguez,,49-54,,
10:57.0,S. Rodriguez makes 2-pt shot from 1 ft,2,51-54,,
10:42.0,,,51-54,,J. Parker misses 3-pt shot from 28 ft
10:41.0,,,51-54,,Offensive rebound by G. Antetokounmpo
10:41.0,Personal foul by R. Covington,,51-54,,
10:41.0,G. Henderson enters the game for R. Covington,,51-54,,
10:34.0,,,51-54,,G. Antetokounmpo misses 2-pt shot from 6 ft
10:33.0,Defensive rebound by S. Rodriguez,,51-54,,
10:18.0,S. Rodriguez makes 2-pt shot from 3 ft,2,53-54,,
10:07.0,,,53-54,,J. Henson misses 2-pt shot from 5 ft
10:05.0,Defensive rebound by J. Embiid,,53-54,,
9:58.0,E. Ilyasova misses 2-pt shot from 8 ft,,53-54,,
9:56.0,Offensive rebound by G. Henderson,,53-54,,
9:50.0,Turnover by S. Rodriguez (lost ball; steal by M. Brogdon),,53-54,,
9:48.0,Personal foul by J. Embiid,,53-54,,
9:32.0,,,53-54,,G. Antetokounmpo misses 2-pt shot from 4 ft
9:31.0,,,53-54,,Offensive rebound by G. Antetokounmpo
9:28.0,,,53-54,,G. Antetokounmpo misses 2-pt shot from 6 ft
9:27.0,Defensive rebound by J. Embiid,,53-54,,
9:14.0,J. Embiid misses 2-pt shot from 11 ft,,53-54,,
9:13.0,,,53-54,,Defensive rebound by G. Antetokounmpo
9:03.0,,,53-54,,Turnover by J. Parker (lost ball; steal by J. Embiid)
8:47.0,J. Embiid misses 2-pt shot from 5 ft (block by G. Antetokounmpo),,53-54,,
8:46.0,Offensive rebound by J. Embiid,,53-54,,
8:46.0,Shooting foul by J. Henson (drawn by J. Embiid),,53-54,,
8:46.0,J. Embiid misses free throw 1 of 2,,53-54,,
8:46.0,Offensive rebound by Team,,53-54,,
8:46.0,D. Saric enters the game for E. Ilyasova,,53-54,,
8:46.0,J. Embiid makes free throw 2 of 2,1,54-54,,
8:37.0,Personal foul by G. Henderson,,54-54,,
8:33.0,,,54-56,2,M. Brogdon makes 2-pt shot at rim
8:23.0,J. Embiid makes 3-pt shot from 27 ft (assist by G. Henderson),3,57-56,,
8:11.0,Violation by G. Henderson (def goaltending),,57-56,,
8:11.0,,,57-58,2,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by J. Henson)
7:51.0,D. Saric misses 3-pt shot from 28 ft,,57-58,,
7:49.0,Offensive rebound by N. Stauskas,,57-58,,
7:44.0,G. Henderson makes 3-pt shot from 25 ft (assist by N. Stauskas),3,60-58,,
7:20.0,,,60-60,2,J. Parker makes 2-pt shot from 14 ft (assist by J. Henson)
7:09.0,Offensive foul by J. Embiid,,60-60,,
7:09.0,Turnover by J. Embiid (offensive foul),,60-60,,
7:09.0,,,60-60,,M. Beasley enters the game for J. Parker
7:01.0,,,60-60,,M. Brogdon misses 2-pt shot from 3 ft (block by J. Embiid)
7:01.0,,,60-60,,Offensive rebound by Team
6:54.0,,,60-60,,Turnover by M. Beasley (lost ball; steal by N. Stauskas)
6:49.0,S. Rodriguez misses 3-pt shot from 25 ft,,60-60,,
6:49.0,Offensive rebound by Team,,60-60,,
6:49.0,J. Okafor enters the game for J. Embiid,,60-60,,
6:45.0,G. Henderson misses 2-pt shot from 14 ft,,60-60,,
6:43.0,Offensive rebound by D. Saric,,60-60,,
6:38.0,S. Rodriguez makes 3-pt shot from 24 ft (assist by D. Saric),3,63-60,,
6:21.0,,,63-62,2,T. Snell makes 2-pt shot from 1 ft (assist by M. Brogdon)
6:04.0,,,63-62,,Personal block foul by G. Antetokounmpo
6:04.0,Philadelphia full timeout,,63-62,,
6:04.0,R. Covington enters the game for N. Stauskas,,63-62,,
6:04.0,,,63-62,,J. Parker enters the game for G. Antetokounmpo
5:51.0,R. Covington misses 3-pt shot from 25 ft,,63-62,,
5:50.0,,,63-62,,Defensive rebound by T. Snell
5:33.0,,,63-64,2,J. Henson makes 2-pt shot from 6 ft (assist by T. Snell)
5:18.0,Turnover by D. Saric (traveling),,63-64,,
5:18.0,N. Stauskas enters the game for R. Covington,,63-64,,
5:18.0,,,63-64,,M. Dellavedova enters the game for J. Henson
5:18.0,,,63-64,,G. Monroe enters the game for M. Brogdon
5:00.0,,,63-66,2,G. Monroe makes 2-pt shot from 4 ft
4:52.0,D. Saric misses 3-pt shot from 27 ft,,63-66,,
4:51.0,Offensive rebound by G. Henderson,,63-66,,
4:39.0,S. Rodriguez misses 3-pt shot from 25 ft,,63-66,,
4:39.0,Offensive rebound by D. Saric,,63-66,,
4:39.0,D. Saric makes 2-pt shot from 2 ft,2,65-66,,
4:39.0,Shooting foul by T. Snell (drawn by D. Saric),,65-66,,
4:39.0,,,65-66,,J. Terry enters the game for T. Snell
4:39.0,C. Randle enters the game for S. Rodriguez,,65-66,,
4:39.0,D. Saric makes free throw 1 of 1,1,66-66,,
4:21.0,,,66-66,,J. Parker misses 2-pt shot from 2 ft (block by G. Henderson)
4:21.0,,,66-66,,Offensive rebound by Team
4:18.0,,,66-66,,Shooting foul by G. Henderson (drawn by G. Monroe)
4:18.0,,,66-67,1,G. Monroe makes free throw 1 of 2
4:18.0,,,66-67,,G. Monroe misses free throw 2 of 2
4:17.0,Defensive rebound by D. Saric,,66-67,,
4:01.0,Turnover by J. Okafor (lost ball; steal by J. Parker),,66-67,,
3:57.0,,,66-67,,Shooting foul by C. Randle (drawn by M. Beasley)
3:57.0,,,66-68,1,M. Beasley makes free throw 1 of 2
3:57.0,,,66-69,1,M. Beasley makes free throw 2 of 2
3:45.0,Shooting foul by M. Beasley (drawn by G. Henderson),,66-69,,
3:45.0,G. Henderson makes free throw 1 of 2,1,67-69,,
3:45.0,G. Henderson makes free throw 2 of 2,1,68-69,,
3:35.0,,,68-71,2,J. Parker makes 2-pt shot at rim (assist by M. Dellavedova)
3:24.0,Turnover by N. Stauskas (bad pass),,68-71,,
3:15.0,,,68-73,2,M. Dellavedova makes 2-pt shot from 6 ft
3:03.0,D. Saric makes 2-pt shot from 1 ft (assist by C. Randle),2,70-73,,
2:51.0,,,70-73,,Turnover by M. Dellavedova (bad pass)
2:51.0,,,70-73,,Milwaukee full timeout
2:51.0,T. Luwawu-Cabarrot enters the game for G. Henderson,,70-73,,
2:33.0,Turnover by D. Saric (offensive foul),,70-73,,
2:33.0,Offensive charge foul by D. Saric,,70-73,,
2:33.0,J. Embiid enters the game for J. Okafor,,70-73,,
2:23.0,,,70-73,,J. Parker misses 2-pt shot from 19 ft
2:22.0,Defensive rebound by N. Stauskas,,70-73,,
2:15.0,C. Randle makes 2-pt shot from 1 ft,2,72-73,,
2:00.0,,,72-75,2,G. Monroe makes 2-pt shot from 17 ft (assist by J. Parker)
1:47.0,N. Stauskas misses 3-pt shot from 25 ft,,72-75,,
1:46.0,,,72-75,,Defensive rebound by M. Beasley
1:35.0,,,72-77,2,J. Parker makes 2-pt shot from 1 ft (assist by G. Monroe)
1:26.0,,,72-77,,Personal foul by J. Parker
1:26.0,D. Saric makes free throw 1 of 2,1,73-77,,
1:26.0,D. Saric makes free throw 2 of 2,1,74-77,,
1:06.0,,,74-77,,J. Terry misses 3-pt shot from 23 ft (block by N. Stauskas)
1:04.0,Defensive rebound by D. Saric,,74-77,,
1:01.0,J. Embiid makes 2-pt shot from 1 ft (assist by D. Saric),2,76-77,,
0:48.0,,,76-77,,Turnover by G. Monroe (lost ball)
0:39.0,,,76-77,,Personal foul by J. Terry
0:39.0,C. Randle makes free throw 1 of 2,1,77-77,,
0:39.0,C. Randle makes free throw 2 of 2,1,78-77,,
0:31.0,,,78-77,,Shooting foul by T. Luwawu-Cabarrot (drawn by M. Beasley)
0:31.0,,,78-78,1,M. Beasley makes free throw 1 of 2
0:31.0,,,78-78,,M. Beasley misses free throw 2 of 2
0:29.0,Defensive rebound by C. Randle,,78-78,,
0:23.0,D. Saric makes 3-pt shot from 29 ft (assist by N. Stauskas),3,81-78,,
0:00.0,,,81-78,,M. Dellavedova misses 2-pt shot from 3 ft (block by J. Embiid)
0:00.0,Defensive rebound by D. Saric,,81-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,81-78,,Milwaukee full timeout
11:36.0,,,81-78,,J. Terry misses 3-pt shot from 24 ft
11:35.0,,,81-78,,Offensive rebound by M. Beasley
11:33.0,,,81-78,,G. Monroe misses 2-pt shot from 1 ft
11:32.0,Defensive rebound by D. Saric,,81-78,,
11:26.0,C. Randle misses 3-pt shot from 24 ft,,81-78,,
11:24.0,Offensive rebound by T. Luwawu-Cabarrot,,81-78,,
11:22.0,Shooting foul by G. Antetokounmpo (drawn by J. Embiid),,81-78,,
11:22.0,J. Embiid misses free throw 1 of 2,,81-78,,
11:22.0,Offensive rebound by Team,,81-78,,
11:22.0,,,81-78,,M. Teletovic enters the game for G. Antetokounmpo
11:22.0,J. Embiid makes free throw 2 of 2,1,82-78,,
11:13.0,Personal foul by C. Randle,,82-78,,
11:06.0,,,82-80,2,M. Dellavedova makes 2-pt shot from 1 ft
10:40.0,T. Luwawu-Cabarrot misses 2-pt shot from 6 ft (block by J. Terry),,82-80,,
10:40.0,,,82-80,,Defensive rebound by G. Monroe
10:29.0,Personal foul by C. Randle,,82-80,,
10:18.0,,,82-82,2,M. Beasley makes 2-pt shot from 10 ft (assist by G. Monroe)
10:06.0,T. Luwawu-Cabarrot makes 2-pt shot from 1 ft (assist by R. Covington),2,84-82,,
9:55.0,,,84-82,,Shooting foul by C. Randle (drawn by M. Dellavedova)
9:55.0,,,84-83,1,M. Dellavedova makes free throw 1 of 2
9:55.0,S. Rodriguez enters the game for C. Randle,,84-83,,
9:55.0,J. Okafor enters the game for J. Embiid,,84-83,,
9:55.0,,,84-84,1,M. Dellavedova makes free throw 2 of 2
9:47.0,J. Okafor makes 2-pt shot at rim (assist by D. Saric),2,86-84,,
9:35.0,,,86-84,,Turnover by G. Monroe (bad pass)
9:25.0,S. Rodriguez misses 2-pt shot from 16 ft,,86-84,,
9:23.0,,,86-84,,Defensive rebound by M. Teletovic
9:15.0,,,86-84,,M. Teletovic misses 3-pt shot from 27 ft
9:14.0,Defensive rebound by T. Luwawu-Cabarrot,,86-84,,
9:09.0,T. Luwawu-Cabarrot misses 2-pt shot from 1 ft,,86-84,,
9:07.0,,,86-84,,Defensive rebound by M. Teletovic
9:00.0,,,86-84,,M. Teletovic misses 2-pt shot from 1 ft
8:59.0,Defensive rebound by S. Rodriguez,,86-84,,
8:49.0,D. Saric makes 2-pt shot from 19 ft (assist by S. Rodriguez),2,88-84,,
8:29.0,,,88-86,2,J. Terry makes 2-pt shot from 10 ft
8:29.0,Philadelphia full timeout,,88-86,,
8:29.0,E. Ilyasova enters the game for D. Saric,,88-86,,
8:16.0,Shooting foul by J. Terry (drawn by J. Okafor),,88-86,,
8:16.0,J. Okafor makes free throw 1 of 2,1,89-86,,
8:16.0,J. Okafor makes free throw 2 of 2,1,90-86,,
8:03.0,,,90-86,,M. Teletovic misses 3-pt shot from 26 ft
8:02.0,Defensive rebound by R. Covington,,90-86,,
7:57.0,,,90-86,,Personal block foul by M. Teletovic
7:51.0,,,90-86,,Personal foul by M. Teletovic
7:51.0,,,90-86,,T. Snell enters the game for M. Teletovic
7:51.0,,,90-86,,M. Brogdon enters the game for J. Terry
7:42.0,Turnover by T. Luwawu-Cabarrot (bad pass),,90-86,,
7:18.0,,,90-86,,M. Brogdon misses 2-pt shot from 1 ft
7:17.0,,,90-86,,Offensive rebound by G. Monroe
7:17.0,,,90-86,,G. Monroe misses 2-pt shot from 1 ft
7:16.0,Defensive rebound by J. Okafor,,90-86,,
7:05.0,E. Ilyasova makes 2-pt shot from 19 ft (assist by R. Covington),2,92-86,,
6:46.0,,,92-86,,M. Brogdon misses 2-pt shot from 1 ft
6:44.0,Defensive rebound by E. Ilyasova,,92-86,,
6:39.0,S. Rodriguez misses 3-pt shot from 25 ft,,92-86,,
