time,Washington,pts.away,score,pts.home,Atlanta
0:05.0,Turnover by J. Wall (bad pass; steal by P. Millsap),,30-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,Personal foul by J. Smith (drawn by M. Muscala),,30-23,,
11:43.0,M. Morris enters the game for J. Smith,,30-23,,
11:42.0,,,30-23,,Turnover by K. Bazemore (bad pass; steal by K. Oubre)
11:39.0,Turnover by B. Jennings (traveling),,30-23,,
11:28.0,,,30-23,,T. Hardaway misses 3-pt shot from 24 ft
11:26.0,Defensive rebound by K. Oubre,,30-23,,
11:13.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by B. Jennings),3,33-23,,
11:01.0,Personal foul by K. Oubre (drawn by T. Hardaway),,33-23,,
10:51.0,,,33-25,2,P. Millsap makes 2-pt shot from 6 ft (assist by J. Calderon)
10:38.0,B. Jennings misses 2-pt shot from 19 ft,,33-25,,
10:36.0,Offensive rebound by Team,,33-25,,
10:35.0,Turnover by J. Wall (bad pass; steal by P. Millsap),,33-25,,
10:26.0,,,33-27,2,P. Millsap makes 2-pt shot from 6 ft
10:11.0,J. Wall makes 2-pt shot from 18 ft,2,35-27,,
9:57.0,,,35-27,,J. Calderon misses 2-pt shot from 2 ft (block by M. Morris)
9:54.0,,,35-27,,Offensive rebound by M. Muscala
9:52.0,,,35-27,,Turnover by K. Bazemore (bad pass)
9:38.0,J. Wall misses 2-pt shot from 19 ft,,35-27,,
9:36.0,,,35-27,,Defensive rebound by J. Calderon
9:31.0,,,35-29,2,K. Bazemore makes 2-pt shot from 1 ft (assist by J. Calderon)
9:25.0,B. Bogdanovic makes 2-pt shot from 2 ft (assist by B. Jennings),2,37-29,,
9:13.0,,,37-32,3,J. Calderon makes 3-pt shot from 25 ft (assist by P. Millsap)
8:53.0,Shooting foul by P. Millsap (drawn by M. Morris),,37-32,,
8:53.0,Official timeout,,37-32,,
8:53.0,M. Morris makes free throw 1 of 2,1,38-32,,
8:53.0,M. Morris misses free throw 2 of 2,,38-32,,
8:53.0,,,37-32,,T. Waller-Prince enters the game for K. Bazemore
8:52.0,,,38-32,,Defensive rebound by P. Millsap
8:38.0,,,38-34,2,P. Millsap makes 2-pt shot from 13 ft
8:20.0,J. Wall makes 2-pt shot from 3 ft,2,40-34,,
8:03.0,,,40-34,,P. Millsap misses 3-pt shot from 25 ft
8:01.0,Defensive rebound by Team,,40-34,,
8:01.0,,,40-34,,D. Schroder enters the game for T. Hardaway
7:40.0,J. Wall makes 2-pt shot from 13 ft,2,42-34,,
7:18.0,,,42-36,2,T. Waller-Prince makes 2-pt shot from 3 ft
6:52.0,M. Morris makes 2-pt shot from 8 ft,2,44-36,,
6:28.0,,,44-36,,D. Schroder misses 3-pt shot from 23 ft
6:26.0,,,44-36,,Offensive rebound by P. Millsap
6:22.0,,,44-38,2,P. Millsap makes 2-pt shot from 9 ft
6:08.0,Shooting foul by M. Muscala (drawn by K. Oubre),,44-38,,
6:08.0,K. Oubre makes free throw 1 of 2,1,45-38,,
6:08.0,K. Oubre makes free throw 2 of 2,1,46-38,,
6:08.0,O. Porter enters the game for B. Bogdanovic,,45-38,,
6:08.0,,,45-38,,D. Howard enters the game for M. Muscala
5:53.0,,,46-40,2,D. Schroder makes 2-pt shot from 11 ft
5:30.0,Turnover by M. Morris (lost ball; steal by D. Howard),,46-40,,
5:20.0,,,46-42,2,T. Waller-Prince makes 2-pt shot from 3 ft (assist by D. Schroder)
5:20.0,Washington full timeout,,46-42,,
5:20.0,M. Gortat enters the game for K. Oubre,,46-42,,
5:20.0,B. Beal enters the game for B. Jennings,,46-42,,
5:07.0,J. Wall makes 2-pt shot from 7 ft,2,48-42,,
4:53.0,,,48-42,,T. Waller-Prince misses 3-pt shot from 24 ft
4:52.0,Defensive rebound by J. Wall,,48-42,,
4:47.0,Offensive charge foul by O. Porter,,48-42,,
4:47.0,Turnover by O. Porter (offensive foul),,48-42,,
4:34.0,,,48-42,,Turnover by P. Millsap (bad pass; steal by B. Beal)
4:27.0,M. Morris makes 2-pt shot at rim (assist by J. Wall),2,50-42,,
4:05.0,,,50-42,,D. Schroder misses 2-pt shot from 11 ft
4:03.0,Defensive rebound by M. Gortat,,50-42,,
3:57.0,O. Porter makes 3-pt shot from 23 ft (assist by J. Wall),3,53-42,,
3:57.0,,,53-42,,Atlanta full timeout
3:57.0,,,53-42,,T. Hardaway enters the game for T. Waller-Prince
3:57.0,,,53-42,,K. Bazemore enters the game for J. Calderon
3:42.0,,,53-42,,T. Hardaway misses 3-pt shot from 24 ft
3:41.0,,,53-42,,Offensive rebound by Team
3:29.0,,,53-42,,Turnover by D. Schroder (lost ball; steal by J. Wall)
3:24.0,J. Wall misses 2-pt shot from 2 ft,,53-42,,
3:22.0,Offensive rebound by B. Beal,,53-42,,
3:22.0,B. Beal makes 2-pt shot from 1 ft,2,55-42,,
3:16.0,,,55-42,,Offensive foul by D. Howard
3:16.0,,,55-42,,Turnover by D. Howard (offensive foul)
3:04.0,B. Beal makes 2-pt shot from 20 ft,2,57-42,,
2:47.0,,,57-44,2,P. Millsap makes 2-pt shot at rim (assist by D. Schroder)
2:29.0,J. Wall makes 2-pt shot from 21 ft (assist by B. Beal),2,59-44,,
2:10.0,Personal foul by O. Porter (drawn by K. Bazemore),,59-44,,
2:08.0,,,59-44,,Turnover by K. Bazemore (bad pass; steal by J. Wall)
1:54.0,B. Beal misses 3-pt shot from 24 ft,,59-44,,
1:53.0,,,59-44,,Defensive rebound by K. Bazemore
1:44.0,,,59-46,2,D. Schroder makes 2-pt shot from 2 ft
1:22.0,J. Wall misses 2-pt shot from 20 ft,,59-46,,
1:20.0,Offensive rebound by O. Porter,,59-46,,
1:04.0,B. Beal makes 2-pt shot from 23 ft (assist by M. Gortat),2,61-46,,
0:49.0,,,61-46,,Turnover by D. Schroder (bad pass; steal by O. Porter)
0:45.0,B. Beal makes 2-pt shot from 1 ft (assist by O. Porter),2,63-46,,
0:45.0,,,63-46,,Atlanta full timeout
0:45.0,,,63-46,,T. Waller-Prince enters the game for D. Howard
0:45.0,K. Oubre enters the game for O. Porter,,63-46,,
0:45.0,J. Smith enters the game for M. Gortat,,63-46,,
0:32.0,,,63-46,,Turnover by P. Millsap (lost ball; steal by K. Oubre)
0:29.0,,,63-46,,Violation by K. Bazemore (def goaltending)
0:29.0,J. Wall makes 2-pt shot from 1 ft,2,65-46,,
0:16.0,Personal take foul by K. Oubre (drawn by T. Waller-Prince),,65-46,,
0:16.0,T. Satoransky enters the game for B. Beal,,65-46,,
0:05.0,,,65-46,,Turnover by P. Millsap (lost ball; steal by K. Oubre)
0:00.0,Turnover by J. Wall (bad pass; steal by D. Schroder),,65-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,65-46,,D. Schroder misses 2-pt shot from 13 ft
11:37.0,,,65-46,,Offensive rebound by D. Howard
11:30.0,,,65-46,,T. Hardaway misses 3-pt shot from 26 ft
11:29.0,Defensive rebound by O. Porter,,65-46,,
11:22.0,O. Porter makes 3-pt shot from 25 ft (assist by B. Beal),3,68-46,,
11:00.0,Personal foul by B. Beal (drawn by T. Hardaway),,68-46,,
10:56.0,,,68-46,,D. Schroder misses 3-pt shot from 25 ft
10:54.0,Defensive rebound by M. Gortat,,68-46,,
10:33.0,J. Wall misses 3-pt shot from 26 ft,,68-46,,
10:30.0,,,68-46,,Defensive rebound by T. Waller-Prince
10:26.0,Personal foul by M. Morris (drawn by P. Millsap),,68-46,,
10:07.0,,,68-46,,T. Waller-Prince misses 3-pt shot from 24 ft
10:06.0,,,68-46,,Offensive rebound by P. Millsap
10:02.0,,,68-46,,Shooting foul by O. Porter (drawn by P. Millsap)
10:02.0,,,68-47,1,P. Millsap makes free throw 1 of 2
10:02.0,,,68-48,1,P. Millsap makes free throw 2 of 2
9:42.0,Turnover by M. Gortat (bad pass),,68-48,,
9:28.0,,,68-48,,P. Millsap misses 2-pt shot from 8 ft
9:26.0,Defensive rebound by M. Gortat,,68-48,,
9:21.0,Offensive charge foul by J. Wall,,68-48,,
9:21.0,Turnover by J. Wall (offensive foul),,68-48,,
9:12.0,,,68-51,3,T. Hardaway makes 3-pt shot from 25 ft (assist by D. Schroder)
8:55.0,Turnover by B. Beal (bad pass),,68-51,,
8:45.0,,,68-53,2,D. Schroder makes 2-pt shot from 1 ft
8:45.0,Washington full timeout,,68-53,,
8:29.0,Shooting foul by P. Millsap (drawn by B. Beal),,68-53,,
8:29.0,B. Beal makes free throw 1 of 2,1,69-53,,
8:29.0,B. Beal makes free throw 2 of 2,1,70-53,,
8:16.0,,,70-53,,T. Hardaway misses 3-pt shot from 25 ft (block by J. Wall)
8:16.0,,,70-53,,Offensive rebound by T. Hardaway
8:16.0,Shooting block foul by M. Gortat (drawn by T. Hardaway),,70-53,,
8:16.0,,,70-53,,T. Hardaway misses free throw 1 of 2
8:16.0,,,70-53,,Offensive rebound by Team
8:16.0,,,70-54,1,T. Hardaway makes free throw 2 of 2
8:03.0,B. Beal misses 2-pt shot from 16 ft,,70-54,,
8:00.0,Offensive rebound by M. Morris,,70-54,,
7:58.0,B. Beal makes 2-pt shot from 15 ft (assist by M. Morris),2,72-54,,
7:45.0,,,72-57,3,D. Schroder makes 3-pt shot from 24 ft (assist by P. Millsap)
7:30.0,J. Wall makes 3-pt shot from 25 ft (assist by O. Porter),3,75-57,,
7:12.0,,,75-57,,T. Hardaway misses 2-pt shot from 11 ft
7:11.0,,,75-57,,Offensive rebound by Team
7:06.0,Personal foul by O. Porter (drawn by D. Schroder),,75-57,,
7:06.0,,,75-58,1,D. Schroder makes free throw 1 of 2
7:06.0,,,75-58,,D. Schroder misses free throw 2 of 2
7:06.0,K. Oubre enters the game for O. Porter,,75-58,,
7:05.0,Defensive rebound by M. Gortat,,75-58,,
6:54.0,,,75-58,,Personal foul by P. Millsap (drawn by J. Wall)
6:44.0,M. Gortat makes 2-pt shot from 9 ft (assist by J. Wall),2,77-58,,
6:27.0,,,77-58,,Turnover by P. Millsap (lost ball; steal by B. Beal)
6:24.0,,,77-58,,Personal foul by D. Schroder (drawn by J. Wall)
6:17.0,M. Gortat misses 2-pt shot from 18 ft,,77-58,,
6:16.0,,,77-58,,Defensive rebound by P. Millsap
6:09.0,,,77-58,,P. Millsap misses 3-pt shot from 25 ft
6:05.0,Defensive rebound by M. Gortat,,77-58,,
5:54.0,M. Morris makes 2-pt shot from 1 ft (assist by M. Gortat),2,79-58,,
5:54.0,Shooting foul by D. Howard (drawn by M. Morris),,79-58,,
5:54.0,M. Morris misses free throw 1 of 1,,79-58,,
5:54.0,,,79-58,,K. Bazemore enters the game for T. Waller-Prince
5:53.0,,,79-58,,Defensive rebound by D. Howard
5:39.0,,,79-61,3,T. Hardaway makes 3-pt shot from 25 ft (assist by D. Schroder)
5:24.0,M. Morris misses 3-pt shot from 24 ft,,79-61,,
5:23.0,,,79-61,,Defensive rebound by Team
5:08.0,,,79-61,,Shooting foul by K. Oubre (drawn by D. Schroder)
5:08.0,,,79-62,1,D. Schroder makes free throw 1 of 2
5:08.0,,,79-63,1,D. Schroder makes free throw 2 of 2
4:54.0,M. Morris misses 2-pt shot from 19 ft,,79-63,,
4:52.0,,,79-63,,Defensive rebound by D. Schroder
4:45.0,,,79-65,2,T. Hardaway makes 2-pt shot from 11 ft (assist by D. Schroder)
4:18.0,J. Wall misses 2-pt shot from 21 ft,,79-65,,
4:17.0,,,79-65,,Defensive rebound by P. Millsap
4:14.0,,,79-65,,Turnover by P. Millsap (lost ball; steal by M. Morris)
4:14.0,,,79-65,,Personal foul by P. Millsap (drawn by B. Beal)
4:14.0,B. Beal makes free throw 1 of 2,1,80-65,,
4:14.0,B. Beal makes free throw 2 of 2,1,81-65,,
4:05.0,,,81-65,,T. Hardaway misses 3-pt shot from 25 ft
4:03.0,Defensive rebound by M. Morris,,81-65,,
3:56.0,B. Beal makes 3-pt shot from 24 ft (assist by J. Wall),3,84-65,,
3:40.0,Personal foul by B. Beal (drawn by D. Schroder),,84-65,,
3:40.0,,,84-66,1,D. Schroder makes free throw 1 of 2
3:40.0,,,84-67,1,D. Schroder makes free throw 2 of 2
3:40.0,B. Jennings enters the game for B. Beal,,84-66,,
3:40.0,,,84-66,,T. Waller-Prince enters the game for D. Howard
3:21.0,M. Gortat misses 2-pt shot from 8 ft,,84-67,,
3:18.0,,,84-67,,Defensive rebound by T. Waller-Prince
3:11.0,,,84-69,2,T. Hardaway makes 2-pt shot from 19 ft (assist by P. Millsap)
2:54.0,K. Oubre misses 3-pt shot from 25 ft (block by T. Waller-Prince),,84-69,,
2:51.0,,,84-69,,Defensive rebound by P. Millsap
2:45.0,,,84-69,,Atlanta full timeout
2:45.0,J. Smith enters the game for M. Morris,,84-69,,
2:40.0,,,84-69,,Shooting foul by M. Gortat (drawn by D. Schroder)
2:40.0,,,84-70,1,D. Schroder makes free throw 1 of 2
2:40.0,,,84-71,1,D. Schroder makes free throw 2 of 2
2:40.0,B. Bogdanovic enters the game for M. Gortat,,84-70,,
2:15.0,Turnover by J. Wall (bad pass; steal by T. Waller-Prince),,84-71,,
2:11.0,,,84-73,2,D. Schroder makes 2-pt shot at rim (assist by K. Bazemore)
1:54.0,K. Oubre misses 2-pt shot from 6 ft,,84-73,,
1:54.0,,,84-73,,Defensive rebound by P. Millsap
1:54.0,Personal foul by J. Smith (drawn by P. Millsap),,84-73,,
1:54.0,,,84-74,1,P. Millsap makes free throw 1 of 2
1:54.0,,,84-75,1,P. Millsap makes free throw 2 of 2
1:42.0,,,84-75,,Personal foul by T. Waller-Prince (drawn by B. Bogdanovic)
1:42.0,B. Bogdanovic makes free throw 1 of 2,1,85-75,,
1:42.0,B. Bogdanovic makes free throw 2 of 2,1,86-75,,
1:21.0,,,86-77,2,P. Millsap makes 2-pt shot from 3 ft (assist by T. Waller-Prince)
1:03.0,K. Oubre misses 2-pt shot from 1 ft (block by P. Millsap),,86-77,,
1:02.0,,,86-77,,Defensive rebound by T. Hardaway
1:01.0,,,86-77,,T. Hardaway misses 2-pt shot from 1 ft
0:56.0,,,86-77,,Offensive rebound by P. Millsap
0:55.0,,,86-79,2,P. Millsap makes 2-pt shot at rim
0:40.0,B. Bogdanovic makes 3-pt shot from 24 ft (assist by J. Wall),3,89-79,,
0:31.0,,,89-82,3,P. Millsap makes 3-pt shot from 25 ft (assist by D. Schroder)
0:08.0,J. Smith misses 3-pt shot from 23 ft,,89-82,,
0:07.0,,,89-82,,Defensive rebound by K. Bazemore
0:01.0,,,89-82,,Turnover by T. Waller-Prince (bad pass)
0:00.0,J. Wall misses 3-pt shot from 45 ft,,89-82,,
0:00.0,Offensive rebound by Team,,89-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:35.0,J. Wall makes 2-pt shot from 6 ft,2,91-82,,
11:19.0,,,91-82,,P. Millsap misses 2-pt shot from 16 ft
11:17.0,Defensive rebound by B. Bogdanovic,,91-82,,
10:55.0,M. Morris misses 2-pt shot from 10 ft,,91-82,,
10:54.0,,,91-82,,Defensive rebound by K. Bazemore
10:46.0,,,91-84,2,K. Bazemore makes 2-pt shot from 19 ft (assist by D. Schroder)
10:22.0,M. Morris misses 2-pt shot from 2 ft,,91-84,,
10:20.0,,,91-84,,Defensive rebound by T. Waller-Prince
10:09.0,,,91-87,3,K. Bazemore makes 3-pt shot from 24 ft (assist by P. Millsap)
10:08.0,Washington full timeout,,91-87,,
10:08.0,O. Porter enters the game for K. Oubre,,91-87,,
10:08.0,B. Beal enters the game for J. Wall,,91-87,,
10:08.0,,,91-87,,J. Calderon enters the game for T. Hardaway
9:45.0,B. Jennings misses 3-pt shot from 25 ft (block by J. Calderon),,91-87,,
9:44.0,Offensive rebound by Team,,91-87,,
9:44.0,Turnover by Team (shot clock),,91-87,,
9:32.0,,,91-87,,D. Schroder misses 3-pt shot from 25 ft
9:30.0,Defensive rebound by M. Morris,,91-87,,
9:21.0,B. Beal makes 2-pt shot from 19 ft,2,93-87,,
8:59.0,,,93-90,3,J. Calderon makes 3-pt shot from 23 ft (assist by T. Waller-Prince)
8:38.0,M. Morris misses 2-pt shot from 1 ft,,93-90,,
8:38.0,Offensive rebound by Team,,93-90,,
8:38.0,,,93-90,,Loose ball foul by J. Calderon (drawn by O. Porter)
8:38.0,J. Wall enters the game for B. Jennings,,93-90,,
8:32.0,Turnover by B. Beal (bad pass; steal by D. Schroder),,93-90,,
8:27.0,,,93-90,,D. Schroder misses 2-pt shot from 2 ft (block by J. Wall)
8:25.0,Defensive rebound by B. Bogdanovic,,93-90,,
8:08.0,J. Wall makes 2-pt shot from 1 ft,2,95-90,,
7:52.0,,,95-90,,J. Calderon misses 3-pt shot from 25 ft
7:51.0,Defensive rebound by O. Porter,,95-90,,
7:34.0,J. Wall makes 2-pt shot from 20 ft,2,97-90,,
7:33.0,,,97-90,,Atlanta full timeout
7:33.0,,,97-90,,T. Hardaway enters the game for T. Waller-Prince
7:20.0,,,97-92,2,P. Millsap makes 2-pt shot from 10 ft
6:57.0,M. Morris makes 2-pt shot from 2 ft (assist by J. Wall),2,99-92,,
6:47.0,,,99-94,2,P. Millsap makes 2-pt shot from 1 ft (assist by D. Schroder)
6:26.0,J. Wall misses 3-pt shot from 25 ft,,99-94,,
6:24.0,Offensive rebound by M. Morris,,99-94,,
6:22.0,,,99-94,,Personal foul by D. Schroder (drawn by B. Beal)
6:22.0,,,99-94,,T. Waller-Prince enters the game for J. Calderon
6:13.0,B. Beal misses 2-pt shot from 18 ft,,99-94,,
6:11.0,,,99-94,,Defensive rebound by K. Bazemore
6:06.0,,,99-94,,T. Hardaway misses 3-pt shot from 25 ft
6:03.0,Defensive rebound by B. Beal,,99-94,,
5:58.0,Shooting foul by T. Waller-Prince (drawn by B. Beal),,99-94,,
5:58.0,B. Beal misses free throw 1 of 2,,99-94,,
5:58.0,Offensive rebound by Team,,99-94,,
5:58.0,B. Beal makes free throw 2 of 2,1,100-94,,
5:46.0,,,100-94,,Turnover by P. Millsap (lost ball; steal by O. Porter)
5:39.0,B. Bogdanovic misses 3-pt shot from 23 ft,,100-94,,
5:36.0,,,100-94,,Defensive rebound by K. Bazemore
5:32.0,,,100-97,3,D. Schroder makes 3-pt shot from 23 ft (assist by K. Bazemore)
5:09.0,B. Beal makes 2-pt shot from 16 ft (assist by J. Wall),2,102-97,,
4:51.0,,,102-97,,D. Schroder misses 2-pt shot at rim (block by B. Bogdanovic)
4:49.0,Defensive rebound by M. Morris,,102-97,,
4:49.0,,,102-97,,Personal take foul by K. Bazemore (drawn by J. Wall)
4:33.0,J. Wall makes 2-pt shot from 18 ft,2,104-97,,
4:17.0,,,104-97,,P. Millsap misses 3-pt shot from 25 ft
4:14.0,Defensive rebound by O. Porter,,104-97,,
3:56.0,B. Bogdanovic misses 3-pt shot from 24 ft,,104-97,,
3:55.0,,,104-97,,Defensive rebound by P. Millsap
3:50.0,,,104-97,,Turnover by T. Waller-Prince (bad pass; steal by B. Bogdanovic)
3:32.0,J. Wall makes 2-pt shot from 19 ft,2,106-97,,
3:31.0,,,106-97,,Atlanta full timeout
3:19.0,Personal foul by M. Morris (drawn by D. Schroder),,106-97,,
3:05.0,,,106-97,,Turnover by K. Bazemore (lost ball; steal by B. Beal)
2:47.0,O. Porter misses 3-pt shot from 25 ft,,106-97,,
2:46.0,,,106-97,,Defensive rebound by T. Hardaway
2:37.0,,,106-99,2,P. Millsap makes 2-pt shot from 9 ft (assist by D. Schroder)
2:17.0,J. Wall makes 2-pt shot at rim,2,108-99,,
2:17.0,,,108-99,,Shooting block foul by P. Millsap (drawn by J. Wall)
2:17.0,J. Wall makes free throw 1 of 1,1,109-99,,
