time,Washington,pts.away,score,pts.home,Atlanta
7:11.0,J. Wall enters the game for B. Jennings,,81-96,,
6:53.0,K. Oubre misses 3-pt shot from 23 ft,,81-97,,
6:52.0,,,81-97,,Defensive rebound by P. Millsap
6:45.0,Personal foul by K. Oubre (drawn by M. Muscala),,81-97,,
6:39.0,,,81-99,2,P. Millsap makes 2-pt shot from 2 ft (assist by D. Schroder)
6:39.0,,,81-99,,Shooting foul by B. Beal (drawn by P. Millsap)
6:39.0,,,81-100,1,P. Millsap makes free throw 1 of 1
6:24.0,Turnover by J. Wall (bad pass),,81-100,,
6:11.0,,,81-100,,D. Schroder misses 3-pt shot from 25 ft
6:10.0,,,81-100,,Offensive rebound by M. Muscala
6:10.0,,,81-100,,Shooting foul by M. Morris (drawn by M. Muscala)
6:10.0,,,81-101,1,M. Muscala makes free throw 1 of 2
6:10.0,,,81-102,1,M. Muscala makes free throw 2 of 2
5:52.0,B. Bogdanovic misses 3-pt shot from 24 ft,,81-102,,
5:50.0,Offensive rebound by K. Oubre,,81-102,,
5:50.0,K. Oubre misses 2-pt shot from 1 ft,,81-102,,
5:50.0,,,81-102,,Defensive rebound by Team
5:50.0,Official timeout,,81-102,,
5:50.0,,,81-102,,D. Howard enters the game for P. Millsap
5:40.0,,,81-102,,D. Schroder misses 2-pt shot from 2 ft
5:39.0,,,81-102,,Offensive rebound by D. Howard
5:39.0,,,81-102,,D. Howard misses 2-pt shot from 1 ft
5:39.0,,,81-102,,Offensive rebound by D. Howard
5:39.0,,,81-102,,Shooting foul by M. Morris (drawn by D. Howard)
5:39.0,,,81-102,,D. Howard misses free throw 1 of 2
5:39.0,,,81-102,,Offensive rebound by Team
5:39.0,,,81-102,,D. Howard misses free throw 2 of 2
5:37.0,Defensive rebound by B. Bogdanovic,,81-102,,
5:23.0,Offensive foul by B. Beal,,81-102,,
5:23.0,Turnover by B. Beal (offensive foul),,81-102,,
5:13.0,,,81-102,,T. Waller-Prince misses 2-pt shot from 19 ft
5:11.0,Defensive rebound by J. Wall,,81-102,,
4:57.0,Jump ball: T. Hardaway vs. J. Wall (B. Bogdanovic gains possession),,,,Jump ball: T. Hardaway vs. J. Wall (B. Bogdanovic gains possession)
4:50.0,K. Oubre makes 3-pt shot from 25 ft (assist by B. Bogdanovic),3,84-102,,
4:35.0,Personal foul by K. Oubre (drawn by D. Schroder),,84-102,,
4:35.0,,,84-103,1,D. Schroder makes free throw 1 of 2
4:35.0,,,84-103,,D. Schroder misses free throw 2 of 2
4:34.0,Defensive rebound by K. Oubre,,84-103,,
4:22.0,B. Bogdanovic makes 2-pt shot at rim (assist by J. Wall),2,86-103,,
4:00.0,,,86-105,2,D. Schroder makes 2-pt shot from 2 ft
3:40.0,B. Beal makes 2-pt shot from 19 ft,2,88-105,,
3:25.0,,,88-107,2,T. Waller-Prince makes 2-pt shot at rim (assist by D. Schroder)
3:24.0,,,88-107,,Technical foul by T. Waller-Prince
3:24.0,Washington full timeout,,88-107,,
3:24.0,B. Bogdanovic makes technical free throw,1,89-107,,
3:24.0,D. Ochefu enters the game for M. Morris,,88-107,,
3:24.0,T. Satoransky enters the game for B. Beal,,88-107,,
3:24.0,S. Mac enters the game for J. Wall,,88-107,,
3:24.0,,,88-107,,J. Calderon enters the game for D. Schroder
3:24.0,,,88-107,,M. Delaney enters the game for T. Hardaway
3:12.0,Turnover by D. Ochefu (bad pass),,89-107,,
2:55.0,Personal foul by S. Mac (drawn by M. Delaney),,89-107,,
2:55.0,,,89-107,,M. Delaney misses free throw 1 of 2
2:55.0,,,89-107,,Offensive rebound by Team
2:55.0,,,89-108,1,M. Delaney makes free throw 2 of 2
2:55.0,,,89-107,,K. Humphries enters the game for T. Waller-Prince
2:55.0,,,89-107,,T. Sefolosha enters the game for D. Howard
2:55.0,,,89-107,,M. Dunleavy enters the game for J. Calderon
2:48.0,Shooting foul by T. Sefolosha (drawn by B. Bogdanovic),,89-108,,
2:48.0,B. Bogdanovic makes free throw 1 of 2,1,90-108,,
2:48.0,B. Bogdanovic makes free throw 2 of 2,1,91-108,,
2:48.0,,,90-108,,E. Ilyasova enters the game for M. Muscala
2:25.0,,,91-110,2,M. Delaney makes 2-pt shot from 20 ft
2:13.0,K. Oubre makes 3-pt shot from 25 ft (assist by T. Satoransky),3,94-110,,
1:53.0,,,94-110,,E. Ilyasova misses 3-pt shot from 24 ft
1:52.0,Defensive rebound by B. Bogdanovic,,94-110,,
1:44.0,B. Bogdanovic misses 2-pt shot from 2 ft (block by K. Humphries),,94-110,,
1:42.0,,,94-110,,Defensive rebound by M. Dunleavy
1:38.0,,,94-113,3,M. Delaney makes 3-pt shot from 25 ft (assist by M. Dunleavy)
1:27.0,K. Oubre misses 3-pt shot from 25 ft,,94-113,,
1:26.0,,,94-113,,Defensive rebound by M. Delaney
1:16.0,,,94-113,,Turnover by M. Dunleavy (lost ball; steal by K. Oubre)
1:13.0,S. Mac makes 2-pt shot from 1 ft (assist by K. Oubre),2,96-113,,
0:56.0,,,96-115,2,M. Delaney makes 2-pt shot from 21 ft
0:47.0,D. Ochefu misses 2-pt shot from 22 ft,,96-115,,
0:46.0,,,96-115,,Defensive rebound by E. Ilyasova
0:39.0,Personal foul by K. Oubre (drawn by T. Sefolosha),,96-115,,
0:39.0,,,96-115,,T. Sefolosha misses free throw 1 of 2
0:39.0,,,96-115,,Offensive rebound by Team
0:39.0,,,96-116,1,T. Sefolosha makes free throw 2 of 2
0:39.0,B. Jennings enters the game for K. Oubre,,96-115,,
0:28.0,S. Mac makes 2-pt shot from 18 ft (assist by B. Jennings),2,98-116,,
0:04.0,,,98-116,,Turnover by Team (shot clock)
0:00.0,S. Mac misses 3-pt shot from 31 ft,,98-116,,
0:00.0,Offensive rebound by Team,,98-116,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
