time,Cleveland,pts.away,score,pts.home,Golden State
3:58.0,,,24-20,,D. Green misses 2-pt shot from 4 ft (block by J. Smith)
3:55.0,Defensive rebound by T. Thompson,,24-20,,
3:45.0,K. Irving makes 2-pt shot from 3 ft,2,26-20,,
3:31.0,,,26-22,2,S. Curry makes 2-pt shot from 7 ft
3:20.0,K. Irving makes 2-pt shot from 17 ft (assist by T. Thompson),2,28-22,,
3:14.0,,,28-22,,Turnover by S. Curry (step out of bounds)
3:14.0,K. Korver enters the game for T. Thompson,,28-22,,
3:14.0,D. Williams enters the game for K. Irving,,28-22,,
2:59.0,J. Smith misses 2-pt shot from 1 ft,,28-22,,
2:58.0,,,28-22,,Defensive rebound by D. Green
2:50.0,,,28-24,2,S. Livingston makes 2-pt shot from 16 ft
2:50.0,,,28-24,,Shooting foul by K. Korver (drawn by S. Livingston)
2:50.0,,,28-25,1,S. Livingston makes free throw 1 of 1
2:27.0,D. Williams misses 3-pt shot from 26 ft,,28-25,,
2:26.0,Offensive rebound by L. James,,28-25,,
2:18.0,L. James misses 2-pt shot from 3 ft,,28-25,,
2:18.0,Offensive rebound by R. Jefferson,,28-25,,
2:18.0,R. Jefferson makes 2-pt shot from 1 ft,2,30-25,,
2:12.0,,,30-25,,S. Curry misses 2-pt shot from 8 ft
2:12.0,Defensive rebound by L. James,,30-25,,
2:09.0,,,30-25,,Personal foul by A. Iguodala (drawn by L. James)
2:09.0,L. James misses free throw 1 of 2,,30-25,,
2:09.0,Offensive rebound by Team,,30-25,,
2:09.0,L. James misses free throw 2 of 2,,30-25,,
2:09.0,I. Shumpert enters the game for J. Smith,,30-25,,
2:08.0,,,30-25,,Defensive rebound by P. McCaw
1:45.0,,,30-25,,A. Iguodala misses 3-pt shot from 23 ft
1:45.0,Defensive rebound by D. Williams,,30-25,,
1:43.0,Turnover by I. Shumpert (lost ball),,30-25,,
1:43.0,J. Smith enters the game for R. Jefferson,,30-25,,
1:33.0,,,30-25,,Shooting foul by K. Korver (drawn by S. Curry)
1:33.0,,,30-25,,S. Curry misses free throw 1 of 3
1:33.0,,,30-25,,Offensive rebound by Team
1:33.0,,,30-26,1,S. Curry makes free throw 2 of 3
1:33.0,,,30-27,1,S. Curry makes free throw 3 of 3
1:21.0,Turnover by D. Williams (bad pass; steal by P. McCaw),,30-27,,
1:20.0,Personal foul by D. Williams (drawn by P. McCaw),,30-27,,
1:20.0,,,30-28,1,P. McCaw makes free throw 1 of 2
1:20.0,,,30-29,1,P. McCaw makes free throw 2 of 2
1:20.0,K. Irving enters the game for L. James,,30-28,,
1:09.0,K. Korver misses 2-pt shot from 21 ft,,30-29,,
1:08.0,,,30-29,,Defensive rebound by S. Curry
1:04.0,Personal foul by I. Shumpert (drawn by S. Curry),,30-29,,
1:04.0,,,30-30,1,S. Curry makes free throw 1 of 2
1:04.0,,,30-31,1,S. Curry makes free throw 2 of 2
1:04.0,,,30-30,,M. Barnes enters the game for D. Green
0:48.0,,,30-31,,Personal foul by P. McCaw (drawn by K. Irving)
0:48.0,K. Irving makes free throw 1 of 2,1,31-31,,
0:48.0,K. Irving makes free throw 2 of 2,1,32-31,,
0:37.0,,,32-33,2,S. Livingston makes 2-pt shot from 12 ft
0:28.0,K. Irving makes 2-pt shot from 21 ft,2,34-33,,
0:11.0,,,34-33,,Turnover by S. Curry (lost ball; steal by D. Williams)
0:06.0,J. Smith makes 3-pt shot from 27 ft (assist by K. Irving),3,37-33,,
0:01.0,,,37-33,,S. Livingston misses 2-pt shot from 15 ft
0:00.0,,,37-33,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,37-33,,Turnover by K. Durant (bad pass; steal by L. James)
11:39.0,L. James makes 2-pt shot at rim (assist by K. Love),2,39-33,,
11:28.0,,,39-33,,P. McCaw misses 3-pt shot from 23 ft
11:27.0,Defensive rebound by K. Love,,39-33,,
11:19.0,L. James misses 2-pt shot from 19 ft,,39-33,,
11:19.0,,,39-33,,Defensive rebound by D. West
11:08.0,,,39-33,,D. West misses 2-pt shot from 8 ft (block by K. Love)
11:07.0,,,39-33,,Offensive rebound by P. McCaw
10:59.0,,,39-33,,K. Thompson misses 2-pt shot from 15 ft
10:58.0,Defensive rebound by K. Love,,39-33,,
10:50.0,Turnover by K. Irving (lost ball),,39-33,,
10:25.0,,,39-33,,P. McCaw misses 3-pt shot from 24 ft
10:24.0,,,39-33,,Offensive rebound by K. Thompson
10:20.0,,,39-33,,K. Thompson misses 2-pt shot from 12 ft
10:20.0,Defensive rebound by D. Williams,,39-33,,
10:14.0,L. James makes 2-pt shot at rim (assist by D. Williams),2,41-33,,
10:13.0,,,41-33,,Golden State full timeout
10:13.0,,,41-33,,D. Green enters the game for P. McCaw
10:13.0,R. Jefferson enters the game for D. Williams,,41-33,,
9:57.0,,,41-35,2,D. West makes 2-pt shot from 18 ft (assist by A. Iguodala)
9:40.0,R. Jefferson misses 3-pt shot from 23 ft,,41-35,,
9:40.0,,,41-35,,Defensive rebound by A. Iguodala
9:32.0,,,41-35,,D. Green misses 3-pt shot from 25 ft
9:32.0,Defensive rebound by K. Irving,,41-35,,
9:23.0,K. Irving misses 2-pt shot from 18 ft,,41-35,,
9:23.0,,,41-35,,Defensive rebound by K. Thompson
9:11.0,,,41-35,,A. Iguodala misses 3-pt shot from 24 ft
9:10.0,Defensive rebound by K. Love,,41-35,,
9:02.0,L. James misses 2-pt shot from 9 ft,,41-35,,
9:02.0,,,41-35,,Defensive rebound by D. Green
8:55.0,Loose ball foul by R. Jefferson (drawn by K. Thompson),,41-35,,
8:55.0,T. Thompson enters the game for K. Korver,,41-35,,
8:42.0,,,41-35,,D. West misses 2-pt shot from 5 ft
8:42.0,,,41-35,,Offensive rebound by D. Green
8:37.0,,,41-37,2,D. West makes 2-pt shot from 1 ft (assist by D. Green)
8:26.0,R. Jefferson misses 2-pt shot from 19 ft,,41-37,,
8:26.0,,,41-37,,Defensive rebound by D. Green
8:16.0,,,41-37,,K. Thompson misses 2-pt shot from 6 ft
8:16.0,Defensive rebound by K. Love,,41-37,,
8:04.0,Turnover by K. Irving (lost ball; steal by K. Durant),,41-37,,
7:58.0,,,41-39,2,A. Iguodala makes 2-pt shot at rim
7:58.0,Cleveland full timeout,,41-39,,
7:58.0,,,41-39,,S. Curry enters the game for K. Thompson
7:58.0,J. Smith enters the game for R. Jefferson,,41-39,,
7:41.0,T. Thompson makes 2-pt shot at rim (assist by K. Irving),2,43-39,,
7:25.0,,,43-42,3,K. Durant makes 3-pt shot from 26 ft
7:09.0,,,43-42,,Personal foul by D. Green (drawn by T. Thompson)
7:09.0,I. Shumpert enters the game for K. Irving,,43-42,,
7:03.0,Shooting foul by D. Green (drawn by K. Love),,43-42,,
7:03.0,K. Love misses free throw 1 of 2,,43-42,,
7:03.0,Offensive rebound by Team,,43-42,,
7:03.0,K. Love misses free throw 2 of 2,,43-42,,
7:01.0,,,43-42,,Defensive rebound by K. Durant
6:48.0,Personal foul by I. Shumpert (drawn by K. Durant),,43-42,,
6:37.0,,,43-45,3,K. Durant makes 3-pt shot from 29 ft
6:22.0,Turnover by T. Thompson (traveling),,43-45,,
6:17.0,,,43-48,3,S. Curry makes 3-pt shot from 27 ft
5:50.0,I. Shumpert misses 3-pt shot from 24 ft,,43-48,,
5:49.0,Offensive rebound by K. Love,,43-48,,
5:45.0,K. Love misses 2-pt shot from 15 ft,,43-48,,
5:45.0,,,43-48,,Defensive rebound by K. Durant
5:33.0,,,43-48,,Shooting foul by I. Shumpert (drawn by K. Durant)
5:33.0,,,43-49,1,K. Durant makes free throw 1 of 2
5:33.0,,,43-50,1,K. Durant makes free throw 2 of 2
5:33.0,K. Irving enters the game for I. Shumpert,,43-49,,
5:14.0,,,43-50,,Personal foul by D. West (drawn by L. James)
5:07.0,K. Irving misses 2-pt shot from 2 ft,,43-50,,
5:06.0,,,43-50,,Defensive rebound by D. West
5:00.0,,,43-52,2,D. Green makes 2-pt shot at rim (assist by A. Iguodala)
4:47.0,Turnover by T. Thompson (lost ball),,43-52,,
4:40.0,,,43-54,2,S. Curry makes 2-pt shot from 12 ft (assist by K. Durant)
4:40.0,,,43-54,,Shooting foul by T. Thompson (drawn by S. Curry)
4:40.0,Cleveland full timeout,,43-54,,
4:40.0,,,43-54,,S. Curry misses free throw 1 of 1
4:38.0,Defensive rebound by L. James,,43-54,,
4:26.0,J. Smith makes 2-pt shot from 22 ft (assist by T. Thompson),2,45-54,,
4:13.0,,,45-57,3,D. Green makes 3-pt shot from 24 ft (assist by S. Curry)
3:46.0,K. Love misses 3-pt shot from 26 ft,,45-57,,
3:46.0,,,45-57,,Defensive rebound by S. Curry
3:35.0,,,45-57,,K. Durant misses 3-pt shot from 26 ft
3:34.0,,,45-57,,Offensive rebound by S. Curry
3:25.0,,,45-60,3,K. Durant makes 3-pt shot from 26 ft (assist by S. Curry)
3:08.0,K. Irving misses 2-pt shot from 3 ft,,45-60,,
3:08.0,,,45-60,,Defensive rebound by D. West
3:08.0,,,45-60,,Technical foul by D. West
3:08.0,Technical foul by T. Thompson,,45-60,,
3:08.0,Technical foul by J. Smith,,45-60,,
3:08.0,,,45-61,1,S. Curry makes technical free throw
3:08.0,R. Jefferson enters the game for K. Love,,45-61,,
3:06.0,Jump ball: K. Irving vs. D. West,,,,Jump ball: K. Irving vs. D. West
3:06.0,,,45-61,,Turnover by D. West (lost ball; steal by K. Irving)
2:55.0,L. James makes 3-pt shot from 26 ft (assist by K. Irving),3,48-61,,
2:55.0,,,48-61,,Golden State full timeout
2:55.0,,,48-61,,K. Thompson enters the game for D. West
2:45.0,,,48-63,2,A. Iguodala makes 2-pt shot from 5 ft (assist by D. Green)
2:31.0,,,48-63,,Def 3 sec tech foul by D. Green
2:31.0,K. Irving makes technical free throw,1,49-63,,
2:18.0,K. Irving misses 2-pt shot from 17 ft,,49-63,,
2:18.0,,,49-63,,Defensive rebound by D. Green
2:08.0,,,49-65,2,A. Iguodala makes 2-pt shot at rim (assist by D. Green)
1:50.0,K. Irving makes 3-pt shot from 26 ft (assist by L. James),3,52-65,,
1:45.0,,,52-67,2,K. Durant makes 2-pt shot at rim (assist by S. Curry)
1:30.0,D. Williams enters the game for T. Thompson,,52-67,,
1:23.0,Turnover by K. Irving (lost ball; steal by K. Thompson),,52-67,,
1:17.0,,,52-67,,K. Thompson misses 2-pt shot from 1 ft
1:17.0,,,52-67,,Offensive rebound by K. Durant
1:10.0,Personal foul by R. Jefferson (drawn by S. Curry),,52-67,,
1:10.0,,,52-68,1,S. Curry makes free throw 1 of 2
1:10.0,,,52-69,1,S. Curry makes free throw 2 of 2
1:10.0,,,52-68,,S. Livingston enters the game for K. Durant
1:10.0,K. Korver enters the game for R. Jefferson,,52-68,,
0:46.0,K. Korver misses 3-pt shot from 25 ft,,52-69,,
0:45.0,Offensive rebound by K. Irving,,52-69,,
0:40.0,J. Smith makes 3-pt shot from 26 ft (assist by K. Irving),3,55-69,,
0:33.0,,,55-69,,S. Curry misses 3-pt shot from 28 ft
0:33.0,Defensive rebound by L. James,,55-69,,
0:24.0,L. James makes 2-pt shot from 2 ft (assist by D. Williams),2,57-69,,
0:06.0,,,57-71,2,A. Iguodala makes 2-pt shot at rim (assist by S. Curry)
0:03.0,J. Smith makes 3-pt shot from 27 ft,3,60-71,,
0:00.0,,,60-71,,S. Curry misses 3-pt shot from 65 ft
0:00.0,,,60-71,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,60-74,3,K. Thompson makes 3-pt shot from 27 ft
11:19.0,L. James makes 2-pt shot from 9 ft,2,62-74,,
11:07.0,,,62-76,2,K. Durant makes 2-pt shot from 9 ft (assist by D. Green)
10:52.0,K. Love makes 2-pt shot from 11 ft (assist by K. Irving),2,64-76,,
10:39.0,,,64-76,,D. Green misses 2-pt shot from 5 ft
10:39.0,Defensive rebound by J. Smith,,64-76,,
10:31.0,K. Irving makes 2-pt shot from 5 ft,2,66-76,,
10:19.0,,,66-79,3,K. Thompson makes 3-pt shot from 26 ft (assist by K. Durant)
9:54.0,L. James misses 3-pt shot from 28 ft,,66-79,,
9:54.0,,,66-79,,Defensive rebound by Team
9:42.0,,,66-79,,D. Green misses 3-pt shot from 27 ft
9:41.0,,,66-79,,Offensive rebound by S. Curry
9:27.0,,,66-79,,K. Thompson misses 3-pt shot from 26 ft
9:27.0,Defensive rebound by T. Thompson,,66-79,,
9:12.0,K. Irving misses 2-pt shot from 15 ft,,66-79,,
9:10.0,,,66-79,,Defensive rebound by D. Green
9:04.0,,,66-79,,Turnover by K. Durant (lost ball)
8:56.0,,,66-79,,Personal foul by Z. Pachulia (drawn by T. Thompson)
8:46.0,,,66-79,,Personal foul by Z. Pachulia (drawn by T. Thompson)
8:30.0,J. Smith makes 3-pt shot from 24 ft (assist by L. James),3,69-79,,
8:18.0,,,69-79,,Offensive foul by Z. Pachulia
8:18.0,,,69-79,,Turnover by Z. Pachulia (offensive foul)
7:56.0,K. Love misses 3-pt shot from 25 ft,,69-79,,
7:54.0,Offensive rebound by L. James,,69-79,,
7:53.0,L. James makes 2-pt shot from 3 ft,2,71-79,,
7:53.0,,,71-79,,Golden State full timeout
7:53.0,,,71-79,,A. Iguodala enters the game for Z. Pachulia
7:37.0,,,71-82,3,A. Iguodala makes 3-pt shot from 25 ft (assist by S. Curry)
7:17.0,K. Irving makes 2-pt shot from 1 ft (assist by L. James),2,73-82,,
7:09.0,,,73-82,,S. Curry misses 3-pt shot from 26 ft
7:08.0,Defensive rebound by K. Love,,73-82,,
7:02.0,K. Irving makes 2-pt shot from 14 ft (assist by L. James),2,75-82,,
6:47.0,,,75-82,,D. Green misses 2-pt shot at rim (block by T. Thompson)
6:46.0,,,75-82,,Offensive rebound by A. Iguodala
6:36.0,,,75-82,,A. Iguodala misses 3-pt shot from 27 ft
6:36.0,Defensive rebound by L. James,,75-82,,
6:24.0,K. Love misses 2-pt shot from 3 ft,,75-82,,
6:23.0,Offensive rebound by T. Thompson,,75-82,,
6:18.0,T. Thompson makes 2-pt shot from 4 ft,2,77-82,,
6:00.0,,,77-84,2,S. Curry makes 2-pt shot from 2 ft
5:48.0,L. James misses 3-pt shot from 26 ft,,77-84,,
5:48.0,,,77-84,,Defensive rebound by K. Durant
5:45.0,Personal foul by K. Irving (drawn by K. Durant),,77-84,,
5:45.0,R. Jefferson enters the game for K. Love,,77-84,,
5:30.0,,,77-84,,Shooting foul by K. Irving (drawn by S. Curry)
5:30.0,,,77-85,1,S. Curry makes free throw 1 of 2
5:30.0,,,77-86,1,S. Curry makes free throw 2 of 2
5:21.0,Shooting foul by D. Green (drawn by T. Thompson),,77-86,,
5:21.0,T. Thompson makes free throw 1 of 2,1,78-86,,
5:21.0,T. Thompson misses free throw 2 of 2,,78-86,,
5:20.0,,,78-86,,Defensive rebound by Team
5:06.0,,,78-88,2,A. Iguodala makes 2-pt shot at rim (assist by K. Durant)
4:46.0,K. Irving misses 2-pt shot from 18 ft,,78-88,,
4:46.0,Offensive rebound by Team,,78-88,,
4:41.0,Shooting foul by K. Thompson (drawn by T. Thompson),,78-88,,
4:41.0,T. Thompson makes free throw 1 of 2,1,79-88,,
4:41.0,T. Thompson makes free throw 2 of 2,1,80-88,,
4:34.0,,,80-88,,Shooting foul by L. James (drawn by K. Durant)
4:34.0,,,80-89,1,K. Durant makes free throw 1 of 2
4:34.0,,,80-90,1,K. Durant makes free throw 2 of 2
4:16.0,K. Irving makes 2-pt shot from 10 ft,2,82-90,,
4:04.0,,,82-90,,K. Durant misses 2-pt shot from 12 ft
4:03.0,Defensive rebound by L. James,,82-90,,
3:58.0,Shooting foul by S. Curry (drawn by L. James),,82-90,,
3:58.0,L. James makes 2-pt shot from 6 ft,2,84-90,,
3:58.0,L. James misses free throw 1 of 1,,84-90,,
3:57.0,,,84-90,,Defensive rebound by D. Green
3:45.0,,,84-90,,K. Thompson misses 3-pt shot from 29 ft
3:45.0,Defensive rebound by L. James,,84-90,,
3:34.0,T. Thompson makes 2-pt shot at rim (assist by L. James),2,86-90,,
3:14.0,,,86-93,3,K. Durant makes 3-pt shot from 25 ft (assist by K. Thompson)
3:14.0,Cleveland full timeout,,86-93,,
3:14.0,,,86-93,,S. Livingston enters the game for D. Green
3:14.0,,,86-93,,D. West enters the game for K. Thompson
2:59.0,T. Thompson misses 2-pt shot from 6 ft (block by D. West),,86-93,,
2:58.0,Offensive rebound by R. Jefferson,,86-93,,
2:54.0,Shooting foul by S. Livingston (drawn by K. Irving),,86-93,,
2:54.0,K. Irving makes free throw 1 of 2,1,87-93,,
2:54.0,K. Irving makes free throw 2 of 2,1,88-93,,
2:43.0,Personal foul by R. Jefferson (drawn by K. Durant),,88-93,,
2:43.0,D. Williams enters the game for K. Irving,,88-93,,
2:34.0,,,88-93,,A. Iguodala misses 3-pt shot from 26 ft
2:33.0,Defensive rebound by L. James,,88-93,,
2:23.0,D. Williams misses 3-pt shot from 26 ft,,88-93,,
2:23.0,,,88-93,,Defensive rebound by A. Iguodala
2:13.0,,,88-93,,Turnover by A. Iguodala (traveling)
1:50.0,Turnover by D. Williams (bad pass; steal by S. Curry),,88-93,,
1:48.0,Personal foul by J. Smith,,88-93,,
1:48.0,,,88-94,1,S. Curry makes free throw 1 of 2
1:48.0,,,88-94,,S. Curry misses free throw 2 of 2
1:48.0,K. Korver enters the game for T. Thompson,,88-94,,
1:48.0,,,88-94,,D. Green enters the game for K. Durant
1:48.0,,,88-94,,P. McCaw enters the game for D. West
1:46.0,Defensive rebound by L. James,,88-94,,
1:24.0,Turnover by Team (shot clock),,88-94,,
1:07.0,,,88-94,,P. McCaw misses 2-pt shot from 2 ft
1:05.0,,,88-94,,Offensive rebound by P. McCaw
1:04.0,,,88-96,2,P. McCaw makes 2-pt shot from 2 ft
0:59.0,,,88-96,,Personal foul by S. Livingston (drawn by R. Jefferson)
0:59.0,R. Jefferson makes free throw 1 of 2,1,89-96,,
0:59.0,R. Jefferson makes free throw 2 of 2,1,90-96,,
0:39.0,,,90-98,2,P. McCaw makes 2-pt shot from 2 ft (assist by S. Curry)
0:19.0,J. Smith makes 3-pt shot from 29 ft (assist by L. James),3,93-98,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,,,93-98,,Personal foul by K. Durant (drawn by L. James)
11:35.0,L. James makes 2-pt shot from 1 ft,2,95-98,,
11:19.0,,,95-100,2,K. Durant makes 2-pt shot from 17 ft
11:04.0,K. Irving misses 3-pt shot from 26 ft,,95-100,,
11:03.0,,,95-100,,Defensive rebound by Team
10:43.0,,,95-103,3,A. Iguodala makes 3-pt shot from 27 ft
10:22.0,K. Love makes 2-pt shot from 8 ft,2,97-103,,
10:22.0,Shooting foul by K. Thompson (drawn by K. Love),,97-103,,
10:22.0,K. Love makes free throw 1 of 1,1,98-103,,
10:00.0,,,98-106,3,K. Durant makes 3-pt shot from 25 ft (assist by P. McCaw)
9:42.0,K. Love misses 3-pt shot from 23 ft,,98-106,,
9:42.0,,,98-106,,Defensive rebound by K. Thompson
9:17.0,,,98-106,,K. Thompson misses 3-pt shot from 27 ft
9:17.0,,,98-106,,Offensive rebound by D. Green
9:17.0,,,98-106,,Shooting foul by K. Korver (drawn by D. Green)
9:17.0,,,98-107,1,D. Green makes free throw 1 of 2
9:17.0,,,98-108,1,D. Green makes free throw 2 of 2
9:17.0,J. Smith enters the game for L. James,,98-107,,
9:00.0,K. Irving misses 2-pt shot from 14 ft,,98-108,,
9:00.0,Offensive rebound by K. Love,,98-108,,
9:00.0,,,98-108,,Personal foul by D. Green (drawn by K. Love)
9:00.0,K. Love makes free throw 1 of 2,1,99-108,,
9:00.0,K. Love misses free throw 2 of 2,,99-108,,
8:59.0,,,99-108,,Defensive rebound by K. Durant
8:50.0,,,99-108,,Offensive foul by P. McCaw
8:50.0,,,99-108,,Turnover by P. McCaw (offensive foul)
8:50.0,Official timeout,,99-108,,
8:50.0,,,99-108,,S. Curry enters the game for P. McCaw
8:50.0,L. James enters the game for D. Williams,,99-108,,
8:28.0,K. Korver makes 3-pt shot from 25 ft (assist by L. James),3,102-108,,
8:14.0,,,102-110,2,K. Durant makes 2-pt shot at rim (assist by A. Iguodala)
7:50.0,L. James misses 2-pt shot from 9 ft,,102-110,,
7:49.0,,,102-110,,Defensive rebound by K. Thompson
7:42.0,,,102-112,2,A. Iguodala makes 2-pt shot at rim (assist by S. Curry)
7:42.0,Cleveland full timeout,,102-112,,
7:24.0,K. Irving misses 2-pt shot from 10 ft,,102-112,,
7:23.0,Offensive rebound by K. Love,,102-112,,
7:18.0,L. James makes 2-pt shot at rim,2,104-112,,
7:03.0,,,104-112,,Offensive foul by S. Curry
7:03.0,,,104-112,,Turnover by S. Curry (offensive foul)
6:43.0,L. James misses 3-pt shot from 29 ft,,104-112,,
6:41.0,,,104-112,,Defensive rebound by Team
6:29.0,,,104-114,2,S. Curry makes 2-pt shot from 2 ft
6:13.0,L. James makes 2-pt shot at rim (assist by K. Love),2,106-114,,
5:55.0,,,106-116,2,K. Durant makes 2-pt shot from 15 ft (assist by S. Curry)
5:33.0,K. Irving misses 2-pt shot from 3 ft,,106-116,,
5:33.0,,,106-116,,Defensive rebound by D. Green
5:32.0,Personal foul by L. James (drawn by S. Curry),,106-116,,
5:24.0,,,106-116,,S. Curry misses 3-pt shot from 27 ft
5:23.0,Defensive rebound by K. Love,,106-116,,
5:14.0,J. Smith misses 3-pt shot from 26 ft,,106-116,,
5:13.0,,,106-116,,Defensive rebound by S. Curry
5:01.0,,,106-118,2,K. Durant makes 2-pt shot from 2 ft (assist by S. Curry)
5:01.0,Cleveland full timeout,,106-118,,
4:49.0,L. James makes 2-pt shot from 2 ft,2,108-118,,
4:32.0,,,108-120,2,S. Curry makes 2-pt shot from 1 ft
4:22.0,K. Irving misses 2-pt shot from 1 ft,,108-120,,
