time,Boston,pts.away,score,pts.home,Chicago
7:56.0,Defensive rebound by A. Horford,,11-4,,
7:42.0,,,11-4,,Personal foul by N. Mirotic (drawn by A. Horford)
7:33.0,Turnover by A. Bradley (bad pass; steal by D. Wade),,11-4,,
7:28.0,,,11-4,,J. Grant misses 2-pt shot from 2 ft
7:25.0,Defensive rebound by G. Green,,11-4,,
7:19.0,I. Thomas makes 3-pt shot from 25 ft (assist by J. Crowder),3,14-4,,
7:19.0,,,14-4,,Chicago full timeout
7:19.0,,,14-4,,M. Carter-Williams enters the game for J. Grant
7:06.0,,,14-4,,R. Lopez misses 2-pt shot from 20 ft
7:05.0,Defensive rebound by G. Green,,14-4,,
6:49.0,J. Crowder misses 3-pt shot from 26 ft,,14-4,,
6:48.0,,,14-4,,Defensive rebound by J. Butler
6:44.0,Personal foul by A. Bradley (drawn by J. Butler),,14-4,,
6:27.0,,,14-4,,J. Butler misses 3-pt shot from 24 ft
6:26.0,Defensive rebound by G. Green,,14-4,,
6:11.0,G. Green misses 3-pt shot from 23 ft,,14-4,,
6:11.0,Offensive rebound by Team,,14-4,,
5:57.0,A. Horford misses 2-pt shot from 2 ft (block by R. Lopez),,14-4,,
5:55.0,,,14-4,,Defensive rebound by N. Mirotic
5:34.0,,,14-6,2,J. Butler makes 2-pt shot from 2 ft (assist by M. Carter-Williams)
5:21.0,,,14-6,,Personal foul by M. Carter-Williams (drawn by A. Horford)
5:13.0,I. Thomas misses 3-pt shot from 26 ft,,14-6,,
5:12.0,Offensive rebound by A. Bradley,,14-6,,
4:59.0,G. Green makes 2-pt shot from 14 ft (assist by A. Horford),2,16-6,,
4:43.0,,,16-6,,Shooting foul by G. Green (drawn by N. Mirotic)
4:43.0,,,16-7,1,N. Mirotic makes free throw 1 of 2
4:43.0,,,16-8,1,N. Mirotic makes free throw 2 of 2
4:24.0,I. Thomas makes 2-pt shot from 22 ft,2,18-8,,
4:12.0,,,18-8,,D. Wade misses 2-pt shot from 16 ft
4:11.0,,,18-8,,Offensive rebound by R. Lopez
4:11.0,,,18-8,,R. Lopez misses 2-pt shot from 2 ft
4:10.0,,,18-8,,Offensive rebound by J. Butler
4:06.0,,,18-10,2,D. Wade makes 2-pt shot from 1 ft (assist by N. Mirotic)
3:46.0,J. Crowder makes 2-pt shot from 2 ft (assist by A. Horford),2,20-10,,
3:36.0,,,20-10,,Turnover by M. Carter-Williams (bad pass; steal by J. Crowder)
3:32.0,J. Crowder makes 2-pt shot from 1 ft,2,22-10,,
3:24.0,,,22-10,,Shooting foul by J. Crowder (drawn by J. Butler)
3:24.0,,,22-10,,J. Butler misses free throw 1 of 2
3:24.0,,,22-10,,Offensive rebound by Team
3:24.0,,,22-11,1,J. Butler makes free throw 2 of 2
3:24.0,T. Rozier enters the game for G. Green,,22-10,,
3:24.0,M. Smart enters the game for I. Thomas,,22-10,,
3:24.0,,,22-10,,B. Portis enters the game for N. Mirotic
3:24.0,,,22-10,,P. Zipser enters the game for D. Wade
3:00.0,M. Smart misses 3-pt shot from 24 ft,,22-11,,
2:59.0,,,22-11,,Defensive rebound by P. Zipser
2:51.0,,,22-11,,Turnover by P. Zipser (bad pass; steal by A. Horford)
2:48.0,,,22-11,,Personal foul by R. Lopez (drawn by M. Smart)
2:48.0,Boston full timeout,,22-11,,
2:34.0,A. Bradley makes 3-pt shot from 25 ft (assist by M. Smart),3,25-11,,
2:17.0,,,25-11,,Shooting foul by A. Bradley (drawn by J. Butler)
2:17.0,,,25-12,1,J. Butler makes free throw 1 of 2
2:17.0,,,25-13,1,J. Butler makes free throw 2 of 2
2:17.0,K. Olynyk enters the game for A. Horford,,25-12,,
2:17.0,I. Thomas enters the game for A. Bradley,,25-12,,
2:17.0,,,25-12,,C. Felicio enters the game for R. Lopez
2:16.0,,,25-13,,Personal foul by M. Carter-Williams (drawn by I. Thomas)
2:16.0,I. Thomas makes free throw 1 of 2,1,26-13,,
2:16.0,I. Thomas makes free throw 2 of 2,1,27-13,,
2:16.0,,,26-13,,I. Canaan enters the game for M. Carter-Williams
2:04.0,,,27-15,2,J. Butler makes 2-pt shot from 6 ft
1:47.0,T. Rozier misses 3-pt shot from 25 ft,,27-15,,
1:46.0,,,27-15,,Defensive rebound by J. Butler
1:32.0,,,27-15,,P. Zipser misses 3-pt shot from 27 ft
1:32.0,,,27-15,,Offensive rebound by Team
1:32.0,Loose ball foul by J. Crowder (drawn by C. Felicio),,27-15,,
1:32.0,,,27-16,1,C. Felicio makes free throw 1 of 2
1:32.0,,,27-16,,C. Felicio misses free throw 2 of 2
1:30.0,,,27-16,,Offensive rebound by P. Zipser
1:19.0,,,27-16,,Shooting foul by M. Smart (drawn by J. Butler)
1:19.0,,,27-17,1,J. Butler makes free throw 1 of 2
1:19.0,,,27-17,,J. Butler misses free throw 2 of 2
1:19.0,J. Jerebko enters the game for J. Crowder,,27-17,,
1:17.0,Defensive rebound by K. Olynyk,,27-17,,
1:11.0,Shooting foul by I. Canaan (drawn by I. Thomas),,27-17,,
1:11.0,I. Thomas makes free throw 1 of 3,1,28-17,,
1:11.0,I. Thomas makes free throw 2 of 3,1,29-17,,
1:11.0,I. Thomas makes free throw 3 of 3,1,30-17,,
0:53.0,,,30-17,,P. Zipser misses 2-pt shot from 2 ft
0:52.0,Defensive rebound by J. Jerebko,,30-17,,
0:38.0,J. Jerebko misses 3-pt shot from 24 ft,,30-17,,
0:37.0,,,30-17,,Defensive rebound by B. Portis
0:22.0,,,30-17,,Shooting foul by I. Thomas (drawn by J. Butler)
0:22.0,,,30-18,1,J. Butler makes free throw 1 of 2
0:22.0,,,30-18,,J. Butler misses free throw 2 of 2
0:21.0,Defensive rebound by K. Olynyk,,30-18,,
0:06.0,T. Rozier misses 2-pt shot from 2 ft (block by B. Portis),,30-18,,
0:05.0,,,30-18,,Defensive rebound by B. Portis
0:00.0,,,30-18,,J. Butler misses 3-pt shot from 25 ft
0:00.0,,,30-18,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,G. Green makes 3-pt shot from 23 ft (assist by M. Smart),3,33-18,,
11:26.0,,,33-18,,I. Canaan misses 2-pt shot from 4 ft (block by J. Jerebko)
11:24.0,Defensive rebound by Team,,33-18,,
11:05.0,J. Jerebko misses 2-pt shot from 6 ft,,33-18,,
11:04.0,,,33-18,,Defensive rebound by C. Felicio
10:42.0,,,33-21,3,I. Canaan makes 3-pt shot from 24 ft (assist by D. Wade)
10:17.0,G. Green makes 2-pt shot from 2 ft (assist by J. Jerebko),2,35-21,,
9:58.0,,,35-21,,B. Portis misses 2-pt shot from 21 ft
9:56.0,Defensive rebound by M. Smart,,35-21,,
9:51.0,G. Green misses 3-pt shot from 26 ft,,35-21,,
9:50.0,Offensive rebound by J. Jerebko,,35-21,,
9:47.0,K. Olynyk makes 3-pt shot from 25 ft (assist by J. Jerebko),3,38-21,,
9:47.0,,,38-21,,Chicago full timeout
9:47.0,,,38-21,,J. Butler enters the game for P. Zipser
9:33.0,,,38-21,,Turnover by C. Felicio (bad pass)
9:16.0,G. Green makes 3-pt shot from 25 ft (assist by M. Smart),3,41-21,,
9:12.0,Violation by Team (jump ball),,41-21,,
8:53.0,,,41-21,,J. Butler misses 2-pt shot from 2 ft
8:52.0,Defensive rebound by M. Smart,,41-21,,
8:45.0,Turnover by M. Smart (bad pass; steal by I. Canaan),,41-21,,
8:44.0,,,41-23,2,I. Canaan makes 2-pt shot from 2 ft
8:44.0,,,41-23,,Technical foul by J. Butler
8:44.0,Technical foul by M. Smart,,41-23,,
8:20.0,J. Jerebko misses 2-pt shot from 2 ft,,41-23,,
8:19.0,,,41-23,,Defensive rebound by B. Portis
8:13.0,,,41-25,2,C. Felicio makes 2-pt shot at rim (assist by B. Portis)
7:57.0,K. Olynyk makes 2-pt shot from 6 ft,2,43-25,,
7:57.0,Shooting foul by C. Felicio (drawn by K. Olynyk),,43-25,,
7:57.0,K. Olynyk misses free throw 1 of 1,,43-25,,
7:57.0,,,41-25,,N. Mirotic enters the game for B. Portis
7:55.0,,,43-25,,Defensive rebound by C. Felicio
7:32.0,,,43-25,,D. Wade misses 3-pt shot from 24 ft
7:31.0,Defensive rebound by T. Rozier,,43-25,,
7:15.0,,,43-25,,Personal foul by C. Felicio (drawn by M. Smart)
7:09.0,,,43-25,,Personal foul by C. Felicio (drawn by G. Green)
7:09.0,J. Crowder enters the game for J. Jerebko,,43-25,,
7:05.0,T. Rozier makes 2-pt shot from 5 ft,2,45-25,,
6:57.0,,,45-27,2,D. Wade makes 2-pt shot from 12 ft
6:57.0,,,45-27,,Shooting foul by K. Olynyk (drawn by D. Wade)
6:57.0,,,45-28,1,D. Wade makes free throw 1 of 1
6:57.0,,,45-27,,R. Lopez enters the game for C. Felicio
6:57.0,A. Bradley enters the game for M. Smart,,45-27,,
6:57.0,A. Horford enters the game for K. Olynyk,,45-27,,
6:39.0,Turnover by A. Bradley (lost ball),,45-28,,
6:27.0,,,45-28,,I. Canaan misses 2-pt shot from 15 ft
6:26.0,Defensive rebound by J. Crowder,,45-28,,
6:18.0,A. Bradley misses 3-pt shot from 25 ft,,45-28,,
6:17.0,,,45-28,,Defensive rebound by D. Wade
6:13.0,,,45-30,2,N. Mirotic makes 2-pt shot from 1 ft (assist by J. Butler)
6:13.0,Boston full timeout,,45-30,,
6:13.0,I. Thomas enters the game for T. Rozier,,45-30,,
5:53.0,Turnover by A. Bradley (bad pass; steal by J. Butler),,45-30,,
5:48.0,Personal foul by A. Bradley (drawn by J. Butler),,45-30,,
5:37.0,,,45-33,3,N. Mirotic makes 3-pt shot from 25 ft (assist by J. Butler)
5:18.0,I. Thomas misses 3-pt shot from 26 ft,,45-33,,
5:17.0,,,45-33,,Defensive rebound by J. Butler
5:11.0,,,45-33,,I. Canaan misses 3-pt shot from 25 ft
5:09.0,,,45-33,,Offensive rebound by D. Wade
5:09.0,,,45-33,,D. Wade misses 2-pt shot from 3 ft
5:09.0,Defensive rebound by Team,,45-33,,
5:09.0,,,45-33,,Loose ball foul by D. Wade (drawn by G. Green)
5:09.0,M. Smart enters the game for A. Bradley,,45-33,,
4:51.0,I. Thomas makes 2-pt shot from 2 ft,2,47-33,,
4:34.0,,,47-33,,Offensive foul by R. Lopez
4:34.0,,,47-33,,Turnover by R. Lopez (offensive foul)
4:34.0,,,47-33,,C. Felicio enters the game for R. Lopez
4:25.0,Shooting foul by N. Mirotic (drawn by I. Thomas),,47-33,,
4:25.0,I. Thomas makes free throw 1 of 2,1,48-33,,
4:25.0,I. Thomas makes free throw 2 of 2,1,49-33,,
4:25.0,J. Jerebko enters the game for G. Green,,48-33,,
4:25.0,,,48-33,,P. Zipser enters the game for I. Canaan
4:12.0,,,49-36,3,N. Mirotic makes 3-pt shot from 25 ft (assist by J. Butler)
3:49.0,Turnover by M. Smart (lost ball),,49-36,,
3:37.0,,,49-36,,Turnover by N. Mirotic (bad pass; steal by J. Crowder)
3:34.0,Turnover by J. Crowder (bad pass),,49-36,,
3:25.0,,,49-36,,J. Butler misses 2-pt shot from 3 ft (block by A. Horford)
3:23.0,Defensive rebound by I. Thomas,,49-36,,
3:16.0,I. Thomas misses 3-pt shot from 28 ft,,49-36,,
3:16.0,Offensive rebound by J. Jerebko,,49-36,,
3:16.0,Shooting foul by N. Mirotic (drawn by J. Jerebko),,49-36,,
3:16.0,J. Jerebko makes free throw 1 of 2,1,50-36,,
3:16.0,J. Jerebko makes free throw 2 of 2,1,51-36,,
3:16.0,,,50-36,,I. Canaan enters the game for D. Wade
3:16.0,,,50-36,,B. Portis enters the game for N. Mirotic
3:02.0,,,51-36,,Shooting foul by J. Jerebko (drawn by J. Butler)
3:02.0,,,51-37,1,J. Butler makes free throw 1 of 2
3:02.0,,,51-38,1,J. Butler makes free throw 2 of 2
2:47.0,I. Thomas misses 3-pt shot from 25 ft,,51-38,,
2:46.0,,,51-38,,Defensive rebound by P. Zipser
2:35.0,,,51-38,,Shooting foul by I. Thomas (drawn by I. Canaan)
2:35.0,,,51-38,,Chicago full timeout
2:35.0,,,51-38,,I. Canaan misses free throw 1 of 2
2:35.0,,,51-38,,Offensive rebound by Team
2:35.0,,,51-38,,I. Canaan misses free throw 2 of 2
2:35.0,K. Olynyk enters the game for J. Jerebko,,51-38,,
2:33.0,Defensive rebound by A. Horford,,51-38,,
2:11.0,I. Thomas misses 3-pt shot from 25 ft,,51-38,,
2:10.0,,,51-38,,Defensive rebound by C. Felicio
1:57.0,,,51-38,,Shooting foul by K. Olynyk (drawn by J. Butler)
1:57.0,,,51-39,1,J. Butler makes free throw 1 of 2
1:57.0,,,51-40,1,J. Butler makes free throw 2 of 2
1:35.0,A. Horford misses 3-pt shot from 24 ft,,51-40,,
1:35.0,Offensive rebound by Team,,51-40,,
1:35.0,,,51-40,,Loose ball foul by C. Felicio (drawn by K. Olynyk)
1:35.0,K. Olynyk misses free throw 1 of 2,,51-40,,
1:35.0,Offensive rebound by Team,,51-40,,
1:35.0,K. Olynyk makes free throw 2 of 2,1,52-40,,
1:35.0,,,51-40,,J. Lauvergne enters the game for C. Felicio
1:14.0,,,52-42,2,B. Portis makes 2-pt shot from 5 ft (assist by J. Lauvergne)
0:51.0,J. Crowder makes 3-pt shot from 27 ft (assist by A. Horford),3,55-42,,
0:37.0,,,55-44,2,J. Lauvergne makes 2-pt shot from 3 ft (assist by J. Butler)
0:32.0,I. Thomas makes 2-pt shot from 2 ft,2,57-44,,
0:32.0,Shooting foul by J. Butler (drawn by I. Thomas),,57-44,,
0:32.0,I. Thomas misses free throw 1 of 1,,57-44,,
0:29.0,,,57-44,,Defensive rebound by B. Portis
0:23.0,,,57-44,,Shooting foul by M. Smart (drawn by J. Butler)
0:23.0,,,57-45,1,J. Butler makes free throw 1 of 2
0:23.0,,,57-46,1,J. Butler makes free throw 2 of 2
0:03.0,I. Thomas misses 2-pt shot from 2 ft,,57-46,,
0:00.0,Offensive rebound by M. Smart,,57-46,,
0:00.0,M. Smart misses 2-pt shot from 3 ft,,57-46,,
0:00.0,,,57-46,,Defensive rebound by B. Portis
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,G. Green misses 2-pt shot from 15 ft (block by D. Wade),,57-46,,
11:42.0,Offensive rebound by G. Green,,57-46,,
11:38.0,Turnover by G. Green (traveling),,57-46,,
11:22.0,,,57-46,,D. Wade misses 2-pt shot from 6 ft
11:20.0,,,57-46,,Offensive rebound by R. Lopez
11:17.0,,,57-46,,J. Butler misses 3-pt shot from 24 ft
11:16.0,Defensive rebound by I. Thomas,,57-46,,
11:02.0,I. Thomas misses 2-pt shot from 2 ft,,57-46,,
11:01.0,Offensive rebound by A. Horford,,57-46,,
11:01.0,A. Horford makes 2-pt shot from 3 ft,2,59-46,,
10:47.0,,,59-48,2,J. Butler makes 2-pt shot from 3 ft
10:35.0,Turnover by I. Thomas (bad pass),,59-48,,
10:27.0,Personal foul by I. Thomas (drawn by J. Butler),,59-48,,
10:12.0,,,59-48,,N. Mirotic misses 3-pt shot from 26 ft
10:10.0,,,59-48,,Offensive rebound by R. Lopez
10:10.0,,,59-50,2,R. Lopez makes 2-pt shot from 2 ft
10:07.0,Violation by Team (jump ball),,59-50,,
10:07.0,Technical foul by Team,,59-50,,
10:07.0,,,59-51,1,J. Butler makes technical free throw
9:49.0,A. Bradley misses 3-pt shot from 25 ft,,59-51,,
9:48.0,,,59-51,,Defensive rebound by N. Mirotic
9:34.0,,,59-53,2,R. Lopez makes 2-pt shot from 2 ft (assist by J. Butler)
9:16.0,G. Green misses 3-pt shot from 23 ft,,59-53,,
9:13.0,Offensive rebound by G. Green,,59-53,,
9:13.0,G. Green makes 2-pt shot at rim,2,61-53,,
8:52.0,,,61-53,,J. Butler misses 2-pt shot from 7 ft
8:52.0,Defensive rebound by Team,,61-53,,
8:39.0,J. Crowder makes 2-pt shot from 2 ft,2,63-53,,
8:16.0,,,63-55,2,D. Wade makes 2-pt shot from 4 ft
8:01.0,Turnover by I. Thomas (lost ball),,63-55,,
7:54.0,,,63-55,,Turnover by J. Butler (bad pass; steal by I. Thomas)
7:51.0,Turnover by I. Thomas (offensive foul),,63-55,,
7:51.0,Offensive charge foul by I. Thomas,,63-55,,
7:42.0,,,63-58,3,I. Canaan makes 3-pt shot from 25 ft (assist by J. Butler)
7:41.0,Boston full timeout,,63-58,,
7:41.0,M. Smart enters the game for I. Thomas,,63-58,,
7:23.0,M. Smart misses 2-pt shot from 2 ft,,63-58,,
7:21.0,,,63-58,,Defensive rebound by R. Lopez
7:11.0,,,63-58,,I. Canaan misses 3-pt shot from 24 ft
7:10.0,Defensive rebound by A. Horford,,63-58,,
6:53.0,G. Green misses 3-pt shot from 22 ft,,63-58,,
6:52.0,,,63-58,,Defensive rebound by N. Mirotic
6:43.0,,,63-60,2,R. Lopez makes 2-pt shot at rim (assist by J. Butler)
6:30.0,Offensive charge foul by M. Smart,,63-60,,
6:30.0,Turnover by M. Smart (offensive foul),,63-60,,
6:06.0,,,63-60,,Turnover by D. Wade (lost ball; steal by A. Bradley)
6:06.0,Jump ball: A. Bradley vs. D. Wade (M. Smart gains possession),,,,Jump ball: A. Bradley vs. D. Wade (M. Smart gains possession)
5:59.0,A. Bradley misses 3-pt shot from 26 ft,,63-60,,
5:59.0,,,63-60,,Defensive rebound by N. Mirotic
5:44.0,,,63-62,2,J. Butler makes 2-pt shot from 2 ft
5:23.0,M. Smart misses 2-pt shot from 6 ft (block by D. Wade),,63-62,,
5:21.0,,,63-62,,Defensive rebound by I. Canaan
5:12.0,,,63-62,,Shooting foul by A. Horford (drawn by J. Butler)
5:12.0,,,63-62,,J. Butler misses free throw 1 of 2
5:12.0,,,63-62,,Offensive rebound by Team
5:12.0,,,63-63,1,J. Butler makes free throw 2 of 2
5:12.0,I. Thomas enters the game for G. Green,,63-62,,
4:57.0,I. Thomas misses 2-pt shot from 2 ft,,63-63,,
4:56.0,,,63-63,,Defensive rebound by J. Butler
4:35.0,,,63-65,2,R. Lopez makes 2-pt shot from 5 ft (assist by J. Butler)
4:20.0,I. Thomas makes 2-pt shot from 1 ft,2,65-65,,
4:03.0,,,65-65,,I. Canaan misses 3-pt shot from 26 ft
4:02.0,Defensive rebound by M. Smart,,65-65,,
3:47.0,I. Thomas makes 2-pt shot from 1 ft,2,67-65,,
3:39.0,,,67-65,,Chicago full timeout
3:39.0,,,67-65,,P. Zipser enters the game for D. Wade
3:22.0,,,67-65,,N. Mirotic misses 3-pt shot from 27 ft
3:22.0,Defensive rebound by A. Horford,,67-65,,
3:04.0,,,67-65,,Personal foul by J. Butler (drawn by I. Thomas)
3:04.0,,,67-65,,M. Carter-Williams enters the game for I. Canaan
2:55.0,A. Horford makes 2-pt shot from 3 ft (assist by I. Thomas),2,69-65,,
2:31.0,,,69-65,,N. Mirotic misses 3-pt shot from 23 ft
2:29.0,Defensive rebound by A. Horford,,69-65,,
2:21.0,Shooting foul by P. Zipser (drawn by I. Thomas),,69-65,,
2:21.0,I. Thomas makes free throw 1 of 2,1,70-65,,
2:21.0,I. Thomas makes free throw 2 of 2,1,71-65,,
2:21.0,,,70-65,,J. Lauvergne enters the game for R. Lopez
2:21.0,K. Olynyk enters the game for A. Horford,,70-65,,
1:57.0,,,71-65,,J. Lauvergne misses 2-pt shot from 1 ft
1:56.0,Defensive rebound by K. Olynyk,,71-65,,
1:49.0,Shooting foul by J. Lauvergne (drawn by I. Thomas),,71-65,,
1:49.0,I. Thomas makes free throw 1 of 2,1,72-65,,
1:49.0,I. Thomas makes free throw 2 of 2,1,73-65,,
1:38.0,,,73-65,,J. Butler misses 2-pt shot from 2 ft (block by M. Smart)
1:35.0,Defensive rebound by I. Thomas,,73-65,,
1:33.0,I. Thomas makes 2-pt shot from 1 ft,2,75-65,,
1:18.0,,,75-65,,Turnover by J. Lauvergne (lost ball; steal by K. Olynyk)
1:10.0,A. Bradley misses 3-pt shot from 25 ft,,75-65,,
1:09.0,,,75-65,,Defensive rebound by N. Mirotic
0:55.0,,,75-65,,J. Butler misses 2-pt shot from 3 ft (block by K. Olynyk)
0:53.0,,,75-65,,Offensive rebound by J. Lauvergne
0:52.0,,,75-65,,J. Lauvergne misses 2-pt shot from 3 ft
0:52.0,,,75-65,,Offensive rebound by J. Lauvergne
0:52.0,,,75-67,2,J. Lauvergne makes 2-pt shot from 3 ft
0:36.0,K. Olynyk makes 2-pt shot from 1 ft (assist by I. Thomas),2,77-67,,
0:26.0,,,77-67,,Shooting foul by K. Olynyk (drawn by J. Butler)
0:26.0,,,77-68,1,J. Butler makes free throw 1 of 2
0:26.0,,,77-69,1,J. Butler makes free throw 2 of 2
0:04.0,K. Olynyk makes 2-pt shot from 2 ft (assist by I. Thomas),2,79-69,,
0:04.0,Technical foul by I. Thomas,,79-69,,
0:04.0,,,79-70,1,J. Butler makes technical free throw
0:04.0,,,79-70,,Turnover by M. Carter-Williams (bad pass)
0:04.0,T. Rozier enters the game for I. Thomas,,79-70,,
0:04.0,I. Thomas enters the game for M. Smart,,79-70,,
0:04.0,,,79-70,,I. Canaan enters the game for N. Mirotic
0:01.0,A. Bradley misses 2-pt shot from 19 ft,,79-70,,
0:00.0,,,79-70,,Defensive rebound by J. Lauvergne
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,79-72,2,B. Portis makes 2-pt shot from 5 ft (assist by I. Canaan)
11:27.0,A. Bradley misses 3-pt shot from 26 ft,,79-72,,
11:27.0,,,79-72,,Defensive rebound by Team
11:27.0,Loose ball foul by K. Olynyk (drawn by J. Lauvergne),,79-72,,
11:14.0,,,79-74,2,B. Portis makes 2-pt shot from 19 ft (assist by I. Canaan)
10:54.0,M. Smart makes 2-pt shot from 19 ft,2,81-74,,
10:30.0,,,81-76,2,J. Lauvergne makes 2-pt shot from 5 ft (assist by D. Wade)
10:14.0,T. Rozier misses 3-pt shot from 23 ft,,81-76,,
10:14.0,,,81-76,,Defensive rebound by I. Canaan
10:10.0,Personal foul by J. Jerebko (drawn by I. Canaan),,81-76,,
10:10.0,A. Horford enters the game for J. Jerebko,,81-76,,
10:10.0,I. Thomas enters the game for A. Bradley,,81-76,,
10:10.0,J. Crowder enters the game for T. Rozier,,81-76,,
9:50.0,,,81-76,,B. Portis misses 2-pt shot from 20 ft
9:49.0,Defensive rebound by M. Smart,,81-76,,
9:39.0,I. Thomas makes 2-pt shot from 4 ft,2,83-76,,
9:39.0,Shooting foul by I. Canaan (drawn by I. Thomas),,83-76,,
9:39.0,I. Thomas makes free throw 1 of 1,1,84-76,,
9:20.0,,,84-76,,J. Lauvergne misses 3-pt shot from 24 ft
9:19.0,Defensive rebound by A. Horford,,84-76,,
9:01.0,I. Thomas makes 2-pt shot from 1 ft,2,86-76,,
9:01.0,,,86-76,,Chicago full timeout
9:01.0,,,86-76,,N. Mirotic enters the game for J. Lauvergne
8:48.0,,,86-78,2,D. Wade makes 2-pt shot from 9 ft
8:30.0,,,86-78,,Personal foul by J. Butler (drawn by M. Smart)
8:30.0,A. Bradley enters the game for K. Olynyk,,86-78,,
8:19.0,Turnover by I. Thomas (lost ball; steal by N. Mirotic),,86-78,,
8:10.0,,,86-78,,N. Mirotic misses 3-pt shot from 23 ft
8:09.0,Defensive rebound by A. Horford,,86-78,,
7:53.0,J. Crowder misses 3-pt shot from 25 ft,,86-78,,
7:52.0,,,86-78,,Defensive rebound by B. Portis
7:36.0,,,86-78,,D. Wade misses 2-pt shot from 15 ft
7:34.0,Defensive rebound by A. Horford,,86-78,,
7:24.0,J. Crowder misses 2-pt shot from 2 ft,,86-78,,
7:23.0,Offensive rebound by M. Smart,,86-78,,
7:21.0,A. Horford makes 3-pt shot from 26 ft (assist by A. Bradley),3,89-78,,
7:03.0,,,89-80,2,J. Butler makes 2-pt shot from 5 ft
6:43.0,I. Thomas misses 3-pt shot from 26 ft,,89-80,,
6:43.0,Offensive rebound by Team,,89-80,,
6:32.0,Turnover by I. Thomas (bad pass; steal by I. Canaan),,89-80,,
6:26.0,,,89-80,,D. Wade misses 2-pt shot from 2 ft
6:25.0,Defensive rebound by A. Horford,,89-80,,
6:22.0,A. Horford makes 2-pt shot at rim (assist by M. Smart),2,91-80,,
6:22.0,Shooting foul by N. Mirotic (drawn by A. Horford),,91-80,,
6:22.0,A. Horford makes free throw 1 of 1,1,92-80,,
6:03.0,,,92-82,2,N. Mirotic makes 2-pt shot from 2 ft (assist by I. Canaan)
6:03.0,,,92-82,,Shooting foul by J. Crowder (drawn by N. Mirotic)
6:03.0,,,92-83,1,N. Mirotic makes free throw 1 of 1
5:39.0,A. Horford misses 2-pt shot from 5 ft,,92-83,,
5:36.0,Offensive rebound by M. Smart,,92-83,,
5:19.0,J. Crowder misses 3-pt shot from 27 ft,,92-83,,
5:18.0,,,92-83,,Defensive rebound by D. Wade
5:13.0,,,92-83,,Turnover by D. Wade (bad pass; steal by M. Smart)
5:09.0,A. Bradley makes 2-pt shot at rim (assist by I. Thomas),2,94-83,,
4:54.0,,,94-83,,Chicago full timeout
4:48.0,,,94-85,2,J. Butler makes 2-pt shot from 7 ft
4:48.0,,,94-85,,Shooting foul by M. Smart (drawn by J. Butler)
4:48.0,,,94-86,1,J. Butler makes free throw 1 of 1
4:25.0,M. Smart misses 2-pt shot from 3 ft,,94-86,,
4:24.0,,,94-86,,Defensive rebound by D. Wade
4:14.0,,,94-86,,I. Canaan misses 3-pt shot from 24 ft
4:12.0,Defensive rebound by J. Crowder,,94-86,,
3:59.0,I. Thomas misses 3-pt shot from 25 ft,,94-86,,
