time,Indiana,pts.away,score,pts.home,Philadelphia
5:36.0,P. George makes 2-pt shot from 16 ft,2,16-16,,
5:21.0,,,16-16,,G. Henderson misses 3-pt shot from 25 ft
5:19.0,Defensive rebound by P. George,,16-16,,
5:13.0,T. Young misses 2-pt shot from 4 ft,,16-16,,
5:11.0,,,16-16,,Defensive rebound by E. Ilyasova
5:01.0,,,16-19,3,E. Ilyasova makes 3-pt shot from 25 ft (assist by T. McConnell)
4:42.0,A. Jefferson makes 2-pt shot from 3 ft (assist by P. George),2,18-19,,
4:42.0,Shooting foul by T. McConnell (drawn by A. Jefferson),,18-19,,
4:42.0,A. Jefferson misses free throw 1 of 1,,18-19,,
4:42.0,,,18-19,,N. Stauskas enters the game for G. Henderson
4:42.0,L. Allen enters the game for T. Young,,18-19,,
4:41.0,,,18-19,,Defensive rebound by H. Thompson
4:16.0,,,18-19,,R. Holmes misses 2-pt shot from 20 ft
4:14.0,Defensive rebound by L. Allen,,18-19,,
4:06.0,A. Jefferson misses 2-pt shot from 3 ft (block by R. Holmes),,18-19,,
4:03.0,,,18-19,,Defensive rebound by H. Thompson
3:57.0,,,18-19,,Turnover by T. McConnell (lost ball; steal by J. Teague)
3:51.0,,,18-19,,Shooting block foul by E. Ilyasova (drawn by L. Allen)
3:51.0,L. Allen makes free throw 1 of 2,1,19-19,,
3:51.0,L. Allen makes free throw 2 of 2,1,20-19,,
3:51.0,C. Miles enters the game for P. George,,19-19,,
3:41.0,,,20-19,,E. Ilyasova misses 3-pt shot from 26 ft
3:40.0,Defensive rebound by C. Miles,,20-19,,
3:29.0,L. Allen misses 2-pt shot from 20 ft,,20-19,,
3:27.0,,,20-19,,Defensive rebound by R. Holmes
3:13.0,,,20-19,,E. Ilyasova misses 3-pt shot from 25 ft
3:11.0,Defensive rebound by C. Miles,,20-19,,
2:59.0,M. Ellis misses 2-pt shot from 14 ft (block by N. Stauskas),,20-19,,
2:57.0,,,20-19,,Defensive rebound by H. Thompson
2:49.0,Personal block foul by A. Jefferson (drawn by R. Holmes),,20-19,,
2:49.0,Indiana full timeout,,20-19,,
2:49.0,,,20-19,,D. Saric enters the game for E. Ilyasova
2:49.0,,,20-19,,J. Okafor enters the game for R. Holmes
2:49.0,A. Brooks enters the game for J. Teague,,20-19,,
2:32.0,,,20-21,2,H. Thompson makes 2-pt shot from 15 ft (assist by J. Okafor)
2:19.0,A. Jefferson misses 2-pt shot from 6 ft,,20-21,,
2:18.0,,,20-21,,Defensive rebound by J. Okafor
2:09.0,,,20-21,,T. McConnell misses 2-pt shot from 9 ft
2:07.0,Defensive rebound by M. Ellis,,20-21,,
2:01.0,Shooting foul by J. Okafor (drawn by A. Jefferson),,20-21,,
2:01.0,A. Jefferson makes free throw 1 of 2,1,21-21,,
2:01.0,A. Jefferson makes free throw 2 of 2,1,22-21,,
2:01.0,,,21-21,,S. Rodriguez enters the game for T. McConnell
1:47.0,,,22-21,,D. Saric misses 2-pt shot from 21 ft
1:46.0,Defensive rebound by M. Ellis,,22-21,,
1:39.0,L. Allen misses 2-pt shot from 4 ft,,22-21,,
1:37.0,,,22-21,,Defensive rebound by H. Thompson
1:25.0,,,22-21,,J. Okafor misses 2-pt shot from 12 ft
1:23.0,Defensive rebound by A. Jefferson,,22-21,,
1:05.0,C. Miles makes 3-pt shot from 23 ft (assist by L. Allen),3,25-21,,
0:44.0,,,25-21,,J. Okafor misses 2-pt shot from 12 ft
0:42.0,Defensive rebound by M. Ellis,,25-21,,
0:32.0,,,25-21,,Violation by D. Saric (kicked ball)
0:20.0,A. Jefferson makes 2-pt shot from 7 ft (assist by M. Ellis),2,27-21,,
0:00.0,,,27-21,,H. Thompson misses 3-pt shot from 25 ft
0:00.0,,,27-21,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,M. Ellis makes 2-pt shot from 2 ft,2,29-21,,
11:36.0,,,29-21,,Offensive foul by S. Rodriguez
11:36.0,,,29-21,,Turnover by S. Rodriguez (offensive foul)
11:24.0,K. Seraphin makes 2-pt shot at rim (assist by M. Ellis),2,31-21,,
11:01.0,,,31-21,,Turnover by J. Embiid (lost ball; steal by M. Ellis)
10:56.0,M. Ellis makes 2-pt shot from 1 ft (assist by K. Seraphin),2,33-21,,
10:56.0,,,33-21,,Philadelphia full timeout
10:48.0,Personal foul by K. Seraphin (drawn by J. Embiid),,33-21,,
10:37.0,Shooting block foul by K. Seraphin (drawn by N. Stauskas),,33-21,,
10:37.0,,,33-22,1,N. Stauskas makes free throw 1 of 2
10:37.0,,,33-22,,N. Stauskas misses free throw 2 of 2
10:35.0,Defensive rebound by K. Seraphin,,33-22,,
10:25.0,Offensive foul by L. Allen,,33-22,,
10:25.0,Turnover by L. Allen (offensive foul),,33-22,,
10:16.0,,,33-24,2,D. Saric makes 2-pt shot at rim (assist by J. Embiid)
10:16.0,,,33-24,,Shooting foul by A. Brooks (drawn by D. Saric)
10:16.0,,,33-25,1,D. Saric makes free throw 1 of 1
10:00.0,C. Miles makes 2-pt shot from 6 ft (assist by M. Ellis),2,35-25,,
9:46.0,,,35-27,2,J. Embiid makes 2-pt shot from 18 ft
9:30.0,K. Seraphin makes 2-pt shot at rim (assist by M. Ellis),2,37-27,,
9:09.0,,,37-29,2,N. Stauskas makes 2-pt shot from 1 ft (assist by S. Rodriguez)
8:55.0,M. Ellis misses 2-pt shot from 16 ft,,37-29,,
8:54.0,,,37-29,,Defensive rebound by J. Embiid
8:48.0,,,37-29,,S. Rodriguez misses 3-pt shot from 26 ft
8:45.0,Defensive rebound by M. Ellis,,37-29,,
8:32.0,A. Brooks makes 2-pt shot at rim,2,39-29,,
8:19.0,Personal foul by K. Seraphin (drawn by J. Embiid),,39-29,,
8:19.0,,,39-29,,G. Henderson enters the game for N. Stauskas
8:04.0,,,39-29,,J. Embiid misses 2-pt shot from 15 ft
8:02.0,Defensive rebound by M. Ellis,,39-29,,
7:52.0,L. Allen misses 2-pt shot from 21 ft,,39-29,,
7:51.0,,,39-29,,Defensive rebound by R. Covington
7:41.0,,,39-29,,Turnover by D. Saric (lost ball; steal by L. Allen)
7:36.0,M. Ellis makes 2-pt shot from 1 ft,2,41-29,,
7:09.0,,,41-29,,J. Embiid misses 2-pt shot from 15 ft
7:09.0,Defensive rebound by Team,,41-29,,
7:09.0,,,41-29,,R. Holmes enters the game for J. Embiid
7:09.0,P. George enters the game for C. Miles,,41-29,,
6:47.0,P. George makes 2-pt shot from 16 ft (assist by L. Allen),2,43-29,,
6:25.0,,,43-29,,Turnover by G. Henderson (lost ball; steal by M. Ellis)
6:20.0,M. Ellis misses 2-pt shot from 5 ft (block by R. Covington),,43-29,,
6:18.0,,,43-29,,Defensive rebound by Team
6:18.0,T. Young enters the game for L. Allen,,43-29,,
6:07.0,,,43-32,3,D. Saric makes 3-pt shot from 25 ft (assist by S. Rodriguez)
6:00.0,Indiana full timeout,,43-32,,
6:00.0,J. Teague enters the game for A. Brooks,,43-32,,
6:00.0,M. Turner enters the game for K. Seraphin,,43-32,,
5:46.0,Turnover by M. Ellis (bad pass; steal by D. Saric),,43-32,,
5:32.0,,,43-34,2,S. Rodriguez makes 2-pt shot from 17 ft (assist by G. Henderson)
5:26.0,,,43-34,,Personal foul by S. Rodriguez (drawn by J. Teague)
5:21.0,P. George misses 3-pt shot from 25 ft,,43-34,,
5:18.0,,,43-34,,Defensive rebound by R. Holmes
5:10.0,,,43-34,,Turnover by D. Saric (lost ball; steal by T. Young)
5:03.0,Turnover by T. Young (lost ball; steal by R. Covington),,43-34,,
4:55.0,,,43-37,3,S. Rodriguez makes 3-pt shot from 25 ft (assist by R. Covington)
4:34.0,M. Ellis misses 2-pt shot from 20 ft,,43-37,,
4:32.0,,,43-37,,Defensive rebound by G. Henderson
4:22.0,,,43-37,,R. Covington misses 2-pt shot from 3 ft
4:20.0,,,43-37,,Offensive rebound by R. Holmes
4:20.0,,,43-39,2,R. Holmes makes 2-pt shot from 2 ft
4:08.0,,,43-39,,Personal block foul by G. Henderson (drawn by J. Teague)
4:08.0,,,43-39,,E. Ilyasova enters the game for D. Saric
4:08.0,C. Miles enters the game for M. Ellis,,43-39,,
3:59.0,Shooting foul by R. Holmes (drawn by J. Teague),,43-39,,
3:59.0,J. Teague makes free throw 1 of 2,1,44-39,,
3:59.0,J. Teague makes free throw 2 of 2,1,45-39,,
3:45.0,,,45-39,,R. Holmes misses 2-pt shot from 3 ft
3:43.0,,,45-39,,Offensive rebound by G. Henderson
3:42.0,,,45-39,,Turnover by G. Henderson (bad pass; steal by J. Teague)
3:41.0,,,45-39,,Personal foul by S. Rodriguez (drawn by J. Teague)
3:41.0,,,45-39,,Technical foul by G. Henderson
3:41.0,P. George makes technical free throw,1,46-39,,
3:41.0,,,45-39,,T. McConnell enters the game for S. Rodriguez
3:41.0,,,46-39,,J. Embiid enters the game for R. Holmes
3:37.0,,,46-39,,Personal foul by G. Henderson (drawn by C. Miles)
3:37.0,C. Miles makes free throw 1 of 2,1,47-39,,
3:37.0,C. Miles makes free throw 2 of 2,1,48-39,,
3:15.0,Personal foul by P. George (drawn by G. Henderson),,48-39,,
3:15.0,Violation by Team (jump ball),,48-39,,
3:15.0,,,48-40,1,G. Henderson makes free throw 1 of 2
3:15.0,,,48-41,1,G. Henderson makes free throw 2 of 2
3:02.0,M. Turner misses 2-pt shot from 17 ft,,48-41,,
3:01.0,,,48-41,,Defensive rebound by J. Embiid
2:55.0,,,48-41,,R. Covington misses 3-pt shot from 26 ft
2:52.0,Defensive rebound by M. Turner,,48-41,,
2:48.0,Official timeout,,48-41,,
2:48.0,A. Jefferson enters the game for M. Turner,,48-41,,
2:48.0,,,48-41,,N. Stauskas enters the game for G. Henderson
2:45.0,P. George misses 2-pt shot from 18 ft,,48-41,,
2:43.0,Offensive rebound by P. George,,48-41,,
2:40.0,P. George misses 3-pt shot from 25 ft,,48-41,,
2:39.0,,,48-41,,Defensive rebound by Team
2:17.0,,,48-41,,J. Embiid misses 2-pt shot from 3 ft
2:15.0,,,48-41,,Offensive rebound by E. Ilyasova
2:08.0,,,48-41,,Shooting foul by P. George (drawn by R. Covington)
2:08.0,,,48-42,1,R. Covington makes free throw 1 of 2
2:08.0,,,48-43,1,R. Covington makes free throw 2 of 2
1:55.0,J. Teague makes 2-pt shot from 7 ft,2,50-43,,
1:45.0,,,50-45,2,J. Embiid makes 2-pt shot from 20 ft
1:34.0,J. Teague makes 2-pt shot from 8 ft,2,52-45,,
1:15.0,,,52-48,3,T. McConnell makes 3-pt shot from 26 ft (assist by R. Covington)
1:02.0,J. Teague misses 2-pt shot from 3 ft,,52-48,,
1:01.0,,,52-48,,Defensive rebound by E. Ilyasova
0:55.0,,,52-48,,R. Covington misses 3-pt shot from 27 ft
0:54.0,Defensive rebound by T. Young,,52-48,,
0:43.0,C. Miles misses 3-pt shot from 24 ft,,52-48,,
0:41.0,,,52-48,,Defensive rebound by T. McConnell
0:31.0,,,52-51,3,N. Stauskas makes 3-pt shot from 25 ft (assist by J. Embiid)
0:09.0,J. Teague misses 3-pt shot from 27 ft,,52-51,,
0:07.0,,,52-51,,Defensive rebound by E. Ilyasova
0:01.0,,,52-51,,N. Stauskas misses 3-pt shot from 25 ft
0:00.0,,,52-51,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:53.0,Turnover by J. Teague (bad pass; steal by D. Saric),,52-51,,
11:32.0,,,52-51,,Turnover by S. Rodriguez (bad pass; steal by C. Miles)
11:20.0,C. Miles misses 2-pt shot from 21 ft,,52-51,,
11:18.0,,,52-51,,Defensive rebound by R. Covington
11:03.0,,,52-51,,J. Embiid misses 2-pt shot from 3 ft
11:02.0,Defensive rebound by T. Young,,52-51,,
10:58.0,Shooting foul by R. Covington (drawn by C. Miles),,52-51,,
10:58.0,C. Miles makes free throw 1 of 2,1,53-51,,
10:58.0,C. Miles makes free throw 2 of 2,1,54-51,,
10:42.0,,,54-51,,G. Henderson misses 2-pt shot from 5 ft
10:41.0,Defensive rebound by P. George,,54-51,,
10:37.0,Turnover by T. Young (traveling),,54-51,,
10:25.0,,,54-51,,R. Covington misses 2-pt shot from 2 ft
10:23.0,Defensive rebound by C. Miles,,54-51,,
10:10.0,Turnover by J. Teague (bad pass),,54-51,,
9:52.0,,,54-51,,G. Henderson misses 3-pt shot from 24 ft
9:51.0,Defensive rebound by T. Young,,54-51,,
9:45.0,P. George misses 2-pt shot from 19 ft,,54-51,,
9:43.0,,,54-51,,Defensive rebound by D. Saric
9:43.0,,,54-51,,Turnover by J. Embiid (lost ball; steal by P. George)
9:14.0,Turnover by J. Teague (lost ball; steal by R. Covington),,54-51,,
9:11.0,,,54-51,,Philadelphia full timeout
8:45.0,,,54-54,3,R. Covington makes 3-pt shot from 27 ft (assist by S. Rodriguez)
8:23.0,Turnover by P. George (bad pass; steal by G. Henderson),,54-54,,
8:17.0,,,54-54,,S. Rodriguez misses 3-pt shot from 26 ft
8:15.0,Defensive rebound by T. Young,,54-54,,
7:56.0,M. Turner makes 2-pt shot from 16 ft (assist by P. George),2,56-54,,
7:37.0,,,56-54,,G. Henderson misses 2-pt shot from 16 ft
7:35.0,Defensive rebound by M. Turner,,56-54,,
7:25.0,M. Turner misses 3-pt shot from 26 ft,,56-54,,
7:24.0,,,56-54,,Defensive rebound by S. Rodriguez
7:15.0,,,56-54,,J. Embiid misses 3-pt shot from 26 ft
7:13.0,,,56-54,,Offensive rebound by R. Covington
7:11.0,,,56-57,3,R. Covington makes 3-pt shot from 25 ft
6:51.0,C. Miles makes 2-pt shot from 2 ft (assist by J. Teague),2,58-57,,
6:41.0,,,58-57,,Shooting foul by M. Turner (drawn by J. Embiid)
6:41.0,,,58-58,1,J. Embiid makes free throw 1 of 2
6:41.0,,,58-59,1,J. Embiid makes free throw 2 of 2
6:41.0,,,58-58,,E. Ilyasova enters the game for D. Saric
6:41.0,,,58-58,,N. Stauskas enters the game for G. Henderson
6:31.0,C. Miles misses 2-pt shot from 10 ft,,58-59,,
6:28.0,,,58-59,,Defensive rebound by E. Ilyasova
6:23.0,,,58-59,,R. Covington misses 3-pt shot from 22 ft
6:21.0,Defensive rebound by J. Teague,,58-59,,
6:17.0,J. Teague misses 2-pt shot from 1 ft (block by J. Embiid),,58-59,,
6:16.0,,,58-59,,Defensive rebound by E. Ilyasova
6:16.0,Loose ball foul by M. Turner (drawn by E. Ilyasova),,58-59,,
6:16.0,,,58-59,,R. Holmes enters the game for J. Embiid
6:16.0,A. Jefferson enters the game for M. Turner,,58-59,,
6:16.0,M. Ellis enters the game for C. Miles,,58-59,,
5:59.0,,,58-59,,T. McConnell enters the game for S. Rodriguez
5:53.0,,,58-59,,R. Holmes misses 2-pt shot from 3 ft
5:52.0,Defensive rebound by A. Jefferson,,58-59,,
5:43.0,Offensive foul by M. Ellis,,58-59,,
5:43.0,Turnover by M. Ellis (offensive foul),,58-59,,
5:43.0,A. Brooks enters the game for J. Teague,,58-59,,
5:32.0,,,58-61,2,R. Holmes makes 2-pt shot at rim (assist by N. Stauskas)
5:11.0,T. Young makes 3-pt shot from 26 ft (assist by P. George),3,61-61,,
4:54.0,,,61-61,,N. Stauskas misses 3-pt shot from 26 ft
4:52.0,Defensive rebound by T. Young,,61-61,,
4:44.0,M. Ellis misses 3-pt shot from 23 ft,,61-61,,
4:42.0,,,61-61,,Defensive rebound by E. Ilyasova
4:27.0,,,61-61,,R. Covington misses 3-pt shot from 25 ft
4:25.0,,,61-61,,Offensive rebound by R. Holmes
4:20.0,,,61-63,2,N. Stauskas makes 2-pt shot from 1 ft (assist by T. McConnell)
3:52.0,A. Jefferson misses 2-pt shot from 13 ft,,61-63,,
3:50.0,,,61-63,,Defensive rebound by T. McConnell
3:40.0,,,61-63,,R. Covington misses 3-pt shot from 26 ft
3:39.0,,,61-63,,Offensive rebound by E. Ilyasova
3:38.0,,,61-63,,Shooting foul by A. Jefferson (drawn by E. Ilyasova)
3:38.0,,,61-64,1,E. Ilyasova makes free throw 1 of 2
3:38.0,,,61-65,1,E. Ilyasova makes free throw 2 of 2
3:38.0,,,61-64,,H. Thompson enters the game for R. Covington
3:38.0,L. Allen enters the game for T. Young,,61-64,,
3:19.0,P. George misses 2-pt shot from 18 ft,,61-65,,
3:17.0,,,61-65,,Defensive rebound by T. McConnell
3:13.0,,,61-65,,Turnover by T. McConnell (lost ball; steal by A. Brooks)
3:07.0,P. George makes 2-pt shot from 1 ft,2,63-65,,
2:52.0,,,63-67,2,R. Holmes makes 2-pt shot from 13 ft
2:52.0,Away from play foul by P. George (drawn by H. Thompson),,63-67,,
2:52.0,Indiana full timeout,,63-67,,
2:52.0,,,63-68,1,H. Thompson makes free throw 1 of 1
2:29.0,A. Brooks misses 3-pt shot from 24 ft,,63-68,,
2:27.0,Offensive rebound by P. George,,63-68,,
2:25.0,Shooting foul by N. Stauskas (drawn by P. George),,63-68,,
2:25.0,P. George makes free throw 1 of 2,1,64-68,,
2:25.0,P. George makes free throw 2 of 2,1,65-68,,
2:15.0,Personal foul by M. Ellis (drawn by N. Stauskas),,65-68,,
2:15.0,,,65-69,1,N. Stauskas makes free throw 1 of 2
2:15.0,,,65-69,,N. Stauskas misses free throw 2 of 2
2:14.0,Defensive rebound by A. Jefferson,,65-69,,
1:56.0,A. Brooks misses 3-pt shot from 29 ft,,65-69,,
1:54.0,,,65-69,,Defensive rebound by R. Holmes
1:48.0,,,65-69,,Shooting foul by A. Brooks (drawn by T. McConnell)
1:48.0,,,65-70,1,T. McConnell makes free throw 1 of 2
1:48.0,,,65-71,1,T. McConnell makes free throw 2 of 2
1:37.0,Shooting foul by R. Holmes (drawn by P. George),,65-71,,
1:37.0,P. George makes free throw 1 of 2,1,66-71,,
1:37.0,P. George makes free throw 2 of 2,1,67-71,,
1:21.0,,,67-73,2,N. Stauskas makes 2-pt shot from 2 ft
1:02.0,P. George makes 2-pt shot from 19 ft (assist by L. Allen),2,69-73,,
0:43.0,,,69-73,,R. Holmes misses 2-pt shot from 18 ft
0:41.0,Defensive rebound by M. Ellis,,69-73,,
0:35.0,M. Ellis misses 2-pt shot from 17 ft,,69-73,,
0:31.0,,,69-73,,Defensive rebound by T. McConnell
0:21.0,,,69-76,3,N. Stauskas makes 3-pt shot from 24 ft (assist by E. Ilyasova)
0:01.0,P. George makes 3-pt shot from 29 ft (assist by A. Jefferson),3,72-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,72-76,,Turnover by N. Stauskas (lost ball; steal by M. Ellis)
11:46.0,M. Ellis makes 2-pt shot from 1 ft,2,74-76,,
11:31.0,,,74-78,2,H. Thompson makes 2-pt shot from 2 ft (assist by E. Ilyasova)
11:05.0,A. Jefferson makes 2-pt shot from 12 ft,2,76-78,,
10:48.0,,,76-78,,J. Embiid misses 2-pt shot from 9 ft
10:46.0,Defensive rebound by L. Allen,,76-78,,
10:30.0,A. Jefferson misses 2-pt shot from 9 ft,,76-78,,
10:28.0,,,76-78,,Defensive rebound by E. Ilyasova
10:22.0,Personal foul by A. Jefferson (drawn by J. Embiid),,76-78,,
10:04.0,,,76-78,,J. Embiid misses 2-pt shot from 16 ft
10:02.0,Defensive rebound by C. Miles,,76-78,,
9:57.0,M. Ellis makes 2-pt shot from 1 ft (assist by C. Miles),2,78-78,,
9:46.0,Personal foul by A. Jefferson (drawn by J. Embiid),,78-78,,
9:46.0,,,78-78,,D. Saric enters the game for E. Ilyasova
9:46.0,,,78-78,,G. Henderson enters the game for N. Stauskas
9:46.0,K. Seraphin enters the game for A. Jefferson,,78-78,,
9:46.0,,,78-78,,R. Covington enters the game for H. Thompson
9:37.0,,,78-78,,Shooting foul by K. Seraphin (drawn by J. Embiid)
9:37.0,,,78-79,1,J. Embiid makes free throw 1 of 2
9:37.0,,,78-80,1,J. Embiid makes free throw 2 of 2
9:21.0,M. Ellis makes 2-pt shot from 17 ft,2,80-80,,
9:09.0,,,80-80,,Turnover by J. Embiid (traveling)
9:09.0,,,80-80,,S. Rodriguez enters the game for T. McConnell
9:08.0,,,80-80,,R. Holmes enters the game for J. Embiid
8:55.0,M. Ellis misses 2-pt shot from 20 ft,,80-80,,
8:51.0,,,80-80,,Defensive rebound by R. Holmes
8:38.0,,,80-82,2,D. Saric makes 2-pt shot from 17 ft
8:20.0,K. Seraphin misses 2-pt shot from 2 ft,,80-82,,
8:18.0,,,80-82,,Defensive rebound by R. Holmes
8:11.0,Official timeout,,80-82,,
8:11.0,J. Teague enters the game for A. Brooks,,80-82,,
8:11.0,P. George enters the game for C. Miles,,80-82,,
8:11.0,M. Turner enters the game for K. Seraphin,,80-82,,
7:56.0,,,80-84,2,G. Henderson makes 2-pt shot from 19 ft (assist by D. Saric)
7:42.0,,,80-84,,Personal foul by R. Covington (drawn by M. Ellis)
7:42.0,T. Young enters the game for L. Allen,,80-84,,
7:38.0,P. George makes 2-pt shot at rim (assist by T. Young),2,82-84,,
7:20.0,,,82-84,,Offensive foul by D. Saric
7:20.0,,,82-84,,Turnover by D. Saric (offensive foul)
7:07.0,Turnover by J. Teague (back court),,82-84,,
6:57.0,,,82-84,,S. Rodriguez misses 2-pt shot from 14 ft
6:55.0,Defensive rebound by P. George,,82-84,,
6:48.0,P. George makes 2-pt shot from 2 ft,2,84-84,,
6:31.0,,,84-84,,Turnover by D. Saric (lost ball; steal by M. Ellis)
6:27.0,M. Ellis makes 2-pt shot from 1 ft,2,86-84,,
6:27.0,,,86-84,,Philadelphia full timeout
6:14.0,,,86-84,,D. Saric misses 3-pt shot from 27 ft
6:12.0,,,86-84,,Offensive rebound by S. Rodriguez
6:07.0,,,86-84,,R. Covington misses 3-pt shot from 26 ft
6:06.0,Defensive rebound by T. Young,,86-84,,
6:04.0,Indiana full timeout,,86-84,,
6:04.0,,,86-84,,N. Stauskas enters the game for G. Henderson
6:04.0,,,86-84,,E. Ilyasova enters the game for D. Saric
5:54.0,,,86-84,,Shooting block foul by R. Covington (drawn by M. Ellis)
5:54.0,M. Ellis makes free throw 1 of 2,1,87-84,,
5:54.0,M. Ellis makes free throw 2 of 2,1,88-84,,
5:42.0,,,88-84,,Turnover by R. Holmes (bad pass; steal by P. George)
5:22.0,Shooting foul by E. Ilyasova (drawn by T. Young),,88-84,,
5:22.0,T. Young makes free throw 1 of 2,1,89-84,,
5:22.0,T. Young makes free throw 2 of 2,1,90-84,,
5:05.0,,,90-84,,R. Holmes misses 3-pt shot from 27 ft
5:03.0,Defensive rebound by P. George,,90-84,,
4:45.0,P. George misses 2-pt shot from 14 ft,,90-84,,
4:43.0,,,90-84,,Defensive rebound by E. Ilyasova
4:27.0,,,90-87,3,E. Ilyasova makes 3-pt shot from 24 ft (assist by S. Rodriguez)
4:27.0,,,90-87,,Shooting foul by P. George (drawn by E. Ilyasova)
4:27.0,,,90-88,1,E. Ilyasova makes free throw 1 of 1
4:27.0,,,90-87,,J. Embiid enters the game for R. Holmes
4:16.0,Offensive charge foul by M. Turner,,90-88,,
4:16.0,Turnover by M. Turner (offensive foul),,90-88,,
4:16.0,A. Jefferson enters the game for M. Turner,,90-88,,
4:05.0,,,90-91,3,J. Embiid makes 3-pt shot from 26 ft (assist by S. Rodriguez)
3:36.0,T. Young misses 2-pt shot from 7 ft (block by E. Ilyasova),,90-91,,
3:36.0,Offensive rebound by Team,,90-91,,
3:33.0,P. George misses 2-pt shot from 15 ft,,90-91,,
3:32.0,,,90-91,,Defensive rebound by E. Ilyasova
3:21.0,,,90-93,2,S. Rodriguez makes 2-pt shot from 3 ft
3:20.0,Indiana full timeout,,90-93,,
3:20.0,M. Turner enters the game for A. Jefferson,,90-93,,
