time,Memphis,pts.away,score,pts.home,LA Clippers
6:16.0,J. Ennis misses 2-pt shot from 2 ft,,10-12,,
6:13.0,,,10-12,,Defensive rebound by D. Jordan
6:10.0,,,10-12,,Turnover by A. Rivers (lost ball; steal by J. Ennis)
6:07.0,J. Ennis misses 2-pt shot from 3 ft,,10-12,,
6:05.0,,,10-12,,Defensive rebound by R. Felton
6:00.0,Personal foul by J. Martin (drawn by R. Felton),,10-12,,
6:00.0,,,10-13,1,R. Felton makes free throw 1 of 2
6:00.0,,,10-14,1,R. Felton makes free throw 2 of 2
6:00.0,V. Carter enters the game for J. Martin,,10-13,,
6:00.0,Z. Randolph enters the game for T. Allen,,10-13,,
5:45.0,Z. Randolph makes 2-pt shot from 21 ft (assist by M. Conley),2,12-14,,
5:28.0,,,12-17,3,L. Mbah a Moute makes 3-pt shot from 23 ft (assist by J. Redick)
5:05.0,V. Carter makes 3-pt shot from 28 ft (assist by M. Gasol),3,15-17,,
4:53.0,,,15-19,2,A. Rivers makes 2-pt shot from 2 ft
4:33.0,Z. Randolph makes 2-pt shot from 6 ft (assist by M. Gasol),2,17-19,,
4:07.0,,,17-19,,A. Rivers misses 3-pt shot from 26 ft
4:06.0,Defensive rebound by J. Ennis,,17-19,,
4:01.0,M. Gasol makes 2-pt shot from 2 ft (assist by M. Conley),2,19-19,,
4:01.0,,,19-19,,Shooting block foul by A. Rivers (drawn by M. Gasol)
4:01.0,,,19-19,,LA Clippers full timeout
4:01.0,M. Gasol makes free throw 1 of 1,1,20-19,,
4:01.0,A. Harrison enters the game for J. Ennis,,19-19,,
4:01.0,,,19-19,,J. Crawford enters the game for A. Rivers
4:01.0,,,19-19,,M. Speights enters the game for L. Mbah a Moute
3:44.0,,,20-22,3,M. Speights makes 3-pt shot from 25 ft (assist by J. Redick)
3:22.0,Z. Randolph misses 2-pt shot from 22 ft,,20-22,,
3:21.0,,,20-22,,Defensive rebound by J. Redick
3:13.0,,,20-22,,J. Redick misses 3-pt shot from 27 ft
3:12.0,Defensive rebound by Z. Randolph,,20-22,,
3:02.0,M. Conley makes 2-pt shot from 10 ft,2,22-22,,
2:45.0,,,22-22,,M. Speights misses 3-pt shot from 27 ft
2:43.0,Defensive rebound by M. Conley,,22-22,,
2:34.0,Z. Randolph misses 2-pt shot from 3 ft,,22-22,,
2:32.0,,,22-22,,Defensive rebound by D. Jordan
2:32.0,Loose ball foul by Z. Randolph (drawn by D. Jordan),,22-22,,
2:32.0,Memphis full timeout,,22-22,,
2:32.0,,,22-23,1,D. Jordan makes free throw 1 of 2
2:32.0,,,22-24,1,D. Jordan makes free throw 2 of 2
2:32.0,J. Martin enters the game for M. Gasol,,22-22,,
2:32.0,,,22-22,,A. Anderson enters the game for J. Redick
2:20.0,Turnover by Z. Randolph (bad pass; steal by R. Felton),,22-24,,
2:17.0,,,22-26,2,R. Felton makes 2-pt shot from 2 ft
1:57.0,Z. Randolph makes 2-pt shot from 14 ft (assist by M. Conley),2,24-26,,
1:33.0,,,24-26,,Shooting foul by J. Martin (drawn by R. Felton)
1:33.0,,,24-26,,R. Felton misses free throw 1 of 2
1:33.0,,,24-26,,Offensive rebound by Team
1:33.0,,,24-27,1,R. Felton makes free throw 2 of 2
1:33.0,T. Daniels enters the game for M. Conley,,24-26,,
1:33.0,J. Ennis enters the game for J. Martin,,24-26,,
1:33.0,,,24-26,,B. Bass enters the game for D. Jordan
1:18.0,T. Daniels makes 3-pt shot from 25 ft (assist by A. Harrison),3,27-27,,
1:06.0,,,27-27,,Turnover by J. Crawford (bad pass)
1:06.0,,,27-27,,A. Rivers enters the game for R. Felton
0:54.0,,,27-27,,Personal foul by B. Bass (drawn by V. Carter)
0:46.0,Z. Randolph makes 2-pt shot from 2 ft (assist by A. Harrison),2,29-27,,
0:35.0,,,29-27,,J. Crawford misses 2-pt shot from 10 ft (block by J. Ennis)
0:32.0,,,29-27,,Offensive rebound by B. Bass
0:31.0,,,29-27,,B. Bass misses 2-pt shot from 13 ft
0:29.0,Defensive rebound by V. Carter,,29-27,,
0:24.0,T. Daniels misses 3-pt shot from 28 ft,,29-27,,
0:22.0,,,29-27,,Defensive rebound by A. Rivers
0:04.0,,,29-30,3,J. Crawford makes 3-pt shot from 26 ft
0:01.0,T. Daniels misses 3-pt shot from 26 ft (block by J. Crawford),,29-30,,
0:00.0,Offensive rebound by Team,,29-30,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,29-30,,M. Speights misses 2-pt shot from 5 ft (block by V. Carter)
11:38.0,Defensive rebound by A. Harrison,,29-30,,
11:32.0,A. Harrison makes 2-pt shot from 4 ft,2,31-30,,
11:06.0,,,31-30,,M. Speights misses 3-pt shot from 25 ft
11:05.0,,,31-30,,Offensive rebound by M. Speights
11:01.0,,,31-30,,J. Crawford misses 3-pt shot from 26 ft
11:00.0,,,31-30,,Offensive rebound by M. Speights
10:59.0,,,31-30,,M. Speights misses 2-pt shot from 8 ft (block by V. Carter)
10:59.0,Defensive rebound by T. Daniels,,31-30,,
10:59.0,,,31-30,,Loose ball foul by M. Speights (drawn by T. Daniels)
10:50.0,,,31-30,,Personal foul by A. Anderson (drawn by V. Carter)
10:37.0,Shooting foul by M. Speights (drawn by Z. Randolph),,31-30,,
10:37.0,Z. Randolph makes free throw 1 of 2,1,32-30,,
10:37.0,Z. Randolph misses free throw 2 of 2,,32-30,,
10:35.0,,,32-30,,Defensive rebound by B. Bass
10:26.0,,,32-30,,Shooting foul by T. Daniels (drawn by A. Anderson)
10:26.0,,,32-30,,A. Anderson misses free throw 1 of 3
10:26.0,,,32-30,,Offensive rebound by Team
10:26.0,,,32-31,1,A. Anderson makes free throw 2 of 3
10:26.0,,,32-31,,A. Anderson misses free throw 3 of 3
10:25.0,Defensive rebound by Z. Randolph,,32-31,,
10:08.0,J. Ennis makes 2-pt shot from 2 ft,2,34-31,,
9:55.0,,,34-31,,A. Rivers misses 2-pt shot from 3 ft
9:52.0,Defensive rebound by V. Carter,,34-31,,
9:38.0,Turnover by Z. Randolph (bad pass; steal by A. Rivers),,34-31,,
9:33.0,,,34-33,2,A. Rivers makes 2-pt shot at rim
9:11.0,Z. Randolph misses 2-pt shot from 20 ft,,34-33,,
9:10.0,,,34-33,,Defensive rebound by J. Crawford
9:04.0,,,34-33,,J. Crawford misses 2-pt shot from 3 ft
9:01.0,Defensive rebound by J. Ennis,,34-33,,
8:56.0,A. Harrison makes 3-pt shot from 26 ft (assist by J. Ennis),3,37-33,,
8:48.0,,,37-33,,LA Clippers full timeout
8:48.0,,,37-33,,J. Redick enters the game for A. Anderson
8:48.0,,,37-33,,L. Mbah a Moute enters the game for B. Bass
8:48.0,M. Gasol enters the game for J. Ennis,,37-33,,
8:48.0,T. Allen enters the game for V. Carter,,37-33,,
8:38.0,,,37-35,2,A. Rivers makes 2-pt shot from 2 ft
8:21.0,,,37-35,,Personal foul by M. Speights (drawn by Z. Randolph)
8:21.0,,,37-35,,D. Jordan enters the game for M. Speights
8:07.0,T. Allen misses 2-pt shot from 19 ft,,37-35,,
8:07.0,,,37-35,,Defensive rebound by Team
7:57.0,,,37-37,2,J. Crawford makes 2-pt shot from 4 ft (assist by A. Rivers)
7:57.0,,,37-37,,Shooting foul by T. Daniels (drawn by J. Crawford)
7:57.0,,,37-38,1,J. Crawford makes free throw 1 of 1
7:57.0,M. Conley enters the game for A. Harrison,,37-37,,
7:43.0,T. Daniels misses 3-pt shot from 27 ft,,37-38,,
7:41.0,Offensive rebound by M. Conley,,37-38,,
7:37.0,T. Daniels misses 3-pt shot from 27 ft,,37-38,,
7:36.0,,,37-38,,Defensive rebound by J. Redick
7:31.0,Personal foul by M. Conley (drawn by J. Crawford),,37-38,,
7:24.0,,,37-40,2,A. Rivers makes 2-pt shot from 4 ft
7:18.0,Memphis full timeout,,37-40,,
7:18.0,J. Ennis enters the game for Z. Randolph,,37-40,,
7:11.0,M. Gasol makes 2-pt shot from 22 ft (assist by M. Conley),2,39-40,,
6:56.0,,,39-40,,Shooting foul by M. Gasol (drawn by A. Rivers)
6:56.0,,,39-41,1,A. Rivers makes free throw 1 of 2
6:56.0,,,39-41,,A. Rivers misses free throw 2 of 2
6:54.0,Defensive rebound by J. Ennis,,39-41,,
6:44.0,T. Daniels makes 3-pt shot from 25 ft (assist by M. Conley),3,42-41,,
6:26.0,,,42-41,,J. Redick misses 2-pt shot from 20 ft
6:23.0,Defensive rebound by T. Allen,,42-41,,
6:16.0,M. Gasol makes 3-pt shot from 26 ft (assist by T. Allen),3,45-41,,
5:55.0,,,45-41,,J. Redick misses 3-pt shot from 27 ft
5:54.0,Defensive rebound by M. Gasol,,45-41,,
5:50.0,Shooting foul by L. Mbah a Moute (drawn by J. Ennis),,45-41,,
5:50.0,J. Ennis makes free throw 1 of 2,1,46-41,,
5:50.0,J. Ennis makes free throw 2 of 2,1,47-41,,
5:50.0,,,46-41,,R. Felton enters the game for J. Crawford
5:30.0,,,47-41,,J. Redick misses 3-pt shot from 26 ft
5:27.0,Defensive rebound by M. Conley,,47-41,,
5:24.0,M. Conley misses 3-pt shot from 26 ft,,47-41,,
5:20.0,,,47-41,,Defensive rebound by R. Felton
5:13.0,,,47-41,,R. Felton misses 2-pt shot from 20 ft
5:11.0,Defensive rebound by J. Ennis,,47-41,,
5:00.0,T. Daniels misses 3-pt shot from 26 ft,,47-41,,
4:59.0,,,47-41,,Defensive rebound by D. Jordan
4:51.0,,,47-41,,Turnover by A. Rivers (bad pass)
4:35.0,Shooting foul by R. Felton (drawn by M. Conley),,47-41,,
4:35.0,M. Conley makes free throw 1 of 2,1,48-41,,
4:35.0,M. Conley makes free throw 2 of 2,1,49-41,,
4:35.0,V. Carter enters the game for J. Ennis,,48-41,,
4:35.0,,,48-41,,W. Johnson enters the game for L. Mbah a Moute
4:22.0,,,49-41,,Shooting foul by T. Allen (drawn by D. Jordan)
4:22.0,,,49-41,,D. Jordan misses free throw 1 of 2
4:22.0,,,49-41,,Offensive rebound by Team
4:22.0,,,49-42,1,D. Jordan makes free throw 2 of 2
4:04.0,Shooting foul by W. Johnson (drawn by V. Carter),,49-42,,
4:04.0,V. Carter misses free throw 1 of 2,,49-42,,
4:04.0,Offensive rebound by Team,,49-42,,
4:04.0,V. Carter misses free throw 2 of 2,,49-42,,
3:59.0,,,49-42,,Defensive rebound by D. Jordan
3:54.0,Personal block foul by T. Daniels (drawn by A. Rivers),,49-42,,
3:54.0,,,49-43,1,A. Rivers makes free throw 1 of 2
3:54.0,,,49-44,1,A. Rivers makes free throw 2 of 2
3:54.0,A. Harrison enters the game for T. Daniels,,49-43,,
3:37.0,T. Allen makes 2-pt shot from 3 ft (assist by M. Conley),2,51-44,,
3:24.0,Personal foul by T. Allen (drawn by J. Redick),,51-44,,
3:24.0,,,51-44,,J. Redick misses free throw 1 of 2
3:24.0,,,51-44,,Offensive rebound by Team
3:24.0,,,51-45,1,J. Redick makes free throw 2 of 2
3:11.0,M. Conley makes 2-pt shot from 2 ft (assist by M. Gasol),2,53-45,,
2:56.0,,,53-45,,Turnover by D. Jordan (3 sec)
2:56.0,Official timeout,,53-45,,
2:45.0,M. Conley makes 2-pt shot from 3 ft (assist by M. Gasol),2,55-45,,
2:22.0,,,55-45,,R. Felton misses 2-pt shot from 2 ft (block by M. Gasol)
2:21.0,Defensive rebound by A. Harrison,,55-45,,
2:17.0,T. Allen makes 2-pt shot from 2 ft (assist by A. Harrison),2,57-45,,
2:03.0,,,57-47,2,W. Johnson makes 2-pt shot from 18 ft (assist by R. Felton)
1:39.0,M. Conley makes 3-pt shot from 24 ft (assist by V. Carter),3,60-47,,
1:17.0,,,60-49,2,J. Redick makes 2-pt shot from 2 ft (assist by R. Felton)
0:57.0,Turnover by M. Gasol (bad pass; steal by R. Felton),,60-49,,
0:52.0,,,60-51,2,R. Felton makes 2-pt shot from 3 ft (assist by A. Rivers)
0:29.0,V. Carter makes 3-pt shot from 26 ft (assist by M. Gasol),3,63-51,,
0:29.0,,,63-51,,LA Clippers full timeout
0:29.0,J. Ennis enters the game for T. Allen,,63-51,,
0:29.0,,,63-51,,J. Crawford enters the game for W. Johnson
0:10.0,,,63-53,2,D. Jordan makes 2-pt shot from 3 ft (assist by J. Crawford)
0:10.0,Shooting block foul by V. Carter (drawn by D. Jordan),,63-53,,
0:10.0,,,63-53,,D. Jordan misses free throw 1 of 1
0:10.0,,,63-53,,L. Mbah a Moute enters the game for J. Crawford
0:08.0,Defensive rebound by V. Carter,,63-53,,
0:05.0,Memphis full timeout,,63-53,,
0:05.0,,,63-53,,W. Johnson enters the game for J. Redick
0:05.0,T. Daniels enters the game for A. Harrison,,63-53,,
0:03.0,M. Gasol misses 2-pt shot from 13 ft,,63-53,,
0:01.0,,,63-53,,Defensive rebound by R. Felton
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,63-56,3,J. Redick makes 3-pt shot from 27 ft (assist by A. Rivers)
11:26.0,M. Gasol makes 2-pt shot from 12 ft (assist by M. Conley),2,65-56,,
11:25.0,Violation by Team (jump ball),,65-56,,
11:12.0,,,65-56,,Shooting foul by J. Martin (drawn by L. Mbah a Moute)
11:12.0,,,65-56,,L. Mbah a Moute misses free throw 1 of 2
11:12.0,,,65-56,,Offensive rebound by Team
11:12.0,,,65-57,1,L. Mbah a Moute makes free throw 2 of 2
11:00.0,M. Gasol misses 3-pt shot from 27 ft,,65-57,,
10:58.0,Offensive rebound by J. Ennis,,65-57,,
10:56.0,J. Ennis makes 2-pt shot at rim,2,67-57,,
10:32.0,,,67-59,2,R. Felton makes 2-pt shot from 22 ft (assist by A. Rivers)
10:10.0,Shooting foul by L. Mbah a Moute (drawn by J. Martin),,67-59,,
10:10.0,J. Martin makes free throw 1 of 2,1,68-59,,
10:10.0,J. Martin makes free throw 2 of 2,1,69-59,,
9:46.0,,,69-59,,A. Rivers misses 2-pt shot from 3 ft
9:45.0,,,69-59,,Offensive rebound by D. Jordan
9:45.0,,,69-59,,D. Jordan misses 2-pt shot from 2 ft
9:45.0,,,69-59,,Offensive rebound by Team
9:42.0,,,69-59,,R. Felton misses 2-pt shot from 2 ft (block by T. Allen)
9:40.0,Defensive rebound by M. Conley,,69-59,,
9:32.0,T. Allen makes 2-pt shot from 13 ft (assist by M. Conley),2,71-59,,
9:30.0,,,71-59,,LA Clippers full timeout
9:14.0,,,71-59,,Shooting foul by J. Ennis (drawn by J. Redick)
9:14.0,,,71-60,1,J. Redick makes free throw 1 of 2
9:14.0,,,71-61,1,J. Redick makes free throw 2 of 2
8:54.0,J. Ennis misses 2-pt shot from 3 ft (block by D. Jordan),,71-61,,
8:51.0,,,71-61,,Defensive rebound by D. Jordan
8:49.0,Personal foul by M. Conley (drawn by A. Rivers),,71-61,,
8:40.0,,,71-61,,J. Redick misses 3-pt shot from 26 ft
8:35.0,Defensive rebound by J. Martin,,71-61,,
8:25.0,,,71-61,,Personal take foul by D. Jordan (drawn by M. Gasol)
8:10.0,M. Conley misses 2-pt shot from 21 ft,,71-61,,
8:09.0,,,71-61,,Defensive rebound by D. Jordan
8:01.0,,,71-63,2,A. Rivers makes 2-pt shot from 3 ft
7:49.0,M. Gasol misses 2-pt shot from 18 ft,,71-63,,
7:47.0,,,71-63,,Defensive rebound by A. Rivers
7:35.0,,,71-63,,J. Redick misses 3-pt shot from 27 ft
7:34.0,Defensive rebound by M. Conley,,71-63,,
7:25.0,M. Conley misses 2-pt shot from 2 ft (block by D. Jordan),,71-63,,
7:22.0,,,71-63,,Defensive rebound by L. Mbah a Moute
7:02.0,,,71-66,3,J. Redick makes 3-pt shot from 25 ft (assist by R. Felton)
7:01.0,Memphis full timeout,,71-66,,
7:01.0,V. Carter enters the game for J. Martin,,71-66,,
6:43.0,V. Carter misses 2-pt shot from 17 ft,,71-66,,
6:42.0,,,71-66,,Defensive rebound by D. Jordan
6:36.0,,,71-68,2,R. Felton makes 2-pt shot from 2 ft (assist by A. Rivers)
6:27.0,M. Conley misses 2-pt shot from 2 ft (block by A. Rivers),,71-68,,
6:24.0,,,71-68,,Defensive rebound by D. Jordan
6:17.0,,,71-68,,Turnover by D. Jordan (lost ball; steal by M. Gasol)
5:57.0,M. Gasol misses 2-pt shot from 14 ft,,71-68,,
5:54.0,,,71-68,,Defensive rebound by D. Jordan
5:39.0,,,71-70,2,J. Redick makes 2-pt shot from 20 ft (assist by A. Rivers)
5:13.0,J. Ennis makes 2-pt shot from 2 ft (assist by M. Conley),2,73-70,,
4:58.0,,,73-70,,J. Redick misses 2-pt shot from 17 ft
4:55.0,Defensive rebound by T. Allen,,73-70,,
4:48.0,,,73-70,,Personal foul by J. Redick (drawn by M. Conley)
4:48.0,T. Daniels enters the game for T. Allen,,73-70,,
4:48.0,Z. Randolph enters the game for J. Ennis,,73-70,,
4:48.0,,,73-70,,J. Crawford enters the game for R. Felton
4:42.0,Offensive foul by V. Carter,,73-70,,
4:42.0,Turnover by V. Carter (offensive foul),,73-70,,
4:26.0,,,73-72,2,A. Rivers makes 2-pt shot from 19 ft
4:12.0,M. Gasol makes 2-pt shot from 13 ft (assist by M. Conley),2,75-72,,
3:59.0,,,75-74,2,A. Rivers makes 2-pt shot from 2 ft
3:49.0,,,75-74,,Personal foul by D. Jordan (drawn by M. Conley)
3:39.0,M. Conley misses 2-pt shot from 2 ft,,75-74,,
3:39.0,,,75-74,,Defensive rebound by Team
3:27.0,,,75-77,3,A. Rivers makes 3-pt shot from 27 ft
3:08.0,V. Carter makes 2-pt shot from 9 ft (assist by M. Gasol),2,77-77,,
2:43.0,,,77-79,2,D. Jordan makes 2-pt shot at rim (assist by L. Mbah a Moute)
2:43.0,,,77-79,,Shooting foul by T. Daniels (drawn by D. Jordan)
2:43.0,,,77-80,1,D. Jordan makes free throw 1 of 1
2:43.0,A. Harrison enters the game for M. Conley,,77-79,,
2:43.0,J. Ennis enters the game for M. Gasol,,77-79,,
2:24.0,T. Daniels misses 2-pt shot from 2 ft,,77-80,,
2:21.0,,,77-80,,Defensive rebound by D. Jordan
2:14.0,,,77-83,3,J. Crawford makes 3-pt shot from 25 ft (assist by A. Rivers)
1:53.0,Z. Randolph makes 2-pt shot from 19 ft (assist by A. Harrison),2,79-83,,
1:35.0,,,79-83,,A. Rivers misses 2-pt shot from 4 ft
1:32.0,Defensive rebound by V. Carter,,79-83,,
1:28.0,V. Carter misses 3-pt shot from 26 ft,,79-83,,
1:24.0,,,79-83,,Defensive rebound by D. Jordan
1:19.0,,,79-83,,Turnover by J. Crawford (lost ball; steal by J. Ennis)
1:13.0,T. Daniels makes 3-pt shot from 26 ft (assist by A. Harrison),3,82-83,,
0:57.0,Personal foul by J. Ennis (drawn by J. Crawford),,82-83,,
0:57.0,,,82-84,1,J. Crawford makes free throw 1 of 2
0:57.0,,,82-85,1,J. Crawford makes free throw 2 of 2
0:57.0,,,82-84,,R. Felton enters the game for A. Rivers
0:49.0,,,82-85,,Personal foul by R. Felton (drawn by A. Harrison)
0:49.0,A. Harrison misses free throw 1 of 2,,82-85,,
0:49.0,Offensive rebound by Team,,82-85,,
0:49.0,A. Harrison makes free throw 2 of 2,1,83-85,,
0:49.0,M. Gasol enters the game for Z. Randolph,,82-85,,
0:38.0,,,83-87,2,D. Jordan makes 2-pt shot at rim (assist by J. Crawford)
0:30.0,T. Daniels misses 3-pt shot from 26 ft,,83-87,,
0:29.0,,,83-87,,Defensive rebound by D. Jordan
0:13.0,Personal foul by A. Harrison (drawn by J. Crawford),,83-87,,
0:13.0,,,83-88,1,J. Crawford makes free throw 1 of 2
0:13.0,,,83-89,1,J. Crawford makes free throw 2 of 2
0:05.0,M. Gasol makes 2-pt shot from 10 ft (assist by A. Harrison),2,85-89,,
0:03.0,,,85-89,,J. Redick misses 3-pt shot from 31 ft
0:00.0,Defensive rebound by A. Harrison,,85-89,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,T. Daniels misses 3-pt shot from 26 ft,,85-89,,
11:34.0,,,85-89,,Defensive rebound by A. Rivers
11:20.0,,,85-89,,A. Rivers misses 3-pt shot from 26 ft
11:20.0,,,85-89,,Offensive rebound by Team
11:20.0,Loose ball foul by M. Gasol (drawn by M. Speights),,85-89,,
11:09.0,,,85-89,,J. Crawford misses 3-pt shot from 28 ft
11:08.0,Defensive rebound by A. Harrison,,85-89,,
10:50.0,V. Carter misses 2-pt shot from 6 ft,,85-89,,
10:47.0,,,85-89,,Defensive rebound by M. Speights
10:39.0,,,85-89,,M. Speights misses 3-pt shot from 25 ft
10:38.0,Defensive rebound by A. Harrison,,85-89,,
10:25.0,V. Carter makes 3-pt shot from 24 ft (assist by A. Harrison),3,88-89,,
10:01.0,,,88-91,2,J. Crawford makes 2-pt shot from 4 ft (assist by M. Speights)
9:41.0,M. Gasol misses 2-pt shot from 15 ft,,88-91,,
9:39.0,,,88-91,,Defensive rebound by M. Speights
9:27.0,,,88-93,2,L. Mbah a Moute makes 2-pt shot from 19 ft (assist by M. Speights)
9:14.0,,,88-93,,Personal foul by M. Speights (drawn by M. Gasol)
9:14.0,,,88-93,,W. Johnson enters the game for L. Mbah a Moute
9:07.0,Shooting foul by W. Johnson (drawn by A. Harrison),,88-93,,
9:07.0,A. Harrison makes free throw 1 of 2,1,89-93,,
9:07.0,A. Harrison misses free throw 2 of 2,,89-93,,
9:07.0,T. Allen enters the game for V. Carter,,89-93,,
9:06.0,,,89-93,,Defensive rebound by M. Speights
8:45.0,,,89-93,,Turnover by R. Felton (bad pass)
8:45.0,Official timeout,,89-93,,
8:31.0,T. Daniels misses 2-pt shot from 5 ft,,89-93,,
8:29.0,Offensive rebound by J. Ennis,,89-93,,
8:29.0,J. Ennis misses 2-pt shot from 2 ft,,89-93,,
8:28.0,,,89-93,,Defensive rebound by M. Speights
8:26.0,Personal foul by T. Daniels (drawn by M. Speights),,89-93,,
8:26.0,M. Conley enters the game for J. Ennis,,89-93,,
8:08.0,,,89-93,,Turnover by M. Speights (bad pass; steal by M. Gasol)
7:58.0,Turnover by M. Conley (bad pass; steal by R. Felton),,89-93,,
7:54.0,,,89-95,2,J. Crawford makes 2-pt shot from 19 ft
7:29.0,T. Allen misses 2-pt shot from 3 ft,,89-95,,
7:26.0,,,89-95,,Defensive rebound by W. Johnson
7:10.0,,,89-95,,Turnover by J. Crawford (lost ball)
7:10.0,Z. Randolph enters the game for M. Gasol,,89-95,,
6:59.0,,,89-95,,Personal foul by M. Speights (drawn by A. Harrison)
6:59.0,,,89-95,,J. Redick enters the game for W. Johnson
6:59.0,,,89-95,,D. Jordan enters the game for M. Speights
6:45.0,M. Conley misses 3-pt shot from 26 ft,,89-95,,
6:44.0,,,89-95,,Defensive rebound by D. Jordan
6:32.0,,,89-97,2,D. Jordan makes 2-pt shot at rim (assist by J. Crawford)
6:31.0,Memphis full timeout,,89-97,,
6:31.0,V. Carter enters the game for A. Harrison,,89-97,,
6:11.0,Z. Randolph makes 2-pt shot from 2 ft (assist by T. Allen),2,91-97,,
5:56.0,,,91-97,,R. Felton misses 2-pt shot from 1 ft
5:54.0,Defensive rebound by V. Carter,,91-97,,
5:46.0,,,91-97,,Personal foul by J. Crawford (drawn by T. Allen)
5:29.0,Z. Randolph misses 2-pt shot from 17 ft,,91-97,,
5:27.0,,,91-97,,Defensive rebound by D. Jordan
5:22.0,,,91-97,,Turnover by A. Rivers (lost ball; steal by T. Daniels)
5:18.0,Shooting foul by A. Rivers (drawn by T. Allen),,91-97,,
5:18.0,T. Allen makes free throw 1 of 2,1,92-97,,
5:18.0,T. Allen makes free throw 2 of 2,1,93-97,,
4:56.0,,,93-97,,A. Rivers misses 2-pt shot from 4 ft
4:55.0,,,93-97,,Offensive rebound by D. Jordan
4:55.0,,,93-97,,D. Jordan misses 2-pt shot at rim
4:54.0,,,93-97,,Offensive rebound by D. Jordan
4:54.0,,,93-97,,D. Jordan misses 2-pt shot from 2 ft
4:53.0,Defensive rebound by T. Daniels,,93-97,,
4:47.0,Turnover by T. Allen (bad pass),,93-97,,
4:32.0,,,93-97,,J. Crawford misses 3-pt shot from 25 ft
4:31.0,Defensive rebound by Z. Randolph,,93-97,,
4:19.0,Z. Randolph misses 2-pt shot from 3 ft,,93-97,,
