time,Houston,pts.away,score,pts.home,Phoenix
4:48.0,R. Anderson makes free throw 1 of 2,1,22-17,,
4:48.0,R. Anderson makes free throw 2 of 2,1,23-17,,
4:48.0,E. Gordon enters the game for P. Beverley,,22-17,,
4:48.0,,,22-17,,T. Warren enters the game for M. Chriss
4:23.0,,,23-17,,D. Booker misses 2-pt shot from 22 ft
4:21.0,,,23-17,,Offensive rebound by E. Bledsoe
4:19.0,,,23-17,,Turnover by E. Bledsoe (bad pass; steal by T. Ariza)
4:14.0,M. Harrell makes 2-pt shot from 2 ft (assist by J. Harden),2,25-17,,
4:11.0,Personal foul by T. Ariza (drawn by E. Bledsoe),,25-17,,
4:11.0,S. Dekker enters the game for R. Anderson,,25-17,,
4:11.0,,,25-17,,A. Len enters the game for T. Chandler
4:11.0,N. Hilario enters the game for M. Harrell,,25-17,,
3:59.0,,,25-19,2,T. Warren makes 2-pt shot from 11 ft
3:39.0,N. Hilario makes 2-pt shot from 2 ft (assist by J. Harden),2,27-19,,
3:13.0,,,27-22,3,P. Tucker makes 3-pt shot from 23 ft (assist by E. Bledsoe)
2:55.0,E. Gordon misses 3-pt shot from 27 ft,,27-22,,
2:54.0,Offensive rebound by S. Dekker,,27-22,,
2:51.0,Turnover by S. Dekker (lost ball; steal by A. Len),,27-22,,
2:47.0,Houston full timeout,,27-22,,
2:47.0,,,27-22,,B. Knight enters the game for E. Bledsoe
2:47.0,C. Brewer enters the game for T. Ariza,,27-22,,
2:27.0,,,27-22,,Turnover by Team (shot clock)
2:20.0,N. Hilario makes 2-pt shot at rim (assist by J. Harden),2,29-22,,
2:20.0,Shooting foul by A. Len (drawn by N. Hilario),,29-22,,
2:20.0,N. Hilario makes free throw 1 of 1,1,30-22,,
1:58.0,,,30-24,2,T. Warren makes 2-pt shot from 6 ft
1:50.0,E. Gordon misses 3-pt shot from 27 ft,,30-24,,
1:48.0,,,30-24,,Defensive rebound by D. Booker
1:39.0,,,30-24,,T. Warren misses 2-pt shot from 11 ft
1:37.0,Defensive rebound by S. Dekker,,30-24,,
1:32.0,C. Brewer misses 2-pt shot from 3 ft (block by A. Len),,30-24,,
1:28.0,,,30-24,,Defensive rebound by D. Booker
1:25.0,,,30-26,2,A. Len makes 2-pt shot from 1 ft (assist by D. Booker)
1:07.0,Shooting foul by T. Warren (drawn by S. Dekker),,30-26,,
1:07.0,S. Dekker misses free throw 1 of 2,,30-26,,
1:07.0,Offensive rebound by Team,,30-26,,
1:07.0,S. Dekker misses free throw 2 of 2,,30-26,,
1:07.0,,,30-26,,J. Dudley enters the game for P. Tucker
1:06.0,,,30-26,,Defensive rebound by T. Warren
0:54.0,,,30-26,,Offensive foul by B. Knight
0:54.0,,,30-26,,Turnover by B. Knight (offensive foul)
0:36.0,E. Gordon misses 3-pt shot from 25 ft,,30-26,,
0:34.0,,,30-26,,Defensive rebound by Team
0:28.0,,,30-26,,D. Booker misses 2-pt shot from 3 ft (block by N. Hilario)
0:26.0,Defensive rebound by E. Gordon,,30-26,,
0:04.0,C. Brewer misses 3-pt shot from 23 ft,,30-26,,
0:03.0,Offensive rebound by S. Dekker,,30-26,,
0:03.0,Shooting foul by D. Booker (drawn by S. Dekker),,30-26,,
0:03.0,S. Dekker misses free throw 1 of 2,,30-26,,
0:03.0,Offensive rebound by Team,,30-26,,
0:03.0,S. Dekker misses free throw 2 of 2,,30-26,,
0:03.0,,,30-26,,Defensive rebound by T. Warren
0:03.0,P. Beverley enters the game for J. Harden,,30-26,,
0:00.0,,,30-26,,T. Warren misses 3-pt shot from 54 ft
0:00.0,,,30-26,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,E. Gordon makes 3-pt shot from 26 ft,3,33-26,,
11:24.0,Personal foul by C. Brewer (drawn by A. Len),,33-26,,
11:15.0,,,33-26,,L. Barbosa misses 3-pt shot from 25 ft
11:13.0,Defensive rebound by P. Beverley,,33-26,,
11:02.0,P. Beverley misses 2-pt shot from 4 ft (block by B. Knight),,33-26,,
10:59.0,,,33-26,,Defensive rebound by B. Knight
10:53.0,,,33-26,,B. Knight misses 2-pt shot from 17 ft
10:49.0,Defensive rebound by C. Brewer,,33-26,,
10:46.0,P. Beverley misses 3-pt shot from 26 ft,,33-26,,
10:43.0,,,33-26,,Defensive rebound by L. Barbosa
10:36.0,,,33-28,2,T. Warren makes 2-pt shot at rim
10:20.0,S. Dekker misses 3-pt shot from 25 ft,,33-28,,
10:19.0,,,33-28,,Defensive rebound by A. Len
10:07.0,,,33-28,,Shooting foul by N. Hilario (drawn by A. Len)
10:07.0,,,33-28,,A. Len misses free throw 1 of 2
10:07.0,,,33-28,,Offensive rebound by Team
10:07.0,,,33-29,1,A. Len makes free throw 2 of 2
9:53.0,C. Brewer misses 3-pt shot from 26 ft,,33-29,,
9:52.0,,,33-29,,Defensive rebound by T. Warren
9:46.0,,,33-29,,T. Warren misses 2-pt shot from 20 ft
9:41.0,Defensive rebound by S. Dekker,,33-29,,
9:31.0,P. Beverley misses 2-pt shot from 5 ft,,33-29,,
9:27.0,Offensive rebound by N. Hilario,,33-29,,
9:23.0,E. Gordon makes 3-pt shot from 28 ft (assist by P. Beverley),3,36-29,,
9:10.0,,,36-29,,L. Barbosa misses 2-pt shot from 16 ft
9:10.0,Defensive rebound by Team,,36-29,,
9:10.0,,,36-29,,Loose ball foul by L. Barbosa (drawn by C. Brewer)
9:00.0,P. Beverley makes 2-pt shot from 18 ft,2,38-29,,
8:42.0,,,38-29,,T. Warren misses 3-pt shot from 23 ft
8:40.0,Defensive rebound by S. Dekker,,38-29,,
8:32.0,E. Gordon misses 2-pt shot from 2 ft (block by A. Len),,38-29,,
8:31.0,Offensive rebound by Team,,38-29,,
8:31.0,Official timeout,,38-29,,
8:31.0,T. Ariza enters the game for S. Dekker,,38-29,,
8:31.0,R. Anderson enters the game for C. Brewer,,38-29,,
8:28.0,N. Hilario makes 2-pt shot from 2 ft (assist by E. Gordon),2,40-29,,
8:13.0,,,40-29,,J. Dudley misses 3-pt shot from 25 ft
8:11.0,Defensive rebound by P. Beverley,,40-29,,
7:56.0,R. Anderson misses 2-pt shot from 2 ft (block by A. Len),,40-29,,
7:53.0,,,40-29,,Defensive rebound by A. Len
7:41.0,,,40-31,2,A. Len makes 2-pt shot from 1 ft
7:35.0,,,40-31,,Personal foul by T. Warren
7:32.0,Shooting foul by A. Len (drawn by T. Ariza),,40-31,,
7:32.0,T. Ariza misses free throw 1 of 2,,40-31,,
7:32.0,Offensive rebound by Team,,40-31,,
7:32.0,,,40-31,,Violation by A. Len (lane)
7:32.0,T. Ariza misses free throw 2 of 2,,40-31,,
7:31.0,,,40-31,,Defensive rebound by A. Len
7:18.0,,,40-34,3,B. Knight makes 3-pt shot from 25 ft
7:02.0,E. Gordon makes 3-pt shot from 25 ft (assist by P. Beverley),3,43-34,,
6:58.0,,,43-34,,Phoenix full timeout
6:42.0,,,43-34,,L. Barbosa misses 3-pt shot from 23 ft
6:40.0,,,43-34,,Offensive rebound by B. Knight
6:31.0,,,43-34,,T. Warren misses 2-pt shot from 7 ft
6:29.0,Defensive rebound by Team,,43-34,,
6:29.0,M. Harrell enters the game for N. Hilario,,43-34,,
6:29.0,J. Harden enters the game for E. Gordon,,43-34,,
6:16.0,M. Harrell misses 2-pt shot from 2 ft (block by T. Warren),,43-34,,
6:13.0,,,43-34,,Defensive rebound by J. Dudley
6:06.0,,,43-36,2,B. Knight makes 2-pt shot from 1 ft
5:58.0,Turnover by M. Harrell (bad pass; steal by L. Barbosa),,43-36,,
5:55.0,,,43-36,,Loose ball foul by T. Warren
5:55.0,,,43-36,,L. Barbosa misses 2-pt shot from 4 ft
5:55.0,Defensive rebound by Team,,43-36,,
5:55.0,,,43-36,,P. Tucker enters the game for L. Barbosa
5:44.0,Turnover by M. Harrell (lost ball),,43-36,,
5:34.0,,,43-36,,B. Knight misses 2-pt shot from 7 ft
5:31.0,Defensive rebound by T. Ariza,,43-36,,
5:24.0,R. Anderson misses 3-pt shot from 25 ft,,43-36,,
5:23.0,Offensive rebound by P. Beverley,,43-36,,
5:20.0,Turnover by R. Anderson (lost ball; steal by T. Warren),,43-36,,
5:13.0,,,43-36,,Shooting foul by M. Harrell (drawn by B. Knight)
5:13.0,,,43-37,1,B. Knight makes free throw 1 of 2
5:13.0,,,43-38,1,B. Knight makes free throw 2 of 2
5:13.0,,,43-37,,D. Booker enters the game for J. Dudley
5:13.0,E. Gordon enters the game for M. Harrell,,43-37,,
5:13.0,,,43-37,,E. Bledsoe enters the game for A. Len
4:57.0,J. Harden misses 3-pt shot from 25 ft,,43-38,,
4:55.0,,,43-38,,Defensive rebound by P. Tucker
4:49.0,,,43-40,2,B. Knight makes 2-pt shot from 19 ft
4:39.0,J. Harden misses 2-pt shot from 2 ft,,43-40,,
4:37.0,,,43-40,,Defensive rebound by B. Knight
4:32.0,,,43-40,,E. Bledsoe misses 3-pt shot from 24 ft
4:29.0,Defensive rebound by T. Ariza,,43-40,,
4:20.0,J. Harden makes 2-pt shot from 1 ft,2,45-40,,
4:03.0,,,45-42,2,D. Booker makes 2-pt shot from 1 ft
3:53.0,P. Beverley makes 2-pt shot from 1 ft,2,47-42,,
3:44.0,,,47-42,,Shooting foul by P. Beverley (drawn by B. Knight)
3:44.0,,,47-43,1,B. Knight makes free throw 1 of 2
3:44.0,,,47-44,1,B. Knight makes free throw 2 of 2
3:44.0,M. Harrell enters the game for P. Beverley,,47-43,,
3:44.0,,,47-43,,T. Chandler enters the game for T. Warren
3:38.0,Turnover by T. Ariza (lost ball; steal by B. Knight),,47-44,,
3:32.0,,,47-47,3,P. Tucker makes 3-pt shot from 23 ft (assist by D. Booker)
3:20.0,J. Harden misses 2-pt shot from 4 ft,,47-47,,
3:18.0,,,47-47,,Defensive rebound by P. Tucker
3:15.0,Personal foul by R. Anderson (drawn by D. Booker),,47-47,,
3:15.0,,,47-48,1,D. Booker makes free throw 1 of 2
3:15.0,,,47-49,1,D. Booker makes free throw 2 of 2
3:03.0,E. Gordon misses 3-pt shot from 26 ft,,47-49,,
3:02.0,Offensive rebound by T. Ariza,,47-49,,
2:48.0,R. Anderson makes 3-pt shot from 27 ft (assist by J. Harden),3,50-49,,
2:24.0,,,50-49,,D. Booker misses 2-pt shot from 23 ft
2:21.0,Defensive rebound by Team,,50-49,,
2:21.0,Houston full timeout,,50-49,,
2:12.0,M. Harrell makes 2-pt shot from 1 ft (assist by J. Harden),2,52-49,,
2:03.0,Personal foul by E. Gordon (drawn by E. Bledsoe),,52-49,,
2:03.0,,,52-50,1,E. Bledsoe makes free throw 1 of 2
2:03.0,,,52-51,1,E. Bledsoe makes free throw 2 of 2
1:57.0,E. Gordon misses 3-pt shot from 26 ft,,52-51,,
1:54.0,,,52-51,,Defensive rebound by B. Knight
1:46.0,,,52-51,,B. Knight misses 2-pt shot from 2 ft
1:43.0,Defensive rebound by R. Anderson,,52-51,,
1:24.0,E. Gordon makes 3-pt shot from 26 ft (assist by J. Harden),3,55-51,,
0:59.0,,,55-51,,D. Booker misses 2-pt shot from 11 ft
0:59.0,Jump ball: T. Chandler vs. M. Harrell (R. Anderson gains possession),,,,Jump ball: T. Chandler vs. M. Harrell (R. Anderson gains possession)
0:59.0,Defensive rebound by Team,,55-51,,
0:49.0,J. Harden makes 2-pt shot from 1 ft,2,57-51,,
0:37.0,,,57-53,2,T. Chandler makes 2-pt shot from 1 ft (assist by E. Bledsoe)
0:37.0,,,57-53,,Shooting foul by E. Gordon (drawn by T. Chandler)
0:37.0,,,57-54,1,T. Chandler makes free throw 1 of 1
0:28.0,M. Harrell makes 2-pt shot at rim (assist by J. Harden),2,59-54,,
0:07.0,,,59-54,,Shooting foul by R. Anderson (drawn by E. Bledsoe)
0:07.0,,,59-54,,E. Bledsoe misses free throw 1 of 2
0:07.0,,,59-54,,Offensive rebound by Team
0:07.0,,,59-55,1,E. Bledsoe makes free throw 2 of 2
0:00.0,J. Harden makes 2-pt shot from 1 ft,2,61-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,R. Anderson misses 3-pt shot from 26 ft,,61-55,,
11:44.0,,,61-55,,Defensive rebound by T. Chandler
11:36.0,,,61-57,2,D. Booker makes 2-pt shot from 20 ft
11:14.0,P. Beverley makes 3-pt shot from 25 ft,3,64-57,,
10:59.0,,,64-57,,D. Booker misses 2-pt shot from 20 ft
10:55.0,Defensive rebound by J. Harden,,64-57,,
10:49.0,J. Harden makes 3-pt shot from 26 ft,3,67-57,,
10:29.0,,,67-59,2,M. Chriss makes 2-pt shot from 12 ft
10:04.0,M. Harrell makes 2-pt shot from 14 ft (assist by P. Beverley),2,69-59,,
9:51.0,,,69-59,,M. Chriss misses 3-pt shot from 25 ft
9:49.0,Defensive rebound by P. Beverley,,69-59,,
9:47.0,,,69-59,,Personal foul by M. Chriss (drawn by M. Harrell)
9:40.0,J. Harden misses 2-pt shot from 8 ft,,69-59,,
9:37.0,,,69-59,,Defensive rebound by P. Tucker
9:32.0,Personal foul by P. Beverley (drawn by D. Booker),,69-59,,
9:22.0,,,69-62,3,D. Booker makes 3-pt shot from 23 ft (assist by E. Bledsoe)
9:09.0,,,69-62,,Def 3 sec tech foul by T. Chandler
9:09.0,J. Harden makes technical free throw,1,70-62,,
9:04.0,J. Harden makes 3-pt shot from 24 ft (assist by M. Harrell),3,73-62,,
8:49.0,,,73-62,,Turnover by T. Chandler (bad pass; steal by J. Harden)
8:45.0,P. Beverley makes 2-pt shot from 1 ft (assist by J. Harden),2,75-62,,
8:44.0,,,75-62,,Phoenix full timeout
8:44.0,,,75-62,,Technical foul by Team
8:44.0,J. Harden misses technical free throw,,75-62,,
8:44.0,,,75-62,,Offensive rebound by Team
8:31.0,,,75-62,,E. Bledsoe misses 2-pt shot from 2 ft
8:31.0,,,75-62,,Offensive rebound by T. Chandler
8:31.0,,,75-62,,Shooting foul by M. Harrell (drawn by T. Chandler)
8:31.0,,,75-62,,T. Chandler misses free throw 1 of 2
8:31.0,,,75-62,,Offensive rebound by Team
8:31.0,,,75-62,,T. Chandler misses free throw 2 of 2
8:29.0,,,75-62,,Offensive rebound by P. Tucker
8:22.0,,,75-64,2,E. Bledsoe makes 2-pt shot from 5 ft
8:02.0,R. Anderson misses 3-pt shot from 27 ft,,75-64,,
8:01.0,,,75-64,,Defensive rebound by Team
7:52.0,,,75-66,2,D. Booker makes 2-pt shot from 22 ft
7:31.0,M. Harrell misses 2-pt shot from 17 ft,,75-66,,
7:29.0,,,75-66,,Defensive rebound by M. Chriss
7:24.0,,,75-68,2,E. Bledsoe makes 2-pt shot at rim (assist by D. Booker)
7:03.0,T. Ariza misses 2-pt shot from 2 ft,,75-68,,
7:02.0,,,75-68,,Defensive rebound by D. Booker
7:00.0,Personal take foul by P. Beverley (drawn by D. Booker),,75-68,,
6:51.0,,,75-68,,D. Booker misses 2-pt shot from 21 ft
6:49.0,Defensive rebound by R. Anderson,,75-68,,
6:33.0,R. Anderson makes 2-pt shot from 15 ft (assist by P. Beverley),2,77-68,,
6:16.0,,,77-68,,M. Chriss misses 3-pt shot from 26 ft
6:16.0,Defensive rebound by Team,,77-68,,
6:16.0,,,77-68,,Loose ball foul by T. Chandler (drawn by R. Anderson)
6:16.0,E. Gordon enters the game for P. Beverley,,77-68,,
6:02.0,R. Anderson makes 2-pt shot from 18 ft,2,79-68,,
5:47.0,,,79-68,,Personal foul by M. Chriss (drawn by T. Ariza)
5:47.0,Personal foul by T. Ariza,,79-68,,
5:47.0,,,79-68,,T. Warren enters the game for M. Chriss
5:39.0,,,79-68,,P. Tucker misses 3-pt shot from 24 ft
5:37.0,,,79-68,,Offensive rebound by T. Chandler
5:33.0,,,79-70,2,T. Warren makes 2-pt shot from 9 ft (assist by D. Booker)
5:11.0,M. Harrell makes 2-pt shot at rim (assist by J. Harden),2,81-70,,
5:01.0,,,81-70,,Turnover by T. Chandler (bad pass)
4:38.0,J. Harden misses 3-pt shot from 27 ft,,81-70,,
4:35.0,,,81-70,,Defensive rebound by D. Booker
4:31.0,,,81-70,,D. Booker misses 2-pt shot from 9 ft
4:29.0,,,81-70,,Offensive rebound by P. Tucker
4:29.0,,,81-72,2,P. Tucker makes 2-pt shot from 3 ft
4:14.0,R. Anderson makes 3-pt shot from 29 ft (assist by E. Gordon),3,84-72,,
3:44.0,,,84-75,3,T. Warren makes 3-pt shot from 25 ft (assist by P. Tucker)
3:25.0,Shooting foul by T. Warren (drawn by J. Harden),,84-75,,
3:25.0,J. Harden makes free throw 1 of 3,1,85-75,,
3:25.0,J. Harden misses free throw 2 of 3,,85-75,,
3:25.0,Offensive rebound by Team,,85-75,,
3:25.0,J. Harden makes free throw 3 of 3,1,86-75,,
3:25.0,,,85-75,,A. Len enters the game for T. Chandler
3:25.0,,,85-75,,B. Knight enters the game for E. Bledsoe
3:25.0,N. Hilario enters the game for R. Anderson,,85-75,,
3:25.0,S. Dekker enters the game for M. Harrell,,85-75,,
3:10.0,Personal foul by N. Hilario (drawn by A. Len),,86-75,,
3:03.0,,,86-77,2,T. Warren makes 2-pt shot from 1 ft (assist by B. Knight)
2:49.0,T. Ariza misses 2-pt shot from 3 ft (block by A. Len),,86-77,,
2:49.0,Offensive rebound by Team,,86-77,,
2:49.0,Houston full timeout,,86-77,,
2:48.0,,,86-77,,Violation by D. Booker (kicked ball)
2:44.0,J. Harden misses 3-pt shot from 24 ft,,86-77,,
2:42.0,,,86-77,,Defensive rebound by B. Knight
2:32.0,,,86-79,2,T. Warren makes 2-pt shot from 15 ft (assist by B. Knight)
2:20.0,N. Hilario misses 2-pt shot at rim,,86-79,,
2:17.0,,,86-79,,Defensive rebound by A. Len
2:10.0,,,86-81,2,B. Knight makes 2-pt shot from 3 ft
1:59.0,Offensive foul by N. Hilario,,86-81,,
1:59.0,Turnover by N. Hilario (offensive foul),,86-81,,
1:59.0,C. Brewer enters the game for T. Ariza,,86-81,,
1:44.0,Personal foul by E. Gordon (drawn by B. Knight),,86-81,,
1:44.0,,,86-81,,B. Knight misses free throw 1 of 2
1:44.0,,,86-81,,Offensive rebound by Team
1:44.0,,,86-82,1,B. Knight makes free throw 2 of 2
1:35.0,Turnover by J. Harden (bad pass; steal by B. Knight),,86-82,,
1:21.0,,,86-82,,T. Warren misses 2-pt shot from 11 ft
1:19.0,,,86-82,,Offensive rebound by P. Tucker
1:19.0,,,86-84,2,P. Tucker makes 2-pt shot at rim
1:08.0,J. Harden misses 3-pt shot from 26 ft,,86-84,,
1:04.0,Offensive rebound by S. Dekker,,86-84,,
0:58.0,E. Gordon misses 2-pt shot from 17 ft,,86-84,,
0:53.0,Offensive rebound by Team,,86-84,,
0:44.0,E. Gordon makes 2-pt shot from 20 ft,2,88-84,,
0:29.0,,,88-84,,T. Warren misses 2-pt shot from 11 ft
0:25.0,Defensive rebound by N. Hilario,,88-84,,
0:04.0,Shooting foul by P. Tucker (drawn by J. Harden),,88-84,,
0:04.0,J. Harden makes free throw 1 of 3,1,89-84,,
0:04.0,J. Harden makes free throw 2 of 3,1,90-84,,
0:04.0,J. Harden makes free throw 3 of 3,1,91-84,,
0:00.0,,,91-84,,D. Booker misses 3-pt shot from 25 ft (block by C. Brewer)
0:00.0,,,91-84,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,91-87,3,B. Knight makes 3-pt shot from 28 ft
11:23.0,E. Gordon makes 3-pt shot from 26 ft,3,94-87,,
11:11.0,,,94-87,,B. Knight misses 2-pt shot from 13 ft
11:09.0,Defensive rebound by E. Gordon,,94-87,,
11:00.0,N. Hilario makes 2-pt shot from 16 ft (assist by P. Beverley),2,96-87,,
10:44.0,,,96-89,2,T. Warren makes 2-pt shot from 2 ft (assist by J. Dudley)
10:34.0,,,96-89,,Personal foul by B. Knight (drawn by E. Gordon)
10:28.0,N. Hilario makes 2-pt shot from 2 ft (assist by P. Beverley),2,98-89,,
10:28.0,Shooting foul by T. Ulis (drawn by N. Hilario),,98-89,,
10:28.0,N. Hilario makes free throw 1 of 1,1,99-89,,
10:09.0,Personal foul by C. Brewer (drawn by B. Knight),,99-89,,
10:00.0,Personal foul by C. Brewer (drawn by J. Dudley),,99-89,,
9:53.0,,,99-89,,Turnover by T. Ulis (lost ball; steal by E. Gordon)
9:49.0,S. Dekker makes 2-pt shot from 1 ft,2,101-89,,
9:48.0,,,101-89,,Phoenix full timeout
9:48.0,,,101-89,,E. Bledsoe enters the game for T. Ulis
9:37.0,,,101-91,2,J. Dudley makes 2-pt shot from 21 ft (assist by E. Bledsoe)
9:17.0,E. Gordon misses 3-pt shot from 28 ft,,101-91,,
9:15.0,Offensive rebound by P. Beverley,,101-91,,
9:13.0,Turnover by P. Beverley (lost ball),,101-91,,
8:51.0,,,101-93,2,A. Len makes 2-pt shot from 4 ft (assist by J. Dudley)
8:39.0,E. Gordon misses 2-pt shot at rim,,101-93,,
8:37.0,,,101-93,,Defensive rebound by J. Dudley
8:29.0,,,101-93,,B. Knight misses 2-pt shot from 22 ft
8:26.0,Defensive rebound by C. Brewer,,101-93,,
8:15.0,P. Beverley makes 3-pt shot from 25 ft (assist by E. Gordon),3,104-93,,
7:48.0,,,104-93,,A. Len misses 2-pt shot from 12 ft (block by N. Hilario)
7:46.0,,,104-93,,Offensive rebound by T. Warren
7:44.0,,,104-95,2,T. Warren makes 2-pt shot from 2 ft
7:24.0,C. Brewer misses 2-pt shot from 1 ft,,104-95,,
7:21.0,,,104-95,,Defensive rebound by T. Warren
7:15.0,,,104-95,,J. Dudley misses 3-pt shot from 24 ft
7:11.0,Defensive rebound by P. Beverley,,104-95,,
7:06.0,E. Gordon makes 3-pt shot from 28 ft (assist by P. Beverley),3,107-95,,
6:46.0,,,107-95,,T. Warren misses 2-pt shot from 18 ft
6:42.0,Defensive rebound by P. Beverley,,107-95,,
6:40.0,E. Gordon makes 3-pt shot from 26 ft (assist by P. Beverley),3,110-95,,
6:39.0,,,110-95,,Phoenix full timeout
6:39.0,,,110-95,,D. Booker enters the game for J. Dudley
6:39.0,J. Harden enters the game for N. Hilario,,110-95,,
6:39.0,T. Ariza enters the game for C. Brewer,,110-95,,
6:39.0,M. Harrell enters the game for E. Gordon,,110-95,,
6:22.0,,,110-97,2,A. Len makes 2-pt shot at rim (assist by D. Booker)
5:58.0,M. Harrell makes 2-pt shot from 1 ft (assist by J. Harden),2,112-97,,
5:44.0,,,112-97,,Offensive charge foul by B. Knight
5:44.0,,,112-97,,Turnover by B. Knight (offensive foul)
5:44.0,R. Anderson enters the game for S. Dekker,,112-97,,
5:27.0,M. Harrell makes 2-pt shot at rim (assist by P. Beverley),2,114-97,,
5:04.0,,,114-100,3,D. Booker makes 3-pt shot from 29 ft (assist by E. Bledsoe)
4:50.0,,,114-100,,Personal foul by T. Warren
4:50.0,,,114-100,,P. Tucker enters the game for A. Len
4:44.0,J. Harden makes 3-pt shot from 26 ft (assist by M. Harrell),3,117-100,,
4:27.0,,,117-100,,E. Bledsoe misses 3-pt shot from 26 ft
4:25.0,Defensive rebound by J. Harden,,117-100,,
4:19.0,J. Harden makes 3-pt shot from 26 ft,3,120-100,,
4:17.0,,,120-100,,Phoenix full timeout
4:17.0,,,120-100,,A. Len enters the game for B. Knight
4:03.0,,,120-103,3,E. Bledsoe makes 3-pt shot from 25 ft (assist by D. Booker)
3:40.0,J. Harden misses 3-pt shot from 25 ft,,120-103,,
