time,Phoenix,pts.away,score,pts.home,Golden State
10:42.0,,,34-33,2,K. Thompson makes 2-pt shot from 5 ft (assist by S. Livingston)
10:24.0,L. Barbosa misses 3-pt shot from 24 ft,,34-33,,
10:23.0,,,34-33,,Defensive rebound by K. Durant
10:16.0,,,34-35,2,K. Durant makes 2-pt shot from 2 ft
10:06.0,B. Knight makes 2-pt shot from 2 ft,2,36-35,,
9:50.0,,,36-35,,Turnover by D. West (bad pass; steal by J. Dudley)
9:44.0,B. Knight makes 2-pt shot from 1 ft (assist by J. Dudley),2,38-35,,
9:28.0,,,38-35,,Offensive foul by K. Thompson
9:28.0,,,38-35,,Turnover by K. Thompson (offensive foul)
9:28.0,E. Bledsoe enters the game for B. Knight,,38-35,,
9:09.0,J. Dudley misses 2-pt shot from 18 ft,,38-35,,
9:09.0,Offensive rebound by P. Tucker,,38-35,,
9:01.0,J. Dudley makes 3-pt shot from 24 ft (assist by E. Bledsoe),3,41-35,,
8:47.0,,,41-37,2,K. Thompson makes 2-pt shot from 3 ft (assist by D. West)
8:32.0,D. Bender makes 3-pt shot from 23 ft (assist by P. Tucker),3,44-37,,
8:20.0,Personal foul by D. Bender (drawn by D. West),,44-37,,
8:20.0,Official timeout,,44-37,,
8:20.0,,,44-37,,S. Curry enters the game for K. Durant
8:10.0,,,44-37,,A. Iguodala misses 3-pt shot from 25 ft
8:10.0,Defensive rebound by P. Tucker,,44-37,,
7:57.0,L. Barbosa makes 2-pt shot from 20 ft (assist by J. Dudley),2,46-37,,
7:38.0,,,46-39,2,D. West makes 2-pt shot from 14 ft (assist by A. Iguodala)
7:10.0,P. Tucker misses 3-pt shot from 34 ft,,46-39,,
7:09.0,,,46-39,,Defensive rebound by A. Iguodala
7:03.0,,,46-39,,S. Livingston misses 2-pt shot from 19 ft
7:03.0,Defensive rebound by L. Barbosa,,46-39,,
6:47.0,J. Dudley misses 3-pt shot from 26 ft,,46-39,,
6:46.0,,,46-39,,Defensive rebound by D. West
6:27.0,,,46-39,,Offensive charge foul by K. Thompson
6:27.0,,,46-39,,Turnover by K. Thompson (offensive foul)
6:27.0,,,46-39,,D. Green enters the game for D. West
6:27.0,,,46-39,,I. Clark enters the game for K. Thompson
6:27.0,,,46-39,,P. McCaw enters the game for A. Iguodala
6:27.0,B. Knight enters the game for E. Bledsoe,,46-39,,
6:12.0,Shooting foul by I. Clark (drawn by P. Tucker),,46-39,,
6:12.0,P. Tucker misses free throw 1 of 2,,46-39,,
6:12.0,Offensive rebound by Team,,46-39,,
6:12.0,P. Tucker misses free throw 2 of 2,,46-39,,
6:11.0,,,46-39,,Defensive rebound by D. Green
5:59.0,,,46-42,3,S. Curry makes 3-pt shot from 26 ft (assist by D. Green)
5:41.0,L. Barbosa makes 2-pt shot from 2 ft,2,48-42,,
5:30.0,,,48-44,2,S. Curry makes 2-pt shot from 11 ft
5:15.0,B. Knight makes 3-pt shot from 26 ft,3,51-44,,
5:14.0,Personal foul by B. Knight (drawn by S. Curry),,51-44,,
5:14.0,,,51-44,,Golden State full timeout
5:14.0,,,51-44,,K. Durant enters the game for S. Livingston
5:14.0,M. Chriss enters the game for J. Dudley,,51-44,,
5:14.0,D. Booker enters the game for D. Bender,,51-44,,
5:08.0,,,51-44,,S. Curry misses 3-pt shot from 25 ft
5:06.0,Defensive rebound by M. Chriss,,51-44,,
4:57.0,Turnover by B. Knight (bad pass; steal by I. Clark),,51-44,,
4:51.0,,,51-46,2,I. Clark makes 2-pt shot from 2 ft
4:30.0,Offensive foul by P. Tucker,,51-46,,
4:30.0,Turnover by P. Tucker (offensive foul),,51-46,,
4:17.0,,,51-46,,K. Durant misses 2-pt shot from 14 ft
4:17.0,,,51-46,,Offensive rebound by P. McCaw
4:07.0,,,51-46,,K. Durant misses 2-pt shot from 5 ft (block by P. Tucker)
4:07.0,,,51-46,,Offensive rebound by Team
4:07.0,T. Warren enters the game for B. Knight,,51-46,,
4:07.0,A. Len enters the game for P. Tucker,,51-46,,
4:07.0,E. Bledsoe enters the game for L. Barbosa,,51-46,,
4:04.0,,,51-48,2,K. Durant makes 2-pt shot from 15 ft (assist by S. Curry)
3:39.0,A. Len makes 2-pt shot from 16 ft (assist by T. Warren),2,53-48,,
3:30.0,,,53-48,,Shooting foul by A. Len (drawn by S. Curry)
3:30.0,,,53-49,1,S. Curry makes free throw 1 of 2
3:30.0,,,53-50,1,S. Curry makes free throw 2 of 2
3:30.0,,,53-49,,A. Iguodala enters the game for I. Clark
3:25.0,,,53-50,,Personal foul by S. Curry (drawn by E. Bledsoe)
3:19.0,Turnover by M. Chriss (bad pass; steal by P. McCaw),,53-50,,
3:18.0,Personal foul by M. Chriss (drawn by K. Durant),,53-50,,
3:08.0,,,53-52,2,K. Durant makes 2-pt shot from 12 ft
2:52.0,Offensive charge foul by M. Chriss,,53-52,,
2:52.0,Turnover by M. Chriss (offensive foul),,53-52,,
2:52.0,Phoenix full timeout,,53-52,,
2:52.0,J. Dudley enters the game for M. Chriss,,53-52,,
2:41.0,,,53-52,,P. McCaw misses 2-pt shot from 2 ft (block by D. Booker)
2:39.0,Defensive rebound by A. Len,,53-52,,
2:29.0,E. Bledsoe makes 2-pt shot from 2 ft (assist by J. Dudley),2,55-52,,
2:06.0,,,55-54,2,S. Curry makes 2-pt shot from 2 ft (assist by D. Green)
1:46.0,T. Warren misses 2-pt shot from 18 ft,,55-54,,
1:45.0,,,55-54,,Defensive rebound by K. Durant
1:38.0,,,55-57,3,S. Curry makes 3-pt shot from 27 ft (assist by K. Durant)
1:23.0,J. Dudley misses 3-pt shot from 25 ft,,55-57,,
1:23.0,,,55-57,,Defensive rebound by Team
1:09.0,,,55-57,,S. Curry misses 3-pt shot from 29 ft
1:08.0,Defensive rebound by D. Booker,,55-57,,
0:56.0,T. Warren misses 2-pt shot from 4 ft (block by P. McCaw),,55-57,,
0:54.0,Offensive rebound by A. Len,,55-57,,
0:52.0,A. Len misses 2-pt shot from 3 ft (block by D. Green),,55-57,,
0:52.0,,,55-57,,Defensive rebound by D. Green
0:47.0,,,55-60,3,K. Durant makes 3-pt shot from 27 ft (assist by S. Curry)
0:47.0,Phoenix full timeout,,55-60,,
0:29.0,T. Warren misses 2-pt shot from 22 ft,,55-60,,
0:29.0,,,55-60,,Defensive rebound by K. Durant
0:09.0,,,55-60,,Turnover by K. Durant (lost ball; steal by T. Warren)
0:07.0,A. Len makes 2-pt shot from 1 ft,2,57-60,,
0:04.0,Personal foul by T. Warren,,57-60,,
0:04.0,,,57-61,1,K. Durant makes free throw 1 of 2
0:04.0,,,57-62,1,K. Durant makes free throw 2 of 2
0:04.0,,,57-61,,I. Clark enters the game for S. Curry
0:00.0,D. Booker makes 2-pt shot from 21 ft (assist by E. Bledsoe),2,59-62,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,D. Booker misses 3-pt shot from 24 ft,,59-62,,
11:48.0,,,59-62,,Defensive rebound by S. Curry
11:28.0,,,59-62,,S. Curry misses 3-pt shot from 26 ft
11:27.0,Defensive rebound by E. Bledsoe,,59-62,,
11:21.0,D. Booker makes 2-pt shot from 3 ft (assist by E. Bledsoe),2,61-62,,
11:08.0,,,61-62,,Turnover by K. Thompson (bad pass)
10:49.0,Turnover by A. Len (bad pass; steal by S. Curry),,61-62,,
10:42.0,,,61-62,,S. Curry misses 2-pt shot from 16 ft
10:42.0,Defensive rebound by A. Len,,61-62,,
10:32.0,E. Bledsoe misses 2-pt shot from 15 ft,,61-62,,
10:31.0,,,61-62,,Defensive rebound by K. Durant
10:20.0,,,61-64,2,K. Thompson makes 2-pt shot from 2 ft (assist by S. Curry)
10:05.0,T. Warren makes 2-pt shot from 10 ft (assist by M. Chriss),2,63-64,,
9:50.0,,,63-64,,K. Thompson misses 2-pt shot from 16 ft
9:50.0,Defensive rebound by A. Len,,63-64,,
9:39.0,Turnover by A. Len (offensive foul),,63-64,,
9:39.0,Offensive charge foul by A. Len,,63-64,,
9:22.0,,,63-64,,D. Green misses 3-pt shot from 25 ft
9:22.0,,,63-64,,Offensive rebound by Team
9:22.0,Personal foul by A. Len (drawn by Z. Pachulia),,63-64,,
9:14.0,,,63-64,,K. Thompson misses 2-pt shot from 18 ft
9:14.0,Defensive rebound by A. Len,,63-64,,
8:58.0,E. Bledsoe misses 3-pt shot from 26 ft,,63-64,,
8:58.0,Offensive rebound by M. Chriss,,63-64,,
8:57.0,M. Chriss makes 2-pt shot at rim,2,65-64,,
8:48.0,,,65-64,,Turnover by S. Curry (bad pass; steal by D. Booker)
8:43.0,D. Booker misses 2-pt shot from 3 ft (block by D. Green),,65-64,,
8:42.0,,,65-64,,Defensive rebound by K. Durant
8:35.0,,,65-67,3,K. Thompson makes 3-pt shot from 24 ft (assist by K. Durant)
8:26.0,T. Warren makes 2-pt shot from 15 ft,2,67-67,,
8:15.0,,,67-67,,Z. Pachulia misses 2-pt shot from 15 ft
8:14.0,,,67-67,,Offensive rebound by D. Green
8:14.0,Personal foul by M. Chriss (drawn by D. Green),,67-67,,
8:10.0,,,67-67,,Shooting foul by M. Chriss (drawn by S. Curry)
8:10.0,,,67-68,1,S. Curry makes free throw 1 of 2
8:10.0,,,67-69,1,S. Curry makes free throw 2 of 2
8:10.0,J. Dudley enters the game for M. Chriss,,67-68,,
8:02.0,D. Booker misses 2-pt shot from 10 ft,,67-69,,
8:01.0,Offensive rebound by D. Booker,,67-69,,
8:01.0,D. Booker makes 2-pt shot from 1 ft,2,69-69,,
7:41.0,,,69-72,3,D. Green makes 3-pt shot from 27 ft (assist by K. Durant)
7:28.0,E. Bledsoe makes 2-pt shot from 4 ft,2,71-72,,
7:16.0,,,71-72,,K. Durant misses 2-pt shot from 2 ft
7:15.0,,,71-72,,Offensive rebound by Z. Pachulia
7:15.0,,,71-74,2,Z. Pachulia makes 2-pt shot at rim
7:08.0,D. Booker makes 3-pt shot from 27 ft (assist by E. Bledsoe),3,74-74,,
7:01.0,,,74-74,,Turnover by D. Green (bad pass)
6:37.0,T. Warren misses 2-pt shot from 7 ft,,74-74,,
6:37.0,,,74-74,,Defensive rebound by S. Curry
6:30.0,,,74-77,3,K. Thompson makes 3-pt shot from 24 ft (assist by K. Durant)
6:13.0,D. Booker makes 2-pt shot from 11 ft,2,76-77,,
6:00.0,,,76-77,,K. Thompson misses 2-pt shot from 12 ft
5:59.0,Defensive rebound by D. Booker,,76-77,,
5:51.0,E. Bledsoe misses 3-pt shot from 27 ft,,76-77,,
5:51.0,,,76-77,,Defensive rebound by Z. Pachulia
5:41.0,,,76-77,,Shooting foul by A. Len (drawn by K. Durant)
5:41.0,,,76-77,,Golden State full timeout
5:41.0,,,76-78,1,K. Durant makes free throw 1 of 2
5:41.0,,,76-79,1,K. Durant makes free throw 2 of 2
5:41.0,P. Tucker enters the game for A. Len,,76-77,,
5:25.0,D. Booker misses 2-pt shot from 8 ft,,76-79,,
5:24.0,,,76-79,,Defensive rebound by Z. Pachulia
5:16.0,,,76-81,2,K. Durant makes 2-pt shot at rim (assist by D. Green)
5:05.0,Shooting foul by Z. Pachulia (drawn by E. Bledsoe),,76-81,,
5:05.0,E. Bledsoe makes free throw 1 of 2,1,77-81,,
5:05.0,E. Bledsoe makes free throw 2 of 2,1,78-81,,
5:05.0,,,77-81,,K. Looney enters the game for K. Durant
5:05.0,,,77-81,,A. Iguodala enters the game for Z. Pachulia
4:51.0,,,78-83,2,K. Thompson makes 2-pt shot from 2 ft (assist by A. Iguodala)
4:41.0,,,78-83,,Violation by D. Green (def goaltending)
4:41.0,T. Warren makes 2-pt shot from 2 ft (assist by D. Booker),2,80-83,,
4:34.0,,,80-85,2,K. Looney makes 2-pt shot from 2 ft (assist by D. Green)
4:34.0,,,80-85,,Shooting foul by P. Tucker (drawn by K. Looney)
4:34.0,,,80-85,,K. Looney misses free throw 1 of 1
4:34.0,B. Knight enters the game for E. Bledsoe,,80-85,,
4:34.0,,,80-85,,P. McCaw enters the game for K. Thompson
4:33.0,Defensive rebound by P. Tucker,,80-85,,
4:18.0,T. Warren makes 2-pt shot from 3 ft,2,82-85,,
4:09.0,,,82-85,,S. Curry misses 3-pt shot from 28 ft
4:08.0,Defensive rebound by P. Tucker,,82-85,,
3:54.0,D. Booker makes 2-pt shot from 3 ft,2,84-85,,
3:38.0,,,84-85,,D. Green misses 3-pt shot from 26 ft
3:37.0,Defensive rebound by Team,,84-85,,
3:20.0,Turnover by J. Dudley (bad pass; steal by S. Curry),,84-85,,
3:08.0,,,84-85,,Turnover by D. Green (bad pass; steal by P. Tucker)
3:02.0,D. Booker misses 3-pt shot from 25 ft,,84-85,,
3:02.0,,,84-85,,Defensive rebound by S. Curry
2:53.0,,,84-88,3,S. Curry makes 3-pt shot from 25 ft (assist by A. Iguodala)
2:44.0,Shooting foul by D. Green (drawn by B. Knight),,84-88,,
2:44.0,Phoenix full timeout,,84-88,,
2:44.0,B. Knight misses free throw 1 of 2,,84-88,,
2:44.0,Offensive rebound by Team,,84-88,,
2:44.0,B. Knight makes free throw 2 of 2,1,85-88,,
2:44.0,,,84-88,,K. Durant enters the game for D. Green
2:26.0,,,85-91,3,P. McCaw makes 3-pt shot from 25 ft (assist by S. Curry)
2:01.0,D. Booker misses 2-pt shot from 3 ft (block by P. McCaw),,85-91,,
2:00.0,,,85-91,,Defensive rebound by A. Iguodala
1:54.0,,,85-91,,A. Iguodala misses 2-pt shot from 1 ft
1:50.0,Defensive rebound by D. Booker,,85-91,,
1:48.0,D. Booker misses 2-pt shot from 2 ft (block by K. Durant),,85-91,,
1:46.0,,,85-91,,Defensive rebound by S. Curry
1:44.0,,,85-94,3,S. Curry makes 3-pt shot from 27 ft
1:28.0,,,85-94,,Personal foul by K. Looney (drawn by D. Booker)
1:28.0,D. Booker makes free throw 1 of 2,1,86-94,,
1:28.0,D. Booker makes free throw 2 of 2,1,87-94,,
1:28.0,E. Bledsoe enters the game for J. Dudley,,86-94,,
1:06.0,,,87-96,2,S. Curry makes 2-pt shot from 2 ft
0:57.0,D. Booker misses 2-pt shot from 9 ft,,87-96,,
0:57.0,,,87-96,,Defensive rebound by K. Durant
0:45.0,,,87-96,,K. Durant misses 2-pt shot from 6 ft
0:45.0,,,87-96,,Offensive rebound by K. Looney
0:43.0,,,87-99,3,P. McCaw makes 3-pt shot from 23 ft (assist by K. Looney)
0:27.0,E. Bledsoe makes 2-pt shot from 4 ft,2,89-99,,
0:27.0,Shooting foul by K. Looney (drawn by E. Bledsoe),,89-99,,
0:27.0,E. Bledsoe makes free throw 1 of 1,1,90-99,,
0:08.0,,,90-99,,S. Curry misses 2-pt shot from 11 ft
0:07.0,Defensive rebound by B. Knight,,90-99,,
0:01.0,T. Warren makes 2-pt shot from 3 ft (assist by B. Knight),2,92-99,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,Personal block foul by P. Tucker (drawn by K. Durant),,92-99,,
11:35.0,,,92-101,2,K. Durant makes 2-pt shot from 16 ft
11:20.0,L. Barbosa makes 2-pt shot from 22 ft,2,94-101,,
11:09.0,Personal foul by D. Bender (drawn by P. McCaw),,94-101,,
10:58.0,,,94-101,,K. Durant misses 2-pt shot from 13 ft
10:58.0,Defensive rebound by B. Knight,,94-101,,
10:47.0,P. Tucker makes 2-pt shot from 2 ft (assist by L. Barbosa),2,96-101,,
10:35.0,,,96-101,,Turnover by K. Durant (lost ball; steal by B. Knight)
10:27.0,J. Dudley makes 3-pt shot from 23 ft (assist by L. Barbosa),3,99-101,,
10:27.0,,,99-101,,Golden State full timeout
10:17.0,,,99-101,,Turnover by K. Thompson (bad pass)
9:55.0,B. Knight misses 2-pt shot from 20 ft,,99-101,,
9:55.0,Offensive rebound by P. Tucker,,99-101,,
9:53.0,P. Tucker makes 2-pt shot from 2 ft,2,101-101,,
9:36.0,,,101-101,,P. McCaw misses 3-pt shot from 27 ft
9:36.0,Defensive rebound by P. Tucker,,101-101,,
9:18.0,Shooting foul by A. Iguodala (drawn by P. Tucker),,101-101,,
9:18.0,P. Tucker misses free throw 1 of 2,,101-101,,
9:18.0,Offensive rebound by Team,,101-101,,
9:18.0,P. Tucker makes free throw 2 of 2,1,102-101,,
9:18.0,,,101-101,,D. Green enters the game for P. McCaw
9:04.0,,,102-103,2,K. Thompson makes 2-pt shot from 1 ft (assist by D. Green)
8:40.0,P. Tucker makes 2-pt shot from 3 ft (assist by L. Barbosa),2,104-103,,
8:28.0,,,104-103,,K. Durant misses 3-pt shot from 26 ft
8:27.0,,,104-103,,Offensive rebound by S. Livingston
8:23.0,Personal foul by L. Barbosa (drawn by K. Thompson),,104-103,,
8:23.0,,,104-103,,K. Looney enters the game for K. Durant
8:10.0,,,104-103,,Shooting foul by B. Knight (drawn by S. Livingston)
8:10.0,,,104-103,,S. Livingston misses free throw 1 of 2
8:10.0,,,104-103,,Offensive rebound by Team
8:10.0,,,104-103,,S. Livingston misses free throw 2 of 2
8:09.0,Defensive rebound by D. Bender,,104-103,,
7:59.0,L. Barbosa misses 2-pt shot from 4 ft,,104-103,,
7:58.0,,,104-103,,Defensive rebound by K. Looney
7:56.0,Violation by J. Dudley (kicked ball),,104-103,,
7:47.0,,,104-103,,A. Iguodala misses 3-pt shot from 25 ft
7:47.0,Defensive rebound by Team,,104-103,,
7:47.0,,,104-103,,Loose ball foul by S. Livingston (drawn by B. Knight)
7:47.0,,,104-103,,I. Clark enters the game for A. Iguodala
7:25.0,B. Knight misses 3-pt shot from 26 ft,,104-103,,
7:25.0,Offensive rebound by D. Bender,,104-103,,
7:19.0,D. Bender makes 2-pt shot from 7 ft,2,106-103,,
6:56.0,,,106-106,3,K. Thompson makes 3-pt shot from 30 ft (assist by S. Livingston)
6:40.0,,,106-106,,Personal foul by K. Looney (drawn by J. Dudley)
6:40.0,,,106-106,,S. Curry enters the game for K. Looney
6:34.0,L. Barbosa makes 3-pt shot from 25 ft (assist by B. Knight),3,109-106,,
6:23.0,,,109-106,,K. Thompson misses 2-pt shot from 13 ft
6:23.0,Defensive rebound by P. Tucker,,109-106,,
6:15.0,Shooting foul by S. Livingston (drawn by B. Knight),,109-106,,
6:15.0,B. Knight makes free throw 1 of 2,1,110-106,,
6:15.0,,,110-106,,Golden State full timeout
6:15.0,B. Knight makes free throw 2 of 2,1,111-106,,
6:15.0,,,110-106,,K. Durant enters the game for I. Clark
6:03.0,,,111-106,,Shooting foul by L. Barbosa (drawn by K. Thompson)
6:03.0,,,111-107,1,K. Thompson makes free throw 1 of 3
6:03.0,,,111-108,1,K. Thompson makes free throw 2 of 3
6:03.0,,,111-109,1,K. Thompson makes free throw 3 of 3
