time,Philadelphia,pts.away,score,pts.home,Chicago
4:56.0,,,15-17,,P. Zipser enters the game for D. Wade
4:56.0,,,15-17,,N. Mirotic enters the game for B. Portis
4:37.0,,,15-17,,Turnover by Team (shot clock)
4:22.0,R. Covington makes 3-pt shot from 25 ft (assist by D. Saric),3,18-17,,
4:01.0,,,18-17,,R. Lopez misses 2-pt shot from 11 ft
4:00.0,Defensive rebound by D. Saric,,18-17,,
3:49.0,Turnover by G. Henderson (bad pass; steal by J. Butler),,18-17,,
3:43.0,,,18-17,,J. Butler misses 2-pt shot from 4 ft
3:42.0,Defensive rebound by D. Saric,,18-17,,
3:36.0,R. Holmes misses 2-pt shot from 2 ft (block by R. Lopez),,18-17,,
3:34.0,,,18-17,,Defensive rebound by J. Butler
3:30.0,,,18-17,,Shooting foul by R. Covington (drawn by J. Butler)
3:30.0,,,18-18,1,J. Butler makes free throw 1 of 2
3:30.0,,,18-19,1,J. Butler makes free throw 2 of 2
3:30.0,,,18-18,,R. Rondo enters the game for J. Grant
3:30.0,T. Luwawu-Cabarrot enters the game for R. Covington,,18-18,,
3:17.0,S. Rodriguez misses 3-pt shot from 25 ft,,18-19,,
3:16.0,,,18-19,,Defensive rebound by R. Rondo
3:04.0,,,18-19,,Shooting foul by R. Holmes (drawn by J. Butler)
3:04.0,,,18-20,1,J. Butler makes free throw 1 of 2
3:04.0,,,18-21,1,J. Butler makes free throw 2 of 2
2:38.0,S. Rodriguez makes 3-pt shot from 25 ft (assist by G. Henderson),3,21-21,,
2:22.0,,,21-23,2,R. Lopez makes 2-pt shot from 18 ft (assist by J. Butler)
2:09.0,G. Henderson misses 2-pt shot from 20 ft,,21-23,,
2:08.0,,,21-23,,Defensive rebound by R. Lopez
2:01.0,,,21-23,,Shooting foul by S. Rodriguez (drawn by J. Butler)
2:01.0,,,21-23,,Chicago full timeout
2:01.0,,,21-24,1,J. Butler makes free throw 1 of 2
2:01.0,,,21-24,,J. Butler misses free throw 2 of 2
2:00.0,Defensive rebound by G. Henderson,,21-24,,
1:44.0,R. Holmes makes 2-pt shot at rim (assist by S. Rodriguez),2,23-24,,
1:26.0,,,23-27,3,N. Mirotic makes 3-pt shot from 26 ft (assist by R. Rondo)
1:10.0,Turnover by S. Rodriguez (bad pass; steal by N. Mirotic),,23-27,,
1:06.0,,,23-29,2,N. Mirotic makes 2-pt shot at rim
1:00.0,Turnover by T. Luwawu-Cabarrot (lost ball; steal by J. Butler),,23-29,,
0:57.0,,,23-29,,Shooting foul by T. Luwawu-Cabarrot (drawn by J. Butler)
0:57.0,,,23-30,1,J. Butler makes free throw 1 of 2
0:57.0,,,23-30,,J. Butler misses free throw 2 of 2
0:56.0,,,23-30,,Offensive rebound by R. Lopez
0:56.0,,,23-32,2,R. Lopez makes 2-pt shot from 3 ft
0:39.0,G. Henderson misses 2-pt shot from 11 ft,,23-32,,
0:38.0,,,23-32,,Defensive rebound by R. Lopez
0:26.0,,,23-35,3,P. Zipser makes 3-pt shot from 26 ft (assist by J. Butler)
0:02.0,R. Holmes misses 2-pt shot from 6 ft,,23-35,,
0:02.0,Offensive rebound by G. Henderson,,23-35,,
0:02.0,Turnover by Team (shot clock),,23-35,,
0:01.0,Violation by R. Holmes (def goaltending),,23-35,,
0:01.0,,,23-37,2,N. Mirotic makes 2-pt shot from 4 ft (assist by R. Rondo)
0:01.0,,,23-37,,D. McDermott enters the game for J. Butler
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,23-39,2,N. Mirotic makes 2-pt shot at rim (assist by R. Rondo)
11:32.0,D. Saric makes 2-pt shot from 19 ft (assist by T. Luwawu-Cabarrot),2,25-39,,
11:04.0,,,25-39,,P. Zipser misses 3-pt shot from 29 ft
11:04.0,,,25-39,,Offensive rebound by Team
11:04.0,Loose ball foul by G. Henderson (drawn by C. Felicio),,25-39,,
10:40.0,,,25-39,,R. Rondo misses 2-pt shot from 11 ft
10:40.0,,,25-39,,Offensive rebound by Team
10:40.0,,,25-39,,Turnover by Team (shot clock)
10:40.0,T. McConnell enters the game for S. Rodriguez,,25-39,,
10:39.0,N. Noel enters the game for R. Holmes,,25-39,,
10:18.0,T. Luwawu-Cabarrot misses 3-pt shot from 26 ft,,25-39,,
10:17.0,,,25-39,,Defensive rebound by N. Mirotic
10:11.0,,,25-42,3,D. McDermott makes 3-pt shot from 25 ft (assist by R. Rondo)
9:58.0,D. Saric misses 2-pt shot from 22 ft,,25-42,,
9:56.0,,,25-42,,Defensive rebound by D. McDermott
9:49.0,,,25-44,2,D. McDermott makes 2-pt shot from 21 ft (assist by R. Rondo)
9:49.0,Philadelphia full timeout,,25-44,,
9:49.0,E. Ilyasova enters the game for D. Saric,,25-44,,
9:49.0,R. Covington enters the game for T. Luwawu-Cabarrot,,25-44,,
9:35.0,G. Henderson misses 2-pt shot from 11 ft,,25-44,,
9:34.0,,,25-44,,Defensive rebound by P. Zipser
9:30.0,,,25-44,,Shooting foul by N. Noel (drawn by R. Rondo)
9:30.0,,,25-44,,R. Rondo misses free throw 1 of 2
9:30.0,,,25-44,,Offensive rebound by Team
9:30.0,,,25-45,1,R. Rondo makes free throw 2 of 2
9:20.0,N. Noel misses 2-pt shot from 3 ft,,25-45,,
9:19.0,,,25-45,,Defensive rebound by C. Felicio
9:10.0,Personal foul by N. Noel (drawn by D. McDermott),,25-45,,
9:10.0,R. Holmes enters the game for N. Noel,,25-45,,
8:57.0,,,25-45,,D. McDermott misses 2-pt shot from 7 ft
8:56.0,Defensive rebound by R. Holmes,,25-45,,
8:51.0,R. Covington makes 3-pt shot from 25 ft (assist by T. McConnell),3,28-45,,
8:38.0,Violation by R. Holmes (kicked ball),,28-45,,
8:38.0,N. Stauskas enters the game for G. Henderson,,28-45,,
8:30.0,,,28-45,,D. McDermott misses 2-pt shot from 22 ft
8:29.0,Defensive rebound by R. Covington,,28-45,,
8:20.0,T. McConnell misses 2-pt shot from 7 ft,,28-45,,
8:19.0,,,28-45,,Defensive rebound by C. Felicio
8:14.0,,,28-45,,P. Zipser misses 2-pt shot from 2 ft
8:13.0,Defensive rebound by N. Stauskas,,28-45,,
8:07.0,R. Covington makes 3-pt shot from 25 ft (assist by T. McConnell),3,31-45,,
7:48.0,,,31-47,2,D. McDermott makes 2-pt shot from 14 ft (assist by R. Rondo)
7:34.0,R. Holmes misses 2-pt shot from 20 ft,,31-47,,
7:33.0,,,31-47,,Defensive rebound by R. Rondo
7:27.0,,,31-47,,R. Rondo misses 2-pt shot from 2 ft
7:26.0,Defensive rebound by T. McConnell,,31-47,,
7:22.0,E. Ilyasova makes 2-pt shot from 1 ft (assist by T. McConnell),2,33-47,,
7:22.0,,,33-47,,Chicago full timeout
7:22.0,,,33-47,,D. Wade enters the game for P. Zipser
7:22.0,,,33-47,,J. Butler enters the game for R. Rondo
6:58.0,,,33-47,,Turnover by D. Wade (lost ball; steal by E. Ilyasova)
6:54.0,E. Ilyasova misses 3-pt shot from 26 ft,,33-47,,
6:53.0,,,33-47,,Defensive rebound by C. Felicio
6:40.0,,,33-50,3,D. McDermott makes 3-pt shot from 23 ft (assist by N. Mirotic)
6:28.0,Turnover by E. Ilyasova (lost ball; steal by D. Wade),,33-50,,
6:15.0,,,33-50,,N. Mirotic misses 2-pt shot from 18 ft
6:14.0,Defensive rebound by R. Covington,,33-50,,
6:09.0,R. Holmes makes 2-pt shot at rim (assist by T. McConnell),2,35-50,,
5:49.0,,,35-52,2,D. Wade makes 2-pt shot from 3 ft (assist by N. Mirotic)
5:30.0,R. Covington makes 2-pt shot from 3 ft (assist by T. McConnell),2,37-52,,
5:10.0,,,37-52,,Turnover by D. Wade (bad pass; steal by R. Holmes)
5:04.0,R. Covington makes 3-pt shot from 25 ft (assist by T. McConnell),3,40-52,,
4:49.0,,,40-52,,J. Butler misses 2-pt shot from 2 ft
4:48.0,,,40-52,,Offensive rebound by J. Butler
4:43.0,,,40-52,,J. Butler misses 2-pt shot from 3 ft
4:42.0,,,40-52,,Offensive rebound by N. Mirotic
4:42.0,,,40-54,2,N. Mirotic makes 2-pt shot from 2 ft
4:27.0,,,40-54,,Personal foul by D. Wade (drawn by E. Ilyasova)
4:27.0,,,40-54,,J. Grant enters the game for D. McDermott
4:18.0,Shooting foul by J. Grant (drawn by E. Ilyasova),,40-54,,
4:18.0,E. Ilyasova makes 2-pt shot from 2 ft (assist by R. Holmes),2,42-54,,
4:18.0,E. Ilyasova misses free throw 1 of 1,,42-54,,
4:17.0,Offensive rebound by R. Covington,,42-54,,
4:17.0,R. Covington makes 2-pt shot from 2 ft,2,44-54,,
4:17.0,Shooting foul by C. Felicio (drawn by R. Covington),,44-54,,
4:17.0,R. Covington makes free throw 1 of 1,1,45-54,,
4:17.0,,,44-54,,R. Lopez enters the game for C. Felicio
4:04.0,,,45-54,,Shooting foul by R. Holmes (drawn by R. Lopez)
4:04.0,,,45-56,2,R. Lopez makes 2-pt shot from 2 ft (assist by D. Wade)
4:04.0,,,45-57,1,R. Lopez makes free throw 1 of 1
3:50.0,T. McConnell makes 2-pt shot from 3 ft,2,47-57,,
3:27.0,,,47-59,2,J. Butler makes 2-pt shot from 14 ft
3:13.0,T. McConnell makes 2-pt shot from 8 ft,2,49-59,,
2:47.0,,,49-61,2,D. Wade makes 2-pt shot from 7 ft
2:37.0,,,49-61,,Personal foul by J. Butler (drawn by N. Stauskas)
2:37.0,Philadelphia full timeout,,49-61,,
2:22.0,E. Ilyasova makes 2-pt shot from 6 ft (assist by R. Covington),2,51-61,,
2:01.0,,,51-61,,Turnover by D. Wade (bad pass)
1:47.0,E. Ilyasova makes 3-pt shot from 26 ft (assist by N. Stauskas),3,54-61,,
1:35.0,,,54-61,,Shooting foul by R. Covington (drawn by J. Butler)
1:35.0,,,54-62,1,J. Butler makes free throw 1 of 2
1:35.0,,,54-63,1,J. Butler makes free throw 2 of 2
1:35.0,G. Henderson enters the game for R. Covington,,54-62,,
1:35.0,,,54-62,,P. Zipser enters the game for J. Grant
1:16.0,Shooting foul by N. Mirotic (drawn by E. Ilyasova),,54-63,,
1:16.0,E. Ilyasova makes free throw 1 of 3,1,55-63,,
1:16.0,E. Ilyasova makes free throw 2 of 3,1,56-63,,
1:16.0,E. Ilyasova makes free throw 3 of 3,1,57-63,,
1:16.0,D. Saric enters the game for G. Henderson,,54-63,,
1:04.0,,,57-63,,J. Butler misses 2-pt shot from 20 ft
1:03.0,Defensive rebound by R. Holmes,,57-63,,
0:45.0,N. Stauskas misses 3-pt shot from 23 ft,,57-63,,
0:45.0,,,57-63,,Defensive rebound by Team
0:45.0,T. Luwawu-Cabarrot enters the game for R. Holmes,,57-63,,
0:37.0,,,57-63,,Shooting foul by D. Saric (drawn by R. Lopez)
0:37.0,,,57-64,1,R. Lopez makes free throw 1 of 2
0:37.0,,,57-65,1,R. Lopez makes free throw 2 of 2
0:29.0,T. McConnell misses 2-pt shot from 18 ft,,57-65,,
0:28.0,,,57-65,,Defensive rebound by D. Wade
0:24.0,,,57-67,2,J. Butler makes 2-pt shot from 1 ft (assist by D. Wade)
0:24.0,,,57-67,,Shooting foul by T. McConnell (drawn by J. Butler)
0:24.0,,,57-67,,J. Butler misses free throw 1 of 1
0:24.0,,,57-67,,R. Rondo enters the game for R. Lopez
0:22.0,Defensive rebound by T. Luwawu-Cabarrot,,57-67,,
0:19.0,Philadelphia full timeout,,57-67,,
0:00.0,D. Saric misses 3-pt shot from 26 ft,,57-67,,
0:00.0,Offensive rebound by Team,,57-67,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,57-67,,D. Wade misses 2-pt shot from 14 ft
11:48.0,Defensive rebound by E. Ilyasova,,57-67,,
11:35.0,N. Noel makes 2-pt shot from 18 ft (assist by N. Stauskas),2,59-67,,
11:08.0,,,59-67,,R. Lopez misses 2-pt shot from 3 ft (block by N. Noel)
11:07.0,Defensive rebound by N. Noel,,59-67,,
11:00.0,E. Ilyasova misses 3-pt shot from 26 ft,,59-67,,
10:59.0,Offensive rebound by E. Ilyasova,,59-67,,
10:56.0,Turnover by E. Ilyasova (bad pass; steal by D. Wade),,59-67,,
10:52.0,,,59-69,2,J. Butler makes 2-pt shot from 4 ft (assist by D. Wade)
10:40.0,E. Ilyasova misses 3-pt shot from 23 ft,,59-69,,
10:39.0,,,59-69,,Defensive rebound by D. Wade
10:31.0,,,59-71,2,B. Portis makes 2-pt shot from 18 ft
10:14.0,N. Noel misses 2-pt shot from 11 ft,,59-71,,
10:13.0,,,59-71,,Defensive rebound by B. Portis
9:59.0,,,59-71,,B. Portis misses 2-pt shot from 15 ft
9:58.0,Defensive rebound by R. Covington,,59-71,,
9:50.0,N. Stauskas makes 3-pt shot from 24 ft (assist by T. McConnell),3,62-71,,
9:34.0,,,62-71,,Turnover by J. Butler (lost ball; steal by R. Covington)
9:28.0,R. Covington misses 3-pt shot from 25 ft,,62-71,,
9:27.0,,,62-71,,Defensive rebound by R. Lopez
9:19.0,,,62-71,,J. Grant misses 2-pt shot from 18 ft
9:18.0,Defensive rebound by N. Noel,,62-71,,
9:04.0,N. Noel makes 2-pt shot from 18 ft (assist by T. McConnell),2,64-71,,
8:47.0,,,64-73,2,R. Lopez makes 2-pt shot from 22 ft (assist by D. Wade)
8:35.0,T. McConnell makes 2-pt shot from 4 ft,2,66-73,,
8:12.0,,,66-75,2,D. Wade makes 2-pt shot from 13 ft
7:55.0,N. Stauskas misses 3-pt shot from 25 ft,,66-75,,
7:54.0,,,66-75,,Defensive rebound by R. Lopez
7:46.0,,,66-77,2,B. Portis makes 2-pt shot from 14 ft (assist by J. Butler)
7:42.0,Shooting foul by R. Lopez (drawn by E. Ilyasova),,66-77,,
7:42.0,E. Ilyasova makes free throw 1 of 2,1,67-77,,
7:42.0,E. Ilyasova misses free throw 2 of 2,,67-77,,
7:39.0,Offensive rebound by R. Covington,,67-77,,
7:23.0,E. Ilyasova misses 2-pt shot from 17 ft,,67-77,,
7:22.0,,,67-77,,Defensive rebound by R. Lopez
7:00.0,,,67-77,,J. Grant misses 2-pt shot from 18 ft
7:00.0,Defensive rebound by R. Covington,,67-77,,
6:50.0,T. McConnell makes 2-pt shot from 13 ft,2,69-77,,
6:34.0,,,69-77,,J. Butler misses 2-pt shot from 14 ft (block by R. Covington)
6:32.0,Defensive rebound by E. Ilyasova,,69-77,,
6:21.0,N. Stauskas misses 2-pt shot from 3 ft,,69-77,,
6:20.0,Offensive rebound by N. Noel,,69-77,,
6:17.0,E. Ilyasova misses 2-pt shot from 2 ft,,69-77,,
6:16.0,Offensive rebound by E. Ilyasova,,69-77,,
6:16.0,E. Ilyasova makes 2-pt shot from 3 ft,2,71-77,,
6:16.0,,,71-77,,Chicago full timeout
6:16.0,,,71-77,,P. Zipser enters the game for D. Wade
6:16.0,,,71-77,,R. Rondo enters the game for J. Grant
6:07.0,,,71-77,,Shooting foul by T. McConnell (drawn by J. Butler)
6:07.0,,,71-78,1,J. Butler makes free throw 1 of 2
6:07.0,,,71-79,1,J. Butler makes free throw 2 of 2
5:48.0,N. Stauskas makes 3-pt shot from 25 ft (assist by R. Covington),3,74-79,,
5:48.0,,,74-79,,Loose ball foul by R. Lopez (drawn by E. Ilyasova)
5:48.0,E. Ilyasova makes free throw 1 of 1,1,75-79,,
5:32.0,,,75-79,,B. Portis misses 2-pt shot from 1 ft (block by N. Noel)
5:30.0,Defensive rebound by E. Ilyasova,,75-79,,
5:22.0,T. McConnell makes 2-pt shot from 2 ft,2,77-79,,
5:12.0,,,77-79,,R. Rondo misses 2-pt shot from 2 ft
5:10.0,Defensive rebound by T. McConnell,,77-79,,
5:07.0,Turnover by T. McConnell (bad pass; steal by J. Butler),,77-79,,
5:05.0,Personal foul by T. McConnell (drawn by J. Butler),,77-79,,
5:05.0,,,77-79,,N. Mirotic enters the game for B. Portis
5:05.0,D. Saric enters the game for E. Ilyasova,,77-79,,
4:53.0,,,77-79,,J. Butler misses 2-pt shot from 3 ft
4:52.0,Defensive rebound by R. Covington,,77-79,,
4:43.0,T. McConnell makes 2-pt shot from 15 ft,2,79-79,,
4:28.0,,,79-81,2,J. Butler makes 2-pt shot from 19 ft (assist by R. Rondo)
4:12.0,N. Stauskas makes 2-pt shot from 17 ft (assist by N. Noel),2,81-81,,
3:59.0,,,81-84,3,P. Zipser makes 3-pt shot from 23 ft (assist by R. Rondo)
3:41.0,T. McConnell misses 2-pt shot from 8 ft,,81-84,,
3:40.0,Offensive rebound by D. Saric,,81-84,,
3:38.0,D. Saric makes 2-pt shot from 2 ft,2,83-84,,
3:19.0,,,83-84,,J. Butler misses 2-pt shot from 9 ft
3:17.0,,,83-84,,Offensive rebound by R. Lopez
3:12.0,,,83-84,,R. Rondo misses 2-pt shot from 1 ft
3:11.0,,,83-84,,Offensive rebound by R. Lopez
3:11.0,,,83-86,2,R. Lopez makes 2-pt shot from 3 ft
3:11.0,Philadelphia full timeout,,83-86,,
2:49.0,R. Covington misses 3-pt shot from 25 ft,,83-86,,
2:48.0,,,83-86,,Defensive rebound by R. Rondo
2:34.0,,,83-88,2,P. Zipser makes 2-pt shot from 2 ft (assist by J. Butler)
2:20.0,N. Stauskas misses 2-pt shot from 22 ft,,83-88,,
2:19.0,,,83-88,,Defensive rebound by R. Rondo
2:08.0,,,83-88,,P. Zipser misses 3-pt shot from 23 ft
2:08.0,Defensive rebound by Team,,83-88,,
2:08.0,,,83-88,,C. Felicio enters the game for R. Lopez
2:08.0,C. Randle enters the game for R. Covington,,83-88,,
2:08.0,E. Ilyasova enters the game for T. McConnell,,83-88,,
1:58.0,D. Saric misses 3-pt shot from 25 ft,,83-88,,
1:58.0,,,83-88,,Defensive rebound by Team
1:58.0,Loose ball foul by E. Ilyasova (drawn by N. Mirotic),,83-88,,
1:47.0,,,83-90,2,J. Butler makes 2-pt shot from 2 ft (assist by R. Rondo)
1:37.0,Turnover by E. Ilyasova (lost ball; steal by J. Butler),,83-90,,
1:35.0,,,83-92,2,J. Butler makes 2-pt shot at rim
1:18.0,N. Noel misses 2-pt shot from 20 ft,,83-92,,
1:16.0,,,83-92,,Defensive rebound by N. Mirotic
1:07.0,,,83-92,,Turnover by C. Felicio (lost ball; steal by N. Noel)
1:01.0,N. Stauskas misses 2-pt shot from 2 ft,,83-92,,
1:00.0,Offensive rebound by E. Ilyasova,,83-92,,
1:00.0,E. Ilyasova makes 2-pt shot from 3 ft,2,85-92,,
0:52.0,Personal foul by N. Noel (drawn by R. Rondo),,85-92,,
0:52.0,,,85-93,1,R. Rondo makes free throw 1 of 2
0:52.0,,,85-94,1,R. Rondo makes free throw 2 of 2
0:52.0,,,85-93,,D. McDermott enters the game for J. Butler
0:38.0,Shooting foul by C. Felicio (drawn by D. Saric),,85-94,,
0:38.0,D. Saric makes free throw 1 of 2,1,86-94,,
0:38.0,D. Saric makes free throw 2 of 2,1,87-94,,
0:29.0,,,87-96,2,N. Mirotic makes 2-pt shot at rim (assist by R. Rondo)
0:22.0,Offensive charge foul by D. Saric,,87-96,,
0:22.0,Turnover by D. Saric (offensive foul),,87-96,,
0:01.0,,,87-96,,D. McDermott misses 3-pt shot from 24 ft
0:00.0,,,87-96,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,C. Randle misses 2-pt shot from 6 ft (block by R. Rondo),,87-96,,
11:48.0,Jump ball: C. Randle vs. R. Rondo (R. Covington gains possession),,,,Jump ball: C. Randle vs. R. Rondo (R. Covington gains possession)
11:48.0,Offensive rebound by Team,,87-96,,
11:41.0,D. Saric misses 3-pt shot from 25 ft,,87-96,,
11:40.0,Offensive rebound by R. Holmes,,87-96,,
11:38.0,R. Holmes misses 2-pt shot from 4 ft,,87-96,,
11:37.0,,,87-96,,Defensive rebound by C. Felicio
11:23.0,,,87-98,2,R. Rondo makes 2-pt shot from 2 ft
11:11.0,C. Randle misses 3-pt shot from 25 ft,,87-98,,
11:09.0,,,87-98,,Defensive rebound by P. Zipser
11:01.0,,,87-98,,N. Mirotic misses 3-pt shot from 26 ft
10:59.0,Defensive rebound by R. Covington,,87-98,,
10:41.0,R. Covington misses 2-pt shot from 3 ft,,87-98,,
10:40.0,,,87-98,,Defensive rebound by D. McDermott
10:23.0,,,87-101,3,R. Rondo makes 3-pt shot from 26 ft (assist by C. Felicio)
10:23.0,Philadelphia full timeout,,87-101,,
10:22.0,N. Noel enters the game for R. Holmes,,87-101,,
10:22.0,E. Ilyasova enters the game for D. Saric,,87-101,,
10:22.0,T. McConnell enters the game for C. Randle,,87-101,,
10:08.0,N. Noel makes 2-pt shot from 3 ft (assist by E. Ilyasova),2,89-101,,
9:57.0,,,89-101,,D. McDermott misses 2-pt shot from 2 ft (block by N. Noel)
9:55.0,Defensive rebound by R. Covington,,89-101,,
9:43.0,N. Noel makes 2-pt shot from 4 ft,2,91-101,,
9:33.0,,,91-101,,Shooting foul by T. Luwawu-Cabarrot (drawn by C. Felicio)
9:33.0,,,91-102,1,C. Felicio makes free throw 1 of 2
9:33.0,,,91-102,,C. Felicio misses free throw 2 of 2
9:31.0,Defensive rebound by N. Noel,,91-102,,
9:15.0,E. Ilyasova misses 2-pt shot from 16 ft,,91-102,,
9:14.0,,,91-102,,Defensive rebound by C. Felicio
8:59.0,,,91-102,,N. Mirotic misses 3-pt shot from 26 ft
8:58.0,Defensive rebound by T. McConnell,,91-102,,
8:49.0,T. McConnell misses 3-pt shot from 25 ft,,91-102,,
8:48.0,,,91-102,,Defensive rebound by C. Felicio
8:38.0,,,91-102,,N. Mirotic misses 2-pt shot from 3 ft
8:37.0,Defensive rebound by E. Ilyasova,,91-102,,
8:29.0,R. Covington makes 2-pt shot from 15 ft (assist by T. McConnell),2,93-102,,
8:06.0,,,93-102,,Turnover by N. Mirotic (bad pass)
8:06.0,,,93-102,,J. Butler enters the game for N. Mirotic
7:49.0,E. Ilyasova misses 3-pt shot from 27 ft,,93-102,,
7:48.0,,,93-102,,Defensive rebound by R. Rondo
7:41.0,,,93-102,,R. Rondo misses 3-pt shot from 25 ft
7:39.0,Defensive rebound by N. Noel,,93-102,,
7:30.0,R. Covington makes 2-pt shot at rim (assist by T. McConnell),2,95-102,,
7:16.0,,,95-102,,Shooting foul by N. Noel (drawn by D. McDermott)
7:16.0,,,95-103,1,D. McDermott makes free throw 1 of 2
7:16.0,,,95-104,1,D. McDermott makes free throw 2 of 2
7:16.0,R. Holmes enters the game for N. Noel,,95-103,,
7:02.0,Shooting foul by J. Butler (drawn by R. Covington),,95-104,,
